Time,npSTAT5,EpoRJAK2,EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,p12EpoRpJAK2,EpoRJAK2_CIS,SHP1,SHP1Act,STAT5,pSTAT5,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,CISRNA,CIS,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,SOCS3RNA,SOCS3,Epo,ActD,CISEqc,CISEqcOE,CISInh,CISRNADelay,CISRNAEqc,CISRNATurn,CISTurn,CISoe,EpoRActJAK2,EpoRCISInh,EpoRCISRemove,JAK2ActEpo,JAK2EpoRDeaSHP1,SHP1ActEpoR,SHP1Dea,SOCS3Eqc,SOCS3EqcOE,SOCS3Inh,SOCS3RNADelay,SOCS3RNAEqc,SOCS3RNATurn,SOCS3Turn,SOCS3oe,STAT5ActEpoR,STAT5ActJAK2,STAT5Exp,STAT5Imp,epo_level,init_EpoRJAK2,init_SHP1,init_STAT5,cyt,nuc,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_35,reaction_36
0.0,0.0,3.97622,0.0,0.0,0.0,0.0,0.0,26.7251,0.0,79.7535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.1258946406391076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,6.923040404396744e-07,3.9573805819343133,0.018247361887551942,0.00014565507935635502,0.0004416642000371484,4.736898878606084e-06,0.0,26.72509619889021,3.801109781179672e-06,79.75261393223352,0.0008855918073917833,1.3006702793444258e-07,2.2613807877667387e-10,3.289290478988449e-13,4.1278277878524524e-16,4.575037731474623e-19,4.0216861184105613e-23,9.949864075666363e-25,1.068825640124335e-12,1.356440641044059e-14,1.4430508991355472e-16,1.3260771956178395e-18,1.077036441086478e-20,5.449310209214579e-23,9.327761628653075e-21,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.1252981490548317,1.4816378819469966e-07,0.0019510663245750938,0.005853198973725281,4.672172154310626e-05,4.7224149593412026e-05,1.1826810067245522e-09,3.586197357774041e-09,3.846237535455928e-11,0.0,5.0649638112605225e-05,1.2412767261468215e-08,0.011804118659847979,1.7787191242431094e-06,9.52503581991077e-06,1.4186529974480205e-08,2.3871505466331946e-06,5.178374841532454e-09,9.003263597595563e-12,1.3095693300127699e-14,1.6434172369624314e-17,1.821465490829156e-20,1.6086744473642244e-20,5.8482273096656e-23,3.342525498014316e-27,0.0,1.9833497087669102e-11,3.129294348835527e-13,3.971369953340783e-15,4.224946384352816e-17,3.8824722373649657e-19,3.153333829257477e-21,1.811010676585871e-25,3.7851562630429575e-17,3.73110465146123e-17,0.0
0.12,5.5245572078589404e-06,3.9386305054119424,0.03527431385634431,0.0005604634059474832,0.0017177582234055796,3.695910177474042e-05,0.0,26.72508482208059,1.517791941677889e-05,79.74995991895698,0.003536282909890896,2.0729735419568643e-06,7.191325020166638e-09,2.0808678626956262e-11,5.169733944930463e-14,1.1272630182667284e-16,1.0517767333202208e-20,5.114018679334377e-22,1.6850414558560095e-11,4.2360069483188896e-13,8.918804107746919e-15,1.6163571471681322e-16,2.5751307585668987e-18,2.554622781937814e-20,4.4036656292702604e-18,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12470448619268129,1.1436743812221463e-06,0.003771642515324674,0.011314927545974022,0.0001797796225404118,0.00018366820607283946,1.8171512608440398e-08,5.5693672207015643e-08,1.1982990803136544e-09,0.0,0.00010105903911446866,4.956446724233415e-08,0.02355147526754551,2.806769436267158e-05,3.8034703014306134e-05,1.1320791422110855e-07,1.904936124635544e-05,8.253155474762137e-08,2.863091219435219e-10,8.28458523259838e-13,2.0582326376625963e-15,4.487986345413054e-18,4.207106933280883e-18,1.5294653124011524e-20,1.717987070275817e-24,0.0,1.582704749536694e-10,4.933443311437027e-12,1.2402128193201192e-13,2.6112363181610087e-15,4.7323502510145185e-17,7.539435645797685e-19,8.489972042545366e-23,1.774471639807389e-14,1.761466251708104e-14,0.0
0.18,1.860514149189513e-05,3.9199695512309467,0.051156923141372664,0.001213273103824253,0.003758578636084252,0.0001216738909026874,0.0,26.725065909262195,3.409073780578278e-05,79.74553875564915,0.007948453316023533,1.0456736159262836e-05,5.4360339790169406e-08,2.358996219287307e-10,8.806905808607399e-13,2.8965318305959034e-15,2.761237627613769e-19,2.0438265932105943e-20,8.408674956693678e-11,3.144534094898129e-12,9.875499775172782e-14,2.677726181193118e-15,6.410211758124572e-17,9.677548447812205e-19,1.6724242590674255e-16,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12411364511230866,3.7253955511721882e-06,0.005469861924429617,0.01640958577328885,0.00038918112820446413,0.00040187925522176365,8.83540671680526e-08,2.737106000473075e-07,8.860645715732918e-09,0.0,0.00015122875000499878,1.1132548611200325e-07,0.03524143180484755,0.00014013529906814376,8.549006654769007e-05,3.8125214073081075e-07,6.415284483152665e-05,4.163153438007512e-07,2.1642550031084883e-09,9.391901135301296e-12,3.5063044182131245e-14,1.1531998383799354e-16,1.1044950510455076e-16,4.0153171646993666e-19,6.865965654780688e-23,0.0,5.330100621120494e-10,2.4618813429770794e-11,9.206527616366558e-13,2.8913364798003683e-14,7.839813241719947e-16,1.876773785779015e-17,3.2162132250296336e-21,6.722141282431732e-13,6.689697036269701e-13,0.0
0.24,4.4028517835177576e-05,3.9013976346448436,0.06596643004603854,0.002075541403677503,0.006499022691047486,0.0002813712206329427,0.0,26.725039500051835,6.0499948168638396e-05,79.7393393117595,0.014130418634427173,3.293985699749639e-05,2.2808633615828314e-07,1.3182809060679118e-09,6.547717072242275e-12,2.8581601244228874e-14,2.7535239088822404e-18,2.6996981377590356e-19,2.620666646492257e-10,1.2958976314868669e-11,5.392249908600223e-13,1.9376901345231638e-14,6.138538354757618e-16,1.2302655760763509e-17,2.1286177928056452e-15,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12352562313047993,8.525297823713318e-06,0.007053341793098586,0.02116002537929576,0.000665770585841071,0.0006948963029994084,2.682365651657894e-07,8.399136343376807e-07,3.6363548144767905e-08,0.0,0.00020115895697628717,1.975664527413715e-07,0.046873266872615935,0.00043679001559844246,0.00015198056544769953,9.02221930705473e-07,0.0001518158125307834,1.3114386441234483e-06,9.080829812261746e-09,5.248488249839503e-11,2.606850782618157e-13,1.1379228630366396e-15,1.1014095635528962e-15,4.004100083302016e-18,9.069279533647297e-22,0.0,1.261352569463262e-09,7.672755049266951e-11,3.794112886746856e-12,1.578736187927588e-13,5.673144954730238e-15,1.7972335863329925e-16,4.0886350891583193e-20,8.545572323295463e-12,8.514471171222581e-12,0.0
0.3,8.590960580662388e-05,3.8829148024938296,0.07976956336506341,0.0031211364240433612,0.009878283301145874,0.0005362144161608919,0.0,26.725005634045534,9.436595446886322e-05,79.73133311715073,0.02210781999522217,8.018664998695346e-05,6.932399035237329e-07,5.002789817695807e-09,3.099724712670354e-11,1.6845599032498648e-13,1.633276609311692e-17,1.9904283613911333e-18,6.312437681207503e-10,3.869106629151497e-11,1.999757650197276e-12,8.930456394140704e-14,3.5124174032462873e-15,8.773148329651031e-17,1.51903192221696e-14,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12294042173024422,1.6079929013115713e-05,0.008529216977595342,0.025587650932786022,0.0010011656822858186,0.0010562176610650795,6.291579146445184e-07,1.9912619243875653e-06,1.0808997045924315e-07,0.0,0.0002508494931411877,3.081580637391589e-07,0.058446164871047514,0.001051660049023241,0.0002377819844278118,1.7604392386579576e-06,0.000296227019463993,3.192481119261826e-06,2.7600046933978315e-08,1.9917669636065037e-10,1.2340972745113388e-12,6.706759399807477e-15,6.533106437246768e-15,2.375066723155832e-17,6.686581343549809e-21,0.0,2.4611844175954184e-09,1.8481476137568313e-10,1.132792202499689e-11,5.854865451276958e-13,2.614647860006023e-14,1.0283611768006941e-15,2.915647060320233e-19,6.093934107555562e-11,6.07612768886784e-11,0.0
0.36,0.00014843024680957193,3.86452123035817,0.09262883435307165,0.004326153795638564,0.013839565113551415,0.0009042163760191225,0.0,26.724964350870962,0.00013564912904342013,79.72146935512424,0.0319285990810174,0.0001658733997219092,1.7185245532781071e-06,1.4867448045904797e-08,1.1041548403751641e-10,7.186923443084876e-13,6.998281292356869e-17,1.0212969500440928e-17,1.2921885552172126e-09,9.423039289677109e-11,5.808083635626359e-12,3.09684074267556e-13,1.454543608645192e-14,4.362580831244989e-16,7.557310690579277e-14,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12235804647080435,2.6840758462408826e-05,0.009904171381300307,0.029712514143900914,0.0013876986225654577,0.001479770588549274,1.253575626973409e-06,4.0102461294256265e-06,2.620118618137301e-07,0.0,0.0003002998462478637,4.429709124355473e-07,0.0699592009914283,0.0021505683594458774,0.0003434099631318276,3.0415973654381306e-06,0.000511805975570129,6.603938397303336e-06,6.841983285523044e-08,5.919195674826134e-10,4.395985467921145e-12,2.861338814049685e-14,2.7993125169427473e-14,1.0176711600471339e-16,3.4309122924757245e-20,0.0,4.252309239665883e-09,3.783253499608015e-10,2.7588656644325522e-11,1.700483466734141e-12,9.066891615896221e-14,4.258594595596286e-15,1.4498496432619647e-18,3.030300996352744e-10,3.022924276231711e-10,0.0
0.42,0.00023589649793593232,3.8462172197301063,0.10460281099964054,0.005668746776464333,0.018329819870805116,0.001401402614747833,0.0,26.72491569023862,0.0001843097613865638,79.70967024054158,0.04366758061601153,0.000306733232926937,3.70179536740634e-06,3.732394605171835e-08,3.2309497640811023e-10,2.4506833132704877e-12,2.393784123444997e-16,4.072982820125845e-17,2.3649179642557915e-09,1.9944126001882846e-10,1.4251572108071648e-11,8.82221609085152e-13,4.81408238491084e-14,1.688135766124911e-15,2.9253931730389694e-13,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12177850689797365,4.1183501437771346e-05,0.01118446728107657,0.03355340184322971,0.0018183616359877216,0.0019598829960100353,2.2318601076569803e-06,7.216690983629363e-06,5.517506274239822e-07,0.0,0.00034950916619195345,6.018753216325529e-07,0.08141132244289152,0.003928993385162411,0.000469669283370349,4.833935010284866e-06,0.0008134005019514052,1.2212008544174258e-05,1.4738004168696953e-07,1.485982929650319e-09,1.2863420682608143e-11,9.756936108665208e-14,9.575136493779988e-14,3.4809762054995375e-16,1.368264815048052e-19,0.0,6.7580892664331335e-09,6.923977254273554e-10,5.839216280673758e-11,4.172557467336083e-12,2.5829573993093946e-13,1.409461023051215e-14,5.610309889881143e-18,1.1725993607795568e-09,1.1701572692155878e-09,0.0
0.48,0.0003528060400661566,3.828003195188322,0.11574637404919826,0.007128968936313884,0.023299499756894344,0.0020419620572360315,0.0,26.724859691991906,0.0002403080080990285,79.69582677939681,0.057430666450588454,0.0005226474317422464,7.195738573882976e-06,8.282145727832204e-08,8.186496223242886e-10,7.090399030607639e-12,6.942002027273345e-16,1.3498637629245564e-16,3.988645943046169e-09,3.809859040994552e-10,3.091380842837989e-11,2.1764154066940256e-12,1.3519141529014481e-13,5.432989893597517e-15,9.417401874336098e-13,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12120181645471384,5.9416520285654344e-05,0.012375972701736536,0.037127918105209615,0.0022867565141137013,0.002491257072406225,3.6595403605494425e-06,1.1960419592605807e-05,1.048208041011558e-06,0.0,0.00039847627266758874,7.84741180159896e-07,0.09280132645111965,0.006609605451672666,0.0006176989788492912,7.229617581601165e-06,0.001216519162396548,2.0808227530883025e-05,2.8648483930932467e-07,3.297381031303995e-09,3.259299974479969e-11,2.8229094290546075e-13,2.776800810909338e-13,1.0094871813541508e-15,4.534689129528342e-19,0.0,1.0107376469621972e-08,1.1677907733976285e-09,1.1154457676985838e-10,9.050906189400529e-12,6.372081822526186e-13,3.9581173579379495e-14,1.8055868220624544e-17,3.773819975971559e-09,3.766960749734439e-09,0.0
0.54,0.0005039246285904601,3.809879701576507,0.1261109558901526,0.00868862848127021,0.028702327527942925,0.002838386508364078,0.0,26.724796396156,0.00030360384400328344,79.6797948954865,0.07335865633127518,0.0008367898976123344,1.2934346769304257e-05,1.672646666497462e-07,1.8583042243438723e-09,1.8093020736811564e-11,1.7746695565423195e-15,3.8830903446875905e-16,6.321985439738508e-09,6.730958332482527e-10,6.10393123257305e-11,4.810653487455885e-12,3.3486348888498105e-13,1.518564473776632e-14,2.632784727668444e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12062799239180154,8.178838993590839e-05,0.013484186958831836,0.04045256087649551,0.002787047882485213,0.003068944706735263,5.63495002649375e-06,1.8614696394564876e-05,1.8408159774564833e-06,0.0,0.00044719966273721375,9.914377832387385e-07,0.10412783541166387,0.010439868474373941,0.0007890134296904101,1.0326303806976418e-05,0.0017375948749882642,3.3315220792377066e-05,5.149567647196566e-07,6.659329081409677e-09,7.398489837183062e-11,7.20339696222271e-13,7.098678226169278e-13,2.5806765273627968e-15,1.3044729445052461e-18,0.0,1.4436702763147494e-08,1.850942994564841e-09,1.9706815668863189e-10,1.787101356358697e-11,1.4084571147404748e-12,9.804091369638366e-14,5.0467607266018885e-17,1.0548131062589339e-08,1.0531138910673776e-08,0.0
