value_component_environment_variable_time,value_component_total_concs_variable_mostot,value_component_total_concs_variable_e1tot,value_component_total_concs_variable_e2tot,value_component_total_concs_variable_mektot,value_component_total_concs_variable_mekpasetot,value_component_total_concs_variable_mapktot,value_component_total_concs_variable_mapkpasetot,value_component_rate_constants_variable_a1,value_component_rate_constants_variable_a2,value_component_rate_constants_variable_a3,value_component_rate_constants_variable_a4,value_component_rate_constants_variable_a5,value_component_rate_constants_variable_a6,value_component_rate_constants_variable_a7,value_component_rate_constants_variable_a8,value_component_rate_constants_variable_a9,value_component_rate_constants_variable_a10,value_component_rate_constants_variable_d1,value_component_rate_constants_variable_d2,value_component_rate_constants_variable_d3,value_component_rate_constants_variable_d4,value_component_rate_constants_variable_d5,value_component_rate_constants_variable_d6,value_component_rate_constants_variable_d7,value_component_rate_constants_variable_d8,value_component_rate_constants_variable_d9,value_component_rate_constants_variable_d10,value_component_rate_constants_variable_k1,value_component_rate_constants_variable_k2,value_component_rate_constants_variable_k3,value_component_rate_constants_variable_k4,value_component_rate_constants_variable_k5,value_component_rate_constants_variable_k6,value_component_rate_constants_variable_k7,value_component_rate_constants_variable_k8,value_component_rate_constants_variable_k9,value_component_rate_constants_variable_k10,value_component_mos_variable_mos,value_component_mose1_variable_mose1,value_component_mosstar_variable_mosstar,value_component_mosstare2_variable_mosstare2,value_component_mek_variable_mek,value_component_mekmosstar_variable_mekmosstar,value_component_mekstar_variable_mekstar,value_component_mekstarmekpase_variable_mekstarmekpase,value_component_mekstarmosstar_variable_mekstarmosstar,value_component_mekstarstar_variable_mekstarstar,value_component_mekstarstarmekpase_variable_mekstarstarmekpase,value_component_mapk_variable_mapk,value_component_mapkmekstarstar_variable_mapkmekstarstar,value_component_mapkstar_variable_mapkstar,value_component_mapkstarmekstarstar_variable_mapkstarmekstarstar,value_component_mapkstarstar_variable_mapkstarstar,value_component_mapkstarmapkpase_variable_mapkstarmapkpase,value_component_mapkstarstarmapkpase_variable_mapkstarstarmapkpase
0.0,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.003,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.002954375663807446,2.927044998628472e-06,8.771412874827952e-06,8.479333959368384e-09,1.1997220431851803,3.3910794770747226e-05,0.00024378486133396496,2.273674314359099e-07,6.53431120297543e-09,5.9622304238311e-09,5.3181906308657025e-12,1.199999937559529,2.1289423103138645e-08,3.0387620028548304e-08,6.800777478783158e-16,8.744727813138179e-16,1.0763425753025962e-08,3.0124221434759994e-16
0.2,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.0029110258296318192,2.884437412345757e-06,1.7444673495046856e-05,1.715697707478094e-08,1.1989263955786889,6.857229385883532e-05,0.0010035869645803606,9.673697776488143e-07,5.5539175759410835e-08,8.882498056595335e-08,8.308436822298221e-11,1.1999988588765464,3.3334570960900076e-07,5.88136856573307e-07,1.4411508593835504e-13,2.085377974345201e-13,2.1964046044565162e-07,7.423594318849063e-14
0.30000000000000004,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.0028684369347102947,2.8426375474743965e-06,2.5966117270232555e-05,2.5682228587013286e-08,1.1976313283933469,0.00010253913265453809,0.002261602046765399,2.1962505497185763e-06,1.8942567227671856e-07,4.4388351141124096e-07,4.221146731908387e-10,1.1999937004029027,1.7004410091671643e-06,3.327796751792668e-06,4.375807223488955e-12,7.51064091471377e-12,1.2713446615979325e-06,2.7883137500758567e-12
0.4,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.0028265957185500505,2.801555396050008e-06,3.433845125645793e-05,3.405783032665704e-08,1.1958547598073825,0.00013578359219543754,0.003998349874703424,3.883017274944125e-06,4.465547355399538e-07,1.3906100706969497e-06,1.3290286951641252e-09,1.1999791225301384,5.385163368057104e-06,1.117266476660898e-05,5.124061070955598e-11,9.489422600540856e-11,4.3194597509751964e-06,3.584117129132597e-11
0.5,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.002785489202945693,2.761184200974837e-06,4.256436401730024e-05,4.2286494530899516e-08,1.1936143652666875,0.00016828096072336938,0.006194090564333742,5.993251334868578e-06,8.619313287898268e-07,3.3494365520092933e-06,3.1993148577436758e-09,1.1999479298871243,1.3055086436381855e-05,2.8081230256298783e-05,3.032882757975154e-10,5.888392963174876e-10,1.09326794294516e-05,2.246259218748307e-10
0.6000000000000001,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.002745104637166128,2.721512538100098e-06,5.0646544383727213e-05,5.037093300507104e-08,1.1909276148849655,0.00020000998124907395,0.008828827025062817,8.489524663837754e-06,1.4668832637871692e-06,6.833694878591989e-06,6.502429016979642e-09,1.1998912161910722,2.6750229950623514e-05,5.8966959023197286e-05,1.2735366311210926e-09,2.545764670694193e-09,2.306182372627038e-05,9.769264060088827e-10
0.7000000000000001,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.0027054294987167615,2.6825265340431915e-06,5.858775544542668e-05,5.8313926679094926e-08,1.1878116987759215,0.00023095261609005642,0.011882380094863393,1.1332968771938847e-05,2.2892182696928604e-06,1.244933597250313e-05,1.1764611191790578e-08,1.1997983652154116,4.888083123405277e-05,0.00010969901269322265,4.3942652752396004e-09,8.970638852703616e-09,4.3038119325197825e-05,3.4564318856228333e-09
0.8,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.002666451495009557,2.6442152095478783e-06,6.639072444287746e-05,6.611822996086268e-08,1.1842834532527415,0.0002610936040704468,0.01533450878273344,1.4483542248914797e-05,3.353772263347279e-06,2.088571466310486e-05,1.9566204364915803e-08,1.199657219180816,8.218911018690258e-05,0.00018700908000088626,1.26548876147446e-08,2.645550527892253e-08,7.353328075360116e-05,1.0237850058382383e-08
0.9,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.002628158544813715,2.6065676980150307e-06,7.405824966073999e-05,7.378665351120013e-08,1.1803593170241513,0.0002904206080493728,0.019165030010999746,1.7901620037396955e-05,4.682172248585402e-06,3.290030820189578e-05,3.0508828436250896e-08,1.1994543501034136,0.0001296858640232343,0.00029834276932798716,3.188345976632508e-08,6.794562268307835e-08,0.00011749505292342011,2.63812294601506e-08
1.0,0.003,0.0003,0.0003,1.2,0.0003,1.2,0.12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.002590538774366405,2.569572683375802e-06,8.159316969731186e-05,8.132205666768221e-08,1.1760553001855527,0.0003189239689673136,0.023353907854416746,2.15480597323589e-05,6.293121128778766e-06,4.9307353095195756e-05,4.519856911223068e-08,1.1991752556017272,0.00019460177891673987,0.00045175389020432144,7.24796209557646e-08,1.5690027250133214e-07,0.00017809828227586722,6.106698274401839e-08
