data_set_T,data_set_H1,data_set_H2,data_set_H3,data_set_H4,data_set_S1,data_set_S1_SLOW,data_set_S2,data_set_S3,data_set_S4,data_set_V1,data_set_V2,data_set_V3,data_set_V4
1590.0,0.86982179,0.35743621,0.99516821,0.17751776,0.0012635941,0.28475219,0.92105126,9.7827338e-05,3.1060079e-06,-62.47636,-27.020643,-70.026161,-37.684982
1600.0,0.87452579,0.35183972,0.99503523,0.17744067,0.0013040976,0.27161753,0.92083699,0.00010477989,2.7845213e-06,-62.38615,-27.154009,-69.821442,-37.724335
1610.0,0.87874895,0.34638798,0.99489796,0.17739369,0.001344232,0.25915971,0.92061418,0.00011218146,2.5503848e-06,-62.299461,-27.286644,-69.618149,-37.75325
1620.0,0.88253844,0.34107649,0.99475646,0.1773681,0.001383964,0.24734554,0.92038256,0.00012005001,2.3846901e-06,-62.216122,-27.418671,-69.416466,-37.773392
1630.0,0.88593644,0.33590099,0.99461085,0.17735681,0.001423265,0.23614338,0.92014152,0.00012840293,2.271129e-06,-62.135975,-27.550213,-69.216568,-37.786507
1640.0,0.88898075,0.33085743,0.994461,0.17735431,0.0014621124,0.22552313,0.91989058,0.00013725681,2.196432e-06,-62.058861,-27.681385,-69.018616,-37.79427
1650.0,0.89170539,0.32594198,0.99430716,0.17735656,0.0015004897,0.21545608,0.91962898,0.00014662732,2.150103e-06,-61.984615,-27.812311,-68.822777,-37.798153
1660.0,0.89414072,0.32115096,0.99414921,0.17736074,0.001538386,0.2059149,0.91935611,0.00015652901,2.1239648e-06,-61.913086,-27.943104,-68.629189,-37.799385
1670.0,0.8963142,0.3164809,0.99398732,0.17736505,0.0015757987,0.19687359,0.91906458,0.00016697519,2.1117191e-06,-61.844128,-28.073889,-68.438011,-37.798946
1680.0,0.8982504,0.31192851,0.9938215,0.17736843,0.0016127301,0.18830737,0.918769,0.00017797764,2.1085798e-06,-61.77755,-28.204779,-68.249367,-37.797569
1690.0,0.89997143,0.30749059,0.99365187,0.17737037,0.0016491942,0.18019269,0.91844559,0.00018954651,2.1109829e-06,-61.713234,-28.335901,-68.063377,-37.795788
1700.0,0.9014973,0.30316415,0.99347848,0.17737074,0.0016852077,0.17250712,0.91812879,0.0002016902,2.1163501e-06,-61.650951,-28.467375,-67.880173,-37.793945
1710.0,0.90284598,0.29894632,0.99330139,0.17736964,0.001720806,0.16522935,0.9177627,0.00021441505,2.1228914e-06,-61.590633,-28.599329,-67.699852,-37.792263
1720.0,0.90403366,0.29483441,0.99312067,0.17736731,0.0017560204,0.15833911,0.91743064,0.00022772525,2.1294363e-06,-61.53194,-28.73189,-67.522514,-37.790848
1730.0,0.90507483,0.29082581,0.99293655,0.17736404,0.0017909162,0.15181719,0.91699928,0.00024162269,2.1352864e-06,-61.474949,-28.865191,-67.348274,-37.789753
1740.0,0.90598261,0.28691804,0.99274898,0.17736009,0.0018255357,0.14564529,0.91666394,0.00025610664,2.140089e-06,-61.419071,-28.999367,-67.177193,-37.788963
1750.0,0.90676874,0.28310877,0.99255812,0.17735575,0.0018599891,0.13980614,0.91613764,0.00027117383,2.1437327e-06,-61.364674,-29.134562,-67.009377,-37.788452
1760.0,0.90744382,0.27939579,0.99236405,0.17735125,0.0018943243,0.13428327,0.91581208,0.00028681796,2.1462622e-06,-61.310741,-29.27092,-66.844887,-37.78817
1770.0,0.9080171,0.27577698,0.992167,0.17734674,0.001928715,0.12906124,0.91516787,0.00030302987,2.1478156e-06,-61.258091,-29.408598,-66.683807,-37.788067
1780.0,0.90849715,0.27225035,0.99196696,0.17734236,0.0019632145,0.12412529,0.91484565,0.00031979679,2.1485753e-06,-61.205143,-29.54775,-66.526192,-37.78809
1790.0,0.90889114,0.26881403,0.99176419,0.17733817,0.0019980695,0.11946169,0.91413283,0.00033710306,2.1487383e-06,-61.153084,-29.688553,-66.372124,-37.7882
1800.0,0.90920573,0.26546621,0.99155873,0.17733423,0.0020333747,0.11505734,0.91371852,0.0003549286,2.1484959e-06,-61.100155,-29.831173,-66.221657,-37.788345
1810.0,0.90944648,0.26220524,0.99135077,0.17733055,0.002069419,0.11090013,0.91308421,0.00037325008,2.1480228e-06,-61.047077,-29.9758,-66.07486,-37.788502
1820.0,0.90961814,0.25902954,0.99114043,0.17732713,0.0021064226,0.1069786,0.91252667,0.00039203934,2.1474737e-06,-60.992825,-30.122627,-65.931801,-37.788631
1830.0,0.90972471,0.2559377,0.99092793,0.17732389,0.0021447451,0.10328223,0.91172796,0.00041126399,2.1469843e-06,-60.937595,-30.271862,-65.792557,-37.788708
1840.0,0.90976918,0.25292829,0.99071342,0.17732081,0.0021848062,0.099801295,0.91044384,0.00043088646,2.1466749e-06,-60.881386,-30.423719,-65.657219,-37.788712
1850.0,0.9097544,0.25000009,0.99049705,0.17731778,0.0022267739,0.096526653,0.91053367,0.0004508619,2.1466547e-06,-60.819511,-30.578426,-65.525787,-37.788616
1860.0,0.90968114,0.24715197,0.99027908,0.17731473,0.002271621,0.093450658,0.90945435,0.0004711423,2.1470319e-06,-60.756718,-30.736227,-65.398491,-37.788399
1870.0,0.90955019,0.24438286,0.99005961,0.17731155,0.0023198335,0.090566114,0.90863764,0.00049166917,2.1479173e-06,-60.688923,-30.897375,-65.27536,-37.788025
1880.0,0.90936083,0.24169184,0.9898389,0.1773081,0.0023724281,0.08786723,0.9075225,0.00051237695,2.149437e-06,-60.616184,-31.062138,-65.156586,-37.787468
1890.0,0.90911126,0.2390781,0.98961723,0.17730421,0.0024304609,0.085349314,0.90683883,0.00053318817,2.1517417e-06,-60.535332,-31.230803,-65.042297,-37.786678
1900.0,0.90879768,0.23654094,0.98939484,0.17729969,0.0024957508,0.083009593,0.90543145,0.00055401458,2.1550227e-06,-60.446983,-31.403664,-64.932785,-37.785603
1910.0,0.90841466,0.23407978,0.98917192,0.17729431,0.0025704224,0.080847099,0.90376747,0.00057474984,2.1595322e-06,-60.347385,-31.581036,-64.828316,-37.784164
1920.0,0.90795422,0.23169415,0.98894888,0.17728774,0.0026572931,0.078863472,0.90328807,0.00059526466,2.1656153e-06,-60.229298,-31.76326,-64.729187,-37.782246
1930.0,0.90740335,0.22938372,0.98872608,0.17727958,0.0027615568,0.0770652,0.90174747,0.00061540504,2.1737683e-06,-60.092373,-31.950695,-64.63607,-37.77969
1940.0,0.90674382,0.22714835,0.98850387,0.17726927,0.0028904581,0.075464688,0.89994806,0.00063497154,2.1847259e-06,-59.925903,-32.143742,-64.549652,-37.776257
1950.0,0.90594721,0.224988,0.98828274,0.177256,0.0030566161,0.074085698,0.89789128,0.00065370253,2.1996441e-06,-59.715084,-32.34288,-64.471046,-37.771538
1960.0,0.90496755,0.22290286,0.98806334,0.17723858,0.0032832876,0.072973236,0.89675128,0.0006712309,2.2204715e-06,-59.429359,-32.548744,-64.401962,-37.764835
1970.0,0.90372151,0.2208934,0.98784655,0.17721504,0.003622445,0.072221883,0.89463782,0.00068700721,2.250838e-06,-59.0144,-32.762367,-64.345619,-37.754757
1980.0,0.90203798,0.21896045,0.98763359,0.17718171,0.0042154044,0.072066583,0.89232403,0.00070008048,2.298586e-06,-58.309765,-32.985989,-64.308441,-37.738037
1990.0,0.89944553,0.21710594,0.9874267,0.17713016,0.0056960513,0.073407523,0.88964552,0.00070838217,2.3859893e-06,-56.657253,-33.22739,-64.30896,-37.703857
2000.0,0.89295453,0.21534167,0.98723513,0.17701489,0.28956848,0.34632894,0.88504291,0.00069992995,2.7205865e-06,-29.928741,-33.919807,-64.910118,-37.312309
2010.0,0.83205456,0.22003512,0.98778903,0.17510109,0.92589217,0.99498117,0.5071184,0.00035847453,0.0014741143,-7.0275702,-51.965412,-74.780426,-33.698273
2020.0,0.76113027,0.24168037,0.98860437,0.17245288,0.9258796,0.99499732,0.23368189,0.00017229303,0.0075113671,-6.6233544,-56.309223,-75.024376,-33.409283
2030.0,0.69833499,0.26737767,0.9893533,0.16985187,0.92579997,0.99498844,0.10927013,8.8456189e-05,0.011156579,-7.669703,-56.737175,-75.030548,-33.337463
2040.0,0.64655781,0.29218081,0.99003565,0.16724139,0.92585182,0.99501699,0.053711791,5.0771127e-05,0.016962191,-9.2344275,-56.63406,-75.03643,-33.028751
2050.0,0.60434926,0.31547785,0.99065799,0.16453913,0.92581618,0.9950192,0.029178232,3.3789234e-05,0.032820258,-10.855047,-56.461113,-75.057541,-32.629562
2060.0,0.56947428,0.33728033,0.99122769,0.16174792,0.92580372,0.99502069,0.018553516,2.6027794e-05,0.066331312,-12.350462,-56.278496,-75.106537,-32.28146
2070.0,0.54005557,0.35767388,0.99175173,0.1589112,0.92576951,0.99502015,0.014162092,2.2302751e-05,0.11748489,-13.669865,-56.094631,-75.185371,-32.024776
2080.0,0.5147205,0.37674758,0.99223572,0.15607296,0.92573994,0.99501878,0.012573477,2.0319974e-05,0.1763217,-14.81572,-55.910599,-75.278572,-31.848042
2090.0,0.49250188,0.39458495,0.99268287,0.15326589,0.92569971,0.99501669,0.012257544,1.9120716e-05,0.23081402,-15.808941,-55.72646,-75.365654,-31.730495
2100.0,0.47271812,0.41126308,0.9930951,0.15051211,0.92565793,0.99501407,0.012533428,1.832771e-05,0.27387366,-16.674086,-55.542027,-75.434456,-31.655279
2110.0,0.45488194,0.42685297,0.99347353,0.14782606,0.92560947,0.99501097,0.01309962,1.7788079e-05,0.30394709,-17.433722,-55.35709,-75.482552,-31.610388
2120.0,0.43863767,0.44141996,0.99381965,0.14521703,0.92555761,0.99500746,0.013824116,1.7426606e-05,0.32254177,-18.106844,-55.171383,-75.51265,-31.58745
2130.0,0.42371988,0.45502412,0.99413514,0.14269067,0.92550057,0.99500358,0.014650831,1.7195696e-05,0.33206636,-18.708839,-54.984638,-75.528755,-31.58054
2140.0,0.40992627,0.46772081,0.99442202,0.14025018,0.92543954,0.99499929,0.015557904,1.7060825e-05,0.33479321,-19.25201,-54.796532,-75.534508,-31.585396
2150.0,0.39709923,0.47956088,0.99468225,0.13789693,0.92537397,0.9949947,0.01653921,1.6996202e-05,0.33255947,-19.746151,-54.606724,-75.532738,-31.598886
2160.0,0.38511398,0.49059105,0.99491793,0.13563111,0.92530423,0.99498969,0.017596219,1.6982685e-05,0.32677424,-20.19911,-54.414814,-75.525551,-31.618677
2170.0,0.37386981,0.50085413,0.99513113,0.13345197,0.92523015,0.99498445,0.018734522,1.7006187e-05,0.3185055,-20.617203,-54.220356,-75.514511,-31.642992
2180.0,0.36328438,0.51038945,0.99532372,0.13135812,0.92515177,0.99497879,0.019962465,1.7056314e-05,0.30856577,-21.005569,-54.02282,-75.500801,-31.67046
2190.0,0.35328934,0.51923269,0.99549758,0.12934767,0.92506891,0.99497283,0.021290805,1.7125321e-05,0.29757765,-21.368433,-53.821587,-75.485329,-31.70001
2200.0,0.3438274,0.52741623,0.9956544,0.12741843,0.92498165,0.99496651,0.022732889,1.7207349e-05,0.28602067,-21.709295,-53.615917,-75.468781,-31.730795
2210.0,0.33484992,0.53496939,0.99579579,0.12556791,0.9248898,0.99495989,0.024305226,1.7297882e-05,0.27426428,-22.031109,-53.404922,-75.451714,-31.762135
2220.0,0.32631528,0.54191804,0.9959231,0.12379353,0.92479312,0.99495292,0.026028432,1.7393397e-05,0.26259172,-22.336382,-53.187492,-75.434555,-31.793478
2230.0,0.31818759,0.54828495,0.99603778,0.12209253,0.92469156,0.99494553,0.027928658,1.7491104e-05,0.25121808,-22.627291,-52.962231,-75.417656,-31.824373
2240.0,0.31043559,0.55408937,0.99614102,0.1204621,0.92458469,0.99493778,0.030039772,1.7588787e-05,0.24030462,-22.905756,-52.727333,-75.401268,-31.854441
2250.0,0.30303198,0.55934685,0.99623388,0.11889937,0.92447221,0.99492967,0.03240674,1.7684682e-05,0.22997043,-23.173517,-52.480412,-75.385605,-31.883356
2260.0,0.2959528,0.56406844,0.99631745,0.11740147,0.92435366,0.99492103,0.03509108,1.777738e-05,0.22030279,-23.432211,-52.218197,-75.370819,-31.91083
2270.0,0.28917685,0.56826019,0.99639255,0.11596549,0.92422843,0.99491197,0.038180113,1.7865746e-05,0.21136667,-23.683458,-51.936054,-75.35704,-31.936579
2280.0,0.28268558,0.57192117,0.99646014,0.11458851,0.92409551,0.99490231,0.041803535,1.7948858e-05,0.20321435,-23.928991,-51.62709,-75.344376,-31.960308
2290.0,0.27646261,0.57504094,0.99652094,0.11326761,0.92395371,0.994892,0.046165325,1.8025909e-05,0.19589691,-24.170847,-51.280502,-75.332932,-31.981665
2300.0,0.27049387,0.5775947,0.99657565,0.11199974,0.92380077,0.99488091,0.051611118,1.8096127e-05,0.18948065,-24.411781,-50.878098,-75.322823,-32.000149
2310.0,0.26476759,0.5795337,0.99662489,0.11078175,0.92363292,0.99486876,0.058788635,1.8158602e-05,0.1840768,-24.656178,-50.386242,-75.31424,-32.014931
2320.0,0.25927523,0.58076459,0.99666923,0.10961007,0.9234423,0.99485493,0.069099806,1.8211991e-05,0.17990929,-24.912556,-49.734161,-75.307526,-32.024399
2330.0,0.25401378,0.5810985,0.99670929,0.1084802,0.92320865,0.994838,0.086348496,1.8253762e-05,0.17751263,-25.202457,-48.740948,-75.303482,-32.024609
2340.0,0.24899593,0.58009839,0.99674559,0.10738467,0.92285252,0.99481225,0.12624492,1.8277704e-05,0.1785605,-25.609295,-46.763161,-75.304474,-32.001926
2350.0,0.24433631,0.57659245,0.99677896,0.10629919,0.92141438,0.99470901,0.38359269,1.8258759e-05,0.19357568,-27.05677,-39.488468,-75.324471,-31.846857
2360.0,0.24121644,0.56885058,0.99681413,0.10499353,0.87366825,0.99118274,0.91966546,1.7853934e-05,0.50761914,-35.541691,-27.432076,-75.626198,-30.638742
2370.0,0.24334399,0.55946338,0.99686921,0.10338765,0.56031543,0.96291924,0.92220122,1.617019e-05,0.78066653,-50.622509,-26.037403,-76.046852,-30.593807
2380.0,0.28338355,0.54925084,0.99691778,0.10232542,0.25404134,0.91632199,0.92357022,1.5619529e-05,0.46101648,-63.739758,-24.58444,-75.649734,-33.13839
2390.0,0.34871247,0.53860986,0.99693733,0.10306294,0.11439718,0.87167853,0.92403871,1.7046266e-05,0.2078453,-65.659378,-24.042578,-75.090294,-37.357159
2400.0,0.41134536,0.52796465,0.99693316,0.10723935,0.051628619,0.82921833,0.92409366,1.9401317e-05,0.093391076,-65.709145,-23.902504,-74.678902,-41.199886
2410.0,0.46698892,0.51751184,0.99691325,0.11579535,0.023444887,0.7888459,0.92410427,2.1897707e-05,0.041963305,-65.52066,-23.942558,-74.372025,-43.647366
2420.0,0.51601863,0.50733215,0.99688256,0.12753318,0.010803788,0.75046253,0.92401677,2.4265397e-05,0.018855324,-65.307869,-24.060965,-74.122406,-44.739464
2430.0,0.55925721,0.49745199,0.9968437,0.14014848,0.0051457952,0.7139731,0.92393929,2.6486954e-05,0.0084722415,-65.099632,-24.212091,-73.901337,-44.894306
2440.0,0.59746498,0.4878743,0.9967981,0.15182549,0.0026250859,0.6792869,0.92382383,2.863014e-05,0.0038068222,-64.899956,-24.375475,-73.693367,-44.476181
2450.0,0.63129592,0.47859213,0.9967466,0.16161197,0.0015139842,0.64631742,0.92371827,3.0773244e-05,0.0017105151,-64.708961,-24.54211,-73.4907,-43.709053
2460.0,0.66130829,0.46959496,0.99668968,0.16918902,0.0010363985,0.61498225,0.92359364,3.2980988e-05,0.00076858379,-64.526367,-24.708122,-73.289543,-42.724358
2470.0,0.68797976,0.46087119,0.99662769,0.17461631,0.00084369094,0.58520305,0.92347401,3.5301608e-05,0.00034534713,-64.351692,-24.871918,-73.088142,-41.616936
2480.0,0.71172011,0.45240927,0.99656069,0.17816684,0.00077922945,0.55690515,0.92334259,3.7770453e-05,0.00015517688,-64.184563,-25.032932,-72.885735,-40.482063
2490.0,0.73288232,0.44419804,0.99648887,0.18021891,0.00077262241,0.53001744,0.92321223,4.0414376e-05,6.9746959e-05,-64.024559,-25.19104,-72.682076,-39.426445
2500.0,0.75177133,0.43622705,0.99641234,0.18117353,0.00079221459,0.50447214,0.92307335,4.3255182e-05,3.1479449e-05,-63.871338,-25.346313,-72.477135,-38.548656
2510.0,0.76865131,0.42848638,0.99633116,0.18139294,0.00082374812,0.48020467,0.92293298,4.6311921e-05,1.4737646e-05,-63.724552,-25.498899,-72.271027,-37.905396
2520.0,0.78375202,0.42096674,0.99624538,0.18116696,0.00086078054,0.45715368,0.92278546,4.9602346e-05,8.2028782e-06,-63.583889,-25.648973,-72.063911,-37.496403
2530.0,0.79727376,0.41365942,0.99615514,0.18070625,0.00090037932,0.4352605,0.92263484,5.3143718e-05,6.4892492e-06,-63.449051,-25.796719,-71.855988,-37.280106
2540.0,0.8093915,0.40655622,0.99606031,0.18015209,0.00094119017,0.41446939,0.92247766,5.6953322e-05,6.5592635e-06,-63.319767,-25.942314,-71.647446,-37.200989
2550.0,0.82025874,0.39964944,0.99596107,0.17959252,0.00098256813,0.39472711,0.92231613,6.1048697e-05,6.7837632e-06,-63.19577,-26.085934,-71.438515,-37.208786
2560.0,0.83001024,0.39293182,0.99585742,0.17907797,0.0010241888,0.375983,0.92214805,6.5447719e-05,6.6053612e-06,-63.076824,-26.227739,-71.229401,-37.26545
2570.0,0.83876473,0.3863965,0.99574929,0.17863362,0.0010658728,0.35818878,0.92197478,7.0168608e-05,6.0540174e-06,-62.962696,-26.367889,-71.020317,-37.344944
2580.0,0.84662688,0.38003704,0.99563682,0.17826828,0.0011075079,0.3412984,0.92179471,7.5229873e-05,5.3292447e-06,-62.853165,-26.506536,-70.811493,-37.430603
2590.0,0.85368943,0.37384731,0.99552,0.17798065,0.0011490134,0.32526803,0.92160851,8.065025e-05,4.5994884e-06,-62.748028,-26.643826,-70.603127,-37.512413
2600.0,0.86003441,0.36782157,0.99539876,0.17776346,0.0011903255,0.31005582,0.92141515,8.6448621e-05,3.9570182e-06,-62.647087,-26.779894,-70.395447,-37.584919
2610.0,0.86573476,0.36195436,0.99527329,0.17760651,0.0012313895,0.29562196,0.92121476,9.2643917e-05,3.4342866e-06,-62.550156,-26.914877,-70.188652,-37.645676
2620.0,0.87085527,0.35624045,0.99514347,0.17749853,0.0012721573,0.28192848,0.92100662,9.9255027e-05,3.0300689e-06,-62.45705,-27.048906,-69.982941,-37.69421
2630.0,0.87545377,0.35067499,0.99500936,0.17742859,0.0013125861,0.2689392,0.92079061,0.00010630062,2.7286237e-06,-62.367596,-27.182106,-69.778503,-37.731239
2640.0,0.87958181,0.34525326,0.99487108,0.17738679,0.0013526386,0.2566196,0.92056596,0.00011379905,2.5104002e-06,-62.281628,-27.314604,-69.575539,-37.758163
2650.0,0.88328546,0.33997086,0.99472857,0.17736475,0.001392282,0.24493688,0.92033243,0.00012176817,2.3569362e-06,-62.198975,-27.446518,-69.374214,-37.77668
2660.0,0.88660598,0.33482358,0.99458188,0.17735571,0.0014314894,0.23385972,0.9200893,0.00013022523,2.2525621e-06,-62.11948,-27.577972,-69.174713,-37.788536
2670.0,0.88958025,0.32980743,0.99443108,0.1773545,0.0014702391,0.22335829,0.91983616,0.00013918664,2.1846258e-06,-62.04298,-27.709084,-68.977196,-37.795364
2680.0,0.89224154,0.3249186,0.99427623,0.17735736,0.0015085158,0.21340419,0.91957229,0.00014866784,2.1431588e-06,-61.969318,-27.83997,-68.781815,-37.798595
2690.0,0.89461952,0.32015345,0.99411738,0.17736168,0.0015463106,0.2039704,0.91929549,0.00015868313,2.1204137e-06,-61.898346,-27.970753,-68.58873,-37.799404
2700.0,0.89674103,0.31550854,0.99395454,0.17736587,0.0015836217,0.19503115,0.91900319,0.00016924551,2.1104381e-06,-61.829899,-28.101549,-68.398071,-37.798714
2710.0,0.89863008,0.31098059,0.99378783,0.17736897,0.0016204537,0.18656194,0.91870189,0.00018036645,2.1087258e-06,-61.763813,-28.232479,-68.209976,-37.797215
2720.0,0.90030843,0.30656651,0.9936173,0.17737058,0.0016568211,0.17853944,0.91837996,0.00019205574,2.1119381e-06,-61.69994,-28.363665,-68.024559,-37.795395
2730.0,0.90179557,0.30226326,0.99344301,0.17737062,0.0016927447,0.17094149,0.91805309,0.00020432135,2.1176779e-06,-61.638084,-28.49523,-67.841957,-37.793571
2740.0,0.90310901,0.29806805,0.99326509,0.17736924,0.0017282588,0.16374697,0.91769451,0.00021716919,2.1242995e-06,-61.578121,-28.6273,-67.662254,-37.791939
2750.0,0.90426469,0.29397818,0.9930836,0.17736669,0.0017634017,0.15693586,0.91734266,0.00023060296,2.1307428e-06,-61.519798,-28.760008,-67.485565,-37.790592
2760.0,0.90527672,0.28999111,0.99289864,0.17736325,0.0017982338,0.15048912,0.91693455,0.00024462404,2.1363924e-06,-61.463051,-28.893482,-67.311981,-37.789558
2770.0,0.90615791,0.28610435,0.99271029,0.17735921,0.0018328113,0.14438871,0.91656393,0.00025923119,2.1409537e-06,-61.407494,-29.027861,-67.141579,-37.788834
2780.0,0.90691984,0.28231564,0.99251872,0.17735481,0.0018672321,0.13861749,0.91608036,0.00027442048,2.1443552e-06,-61.35321,-29.16329,-66.974457,-37.788372
2790.0,0.90757269,0.27862275,0.99232399,0.1773503,0.0019015672,0.13315924,0.91570765,0.00029018501,2.1466658e-06,-61.29953,-29.299915,-66.810677,-37.788136
2800.0,0.90812564,0.27502358,0.99212623,0.1773458,0.0019359739,0.12799864,0.91509902,0.00030651496,2.1480359e-06,-61.246902,-29.437891,-66.650322,-37.788063
2810.0,0.90858698,0.2715162,0.99192554,0.17734145,0.0019705279,0.12312116,0.91474855,0.00032339685,2.1486537e-06,-61.194054,-29.577379,-66.493446,-37.788109
2820.0,0.90896368,0.26809874,0.99172211,0.17733732,0.0020054779,0.11851322,0.91398323,0.00034081429,2.1487162e-06,-61.142078,-29.71855,-66.340141,-37.788227
2830.0,0.90926224,0.26476941,0.99151611,0.17733343,0.0020409378,0.11416192,0.91339695,0.00035874642,2.1484113e-06,-61.089409,-29.86158,-66.190445,-37.78838
2840.0,0.90948808,0.26152661,0.99130756,0.17732981,0.0020771343,0.11005524,0.91298306,0.00037716873,2.1479102e-06,-61.03569,-30.006655,-66.044426,-37.788528
2850.0,0.90964574,0.25836876,0.99109674,0.17732643,0.0021143975,0.10618199,0.91232085,0.00039605252,2.1473631e-06,-60.981384,-30.153975,-65.902161,-37.788651
2860.0,0.90973902,0.25529444,0.99088377,0.17732322,0.0021530117,0.10253174,0.91169465,0.00041536402,2.1469023e-06,-60.925404,-30.303745,-65.763725,-37.788715
2870.0,0.90977091,0.25230232,0.99066883,0.17732015,0.0021934079,0.099094942,0.91087151,0.00043506446,2.1466451e-06,-60.867683,-30.456184,-65.629196,-37.7887
2880.0,0.90974337,0.24939115,0.99045205,0.17731714,0.0022361411,0.095862947,0.90942353,0.00045510943,2.1467006e-06,-60.808498,-30.611526,-65.498688,-37.788582
2890.0,0.90965819,0.24655981,0.99023372,0.17731407,0.0022814458,0.09282767,0.90954977,0.00047544573,2.1471751e-06,-60.742207,-30.770012,-65.3722,-37.78833
2900.0,0.90951502,0.2438073,0.99001396,0.17731084,0.0023305246,0.089982703,0.90852702,0.00049601652,2.1481837e-06,-60.673794,-30.931904,-65.249985,-37.787926
2910.0,0.90931284,0.24113269,0.989793,0.17730731,0.0023843485,0.087322436,0.90647531,0.0005167537,2.1498563e-06,-60.601807,-31.097466,-65.132187,-37.787323
2920.0,0.90905041,0.23853521,0.98957109,0.17730331,0.0024435807,0.084842101,0.90661472,0.00053757493,2.1523488e-06,-60.51733,-31.266993,-65.018837,-37.786476
2930.0,0.9087227,0.23601416,0.98934853,0.17729864,0.0025106573,0.082539737,0.90510184,0.00055839139,2.1558658e-06,-60.426983,-31.440781,-64.910362,-37.785332
2940.0,0.90832424,0.233569,0.98912555,0.17729303,0.0025875203,0.080414593,0.90408021,0.00057909091,2.160675e-06,-60.322918,-31.619152,-64.806961,-37.783802
2950.0,0.90784544,0.23119928,0.98890251,0.17728616,0.0026779526,0.078469656,0.90191072,0.00059954257,2.1671494e-06,-60.204884,-31.802444,-64.709137,-37.781765
2960.0,0.90727377,0.22890474,0.98867977,0.17727759,0.0027863958,0.076711521,0.90151495,0.00061957835,2.1758224e-06,-60.059708,-31.991032,-64.617287,-37.779049
2970.0,0.90658814,0.22668523,0.98845774,0.17726673,0.0029218306,0.075155221,0.89982539,0.00063899247,2.1875019e-06,-59.884979,-32.185326,-64.532402,-37.775383
2980.0,0.90575749,0.22454077,0.9882369,0.17725271,0.0030982906,0.073827706,0.89782965,0.00065750448,2.2034699e-06,-59.661594,-32.385822,-64.455635,-37.770317
2990.0,0.9047299,0.22247158,0.98801798,0.17723419,0.0033432201,0.072781332,0.89565563,0.00067471876,2.2259285e-06,-59.357273,-32.59322,-64.388969,-37.763054
3000.0,0.90341067,0.22047819,0.98780179,0.17720897,0.0037184688,0.072127804,0.89405572,0.0006900226,2.2590825e-06,-58.898941,-32.808697,-64.335915,-37.751953
3010.0,0.90159351,0.21856162,0.98758984,0.17717278,0.0044083497,0.072164677,0.89173418,0.00070232648,2.3124305e-06,-58.085884,-33.035038,-64.304352,-37.732964
3020.0,0.89865488,0.21672422,0.9873848,0.17711504,0.0064067803,0.07424099,0.88917661,0.00070905249,2.4155763e-06,-55.921825,-33.283459,-64.319405,-37.690903
3030.0,0.88547301,0.21510215,0.98724866,0.17681912,0.8582567,0.91459757,0.8516838,0.00064031914,8.1774469e-06,-11.514584,-38.190025,-69.289886,-35.832146
3040.0,0.81685865,0.22358778,0.98796505,0.17454995,0.92591041,0.99501187,0.43108377,0.00030612489,0.00267687,-6.763772,-53.6898,-74.922684,-33.535587
3050.0,0.74700826,0.247062,0.98876846,0.17189912,0.92556328,0.99484187,0.19862595,0.00014866664,0.0084428694,-6.7607932,-56.51659,-75.027542,-33.410221
3060.0,0.68651962,0.27272043,0.98950285,0.16930631,0.92577547,0.99500221,0.093558773,7.783714e-05,0.011960826,-7.9780726,-56.730736,-75.031166,-33.28957
3070.0,0.63693947,0.2972177,0.99017191,0.16668026,0.92583627,0.99501967,0.046744578,4.5993856e-05,0.019175986,-9.5804644,-56.599697,-75.039154,-32.945774
3080.0,0.59645778,0.32019395,0.99078256,0.16395678,0.92580259,0.99502087,0.026134202,3.1623356e-05,0.038248423,-11.183702,-56.422939,-75.065224,-32.549252
3090.0,0.56287169,0.34169197,0.99134201,0.16115198,0.92578846,0.99502116,0.017267,2.5013191e-05,0.07586465,-12.64366,-56.239803,-75.120964,-32.219746
3100.0,0.5344125,0.36180013,0.99185723,0.15831161,0.92575538,0.99502021,0.013664428,2.1785387e-05,0.12968726,-13.925302,-56.055874,-75.204552,-31.981575
3110.0,0.50980365,0.38060659,0.99233317,0.15547763,0.92572546,0.99501854,0.012432329,2.0020103e-05,0.18850279,-15.036977,-55.871822,-75.298012,-31.818981
3120.0,0.48814735,0.39819348,0.99277288,0.15268026,0.9256857,0.99501622,0.012280346,1.892683e-05,0.24096194,-16.001173,-55.687637,-75.381874,-31.711584
3130.0,0.46880952,0.41463658,0.99317777,0.14993976,0.92564374,0.99501348,0.012634714,1.8196062e-05,0.28126892,-16.842308,-55.503117,-75.446266,-31.643618
3140.0,0.45133498,0.43000564,0.99354929,0.14726934,0.92559534,0.99501026,0.013241769,1.7698931e-05,0.30874231,-17.582253,-55.318035,-75.490257,-31.603954
3150.0,0.43539,0.44436491,0.9938888,0.14467736,0.92554319,0.99500668,0.013990908,1.7368395e-05,0.3252202,-18.239214,-55.132133,-75.517075,-31.584824
3160.0,0.42072433,0.45777339,0.99419808,0.14216891,0.92548591,0.99500269,0.014835664,1.716027e-05,0.33313605,-18.827879,-54.945126,-75.530724,-31.580704
3170.0,0.4071463,0.47028548,0.99447912,0.13974674,0.9254244,0.99499834,0.015758555,1.7042104e-05,0.33467993,-19.35997,-54.756691,-75.534683,-31.58761
