Time,EpoR,Epo,Epo_EpoR,Epo_EpoRi,dEpoi,dEpoe,kt,Bmax,kon,koff,ke,kex,kdi,kde,Epo_medium,Epo_cells,medium,cellsurface,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8
0.0,516.0,2030.19,0.0,0.0,0.0,0.0,0.0329366,516.0,0.00010496,0.0172135,0.0748267,0.00993805,0.00317871,0.0164042,2030.19,0.0,1.0,1.0,1.0,16.995285600000003,16.995285600000003,109.9537910784,0.0,0.0,0.0,0.0,0.0
0.01,514.9022048126643,2029.0920239288548,1.0975652029886391,0.000410841329621268,4.354561494969717e-09,2.2472354406593313e-08,0.0329366,516.0,0.00010496,0.0172135,0.0748267,0.00993805,0.00317871,0.0164042,2029.092023951327,0.000410845684182763,1.0,1.0,1.0,16.995285600000003,16.959127959032802,109.66052411504411,0.01889293862164494,0.08212718217447,4.0829616758426425e-06,1.3059454428804208e-06,6.739523339373205e-06
0.02,513.8078861604378,2027.997163389302,2.1911951574013253,0.0016412388896688715,3.480267653528149e-08,1.7960432578626697e-07,0.0329366,516.0,0.00010496,0.0172135,0.0748267,0.00993805,0.00317871,0.0164042,2027.9971635689062,0.0016412736923454069,1.0,1.0,1.0,16.995285600000003,16.923084823311875,109.3684182069178,0.037718137841927714,0.16395990268432173,1.631071414747373e-05,5.217022470979338e-06,2.6923210993906103e-05
0.03,512.7170307239523,2026.9054062048301,3.2809050599650162,0.003688012282882422,1.1734507722078522e-07,6.055765124044709e-07,0.0329366,516.0,0.00010496,0.0172135,0.0748267,0.00993805,0.00317871,0.0164042,2026.9054068104067,0.0036881296279596427,1.0,1.0,1.0,16.995285600000003,16.88715575414253,109.07746759304793,0.056475859249707806,0.24549929865048425,3.6651650467899655e-05,1.1723121523721183e-05,6.049889109085983e-05
0.04,511.62962524793693,2025.8167402586496,4.366710036027236,0.006547993392227754,2.778816053966142e-07,1.4340488535434646e-06,0.0329366,516.0,0.00010496,0.0172135,0.0748267,0.00993805,0.00317871,0.0164042,2025.8167416926985,0.00654827127383315,1.0,1.0,1.0,16.995285600000003,16.8513403149412,108.78766654776507,0.07516636320515482,0.32674650185279913,6.507428573162904e-05,2.0814172075808285e-05,0.00010741459320478252
0.05,510.5456565408549,2024.7311534933485,5.448625139948336,0.01021802632820378,5.422115705816624e-07,2.7981624766448767e-06,0.0329366,516.0,0.00010496,0.0172135,0.0748267,0.00993805,0.00317871,0.0164042,2024.731156291511,0.010218568539774361,1.0,1.0,1.0,16.995285600000003,16.815638071223525,108.49900938045016,0.09378990884650068,0.4077026387593721,0.00010154725655100557,3.248014246972464e-05,0.00016761854749312047
0.06,509.46511147448075,2023.6486339104938,6.526665355564769,0.014694967364215373,9.360341982289574e-07,4.830542010623041e-06,0.0329366,516.0,0.00010496,0.0172135,0.0748267,0.00993805,0.00317871,0.0164042,2023.6486387410357,0.014695903398413602,1.0,1.0,1.0,16.995285600000003,16.780048590590383,108.21149043526658,0.11234675409801415,0.4883688305612383,0.0001460393204139406,4.6711039710305045e-05,0.00024105918363606183
0.07,508.3879769835727,2022.5691695703208,7.600845596542234,0.019975684889906333,1.4849489441080505e-06,7.66329720828176e-06,0.0329366,516.0,0.00010496,0.0172135,0.0748267,0.00993805,0.00317871,0.0164042,2022.5691772336181,0.01997716983885044,1.0,1.0,1.0,16.995285600000003,16.74457144271714,107.92510409091891,0.13083715567607973,0.5687461931987867,0.00019851935522013364,6.349690931639416e-05,0.00032768513007100147
0.08,507.3142400654745,2021.4927485913572,8.671180706809928,0.026057059351031243,2.214455910019663e-06,1.1428025091670696e-05,0.0329366,516.0,0.00010496,0.0172135,0.0748267,0.00993805,0.00317871,0.0164042,2021.4927600193823,0.02605927380694126,1.0,1.0,1.0,16.995285600000003,16.70920619934051,107.63984476039464,0.14926136909667267,0.6488358373942543,0.00025895635868351607,8.282783512971652e-05,0.00042744521300618673
0.09,506.2438877797168,2020.419359150047,9.73768546099521,0.03293598318880709,3.1499562649633993e-06,1.6255812125583067e-05,0.0329366,516.0,0.00010496,0.0172135,0.0748267,0.00993805,0.00317871,0.0164042,2020.4193754058592,0.032939133145072054,1.0,1.0,1.0,16.995285600000003,16.67395243424542,107.35570689070713,0.16761964868284107,0.7286388686842503,0.0003273194477295243,0.00010469393912209298,0.0005402884554258293
