data_set_value_component_environment_variable_time,data_set_value_component_c11_variable_c11,data_set_value_component_c21_variable_c21,data_set_value_component_c31_variable_c31,data_set_value_component_c41_variable_c41,data_set_value_component_c51_variable_c51,data_set_value_component_c12_variable_c12,data_set_value_component_c22_variable_c22,data_set_value_component_c32_variable_c32,data_set_value_component_c42_variable_c42,data_set_value_component_c52_variable_c52,data_set_value_component_model_parameters_variable_p1,data_set_value_component_model_parameters_variable_p2,data_set_value_component_model_parameters_variable_p3,data_set_value_component_model_parameters_variable_p4,data_set_value_component_model_parameters_variable_p5,data_set_value_component_model_parameters_variable_p6,data_set_value_component_model_parameters_variable_p7,data_set_value_component_model_parameters_variable_p8,data_set_value_component_model_parameters_variable_p9,data_set_value_component_model_parameters_variable_p10,data_set_value_component_model_parameters_variable_p11,data_set_value_component_model_parameters_variable_p12,data_set_value_component_model_parameters_variable_p13,data_set_value_component_model_parameters_variable_p14,data_set_value_component_model_parameters_variable_p15
0.0,9000.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
0.1,11244.000833425676,5.642702134765317,12.137397844451662,0.0037686822561920374,4.644031315695545,9735.243143353662,1.7224269404676171,1.2483950037484235,0.0013322886855135262,0.08427931341531707,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
0.2,11669.736351497118,10.01100675492121,23.654462231413643,0.011794634384091113,9.604690293210178,9286.565473784825,5.490462572661163,4.522800794254208,0.007650833283002978,0.34994037463467237,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
0.30000000000000004,11741.917565299129,13.731536319208725,34.11955411145649,0.0222248418926627,14.4747114704106,9191.038166094053,10.045771838235371,9.105671276989542,0.01951390894878971,0.79825899869631,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
0.4,11745.3536387701,17.19476444155752,43.82647907306971,0.034720146928877205,19.18121250760872,9164.198573995654,14.875291600019168,14.480029487555191,0.03650618603783726,1.4231793450017265,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
0.5,11735.435105897855,20.562985603471528,53.05537725075032,0.04925035519390041,23.71606579155853,9150.723531657017,19.792972022736517,20.322507622761727,0.058273290619415816,2.2174822910001875,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
0.6000000000000001,11722.929689359999,23.895527047515117,61.99239612749418,0.06582508372863216,28.083487382959273,9139.858388924718,24.73490400860826,26.438665829463655,0.08460732099142947,3.1739738001734725,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
0.7000000000000001,11709.934496249394,27.21286332808134,70.75147680728132,0.08445050451234223,32.289850865485704,9129.5085611246,29.67974059246407,32.71302106268552,0.11539403346717253,4.285705670909041,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
0.8,11696.85516217579,30.52184544580303,79.40067719467237,0.10512770247483529,36.341719998906235,9119.268876967923,34.62047680765875,39.07726803730414,0.15056937075784993,5.546008369215971,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
0.9,11683.771205285757,33.82473566489355,87.98033875825843,0.1278552255898415,40.24547342463074,9109.059885852152,39.55483324314411,45.49105423454348,0.19009543801751505,6.9484878668711065,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
1.0,11670.698195908504,37.12227619820817,96.51431752489526,0.15263062930565544,44.00724183340696,9098.866007215054,44.482076821849674,51.93055114552238,0.23394825901838703,8.487015804249909,0.007073,0.012852,0.003697,0.009732,7.165083,9.20152,2.277208,2.99077,11.231174,5.360664,6.78546,4.555898,0.004539,0.374317,0.050303
