Time,APC_active,CDK1_active,a1,b1,k1,n1,a2,b2,k2,n2,nuclear,R1_Cdk1_activation_by_cyclin_synthesis,R2_Cdk1_inactivation_by_APC_active,R3_APC_activation_by_Cdk1_active,R4_APC_Inactivation
13.0,0.36825802009103914,0.41854187674148075,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10005826004969273,0.36814121213287676,0.36825802009103914
13.25,0.3682283954406142,0.41853504550913795,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.0999973791860929,0.3681197432974474,0.3682283954406142
13.5,0.3682086182118612,0.41854092217848526,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09995924445697948,0.3681645879960511,0.3682086182118612
13.75,0.3682061314124606,0.41855212793474394,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09995694980198322,0.3682295794803528,0.3682061314124606
14.0,0.3682166030954676,0.4185604967412805,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09997988213566769,0.3682709351800446,0.3682166030954676
14.25,0.36822944856627843,0.41856218198353307,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000596856186651,0.36827300461175866,0.36822944856627843
14.5,0.3682366425201041,0.418558901702223,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10001957089364263,0.3682502087046921,0.3682366425201041
14.75,0.36823657956131856,0.41855406924658095,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.1000182902144383,0.36822284169962366,0.36823657956131856
15.0,0.36823149305802116,0.41855077117523,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000733042846555,0.3682071043446459,0.36823149305802116
15.25,0.36822587925357364,0.4185503754278961,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.0999960106760063,0.36820813207684,0.36822587925357364
15.5,0.3682230363103266,0.41855212853653867,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999074519832567,0.36821973018028614,0.3682230363103266
15.75,0.36822359132146554,0.4185543311418093,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999238109485897,0.36823189702995146,0.36822359132146554
16.0,0.36822623370263763,0.4185556204418362,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999797248958446,0.3682376682438626,0.36822623370263763
16.25,0.3682286141425868,0.4185554962758762,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000270264543816,0.36823557665470635,0.3682286141425868
16.5,0.36822951763673956,0.4185545763083676,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000428947207494,0.3682298331379045,0.36822951763673956
16.75,0.368228968659914,0.4185536303359782,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000296571753804,0.3682247887815399,0.368228968659914
17.0,0.3682277865657703,0.41855319351647174,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000049766609678,0.3682230006966586,0.3682277865657703
17.25,0.3682268970053547,0.418553226616564,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999872686129561,0.3682237068691846,0.3682268970053547
17.5,0.3682265022093728,0.4185535373524695,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999801169713309,0.3682256990592092,0.3682265022093728
17.75,0.36822650831833487,0.41855387812242273,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999810532659502,0.36822762790465685,0.36822650831833487
18.0,0.36822686522766795,0.4185541672298378,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999888804760754,0.36822905932779004,0.36822686522766795
18.25,0.36822724622752756,0.41855427838742465,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999967642842215,0.3682294676061821,0.36822724622752756
18.5,0.36822766090933967,0.41855432087524785,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000051575662292,0.3682294668452325,0.36822766090933967
18.75,0.36822779592392446,0.4185541357303361,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.1000007414915024,0.3682283382465798,0.36822779592392446
19.0,0.3682277186523165,0.4185540375161759,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000056351713296,0.36822782633985934,0.3682277186523165
19.25,0.3682276414233957,0.41855394247891786,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000038638739839,0.3682273324239141,0.3682276414233957
19.5,0.3682275651905626,0.41855392157339655,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000022896108324,0.3682272583069756,0.3682275651905626
19.75,0.3682274936356333,0.4185539028035185,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000008139890774,0.3682271935741328,0.3682274936356333
20.0,0.3682274783313846,0.41855390971424183,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000005244840378,0.36822724168286836,0.3682274783313846
20.25,0.3682274630271359,0.4185539166249652,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.10000002349790607,0.3682272897916088,0.3682274630271359
20.5,0.36822744772288724,0.41855392353568865,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999999454741482,0.3682273379003537,0.36822744772288724
20.75,0.3682274363165045,0.4185539296385916,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.0999999731978965,0.368227379156325,0.3682274363165045
21.0,0.36822743770488175,0.4185539330898213,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999997679858347,0.3682273979180309,0.36822743770488175
21.25,0.3682274390932589,0.418553936541051,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999998039927031,0.36822741667973746,0.3682274390932589
21.5,0.3682274404816361,0.4185539399922807,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999998399995741,0.36822743544144443,0.3682274404816361
21.75,0.3682274415626779,0.4185539421421718,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999998667519974,0.36822744700276894,0.3682274415626779
22.0,0.36822744216349973,0.41855394225868553,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999998790440913,0.36822744731329665,0.36822744216349973
22.25,0.36822744276432157,0.4185539423751992,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999998913361853,0.368227447623824,0.36822744276432157
22.5,0.3682274433651434,0.4185539424917129,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999999036282792,0.3682274479343514,0.3682274433651434
22.75,0.3682274439659653,0.41855394260822665,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999999159203746,0.368227448244879,0.3682274439659653
23.0,0.3682274445667872,0.41855394272474034,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.099999992821247,0.36822744855540634,0.3682274445667872
23.25,0.368227445167609,0.418553942841254,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999999405045641,0.3682274488659337,0.368227445167609
23.5,0.36822744576843086,0.41855394295776777,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999999527966588,0.36822744917646144,0.36822744576843086
23.75,0.3682274463692527,0.41855394307428145,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999999650887534,0.36822744948698877,0.3682274463692527
24.0,0.36822744697007453,0.41855394319079514,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.0999999977380848,0.3682274497975162,0.36822744697007453
24.25,0.36822744757089637,0.4185539433073089,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.0999999989672943,0.3682274501080439,0.36822744757089637
24.5,0.3682274478641422,0.4185539433455686,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999999956279441,0.368227450154086,0.3682274478641422
24.75,0.36822744789433204,0.41855394331690116,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.0999999996163113,0.36822744997392504,0.36822744789433204
25.0,0.3682274479245219,0.4185539432882337,0.1,3.0,0.5,8.0,3.0,1.0,0.5,8.0,1.0,0.1,0.09999999966982821,0.36822744979376415,0.3682274479245219
