Time,x,y,y0,beta_x,psi,alpha_x,alpha_xy,beta_y,alpha_y,alpha_0,fx,flag1,flag2,flag3,M,xmax,xmin,compartment,R1,R2,R3,R4,R5,R6
2.16,0.5041034458794895,0.5392955580573348,0.0076784454933575145,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.2633200356896706,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.2633200356896706,0.0,0.8563613598672449,0.4284879289975661,0.4223145021346633,0.3235773348344008
2.17,0.5081934670348515,0.5402969532318345,0.007740497027849325,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.2759735386390718,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.2759735386390718,0.0,0.8649124529574467,0.4319644469796237,0.4257273365317129,0.32417817193910065
2.18,0.5123244695374678,0.5413265652209559,0.007803184997982565,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.2887538276315411,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.2887538276315411,0.0,0.8736047629261019,0.43547579910684764,0.42917517488904106,0.32479593913257354
2.19,0.5164962777733108,0.5423845683354155,0.00786650723357134,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3016603593611802,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3016603593611802,0.0,0.8824397736008169,0.4390218361073141,0.43265789784642367,0.3254307410012493
2.2,0.5207086620392557,0.5434711264538181,0.007930460756880855,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3146924231839472,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3146924231839472,0.0,0.8914188878051146,0.44260236273336734,0.436175341628447,0.32608267587229084
2.21,0.5249614780380795,0.5445864273055576,0.00799504388520516,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3278495726803083,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3278495726803083,0.0,0.9005437217630784,0.44621725633236753,0.43972741368628376,0.32675185638333454
2.22,0.5292545142796187,0.5457306449919623,0.008060253930675677,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3411311535525703,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3411311535525703,0.0,0.9098157834445807,0.4498663371376759,0.44331396618716223,0.3274383869951774
2.23,0.5335875381953783,0.546903951327456,0.00812608789530392,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3545364462919516,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3545364462919516,0.0,0.919236569007148,0.45354940746607153,0.4469348342417156,0.32814237079647357
2.24,0.5379602953314255,0.5481065156529696,0.008192542458767006,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3680646636815976,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3680646636815976,0.0,0.928807560556313,0.4572662510317117,0.4505898352321853,0.3288639093917818
2.25,0.5423725021644727,0.5493385021657249,0.008259613865444859,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3817149285713373,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3817149285713373,0.0,0.9385302085579598,0.4610166268398018,0.45427876259946726,0.32960310129943493
2.26,0.5468238258185262,0.5506000621470707,0.008327297604497262,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3954862111260653,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3954862111260653,0.0,0.9484058823094152,0.46480025194574726,0.45800136824734944,0.3303600372882424
2.27,0.5513139512104804,0.5518913602419978,0.008395589471245407,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.409377536557424,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.409377536557424,0.0,0.9584360303299188,0.46861685852890833,0.4617574209184974,0.3311348161451987
2.28,0.5558425193202415,0.5532125505444532,0.008464484592428385,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.4233877941469972,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.4233877941469972,0.0,0.9686220321147467,0.4724661414222053,0.4655466525835612,0.3319275303266719
2.29,0.5604091437475953,0.5545637831736442,0.008533977688325011,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.4375157884691228,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.4375157884691228,0.0,0.9789652368775725,0.476347772185456,0.46936877285787565,0.3327382699041865
2.3,0.5650134098047903,0.5559452040483812,0.008604063058954501,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.4517602365835698,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.4517602365835698,0.0,0.9894669605225866,0.4802613983340718,0.47322346824249756,0.3335671224290287
2.31,0.5696548754319213,0.5573569548373729,0.008674734596483576,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.4661197708675062,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.4661197708675062,0.0,1.0001284860388457,0.4842066441171331,0.47711040280659667,0.33441417290242376
2.32,0.5743331379122513,0.5587991792610564,0.00874598674364022,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.4805931454160273,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.4805931454160273,0.0,1.0109511911765483,0.48818316722541355,0.4810292709002121,0.3352795075566338
2.33,0.5790476692859875,0.5602720070663545,0.008817812126701805,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.495178726853524,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.495178726853524,0.0,1.0219362295525578,0.49219051889308935,0.4849796669685993,0.33616320423981266
2.34,0.5837979486144945,0.5617755666558091,0.008890203456306204,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.5098749035260925,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.5098749035260925,0.0,1.0330847836955306,0.4962282563223203,0.4889611900968412,0.3370653399934854
2.35,0.5885834247778263,0.5633099813584361,0.008963152991837989,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.5246799704064,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.5246799704064,0.0,1.0443979918243678,0.5002959110611523,0.4929734145510894,0.33798598881506164
2.36,0.593403515751182,0.5648753692218181,0.009036652530272655,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.5395921268552193,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.5395921268552193,0.0,1.0558769446810428,0.5043929883885047,0.497015889164996,0.33892522153309085
2.37,0.598257607881366,0.5664718428041969,0.009110693395020896,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.554609474382976,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.554609474382976,0.0,1.0675226822657922,0.5085189666991611,0.5010881367261493,0.33988310568251817
2.38,0.6031451298846946,0.5680995165450349,0.009185267522118129,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.569730245580774,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.569730245580774,0.0,1.0793363385860597,0.5126733604019904,0.5051897137164971,0.3408597099270209
2.39,0.6080653951107797,0.5697584906324207,0.009260365143209853,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.5849523161239747,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.5849523161239747,0.0,1.0913188284309918,0.5168555858441628,0.509320082876542,0.3418550943794524
2.4,0.6130177012034532,0.5714488609764499,0.009335976248623479,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.6002735130981833,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.6002735130981833,0.0,1.1034710414000124,0.5210650460229352,0.5134786936742913,0.3428693165858699
2.41,0.6180013230743927,0.573170718362065,0.009412090483650347,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.6156915932614024,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.6156915932614024,0.0,1.1157938262300573,0.5253011246132337,0.517664976600769,0.343902431017239
2.42,0.6230155038259462,0.5749241473938985,0.009488697014710083,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.6312042149615207,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.6312042149615207,0.0,1.1282879706534834,0.5295631782520542,0.5218783358090545,0.3449544884363391
2.43,0.6280594542536251,0.5767092263112904,0.009565784521514346,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.6468089365971526,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.6468089365971526,0.0,1.140954198111313,0.5338505361155813,0.5261181486832891,0.34602553578677425
2.44,0.6331323799767922,0.5785260251977346,0.009643341576330275,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.6625033005532006,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.6625033005532006,0.0,1.1537932115176592,0.5381625229802733,0.5303837866981651,0.3471156151186407
2.45,0.6382334339332576,0.5803746085276894,0.009721355977514818,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.6782846862310155,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.6782846862310155,0.0,1.1668056100101365,0.542498418843269,0.534674578763315,0.34822476511661365
2.46,0.6433617272126526,0.5822550343231181,0.00979981490043588,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.6941503435641438,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.6941503435641438,0.0,1.1799919043652083,0.5468574681307548,0.5389898195239734,0.34935302059387086
2.47,0.6485163469841587,0.5841673528977513,0.009878705147792769,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.7100974484822409,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.7100974484822409,0.0,1.193352544845265,0.5512388949365349,0.5433287831286023,0.3505004117386508
2.48,0.6536963472750201,0.5861116071790855,0.009958013019547926,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.7261230743820932,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.7261230743820932,0.0,1.206887902631648,0.555641895183767,0.5476907160751359,0.3516669643074513
2.49,0.658900748582953,0.5880878325170131,0.010037724306630717,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.7422241909285108,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.7422241909285108,0.0,1.2205982661956567,0.56006563629551,0.5520748368646894,0.35285269951020787
2.5,0.664128546394349,0.5900960520893995,0.010117824382619052,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.7583976904075174,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.7583976904075174,0.0,1.2344838449176074,0.5645092644351967,0.5564803410440479,0.3540576312536397
2.51,0.6693787015116193,0.5921362813012764,0.010198298095292763,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.774640357801572,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.774640357801572,0.0,1.248544757550407,0.5689718962848763,0.560906395241102,0.35528176878076584
2.52,0.6746501296430095,0.5942085325486685,0.010279129650073,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.7909488385830608,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.7909488385830608,0.0,1.262781020084666,0.5734526101965581,0.565352130754015,0.3565251195292011
2.53,0.679941717948822,0.596312806655097,0.010360302790024745,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.807319689904168,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.807319689904168,0.0,1.2771925557046437,0.5779504602564987,0.569816653451361,0.3577876839930582
2.54,0.6852523188601073,0.5984490955446398,0.010441800725820556,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.8237493614734568,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.8237493614734568,0.0,1.2917791858913497,0.5824644710310912,0.5742990399201305,0.35906945732678386
2.55,0.6905807497407398,0.6006173820260035,0.01052360612999075,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.8402341945104137,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.8402341945104137,0.0,1.306540626258539,0.5869936372796288,0.5787983371494912,0.3603704292156021
2.56,0.6959258104199002,0.6028176368960938,0.010605701376684528,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.856770475986566,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.856770475986566,0.0,1.321476510350818,0.5915369388569152,0.583313575717649,0.36169058213765626
2.57,0.7012862829934835,0.6050498187031884,0.010688068537834371,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.8733544380110894,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.8733544380110894,0.0,1.3365863859103562,0.596093340544461,0.5878437695808904,0.36302989122191304
2.58,0.7066608610578209,0.6073138840950381,0.01077068840983283,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.8899820388976332,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.8899820388976332,0.0,1.351869599640953,0.6006617318991477,0.5923878625408057,0.36438833045702285
2.59,0.7120482279686559,0.6096097758136556,0.010853541587578942,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.9066492052780288,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.9066492052780288,0.0,1.3673254159545214,0.6052409937733575,0.5969447873168418,0.36576586548819334
2.6,0.7174470316459468,0.6119374262079015,0.010936608117229088,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.9233517541546479,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.9233517541546479,0.0,1.3829529734556465,0.6098299768990548,0.6015134464475999,0.3671624557247409
2.61,0.7228558843129078,0.614296757006011,0.01101986749150457,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.9400853920930583,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.9400853920930583,0.0,1.3987512803758144,0.6144275016659716,0.6060927120327514,0.3685780542036066
2.62,0.7282733622350528,0.6166876790881236,0.011103298644999215,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.9568457144146945,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.9568457144146945,0.0,1.414719209920083,0.6190323578997948,0.6106814254749569,0.3700126074528742
2.63,0.7336980054592352,0.6191100922588103,0.011186879949486948,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.973628204389509,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.973628204389509,0.0,1.4308554955274124,0.6236433046403499,0.6152783972217821,0.37146605535528615
2.64,0.7391284241185323,0.6215638836918398,0.011270590784005411,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.990428562116709,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.990428562116709,0.0,1.4471589316027544,0.6282591605007525,0.6198824931202976,0.37293833021510386
2.65,0.7445630598238068,0.62404893067241,0.011354408007985217,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.007241966329902,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.007241966329902,0.0,1.4636279110988561,0.6328786008502357,0.624492440439187,0.374429358403446
2.66,0.7500003626263756,0.6265650981615491,0.01143830857547852,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.0240636218753494,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.0240636218753494,0.0,1.4802607601151063,0.6375003082324192,0.6291069716513186,0.37593905889692947
2.67,0.7554387541126831,0.6291122390252163,0.011522268988954696,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.0408886455361133,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.0408886455361133,0.0,1.4970556630456873,0.6421229409957806,0.6337247943925083,0.3774673434151298
2.68,0.7608766228037273,0.6316901938608994,0.011606265230479272,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.0577120517990313,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.0577120517990313,0.0,1.5140106492938057,0.6467451293831682,0.6383445876763599,0.37901411631653964
2.69,0.7663123241868722,0.634298790766496,0.011690272761347946,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.0745287529531358,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.0745287529531358,0.0,1.5311235888307677,0.6513654755588414,0.6429650018741371,0.3805792744598976
2.7,0.7717442641175218,0.6369378498926017,0.011774267686108628,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.091333817113583,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.091333817113583,0.0,1.5483923665999817,0.6559826244998935,0.6475847227359746,0.382162709935561
2.71,0.7771707343181314,0.6396071737711977,0.011858224454242405,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.108121959296719,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.108121959296719,0.0,1.5658145272819552,0.6605951241704117,0.6522023449833323,0.3837643042627186
2.72,0.7825899998775364,0.6423065521030454,0.011942117081415621,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.1248878121211283,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.1248878121211283,0.0,1.583387456274739,0.6652014998959059,0.6568164394778592,0.38538393126182724
2.73,0.7880003118021689,0.6450357622448769,0.012025919323966591,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.1416259646379596,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.1416259646379596,0.0,1.6011084025834148,0.6698002650318435,0.6614255628181624,0.3870214573469261
2.74,0.7933998924725238,0.6477945681420041,0.012109604474972505,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.1583309173368703,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.1583309173368703,0.0,1.6189744432306756,0.6743899086016453,0.6660282461234878,0.38867674088520243
2.75,0.7987869359566164,0.6505827201133582,0.012193145367817059,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.174997083115782,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.174997083115782,0.0,1.6369824793948613,0.6789688955631239,0.6706229952299382,0.3903496320680149
2.76,0.8041596679069778,0.6533999606572446,0.012276515252753155,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.191618972587212,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.191618972587212,0.0,1.6551293704235708,0.6835357177209311,0.6752083389014235,0.39203997639434673
2.77,0.8095162505901966,0.6562460146082658,0.012359686404407192,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.2081909002634204,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.2081909002634204,0.0,1.6734117116128944,0.6880888130016671,0.6797827522423956,0.39374760876495946
2.78,0.8148547937386498,0.6591205899872178,0.0124426302797494,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.2247070181289477,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.2247070181289477,0.0,1.691825853069234,0.6926265746778523,0.6843446653862171,0.39547235399233066
2.79,0.8201734055925093,0.6620233829120784,0.012525318264916667,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.2411614735518253,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.2411614735518253,0.0,1.7103680135163501,0.6971473947536329,0.6888925045704167,0.397214029747247
2.8,0.8254701714671604,0.6649540751856828,0.01260772136016553,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.257548342976527,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.257548342976527,0.0,1.7290342265531349,0.7016496457470863,0.6934246748091042,0.39897244511140967
2.81,0.8307431543223214,0.667912334106598,0.012689810187185657,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.2738616336846813,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.2738616336846813,0.0,1.7478203376264732,0.7061316811739732,0.6979395602952111,0.4007474004639588
2.82,0.8359904451916002,0.6708978195154195,0.012771555816764747,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.290095439811513,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.290095439811513,0.0,1.7667221254665233,0.7105918784128601,0.702435569922061,0.40253869170925166
2.83,0.841210112777949,0.6739101762086779,0.0128529289374347,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.3062437864067795,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.3062437864067795,0.0,1.7857351742917345,0.7150285958612567,0.7069110915589085,0.40434610572520674
2.84,0.8464001459090813,0.6769490253166265,0.012933898906643026,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.32230045140622,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.32230045140622,0.0,1.8048547244731596,0.7194401240227191,0.7113644398653663,0.4061694151899759
2.85,0.8515585503127016,0.6800139780749249,0.01301443534094097,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.33825926502992,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.33825926502992,0.0,1.8240759096898473,0.7238247677657963,0.7157939437517533,0.40800838684495494
2.86,0.8566833164257187,0.6831046308816052,0.01309450758429978,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.3541140101920672,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.3541140101920672,0.0,1.8433936730456728,0.7281808189618609,0.720197917136488,0.40986277852896313
2.87,0.8617724202484228,0.6862205651493131,0.013174084720114209,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.369858425143558,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.369858425143558,0.0,1.8628027653468364,0.7325065572111594,0.7245746596062814,0.41173233908958784
2.88,0.866823861919126,0.6893613534362095,0.013253136168715882,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.385486322812296,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.385486322812296,0.0,1.8822978425266177,0.7368002826312571,0.7289224892793735,0.4136168120617257
2.89,0.8718356660241983,0.6925265592076378,0.013331631690930466,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.4009915917623634,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.4009915917623634,0.0,1.9018734650566476,0.7410603161205686,0.7332397430011756,0.4155159355245827
2.9,0.8768057501043777,0.6957157146587345,0.013409539345732585,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.416367789385418,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.416367789385418,0.0,1.921523748009878,0.745284887588721,0.7375246640152922,0.4174294287952407
2.91,0.8817320692199537,0.6989283444877198,0.013486827732980435,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.431608589149232,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.431608589149232,0.0,1.9412427365781466,0.7494722588369607,0.7417755253139239,0.4193570066926319
2.92,0.8866125728215772,0.7021639584269963,0.013563465322694509,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.4467076471667544,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.4467076471667544,0.0,1.9610242902291577,0.7536206868983406,0.745990592748198,0.42129837505619777
2.93,0.8914452059152259,0.7054220511471212,0.01363942047188527,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.46165860580023,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.46165860580023,0.0,1.9808620827722574,0.757728425027942,0.7501681259536899,0.4232532306882727
2.94,0.8962279316521898,0.7087021068419279,0.013714661740269,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.4764551635489624,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.4764551635489624,0.0,2.000749663623344,0.7617937419043613,0.754306395714795,0.42522126410515676
2.95,0.9009587797470565,0.7120036094568096,0.013789158566295288,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.4910912248424557,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.4910912248424557,0.0,2.0206805949278768,0.765814962784998,0.7584037211462408,0.42720216567408575
2.96,0.9056356619875164,0.7153260020288983,0.01386287869400588,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.505560329273879,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.505560329273879,0.0,2.040647922760623,0.7697903126893889,0.7624583281703233,0.42919560121733896
2.97,0.9102565436374989,0.7186687237863697,0.013935790564757569,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.5198561818785117,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.5198561818785117,0.0,2.060644661882583,0.773718062091874,0.7664684810616663,0.43120123427182183
2.98,0.9148193956479522,0.722031199356415,0.014007862651118058,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.533972505285852,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.533972505285852,0.0,2.0806636581177353,0.7775964863007594,0.7704324458114932,0.433218719613849
2.99,0.9193221961184644,0.7254128387340287,0.014079063477832105,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.5479030442414987,0.0,0.0,1.0,34.0,0.92,0.12,1.0,2.5479030442414987,0.0,2.1006975905921146,0.7814238667006947,0.7743484912807658,0.4352477032404172
3.0,0.9237124952669379,0.7288131306554522,0.01414924442739206,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.120623455828328,0.7851556209768972,0.7782084435065633,0.43728787839327127
3.01,0.9279078870386339,0.7322310240533757,0.0142177563440745,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.1402452684135347,0.7887217039828388,0.7819765989240974,0.43933861443202543
3.02,0.9319086255446655,0.7356654418889919,0.014284014335437304,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.15955485805616,0.7921223317129656,0.7856207884490517,0.4413992651333951
3.03,0.9357178404769934,0.7391149544747859,0.014347715665828223,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.1785496045560033,0.7953601644054443,0.7891243616205522,0.44346897268487157
3.04,0.9393386940916529,0.7425780245398959,0.014408696521590445,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.197226656272265,0.798437889977905,0.7924783086874745,0.4455468147239375
3.05,0.9427745405962991,0.7460529734831337,0.014466890071359078,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.215583210408602,0.8013583595068542,0.7956789539247493,0.4476317840898802
3.06,0.9460281856908055,0.7495384005657323,0.014522278800994557,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.233616027557282,0.8041239578371846,0.7987253340547006,0.4497230403394394
3.07,0.9491035138209061,0.7530323931320068,0.014574872512341425,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.2513229245790436,0.8067379867477702,0.8016179881787784,0.45181943587920403
3.08,0.9520031210595804,0.7565337018153161,0.014624694499716389,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.2687007027420574,0.8092026529006433,0.8043581974844014,0.4539202210891896
3.09,0.9547311618695689,0.7600403784717161,0.01467178827905653,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.285747835859178,0.8115214875891336,0.8069483553481092,0.45602422708302964
3.1,0.9572895488624977,0.7635515626473162,0.014716180065583674,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.302460782460699,0.813696116533123,0.8093899036071021,0.4581309375883897
3.11,0.9596827114351077,0.7670652475363015,0.01475792712004323,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.3188386583003315,0.8157303047198415,0.8116859916023776,0.4602391485217808
3.12,0.9619138423434698,0.7705800673970941,0.014797077890092516,2.55,1.0,0.0,3.15,0.85,0.6,55.0,2.55,1.0,0.0,0.0,34.0,0.92,0.12,1.0,2.55,0.0,2.33487964540917,0.8176267659919493,0.8138392839550884,0.4623480404382564
