Time,AdoMet,Homocysteine,Methionine,Metin,AdoHcy,_5mTHF,Cystathionine,V_max_MATI,K_m_MATI,K_i_MATI,V_max_MATIII,K_m1_MATIII,K_m2_MATIII,V_max_GNMT,K_m_GNMT,K_i_GNMT,V_max_METH,K_m1_METH,K_m2_METH_A,alpha_1,alpha_2,beta_1,beta_2,V_max_MS,K_m_Hcy_MS,K_m_5mTHF_MS,K_d_MS,V_max_BHMT,K_m_BHMT,Compartment,V_MAT_I,V_MAT_III,V_METH,V_GNMT,V_AH,V_MS,V_BHMT,V_CBS,METIN
0.11,137.6999990068573,0.8838543480454388,53.58812693833662,200.0,12.853308712501732,5.2,22.154710994258814,561.0,41.0,50.0,22870.0,16686.10886734242,21.1,10600.0,4500.0,20.0,4521.0,4.213327178125433,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.88015026143665,257.0630109584377,398.797640174029,2.1221358037766707,401.47652320473435,84.13838383353549,117.68061431957048,199.6986021472801,200.0
0.12,137.71013040830792,0.8834972398748402,53.58661834086562,200.0,12.84843772171575,5.2,24.151316289235783,561.0,41.0,50.0,22870.0,16685.77796580754,21.1,10600.0,4500.0,20.0,4521.0,4.212109430428938,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.87132468778276,257.0557620847311,398.8019331017225,2.1228095583812148,401.3465322967349,84.13761183482463,117.61378172370516,199.62581775380758,200.0
0.13,137.7200316830717,0.8832321963020411,53.58465909033739,200.0,12.844762688988947,5.2,26.147314341299776,561.0,41.0,50.0,22870.0,16685.454582768147,21.1,10600.0,4500.0,20.0,4521.0,4.211190672247237,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.86172771233893,257.04472759734574,398.80536560193485,2.1233980678614315,401.24407259685364,84.13703846751014,117.5542390757653,199.5752799432393,200.0
0.14,137.7296724442415,0.8830400494194448,53.582354690560344,200.0,12.842036564535961,5.2,28.142896251242497,561.0,41.0,50.0,22870.0,16685.139710513784,21.1,10600.0,4500.0,20.0,4521.0,4.21050914113399,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.8515882781289,257.03075193464855,398.80810875625673,2.123916136373872,401.1636070341513,84.13662258688584,117.50079629628803,199.54224243669452,200.0
0.15,137.73902958765714,0.8829052266547958,53.579791764213965,200.0,12.840058495186282,5.2,30.138214926287407,561.0,41.0,50.0,22870.0,16684.83410345476,21.1,10600.0,4500.0,20.0,4521.0,4.210014623796571,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.84109327760257,257.014529366124,398.8103017882753,2.1243758724641775,401.1006228638324,84.13633067234841,117.45247881475319,199.52285181889016,200.0
0.16,137.74808618811187,0.8828151570910935,53.57704098634554,200.0,12.838666489401039,5.2,32.133391179049916,561.0,41.0,50.0,22870.0,16684.538314181707,21.1,10600.0,4500.0,20.0,4521.0,4.20966662235026,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.8303940757947,256.9966273148546,398.81205712592515,2.124787112661877,401.0514918490104,84.13613560765904,117.40849120648893,199.51400041268874,200.0
0.17,137.75683062859733,0.8827598496918685,53.5741593809675,200.0,12.837731688103576,5.2,34.128518452639156,561.0,41.0,50.0,22870.0,16684.2527219122,21.1,10600.0,4500.0,20.0,4521.0,4.2094329220258935,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.81961161991276,256.9775046212256,398.81346435637,2.1251577533298294,401.013319118489,84.13601580851126,117.36819367662319,199.51322094092006,200.0
0.18,137.76525524031823,0.8827311730013622,53.571193898779526,200.0,12.837149197524752,5.2,36.123670490375595,561.0,41.0,50.0,22870.0,16683.977576913778,21.1,10600.0,4500.0,20.0,4521.0,4.209287299381188,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.80884439590955,256.95754000629114,398.81459655302706,2.1254942903210914,400.98374675111313,84.13595368730225,117.33105806148973,199.51850792457168,200.0
0.19,137.77335631144652,0.8827229019581282,53.56818132070566,200.0,12.836838607534615,5.2,38.11890085835464,561.0,41.0,50.0,22870.0,16683.713000222706,21.1,10600.0,4500.0,20.0,4521.0,4.209209651883654,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.79816823241885,256.93703129202146,398.815509917105,2.1258017822075277,400.96095879533334,84.13593576932729,117.29667133058852,199.52832909097216,200.0
0.2,137.78113320013185,0.8827302536386598,53.56515050851649,200.0,12.836738091826236,5.2,40.11424794588634,561.0,41.0,50.0,22870.0,16683.45901261655,21.1,10600.0,4500.0,20.0,4521.0,4.2091845229565585,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.78764132305912,256.9162132968953,398.81624784931483,2.1260841981931815,400.9435555439639,84.13595169565703,117.26470701343219,199.54151032855103,200.0
0.21,137.78858746441026,0.8827494447611293,53.56212464021604,200.0,12.83679869496676,5.2,42.1097397556454,561.0,41.0,50.0,22870.0,16683.215563033507,21.1,10600.0,4500.0,20.0,4521.0,4.20919967374169,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.77730920786055,256.8952756154619,398.81684489051435,2.1263447554818344,400.9304247355466,84.13599326916692,117.23489845847274,199.55712585567136,200.0
0.22,137.79572243913114,0.8827774920292479,53.55912226015102,200.0,12.836981764113911,5.2,44.105396044574235,561.0,41.0,50.0,22870.0,16682.982542391415,21.1,10600.0,4500.0,20.0,4521.0,4.209245441028478,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.76720712161665,256.8743709654509,398.81732849147454,2.126586069509987,400.9206843821431,84.13605402446682,117.20702679424892,199.57444865713376,200.0
0.23,137.8025429629523,0.8828120910463316,53.55615794608396,200.0,12.837257392283329,5.2,46.10122960763358,561.0,41.0,50.0,22870.0,16682.75979250507,21.1,10600.0,4500.0,20.0,4521.0,4.209314348070832,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.7573614879968,256.8536204894688,398.8177200846818,2.1268102443387122,400.9136481820013,84.13612896680604,117.18091365232054,199.59292041750277,200.0
0.24,137.8090550762248,0.8828514809408147,53.553243052387735,200.0,12.837602671990544,5.2,48.097247718455485,561.0,41.0,50.0,22870.0,16682.54711595379,21.1,10600.0,4500.0,20.0,4521.0,4.209400667997636,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.74779158279975,256.833119661687,398.8180362863338,2.1270189745166834,400.90878625823973,84.13621427931808,117.15641307844157,199.61211788782873,200.0
0.25,137.81526464869617,0.8828937249423192,53.55038922676554,200.0,12.837992459274227,5.2,50.09345994032109,561.0,41.0,50.0,22870.0,16682.344320898945,21.1,10600.0,4500.0,20.0,4521.0,4.209498114818556,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.73851737138614,256.8129662478015,398.8182952639659,2.1272140943028446,400.90552098510364,84.13630576512378,117.13336795908793,199.63157433440358,200.0
0.26,137.8211808480884,0.8829386140821334,53.54759924205958,200.0,12.838423758517825,5.2,52.08985753725123,561.0,41.0,50.0,22870.0,16682.151107805785,21.1,10600.0,4500.0,20.0,4521.0,4.209605939629457,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.72953913827376,256.79318737060817,398.81849991598216,2.1273961209421297,400.90376176964907,84.13640297000288,117.11172592405333,199.65125180971847,200.0
0.27,137.8268094290611,0.8829840617404316,53.54488455550483,200.0,12.838869505082352,5.2,54.08645244861031,561.0,41.0,50.0,22870.0,16681.967288614982,21.1,10600.0,4500.0,20.0,4521.0,4.2097173762705875,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.72087653970385,256.7738791692963,398.8186697424774,2.1275670102294932,400.90288876780346,84.13650137448214,117.0913204385469,199.67064650304167,200.0
0.28,137.8321581014211,0.8830290256109506,53.54225114041319,200.0,12.839316035072592,5.2,56.083245697481104,561.0,41.0,50.0,22870.0,16681.792611424993,21.1,10600.0,4500.0,20.0,4521.0,4.209829008768148,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.71253711917845,256.7550940891761,398.81881500107806,2.1277279197298564,400.90257789630857,84.13659872170952,117.07204841279186,199.68951372166455,200.0
0.29,137.83723615953676,0.8830733294098891,53.53970039244881,200.0,12.839760803778269,5.2,58.08022931482517,561.0,41.0,50.0,22870.0,16681.62677259537,21.1,10600.0,4500.0,20.0,4521.0,4.209940200944567,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.70451833655454,256.7368480834796,398.81893827866617,2.127879343125679,400.9027509679378,84.13669463039955,117.05385937492714,199.70782365329651,200.0
0.3,137.8420523176638,0.883116493452862,53.53723483637415,200.0,12.840197412797057,5.2,60.077398939711024,561.0,41.0,50.0,22870.0,16681.469487440583,21.1,10600.0,4500.0,20.0,4521.0,4.210049353199264,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.6968202506405,256.7191660088193,398.81904481656943,2.1280220033812025,400.9032478268436,84.13678806270573,117.03668440452883,199.72547120925438,200.0
0.31,137.84661657298338,0.8831587707460805,53.53485313388785,200.0,12.840628890616104,5.2,62.07474263176548,561.0,41.0,50.0,22870.0,16681.320429386687,21.1,10600.0,4500.0,20.0,4521.0,4.210157222654026,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.68943444164833,256.7020419035132,398.81913334875446,2.1281560583036576,400.9041183155299,84.13687956691304,117.02049916142194,199.7425330778848,200.0
0.32,137.85093789221582,0.883199891631831,53.53255622641061,200.0,12.841051529702737,5.2,64.07225446003788,561.0,41.0,50.0,22870.0,16681.179305520967,21.1,10600.0,4500.0,20.0,4521.0,4.210262882425685,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.68235765347006,256.68548785584517,398.8192072484168,2.1282820657111783,400.90526133844264,84.13696855999974,117.00524804647108,199.75895608732498,200.0
0.33,137.85502583771367,0.883239972315212,53.53034293867343,200.0,12.8414665984007,5.2,66.06992465289584,561.0,41.0,50.0,22870.0,16681.04580348683,21.1,10600.0,4500.0,20.0,4521.0,4.210366649600175,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.67558204640662,256.66949901581097,398.8192664470329,2.1284002822172905,400.906687524858,84.13705529410548,116.99089920633521,199.77478270290808,200.0
0.34,137.8588892145928,0.8832787908605974,53.52821351239927,200.0,12.841870964113498,5.2,68.06774751803262,561.0,41.0,50.0,22870.0,16680.919635664675,21.1,10600.0,4500.0,20.0,4521.0,4.210467741028374,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.66910305761104,256.65408169440457,398.81931389959607,2.1285112228483114,400.9083055507524,84.137139289627,116.9774011540419,199.78997116929702,200.0
0.35000000000000003,137.86253657787975,0.8833160703732806,53.526168275259295,200.0,12.8422608217131,5.2,70.06571825477333,561.0,41.0,50.0,22870.0,16680.80052260902,21.1,10600.0,4500.0,20.0,4521.0,4.210565205428275,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.66291644145488,256.6392427779632,398.819353011167,2.128615437442533,400.9100117980294,84.13721994819991,116.96469958382202,199.80446591199814,200.0
0.36,137.86597671099926,0.8833517447426537,53.52420634260293,200.0,12.842635167591204,5.2,72.06383003406268,561.0,41.0,50.0,22870.0,16680.688177421904,21.1,10600.0,4500.0,20.0,4521.0,4.210658791897801,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.65701539193503,256.62497939662,398.8193852399136,2.128713302459992,400.9117720164667,84.1372971276283,116.9527532079037,199.8182635839041,200.0
0.37,137.869218317661,0.8833858224170272,53.52232641218863,200.0,12.842993858514985,5.2,74.06207558921709,561.0,41.0,50.0,22870.0,16680.582315814612,21.1,10600.0,4500.0,20.0,4521.0,4.210748464628747,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.65139231257652,256.6112852422166,398.8194114331808,2.1288051358247566,400.91356343447126,84.13737084701059,116.94152657616227,199.8313788801084,200.0
0.38,137.87227006348164,0.8834183834693491,53.52052667303643,200.0,12.84333770390089,5.2,76.06044717611039,561.0,41.0,50.0,22870.0,16680.482654747993,21.1,10600.0,4500.0,20.0,4521.0,4.210834425975222,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.64603860966417,256.59814984736244,398.81943176639805,2.128891192406825,400.9153869207399,84.13744128032954,116.9309891339171,199.84384407760413,200.0
0.39,137.87513986924856,0.8834491908901299,53.51880663267401,200.0,12.843663535380047,5.2,78.05894077180591,561.0,41.0,50.0,22870.0,16680.38893551191,21.1,10600.0,4500.0,20.0,4521.0,4.210915883845011,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.64094876101362,256.58557310960936,398.8194491423722,2.1289719585151503,400.9171626478748,84.13750791566937,116.92109146001059,199.85561263686716,200.0
0.4,137.87783592224,0.8834782977499903,53.517164428340315,200.0,12.843971806411448,5.2,80.05754954525688,561.0,41.0,50.0,22870.0,16680.300890698032,21.1,10600.0,4500.0,20.0,4521.0,4.2109929516028615,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.63611434481845,256.5735439048883,398.8194639450126,2.129047695201667,400.9188828911544,84.13757086858476,116.91180322493346,199.86670948154782,200.0
0.41000000000000003,137.88036657326796,0.8835059931197546,53.51559708869703,200.0,12.844265904516192,5.2,82.05626444039764,561.0,41.0,50.0,22870.0,16680.218247561847,21.1,10600.0,4500.0,20.0,4521.0,4.211066476129048,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.63152462324234,256.56204216781475,398.81947451337646,2.1291184791550983,400.9205973318645,84.13763076493667,116.90310989149013,199.87721758472836,200.0
0.42,137.88273916882181,0.8835320390028277,53.51410373615919,200.0,12.844542684435746,5.2,84.05508237157895,561.0,41.0,50.0,22870.0,16680.14076616081,21.1,10600.0,4500.0,20.0,4521.0,4.211135671108936,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.62717363291765,256.5510643797196,398.8194836844621,2.12918477491137,400.92222944074683,84.13768709062053,116.89496424773611,199.88708936749154,200.0
0.43,137.88496118150937,0.8835564301577353,53.51268246858938,200.0,12.844801905784292,5.2,86.05399801395768,561.0,41.0,50.0,22870.0,16680.06820243724,21.1,10600.0,4500.0,20.0,4521.0,4.2112004764460735,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.62305328417918,256.540598745686,398.81949226759826,2.1292468632137473,400.92376042069395,84.13773983491923,116.88733477226052,199.8963344615496,200.0
0.44,137.8870402113824,0.8835794722725366,53.511330287950535,200.0,12.845047243268475,5.2,88.05300278512449,561.0,41.0,50.0,22870.0,16680.000308174815,21.1,10600.0,4500.0,20.0,4521.0,4.211261810817119,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.61915321705024,256.5306246151236,398.8194983359095,2.129304775544689,400.92525205431093,84.1377896593916,116.88021091423927,199.90503892094495,200.0
0.45,137.88898323676474,0.8836010892559751,53.51004533256299,200.0,12.845277586637481,5.2,90.05209275477728,561.0,41.0,50.0,22870.0,16679.936855463766,21.1,10600.0,4500.0,20.0,4521.0,4.21131939665937,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.6154657067929,256.521130280283,398.81950326670255,2.129358831524112,400.92666940777286,84.13783639996221,116.87355823938748,199.9131943102999,200.0
0.46,137.8907971754836,0.8836213424503317,53.50882520485887,200.0,12.845493561712608,5.2,92.0512627154931,561.0,41.0,50.0,22870.0,16679.87761837258,21.1,10600.0,4500.0,20.0,4521.0,4.211373390428152,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.61198198888206,256.5120996428083,398.81950721390893,2.129409236097559,400.92801372092913,84.13788018969936,116.86735205612037,199.92082580770423,200.0
0.47000000000000003,137.89248855136256,0.8836403221279082,53.50766797783882,200.0,12.845696164704348,5.2,94.05050698396492,561.0,41.0,50.0,22870.0,16679.82238383898,21.1,10600.0,4500.0,20.0,4521.0,4.2114240411760875,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.6086944683133,256.5035202404179,398.81951003779574,2.1294561562225787,400.92929434252653,84.13792122416605,116.86157132697062,199.9279651052813,200.0
0.48,137.89406386824973,0.8836581061800974,53.50657105595081,200.0,12.845886249058823,5.2,96.04982072055914,561.0,41.0,50.0,22870.0,16679.770939455164,21.1,10600.0,4500.0,20.0,4521.0,4.211471562264705,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.60559422088303,256.49537416059115,398.81951169708543,2.12949976741499,400.93051872578496,84.13795967210187,116.85619417632242,199.93464085338056,200.0
0.49,137.89552935481842,0.8836747883038151,53.505531952312104,200.0,12.846064875582275,5.2,98.049199028982,561.0,41.0,50.0,22870.0,16679.723081801556,21.1,10600.0,4500.0,20.0,4521.0,4.211516218895569,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.6026726979541,256.4876442401565,398.8195119814224,2.129540221987117,400.93169925441254,84.13799573636706,116.85120095654682,199.94088518010474,200.0
0.5,137.89689073101943,0.8836903133406284,53.50454945582547,200.0,12.846231161401992,5.2,100.04863833841114,561.0,41.0,50.0,22870.0,16679.678624073404,21.1,10600.0,4500.0,20.0,4521.0,4.211557790350498,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.5999242010178,256.4803234485588,398.8195120005567,2.129577780214956,400.9328027995707,84.13802929798732,116.84656419166899,199.94669285218046,200.0
0.51,137.89815372004722,0.8837047520521437,53.503621278980205,200.0,12.846385876971143,5.2,102.04813437194804,561.0,41.0,50.0,22870.0,16679.63737936157,21.1,10600.0,4500.0,20.0,4521.0,4.211596469242785,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.59734087079354,256.47339599668527,398.819511704488,2.129612595309332,400.9338356449705,84.13806051018352,116.84226480764141,199.9520896176917,200.0
0.52,137.89932388605905,0.8837182140229145,53.502744803441786,200.0,12.84653030590603,5.2,104.04768279056903,561.0,41.0,50.0,22870.0,16679.59916595191,21.1,10600.0,4500.0,20.0,4521.0,4.211632576476507,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.59491427547758,256.4668433250881,398.8195106695508,2.129644781569946,400.9348165676885,84.1380896100591,116.8382869860411,199.9571105437121,200.0
0.53,137.90040652303767,0.8837307880122705,53.501917590666636,200.0,12.846665464149206,5.2,106.0472796341331,561.0,41.0,50.0,22870.0,16679.56381095445,21.1,10600.0,4500.0,20.0,4521.0,4.211666366037301,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.5926364984669,256.46064820472344,398.81950863673313,2.1296744610635723,400.93575840265015,84.1381167896598,116.83461464251455,199.96178517985638,200.0
0.54,137.90140671098598,0.8837425721144617,53.50113712371795,200.0,12.846792494787152,5.2,108.0469210983934,561.0,41.0,50.0,22870.0,16679.531148468133,21.1,10600.0,4500.0,20.0,4521.0,4.211698123696788,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.5904995883139,256.45479266339083,398.81950523948495,2.129701740020667,400.9366773642535,84.13814226117532,116.8312332084284,199.96614505971255,200.0
0.55,137.90232925701264,0.8837535896687091,53.50040159297347,200.0,12.846911577737094,5.2,110.0466039826071,561.0,41.0,50.0,22870.0,16679.501021504613,21.1,10600.0,4500.0,20.0,4521.0,4.211727894434274,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.58849716849284,256.44926435112615,398.81950076361704,2.1297267774361197,400.93756810500025,84.13816607518535,116.8281242044203,199.97020294676156,200.0
0.56,137.9031785982237,0.8837636506548704,53.49971119119711,200.0,12.847020132598411,5.2,112.04632642732501,561.0,41.0,50.0,22870.0,16679.47328515933,21.1,10600.0,4500.0,20.0,4521.0,4.211755033149602,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.58662709082614,256.4440670318494,398.8194973997979,2.1297498981471286,400.9383626049708,84.13818782110417,116.82525629867239,199.9739186247614,200.0
0.5700000000000001,137.9039592459625,0.8837729857653327,53.499062188987494,200.0,12.847121040050729,5.2,114.0460845392331,561.0,41.0,50.0,22870.0,16679.44779210416,21.1,10600.0,4500.0,20.0,4521.0,4.211780260012683,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.5848792969022,256.4391725855777,398.81949351364824,2.1297710755465937,400.9391182397401,84.13820799767505,116.8226262267894,199.9773553909628,200.0
0.58,137.90467537349113,0.883781657894794,53.498452433616706,200.0,12.847215011210064,5.2,116.04587552378652,561.0,41.0,50.0,22870.0,16679.42440605215,21.1,10600.0,4500.0,20.0,4521.0,4.211803752802516,10.0,100.0,10.0,1.7,30.0,500.0,0.1,25.0,1.0,2500.0,12.0,1.0,144.58324708434222,256.4345655575647,398.81948896395386,2.1297904116948665,400.93984322621236,84.1382267409295,116.82022081008873,199.98053480859753,200.0
