Time,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,IIa_plus_1_2mIIa,compartment_1,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R6b,R8b,R12b,R18b
1.37,2.3854807376792097e-11,1.0683559190242093e-12,9.998927259629411e-09,3.985902316258709e-14,9.992754774738313e-11,7.326788895325528e-14,3.407081263144415e-16,2.0591356535353362e-14,1.5999989677672977e-07,6.0285030992161494e-15,8.999998451484034e-08,7.239873793824011e-15,8.23916116788032e-15,1.3999999996562964e-06,6.999999982642657e-10,1.7324221287033787e-18,1.412135674842451e-26,1.8440244155242654e-26,3.3119233128947855e-21,3.3119233128947855e-21,1.9999999950407598e-08,4.959207834766586e-17,1.7794983512265848e-22,1.4611900972082344e-22,2.206606050932037e-21,2.4999968314191315e-09,7.364047633546423e-17,3.0949403910112322e-15,3.399999999800934e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.599600446606739e-13,5.4702742300623426e-14,1.7536088822674057e-16,9.523803797432663e-15,7.835446275100279e-20,1.3781506542875937e-13,-1.145414946366042e-13,1.8497417568917383e-14,7.693128338203121e-16,4.769913756574606e-18,1.4266644450815228e-25,2.2592312196537455e-25,1.0394532772220272e-20,1.8440244155242654e-29,1.412135674842451e-29,1.3628325018784592e-16,1.4178127887106356e-21,9.862718909811173e-21,5.889977744160248e-36,1.648260306336355e-16,4.8224559233540415e-15,1.4676187259796075e-22,3.736662336397242e-16,5.326747006638063e-23,1.3726442504884948e-17,8.224694168749072e-18,3.116975611131815e-17,1.2354813921212018e-13,1.3031772828883221e-14,1.5121000207298974e-25,9.278557117272288e-21
1.38,2.3846662301883053e-11,1.0759540684917508e-12,9.998919564063017e-09,4.0112649213801735e-14,9.992709823886742e-11,7.440984706317087e-14,3.4835099786619165e-16,2.0736322955260515e-14,1.5999989539221442e-07,6.072378718875501e-15,8.999998432850887e-08,7.295711342184638e-15,8.36951713149995e-15,1.3999999996485694e-06,6.999999982155876e-10,1.780991786031345e-18,1.4779525716085828e-26,1.931989575030803e-26,3.420365867090512e-21,3.420365867090512e-21,1.9999999949016796e-08,5.098286604688572e-17,1.862898262375183e-22,1.5297751253882711e-22,2.3173798721052315e-21,2.4999967814569403e-09,7.529594622379224e-17,3.143247112344548e-15,3.3999999997966465e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.596752887169635e-13,5.468298941715259e-14,1.7647658731572284e-16,9.672234982265392e-15,8.011207297767818e-20,1.386773528497982e-13,-1.1537512999356049e-13,1.8591670784928167e-14,7.813033939671699e-16,4.876913957694647e-18,1.489865150139199e-25,2.364529369562772e-25,1.068595071618807e-20,1.931989575030803e-29,1.4779525716085827e-29,1.3934039879127566e-16,1.4801929409088539e-21,1.0323891875206575e-20,6.47556440551209e-36,1.6739483380932674e-16,4.8575509637700815e-15,1.5101599390481288e-22,3.794902199994742e-16,5.594155010927443e-23,1.394361554024495e-17,8.409193087986914e-18,3.1368091683316837e-17,1.244179377315631e-13,1.3132280415932349e-14,1.5842314515252584e-25,9.714072046215521e-21
1.39,2.383852030927273e-11,1.0835493362770506e-12,9.99891187032864e-09,4.036287139134742e-14,9.992664998063505e-11,7.55595779488255e-14,3.5607440273808594e-16,2.088206040577935e-14,1.599998939977506e-07,6.117270641997056e-15,8.99999841404438e-08,7.352632849303501e-15,8.500521077818408e-15,1.3999999996407587e-06,6.999999981650253e-10,1.8314374159806682e-18,1.5593091078969064e-26,2.0415972815079e-26,3.5371242221250396e-21,3.5371242221250396e-21,1.9999999947572155e-08,5.242748697935822e-17,1.9659597808274666e-22,1.6145928818693772e-22,2.4582971418736144e-21,2.499996731147101e-09,7.696935858628225e-17,3.1918835391186257e-15,3.3999999997923105e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.593906408702051e-13,5.4663255023708815e-14,1.7757730930521646e-16,9.821676291303936e-15,8.188820116193466e-20,1.3952521517544233e-13,-1.1622807510231046e-13,1.8680259012512003e-14,7.933755682590868e-16,4.985041625265453e-18,1.5560375811709462e-25,2.4946887600041696e-25,1.098862449588401e-20,2.0415972815079e-29,1.5593091078969065e-29,1.424297607218701e-16,1.5452403200145911e-21,1.089313024126741e-20,7.249369965369959e-36,1.6998111912193544e-16,4.893459007541823e-15,1.5533521608463064e-22,3.8535384751547063e-16,5.934329300120406e-23,1.4161868114780388e-17,8.595636081572328e-18,3.1563765426105605e-17,1.252923624346761e-13,1.3234739128746302e-14,1.6741097708364779e-25,1.0252664799870545e-20
1.4,2.3830381362989164e-11,1.0911417553075452e-12,9.998904177964451e-09,4.0612838081061697e-14,9.992620339854063e-11,7.671767884219155e-14,3.639144456497348e-16,2.102762965780051e-14,1.599998925947048e-07,6.1621038744735495e-15,8.999998395144527e-08,7.40948132257138e-15,8.632529381861104e-15,1.3999999996328294e-06,6.999999981133586e-10,1.8829841231519625e-18,1.6440994529679334e-26,2.1559151865454322e-26,3.657088880227592e-21,3.657088880227592e-21,1.9999999946095965e-08,5.390365807783389e-17,2.073375452028473e-22,1.7029983054224385e-22,2.6055299569577063e-21,2.4999966804560046e-09,7.866816656138861e-17,3.240875827630187e-15,3.399999999787911e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.59106099831758e-13,5.4643529510234195e-14,1.7867690560179747e-16,9.972205353486012e-15,8.369115043366126e-20,1.403722321327097e-13,-1.1707990506909874e-13,1.8768792581010674e-14,8.055356276317476e-16,5.094802225364766e-18,1.6246695271422443e-25,2.6303417673801685e-25,1.1297904738911775e-20,2.1559151865454322e-29,1.6440994529679336e-29,1.4556577786756477e-16,1.6126779024932564e-21,1.148637377493468e-20,8.103362778421369e-36,1.7258622765402975e-16,4.929320057517827e-15,1.5974687553458339e-22,3.912601620707704e-16,6.289749315703554e-23,1.4381793949283477e-17,8.784894717436604e-18,3.1759239377409137e-17,1.2616577794680305e-13,1.3337066380628483e-14,1.7678504529672542e-25,1.0814039239432485e-20
1.41,2.3822245461596985e-11,1.0987313269082643e-12,9.998896486955283e-09,4.0862553504509993e-14,9.992575850631538e-11,7.788413716006769e-14,3.718722196813015e-16,2.117303048797266e-14,1.5999989118309046e-07,6.206877517223847e-15,8.99999837615162e-08,7.466254273593007e-15,8.765541572613206e-15,1.3999999996247804e-06,6.999999980605722e-10,1.935647244193686e-18,1.732395550540461e-26,2.275042661615909e-26,3.78031278182376e-21,3.78031278182376e-21,1.9999999944587787e-08,5.541181902826893e-17,2.185236453308852e-22,1.7950665409498692e-22,2.7592138747300058e-21,2.499996629383908e-09,8.039260997888307e-17,3.290223480548985e-15,3.3999999997834476e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.588216655500997e-13,5.4623812866831305e-14,1.797753947810776e-16,1.0123820530711474e-14,8.552117211225547e-20,1.4121842084224898e-13,-1.1793060281126921e-13,1.885728126197665e-14,8.177834399615334e-16,5.206211061113835e-18,1.6958334411141239e-25,2.771603491459277e-25,1.1613883465162117e-20,2.275042661615909e-29,1.732395550540461e-29,1.4874888746039534e-16,1.6825759563284414e-21,1.2104124966340836e-20,9.044302112303359e-36,1.7521013100478648e-16,4.9651333944758205e-15,1.6425236633146567e-22,3.972090994910462e-16,6.660742293173998e-23,1.4603392259043483e-17,8.976995382534857e-18,3.195451683849157e-17,1.2703818292783595e-13,1.3439257692467412e-14,1.865534982525045e-25,1.139867253503167e-20
1.42,2.3814112603660835e-11,1.1063180524042378e-12,9.998888797285972e-09,4.111202188325775e-14,9.992531531769054e-11,7.905894031925256e-14,3.799488179129493e-16,2.131826267294445e-14,1.5999988976292106e-07,6.2515906711668114e-15,8.999998357065952e-08,7.52294921397312e-15,8.89955717905988e-15,1.3999999996166108e-06,6.999999980066508e-10,1.9894421157542952e-18,1.824269344333289e-26,2.399079078191836e-26,3.906848867339126e-21,3.906848867339126e-21,1.9999999943047173e-08,5.695240951661958e-17,2.3016339619992475e-22,1.8908727333540833e-22,2.9194844525630013e-21,2.4999965779310696e-09,8.214292866853736e-17,3.3399260005447733e-15,3.399999999778919e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.5853733797371e-13,5.460410508359324e-14,1.8087279541860394e-16,1.0276520184885171e-14,8.737851751635224e-20,1.4206379842470927e-13,-1.1878015124616596e-13,1.894573482696243e-14,8.301188731248243e-16,5.319283435633878e-18,1.7696032516863547e-25,2.918589032004206e-25,1.1936652694525772e-20,2.399079078191836e-29,1.824269344333289e-29,1.5197952673239652e-16,1.7550061787648385e-21,1.2746886305618192e-20,1.0079376851321677e-35,1.778528007733686e-16,5.000898299193645e-15,1.6885309404878943e-22,4.032005956019704e-16,7.04763546802882e-23,1.4826662259349672e-17,9.171964463822201e-18,3.214960111061707e-17,1.2790957603766672e-13,1.3541308585151616e-14,1.9672448441173054e-25,1.2007041856798429e-20
1.43,2.380598278774535e-11,1.1139019331204957e-12,9.998881108941352e-09,4.136124743887043e-14,9.992487384639733e-11,8.024207573654487e-14,3.881453334248415e-16,2.146332598936454e-14,1.599998883342099e-07,6.296242437221308e-15,8.999998337887821e-08,7.579563655316458e-15,9.034575730186285e-15,1.399999999608319e-06,6.99999997951579e-10,2.0443840744822474e-18,1.9197927780652153e-26,2.528123807745724e-26,4.036750077199288e-21,4.036750077199288e-21,1.999999994147369e-08,5.852586922884207e-17,2.4226591554303125e-22,1.9904920275374958e-22,3.086477247829194e-21,2.499996526097746e-09,8.391936246012329e-17,3.3899828902873045e-15,3.3999999997743255e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.582531170510703e-13,5.458440615060359e-14,1.8196912608985898e-16,1.0430302677916936e-14,8.926343796382397e-20,1.4290838200073958e-13,-1.1962853329113317e-13,1.903416304752058e-14,8.425417949980014e-16,5.43403465204608e-18,1.8460543778606335e-25,3.0714134887717957e-25,1.2266304446893485e-20,2.528123807745724e-29,1.9197927780652154e-29,1.5525813291560232e-16,1.8300417093745405e-21,1.341516028289907e-20,1.1216223543721125e-35,1.8051420855892535e-16,5.036614052449261e-15,1.7355047578127067e-22,4.0923458622921594e-16,7.45075607576513e-23,1.5051603165491303e-17,9.369828348253753e-18,3.234449549504982e-17,1.2877995593618725e-13,1.3643214579569624e-14,2.0730615223514934e-25,1.2639624374863098e-20
1.44,2.3797856012415165e-11,1.1214829703820674e-12,9.99887342190625e-09,4.161023439291344e-14,9.992443410616697e-11,8.143353082874326e-14,3.9646285929714127e-16,2.1608220213881586e-14,1.599998868969705e-07,6.340831916306201e-15,8.999998318617516e-08,7.636095109227756e-15,9.170596754977593e-15,1.3999999995999043e-06,6.999999978953413e-10,2.1004884570259986e-18,2.0190377954550365e-26,2.662276221750083e-26,4.170069351829829e-21,4.170069351829829e-21,1.9999999939866898e-08,6.013263785089261e-17,2.548403210932689e-22,2.0939995684025227e-22,3.2603278179010757e-21,2.499996473884195e-09,8.572215118341256e-17,3.440393652446331e-15,3.3999999997696655e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.579690027306632e-13,5.4564716057936425e-14,1.830644053702603e-16,1.0585166371721556e-14,9.11761847717803e-20,1.437521886909889e-13,-1.2047573186351512e-13,1.9122575695203557e-14,8.550520734574453e-16,5.550480013471597e-18,1.9252637438893238e-25,3.23019196151297e-25,1.2602930742155992e-20,2.6622762217500836e-29,2.0190377954550366e-29,1.5858514324204568e-16,1.9077571430790732e-21,1.4109449388315615e-20,1.2462944819748402e-35,1.831943259605922e-16,5.072279935020748e-15,1.7834594017032797e-22,4.153110071984552e-16,7.870431351880011e-23,1.527821419275764e-17,9.570613422784625e-18,3.253920329305393e-17,1.2964932128328952e-13,1.3744971196609961e-14,2.183066501835068e-25,1.3296897259356019e-20
1.45,2.3789732276234923e-11,1.1290611655139827e-12,9.998865736165507e-09,4.185898696695225e-14,9.992399611073067e-11,8.263329301264639e-14,4.0490248861001203e-16,2.1752945123144244e-14,1.5999988545121623e-07,6.385358209340355e-15,8.999998299255334e-08,7.69254108731175e-15,9.307619782418967e-15,1.3999999995913654e-06,6.999999978379223e-10,2.1577706000340065e-18,2.1220763402215531e-26,2.8016356916774217e-26,4.30685963165634e-21,4.30685963165634e-21,1.999999993822636e-08,6.177315506872745e-17,2.6789573058370285e-22,2.2014705008515753e-22,3.44117172015114e-21,2.4999964212906745e-09,8.755153466817696e-17,3.4911577896916076e-15,3.399999999764939e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.57684994960974e-13,5.454503479565636e-14,1.8415865183516123e-16,1.074110962821877e-14,9.311700925656825e-20,1.4459523561610637e-13,-1.2132172988065616e-13,1.921098254156394e-14,8.67649576379536e-16,5.668634823031555e-18,2.0073097941097457e-25,3.395039549972679e-25,1.294662360020404e-20,2.801635691677422e-29,2.122076340221553e-29,1.619609949437588e-16,1.9882285431271788e-21,1.4830256112000025e-20,1.3828128180508006e-35,1.8589312457749118e-16,5.107895227686307e-15,1.8324092743059436e-22,4.214297943353608e-16,8.306988531870544e-23,1.5506494556437947e-17,9.774346074369935e-18,3.273372780589359e-17,1.3051767073886546e-13,1.384657395716115e-14,2.2973412671754857e-25,1.3979337680407503e-20
1.46,2.3781611577769257e-11,1.1366365198412717e-12,9.998858051703953e-09,4.210750938255229e-14,9.992355987381969e-11,8.384134970505294e-14,4.1346531444361694e-16,2.1897500493801168e-14,1.5999988399696053e-07,6.429820417242634e-15,8.999998279801569e-08,7.748899101173173e-15,9.44564434149557e-15,1.3999999995827015e-06,6.999999977793067e-10,2.216245840154728e-18,2.2289803560835614e-26,2.9463015890002467e-26,4.447173857104409e-21,4.447173857104409e-21,1.999999993655163e-08,6.344786056830277e-17,2.8144126174739767e-22,2.31297996978707e-22,3.6291445119518814e-21,2.4999963683174416e-09,8.940775274418823e-17,3.5422748046928864e-15,3.3999999997601457e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.574010936904893e-13,5.4525362353818534e-14,1.8525188405985037e-16,1.089813080933324e-14,9.508616273377192e-20,1.454375398967411e-13,-1.2216651025990082e-13,1.9299393358154292e-14,8.803341716406545e-16,5.7885143838470444e-18,2.0922725077640185e-25,3.5660713538898367e-25,1.3297475040928369e-20,2.946301589000247e-29,2.2289803560835615e-29,1.6538612525277277e-16,2.0715334540283253e-21,1.557808294408435e-20,1.5320865157610718e-35,1.8861057600873056e-16,5.143459211224259e-15,1.8823688937744104e-22,4.2759088346560544e-16,8.760754851233811e-23,1.5736443471821486e-17,9.981052689964796e-18,3.2928072334832964e-17,1.3138500296280702e-13,1.3948018382111711e-14,2.415967302980202e-25,1.4687422808147895e-20
1.47,2.3773493915582806e-11,1.1442090346889639e-12,9.99885036850642e-09,4.2355805861279e-14,9.99231254091652e-11,8.505768832276156e-14,4.221524298781194e-16,2.2041886102501015e-14,1.599998825342168e-07,6.474217640931901e-15,8.999998260256513e-08,7.805166662416768e-15,9.584669961192572e-15,1.3999999995739108e-06,6.999999977194791e-10,2.2759295140366206e-18,2.339821786759861e-26,3.0963732851910705e-26,4.5910649685996256e-21,4.5910649685996256e-21,1.9999999934842272e-08,6.515719403557485e-17,2.9548603231741826e-22,2.4286031201114215e-22,3.824381750675798e-21,2.4999963149647537e-09,9.129104524121813e-17,3.59374420011992e-15,3.399999999755284e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.571172988676969e-13,5.4505698722468596e-14,1.863441206195518e-16,1.1056228276994531e-14,9.708389651821243e-20,1.4627911865354218e-13,-1.2301005591859358e-13,1.9387817916527117e-14,8.931057271171802e-16,5.910133999039122e-18,2.1802334138044605e-25,3.7434024729972714e-25,1.3655577084219723e-20,3.096373285191071e-29,2.3398217867598612e-29,1.6886097140111789e-16,2.157750914441966e-21,1.6353432374700573e-20,1.6950770843615003e-35,1.9134665185340516e-16,5.178971166413044e-15,1.9333528945551366e-22,4.337942104148615e-16,9.232057545466897e-23,1.596806015419752e-17,1.0190759656524319e-17,3.3122240181136195e-17,1.322513166150061e-13,1.4049299992350183e-14,2.5390260938566777e-25,1.5421629812707526e-20
1.48,2.3765379288240213e-11,1.1517787113820889e-12,9.998842686557743e-09,4.260388062469782e-14,9.992269273049847e-11,8.628229628257091e-14,4.309649279936825e-16,2.218610172589245e-14,1.5999988106299847e-07,6.518548981327022e-15,8.999998240620459e-08,7.86134128264727e-15,9.724696170495135e-15,1.399999999564993e-06,6.999999976584242e-10,2.3368369583281405e-18,2.4546725759692502e-26,3.251950151722401e-26,4.738585906567579e-21,4.738585906567579e-21,1.999999993309784e-08,6.69015951564999e-17,3.1003916002682907e-22,2.548415096727043e-22,4.027018993695382e-21,2.499996261232868e-09,9.320165198903842e-17,3.6455654786424625e-15,3.399999999750355e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.568336104410884e-13,5.4486043891642756e-14,1.8743538008942511e-16,1.1215400393137104e-14,9.911046192394787e-20,1.4711998900715885e-13,-1.2385234977407911e-13,1.9476265988234997e-14,9.05964110685494e-16,6.033508971728815e-18,2.271275605684532e-25,3.9271480070216687e-25,1.4021021749968844e-20,3.251950151722401e-29,2.4546725759692504e-29,1.7238597062082331e-16,2.2469614700225286e-21,1.7156806893980606e-20,1.872800379326104e-35,1.9410132371059642e-16,5.21443037403123e-15,1.9853760276828113e-22,4.4003971100880174e-16,9.721223850066871e-23,1.6201343818855313e-17,1.0403493361003619e-17,3.3316234646067446e-17,1.3311661035535469e-13,1.4150414308765085e-14,2.6665991244123685e-25,1.6182435864216725e-20
1.49,2.375726769430611e-11,1.1593455512456768e-12,9.998835005842758e-09,4.285173789437419e-14,9.992226185155072e-11,8.751516100127968e-14,4.399039018704697e-16,2.2330147140624115e-14,1.5999987958331897e-07,6.5628135393468595e-15,8.999998220893703e-08,7.91742047346941e-15,9.865722498388423e-15,1.3999999995559463e-06,6.999999975961265e-10,2.398983509677745e-18,2.5736046674305246e-26,3.413131560066744e-26,4.8897896114338575e-21,4.8897896114338575e-21,1.9999999931317907e-08,6.868150361703413e-17,3.2510976260869514e-22,2.672491044536351e-22,4.2371917983831276e-21,2.499996207122043e-09,9.513981281742085e-17,3.697738142930267e-15,3.3999999997453565e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.565500283591551e-13,5.4466397851367794e-14,1.8852568104456562e-16,1.1375645519700283e-14,1.0116611026427322e-19,1.479601680782401e-13,-1.2469337474370202e-13,1.9564747344830518e-14,9.18909190221976e-16,6.158654605037109e-18,2.3654837561353395e-25,4.1174230556835096e-25,1.439390105806647e-20,3.4131315600667445e-29,2.5736046674305247e-29,1.7596156014391748e-16,2.339247186220147e-21,1.798870899205628e-20,2.066328629549773e-35,1.9687456317937243e-16,5.249836114857506e-15,2.0384531610859703e-22,4.463273210730986e-16,1.0228581000530798e-22,1.6436293681084116e-17,1.0619280190357807e-17,3.3510059030890876e-17,1.339808828437447e-13,1.425135685224494e-14,2.79876787925473e-25,1.697031813280583e-20
1.5,2.3749159132345132e-11,1.1669095556047572e-12,9.998827326346295e-09,4.3099381891873567e-14,9.992183278605313e-11,8.875626989568653e-14,4.489704445886441e-16,2.2474022123344675e-14,1.5999987809519172e-07,6.607010415910281e-15,8.99999820107654e-08,7.973401746487929e-15,1.0007748473857607e-14,1.39999999954677e-06,6.999999975325705e-10,2.462384504733891e-18,2.6966900048624865e-26,3.580016881696614e-26,5.0447290236240496e-21,5.0447290236240496e-21,1.999999992950202e-08,7.049735910313379e-17,3.4070695779608116e-22,2.800906108441759e-22,4.455035722111531e-21,2.499996152632536e-09,9.710576755613718e-17,3.750261695653086e-15,3.3999999997402887e-06,0.0,0.0,0.0,0.0,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,0.0,1.0,7.562665525703906e-13,5.4446760591660996e-14,1.8961504206000405e-16,1.1536962018628247e-14,1.0325109285171994e-19,1.487996729874352e-13,-1.2553311374480716e-13,1.9653271757866268e-14,9.31940833603006e-16,6.28558620208496e-18,2.4629441319276904e-25,4.314342718697028e-25,1.4774307028403346e-20,3.5800168816966145e-29,2.696690004862487e-29,1.7958817720242748e-16,2.4346916610371345e-21,1.884964115905938e-20,2.2767925016302313e-35,1.9966634185878794e-16,5.285187669670692e-15,2.092599279902731e-22,4.526569764334248e-16,1.075445623235575e-22,1.6672908956173203e-17,1.083814653154199e-17,3.370371663687065e-17,1.3484413274006805e-13,1.4352123143678272e-14,2.9356138429912236e-25,1.778575378860517e-20
