ATIII,II,IIa,IIa_ATIII,IX,IXa,IXa_ATIII,IXa_VIIIa,IXa_VIIIa_X,TF,TFPI,TF_VII,TF_VIIa,TF_VIIa_ATIII,TF_VIIa_IX,TF_VIIa_X,TF_VIIa_Xa,TF_VIIa_Xa_TFPI,V,VII,VIII,VIIIa,VIIIa1_L,VIIIa2,VIIa,Va,X,Xa,Xa_ATIII,Xa_TFPI,Xa_Va,Xa_Va_II,mIIa,mIIa_ATIII,Time
3.4e-06,1.4e-06,0.0,0.0,9e-08,0.0,0.0,0.0,0.0,2.5e-11,2.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,1e-08,7e-10,0.0,0.0,0.0,1e-10,0.0,1.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.399999999999998e-06,1.4e-06,6.327294697849027e-25,0.0,8.999999999747297e-08,1.4741684798531937e-20,0.0,6.98125440718979e-45,9.621041472743072e-47,2.4991426608039945e-11,2.499999999999388e-09,7.998500984931858e-15,5.611101399233475e-16,0.0,2.5123016086208986e-18,1.1064771636381805e-17,2.009374458144776e-19,6.117168577803508e-22,2e-08,9.999992001486554e-09,7e-10,1.4716275281095066e-29,1.20382028726277e-34,1.20382028726277e-34,9.999942512148324e-11,4.204684475178138e-28,1.599999999887192e-07,1.4527839071927103e-20,0.0,1.3559024283900816e-25,8.353090018163166e-42,4.403971720517995e-43,1.0332649108493126e-46,0.0,0.01
3.399999999999991e-06,1.4e-06,9.006643612319848e-24,0.0,8.999999999013463e-08,1.1791454547129098e-19,0.0,1.945293632308665e-42,4.615720125625461e-44,2.4982856430781072e-11,2.499999999993193e-09,1.5994004700514796e-14,1.0957262147725306e-15,0.0,9.74745781539027e-18,4.252306917584832e-17,1.5522636032277553e-18,6.804533447784587e-21,2e-08,9.999984005946185e-09,7e-10,4.0002515290339404e-28,7.025313565684616e-33,7.025313565684616e-33,9.999885048459241e-11,1.1429490806195255e-26,1.599999999557563e-07,1.6160145859922765e-19,0.0,1.930140662820581e-24,3.171934834770563e-39,4.842847080767488e-40,7.070646860382536e-42,0.0,0.02
3.3999999999999806e-06,1.4e-06,5.393358316182885e-23,0.0,8.99999999783231e-08,3.907644792223113e-19,0.0,6.375200973254879e-41,3.094573920833627e-42,2.4974289466227246e-11,2.499999999968859e-09,2.3986512274032012e-14,1.6057895098003867e-15,0.0,2.1286145202589912e-17,9.199936152233425e-17,4.896065474465702e-18,3.11291852910187e-20,2e-08,9.999976013378534e-09,7e-10,3.869644343323686e-27,1.0114913038347e-31,1.0114913038347e-31,9.99982760876922e-11,1.105641569271081e-25,1.599999999023342e-07,7.39280957460764e-19,0.0,1.1558604893444833e-23,1.0712251752699304e-37,4.5852548708955646e-38,2.576350952995269e-39,0.0,0.03
3.399999999999966e-06,1.3999999999999997e-06,2.0167509926959686e-22,0.0,8.999999996235071e-08,9.07570916693334e-19,0.0,8.668466542014572e-40,5.92187066446125e-41,2.4965725712432725e-11,2.4999999999077624e-09,3.197602483857601e-14,2.093256197845103e-15,0.0,3.674172168211663e-17,1.5734701310290398e-16,1.0791837294804411e-17,9.219426119740299e-20,2e-08,9.999968023782683e-09,7e-10,2.0216590965490065e-26,7.201261440562285e-31,7.201261440562285e-31,9.999770192974765e-11,5.776374597584709e-25,1.599999998295794e-07,2.189474619127288e-18,0.0,4.322345134344486e-23,1.4906823080382422e-36,1.0397847911251315e-36,7.922272039367024e-38,0.0,0.04
3.399999999999948e-06,1.3999999999999995e-06,5.84029887533817e-22,0.0,8.999999994251744e-08,1.7392549373247277e-18,0.0,8.167536411371276e-39,7.466395975536747e-40,2.495716516740923e-11,2.4999999997862884e-09,3.996254359249022e-14,2.5601356373282052e-15,0.0,5.574327464490318e-17,2.3654975237563195e-16,1.9594786508949092e-17,2.1358646481603374e-19,1.9999999999999997e-08,9.999960037156812e-09,7e-10,7.499438490185201e-26,3.4971281729795726e-30,3.4971281729795726e-30,9.999712801059686e-11,2.1427966293999324e-24,1.5999999973856924e-07,5.072275746055227e-18,0.0,1.2517655909622278e-22,1.1823466793105976e-35,1.7785098018115916e-35,9.726179693043413e-37,0.0,0.05
3.3999999999999255e-06,1.3999999999999985e-06,1.3770381081434419e-21,0.0,8.999999991906985e-08,2.9439344260612028e-18,0.0,4.2714400392006307e-38,4.512358081254944e-39,2.494860782941863e-11,2.499999999581078e-09,4.794606961728576e-14,3.008168245462032e-15,0.0,7.798613639057113e-17,3.2798498493794726e-16,3.1469240971538557e-17,4.186263340264588e-19,1.9999999999999994e-08,9.999952053498482e-09,6.999999999999998e-10,2.117234598520545e-25,1.1852589710540276e-29,1.1852589710540276e-29,9.999655433093718e-11,6.0495803553040426e-24,1.5999999963018484e-07,9.941425676576134e-18,0.0,2.951566612080874e-22,3.515217094169047e-35,1.4115641411599674e-34,2.8474833397683673e-36,0.0,0.06
3.3999999999998993e-06,1.3999999999999972e-06,2.816861695394132e-21,0.0,8.999999989223671e-08,4.575576704361682e-18,0.0,1.7263807948680188e-37,2.0389091665150984e-38,2.4940053696750184e-11,2.4999999992678637e-09,5.592660400836208e-14,3.4390259232686824e-15,0.0,1.0318758388907558e-16,4.301741744302334e-16,4.6481092518448116e-17,7.315319719236161e-19,1.9999999999999984e-08,9.99994407280444e-09,6.999999999999994e-10,5.042338154379306e-25,3.286580868676505e-29,3.286580868676505e-29,9.999598089231222e-11,1.44076194633986e-23,1.5999999950523932e-07,1.7371941431256648e-17,0.0,6.03796761218611e-22,-9.322443406419822e-35,8.892093473080496e-34,-2.0984423251067743e-35,0.0,0.07
3.3999999999998696e-06,1.3999999999999949e-06,5.213865798271327e-21,0.0,8.99999998622357e-08,6.685713034642741e-18,0.0,6.1233473124635574e-37,8.417451673113063e-38,2.4931502767667565e-11,2.499999998821373e-09,6.390414791012055e-14,3.85434659219434e-15,0.0,1.3107835632370093e-16,5.417362058643746e-16,6.461831132463126e-17,1.177508953065786e-18,1.9999999999999967e-08,9.999936095070423e-09,6.999999999999987e-10,1.070488628693645e-24,8.016151309828133e-29,8.016151309828133e-29,9.999540769724664e-11,3.058767971700383e-23,1.5999999936450213e-07,2.796224126048293e-17,0.0,1.117646617090133e-21,-4.005049810246154e-33,7.213806577483442e-33,-7.19032330165815e-34,0.0,0.08
3.3999999999998357e-06,1.3999999999999906e-06,9.473187249687466e-21,0.0,8.999999982938946e-08,9.351733578062596e-18,0.0,3.8025039227733817e-36,8.367185341495086e-37,2.49229550390484e-11,2.4999999981945055e-09,7.18787035369002e-14,4.2567614631100974e-15,0.0,1.6125843630801026e-16,6.607494280907107e-16,8.55255478525968e-17,1.803463146531335e-18,1.999999999999993e-08,9.999928120284075e-09,6.999999999999974e-10,2.3699698166556602e-24,2.2098078131900575e-28,2.2098078131900575e-28,9.999483475497592e-11,6.77197370423e-23,1.5999999920908926e-07,4.2825714894594235e-17,0.0,2.0308313836926954e-21,-1.791475694806353e-31,2.066080310810326e-31,-3.327884198922469e-32,0.0,0.09
3.3999999999997976e-06,1.3999999999999838e-06,1.611804472898235e-20,0.0,8.999999979386601e-08,1.2614073220414344e-17,0.0,1.1271576223656069e-35,2.683580597336413e-36,2.491441050920249e-11,2.4999999973616206e-09,7.985027210231327e-14,4.647664524353113e-15,0.0,1.9351932924774565e-16,7.862272368358473e-16,1.0897895969770747e-16,2.6349232302525832e-18,1.9999999999999865e-08,9.999920148438255e-09,6.999999999999951e-10,4.675393309978535e-24,4.959050757959379e-28,4.959050757959379e-28,9.999426207094918e-11,1.3359683463004178e-22,1.5999999903957933e-07,6.25683073383119e-17,0.0,3.45556862458363e-21,-6.326840836258207e-31,7.188790403584838e-31,-1.1766598495841621e-31,0.0,0.1
3.3999999999997553e-06,1.399999999999975e-06,2.5148438236155966e-20,0.0,8.999999975566539e-08,1.647273196169798e-17,0.0,2.301955163389439e-35,5.6247607062918445e-36,2.4905869178129837e-11,2.4999999963227186e-09,8.781885360635979e-14,5.027055775923384e-15,0.0,2.2786103514290696e-16,9.18169632099784e-16,1.349785468599632e-16,3.671889204229529e-18,1.999999999999977e-08,9.999912179532966e-09,6.999999999999918e-10,7.986759108662266e-24,9.049343965290766e-28,9.049343965290766e-28,9.999368964516643e-11,2.282189724802289e-22,1.5999999885597237e-07,8.719001859163588e-17,0.0,5.391858339762933e-21,-1.364614592245803e-30,1.5440268344098364e-30,-2.5388046123774005e-31,0.0,0.11
3.3999999999997087e-06,1.3999999999999635e-06,3.656436777120832e-20,0.0,8.999999971478755e-08,2.0927709801913503e-17,0.0,3.904643015348837e-35,9.660258861015801e-36,2.4897331045830443e-11,2.4999999950777985e-09,9.578444804903971e-14,5.394935217820911e-15,0.0,2.6428355399349427e-16,1.0565766138825209e-15,1.6352430933936395e-16,4.914361068462174e-18,1.9999999999999646e-08,9.999904213568205e-09,6.999999999999876e-10,1.2304067212706855e-23,1.4480687435184221e-27,1.4480687435184221e-27,9.999311747762767e-11,3.5158615059286143e-22,1.5999999865826832e-07,1.1669084865456617e-16,0.0,7.839700529230604e-21,-2.3749390953405804e-30,2.6820514132350906e-30,-4.419222708271963e-31,0.0,0.12
3.3999999999996574e-06,1.399999999999949e-06,5.107506466290434e-20,0.0,8.999999967138592e-08,2.6017068434534345e-17,0.0,7.169307928388365e-35,1.9043575389656312e-35,2.4888796110527444e-11,2.499999993605739e-09,1.0374705676198805e-13,5.75251326668068e-15,0.0,3.0259543168926103e-16,1.200560238643891e-15,1.9446479247643567e-16,6.383308880416009e-18,1.9999999999999474e-08,9.99989625053435e-09,6.999999999999816e-10,1.8269269242785376e-23,2.278404847583376e-27,2.278404847583376e-27,9.99925455761805e-11,5.220442179187883e-22,1.599999984469876e-07,1.5156834660260285e-16,0.0,1.09513070385578e-20,-1.718187647612275e-29,1.7769479445499654e-29,-3.436182685385082e-30,0.0,0.13
3.3999999999996015e-06,1.3999999999999294e-06,7.049858520851067e-20,0.0,8.999999962585363e-08,3.1838375886658907e-17,0.0,1.5259429992115323e-34,4.4678209254225574e-35,2.4880264367666014e-11,2.499999991852395e-09,1.117066831587417e-13,6.102892726194939e-15,0.0,3.423058913332285e-16,1.3478443360014763e-15,2.27411754683082e-16,8.132487661172204e-18,1.999999999999921e-08,9.999888290406728e-09,6.999999999999724e-10,2.752795548681923e-23,3.788393611931854e-27,3.788393611931854e-27,9.999197396094156e-11,7.866212524080843e-22,1.5999999822346415e-07,1.9309793865174106e-16,0.0,1.5116860440250325e-20,-8.043827126030135e-29,8.176242775416476e-29,-1.6297317648149126e-29,0.0,0.14
3.3999999999995397e-06,1.399999999999905e-06,9.492617799401809e-20,0.0,8.999999957821045e-08,3.839652911583685e-17,0.0,2.8333784864588758e-34,8.711140910930725e-35,2.487173581701755e-11,2.499999989815048e-09,1.196633274106267e-13,6.446229326662e-15,0.0,3.8339030074103927e-16,1.4983146645375696e-15,2.6234571004129795e-16,1.0164595385304438e-17,1.999999999999885e-08,9.9998803331841e-09,6.999999999999596e-10,4.016271842949595e-23,5.997732220882285e-27,5.997732220882285e-27,9.999140263292053e-11,1.147677602099071e-21,1.5999999798776492e-07,2.4134363868258506e-16,0.0,2.035594407068392e-20,-1.9388335620336688e-28,1.9641535038810796e-28,-3.937970280301833e-29,0.0,0.15
3.3999999999994728e-06,1.3999999999998754e-06,1.2435784301942675e-19,0.0,8.999999952845637e-08,4.569152812206822e-17,0.0,4.639237254580874e-34,1.4634317495490158e-34,2.4863210458582043e-11,2.499999987493699e-09,1.2761698951764308e-13,6.7825230680818664e-15,0.0,4.2584865991269356e-16,1.6519712242521718e-15,2.9926665855108383e-16,1.2479632052812725e-17,1.9999999999998392e-08,9.999872378866468e-09,6.999999999999436e-10,5.617355807081562e-23,8.906420674434685e-27,8.906420674434685e-27,9.99908315921174e-11,1.6052132669917503e-21,1.5999999773988997e-07,2.9630544669513524e-16,0.0,2.6668557929858615e-20,-3.5751713130531994e-28,3.6172824734732986e-28,-7.268333814999278e-29,0.0,0.16
3.3999999999994008e-06,1.3999999999998411e-06,1.5900645226186417e-19,0.0,8.99999994766134e-08,5.372928434720671e-17,0.0,7.0855500498465595e-34,2.2898653721998773e-34,2.4854688291983488e-11,2.4999999848852447e-09,1.3556766978594397e-13,7.11194494887987e-15,0.0,4.696530268872119e-16,1.808700634614837e-15,3.3814194959789517e-16,1.5080654487781122e-17,1.9999999999997833e-08,9.999864427450951e-09,6.999999999999242e-10,7.582029109054152e-23,1.2604818959117206e-26,1.2604818959117206e-26,9.999026084103422e-11,2.166654162671329e-21,1.5999999747990962e-07,3.5805581517630855e-16,0.0,3.4100412036786425e-20,-1.0953391060444137e-27,1.1015374392527006e-27,-2.2457002013110324e-28,0.0,0.17
3.3999999999993224e-06,1.3999999999997986e-06,2.0135732680029493e-19,0.0,8.999999942293873e-08,6.257881500640841e-17,0.0,1.183055302116839e-33,4.122498919684704e-34,2.4846169312831893e-11,2.4999999819534623e-09,1.4351537178992576e-13,7.436491408402741e-15,0.0,5.144771739217688e-16,1.967179156230356e-15,3.78590381007246e-16,1.800335169650028e-17,1.999999999999708e-08,9.999856478903952e-09,6.999999999998978e-10,1.021363269566337e-22,1.8147897213525117e-26,1.8147897213525117e-26,9.998969040888286e-11,2.9186992749956873e-21,1.5999999720864546e-07,4.274406407790551e-16,0.0,4.3185179612825217e-20,-8.52514385275452e-27,8.531732237291843e-27,-1.7601844638272155e-27,0.0,0.18
3.399999999999237e-06,1.3999999999997477e-06,2.5212399358383057e-19,0.0,8.999999936750619e-08,7.225993469963924e-17,0.0,1.9350319940363644e-33,7.182994984235685e-34,2.483765351986691e-11,2.4999999786879534e-09,1.5146009655578517e-13,7.756735617372046e-15,0.0,5.602274421776638e-16,2.127026748169581e-15,4.205025109742699e-16,2.1257969867275984e-17,1.9999999999996113e-08,9.99984853321582e-09,6.99999999999864e-10,1.3599254686886895e-22,2.5838533657606203e-26,2.5838533657606203e-26,9.998912030404994e-11,3.886239578170864e-21,1.599999969263334e-07,5.047027774602144e-16,0.0,5.4076076364662125e-20,-2.4403328697090582e-26,2.440816297333916e-26,-5.042745271605828e-27,0.0,0.19
3.3999999999991454e-06,1.3999999999996884e-06,3.11306452612471e-19,0.0,8.999999931031576e-08,8.277264342689919e-17,0.0,2.964485080743232e-33,1.1471353565852813e-33,2.4829140913088532e-11,2.4999999750887172e-09,1.594018440835222e-13,8.072677575787785e-15,0.0,6.069038316548969e-16,2.2882434104325116e-15,4.638783394989666e-16,2.4844509000108235e-17,1.9999999999994928e-08,9.999840590386556e-09,6.999999999998225e-10,1.7738895082724726e-22,3.5676728291360465e-26,3.5676728291360465e-26,9.998855052653547e-11,5.069275072196856e-21,1.5999999663297344e-07,5.898422252197864e-16,0.0,6.677310229229711e-20,-4.8729893639052606e-26,4.873082964739465e-26,-1.007225244346694e-26,0.0,0.2
3.3999999999990463e-06,1.3999999999996209e-06,3.78904703886216e-19,0.0,8.999999925136745e-08,9.411694118818823e-17,0.0,4.2714145622374376e-33,1.698757466453608e-33,2.4820631492496768e-11,2.499999971155754e-09,1.673406143731368e-13,8.384317283649959e-15,0.0,6.545063423534679e-16,2.4508291430191476e-15,5.087178665813362e-16,2.8762969094997014e-17,1.999999999999353e-08,9.99983265041616e-09,6.999999999997735e-10,2.2632553883176847e-22,4.7662481114787855e-26,4.7662481114787855e-26,9.998798107633941e-11,6.467805757073661e-21,1.5999999632856558e-07,6.828589840577709e-16,0.0,8.127625739573015e-20,-8.15048386786405e-26,8.14997322594582e-26,-1.684870597941053e-26,0.0,0.21
3.3999999999988748e-06,1.3999999999994123e-06,5.863257666344228e-19,0.0,8.999999919380357e-08,1.0726961525052384e-16,0.0,3.590181653018729e-31,4.129362408171455e-31,2.481212508673416e-11,2.499999966455705e-09,1.7527656162393333e-13,8.713757339708772e-15,0.0,6.989136885710894e-16,2.6054266324121844e-15,5.460108253904653e-16,3.3418371698065506e-17,1.99999999999779e-08,9.999824711522079e-09,6.999999999992265e-10,7.727224714772987e-22,6.477921537763097e-25,6.477921537763097e-25,9.998741356465905e-11,2.2096285760490702e-20,1.5999999602145173e-07,7.932811342016148e-16,0.0,1.2592269823087618e-19,-4.1440833932777867e-26,4.8949001115862357e-26,2.841410488082925e-26,0.0,0.22
3.39999999999869e-06,1.3999999999991817e-06,8.158085638752283e-19,0.0,8.999999913480811e-08,1.2135531267446117e-16,0.0,7.507164832897255e-31,8.669313715031672e-31,2.4803621849363575e-11,2.4999999613769268e-09,1.8320954764941107e-13,9.041190386273693e-15,0.0,7.438191817130237e-16,2.760421483306995e-15,5.838318129465502e-16,3.844775466503847e-17,1.9999999999960603e-08,9.999816775301755e-09,6.99999999998621e-10,1.3775352739319496e-21,1.3109220891115931e-24,1.3109220891115931e-24,9.998684654761168e-11,3.9395589846458556e-20,1.5999999570415624e-07,9.125700374892608e-16,0.0,1.753179360238614e-19,-1.3839386770581076e-27,1.7184300210613296e-26,7.751539038456042e-26,0.0,0.23
3.3999999999984936e-06,1.399999999998933e-06,1.0635040167456767e-18,0.0,8.999999907428905e-08,1.363454221175834e-16,0.0,1.1690217938997308e-30,1.351658234446919e-30,2.4795121785404288e-11,2.499999955932113e-09,1.911395679328762e-13,9.365969010092641e-15,0.0,7.893435394835302e-16,2.91608778332755e-15,6.224447514343565e-16,4.38392543992725e-17,1.999999999994204e-08,9.999808841807404e-09,6.999999999979715e-10,2.0264135610660426e-21,2.0198877077654285e-24,2.0198877077654285e-24,9.998627997800327e-11,5.795521681439321e-20,1.5999999537643477e-07,1.0404466043224318e-15,0.0,2.286319393884217e-19,3.628483772452615e-26,-1.1633674235410245e-26,1.2887968395343605e-25,0.0,0.24
3.3999999999982852e-06,1.3999999999986659e-06,1.3294121252457638e-18,0.0,8.999999901224638e-08,1.522399435798907e-16,0.0,1.613934097131889e-30,1.8671168296483978e-30,2.47866248948563e-11,2.4999999501212635e-09,1.9906662247432868e-13,9.688093211165618e-15,0.0,8.354867618826086e-16,3.0724255324738498e-15,6.61849640853884e-16,4.959287090076763e-17,1.9999999999922222e-08,9.999800911039026e-09,6.999999999972778e-10,2.719357332879577e-21,2.7746890097378167e-24,2.7746890097378167e-24,9.998571385583382e-11,7.777516666429465e-20,1.599999950382873e-07,1.176910834701125e-15,0.0,2.85864708324557e-19,7.156549527197488e-26,-3.7504922222208055e-26,1.825069855874554e-25,0.0,0.25
3.3999999999980654e-06,1.3999999999983804e-06,1.6135328893754967e-18,0.0,8.99999989486801e-08,1.6903887706138314e-16,0.0,2.085453392986197e-30,2.4133071571076042e-30,2.4778131177719607e-11,2.4999999439443787e-09,2.069907112737686e-13,1.0007562989492619e-14,0.0,8.822488489102596e-16,3.2294347307458944e-15,7.020464812051332e-16,5.570860416952397e-17,1.9999999999901142e-08,9.99979298299662e-09,6.9999999999654e-10,3.456366589372563e-21,3.5753259950287566e-24,3.5753259950287566e-24,9.998514818110332e-11,9.885543939616278e-20,1.5999999468971387e-07,1.3219627286253408e-15,0.0,3.4701624283226775e-19,1.0445803396528807e-25,-6.042944374978032e-26,2.3839729528661926e-25,0.0,0.26
3.3999999999978338e-06,1.399999999998077e-06,1.915866309134868e-18,0.0,8.99999988835902e-08,1.867422225620606e-16,0.0,2.5835796814626553e-30,2.990229216824543e-30,2.4769640633994217e-11,2.4999999374014582e-09,2.1491183433119584e-13,1.0324378345073648e-14,0.0,9.296298005664821e-16,3.3871153781436822e-15,7.430352724881035e-16,6.218645420554132e-17,1.9999999999878802e-08,9.999785057680185e-09,6.999999999957581e-10,4.237441330544988e-21,4.421798663638249e-24,4.421798663638249e-24,9.99845829538118e-11,1.2119603500999743e-19,1.5999999433071447e-07,1.475602286095081e-15,0.0,4.1208654291155356e-19,1.3496245380446566e-25,-8.040723881812675e-26,2.965506130509268e-25,0.0,0.27
3.3999999999975907e-06,1.3999999999977549e-06,2.236412384523881e-18,0.0,8.99999988169767e-08,2.053499800819232e-16,0.0,3.108312962561266e-30,3.597883008799209e-30,2.4761153263680125e-11,2.4999999304925025e-09,2.228299916466105e-13,1.0638539277908705e-14,0.0,9.776296168512766e-16,3.545467474667215e-15,7.848160147027952e-16,6.902642100881988e-17,1.99999999998552e-08,9.999777135089723e-09,6.99999999994932e-10,5.0625815563968575e-21,5.3141070155662994e-24,5.3141070155662994e-24,9.998401817395923e-11,1.4479695350579895e-19,1.5999999396128904e-07,1.6378295071103435e-15,0.0,4.810756085624152e-19,1.6307875478950767e-25,-9.743830742724746e-26,3.569669388803788e-25,0.0,0.28
3.399999999997336e-06,1.3999999999974146e-06,2.5751711155425334e-18,0.0,8.999999874883961e-08,2.2486214962097075e-16,0.0,3.659653236282027e-30,4.2362685330316e-30,2.475266906677733e-11,2.499999923217511e-09,2.3074518322001246e-13,1.0950045787997784e-14,0.0,1.0262482977646427e-15,3.70449102031649e-15,8.273887078492083e-16,7.622850457935945e-17,1.999999999983034e-08,9.999769215225235e-09,6.999999999940618e-10,5.931787266928167e-21,6.252251050812891e-24,6.252251050812891e-24,9.998345384154562e-11,1.696581948835669e-19,1.5999999358143767e-07,1.808644391671128e-15,0.0,5.539834397848512e-19,1.8880693692041392e-25,-1.1152264957714238e-25,4.196462727749742e-25,0.0,0.29
3.3999999999970693e-06,1.399999999997056e-06,2.9321425021908278e-18,0.0,8.999999867917891e-08,2.4527873117920343e-16,0.0,4.23760050262494e-30,4.90538578952172e-30,2.4744188043285832e-11,2.499999915576484e-09,2.3865740905140187e-13,1.1258897875340893e-14,0.0,1.0754858433065813e-15,3.864186015091513e-15,8.707533519273429e-16,8.37927049171602e-17,1.9999999999804217e-08,9.999761298086718e-09,6.999999999931476e-10,6.845058462138927e-21,7.236230769378043e-24,7.236230769378043e-24,9.998288995657096e-11,1.9577975914330192e-19,1.599999931911603e-07,1.9880469397774365e-15,0.0,6.308100365788625e-19,2.121470001971848e-25,-1.2266026526781169e-25,4.8458861473471395e-25,0.0,0.3
3.3999999999967915e-06,1.3999999999966791e-06,3.307326544468765e-18,0.0,8.999999860799459e-08,2.66599724756621e-16,0.0,4.8421547615900065e-30,5.6052347782695704e-30,2.4735710193205637e-11,2.499999907569422e-09,2.4656666914077864e-13,1.156509553993803e-14,0.0,1.1253422534770916e-15,4.024552458992278e-15,9.149099469371987e-16,9.171902202222203e-17,1.9999999999776837e-08,9.999753383674174e-09,6.999999999921892e-10,7.802395142029125e-21,8.266046171261745e-24,8.266046171261745e-24,9.998232651903528e-11,2.2316164628500334e-19,1.5999999279045694e-07,2.1760371514292675e-15,0.0,7.115553989444493e-19,2.3309894461982e-25,-1.3085115449925532e-25,5.5179396475959825e-25,0.0,0.31
