A,AcCoA,CoA,D,Met,ORN,P,S,SAM,aD,aS,Time
0.01,39.5,160.0,0.01,50.0,300.0,0.01,0.01,0.01,0.01,0.01,0.0
0.009998673851960805,39.5,160.0,0.011559474823779779,50.0,300.0,0.020931777956566026,0.010000464306283232,0.012472251762990681,0.009927043366288212,0.008440109992067877,0.01
0.009996889429851438,39.5,160.0,0.012878577834513572,50.0,300.0,0.032266356472913704,0.010001039525429122,0.014944420669898319,0.00985451652048867,0.0071207949892229455,0.02
0.009994659594920253,39.5,160.0,0.013993627160608032,50.0,300.0,0.04400304904582284,0.010001708551076776,0.017416497596073104,0.009782433943139756,0.006005777228345122,0.03
0.009991995191073898,39.5,160.0,0.01493575108416206,50.0,300.0,0.05614121936371313,0.010002456834504741,0.01988847300799429,0.009710807346539743,0.005063964605728281,0.04
0.009988905307203595,39.5,160.0,0.01573147535403861,50.0,300.0,0.0686803055275951,0.010003272060929666,0.02236033698346035,0.009639646046111644,0.004268863917994133,0.05
0.009985397585152841,39.5,160.0,0.016403387101897666,50.0,300.0,0.08161980785616674,0.010004143802201833,0.024832079250988025,0.009568957321937565,0.003597917499797159,0.06
0.009981478467600443,39.5,160.0,0.016970687365351473,50.0,300.0,0.09495927912775952,0.010005063234860891,0.027303689223977252,0.00949874671934145,0.003031951149664942,0.07
0.00997715340773859,39.5,160.0,0.01744967492687302,50.0,300.0,0.10869831635435272,0.010006022898598104,0.02977515603375824,0.009429018311423879,0.0025546906741956785,0.08
0.009972427046098778,39.5,160.0,0.017854167614116546,50.0,300.0,0.12283655383715891,0.010007016489730267,0.032246468560778355,0.009359774926489319,0.002152340914469801,0.09
0.009967303358987562,39.5,160.0,0.018195866401991837,50.0,300.0,0.137373657315502,0.010008038685311263,0.03471761546386667,0.009291018343567076,0.0018132219214111174,0.1
0.009961785784466564,39.5,160.0,0.018484674691680768,50.0,300.0,0.15230931895083538,0.010009084990842888,0.03718858520825566,0.00922274946259387,0.001527449916585164,0.11
0.009955877324920223,39.5,160.0,0.01872896390798678,50.0,300.0,0.16764325322717907,0.010010151614984248,0.039659366090721605,0.009154968444701138,0.0012866718909179586,0.12
0.009949580634811689,39.5,160.0,0.018935807829636418,50.0,300.0,0.18337519338453806,0.010011235359738885,0.04212994626378687,0.009087674835523462,0.0010838314461149227,0.13
0.009942898092964973,39.5,160.0,0.0191111807683022,50.0,300.0,0.19950488844498437,0.010012333528383157,0.04460031375787785,0.009020867668241627,0.0009129707588746916,0.14
0.009935831862534097,39.5,160.0,0.01926012618031549,50.0,300.0,0.21603210070809575,0.010013443847560335,0.047070456501740326,0.008954545550582681,0.0007690620898044579,0.15
0.009928383940851758,39.5,160.0,0.019386900740593654,50.0,300.0,0.2329566036305329,0.010014564401048072,0.049540362341269205,0.008888706738421745,0.0006478638116158505,0.16
0.009920556200561894,39.5,160.0,0.01949509623351024,50.0,300.0,0.25027818004573016,0.010015693573962668,0.052010019056677674,0.008823349197433075,0.0005457986037652098,0.17
0.009912350423571534,39.5,160.0,0.019587742017974263,50.0,300.0,0.26799662067453556,0.010016830005945507,0.05447941437808545,0.008758470654743182,0.0004598510584656465,0.18
0.009903768329346776,39.5,160.0,0.01966739328144601,50.0,300.0,0.2861117228532179,0.01001797255107983,0.05694853599981838,0.008694068642434577,0.00038747948726699464,0.19
0.009894811598237956,39.5,160.0,0.019736205050983068,50.0,300.0,0.30462328946898426,0.010019120244279285,0.05941737159328619,0.008630140533976547,0.0003265419603274721,0.2
0.009885481890816134,39.5,160.0,0.019795994672199,50.0,300.0,0.32353112806523104,0.010020272272987909,0.06188590881859585,0.00856668357460194,0.00027523386931469667,0.21
0.009875780863938005,39.5,160.0,0.01984829515984639,50.0,300.0,0.3428350500803353,0.010021427953058711,0.06435413533497675,0.008503694906880502,0.0002320346123605072,0.22
0.009865710184112645,39.5,160.0,0.019894399377919886,50.0,300.0,0.3625348702184749,0.01002258670880682,0.06682203881008832,0.00844117159174894,0.00019566344255773983,0.23
0.009855271538747398,39.5,160.0,0.019935397835518582,50.0,300.0,0.38263040591271247,0.010023748055965986,0.06928960692834162,0.00837911062624516,0.00016504169632085668,0.24
0.009844466645609133,39.5,160.0,0.01997221058395458,50.0,300.0,0.40312147687263306,0.01002491158731559,0.07175682739825862,0.008317508958316221,0.0001392609163725957,0.25
0.00983329726084806,39.5,160.0,0.020005614036150345,50.0,300.0,0.42400790470458627,0.010026076960614225,0.07422368795896382,0.008256363499044506,0.00011755604880483323,0.26
0.009821765185924876,39.5,160.0,0.020036263512719022,50.0,300.0,0.4452895125925045,0.010027243888454631,0.07669017638590789,0.008195671132883964,9.92829103845757e-05,0.27
0.009809872273442266,39.5,160.0,0.02006471253930395,50.0,300.0,0.4669661250253585,0.010028412129588125,0.07915628049572591,0.008135428726178836,8.38989027766685e-05,0.28
