Time,SAM,A,P,S,D,aS,aD,Met,ORN,AcCoA,CoA,Vmaxodc,Vmaxssat,Vmaxsamdc,Antz,Keq,Kdodc,Ksodc,Kdssat,Ksssat,Kdsamdc,Kssamdc,Kdantz,Ksantz,R,C,Kaccoa,Kcoa,cytosol,ODC,SAMdc,SSAT_for_S,SSAT_for_D,PAO_for_aD,PAO_for_aS,SpdS,SpmS,MAT,VCoA,VacCoA,P_efflux,aD_efflux
1.76,0.43419767505245666,0.006783031375043053,7.933477030775521,0.010214514535849453,0.032669183879538384,1.5606880084471557e-06,0.002768114626457543,50.0,300.0,39.5,160.0,9.524099634740914,0.4818530258015957,2.0279389513952246,0.5547273922593647,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,7.9286853311355285,0.01639037579638039,2.6603864291676737e-05,0.00010171217481350032,0.0020432918101229575,2.6880615139466854e-05,0.01697331677992665,0.00017840619072662705,0.24628912860477659,0.47400000000000003,0.64,0.07933477030775521,2.7681146264575428e-05
1.77,0.43649578674231004,0.006775581227734318,8.012004694808494,0.010216036455903356,0.032837062580313874,1.5579234935823342e-06,0.0027484970651735865,50.0,300.0,39.5,160.0,9.569392066551021,0.48093031965407224,2.0371204630343414,0.5546165437661955,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,7.9663105532088485,0.01656058533076699,2.655684107633141e-05,0.00010203894116826462,0.0020288068914657334,2.683294532303012e-05,0.017110766263596217,0.00017914517627353802,0.24628404836755488,0.47400000000000003,0.64,0.08012004694808494,2.7484970651735864e-05
1.78,0.4387921419059564,0.006768449181130459,8.090899128035277,0.010217566307609744,0.03300631024512683,1.555165511646867e-06,0.002729029058461033,50.0,300.0,39.5,160.0,9.614664656843308,0.48000953281311903,2.0462985757870866,0.5545057177802502,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.003918125038815,0.016731524059601734,2.6509929098834567e-05,0.00010236835892231612,0.0020144323482431618,2.6785387189564026e-05,0.01724918843838577,0.00017989735847864503,0.24627897222267092,0.47400000000000003,0.64,0.08090899128035277,2.729029058461033e-05
1.79,0.4410867333022789,0.0067616322203866135,8.170160108299324,0.0102191042249749,0.03317693687583641,1.552414078773034e-06,0.002709709527391839,50.0,300.0,39.5,160.0,9.659917355996468,0.4790906621946271,2.055473278326912,0.5543949142997443,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.041508000781857,0.016903189888515125,2.646312846396413e-05,0.00010270044020886708,0.002000167384753398,2.6737941018199295e-05,0.017388592851230834,0.00018066281905586022,0.24627390018563733,0.47400000000000003,0.64,0.08170160108299325,2.7097095273918388e-05
1.8,0.44337955371704524,0.006755130018334632,8.249787413237115,0.01022065032330623,0.0333489497929598,1.5496690981713784e-06,0.002690537333329831,50.0,300.0,39.5,160.0,9.705150107689825,0.47817370480729277,2.064644557984555,0.5542841333232246,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.07908012902883,0.017075580693623558,2.641643923159554e-05,0.00010303518874978382,0.001986011161327707,2.669060514474561e-05,0.017528995832621352,0.0001814416900486486,0.24626883227190494,0.47400000000000003,0.64,0.08249787413237115,2.690537333329831e-05
1.81,0.445670595950672,0.0067489389762342995,8.329780819534813,0.010222204740625442,0.03352235953323945,1.5469305965596338e-06,0.0026715114214605168,50.0,300.0,39.5,160.0,9.750362862239571,0.4772586575749604,2.073812403422281,0.5541733748489116,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.116634463907767,0.017248694380317363,2.6369861512965097e-05,0.00010337261807941289,0.0019719629000141377,2.6643380030310608e-05,0.01767040534448191,0.00018223404300932522,0.24626376849689016,0.47400000000000003,0.64,0.08329780819534813,2.6715114214605168e-05
1.82,0.44795985282459017,0.006743055324187128,8.410140103315003,0.010223767616122545,0.03369717678132027,1.5441986011560272e-06,0.0026526307461169412,50.0,300.0,39.5,160.0,9.795555569660342,0.4763455174290516,2.082976803242559,0.5540626388750423,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.154170959307445,0.017422528853117295,2.6323395420391738e-05,0.00010371274202873472,0.0019580218295954773,2.6596266144521583e-05,0.01781282871413368,0.00018303994581264562,0.2462587088759607,0.47400000000000003,0.64,0.08410140103315003,2.6526307461169412e-05
1.83,0.4502473171827035,0.006737475831253516,8.490865040225263,0.010225339085220959,0.03387341166698262,1.5414731115058902e-06,0.002633894253676357,50.0,300.0,39.5,160.0,9.840728178076022,0.47543428132973603,2.092137745669391,0.5539519253999476,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.19168956755444,0.01759708200840091,2.6277041055895726e-05,0.00010405557256844928,0.0019441871729952724,2.654926348070184e-05,0.017956274485613728,0.00018385947614197147,0.24625365342443242,0.47400000000000003,0.64,0.08490865040225262,2.6338942536763574e-05
1.84,0.45253298188999586,0.006732197127230047,8.571955405353574,0.010226919284290755,0.03405107443634503,1.538754126389658e-06,0.0026153008988953693,50.0,300.0,39.5,160.0,9.885880635237559,0.4745249462457116,2.1012952188526683,0.5538412344219781,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.229190240676779,0.017772351741112805,2.6230798522136548e-05,0.00010440112187941042,0.0019304581593060385,2.6502372018921234e-05,0.01810075067180489,0.00018469270875125072,0.24624860215757255,0.47400000000000003,0.64,0.08571955405353573,2.6153008988953694e-05
1.85,0.45481683983253124,0.006727215702649495,8.65341097322831,0.01022850835064866,0.034230175451864166,1.5360416438228702e-06,0.0025968496449099336,50.0,300.0,39.5,160.0,9.931012888522954,0.47361750915420486,2.1104492108681727,0.5537305659395034,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.266672930403994,0.01794833594476303,2.6184667922402762e-05,0.00010474940235022346,0.0019168340237895433,2.6455591725996787e-05,0.01824626473455635,0.0001855397153606804,0.24624355509059942,0.47400000000000003,0.64,0.0865341097322831,2.5968496449099338e-05
1.86,0.4570988839185148,0.00672252825769743,8.735231517917349,0.010230106420578424,0.03441072484608151,1.5333356678979103e-06,0.0025785394579115155,50.0,300.0,39.5,160.0,9.976124884575517,0.4727119670438219,2.1195997096448824,0.5536199199509328,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.304137587865924,0.018125032508492987,2.6138649355772447e-05,0.0001051004255182225,0.0019033140039614843,2.6408922673525797e-05,0.018392824510633926,0.00018640057137718892,0.24623851223868037,0.47400000000000003,0.64,0.0873523151791735,2.5785394579115155e-05
1.87,0.45937910708273266,0.006718133162285215,8.817416813442744,0.010231713621046922,0.03459273107269509,1.5306362374138858e-06,0.002560369284868997,50.0,300.0,39.5,160.0,10.021216567790093,0.4718083169264796,2.1287467026607803,0.5535092964547956,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.341584162332296,0.018302439304544147,2.6092742896982223e-05,0.00010545419766412423,0.0018898973232057224,2.6362365531797792e-05,0.018540442225417012,0.00018727538479642686,0.24623347361692202,0.47400000000000003,0.64,0.08817416813442744,2.5603692848689972e-05
1.8800000000000001,0.46165750227133506,0.006714025451902967,8.899966632359472,0.010233330098095808,0.03477620587250993,1.5279433277526804e-06,0.0025423381298829797,50.0,300.0,39.5,160.0,10.066287885501259,0.47090655579651397,2.1378901779854167,0.5533986954494621,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.379012605532925,0.018480554230432215,2.604694866565299e-05,0.00010581073495826984,0.001876583246932319,2.6315919876981815e-05,0.01868912088382623,0.00018816419805612388,0.24622843924040358,0.47400000000000003,0.64,0.08899966632359473,2.5423381298829798e-05
1.8900000000000001,0.4639340624556979,0.006710201386057367,8.982880747050096,0.010234955990978645,0.034961159749794725,1.5252569402632008e-06,0.002524444984632205,50.0,300.0,39.5,160.0,10.111338783257224,0.4700066806679294,2.1470301233302074,0.5532881169333984,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.416422867722368,0.018659375170791373,2.6001266763123327e-05,0.00010617004964037351,0.0018633710314227463,2.6269585733170763e-05,0.018838866554420727,0.00018906707679604547,0.2462234091241466,0.47400000000000003,0.64,0.08982880747050097,2.5244449846322052e-05
1.9000000000000001,0.4662087806283646,0.006706657113763633,9.066158929345756,0.010236591439732403,0.03514760329660359,1.5225770760936402e-06,0.0025066888487357505,50.0,300.0,39.5,160.0,10.15636920620343,0.4691086885634941,2.1561665263264613,0.5531775609050917,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.453814898832078,0.018838900008493573,2.59556972909512e-05,0.00010653215406712737,0.001850259938805869,2.622336312093878e-05,0.0189896847659166,0.0001899840838395571,0.24621838328312373,0.47400000000000003,0.64,0.09066158929345756,2.5066888487357505e-05
1.9100000000000001,0.46848164980304646,0.006703388673545519,9.149800950526155,0.010238236585177462,0.03533554719277606,1.51990373619148e-06,0.002489068729753031,50.0,300.0,39.5,160.0,10.201379099082539,0.4682125765147397,2.165299374525385,0.55306702736305,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.491188648470466,0.019019126624649267,2.591024035090808e-05,0.0001068970607106999,0.0018372492370581767,2.6177252057341636e-05,0.019141580490288412,0.0001909152791000289,0.24621336173225866,0.47400000000000003,0.64,0.09149800950526155,2.489068729753031e-05
1.92,0.47075266301462204,0.00670039199343532,9.23380658131957,0.010239891568917607,0.0355250022059371,1.5172369213034886e-06,0.0024715836431837986,50.0,300.0,39.5,160.0,10.246368406234447,0.46731834156196145,2.1744286553980783,0.5529565163058027,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.528544065922938,0.01920005289861028,2.5864896044973132e-05,0.00010726478215724793,0.0018243382000040012,2.61312525559172e-05,0.019294558125795773,0.00019186071948545672,0.24620834448642645,0.47400000000000003,0.64,0.0923380658131957,2.4715836431837986e-05
1.93,0.47302181332500537,0.006697663714592342,9.318175592002195,0.01024155652984675,0.03571597836889209,1.5145766601795713e-06,0.0024542326019274517,50.0,300.0,39.5,160.0,10.291337071502856,0.46642598074719643,2.1835543563158764,0.5528460277319148,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.565881100074085,0.019381676702058072,2.5819664466297883e-05,0.00010763532862547161,0.0018115260995668655,2.6085365112890112e-05,0.019448623849420324,0.00019282047569650266,0.24620333156044033,0.47400000000000003,0.64,0.09318175592002195,2.4542326019274518e-05
1.94,0.47528909381471096,0.006695200007364729,9.402907752255327,0.010243231609170464,0.03590848616210818,1.5119229690301953e-06,0.0024370146314351073,50.0,300.0,39.5,160.0,10.336285038369567,0.4655354911243172,2.192676464578612,0.5527355616399663,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.603199699519664,0.01956399590730657,2.5774545712239182e-05,0.00010800871154692037,0.001798812216907861,2.6039590008253892e-05,0.019603782264072566,0.00019379460826107143,0.24619832296907046,0.47400000000000003,0.64,0.09402907752255328,2.4370146314351072e-05
1.95,0.4775544975800235,0.006692996173981724,9.48800283111745,0.010244916952091123,0.03610253691053304,1.5092758379210505e-06,0.002419928774794353,50.0,300.0,39.5,160.0,10.381212249999535,0.464646869762419,2.2017949674240964,0.5526251180285442,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.640499812604196,0.019747008390348875,2.5729539888657357e-05,0.00010838494474587945,0.0017861958461645022,2.5993927071236327e-05,0.01976003517646603,0.0001947831589158405,0.24619331872705005,0.47400000000000003,0.64,0.09488002831117451,2.4199287747943528e-05
1.96,0.4798180177419838,0.006691047909874362,9.573460597136375,0.010246612702458146,0.03629814152382638,1.5066352739654999e-06,0.002402974076586834,50.0,300.0,39.5,160.0,10.426118649097813,0.4637601137350666,2.210909851998013,0.552514696896266,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.677781387301781,0.019930712021807215,2.5684647096082223e-05,0.00010876404063998007,0.0017736762825840118,2.5948376424891687e-05,0.019917385208529783,0.00019578617637751888,0.24618831884905568,0.47400000000000003,0.64,0.09573460597136375,2.402974076586834e-05
1.97,0.4820796474429248,0.00668935081748065,9.65928081831059,0.010248319004830149,0.03649531098195638,1.504001284675407e-06,0.002386149589110588,50.0,300.0,39.5,160.0,10.471004177964696,0.462875220124439,2.220021105365523,0.5524042982417703,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.715044371262112,0.020115104670396955,2.5639867435049445e-05,0.00010914601170601554,0.0017612528270976662,2.590293819908568e-05,0.020075834395218043,0.00019680370634801882,0.24618332334971493,0.47400000000000003,0.64,0.0965928081831059,2.3861495891105882e-05
1.98,0.48433937984647185,0.006687900406245564,9.745463262089267,0.010250036004474933,0.03669405633519977,1.501373877961136e-06,0.002369454372380044,50.0,300.0,39.5,160.0,10.515868778495724,0.4619921860213297,2.2291287145112646,0.5522939220637173,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.75228871181052,0.02030018420293437,2.559520100609685e-05,0.00010953087047900432,0.0017489247863209723,2.5857612530495523e-05,0.020235384169377334,0.00019783579142209566,0.24617833224360644,0.47400000000000003,0.64,0.09745463262089267,2.369454372380044e-05
1.99,0.4865972081375424,0.006686692092621052,9.832007695372255,0.010251763847369496,0.036894388704141794,1.498753062131552e-06,0.0023528874941260215,50.0,300.0,39.5,160.0,10.560712392181674,0.46111100852514647,2.2382326663393544,0.5521835683607885,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.789514355948027,0.020485948484346025,2.5550647909760834e-05,0.00010991862955126278,0.0017366914725538392,2.581239956261004e-05,0.02039603534656648,0.00019888247099317903,0.24617334554525971,0.47400000000000003,0.64,0.09832007695372255,2.3528874941260216e-05
2.0,0.4888531255323469,0.006685723952505278,9.918913885650625,0.0102535026674192,0.03709631654309054,1.4961388350402916e-06,0.00233644800439147,50.0,300.0,39.5,160.0,10.6055349602001,0.4602316847135137,2.2473329476895376,0.5520732371317109,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.826721250426285,0.020672395356946986,2.5506208213640976e-05,0.000110309293429075,0.0017245521851285076,2.576729926027826e-05,0.020557796496000952,0.0001999438404903779,0.24616836326913336,0.47400000000000003,0.64,0.09918913885650625,2.33644800439147e-05
2.0100000000000002,0.4911071252543156,0.00668499009569451,10.006181598261213,0.010255252617223192,0.03729985222746307,1.4935312102123716e-06,0.0023201349966834664,50.0,300.0,39.5,160.0,10.650336423194997,0.45935421171544477,2.256429545298308,0.551962928375199,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.863909341567336,0.020859522689841693,2.5461882031822704e-05,0.00011070287817201534,0.001712506255306912,2.5722311856114976e-05,0.020720663912904943,0.0002010199095179717,0.246163385429668,0.47400000000000003,0.64,0.10006181598261213,2.3201349966834663e-05
2.02,0.49335920055320615,0.0066844859248109244,10.093810598565778,0.010257013843654832,0.03750500682514805,1.4909301961065924e-06,0.0023039475594347513,50.0,300.0,39.5,160.0,10.695116721451686,0.4584785866532624,2.2655224458297707,0.5518526420900007,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.901078575406776,0.021047328339965185,2.5417669461761225e-05,0.00011109939578483594,0.0017005530106451372,2.5677437496175645e-05,0.020884637410743683,0.00020211071381532185,0.24615841204124428,0.47400000000000003,0.64,0.10093810598565778,2.3039475594347515e-05
2.0300000000000002,0.4956093447004938,0.006684206866464044,10.181800651425243,0.010258786493753476,0.03771179135803614,1.4883358011189645e-06,0.0022878847877147563,50.0,300.0,39.5,160.0,10.73987579485463,0.45760480665661174,2.2746116358681943,0.5517423782748866,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.938228897659272,0.02123581016142969,2.537357059952684e-05,0.00011149885798771902,0.0016886917835912953,2.5632676325445007e-05,0.02104971651619598,0.0002032162882669724,0.24615344311819282,0.47400000000000003,0.64,0.10181800651425243,2.2878847877147564e-05
2.04,0.497857550989058,0.006684148285178992,10.27015152116401,0.010260570715124144,0.037920216887595865,1.4857480339221172e-06,0.0022719457840240298,50.0,300.0,39.5,160.0,10.784613582884548,0.45673286886341113,2.283697101917505,0.5516321369286488,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,8.975360253716264,0.021424966006171855,2.5329585540836508e-05,0.00011190127647132896,0.0016769219120689083,2.5588028493636246e-05,0.021215900197626484,0.00020433666498276422,0.24614847867479533,0.47400000000000003,0.64,0.1027015152116401,2.27194578402403e-05
2.05,0.5001038127331829,0.006684305483396507,10.358862971569973,0.010262366655937525,0.038130294514873694,1.4831669034652974e-06,0.0022561296582942303,50.0,300.0,39.5,160.0,10.82933002461844,0.4558627704198519,2.2927788304012897,0.5515219180501009,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.01247258864603,0.021614793723959157,2.528571438105376e-05,0.00011230666289676106,0.001665242739477029,2.5543494155190968e-05,0.021383186853690863,0.0002054718732190879,0.24614351872528414,0.47400000000000003,0.64,0.10358862971569974,2.2561296582942304e-05
2.06,0.5023481232728564,0.0066846745035618865,10.4479347661015,0.010264174461307328,0.038342034581380476,1.4805924095032421e-06,0.002240435517471847,50.0,300.0,39.5,160.0,10.874025058754693,0.45499450847141615,2.301856807667059,0.551411721638088,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.049565847214394,0.021805291156046312,2.5241957205939116e-05,0.00011271502654479979,0.0016536536070301967,2.5499073306597752e-05,0.021551576863869177,0.000206621957305654,0.24613856328383316,0.47400000000000003,0.64,0.104479347661015,2.240435517471847e-05
2.07,0.5045904759732357,0.006685252028765563,10.537366667861773,0.010265994273739039,0.03855544676808226,1.4780245437694221e-06,0.002224862466808526,50.0,300.0,39.5,160.0,10.91869862360998,0.4541280801639898,2.3109310199857194,0.551301547691485,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.086639973882209,0.02199645613568196,2.5198314092876963e-05,0.00011312637462885462,0.0016421538547066392,2.545476580654341e-05,0.021721072356696628,0.00020778697493455264,0.24613361236455872,0.47400000000000003,0.64,0.10537366667861774,2.224862466808526e-05
2.08,0.5068308642086641,0.006686032399841039,10.62715843882908,0.01026782624660225,0.03877054306723706,1.4754633251983797e-06,0.0022094096485983576,50.0,300.0,39.5,160.0,10.963350657025824,0.4532634826772659,2.3200014535357107,0.5511913962091615,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.123694912728558,0.02218828651191867,2.515478514522272e-05,0.00011354072102320017,0.001630742849736429,2.54105719809122e-05,0.021891667610368138,0.00020896692974037564,0.24612866598155514,0.47400000000000003,0.64,0.10627158438829079,2.2094096485983576e-05
2.09,0.5090692813808178,0.006687011001924239,10.71730984073068,0.010269670528835206,0.03898733440839821,1.472908759936975e-06,0.002194076198198517,50.0,300.0,39.5,160.0,11.007981096474664,0.45240071318682107,2.3290680944210145,0.5510812671900216,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.16073060753806,0.022380780122898437,2.511137045322393e-05,0.00011395807633095726,0.0016194199542593232,2.536649193591702e-05,0.022063359827607498,0.00021016184705552628,0.24612372414885444,0.47400000000000003,0.64,0.10717309840730681,2.1940761981985172e-05
2.1,0.5113057209129289,0.0066881831862118145,10.807820634764603,0.010271527269814701,0.039205831732656266,1.4703608540763459e-06,0.002178861258031786,50.0,300.0,39.5,160.0,11.052589879026097,0.45153976887618946,2.338130928665422,0.550971160632992,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.197747001773143,0.02257393480431311,2.5068070106479623e-05,0.00011437845105084437,0.0016081845356221086,2.5322525776790262e-05,0.02223614571059004,0.00021137174980649656,0.2461187868804394,0.47400000000000003,0.64,0.10807820634764603,2.178861258031786e-05
2.11,0.5135401762497848,0.006689544269961145,10.898690581599613,0.01027339661935608,0.03942604599263895,1.4678196136519094e-06,0.002163763977586555,50.0,300.0,39.5,160.0,11.097176941346873,0.4506806469368634,2.3471899422125313,0.5508610765370208,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.234744038574101,0.022767748389406834,2.502488419394334e-05,0.00011480185557789059,0.0015970359663786875,2.5278673607783828e-05,0.022410021453194,0.00021259665845079758,0.2461138541902433,0.47400000000000003,0.64,0.10898690581599613,2.1637639775865552e-05
2.12,0.5157726408577283,0.0066910895364903356,10.989919441375244,0.010275278727713236,0.03964798815251122,1.4652850446433604e-06,0.0021487835134168225,50.0,300.0,39.5,160.0,11.141742219700891,0.4498233445682927,2.356245120925751,0.5507510149010784,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.271721660759129,0.02296221870897956,2.498181280392602e-05,0.00011522830020414719,0.0015859736242901552,2.523493553216902e-05,0.022584982733266337,0.00021383659091265625,0.24610892609215002,0.47400000000000003,0.64,0.10989919441375244,2.1487835134168227e-05
2.13,0.5180031082356276,0.006692816157177523,11.081506974200206,0.010277173737040169,0.03987166727241449,1.4627571452444004e-06,0.0021339190037460852,50.0,300.0,39.5,160.0,11.186285650456114,0.44896785894791,2.3652964506879495,0.5506409757241626,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.30867981124562,0.023157343576072766,2.493885600208776e-05,0.00011565778955684358,0.0015749968736446021,2.519131152013111e-05,0.02276103117999617,0.00021509160776953575,0.24610400259997,0.47400000000000003,0.64,0.11081506974200206,2.1339190037460852e-05
2.14,0.5202315718925082,0.006694719272482373,11.173452939136087,0.01027908179880097,0.04009709441431684,1.4602359216248503e-06,0.0021191696202502953,50.0,300.0,39.5,160.0,11.23080716905097,0.44811418729225033,2.374343917198265,0.5505309590052875,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.345618432191293,0.023353120816791795,2.489601387643607e-05,0.00011609033397241522,0.0015641051033453788,2.5147801678129925e-05,0.02293816130687035,0.00021636172082837915,0.24609908372748945,0.47400000000000003,0.64,0.11173452939136087,2.1191696202502953e-05
2.15,0.5224580253585379,0.0066967939164935125,11.26575709469643,0.010281003065220054,0.04032428072391261,1.45772138019013e-06,0.002104534542628084,50.0,300.0,39.5,160.0,11.27530671050193,0.4472623268269364,2.3833875060718865,0.550420964743489,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.382537465416062,0.023549548255421392,2.4853286515165127e-05,0.00011652594389351027,0.001553297708207347,2.510440611662332e-05,0.023116366833623638,0.00021764693739668168,0.24609416948844606,0.47400000000000003,0.64,0.1126575709469643,2.104534542628084e-05
2.16,0.5246824621882811,0.006699035587168685,11.358419198994639,0.010282937686748884,0.04055323686229266,1.4552135252877543e-06,0.0020900129510659543,50.0,300.0,39.5,160.0,11.319784209553921,0.4464122747777848,2.3924272028696247,0.5503109929378265,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.419436852527054,0.02374662370978903,2.481067400015527e-05,0.00011696462822672945,0.001542574083414415,2.5061124910871834e-05,0.023295642633666003,0.00021894727385570885,0.24608925989652208,0.47400000000000003,0.64,0.11358419198994639,2.0900129510659544e-05
2.17,0.5269048759580218,0.006701439777341694,11.451439009622328,0.01028488581414946,0.04078397347336617,1.4527123610936223e-06,0.0020756040324352745,50.0,300.0,39.5,160.0,11.36423960055661,0.44556402837812087,2.401462993073591,0.5502010435873813,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.456316534815876,0.0239443449949652,2.4768176412359304e-05,0.00011740639570399594,0.0015319336290777305,2.501795813317363e-05,0.023475983162039887,0.0002202627446494081,0.24608435496535006,0.47400000000000003,0.64,0.11451439009622329,2.0756040324352746e-05
2.18,0.5291252602657646,0.006704001974722405,11.544816283649356,0.01028684759849432,0.04101650118386077,1.450217891612015e-06,0.0020613069802922685,50.0,300.0,39.5,160.0,11.408672817464423,0.44471758486877805,2.4104948620872,0.5500911166912569,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.493176453258668,0.02414270992326105,2.472579383180831e-05,0.00011785125488400613,0.0015213757502357203,2.4974905852864356e-05,0.023657382451627674,0.00022159336223988017,0.24607945470851283,0.47400000000000003,0.64,0.11544816283649356,2.0613069802922686e-05
2.19,0.5313436087333923,0.006706717933860772,11.638550777659951,0.010288823190069912,0.04125083033150698,1.4477301215188035e-06,0.0020471209907589956,50.0,300.0,39.5,160.0,11.453083794039873,0.4438729414913381,2.419522795275566,0.5499812122485749,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.530016548685303,0.024341716302227017,2.4683526334663107e-05,0.00011829921337261077,0.0015108998538228033,2.4931968150982664e-05,0.023839835066918204,0.00022293914372684115,0.24607455913953893,0.47400000000000003,0.64,0.1163855077765995,2.0471209907589958e-05
2.2,0.5335599150165848,0.006709584925104378,11.73264224791886,0.010290812733340472,0.04148696971676284,1.4452490600337505e-06,0.0020330452436072713,50.0,300.0,39.5,160.0,11.4974724647874,0.4430300954570837,2.4285467781510186,0.549871330258457,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.566836762556255,0.02454136192528645,2.4641373979698416e-05,0.00011875027425144855,0.001500505334747941,2.4889145187616942e-05,0.024023340564185765,0.00022430014184273786,0.2460696682718806,0.47400000000000003,0.64,0.1173264224791886,2.0330452436072714e-05
2.21,0.535774172771714,0.006712597565417321,11.827090449816838,0.010292816383759243,0.0417249307697179,1.4427747079942617e-06,0.0020190789654029595,50.0,300.0,39.5,160.0,11.541838761836129,0.44218904405063686,2.437566795753825,0.5497614707200853,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,9.603637034369505,0.024741644602437003,2.4599336853587327e-05,0.00011920444804896588,0.001490191622364987,2.484643697708366e-05,0.02420788879069539,0.00022567634261965139,0.24606478211898677,0.47400000000000003,0.64,0.11827090449816838,2.0190789654029595e-05
