APC_active_1_task1,CDK1_active_2_task1,Plk1_active_3_task1,_1_task1
0.0,0.0,0.0,0.0
6.2086316968369086e-89,0.02500000000000001,5.2228217416470974e-12,0.25
5.652244273390467e-70,0.050000000000000044,1.6013638872612847e-09,0.5
1.3575748419816114e-57,0.07500000000000008,5.961260821571514e-08,0.75
1.5553512742475497e-48,0.10000000000000009,7.752006338664269e-07,1.0
1.4801040923837211e-41,0.12500000000000006,5.644827588539085e-06,1.25
7.145134105208116e-36,0.1499999999999999,2.847871442873842e-05,1.5
4.510524958148905e-31,0.17499999999999974,0.00011153819274821572,1.75
6.723736521692362e-27,0.1999999999999997,0.00036291303497726596,2.0
2.9937590545952726e-23,0.2249999999999997,0.001024580863693421,2.25
5.657637167234469e-20,0.2499999999999997,0.00258447320725735,2.5
4.8670689774043055e-17,0.2749999999999997,0.005943568186730275,2.75
2.3902761395083572e-14,0.2999999999999996,0.012634783948164906,3.0
5.834503367370436e-12,0.3249999999999995,0.025049428378324707,3.25
8.46189891134517e-10,0.34999999999999953,0.04653693338693931,3.5
7.911029871322645e-08,0.3749999999999998,0.08110877591998084,3.75
4.496469273893581e-06,0.39999999999999986,0.13239175272129125,4.0
0.00015069055231345046,0.4249999999999998,0.2017190865999692,4.25
0.0029061680960269834,0.4499999999999998,0.2860848469703566,4.5
0.030699319284211758,0.47499999999538717,0.3776569052874283,4.75
0.15604391985670624,0.49999673160845126,0.466119444750397,5.0
0.37340109376979463,0.5182748140339011,0.5413621601133471,5.25
0.5367015348431662,0.4132975591835316,0.5446279091634025,5.5
0.5552277542073084,0.2625071833532787,0.44018767080025234,5.75
0.47215903486481364,0.1926643669668143,0.34349757613834164,6.0
0.3752422301104911,0.18712977172400733,0.2676879310028998,6.25
0.2934586069483877,0.20607866601551397,0.20876759744841222,6.5
0.22873347387856163,0.23010608297089724,0.163329350690726,6.75
0.17816694232634342,0.25495796438975,0.12901101775503457,7.0
0.13876151651505797,0.27993591457726097,0.10452639199353411,7.25
0.10806869228654965,0.3049327827482119,0.08976241916515687,7.5
0.08416447824980407,0.32993231708129445,0.08589992301562156,7.75
0.06554803438583026,0.3549322433058478,0.09539585765543153,8.0
0.051052150941808004,0.3799322313350921,0.12152498683627,8.25
0.03979643184332568,0.4049322182899081,0.16712247816181727,8.5
0.03151581027839258,0.42993220924948694,0.2325066154752718,8.75
0.03074414915459341,0.4549321759536934,0.3135034015099733,9.0
0.07017784106195687,0.4799321929199797,0.40135504351384926,9.25
0.21900618750137144,0.5048676399024025,0.48547792503993936,9.5
0.42837934507061737,0.5070004228100342,0.5518513129793975,9.75
0.553929936242674,0.36691588370724454,0.5168630262841996,10.0
0.5336535474106611,0.23745842625633595,0.4094185239743449,10.25
0.4408049436089533,0.19041824753086295,0.3192567033831698,10.5
0.3477673909750928,0.19584011372112592,0.24885250515999907,10.75
0.271550662486121,0.21731255816734432,0.19425847171723978,11.0
0.21159300487170288,0.24176072846730406,0.15241993328012823,11.25
0.16480622565038172,0.266677395954665,0.12135913296013291,11.5
0.12835443691437795,0.2916652122785045,0.10023390027423001,11.75
0.09996344958528544,0.31666339807439414,0.08945498788931779,12.0
0.07785221033209357,0.34166313664902886,0.09076698370004613,12.25
0.06063274172607324,0.366663094337747,0.10706761758955632,12.5
0.047231212894604684,0.3916630603553225,0.1416104351131362,12.75
0.03691704944811038,0.4166630194073525,0.1963192639061887,13.0
0.030522733759098645,0.4416629037080072,0.2695694066007705,13.25
0.041069501431976796,0.46666289905472247,0.3548633356506162,13.5
0.12549009241476952,0.4916622887124632,0.44209260870725486,13.75
0.32006168319456924,0.5148957466936206,0.5209095605420576,14.0
0.5048786154481131,0.4546033251309445,0.5548008030157073,14.25
0.560232581174316,0.29555083326850556,0.465443280231365,14.5
0.4924451210770835,0.2060515762773212,0.3640067014672936,14.75
0.3948805055969888,0.18941389368032366,0.2837123934154956,15.0
0.30941678573116677,0.2054446696771148,0.22124500328908114,15.25
0.24126643516998791,0.22896882955773554,0.17301090058616944,15.5
0.18794386566474108,0.25374295204094555,0.13646484235775555,15.75
0.14637840257957205,0.278709341335407,0.11015941787477655,16.0
0.1140012581715687,0.30370438039080244,0.0938360428303488,16.25
0.0887848696232915,0.32870366013650976,0.08854393085250122,16.5
0.06914633838871931,0.3537035458140285,0.09663214174823291,16.75
0.05385431641782229,0.37870350837045086,0.12131989393360419,17.0
0.04197622378285164,0.40370340175464525,0.16548276476808743,17.25
0.03316443568650311,0.42870340712311855,0.22960171821010894,17.5
0.031444033310704084,0.45370340731078684,0.30974012338552304,17.75
0.06725597090093073,0.4787034028414784,0.39731488794672626,18.0
0.21014139848441005,0.5036576745288172,0.4817273431523476,18.25
0.41970167541306197,0.5094298471433858,0.5497778501539811,18.5
0.5512922334623513,0.3745535979506886,0.5212563216982516,18.75
0.5367758041501844,0.2416167356224308,0.4139550865513961,19.0
0.44512418346133525,0.19126112706442835,0.32282998420292025,19.25
0.3515068639358114,0.1952887373685472,0.25163391618008824,19.5
0.27452467084053805,0.21646624478955825,0.19641017373438185,19.75
0.21391883723344932,0.2408664340418373,0.15405953737267672,20.0
0.1666190823401359,0.26577574059919395,0.122558694996392,20.25
0.1297665795576036,0.2907620785759999,0.10101837697715217,20.5
0.10106336682397517,0.31576022714914526,0.0897981699647327,20.75
0.07870853242102253,0.34076000444991233,0.09059215826164126,21.0
