data_set_value_component_environment_variable_time,data_set_value_component_membrane_variable_V,data_set_value_component_membrane_variable_C,data_set_value_component_membrane_variable_i_app,data_set_value_component_fast_sodium_current_variable_i_Na,data_set_value_component_fast_sodium_current_variable_E_Na,data_set_value_component_fast_sodium_current_variable_g_Na,data_set_value_component_fast_sodium_current_m_gate_variable_m_infinity,data_set_value_component_fast_sodium_current_m_gate_variable_theta_m,data_set_value_component_fast_sodium_current_m_gate_variable_omega_m,data_set_value_component_potassium_current_variable_i_K,data_set_value_component_potassium_current_variable_g_K,data_set_value_component_potassium_current_variable_E_K,data_set_value_component_potassium_current_n_gate_variable_n,data_set_value_component_potassium_current_n_gate_variable_n_infinity,data_set_value_component_potassium_current_n_gate_variable_tau_n,data_set_value_component_potassium_current_n_gate_variable_tau_n_max,data_set_value_component_potassium_current_n_gate_variable_theta_n,data_set_value_component_potassium_current_n_gate_variable_omega_n,data_set_value_component_persistent_sodium_current_variable_i_NaP,data_set_value_component_persistent_sodium_current_variable_g_NaP,data_set_value_component_persistent_sodium_current_m_gate_variable_m_infinity,data_set_value_component_persistent_sodium_current_m_gate_variable_theta_m,data_set_value_component_persistent_sodium_current_m_gate_variable_omega_m,data_set_value_component_persistent_sodium_current_h_gate_variable_h,data_set_value_component_persistent_sodium_current_h_gate_variable_h_infinity,data_set_value_component_persistent_sodium_current_h_gate_variable_tau_h,data_set_value_component_persistent_sodium_current_h_gate_variable_tau_h_max,data_set_value_component_persistent_sodium_current_h_gate_variable_theta_h,data_set_value_component_persistent_sodium_current_h_gate_variable_omega_h,data_set_value_component_leakage_current_variable_i_leak,data_set_value_component_leakage_current_variable_g_leak,data_set_value_component_leakage_current_variable_E_leak,data_set_value_component_tonic_current_variable_i_tonic_e,data_set_value_component_tonic_current_variable_g_tonic_e,data_set_value_component_tonic_current_variable_E_syn_e
0.0,-50.0,0.021,0.0,-0.0001665373551987559,50.0,28.0,0.039165722796764356,-34.0,-5.0,3.9200000000000005e-09,11.2,-85.0,0.01,0.005220125693558397,1.4412322479464368,10.0,-29.0,-4.0,-0.07048848911447818,2.5,0.30647169180207906,-45.1,-6.0,0.92,0.3775406687981454,9695.436291402146,10000.0,-53.0,6.0,0.0165,2.2,-57.5,-0.01,0.2,0.0
0.1,-49.78691357268838,0.021,0.0,-0.00018794269547549504,50.0,28.0,0.040801362236207624,-34.0,-5.0,3.4814359625298402e-09,11.2,-85.0,0.00969301922170447,0.005504178349138621,1.4797138060908257,10.0,-29.0,-4.0,-0.07208209925033959,2.5,0.314071600343386,-45.1,-6.0,0.9199943495052343,0.36923166165619964,9651.935384922577,10000.0,-53.0,6.0,0.016968790140085573,2.2,-57.5,-0.009957382714537676,0.2,0.0
0.2,-49.56805423266434,0.021,0.0,-0.00021273517646640985,50.0,28.0,0.04254929923799997,-34.0,-5.0,3.14154352967395e-09,11.2,-85.0,0.009432623805510909,0.00581193077563668,1.5202831626109508,10.0,-29.0,-4.0,-0.07373518836000088,2.5,0.32198254303567947,-45.1,-6.0,0.9199885855332196,0.3607775479765228,9604.522036053031,10000.0,-53.0,6.0,0.017450280688138458,2.2,-57.5,-0.009913610846532868,0.2,0.0
0.30000000000000004,-49.34316600029224,0.021,0.0,-0.0002415489764673585,50.0,28.0,0.04441980760781474,-34.0,-5.0,2.880433063602773e-09,11.2,-85.0,0.00921561337493869,0.00614598381810326,1.563100854201145,10.0,-29.0,-4.0,-0.07545010323765151,2.5,0.3302190860775869,-45.1,-6.0,0.9199827029211338,0.35217957522496807,9552.991615600406,10000.0,-53.0,6.0,0.01794503479935707,2.2,-57.5,-0.009868633200058449,0.2,0.0
0.4,-49.11198272327651,0.021,0.0,-0.00027515403849199367,50.0,28.0,0.0464242663513633,-34.0,-5.0,2.683215201186194e-09,11.2,-85.0,0.009039033676222793,0.006509281224760727,1.6083420634551227,10.0,-29.0,-4.0,-0.0772291774075267,2.5,0.3387961057319942,-45.1,-6.0,0.9199766961938064,0.3434397248925179,9497.133888879729,10000.0,-53.0,6.0,0.018453638008791674,2.2,-57.5,-0.009822396544655302,0.2,0.0
0.5,-48.874229522395396,0.021,0.0,-0.00031448814135494443,50.0,28.0,0.04857527549003305,-34.0,-5.0,2.539029540009132e-09,11.2,-85.0,0.008900371884404,0.006905158829003456,1.6561977672427517,10.0,-29.0,-4.0,-0.07907469327018704,2.5,0.34772864282309285,-45.1,-6.0,0.9199705595898291,0.33456085208868197,9436.734357570464,10000.0,-53.0,6.0,0.01897669505073013,2.2,-57.5,-0.00977484590447908,0.2,0.0
0.6000000000000001,-48.629618446064555,0.021,0.0,-0.00036069838328998234,50.0,28.0,0.05088683998243331,-34.0,-5.0,2.4401368623078383e-09,11.2,-85.0,0.008797556739240148,0.007337412090001729,1.7068772039983693,10.0,-29.0,-4.0,-0.08098888452414246,2.5,0.35703195446743896,-45.1,-6.0,0.919964286936792,0.3255466095791398,9371.574351637339,10000.0,-53.0,6.0,0.01951483941865798,2.2,-57.5,-0.009725923689212912,0.2,0.0
0.7000000000000001,-48.37784816443011,0.021,0.0,-0.0004151932435846091,50.0,28.0,0.053374541376322825,-34.0,-5.0,2.381188505951652e-09,11.2,-85.0,0.008728868963867119,0.007810368987106924,1.7606097947463728,10.0,-29.0,-4.0,-0.08297390299872126,2.5,0.3667213982788228,-45.1,-6.0,0.919957871638106,0.31640153049605096,9301.432190707139,10000.0,-53.0,6.0,0.020068734038253756,2.2,-57.5,-0.009675569632886023,0.2,0.0
0.8,-48.118603315409175,0.021,0.0,-0.0004797088738462821,50.0,28.0,0.056055734807685005,-34.0,-5.0,2.3587694386131065e-09,11.2,-85.0,0.008692906883210517,0.00832897661904563,1.8176473549646552,10.0,-29.0,-4.0,-0.08503178242088581,2.5,0.3768123045720234,-45.1,-6.0,0.9199513066397256,0.30713109945564737,9226.084482657043,10000.0,-53.0,6.0,0.02063907270609982,2.2,-57.5,-0.009623720663081835,0.2,0.0
0.9,-47.85155317120567,0.021,0.0,-0.0005563939559338596,50.0,28.0,0.05894977876161938,-34.0,-5.0,2.3711197505992844e-09,11.2,-85.0,0.008688577938229322,0.008898905123323305,1.8782667127891497,10.0,-29.0,-4.0,-0.08716440126279758,2.5,0.3873198473789397,-45.1,-6.0,0.9199445843765919,0.2977418006753709,9145.307448215366,10000.0,-53.0,6.0,0.021226583023347522,2.2,-57.5,-0.009570310634241136,0.2,0.0
