Time,Rapamycin_Dose,Cytosolic_Rapamycin,Raptor,Rictor,mTOR_Rapamycin,mTORC1_Rapamycin,mTORC1,mTORC2,mTOR,K_abs_Rapam,K_el_Rapam,K_syn_mTOR,K_deg_mTOR,K_syn_Raptor,K_deg_Raptor,K_syn_Rictor,K_deg_Rictor,k_form_C1,k_diss_C1,k_form_C2,k_diss_C2,k_form_mTOR_Rapam,k_diss_mTOR_Rapam,k_form_C1_Rapam,k_diss_C1_Rapam,k_forward_Raptor_release,k_reverse_Raptor_release,compartment,Absorption_of_Rapamycin,Elimination_of_rapamycin,Synthesis_of_mTOR,Degradation_of_mTOR,Synthesis_of_Raptor,Degradation_of_Raptor,Synthesis_of_Rictor,Degradation_of_Rictor,mTORC1_formation_and_dissociation,mTORC2_formation_and_dissociation,mTOR___Rapamycin_association_sequestration_and_dissociation,mTORC1___Rapamycin_association_sequestration_and_dissociation,Releasing_Raptor_from_mTORC1___rapamycin_complex
527.5,2.3999999999999997e-19,3.5245879391952025e-18,4.799144060917602e-08,1.3242451605466726e-08,2.468595688445138e-17,4.9665354367767717e-17,2.7216770546127934e-07,7.510021834053991e-08,2.8354725627869617e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.532881679919727e-19,1.6e-27,2.835472562786962e-16,2.15e-27,4.799144060917603e-16,5.9e-28,1.3242451605466726e-16,-2.8728805884112264e-16,-7.941873640402987e-17,-3.5120870144094786e-19,7.491779071550444e-19,4.9665354366583e-19
530.0,2.3999999999999997e-19,3.558344615266615e-18,4.799144012885211e-08,1.3242451472952247e-08,2.504973838915033e-17,5.0293560359342234e-17,2.72167704741189e-07,7.51002181419931e-08,2.8354725836646596e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.557140307558278e-19,1.6e-27,2.83547258366466e-16,2.15e-27,4.799144012885211e-16,5.9e-28,1.3242451472952246e-16,-2.8728201049648365e-16,-7.941870827988904e-17,-3.573741434447775e-19,7.529973263958155e-19,5.029356035814006e-19
532.5,2.3999999999999997e-19,3.591902289512735e-18,4.799143964852874e-08,1.3242451340437687e-08,2.5413711822603865e-17,5.0915726698524065e-17,2.721677040211042e-07,7.510021794344636e-08,2.835472604542382e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.581255926117116e-19,1.6e-27,2.835472604542382e-16,2.15e-27,4.799143964852874e-16,5.9e-28,1.3242451340437688e-16,-2.872759786954569e-16,-7.941867105676148e-17,-3.6355464172724173e-19,7.568456271057415e-19,5.091572669730442e-19
535.0,2.3999999999999997e-19,3.625262139750968e-18,4.799143916820578e-08,1.3242451207923029e-08,2.5777695213642428e-17,5.153206982423604e-17,2.721677033010249e-07,7.510021774489975e-08,2.8354726254201344e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.605229382013518e-19,1.6e-27,2.8354726254201344e-16,2.15e-27,4.799143916820579e-16,5.9e-28,1.3242451207923029e-16,-2.8726996343804243e-16,-7.941862556182779e-17,-3.697461288012043e-19,7.607186631119531e-19,5.153206982299893e-19
537.5,2.3999999999999997e-19,3.658425331478564e-18,4.799143868788316e-08,1.324245107540825e-08,2.6141525972187493e-17,5.214278658157177e-17,2.721677025809508e-07,7.510021754635324e-08,2.8354726462979206e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.6290615128111037e-19,1.6e-27,2.8354726462979206e-16,2.15e-27,4.799143868788316e-16,5.9e-28,1.324245107540825e-16,-2.8726396141551774e-16,-7.941857179508797e-17,-3.7594496423425214e-19,7.646127128677713e-19,5.214278658031721e-19
540.0,2.3999999999999997e-19,3.6913930252165395e-18,4.799143820756076e-08,1.324245094289333e-08,2.6505029420096974e-17,5.274808577806591e-17,2.7216770186088194e-07,7.510021734780688e-08,2.8354726671757455e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.6527531524974124e-19,1.6e-27,2.8354726671757456e-16,2.15e-27,4.799143820756077e-16,5.9e-28,1.324245094289333e-16,-2.8725798586277266e-16,-7.941851223808387e-17,-3.821472419274835e-19,7.685237890524204e-19,5.274808577679389e-19
542.5,2.3999999999999997e-19,3.7241663755326504e-18,4.799143772723851e-08,1.3242450810378255e-08,2.686807644919727e-17,5.334813034862496e-17,2.721677011408182e-07,7.510021714926069e-08,2.835472688053613e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.6763051307817796e-19,1.6e-27,2.835472688053613e-16,2.15e-27,4.799143772723852e-16,5.9e-28,1.3242450810378254e-16,-2.872520235449174e-16,-7.941844771799609e-17,-3.8835005864540337e-19,7.724489104319875e-19,5.3348130347335525e-19
545.0,2.3999999999999997e-19,3.756746531529757e-18,4.799143724691634e-08,1.3242450677863009e-08,2.7230552564003518e-17,5.3943068407998196e-17,2.721677004207595e-07,7.510021695071466e-08,2.8354727089315264e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.6997182734462923e-19,1.6e-27,2.8354727089315265e-16,2.15e-27,4.799143724691634e-16,5.9e-28,1.3242450677863008e-16,-2.872460876968417e-16,-7.941837658046341e-17,-3.945508329291821e-19,7.763854189602667e-19,5.394306840669137e-19
547.5,2.3999999999999997e-19,3.789134636564895e-18,4.7991436766594175e-08,1.3242450545347586e-08,2.759236392409574e-17,5.45330271905283e-17,2.721676997007058e-07,7.510021675216882e-08,2.8354727298094883e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.722993402143904e-19,1.6e-27,2.835472729809488e-16,2.15e-27,4.799143676659418e-16,5.9e-28,1.3242450545347587e-16,-2.872401783185456e-16,-7.941829965266644e-17,-4.0074743804422434e-19,7.803311129574411e-19,5.453302718920411e-19
550.0,2.3999999999999997e-19,3.821331812866583e-18,4.799143628627195e-08,1.3242450412831967e-08,2.79533742432862e-17,5.5118176342038027e-17,2.7216769898065694e-07,7.510021655362318e-08,2.835472750687502e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.7461313233439383e-19,1.6e-27,2.835472750687502e-16,2.15e-27,4.799143628627196e-16,5.9e-28,1.3242450412831966e-16,-2.872342854838618e-16,-7.94182177617858e-17,-4.069368145993018e-19,7.842828466501653e-19,5.51181763406965e-19
552.5,2.3999999999999997e-19,3.853339185060512e-18,4.799143580594962e-08,1.324245028031614e-08,2.8313501293592345e-17,5.56986311236666e-17,2.721676982606129e-07,7.510021635507775e-08,2.8354727715655702e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.7691328452384056e-19,1.6e-27,2.83547277156557e-16,2.15e-27,4.799143580594962e-16,5.9e-28,1.324245028031614e-16,-2.8722841911895757e-16,-7.941813256218271e-17,-4.1311709235319324e-19,7.882386719807982e-19,5.56986311223078e-19
555.0,2.3999999999999997e-19,3.885157870769385e-18,4.7991435325627125e-08,1.32424501478001e-08,2.867265869524586e-17,5.627451078794017e-17,2.721676975405736e-07,7.510021615653254e-08,2.8354727924436953e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.7919987709867444e-19,1.6e-27,2.8354727924436955e-16,2.15e-27,4.799143532562712e-16,5.9e-28,1.32424501478001e-16,-2.872225692976656e-16,-7.941804074513471e-17,-4.1928631010663963e-19,7.921965494216828e-19,5.627451078656413e-19
557.5,2.3999999999999997e-19,3.916788985045669e-18,4.79914348453044e-08,1.3242450015283833e-08,2.903075222832307e-17,5.684594226699289e-17,2.72167696820539e-07,7.510021595798756e-08,2.8354728133218798e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.8147299019013393e-19,1.6e-27,2.83547281332188e-16,2.15e-27,4.79914348453044e-16,5.9e-28,1.3242450015283832e-16,-2.872167459461532e-16,-7.941794561936427e-17,-4.254423343168881e-19,7.961542691506743e-19,5.684594226559966e-19
560.0,2.3999999999999997e-19,3.94823362982696e-18,4.799143436498141e-08,1.324244988276733e-08,2.9387710288349135e-17,5.741302966288642e-17,2.721676961005091e-07,7.510021575944281e-08,2.8354728342001253e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.837327029869808e-19,1.6e-27,2.835472834200125e-16,2.15e-27,4.799143436498141e-16,5.9e-28,1.324244988276733e-16,-2.8721095568186535e-16,-7.94178488392326e-17,-4.315835296950467e-19,8.0011011675388245e-19,5.7413029661476065e-19
562.5,2.3999999999999997e-19,3.9794929079111e-18,4.799143388465811e-08,1.3242449750250583e-08,2.9743461746292095e-17,5.797587640517953e-17,2.721676953804837e-07,7.51002155608983e-08,2.835472855078434e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.85979094739797e-19,1.6e-27,2.835472855078434e-16,2.15e-27,4.799143388465811e-16,5.9e-28,1.3242449750250584e-16,-2.8720518857863463e-16,-7.941774792319787e-17,-4.37708271365132e-19,8.040623930620061e-19,5.79758764037521e-19
565.0,2.3999999999999997e-19,4.0105679128319865e-18,4.799143340433445e-08,1.3242449617733587e-08,3.0097943115697955e-17,5.853457809918661e-17,2.721676946604628e-07,7.510021536235405e-08,2.835472875956807e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.882122440334276e-19,1.6e-27,2.8354728759568073e-16,2.15e-27,4.799143340433445e-16,5.9e-28,1.3242449617733587e-16,-2.871994545626284e-16,-7.941764535280191e-17,-4.4381510309221315e-19,8.080095661981296e-19,5.853457809774216e-19
567.5,2.3999999999999997e-19,4.041459730875683e-18,4.799143292401041e-08,1.3242449485216332e-08,3.045109611513004e-17,5.908922495470891e-17,2.721676939404464e-07,7.510021516381007e-08,2.835472896835247e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.9043222893186543e-19,1.6e-27,2.835472896835247e-16,2.15e-27,4.799143292401041e-16,5.9e-28,1.3242449485216332e-16,-2.871937403989569e-16,-7.941754112804473e-17,-4.4990268354631865e-19,8.11950219199179e-19,5.908922495324752e-19
570.0,2.3999999999999997e-19,4.072169440222378e-18,4.799143244368595e-08,1.3242449352698816e-08,3.080286640279491e-17,5.963990305158359e-17,2.7216769322043437e-07,7.510021496526636e-08,2.8354729177137543e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.926391269165888e-19,1.6e-27,2.835472917713754e-16,2.15e-27,4.799143244368596e-16,5.9e-28,1.3242449352698815e-16,-2.8718805601378743e-16,-7.941743442174571e-17,-4.559697585109191e-19,8.158830217254593e-19,5.963990305010531e-19
572.5,2.3999999999999997e-19,4.10269811680585e-18,4.7991431963361035e-08,1.3242449220181031e-08,3.115321043664789e-17,6.018668747561239e-17,2.7216769250042667e-07,7.510021476672291e-08,2.8354729385923306e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.948330153076422e-19,1.6e-27,2.8354729385923306e-16,2.15e-27,4.799143196336104e-16,5.9e-28,1.324244922018103e-16,-2.871823947896751e-16,-7.941732440672424e-17,-4.620153114862527e-19,8.198068841321645e-19,6.018668747411731e-19
575.0,2.3999999999999997e-19,4.13304682939238e-18,4.7991431483035644e-08,1.3242449087662975e-08,3.150209010390023e-17,6.072964769299354e-17,2.721676917804233e-07,7.510021456817973e-08,2.8354729594709768e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.970139709099905e-19,1.6e-27,2.8354729594709766e-16,2.15e-27,4.799143148303564e-16,5.9e-28,1.3242449087662974e-16,-2.8717676996150975e-16,-7.941721439170277e-17,-4.680384458063935e-19,8.237208366602943e-19,6.072964769148171e-19
577.5,2.3999999999999997e-19,4.163216639838109e-18,4.7991431002709755e-08,1.3242448955144642e-08,3.1849470583406137e-17,6.126884969559445e-17,2.7216769106042423e-07,7.510021436963684e-08,2.8354729803496937e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,2.9918207003201403e-19,1.6e-27,2.8354729803496936e-16,2.15e-27,4.799143100270975e-16,5.9e-28,1.3242448955144641e-16,-2.87171171603124e-16,-7.941710189513947e-17,-4.740383375977534e-19,8.276239823751483e-19,6.126884969406594e-19
580.0,2.3999999999999997e-19,4.193208596546317e-18,4.7991430522383345e-08,1.3242448822626028e-08,3.2195296710068457e-17,6.180437969543245e-17,2.7216769034042934e-07,7.510021417109422e-08,2.8354730012284825e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,3.0133738801532733e-19,1.6e-27,2.8354730012284826e-16,2.15e-27,4.799143052238334e-16,5.9e-28,1.3242448822626028e-16,-2.871655964057954e-16,-7.941698774421493e-17,-4.800137161522018e-19,8.315149724687632e-19,6.180437969388735e-19
582.5,2.3999999999999997e-19,4.2230237516274456e-18,4.7991430042056384e-08,1.3242448690107131e-08,3.253955496541201e-17,6.23362819796565e-17,2.721676896204386e-07,7.510021397255191e-08,2.8354730221073437e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,3.0348000046795346e-19,1.6e-27,2.8354730221073435e-16,2.15e-27,4.799143004205639e-16,5.9e-28,1.324244869010713e-16,-2.871600542956913e-16,-7.94168735932904e-17,-4.859642267854674e-19,8.353933824175004e-19,6.233628197809487e-19
585.0,2.3999999999999997e-19,4.2526631473894874e-18,4.7991429561728875e-08,1.3242448557587951e-08,3.288222467412407e-17,6.286460783559685e-17,2.721676889004521e-07,7.510021377400988e-08,2.8354730429862777e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,3.0560998229348024e-19,1.6e-27,2.835473042986278e-16,2.15e-27,4.799142956172887e-16,5.9e-28,1.3242448557587953e-16,-2.871545452728117e-16,-7.941675778800464e-17,-4.918893578965073e-19,8.392586285713386e-19,6.2864607834018775e-19
587.5,2.3999999999999997e-19,4.282127819883884e-18,4.7991429081400796e-08,1.3242448425068484e-08,3.322329081361502e-17,6.338940270929043e-17,2.7216768818046965e-07,7.510021357546813e-08,2.835473063865285e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,3.077274079458795e-19,1.6e-27,2.8354730638652854e-16,2.15e-27,4.79914290814008e-16,5.9e-28,1.3242448425068484e-16,-2.871490561022668e-16,-7.941663950117705e-17,-4.977887225847991e-19,8.431102525192669e-19,6.3389402707696e-19
590.0,2.3999999999999997e-19,4.311418798723451e-18,4.7991428601072116e-08,1.3242448292548725e-08,3.3562700492934433e-17,6.391074984933538e-17,2.7216768746049127e-07,7.510021337692668e-08,2.8354730847443667e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,3.098323514164231e-19,1.6e-27,2.8354730847443667e-16,2.15e-27,4.799142860107212e-16,5.9e-28,1.3242448292548726e-16,-2.871436000189464e-16,-7.941652038716884e-17,-5.036611011964057e-19,8.469469608293435e-19,6.391074984772466e-19
592.5,2.3999999999999997e-19,4.340537107449939e-18,4.799142812074284e-08,1.3242448160028673e-08,3.3900450809123844e-17,6.442868220270014e-17,2.7216768674051686e-07,7.510021317838553e-08,2.8354731056235227e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,3.1192488626009646e-19,1.6e-27,2.835473105623523e-16,2.15e-27,4.799142812074284e-16,5.9e-28,1.3242448160028673e-16,-2.871381704054056e-16,-7.941640292752186e-17,-5.095063741437283e-19,8.507685635329629e-19,6.442868220107321e-19
595.0,2.3999999999999997e-19,4.3694837633005766e-18,4.799142764041295e-08,1.3242448027508329e-08,3.4236533046164346e-17,6.494323837318769e-17,2.7216768602054654e-07,7.510021297984467e-08,2.8354731265027532e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,3.14005085578822e-19,1.6e-27,2.835473126502753e-16,2.15e-27,4.799142764041295e-16,5.9e-28,1.324244802750833e-16,-2.871327738790893e-16,-7.941628381351365e-17,-5.153242942950607e-19,8.545747429166562e-19,6.494323837154464e-19
597.5,2.3999999999999997e-19,4.398259777236425e-18,4.799142716008244e-08,1.3242447894987692e-08,3.457093945112226e-17,6.545445582617477e-17,2.721676853005801e-07,7.510021278130411e-08,2.835473147382058e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,6.647999999999999e-19,3.1607302202349664e-19,1.6e-27,2.835473147382058e-16,2.15e-27,4.799142716008245e-16,5.9e-28,1.3242447894987691e-16,-2.871274038225526e-16,-7.941616469950544e-17,-5.211146360482517e-19,8.583652030326342e-19,6.545445582451567e-19
600.0,3.2e-19,4.426866157279192e-18,4.79914266797513e-08,1.3242447762466758e-08,3.490364208108458e-17,6.596239212080816e-17,2.7216768458061763e-07,7.510021258276383e-08,2.835473168261438e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,8.864e-19,3.18128768033786e-19,1.6e-27,2.835473168261438e-16,2.15e-27,4.79914266797513e-16,5.9e-28,1.3242447762466758e-16,-2.871220668532404e-16,-7.941604393113601e-17,-5.268767297816252e-19,8.6213920433417005e-19,6.596239211913309e-19
602.5,3.2e-19,4.732789680190544e-18,4.799142619942021e-08,1.32424476299487e-08,3.525983419431372e-17,6.668721356341883e-17,2.7216768386043824e-07,7.510021238422069e-08,2.83547318913876e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,8.864e-19,3.401134113454691e-19,1.6e-27,2.83547318913876e-16,2.15e-27,4.799142619942021e-16,5.9e-28,1.32424476299487e-16,-2.8711509206631535e-16,-7.941886958010849e-17,-5.180581459130542e-19,1.0060571200803914e-18,6.668721356172666e-19
605.0,3.2e-19,4.8264048966662555e-18,4.799142571909005e-08,1.3242447497437844e-08,3.563967912437403e-17,6.756988558207403e-17,2.721676831401e-07,7.510021218567034e-08,2.8354732100145276e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,8.864e-19,3.468409003701065e-19,1.6e-27,2.835473210014528e-16,2.15e-27,4.799142571909005e-16,5.9e-28,1.3242447497437844e-16,-2.87106873199749e-16,-7.942112199291647e-17,-5.213182184607706e-19,1.0355580793480136e-18,6.756988558036363e-19
607.5,3.2e-19,4.879817250529495e-18,4.799142523876235e-08,1.3242447364930886e-08,3.602999724747644e-17,6.847003042863634e-17,2.7216768241974187e-07,7.510021198711613e-08,2.8354732308898813e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,8.864e-19,3.5067928303825123e-19,1.6e-27,2.8354732308898814e-16,2.15e-27,4.799142523876235e-16,5.9e-28,1.3242447364930886e-16,-2.870991539502727e-16,-7.94221253629995e-17,-5.269973886826696e-19,1.0436661498503003e-18,6.847003042690721e-19
610.0,3.2e-19,4.925481966702146e-18,4.7991424758438236e-08,1.3242447232425676e-08,3.642766353010132e-17,6.936185359234122e-17,2.721676816993885e-07,7.510021178856016e-08,2.8354732517650328e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,8.864e-19,3.5396089566950963e-19,1.6e-27,2.8354732517650327e-16,2.15e-27,4.799142475843823e-16,5.9e-28,1.3242447232425675e-16,-2.87091755646874e-16,-7.942260264621294e-17,-5.332600081844378e-19,1.0479086765770711e-18,6.936185359059301e-19
612.5,3.2e-19,4.969501925622875e-18,4.7991424278117933e-08,1.3242447099921387e-08,3.683150049823049e-17,7.024113222165254e-17,2.721676809790438e-07,7.510021159000328e-08,2.8354732726400383e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,8.864e-19,3.571243107814218e-19,1.6e-27,2.8354732726400386e-16,2.15e-27,4.799142427811794e-16,5.9e-28,1.3242447099921387e-16,-2.870844532964264e-16,-7.942289215942734e-17,-5.397479251030828e-19,1.0515676953815718e-18,7.024113221988494e-19
615.0,3.2e-19,5.0129701808626e-18,4.799142379780126e-08,1.3242446967417715e-08,3.7240747208558503e-17,7.110769793580653e-17,2.7216768025870836e-07,7.510021139144577e-08,2.8354732935149238e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,8.864e-19,3.602480787013652e-19,1.6e-27,2.8354732935149237e-16,2.15e-27,4.799142379780126e-16,5.9e-28,1.3242446967417715e-16,-2.8707716418086857e-16,-7.942310309048354e-17,-5.463848916630535e-19,1.0552180988486431e-18,7.11076979340193e-19
617.5,3.2e-19,5.056135116355492e-18,4.7991423317487876e-08,1.3242446834914522e-08,3.765475691883654e-17,7.196202174898178e-17,2.7216767953838185e-07,7.510021119288779e-08,2.8354733143897086e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,8.864e-19,3.63350049093678e-19,1.6e-27,2.8354733143897087e-16,2.15e-27,4.799142331748788e-16,5.9e-28,1.324244683491452e-16,-2.870698783740332e-16,-7.942327266250911e-17,-5.531431572440095e-19,1.0589793206603218e-18,7.196202174717467e-19
620.0,3.2e-19,5.099049889007274e-18,4.799142283717747e-08,1.3242446702411715e-08,3.8072946281761174e-17,7.280468524991451e-17,2.7216767881806397e-07,7.510021099432943e-08,2.8354733352644098e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,8.864e-19,3.664340419837076e-19,1.6e-27,2.83547333526441e-16,2.15e-27,4.799142283717747e-16,5.9e-28,1.3242446702411714e-16,-2.870625760235856e-16,-7.942341411039386e-17,-5.600069942858548e-19,1.0628663436416246e-18,7.280468524808734e-19
622.5,3.2e-19,5.141706720369551e-18,4.7991422356869736e-08,1.3242446569909226e-08,3.8494782217456136e-17,7.363627387544092e-17,2.721676780977545e-07,7.510021079577075e-08,2.8354733561390434e-08,2.77,0.0718632,1.6e-27,1e-08,2.15e-27,1e-08,5.9e-28,1e-08,16666666.0,0.08333,16666666.0,0.08333,1920000.0,0.022,1920000.0,0.022,0.01,1e-05,1.0,8.864e-19,3.6949949838726116e-19,1.6e-27,2.8354733561390435e-16,2.15e-27,4.799142235686974e-16,5.9e-28,1.3242446569909226e-16,-2.870552571295257e-16,-7.942352743413778e-17,-5.669650984988075e-19,1.0668622234620942e-18,7.36362738735935e-19
