Cytosolic_Rapamycin_2_task1,Rapamycin_Dose_1_task1,Raptor_3_task1,Rictor_4_task1,_1_task1,mTORC1_7_task1,mTORC1_Rapamycin_6_task1,mTORC2_8_task1,mTOR_9_task1,mTOR_Rapamycin_5_task1
7.091501571750509e-18,4e-19,4.7991402184367876e-08,1.3242441004719362e-08,727.5,2.721676478494597e-07,1.0345016995922795e-16,7.510020245639468e-08,2.8354742328965923e-08,5.630157376843984e-17
7.14230785202284e-18,4e-19,4.79914017040692e-08,1.3242440872224476e-08,730.0,2.721676471289909e-07,1.044326428607853e-16,7.510020225782853e-08,2.8354742537691795e-08,5.675964296650697e-17
7.191401045888438e-18,4e-19,4.799140122377417e-08,1.3242440739730453e-08,732.5,2.721676464085315e-07,1.0540206723515131e-16,7.510020205926153e-08,2.835474274641635e-08,5.72235303189023e-17
7.239971762372066e-18,4e-19,4.799140074348262e-08,1.3242440607236989e-08,735.0,2.7216764568808194e-07,1.0635819801311018e-16,7.510020186069397e-08,2.835474295513987e-08,5.769246991116436e-17
7.288188623281424e-18,4e-19,4.7991400263194224e-08,1.324244047474394e-08,737.5,2.721676449676419e-07,1.073015750480777e-16,7.510020166212599e-08,2.835474316386252e-08,5.816582272641944e-17
7.336108747263733e-18,4e-19,4.7991399782908656e-08,1.324244034225122e-08,740.0,2.721676442472113e-07,1.0823277976359359e-16,7.510020146355769e-08,2.8354743372584484e-08,5.86430073917341e-17
7.383757499702169e-18,4e-19,4.799139930262562e-08,1.3242440209758766e-08,742.5,2.721676435267897e-07,1.0915237374797989e-16,7.510020126498914e-08,2.835474358130592e-08,5.912349040849397e-17
7.431127454472939e-18,4e-19,4.7991398822344826e-08,1.3242440077266513e-08,745.0,2.72167642806377e-07,1.1006090314328032e-16,7.51002010664204e-08,2.8354743790026957e-08,5.960678269189672e-17
7.478214296874938e-18,4e-19,4.799139834206599e-08,1.3242439944774403e-08,747.5,2.721676420859729e-07,1.109588719688769e-16,7.51002008678515e-08,2.8354743998747727e-08,6.009243420546074e-17
7.525017368470295e-18,4e-19,4.799139786178887e-08,1.3242439812282386e-08,750.0,2.721676413655772e-07,1.118467446906562e-16,7.510020066928252e-08,2.8354744207468345e-08,6.058003090733614e-17
7.571539103592422e-18,4e-19,4.799139738151325e-08,1.3242439679790419e-08,752.5,2.7216764064518965e-07,1.1272494895752118e-16,7.510020047071348e-08,2.8354744416188923e-08,6.106919251811833e-17
7.617791221616214e-18,4e-19,4.7991396901238917e-08,1.3242439547298462e-08,755.0,2.7216763992481015e-07,1.1359387478756055e-16,7.510020027214445e-08,2.8354744624909564e-08,6.155956781073534e-17
7.66377488156381e-18,4e-19,4.7991396420965683e-08,1.3242439414806473e-08,757.5,2.7216763920443844e-07,1.1445389241159789e-16,7.510020007357544e-08,2.835474483363036e-08,6.205083448024645e-17
7.709488352983012e-18,4e-19,4.799139594069338e-08,1.3242439282314417e-08,760.0,2.721676384840744e-07,1.1530534798445592e-16,7.510019987500653e-08,2.8354745042351395e-08,6.254269658793784e-17
7.754931656112123e-18,4e-19,4.799139546042182e-08,1.324243914982226e-08,762.5,2.721676377637178e-07,1.1614856180285824e-16,7.51001996764377e-08,2.835474525107274e-08,6.303488220378302e-17
7.80010613994748e-18,4e-19,4.7991394980150874e-08,1.3242439017329973e-08,765.0,2.7216763704336866e-07,1.1698383053507284e-16,7.5100199477869e-08,2.8354745459794468e-08,6.35271415550887e-17
7.845014149166681e-18,4e-19,4.7991394499880394e-08,1.3242438884837531e-08,767.5,2.7216763632302664e-07,1.1781142893533377e-16,7.510019927930047e-08,2.8354745668516644e-08,6.401924561074244e-17
7.889657542927772e-18,4e-19,4.799139401961026e-08,1.3242438752344907e-08,770.0,2.721676356026917e-07,1.1863161436832414e-16,7.510019908073214e-08,2.835474587723933e-08,6.451098288218295e-17
7.934037562262767e-18,4e-19,4.799139353934035e-08,1.3242438619852078e-08,772.5,2.721676348823638e-07,1.1944462695140698e-16,7.510019888216399e-08,2.8354746085962575e-08,6.500215939973313e-17
7.9781568418693e-18,4e-19,4.7991393059070555e-08,1.3242438487359024e-08,775.0,2.721676341620426e-07,1.2025068539483675e-16,7.510019868359608e-08,2.8354746294686425e-08,6.549260107421635e-17
8.022015423653612e-18,4e-19,4.799139257880078e-08,1.3242438354865723e-08,777.5,2.721676334417283e-07,1.2105000320553717e-16,7.510019848502842e-08,2.8354746503410937e-08,6.598214106590172e-17
8.065616424624775e-18,4e-19,4.799139209853095e-08,1.3242438222372161e-08,780.0,2.721676327214205e-07,1.2184276286272164e-16,7.510019828646103e-08,2.835474671213614e-08,6.64706405258675e-17
8.108959995724691e-18,4e-19,4.799139161826097e-08,1.324243808987832e-08,782.5,2.7216763200111927e-07,1.2262915496366372e-16,7.510019808789392e-08,2.835474692086208e-08,6.695795488329867e-17
8.152048196503923e-18,4e-19,4.799139113799076e-08,1.3242437957384187e-08,785.0,2.721676312808245e-07,1.2340933847888055e-16,7.510019788932709e-08,2.8354747129588785e-08,6.744396919554254e-17
8.19488238471526e-18,4e-19,4.799139065772026e-08,1.3242437824889748e-08,787.5,2.7216763056053614e-07,1.2418347389116683e-16,7.510019769076059e-08,2.8354747338316285e-08,6.79285673795804e-17
8.237463907428382e-18,4e-19,4.79913901774494e-08,1.3242437692394992e-08,790.0,2.72167629840254e-07,1.2495170844001314e-16,7.51001974921944e-08,2.8354747547044612e-08,6.841164633126459e-17
8.279794261668377e-18,4e-19,4.7991389697178126e-08,1.3242437559899911e-08,792.5,2.72167629119978e-07,1.2571417757098386e-16,7.510019729362854e-08,2.8354747755773786e-08,6.889311433647695e-17
8.32187505935673e-18,4e-19,4.799138921690639e-08,1.3242437427404491e-08,795.0,2.721676283997082e-07,1.2647101368112515e-16,7.510019709506303e-08,2.8354747964503834e-08,6.9372882370544e-17
8.363707761832012e-18,4e-19,4.7991388736634134e-08,1.3242437294908724e-08,797.5,2.7216762767944436e-07,1.2722233422716364e-16,7.510019689649785e-08,2.835474817323478e-08,6.985087620635225e-17
8.405293850716294e-18,4e-19,4.799138825636132e-08,1.3242437162412603e-08,800.0,2.7216762695918657e-07,1.2796825645752195e-16,7.510019669793305e-08,2.835474838196663e-08,7.032702156011904e-17
8.446634853636624e-18,4e-19,4.79913877760879e-08,1.3242437029916119e-08,802.5,2.7216762623893465e-07,1.287088835007573e-16,7.510019649936859e-08,2.8354748590699407e-08,7.080125794866031e-17
8.487732141085723e-18,4e-19,4.799138729581384e-08,1.324243689741927e-08,805.0,2.7216762551868856e-07,1.2944432043743784e-16,7.510019630080453e-08,2.8354748799433127e-08,7.127352283993374e-17
8.528587169160762e-18,4e-19,4.799138681553911e-08,1.3242436764922045e-08,807.5,2.721676247984483e-07,1.3017465975272194e-16,7.510019610224083e-08,2.8354749008167804e-08,7.174376594434294e-17
8.569201369589847e-18,4e-19,4.799138633526368e-08,1.3242436632424445e-08,810.0,2.721676240782137e-07,1.3089998745034569e-16,7.510019590367752e-08,2.835474921690345e-08,7.221194321579536e-17
8.609576151981551e-18,4e-19,4.799138585498753e-08,1.324243649992646e-08,812.5,2.7216762335798475e-07,1.316203886927762e-16,7.51001957051146e-08,2.8354749425640075e-08,7.267801122724163e-17
8.649712913416246e-18,4e-19,4.799138537471061e-08,1.3242436367428088e-08,815.0,2.721676226377615e-07,1.3233594621252643e-16,7.510019550655205e-08,2.8354749634377687e-08,7.314192874602339e-17
8.689613062788507e-18,4e-19,4.7991384894432924e-08,1.3242436234929328e-08,817.5,2.7216762191754376e-07,1.3304672942775555e-16,7.510019530798991e-08,2.835474984311629e-08,7.360366756297427e-17
8.729277999600995e-18,4e-19,4.799138441415443e-08,1.3242436102430173e-08,820.0,2.7216762119733155e-07,1.337528062105231e-16,7.510019510942816e-08,2.835475005185589e-08,7.406320078002667e-17
8.768709092598154e-18,4e-19,4.799138393387513e-08,1.3242435969930624e-08,822.5,2.721676204771248e-07,1.3445425069920195e-16,7.510019491086681e-08,2.8354750260596497e-08,7.452049504663137e-17
8.807907741582914e-18,4e-19,4.7991383453595e-08,1.3242435837430677e-08,825.0,2.721676197569235e-07,1.3515112220587366e-16,7.510019471230585e-08,2.8354750469338112e-08,7.497553152110606e-17
8.846875337514846e-18,4e-19,4.7991382973314024e-08,1.3242435704930333e-08,827.5,2.7216761903672753e-07,1.3584348053877782e-16,7.51001945137453e-08,2.8354750678080743e-08,7.542829063911277e-17
8.885613219375249e-18,4e-19,4.799138249303219e-08,1.3242435572429586e-08,830.0,2.7216761831653687e-07,1.3653138380491346e-16,7.510019431518516e-08,2.835475088682439e-08,7.587875434931701e-17
8.924122733561452e-18,4e-19,4.799138201274948e-08,1.3242435439928439e-08,832.5,2.7216761759635155e-07,1.3721488758413455e-16,7.510019411662543e-08,2.835475109556905e-08,7.63269068753655e-17
8.962405242978956e-18,4e-19,4.7991381532465896e-08,1.3242435307426888e-08,835.0,2.721676168761714e-07,1.3789404511673884e-16,7.510019391806609e-08,2.835475130431474e-08,7.677273451989773e-17
9.000462085090823e-18,4e-19,4.799138105218143e-08,1.3242435174924933e-08,837.5,2.721676161559965e-07,1.3856890575981308e-16,7.510019371950718e-08,2.8354751513061447e-08,7.721622725219256e-17
9.038294574374029e-18,4.7999999999999995e-19,4.799138057189606e-08,1.3242435042422577e-08,840.0,2.7216761543582673e-07,1.392395103493846e-16,7.510019352094865e-08,2.8354751721809173e-08,7.765738333783828e-17
9.353413410591188e-18,4.7999999999999995e-19,4.7991380091610456e-08,1.3242434909922991e-08,842.5,2.7216761471544136e-07,1.4012605317392197e-16,7.510019332238736e-08,2.8354751930536603e-08,7.812135638470486e-17
9.456161923255002e-18,4.7999999999999995e-19,4.7991379611325537e-08,1.3242434777430496e-08,845.0,2.721676139948984e-07,1.4116949886853308e-16,7.510019312381899e-08,2.8354752139248767e-08,7.86083484014699e-17
9.518616314643163e-18,4.7999999999999995e-19,4.7991379131042814e-08,1.3242434644941785e-08,847.5,2.721676132743366e-07,1.422294994172687e-16,7.510019292524683e-08,2.8354752347957044e-08,7.910518558462396e-17
9.573286154334489e-18,4.7999999999999995e-19,4.799137865076342e-08,1.324243451245472e-08,850.0,2.7216761255378077e-07,1.4328022162351737e-16,7.510019272667303e-08,2.835475255666356e-08,7.960874267813811e-17
9.62623328608026e-18,4.7999999999999995e-19,4.799137817048759e-08,1.3242434379968471e-08,852.5,2.721676118332349e-07,1.4431748219217563e-16,7.510019252809841e-08,2.8354752765368878e-08,8.011784881418706e-17
9.678624123006022e-18,4.7999999999999995e-19,4.7991377690215114e-08,1.3242434247482736e-08,855.0,2.721676111126993e-07,1.453410583939843e-16,7.510019232952329e-08,2.835475297407326e-08,8.063174140554838e-17
9.730651564045409e-18,4.7999999999999995e-19,4.7991377209945686e-08,1.3242434114997377e-08,857.5,2.721676103921739e-07,1.463514726585345e-16,7.510019213094781e-08,2.8354753182776897e-08,8.114978124015195e-17
9.78235044505433e-18,4.7999999999999995e-19,4.7991376729678984e-08,1.3242433982512301e-08,860.0,2.721676096716583e-07,1.473493271467668e-16,7.510019193237203e-08,2.8354753391479963e-08,8.167139011952783e-17
9.833738231537971e-18,4.7999999999999995e-19,4.799137624941471e-08,1.3242433850027445e-08,862.5,2.721676089511523e-07,1.4833519421525598e-16,7.510019173379603e-08,2.835475360018261e-08,8.219603482927172e-17
9.884817985505567e-18,4.7999999999999995e-19,4.799137576915257e-08,1.3242433717542744e-08,865.0,2.7216760823065563e-07,1.4930961527180594e-16,7.510019153521989e-08,2.8354753808884978e-08,8.272322563622103e-17
9.935623983685636e-18,4.7999999999999995e-19,4.799137528889226e-08,1.3242433585058142e-08,867.5,2.721676075101681e-07,1.502730593744471e-16,7.510019133664366e-08,2.8354754017587153e-08,8.32525169728934e-17
9.986132539791712e-18,4.7999999999999995e-19,4.799137480863357e-08,1.3242433452573593e-08,870.0,2.7216760678968943e-07,1.5122601362935666e-16,7.510019113806737e-08,2.8354754226289298e-08,8.378349664062975e-17
1.0036344641961777e-17,4.7999999999999995e-19,4.799137432837628e-08,1.3242433320089052e-08,872.5,2.7216760606921946e-07,1.5216890911644388e-16,7.510019093949107e-08,2.8354754434991513e-08,8.431578612689417e-17
1.0086254958765813e-17,4.7999999999999995e-19,4.7991373848120166e-08,1.3242433187604476e-08,875.0,2.7216760534875796e-07,1.5310215391524266e-16,7.510019074091481e-08,2.8354754643693903e-08,8.484903524647561e-17
1.0135873368999535e-17,4.7999999999999995e-19,4.799137336786505e-08,1.3242433055119826e-08,877.5,2.7216760462830477e-07,1.540261169847538e-16,7.510019054233864e-08,2.8354754852396554e-08,8.538291904795239e-17
1.0185185586702194e-17,4.7999999999999995e-19,4.7991372887610764e-08,1.3242432922635066e-08,880.0,2.7216760390785973e-07,1.5494115107575152e-16,7.510019034376257e-08,2.8354755061099553e-08,8.591715003606176e-17
1.0234214606345495e-17,4.7999999999999995e-19,4.799137240735712e-08,1.3242432790150161e-08,882.5,2.7216760318742263e-07,1.5584757136999233e-16,7.510019014518665e-08,2.8354755269802966e-08,8.64514447170965e-17
1.028294844209093e-17,4.7999999999999995e-19,4.799137192710398e-08,1.3242432657665086e-08,885.0,2.721676024669933e-07,1.5674567396170278e-16,7.510018994661091e-08,2.8354755478506868e-08,8.698556957542354e-17
1.0331393877448084e-17,4.7999999999999995e-19,4.799137144685121e-08,1.324243252517981e-08,887.5,2.721676017465718e-07,1.5763573881237633e-16,7.510018974803538e-08,2.8354755687211326e-08,8.751929018829487e-17
1.0379555777362108e-17,4.7999999999999995e-19,4.7991370966598684e-08,1.3242432392694312e-08,890.0,2.7216760102615777e-07,1.5851802042226592e-16,7.510018954946006e-08,2.835475589591639e-08,8.805239899493236e-17
1.0427434274835102e-17,4.7999999999999995e-19,4.799137048634628e-08,1.3242432260208572e-08,892.5,2.721676003057512e-07,1.5939275332093777e-16,7.510018935088499e-08,2.835475610462211e-08,8.858471232076468e-17
1.0475031535584857e-17,4.7999999999999995e-19,4.799137000609391e-08,1.3242432127722564e-08,895.0,2.721675995853519e-07,1.6026017243819645e-16,7.510018915231018e-08,2.8354756313328548e-08,8.911604399399217e-17
1.0522349611593497e-17,4.7999999999999995e-19,4.799136952584146e-08,1.3242431995236271e-08,897.5,2.7216759886495977e-07,1.6112047465873168e-16,7.510018895373567e-08,2.8354756522035742e-08,8.96462456661781e-17
1.0569389042294945e-17,4.7999999999999995e-19,4.7991369045588846e-08,1.3242431862749675e-08,900.0,2.7216759814457476e-07,1.6197386789627677e-16,7.510018875516148e-08,2.8354756730743734e-08,9.017515904097946e-17
1.0616151125983502e-17,4.7999999999999995e-19,4.799136856533599e-08,1.3242431730262762e-08,902.5,2.7216759742419675e-07,1.6282052735342736e-16,7.510018855658758e-08,2.8354756939452556e-08,9.070265753548024e-17
1.0662637400007796e-17,4.7999999999999995e-19,4.799136808508281e-08,1.3242431597775515e-08,905.0,2.7216759670382567e-07,1.6366062558242399e-16,7.510018835801404e-08,2.835475714816225e-08,9.122861672394872e-17
1.0708849571535083e-17,4.7999999999999995e-19,4.799136760482924e-08,1.3242431465287925e-08,907.5,2.721675959834613e-07,1.64494324362405e-16,7.510018815944083e-08,2.835475735687283e-08,9.175292251069121e-17
1.0754788849593233e-17,4.7999999999999995e-19,4.799136712457521e-08,1.324243133279998e-08,910.0,2.721675952631037e-07,1.6532176913570175e-16,7.5100187960868e-08,2.835475756558434e-08,9.227547728067185e-17
1.080045739198539e-17,4.7999999999999995e-19,4.799136664432067e-08,1.3242431200311666e-08,912.5,2.7216759454275276e-07,1.6614310470398244e-16,7.510018776229553e-08,2.8354757774296795e-08,9.279618294239463e-17
1.0845856808184948e-17,4.7999999999999995e-19,4.799136616406558e-08,1.3242431067822976e-08,915.0,2.7216759382240836e-07,1.6695845660290478e-16,7.510018756372344e-08,2.835475798301022e-08,9.331496085116805e-17
1.0890988577398315e-17,4.7999999999999995e-19,4.799136568380987e-08,1.32424309353339e-08,917.5,2.721675931020704e-07,1.6776795221428642e-16,7.510018736515173e-08,2.8354758191724637e-08,9.38317303686065e-17
1.0935854415809162e-17,4.7999999999999995e-19,4.79913652035535e-08,1.3242430802844433e-08,920.0,2.721675923817389e-07,1.6857170440380418e-16,7.510018716658043e-08,2.835475840044006e-08,9.434642486203742e-17
1.0980455905948158e-17,4.7999999999999995e-19,4.799136472329645e-08,1.3242430670354564e-08,922.5,2.721675916614137e-07,1.6936982119607023e-16,7.510018696800952e-08,2.8354758609156506e-08,9.485898238245765e-17
1.1024794441231915e-17,4.7999999999999995e-19,4.799136424303866e-08,1.324243053786429e-08,925.0,2.721675909410948e-07,1.7016240725434948e-16,7.510018676943903e-08,2.835475881787399e-08,9.536934423782708e-17
1.1068871581963143e-17,4.7999999999999995e-19,4.799136376278011e-08,1.3242430405373607e-08,927.5,2.721675902207821e-07,1.7094955581869868e-16,7.510018657086895e-08,2.8354759026592524e-08,9.587746271828345e-17
1.1112688958799217e-17,4.7999999999999995e-19,4.799136328252076e-08,1.3242430272882507e-08,930.0,2.7216758950047553e-07,1.717313658084374e-16,7.51001863722993e-08,2.8354759235312123e-08,9.638328413038317e-17
1.1156248027724403e-17,4.7999999999999995e-19,4.799136280226059e-08,1.3242430140390986e-08,932.5,2.7216758878017507e-07,1.72507919677702e-16,7.510018617373006e-08,2.835475944403279e-08,9.68867710891025e-17
1.1199550252574955e-17,4.7999999999999995e-19,4.7991362321999574e-08,1.3242430007899042e-08,935.0,2.721675880598807e-07,1.7327929557093355e-16,7.510018597516125e-08,2.835475965275454e-08,9.738789023922746e-17
1.1242597056694804e-17,4.7999999999999995e-19,4.7991361841737696e-08,1.3242429875406671e-08,937.5,2.7216758733959225e-07,1.7404556410332806e-16,7.510018577659288e-08,2.835475986147737e-08,9.78866155075144e-17
1.1285390183156263e-17,4.7999999999999995e-19,4.7991361361474925e-08,1.3242429742913869e-08,940.0,2.7216758661930974e-07,1.748068152136926e-16,7.510018557802493e-08,2.8354760070201298e-08,9.83829010279897e-17
1.132793109094153e-17,4.7999999999999995e-19,4.799136088121124e-08,1.3242429610420634e-08,942.5,2.721675858990331e-07,1.7556311328685857e-16,7.510018537945743e-08,2.8354760278926323e-08,9.8876726392394e-17
1.1370221197145827e-17,4.7999999999999995e-19,4.7991360400946644e-08,1.3242429477926967e-08,945.0,2.721675851787623e-07,1.7631451522530607e-16,7.510018518089036e-08,2.835476048765245e-08,9.936807842951721e-17
1.141226194527908e-17,4.7999999999999995e-19,4.799135992068112e-08,1.3242429345432865e-08,947.5,2.7216758445849725e-07,1.7706107558145036e-16,7.510018498232372e-08,2.8354760696379678e-08,9.985694603114843e-17
1.145405484779982e-17,4.7999999999999995e-19,4.799135944041464e-08,1.3242429212938329e-08,950.0,2.7216758373823797e-07,1.7780285929069698e-16,7.510018478375753e-08,2.8354760905108012e-08,1.00343307433523e-16
1.1495601457287215e-17,4.7999999999999995e-19,4.799135896014721e-08,1.3242429080443352e-08,952.5,2.721675830179843e-07,1.7853993718270387e-16,7.510018458519178e-08,2.8354761113837458e-08,1.0082713471406095e-16
1.1536903148877362e-17,4.7999999999999995e-19,4.799135847987881e-08,1.3242428947947938e-08,955.0,2.7216758229773637e-07,1.7927234915101759e-16,7.510018438662646e-08,2.835476132256801e-08,1.0130843066854809e-16
1.1577961347389722e-17,4.7999999999999995e-19,4.7991357999609436e-08,1.3242428815452086e-08,957.5,2.72167581577494e-07,1.8000014352449182e-16,7.510018418806159e-08,2.835476153129967e-08,1.017871893950765e-16
1.1618777470924041e-17,5.599999999999999e-19,4.799135751933909e-08,1.3242428682955798e-08,960.0,2.721675808572572e-07,1.8072336727692684e-16,7.510018398949716e-08,2.8354761740032438e-08,1.022634060981846e-16
1.1936879111879388e-17,5.599999999999999e-19,4.799135703906844e-08,1.3242428550462242e-08,962.5,2.7216758013680513e-07,1.8166218599167633e-16,7.510018379092998e-08,2.8354761948744996e-08,1.0276225103151104e-16
1.2042550133159835e-17,5.599999999999999e-19,4.799135655879837e-08,1.3242428417975748e-08,965.0,2.7216757941619577e-07,1.8275763547034374e-16,7.510018359235576e-08,2.8354762157442363e-08,1.032839115447831e-16
1.2107941492959744e-17,5.599999999999999e-19,4.7991356078530413e-08,1.3242428285493002e-08,967.5,2.721675786955681e-07,1.838693080099057e-16,7.510018339377779e-08,2.8354762366135936e-08,1.038152098013198e-16
1.2165532179100777e-17,5.599999999999999e-19,4.799135559826572e-08,1.324242815301187e-08,970.0,2.7216757797494676e-07,1.849713973487512e-16,7.510018319519823e-08,2.835476257482783e-08,1.0435302400717056e-16
1.222138891110791e-17,5.599999999999999e-19,4.7991355118004494e-08,1.324242802053152e-08,972.5,2.721675772543358e-07,1.8605971801889536e-16,7.510018299661788e-08,2.8354762783518617e-08,1.048961842001237e-16
1.2276634555384184e-17,5.599999999999999e-19,4.799135463774654e-08,1.3242427888051652e-08,975.0,2.7216757653373555e-07,1.8713408479630246e-16,7.510018279803704e-08,2.835476299220855e-08,1.0544393221934199e-16
1.2331526960153611e-17,5.599999999999999e-19,4.799135415749156e-08,1.3242427755572124e-08,977.5,2.721675758131458e-07,1.8819496860771888e-16,7.510018259945589e-08,2.8354763200897827e-08,1.0599562543635656e-16
1.238608590999757e-17,5.599999999999999e-19,4.7991353677239223e-08,1.3242427623092844e-08,980.0,2.721675750925662e-07,1.8924298592108398e-16,7.510018240087446e-08,2.835476340958661e-08,1.0655068780914134e-16
1.2440310027376635e-17,5.599999999999999e-19,4.7991353196989224e-08,1.3242427490613748e-08,982.5,2.7216757437199667e-07,1.9027872428751948e-16,7.510018220229287e-08,2.835476361827504e-08,1.0710859075721659e-16
1.2494216513001141e-17,5.599999999999999e-19,4.7991352716741276e-08,1.3242427358134777e-08,985.0,2.721675736514368e-07,1.9130271332819879e-16,7.510018200371116e-08,2.8354763826963284e-08,1.0766884670823994e-16
1.2547804953101632e-17,5.599999999999999e-19,4.7991352236495115e-08,1.3242427225655878e-08,987.5,2.721675729308864e-07,1.9231544259686092e-16,7.510018180512938e-08,2.8354764035651447e-08,1.082310233884085e-16
1.2601082686181529e-17,5.599999999999999e-19,4.799135175625049e-08,1.3242427093176998e-08,990.0,2.7216757221034535e-07,1.933173863336761e-16,7.510018160654757e-08,2.835476424433964e-08,1.087946968398033e-16
1.2654046101807122e-17,5.599999999999999e-19,4.799135127600719e-08,1.3242426960698092e-08,992.5,2.721675714898133e-07,1.9430897156261188e-16,7.510018140796581e-08,2.835476445302798e-08,1.093594995352156e-16
1.2706698816445838e-17,5.599999999999999e-19,4.7991350795764976e-08,1.324242682821912e-08,995.0,2.7216757076929005e-07,1.952906162840858e-16,7.510018120938411e-08,2.8354764661716573e-08,1.0992506646052831e-16
1.2759040223431792e-17,5.599999999999999e-19,4.799135031552368e-08,1.324242669574004e-08,997.5,2.721675700487755e-07,1.9626270083823407e-16,7.510018101080251e-08,2.8354764870405507e-08,1.1049107360635245e-16
1.281107267503126e-17,5.599999999999999e-19,4.7991349835283136e-08,1.3242426563260822e-08,1000.0,2.721675693282694e-07,1.9722555393908517e-16,7.510018081222107e-08,2.8354765079094857e-08,1.110572453360238e-16
1.2862797689153355e-17,5.599999999999999e-19,4.7991349355043156e-08,1.3242426430781426e-08,1002.5,2.7216756860777166e-07,1.9817952673287614e-16,7.510018061363979e-08,2.8354765287784714e-08,1.1162328456786215e-16
1.2914217701031193e-17,5.599999999999999e-19,4.7991348874803605e-08,1.324242629830183e-08,1005.0,2.721675678872821e-07,1.9912489505876237e-16,7.510018041505874e-08,2.8354765496475136e-08,1.1218896774094452e-16
1.2965334502150117e-17,5.599999999999999e-19,4.7991348394564346e-08,1.3242426165822003e-08,1007.5,2.721675671668006e-07,2.0006195385982407e-16,7.51001802164779e-08,2.8354765705166194e-08,1.1275405294828904e-16
1.3016150071990945e-17,5.599999999999999e-19,4.7991347914325246e-08,1.3242426033341919e-08,1010.0,2.7216756644632696e-07,2.009909577911394e-16,7.510018001789733e-08,2.8354765913857937e-08,1.1331833782639144e-16
1.306666610157289e-17,5.599999999999999e-19,4.79913474340862e-08,1.324242590086156e-08,1012.5,2.7216756572586117e-07,2.01912133716772e-16,7.510017981931703e-08,2.8354766122550417e-08,1.1388164748508657e-16
1.3116884382505953e-17,5.599999999999999e-19,4.7991346953847105e-08,1.3242425768380904e-08,1015.0,2.72167565005403e-07,2.028257205939878e-16,7.510017962073704e-08,2.8354766331243692e-08,1.144437950887068e-16
1.3166806679929922e-17,5.599999999999999e-19,4.799134647360785e-08,1.324242563589993e-08,1017.5,2.7216756428495235e-07,2.0373194101221635e-16,7.510017942215737e-08,2.83547665399378e-08,1.1500460984992804e-16
1.3216434676345428e-17,5.599999999999999e-19,4.799134599336837e-08,1.3242425503418625e-08,1020.0,2.7216756356450917e-07,2.046309708602396e-16,7.510017922357804e-08,2.835476674863278e-08,1.1556396678551948e-16
1.326577008740425e-17,5.599999999999999e-19,4.799134551312855e-08,1.324242537093697e-08,1022.5,2.721675628440733e-07,2.0552301508629057e-16,7.510017902499906e-08,2.835476695732867e-08,1.1612171244925557e-16
1.3314814664550004e-17,5.599999999999999e-19,4.7991345032888334e-08,1.3242425238454954e-08,1025.0,2.7216756212364466e-07,2.0640823847579662e-16,7.510017882642044e-08,2.8354767166025505e-08,1.166777324953132e-16
1.3363570118591496e-17,5.599999999999999e-19,4.799134455264765e-08,1.3242425105972562e-08,1027.5,2.721675614032232e-07,2.0728679963750954e-16,7.510017862784221e-08,2.8354767374723313e-08,1.172319187138377e-16
1.3412038143346449e-17,5.599999999999999e-19,4.799134407240644e-08,1.3242424973489781e-08,1030.0,2.7216756068280874e-07,2.0815884861841088e-16,7.510017842926436e-08,2.835476758342212e-08,1.1778417123298311e-16
1.3460220455532466e-17,5.599999999999999e-19,4.7991343592164654e-08,1.3242424841006606e-08,1032.5,2.7216755996240124e-07,2.0902452867303633e-16,7.510017823068691e-08,2.8354767792121952e-08,1.1833439646451037e-16
1.3508118744453e-17,5.599999999999999e-19,4.7991343111922225e-08,1.3242424708523024e-08,1035.0,2.7216755924200067e-07,2.0988396338928334e-16,7.510017803210987e-08,2.8354768000822827e-08,1.1888252029388213e-16
1.355573467038476e-17,5.599999999999999e-19,4.7991342631679114e-08,1.3242424576039028e-08,1037.5,2.721675585216068e-07,2.1073728972727663e-16,7.510017783353325e-08,2.8354768209524767e-08,1.1942845503678895e-16
1.3603069896564378e-17,5.599999999999999e-19,4.799134215143527e-08,1.3242424443554608e-08,1040.0,2.721675578012198e-07,2.1158462594448355e-16,7.510017763495706e-08,2.835476841822779e-08,1.1997213134493358e-16
1.365012609303674e-17,5.599999999999999e-19,4.7991341671190657e-08,1.3242424311069761e-08,1042.5,2.721675570808394e-07,2.1242606862674766e-16,7.51001774363813e-08,2.835476862693191e-08,1.2051350115428134e-16
1.3696904916773982e-17,5.599999999999999e-19,4.7991341190945256e-08,1.3242424178584481e-08,1045.0,2.7216755636046563e-07,2.1326170802638078e-16,7.510017723780597e-08,2.835476883563713e-08,1.2105252245399184e-16
1.3743407969453458e-17,5.599999999999999e-19,4.799134071069901e-08,1.3242424046098762e-08,1047.5,2.7216755564009836e-07,2.1409167565324772e-16,7.510017703923108e-08,2.835476904434348e-08,1.2158911201212846e-16
1.3789636882604153e-17,5.599999999999999e-19,4.79913402304519e-08,1.3242423913612595e-08,1050.0,2.721675549197376e-07,2.14916052400966e-16,7.510017684065665e-08,2.835476925305096e-08,1.2212323663503745e-16
1.3835593280486973e-17,5.599999999999999e-19,4.799133975020391e-08,1.324242378112598e-08,1052.5,2.721675541993832e-07,2.1573490859942545e-16,7.510017664208267e-08,2.8354769461759582e-08,1.2265487338268614e-16
