data_set_value_component_environment_variable_time,data_set_value_component_rate_constants_variable_k1,data_set_value_component_rate_constants_variable_k2,data_set_value_component_rate_constants_variable_k2_,data_set_value_component_rate_constants_variable_k3,data_set_value_component_rate_constants_variable_k4,data_set_value_component_rate_constants_variable_k5,data_set_value_component_rate_constants_variable_k6,data_set_value_component_rate_constants_variable_k6_,data_set_value_component_rate_constants_variable_k7,data_set_value_component_rate_constants_variable_k7r,data_set_value_component_rate_constants_variable_k8,data_set_value_component_rate_constants_variable_k8r,data_set_value_component_rate_constants_variable_kwee,data_set_value_component_rate_constants_variable_k25,data_set_value_component_rate_constants_variable_ku,data_set_value_component_rate_constants_variable_kp,data_set_value_component_rate_constants_variable_kur,data_set_value_component_rate_constants_variable_ku2,data_set_value_component_rate_constants_variable_kur2,data_set_value_component_rate_constants_variable_kc,data_set_value_component_rate_constants_variable_kcr,data_set_value_component_rate_constants_variable_kw,data_set_value_component_rate_constants_variable_kwr,data_set_value_component_rate_constants_variable_ki,data_set_value_component_rate_constants_variable_kir,data_set_value_component_rate_constants_variable_mu,data_set_value_component_rate_constants_variable_Kmu2,data_set_value_component_rate_constants_variable_Kmur2,data_set_value_component_rate_constants_variable_Kmi,data_set_value_component_rate_constants_variable_Kmir,data_set_value_component_rate_constants_variable_Kmw,data_set_value_component_rate_constants_variable_Kmwr,data_set_value_component_rate_constants_variable_Kmu,data_set_value_component_rate_constants_variable_Kmur,data_set_value_component_rate_constants_variable_Kmc,data_set_value_component_rate_constants_variable_Kmcr,data_set_value_component_rate_constants_variable_Kmp,data_set_value_component_rate_constants_variable_V2,data_set_value_component_rate_constants_variable_V2_,data_set_value_component_rate_constants_variable_V6,data_set_value_component_rate_constants_variable_V6_,data_set_value_component_rate_constants_variable_V25,data_set_value_component_rate_constants_variable_V25_,data_set_value_component_rate_constants_variable_Vw,data_set_value_component_rate_constants_variable_Vw_,data_set_value_component_concentration_variables_variable_SPF,data_set_value_component_concentration_variables_variable_MPF,data_set_value_component_concentration_variables_variable_alpha,data_set_value_component_concentration_variables_variable_beta,data_set_value_component_G2K_variable_G2K,data_set_value_component_R_variable_R,data_set_value_component_G1K_variable_G1K,data_set_value_component_G2R_variable_G2R,data_set_value_component_IE_variable_IE,data_set_value_component_UbE2_variable_UbE2,data_set_value_component_Wee1_variable_Wee1,data_set_value_component_PG2_variable_PG2,data_set_value_component_G1R_variable_G1R,data_set_value_component_PG2R_variable_PG2R,data_set_value_component_UbE_variable_UbE,data_set_value_component_mass_variable_mass,data_set_value_component_Cdc25_variable_Cdc25,data_set_value_component_Cig2_total_variable_Cig2_total,data_set_value_component_Rum1_total_variable_Rum1_total,data_set_value_component_Cdc13_total_variable_Cdc13_total
0.0,0.015,0.25,0.05,0.09375,0.1875,0.00175,0.0375,0.0,100.0,0.1,10.0,0.1,0.035,0.025,0.2,3.25,0.1,1.0,0.3,1.0,0.25,1.0,0.25,0.4,0.1,0.00495,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.01,0.1,0.1,0.001,0.25,0.0075,7.5,0.0375,0.5,0.025,0.35,0.035,0.0,0.0,0.25,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.4,0.0
0.1,0.015,0.24759913520948484,0.05,0.09375,0.1875,0.00175,0.037659024132213934,0.0,100.0,0.1,10.0,0.1,0.042150566949860226,0.025011054367964528,0.2,3.25,0.1,1.0,0.3,1.0,0.25,1.0,0.25,0.4,0.1,0.00495,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.01,0.1,0.1,0.001,0.25,0.0075,7.5,0.0375,0.5,0.025,0.35,0.035,0.0004070164744511297,0.00037096159050355605,0.25,0.05,0.00037094417457053213,0.4006705132047419,0.00014421953579029452,0.0011072419371225756,7.669400270749997e-06,2.1309766460828408e-05,0.022700212539238814,3.483186604785638e-07,3.0491409447324132e-05,7.493402906739484e-07,0.9900995266370509,0.5002475612672888,2.3272353609530908e-05,0.00017471094523761866,0.40180899589160246,0.00147928377064426
0.2,0.015,0.2451985336925574,0.05,0.09375,0.1875,0.00175,0.03779112493480028,0.0,100.0,0.1,10.0,0.1,0.0492837508006758,0.025023162832652174,0.2,3.25,0.1,1.0,0.3,1.0,0.25,1.0,0.25,0.4,0.1,0.00495,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.01,0.1,0.1,0.001,0.25,0.0075,7.5,0.0375,0.5,0.025,0.35,0.035,0.0004473437356310017,0.00038690056568280667,0.25,0.05,0.000386877293321126,0.40092810718386634,0.00024177267979278016,0.00252634824885566,1.2385987990832876e-05,3.901171655615186e-05,0.04534524063706602,4.654472336132352e-07,0.00010719827198376706,2.3171103649933495e-06,0.980200138938381,0.500495245106809,4.8763858215102134e-05,0.0003489709517765472,0.4035639708150707,0.0029160080997753927
0.30000000000000004,0.015,0.24279819355412474,0.05,0.09375,0.1875,0.00175,0.03786957178340898,0.0,100.0,0.1,10.0,0.1,0.056399490057535764,0.025033020859588355,0.2,3.25,0.1,1.0,0.3,1.0,0.25,1.0,0.25,0.4,0.1,0.00495,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.01,0.1,0.1,0.001,0.25,0.0075,7.5,0.0375,0.5,0.025,0.35,0.035,0.0004738132144974452,0.00039655667293892643,0.25,0.05,0.00039652867405282375,0.40115250191661056,0.00030902616623407523,0.0039102853626217975,1.4396907845225537e-05,4.952385707323042e-05,0.0679348890715421,5.599777220534673e-07,0.00021389519461078048,4.185314246736922e-06,0.9703018290891742,0.5007430515801792,6.951759913337406e-05,0.0005229213608448557,0.40528086778808986,0.0043115593286434115
0.4,0.015,0.24039811269982253,0.05,0.09375,0.1875,0.00175,0.03791775752107272,0.0,100.0,0.1,10.0,0.1,0.06349741772176497,0.025041063054206718,0.2,3.25,0.1,1.0,0.3,1.0,0.25,1.0,0.25,0.4,0.1,0.00495,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.01,0.1,0.1,0.001,0.25,0.0075,7.5,0.0375,0.5,0.025,0.35,0.035,0.0004952627997437064,0.00040610771163989307,0.25,0.05,0.00040607480098438524,0.40136086532801984,0.0003566203524152533,0.0052548727482178105,1.537890723358025e-05,5.598090734642826e-05,0.09046799276750785,6.582131101570747e-07,0.0003400347808328775,6.324955054892258e-06,0.9604045884528765,0.5009909807481181,8.644853517203459e-05,0.0006966551332481309,0.4069620978121254,0.0056679307173672444
0.5,0.015,0.23799829266284073,0.05,0.09375,0.1875,0.00175,0.03794923759410156,0.0,100.0,0.1,10.0,0.1,0.070577021733313,0.025047686074177476,0.2,3.25,0.1,1.0,0.3,1.0,0.25,1.0,0.25,0.4,0.1,0.00495,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.01,0.1,0.1,0.001,0.25,0.0075,7.5,0.0375,0.5,0.025,0.35,0.035,0.0005130022134975815,0.00041513888927010504,0.25,0.05,0.00041510084185469203,0.4015594138511515,0.000391453296909906,0.006562404789774205,1.5975075984077807e-05,6.019934259317467e-05,0.11294292613750158,7.609483082603846e-07,0.00047877940362291713,8.738884813483415e-06,0.9505084233519205,0.5012390326713746,0.00010039173511047611,0.0008702327005328231,0.40860933692936213,0.006987005464750641
0.6000000000000001,0.015,0.23559873699122288,0.05,0.09375,0.1875,0.00175,0.037971298419169006,0.0,100.0,0.1,10.0,0.1,0.07763767506956257,0.02505318784691474,0.2,3.25,0.1,1.0,0.3,1.0,0.25,1.0,0.25,0.4,0.1,0.00495,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.01,0.1,0.1,0.001,0.25,0.0075,7.5,0.0375,0.5,0.025,0.35,0.035,0.0005285023538841555,0.0004240017035565497,0.25,0.05,0.0004239582887733373,0.40175189764017627,0.00041800260131042333,0.007833975699560935,1.641650639706003e-05,6.315556705782316e-05,0.135357698633532,8.682956642477404e-07,0.0006256913955118691,1.1431686506522561e-05,0.940613348417414,0.5014872074107275,0.00011197441455734606,0.0010436939968222923,0.41022299642175564,0.008270233970505043
0.7000000000000001,0.015,0.23319945020094424,0.05,0.09375,0.1875,0.00175,0.03798811983053719,0.0,100.0,0.1,10.0,0.1,0.0846786814016044,0.025057808687377992,0.2,3.25,0.1,1.0,0.3,1.0,0.25,1.0,0.25,0.4,0.1,0.00495,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.01,0.1,0.1,0.001,0.25,0.0075,7.5,0.0375,0.5,0.025,0.35,0.035,0.0005424180087304932,0.0004326197275868981,0.25,0.05,0.00043257074065348284,0.4019406330908637,0.00043919312457438075,0.009071375160130905,1.679944096507088e-05,6.540969253429645e-05,0.157710099687633,9.797386683054689e-07,0.0007778715178312558,1.4406102412771183e-05,0.930719382271935,0.5017355050269858,0.00012170249974314106,0.0012170646424056366,0.41180428587123863,0.009519331741865464
0.8,0.015,0.23080043736410302,0.05,0.09375,0.1875,0.00175,0.03800190049654825,0.0,100.0,0.1,10.0,0.1,0.09169926558398273,0.025061734255925974,0.2,3.25,0.1,1.0,0.3,1.0,0.25,1.0,0.25,0.4,0.1,0.00495,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.01,0.1,0.1,0.001,0.25,0.0075,7.5,0.0375,0.5,0.025,0.35,0.035,0.0005551870025030621,0.00044096468702544127,0.25,0.05,0.0004409099191628054,0.4021267754663126,0.0004568892619104831,0.010276209039772716,1.715284546035866e-05,6.725634794616433e-05,0.17999766852058008,1.095357252717026e-06,0.0009334715550709639,1.7664377112789163e-05,0.9208265458313527,0.5019839255809889,0.00012996685458099112,0.001390360816981447,0.4133541204382691,0.010735878693301027
0.9,0.015,0.22840170392272782,0.05,0.09375,0.1875,0.00175,0.03801385299958006,0.0,100.0,0.1,10.0,0.1,0.0986985764851714,0.025065108205449462,0.2,3.25,0.1,1.0,0.3,1.0,0.25,1.0,0.25,0.4,0.1,0.00495,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.01,0.1,0.1,0.001,0.25,0.0075,7.5,0.0375,0.5,0.025,0.35,0.035,0.00056716198591879,0.0004490848124809623,0.25,0.05,0.0004490240487439632,0.40231077902348267,0.00047230869375131064,0.011449871787878155,1.748788130960343e-05,6.885802339431323e-05,0.2022177031275283,1.215274739982802e-06,0.0010912843943391955,2.1209059725890618e-05,0.910934861537022,0.5022324691336059,0.00013706990620938994,0.001563593088090506,0.41487314426542593,0.011921320171087992
