data_set_value_component_environment_variable_time,data_set_value_component_membrane_variable_V,data_set_value_component_membrane_variable_Cm,data_set_value_component_sodium_channel_variable_i_Na,data_set_value_component_sodium_channel_m_gate_variable_m,data_set_value_component_sodium_channel_m_gate_variable_alpha_m,data_set_value_component_sodium_channel_m_gate_variable_beta_m,data_set_value_component_sodium_channel_h_gate_variable_h,data_set_value_component_sodium_channel_h_gate_variable_alpha_h,data_set_value_component_sodium_channel_h_gate_variable_beta_h,data_set_value_component_potassium_channel_variable_i_K,data_set_value_component_potassium_channel_n_gate_variable_n,data_set_value_component_potassium_channel_n_gate_variable_alpha_n,data_set_value_component_potassium_channel_n_gate_variable_beta_n,data_set_value_component_leakage_current_variable_i_Leak,data_set_value_component_calcium_channel_variable_i_s,data_set_value_component_calcium_channel_d_gate_variable_d,data_set_value_component_calcium_channel_d_gate_variable_alpha_d,data_set_value_component_calcium_channel_d_gate_variable_beta_d,data_set_value_component_calcium_channel_f_gate_variable_f,data_set_value_component_calcium_channel_f_gate_variable_alpha_f,data_set_value_component_calcium_channel_f_gate_variable_beta_f,data_set_value_component_hyperpolarization_activated_channel_variable_i_h,data_set_value_component_hyperpolarization_activated_channel_q_gate_variable_q,data_set_value_component_hyperpolarization_activated_channel_q_gate_variable_alpha_q,data_set_value_component_hyperpolarization_activated_channel_q_gate_variable_beta_q
0.0,-62.83,1.0,-0.004908425196139895,0.047938,2.110847866734075,41.909338064442295,0.95994,0.8495756119619788,0.03615901613532509,0.7534929240480083,0.509494,0.0006205609367883331,0.006261935579955779,-0.12160040340864708,-0.6205103302013396,3.2e-05,9.964119644869497e-06,0.28556430000047034,1.0,0.015212237081272454,-8.851946162268652e-07,-0.076733188,0.010759,5.22099623431591e-05,0.0003443733068253642
0.1,-62.82297461093506,1.0,-0.004921524868456665,0.04798294578354238,2.1118781065449714,41.89280035041997,0.959872340925986,0.8486626349754249,0.03618350867960014,0.7531968410582669,0.5092055278088162,0.0006205757844187434,0.006260733211735449,-0.12127673019041474,-0.6205090727773048,3.208247366331024e-05,9.984734856499614e-06,0.28553472311250827,1.0000000884165554,0.015209751295216697,-8.844891135564187e-07,-0.07673713017664043,0.01076379390250033,5.220614931363018e-05,0.00034460464427247064
0.2,-62.81595061301265,1.0,-0.004933230323121733,0.04802329702357941,2.1129085809217423,41.87627243509488,0.9598046544960879,0.8477508195918201,0.03620801233615655,0.7529009726031972,0.5089173352233434,0.0006205906398032063,0.006259531186057662,-0.1209532347075889,-0.620507812162093,3.216474046810114e-05,1.0005391707017282e-05,0.2855051520812562,1.000000176612838,0.015207266010107145,-8.837788398986104e-07,-0.07674104515531617,0.010768586928399012,5.220234230764416e-05,0.0003448361254426668
0.30000000000000004,-62.80892832538203,1.0,-0.004944950613502399,0.04806364060187264,2.1139392428940065,41.85975506255253,0.9597369283485262,0.8468402055384578,0.03623252599060642,0.7526053928272515,0.50862947613593,0.0006206055022673196,0.006258329557487596,-0.12062993154368207,-0.620506548136599,3.2246775143212186e-05,1.0026089333398135e-05,0.28547558825033253,1.0000002645459871,0.015204781338870833,-8.830638162103193e-07,-0.07674493311665052,0.010773378907824349,5.219854148758404e-05,0.0003450677398271638
0.4,-62.80190742443922,1.0,-0.004956696325643849,0.048104010832490635,2.114970139808732,41.84324746475083,0.959669162282947,0.8459307491527637,0.036257050771592046,0.7523100125263015,0.5083418859628068,0.000620620372496571,0.0062571282706001515,-0.12030680568514884,-0.6205052813324351,3.232863767830301e-05,1.0046828765162117e-05,0.2854460302573646,1.0000003522664513,0.015202297167011304,-8.823439982040265e-07,-0.07674879412046486,0.010778170042483876,5.2194746667727236e-05,0.0003452994981084308
0.5,-62.79488758460238,1.0,-0.004968465312538342,0.048144400562732004,2.116001319384229,41.82674887020567,0.9596013638704141,0.8450224066991426,0.03628158781761039,0.7520147443646191,0.5080545014149044,0.000620635251182612,0.006255927269651096,-0.11998384204845625,-0.6205040121891032,3.2410371856102066e-05,1.0067611046282207e-05,0.2854164767316528,1.000000439824163,0.015199813379333883,-8.816193404588786e-07,-0.0767526281912525,0.010782960530987743,5.219095766227046e-05,0.0003455314110692019
0.6000000000000001,-62.787869020594584,1.0,-0.004980259489966868,0.048184816057053444,2.1170327500013277,41.81025977776153,0.9595335188732657,0.8441152044262811,0.03630613637969957,0.7517196464108158,0.5077673642313661,0.0006206501378726554,0.0062547265913424615,-0.11966105041603436,-0.6205027406054262,3.249196483721096e-05,1.008843562452044e-05,0.2853869285771813,1.0000005271855277,0.015197330051817361,-8.808898529625566e-07,-0.07675643532792494,0.010787750241338247,5.218717457742799e-05,0.00034576347165550915
0.7000000000000001,-62.78085167182592,1.0,-0.004992078375350843,0.04822525558710927,2.118064440472219,41.793780039046226,0.9594656298260287,0.8432091329369152,0.03633069667083056,0.7514247025875281,0.5074804626005646,0.0006206650326971839,0.006253526225271353,-0.11933842790122573,-0.6205014666428892,3.257342303689653e-05,1.010930276173134e-05,0.2853573855388665,1.0000006143599356,0.01519484716302796,-8.801555173819707e-07,-0.07676021554718276,0.010792539210707592,5.218339737070175e-05,0.0003459956819041779
0.8,-62.77383565160284,1.0,-0.005003921920893371,0.048265719043726826,2.119096374041604,41.777309914057874,0.9593976848718049,0.8423042052868522,0.03635526829530141,0.7511299427990401,0.5071938179402041,0.0006206799354175426,0.006252326190780768,-0.11901597961202481,-0.6205001903711309,3.265475010945047e-05,1.0130212202681164e-05,0.28532784809372863,1.0000007013297285,0.015192364753060163,-8.794163335747097e-07,-0.07676396886502335,0.010797327370654065,5.2179626093199945e-05,0.00034622803809709174
0.9,-62.76682093575346,1.0,-0.0050157900659567045,0.048306206100521124,2.120128554159305,41.76084933983984,0.9593296841949586,0.8414004167680561,0.03637985133832212,0.7508353603984501,0.506907425258443,0.000620694846086715,0.00625112648369544,-0.11869370433416504,-0.620498911852115,3.2735951780789156e-05,1.0151164100365381e-05,0.285298316140004,1.0000007880987383,0.015189882813365519,-8.786722870699515e-07,-0.0767676953013879,0.010802114736646936,5.217586072196679e-05,0.0003464605410623887
1.0,-62.75980757113265,1.0,-0.005027682594231473,0.048346716103028785,2.1211609738232013,41.74439842010065,0.95926161718273,0.8404977718247463,0.036404445636162595,0.7505409663165163,0.5066212923176906,0.0006207097646066909,0.006249927111987455,-0.11837160411645564,-0.6204976313065815,3.2817045835596773e-05,1.0172158395703934e-05,0.2852687898749517,1.0000008746598508,0.01518740136052619,-8.779233709183592e-07,-0.07677139488813836,0.010806901282664377,5.2172101272182766e-05,0.000346693189273694
