_1_task1,x_1_task1
26.4,863569078.2487417
26.55,865516927.8778727
26.7,867472757.8509712
26.849999999999998,869436609.1703742
27.0,871408484.8982139
27.15,873388388.5778759
27.3,875376324.2247852
27.45,877372296.3171921
27.599999999999998,879376309.7869582
27.75,881388370.0103434
27.9,883408482.7987909
28.05,885436654.3897145
28.2,887472891.4372836
28.349999999999998,889517198.5868067
28.5,891569561.3851413
28.65,893630003.147979
28.799999999999997,895698530.6577165
28.95,897775150.9418212
29.099999999999998,899859871.258943
29.25,901952699.0850241
29.4,904053642.0994103
29.549999999999997,906162708.1709614
29.7,908279905.3441614
29.849999999999998,910405241.8252295
30.0,912538725.9682311
30.15,914680366.2611872
30.299999999999997,916830191.9932398
30.45,918988207.275908
30.599999999999998,921154416.0041851
30.75,923328828.8091877
30.9,925511456.5337864
31.049999999999997,927702310.2240729
31.2,929901401.1208279
31.349999999999998,932108740.6509876
31.5,934324340.4191121
31.65,936548212.1988522
31.799999999999997,938780367.9244173
31.95,941020819.6820422
32.1,943269588.9554087
32.25,945526702.3046961
32.4,947792159.2340853
32.55,950065974.0315654
32.699999999999996,952348161.238607
32.85,954638735.6469458
33.0,956937712.2953669
33.15,959245106.4664882
33.3,961560933.683545
33.449999999999996,963885209.7071729
33.6,966217950.5321927
33.75,968559172.3843935
33.9,970908891.7173167
34.05,973267129.4745442
34.199999999999996,975633899.881133
34.35,978009220.1882349
34.5,980393107.9936582
34.65,982785581.1290162
34.8,985186657.6573097
34.949999999999996,987596355.8705087
35.1,990014694.2871346
35.25,992441691.6498423
35.4,994877366.9230019
35.55,997321739.2902818
35.699999999999996,999774828.1522293
35.85,1002236649.7923784
36.0,1004707223.5213156
36.15,1007186571.0023435
36.3,1009674712.1287521
36.449999999999996,1012171666.9688674
36.6,1014677455.7625456
36.75,1017192098.9176668
36.9,1019715617.0066301
37.05,1022248030.7628468
37.199999999999996,1024789361.0772355
37.35,1027339628.9947153
37.5,1029898855.7107008
37.65,1032467062.761559
37.8,1035044272.3554416
37.949999999999996,1037630505.5642715
38.1,1040225784.209086
38.25,1042830130.2489597
38.4,1045443565.7776874
38.55,1048066113.0204663
38.699999999999996,1050697794.3305779
38.85,1053338632.1860698
39.0,1055988649.1864388
39.15,1058647868.0493127
39.3,1061316311.6071324
39.449999999999996,1063994002.8038343
39.6,1066680970.8816022
39.75,1069377236.3659254
39.9,1072082821.878427
40.05,1074797751.229556
40.199999999999996,1077522048.3627427
40.35,1080255737.3524616
40.5,1082998842.402293
40.65,1085751387.8429859
40.8,1088513398.1305194
40.949999999999996,1091284897.8441658
41.1,1094065911.6845515
41.25,1096856464.4717202
41.4,1099656583.3741443
41.55,1102466295.1429324
41.699999999999996,1105285622.9579196
41.85,1108114592.4068778
42.0,1110953229.2137365
42.15,1113801559.2376199
42.3,1116659608.471877
42.449999999999996,1119527403.043117
42.6,1122404969.2102425
42.75,1125292333.3634818
42.9,1128189522.0234246
43.05,1131096561.8400538
43.199999999999996,1134013479.6043139
43.35,1136940302.3978643
43.5,1139877057.131645
43.65,1142823770.9744942
43.8,1145780471.2207637
43.949999999999996,1148747185.2893867
44.1,1151723940.7229483
44.25,1154710765.186753
44.4,1157707686.4678948
44.55,1160714732.4743257
44.699999999999996,1163731931.2339246
44.85,1166759310.8935666
45.0,1169796899.7181911
45.15,1172844725.2542684
45.3,1175902816.1201878
45.449999999999996,1178971201.171696
45.6,1182049909.062505
45.75,1185138968.5534708
45.9,1188238408.5114365
46.05,1191348257.9080708
46.199999999999996,1194468545.81871
46.35,1197599301.4211993
46.5,1200740553.9947317
46.65,1203892332.9186902
46.8,1207054667.6714885
46.949999999999996,1210227587.9676852
47.1,1213411123.7422402
47.25,1216605304.5365775
47.4,1219810160.2414863
47.55,1223025720.8433838
47.699999999999996,1226252016.423245
47.85,1229489077.1555316
48.0,1232736933.3071206
48.15,1235995615.2362354
48.3,1239265153.3913727
48.449999999999996,1242545578.3102334
48.6,1245836920.6186514
48.75,1249139211.029522
48.9,1252452481.9609702
49.05,1255776763.3529181
49.199999999999996,1259112086.176314
49.35,1262458481.5862575
49.5,1265815980.8282967
49.65,1269184615.2376752
49.8,1272564416.2385755
49.949999999999996,1275955415.3433635
50.1,1279357644.1518354
50.25,1282771134.350459
50.4,1286195917.7116225
50.55,1289632026.0928762
50.699999999999996,1293079492.0828118
50.85,1296538347.8855374
51.0,1300008625.2418861
51.15,1303490356.4148781
51.3,1306983573.755072
51.449999999999996,1310488309.7000353
51.6,1314004596.7738142
51.75,1317532467.5864036
51.9,1321071954.833218
52.05,1324623091.2945604
52.199999999999996,1328185909.835093
52.35,1331760443.403307
52.5,1335346725.0896723
52.65,1338944788.2890782
52.8,1342554665.9897346
52.949999999999996,1346176391.4913316
53.1,1349809998.1765711
53.25,1353455519.5107057
53.4,1357112989.041076
53.55,1360782440.3966498
53.699999999999996,1364463907.2875588
53.85,1368157423.5046382
54.0,1371863022.9189627
54.15,1375580739.4813874
54.3,1379310607.222083
54.449999999999996,1383052660.5092237
54.6,1386806933.4356308
54.75,1390573460.229643
54.9,1394352275.2539303
55.05,1398143412.949838
55.199999999999996,1401946907.8369858
55.35,1405762794.512867
55.5,1409591107.6524453
55.65,1413431882.0077555
55.8,1417285152.4075015
55.949999999999996,1421150953.7566538
56.1,1425029321.0360498
56.25,1428920288.861605
56.4,1432823891.9373345
56.55,1436740165.92262
56.699999999999996,1440669146.0315735
56.85,1444610867.5465045
57.0,1448565365.8173103
57.15,1452532676.260867
57.3,1456512834.3604193
57.449999999999996,1460505875.6649702
57.599999999999994,1464511835.7886727
57.75,1468530750.410219
57.9,1472562655.2722309
58.05,1476607586.4823732
58.199999999999996,1480665588.1271873
58.349999999999994,1484736690.570914
58.5,1488820930.290142
58.65,1492918343.8645332
58.8,1497028967.9777887
58.949999999999996,1501152839.4186141
59.099999999999994,1505289995.0816832
59.25,1509440471.9686036
59.4,1513604307.1888804
59.55,1517781537.9608817
59.699999999999996,1521972201.6128037
59.849999999999994,1526176335.5836346
60.0,1530393971.1498566
60.15,1534625146.3319972
60.3,1538869901.0876637
60.449999999999996,1543128272.7216754
60.599999999999994,1547400298.6048145
60.75,1551686016.1729803
60.9,1555985462.9263422
61.05,1560298676.4284952
61.199999999999996,1564625694.3056126
61.349999999999994,1568966554.2456002
61.5,1573321293.997251
61.65,1577689951.3693967
61.8,1582072566.5499046
61.949999999999996,1586469182.8965898
62.099999999999994,1590879833.895267
62.25,1595304558.1109955
62.4,1599743394.2098114
62.55,1604196380.9595547
62.699999999999996,1608663557.2306907
62.849999999999994,1613144961.9971366
63.0,1617640634.3370843
63.15,1622150613.4338255
63.3,1626674938.5765753
63.449999999999996,1631213649.1612976
63.599999999999994,1635766784.6915278
63.75,1640334389.9569538
63.9,1644916501.9055529
64.05,1649513160.2160933
64.2,1654124405.178756
64.35,1658750277.224534
64.5,1663390816.927112
64.64999999999999,1668046065.0047402
64.8,1672716062.3221147
64.95,1677400849.8922513
65.1,1682100468.8783636
65.25,1686814960.5957422
65.39999999999999,1691544366.5136278
65.55,1696288722.240648
65.7,1701048067.0770645
65.85,1705822446.9316905
66.0,1710611903.1896658
66.14999999999999,1715416477.3382807
66.3,1720236210.9666123
66.45,1725071145.7651577
66.6,1729921323.5254676
66.75,1734786786.1397831
66.89999999999999,1739667575.600667
67.05,1744563734.0006406
67.2,1749475303.5318162
67.35,1754402327.2281399
67.5,1759344852.1755672
67.64999999999999,1764302917.4616058
67.8,1769276566.004738
67.95,1774265840.8499558
68.1,1779270785.1694658
68.25,1784291442.2633932
68.39999999999999,1789327855.5604813
68.55,1794380068.6187983
68.7,1799448125.1264372
68.85,1804532068.9022193
69.0,1809631943.8963997
69.14999999999999,1814747794.1913652
69.3,1819879671.5211782
69.45,1825027617.9813552
69.6,1830191676.6545212
69.75,1835371892.7615702
69.89999999999999,1840568311.709799
70.05,1845780979.09546
70.2,1851009940.7063031
70.35,1856255242.5241258
70.5,1861516930.7273204
70.64999999999999,1866795051.693418
70.8,1872089652.0016391
70.95,1877400778.4354384
71.1,1882728478.4125705
71.25,1888072799.6525629
71.39999999999999,1893433789.057011
71.55,1898811494.3218324
71.7,1904205963.3659163
71.85,1909617244.3338919
72.0,1915045385.5988991
72.14999999999999,1920490435.7653532
72.3,1925952443.671716
72.45,1931431458.3932617
72.6,1936927529.2448456
72.75,1942440705.7836747
72.89999999999999,1947971037.7951257
73.05,1953518572.4066737
73.2,1959083361.8639724
73.35,1964665456.557738
73.5,1970264907.120606
73.64999999999999,1975881764.4293625
73.8,1981516079.6071844
73.95,1987167904.025869
74.1,1992837289.3080714
74.25,1998524287.329541
74.39999999999999,2004228950.2213526
74.55,2009951330.372145
74.7,2015691480.4303532
74.85,2021449453.531642
75.0,2027225302.8595836
75.14999999999999,2033019081.762773
75.3,2038830843.9734457
75.45,2044660643.4966943
75.6,2050508534.6127725
75.75,2056374571.8794017
75.89999999999999,2062258810.1340692
76.05,2068161304.4963386
76.2,2074082110.3701482
76.35,2080021283.446116
76.5,2085978879.7038474
76.64999999999999,2091954955.435583
76.8,2097949567.274241
76.95,2103962772.0378237
77.1,2109994626.8953557
77.25,2116045189.3176012
77.39999999999999,2122114517.0794263
77.55,2128202668.2621694
77.7,2134309701.2560034
77.85,2140435674.7623034
78.0,2146580649.4403706
78.14999999999999,2152744692.943414
78.3,2158927860.078481
78.45,2165130211.9344487
78.6,2171351810.0541606
78.75,2177592716.443394
78.89999999999999,2183852993.579826
79.05,2190132704.422002
79.2,2196431912.418302
79.35,2202750679.7323
79.5,2209089054.844731
79.64999999999999,2215447111.7128654
79.8,2221824913.9073224
79.95,2228222525.3092585
80.1,2234640010.10816
80.25,2241077432.799636
80.39999999999999,2247534858.1832013
80.55,2254012351.360075
80.7,2260509978.1343384
80.85,2267027813.5034347
81.0,2273565918.359036
81.14999999999999,2280124360.0042577
81.3,2286703206.1513453
81.45,2293302524.925334
81.6,2299922384.867709
81.75,2306562854.940068
81.89999999999999,2313224004.527777
82.05,2319905903.4436383
82.2,2326608621.526629
82.35,2333332229.6658883
82.5,2340076798.941567
82.64999999999999,2346842400.8657746
82.8,2353629107.39119
82.95,2360436990.914469
83.1,2367266124.2796645
83.25,2374116580.781645
83.39999999999999,2380988434.169501
83.55,2387881752.316369
83.7,2394796612.5988436
83.85,2401733089.889941
84.0,2408691258.9958787
84.14999999999999,2415671195.106554
84.3,2422672973.7948027
84.45,2429696671.0156465
84.6,2436742363.10555
84.75,2443810126.781673
84.89999999999999,2450900039.7723017
85.05,2458012179.350892
85.2,2465146623.3615255
85.35,2472303450.122528
85.5,2479482738.338702
85.64999999999999,2486684567.101028
85.8,2493909015.886374
85.95,2501156164.5572
86.1,2508426093.3612657
86.25,2515718885.018362
86.39999999999999,2523034620.1340003
86.55,2530373379.934065
86.7,2537735246.5145135
86.85,2545120302.389616
87.0,2552528630.4933114
87.14999999999999,2559960314.180557
87.3,2567415437.228689
87.45,2574894083.838774
87.6,2582396336.792047
87.75,2589922281.234906
87.89999999999999,2597472002.9501925
88.05,2605045587.5461946
88.2,2612643121.0280557
88.35,2620264689.797515
88.5,2627910380.6526513
88.64999999999999,2635580280.7876215
88.8,2643274477.792404
88.95,2650993056.08921
89.1,2658736103.6131725
89.25,2666503710.0645385
89.39999999999999,2674295963.9687743
89.55,2682112954.173515
89.7,2689954769.844817
89.85,2697821500.4634256
90.0,2705713235.8210316
90.14999999999999,2713630066.0165286
90.3,2721572079.405017
90.45,2729539365.9919443
90.6,2737532017.5453444
90.75,2745550124.940235
90.89999999999999,2753593779.293371
91.05,2761663071.9572525
91.2,2769758094.514123
91.35,2777878938.7699738
91.5,2786025696.7485504
91.64999999999999,2794198460.438812
91.8,2802397322.1317177
91.95,2810622374.596983
92.1,2818873710.612638
92.25,2827151423.138066
92.39999999999999,2835455605.3076878
92.55,2843786350.424663
92.7,2852143751.954575
92.85,2860527903.519126
93.0,2868938899.0162563
93.14999999999999,2877376832.481927
93.3,2885841797.8786016
93.45,2894333889.422938
93.6,2902853201.4599833
93.75,2911399828.457056
93.89999999999999,2919973864.997614
94.05,2928575405.7751417
94.2,2937204545.5870204
94.35,2945861378.9490247
94.5,2954546000.308959
94.64999999999999,2963258505.103767
94.8,2971998988.3665915
94.95,2980767545.190338
95.1,2989564270.7208962
95.25,2998389260.1503577
95.39999999999999,3007242608.7102313
95.55,3016124411.664668
95.7,3025034763.7769628
95.85,3033973759.264072
96.0,3042941494.1394844
96.14999999999999,3051938063.5303984
96.3,3060963562.5398874
96.45,3070018086.238996
96.6,3079101729.6588416
96.75,3088214587.782721
96.89999999999999,3097356755.538202
97.05,3106528327.731198
97.2,3115729398.976567
97.35,3124960064.0945096
97.5,3134220417.6828756
97.64999999999999,3143510554.2410927
97.8,3152830568.1621156
97.95,3162180553.7243686
98.1,3171560605.083688
98.25,3180970816.2652698
98.39999999999999,3190411281.521547
98.55,3199882096.320456
98.7,3209383353.2421722
98.85,3218915145.946384
99.0,3228477567.9492884
99.14999999999999,3238070712.616881
99.3,3247694673.1582522
99.45,3257349542.6188793
99.6,3267035413.8739204
99.75,3276752379.979825
99.89999999999999,3286500536.362778
100.05,3296279973.704095
100.2,3306090784.48779
100.35,3315933061.0354314
100.5,3325806895.5014806
100.64999999999999,3335712379.8686237
100.8,3345649605.9431167
100.95,3355618665.3501153
101.1,3365619649.6802793
101.25,3375652653.0581894
101.39999999999999,3385717764.9550753
101.55,3395815076.5440445
101.7,3405944678.83092
101.85,3416106662.6514215
102.0,3426301118.6683416
102.14999999999999,3436528137.368716
102.3,3446787809.061009
102.45,3457080223.872282
102.6,3467405474.382436
102.75,3477763648.9430876
102.89999999999999,3488154837.378676
103.05,3498579129.365321
103.2,3509036614.4168987
103.35,3519527381.8837934
103.5,3530051520.951653
103.64999999999999,3540609120.640135
103.8,3551200269.801663
103.95,3561825041.6244273
104.1,3572483531.4742336
104.25,3583175826.937874
104.39999999999999,3593902014.2663617
104.55,3604662179.325464
104.7,3615456407.584387
104.85,3626284784.1044765
105.0,3637147393.5279164
105.14999999999999,3648044320.066418
105.3,3658975698.5378747
105.45,3669941594.997139
105.6,3680942091.8984523
105.75,3691977278.476526
105.89999999999999,3703047244.238522
106.05,3714152078.9889317
106.2,3725291872.854437
106.35,3736466716.3087854
106.5,3747676700.197662
106.64999999999999,3758921890.0114784
106.8,3770202383.003891
106.95,3781518273.182369
107.1,3792869649.355677
107.25,3804256600.4093323
107.39999999999999,3815679215.3104196
107.55,3827137583.1124225
107.7,3838631792.9600415
107.85,3850161934.094019
108.0,3861728078.7141204
108.14999999999999,3873330317.5398645
108.3,3884968742.7217393
108.45,3896643441.174289
108.6,3908354499.624273
108.75,3920102004.600725
108.89999999999999,3931886042.425014
109.05,3943706699.2009115
109.2,3955564060.8046465
109.35,3967458220.8885403
109.5,3979389265.6198354
109.64999999999999,3991357278.1765647
109.8,4003362344.853518
109.95,4015404551.8283205
110.1,4027483985.1591935
110.25,4039600730.7827177
110.39999999999999,4051754874.511585
110.55,4063946502.0323663
110.7,4076175709.618356
110.85,4088442585.969667
111.0,4100747212.5536704
111.14999999999999,4113089676.6657953
111.3,4125470065.7045026
111.45,4137888467.180631
111.6,4150344968.7267556
111.75,4162839658.106543
111.89999999999999,4175372623.2241
112.05,4187943952.9666967
112.2,4200553736.018674
112.35,4213202060.3464613
112.5,4225889014.697571
112.64999999999999,4238614688.0279765
112.8,4251379169.512506
112.95,4264182548.5552144
113.1,4277024914.7997704
113.25,4289906358.1398425
113.39999999999999,4302826964.7279825
113.55,4315786821.391449
113.7,4328786021.552155
113.85,4341824655.168887
114.0,4354902812.384495
114.14999999999999,4368020583.5305395
114.3,4381178059.131967
114.45,4394375329.911757
114.6,4407612486.795593
114.75,4420889618.876201
114.89999999999999,4434206814.759814
115.05,4447564167.882474
115.19999999999999,4460961769.405666
115.35,4474399710.646066
115.5,4487878083.076741
115.64999999999999,4501396978.328371
115.8,4514956488.190458
115.94999999999999,4528556704.612533
116.1,4542197720.092049
116.25,4555879627.660321
116.39999999999999,4569602519.269764
116.55,4583366487.664304
116.69999999999999,4597171625.770215
116.85,4611018026.698138
117.0,4624905783.745071
117.14999999999999,4638834990.396387
117.3,4652805740.327836
117.44999999999999,4666818127.951498
117.6,4680872248.898007
117.75,4694968196.4735365
117.89999999999999,4709106065.386509
118.05,4723285950.574608
118.19999999999999,4737507947.208186
118.35,4751772150.693695
118.5,4766078656.677101
118.64999999999999,4780427561.047304
118.8,4794818959.813239
118.94999999999999,4809252948.80313
119.1,4823729624.98057
119.25,4838249085.162436
119.39999999999999,4852811426.416648
119.55,4867416746.065151
119.69999999999999,4882065141.686884
119.85,4896756711.120769
120.0,4911491552.468675
120.14999999999999,4926269763.81298
120.3,4941091441.67439
120.44999999999999,4955956686.160111
120.6,4970865596.18986
120.75,4985818270.930637
120.89999999999999,5000814809.798206
121.05,5015855312.458564
121.19999999999999,5030939878.829404
121.35,5046068609.081597
121.5,5061241603.546338
121.64999999999999,5076458961.386791
121.8,5091720784.3807125
121.94999999999999,5107027173.555526
122.1,5122378230.179313
122.25,5137774055.761285
122.39999999999999,5153214752.052281
122.55,5168700421.045255
122.69999999999999,5184231164.975748
122.85,5199807086.321521
123.0,5215428287.519235
123.14999999999999,5231094871.689527
123.3,5246806942.013886
123.44999999999999,5262564601.915405
123.6,5278367955.059101
123.75,5294217105.352225
123.89999999999999,5310112156.94459
124.05,5326053214.228877
124.19999999999999,5342040381.840959
124.35,5358073764.629752
124.5,5374153467.732354
124.64999999999999,5390279596.514381
124.8,5406452256.5838995
124.94999999999999,5422671553.793327
125.1,5438937594.239751
125.25,5455250484.2652025
125.39999999999999,5471610330.456969
125.55,5488017239.647891
125.69999999999999,5504471318.497271
125.85,5520972674.478624
126.0,5537521415.162747
126.14999999999999,5554117648.311993
126.3,5570761481.929593
126.44999999999999,5587453024.259652
126.6,5604192383.787167
126.75,5620979669.238011
126.89999999999999,5637814989.578955
127.05,5654698453.469885
127.19999999999999,5671630170.488761
127.35,5688610250.359688
127.5,5705638802.933827
127.64999999999999,5722715938.294452
127.8,5739841766.75653
127.94999999999999,5757016398.866299
128.1,5774239945.400863
128.25,5791512517.3677635
128.4,5808834225.672762
128.54999999999998,5826205181.815208
128.7,5843625497.537569
128.85,5861095284.712354
129.0,5878614655.434564
129.15,5896183722.020991
129.29999999999998,5913802597.009517
129.45,5931471393.158425
129.6,5949190223.445689
129.75,5966959200.02102
129.9,5984778436.47703
130.04999999999998,6002648046.872168
130.2,6020568145.051883
130.35,6038538845.086991
130.5,6056560261.273685
130.65,6074632508.133535
130.79999999999998,6092755700.413482
130.95,6110929953.085852
131.1,6129155381.348335
131.25,6147432100.624004
131.4,6165760226.561304
131.54999999999998,6184139875.034052
131.7,6202571162.141453
131.85,6221054203.769215
132.0,6239589109.828796
132.15,6258176002.295007
132.29999999999998,6276814997.9678955
132.45,6295506213.865051
132.6,6314249767.221589
132.75,6333045775.49016
132.9,6351894356.340946
133.04999999999998,6370795627.661661
133.2,6389749707.557562
133.35,6408756714.351428
133.5,6427816766.583574
133.65,6446929983.011851
133.79999999999998,6466096482.611636
133.95,6485316384.575853
134.1,6504589802.368983
134.25,6523916852.169195
134.4,6543297659.63007
134.54999999999998,6562732344.440216
134.7,6582221026.490096
134.85,6601763825.872012
135.0,6621360862.880114
135.15,6641012258.010399
135.29999999999998,6660718131.960707
135.45,6680478605.630736
135.6,6700293800.122023
135.75,6720163836.737947
135.9,6740088836.983744
136.04999999999998,6760068922.5664835
136.2,6780104215.395101
136.35,6800194823.364433
136.5,6820340876.688569
136.65,6840542499.609377
136.79999999999998,6860799814.375483
136.95,6881112943.418093
137.1,6901482009.350977
137.25,6921907134.970477
137.4,6942388443.2555065
137.54999999999998,6962926057.367548
137.7,6983520100.650664
137.85,7004170696.631481
138.0,7024877969.019196
138.15,7045642041.70558
138.29999999999998,7066463038.76497
138.45,7087341081.178301
138.6,7108276284.443095
138.75,7129268781.68012
138.9,7150318697.3007555
139.04999999999998,7171426155.88232
139.2,7192591282.168097
139.35,7213814201.067299
139.5,7235095037.655098
139.65,7256433917.172607
139.79999999999998,7277830965.026887
139.95,7299286306.790956
140.1,7320800068.203768
140.25,7342372375.170228
140.4,7364003353.761191
140.54999999999998,7385693130.213454
140.7,7407441819.830621
140.85,7429249550.396418
141.0,7451116453.725041
141.15,7473042656.220984
141.29999999999998,7495028284.434054
141.45,7517073465.059391
141.6,7539178324.937439
141.75,7561342991.0539665
141.9,7583567590.540061
142.04999999999998,7605852250.672123
142.2,7628197098.871886
142.35,7650602262.706389
142.5,7673067869.887996
142.65,7695594048.274385
142.79999999999998,7718180925.370359
142.95,7740828612.13892
143.1,7763537250.072863
143.25,7786306967.130685
143.4,7809137891.395707
143.54999999999998,7832030151.076071
143.7,7854983874.50475
143.85,7877999190.139531
144.0,7901076226.563026
144.15,7924215112.482672
144.29999999999998,7947415976.7307205
144.45,7970678948.264264
144.6,7994004156.165202
144.75,8017391729.640263
144.9,8040841798.020997
145.04999999999998,8064354483.066506
145.2,8087929908.302554
145.35,8111568212.1502495
145.5,8135269523.913544
145.65,8159033972.999109
145.79999999999998,8182861688.9163265
145.95,8206752801.27731
146.1,8230707439.796877
146.25,8254725734.292564
146.4,8278807814.684627
146.54999999999998,8302953810.996032
146.7,8327163853.352477
146.85,8351438071.982365
147.0,8375776597.216816
147.15,8400179559.489672
147.29999999999998,8424647073.0828285
147.45,8449179276.72863
147.6,8473776303.853468
147.75,8498438284.742445
147.9,8523165349.760281
148.04999999999998,8547957629.351314
148.2,8572815254.039511
148.35,8597738354.428448
148.5,8622727061.20132
148.65,8647781505.120947
148.79999999999998,8672901817.029758
148.95,8698088127.849817
149.1,8723340568.582796
149.25,8748659270.309986
149.4,8774044360.048645
149.54999999999998,8799495954.491262
149.7,8825014198.14385
149.85,8850599221.822754
150.0,8876251156.399237
