Time,x,y,z,w,v,r1,b1,beta1,m1,delta1,r2,beta2,k2,b2,u2,beta3,k3,m3,r3,u3,beta4,k4,u4,r4,m4,beta5,k5,u5,Pancreatic_tumor,PCC_growth,PCC_activation_by_PSC,PCC_death,PSC_growth,PSC_activation_by_tp_cytokine,PSC_death,effector_production,effector_prolif,effector_death,tp_cytokine_production,tp_decay,tp_stimulation_by_PSC,ts_production,ts_decay
0.0,1000000000.0,5600000.0,190000000.0,50000.0,9.4,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,19301100.0,19300.9455912,1823088455.772114,10810.8008736,0.6187494975450915,84000.0,1.058842856645201e-05,3500.0,3800000.0,1110389610.3896103,1700.0000000000002,786516853.849514,1385614385.6143856,0.31960000000000005
0.15,880151824.9546057,5589288.398489581,189431378.4877789,274627439.80174756,206985563.75641406,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,17008879.273579095,16976.20911694157,427249105.4718282,10790.330600239242,3375.5259607803337,83839.32597734372,0.876470584759016,3500.0,3788627.569755578,1106915922.1299987,9337332.953259418,689326955.8767191,1381279697.7006822,7037509.167718078
0.3,835498809.8609425,5579089.28190261,188864460.2866535,538634825.8273909,412280679.50932986,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,16153383.004119974,16092.93660989744,237200015.40237015,10770.838962208645,6577.699758549664,83686.33922853915,0.8800778192666512,3500.0,3777289.2057330697,1103536281.362367,18313584.078131292,651661385.2863349,1377062368.195774,14017543.103317216
0.44999999999999996,808542239.2782483,5569381.005598093,188299240.2916225,796380805.1980246,615903873.4359204,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,15636544.669994392,15550.924677009618,163053439.98469663,10752.284701182563,9664.4307470923,83540.7150839714,0.8783400727084655,3500.0,3765984.80583245,1100189847.7623417,27076947.37673284,628108348.3825177,1372886476.6948879,20940731.696821295
0.6,789612058.7649837,5560147.06548342,187735713.4151729,1049326500.5655701,817868544.7051995,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,15273423.541171448,15164.607446871634,123819339.21866451,10734.636372813302,12656.769140235789,83402.2059822513,0.8742571025552416,3500.0,3754714.268303458,1096864804.8695736,35677101.01922939,611008594.7468271,1368737277.8714337,27807530.519976784
0.75,775259803.1803715,5551373.346871899,187173874.58529893,1298230364.838315,1018186641.8436444,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,14998021.740070462,14867.670011908449,99628823.28102967,10717.867090660804,15566.619949333375,83270.60020307849,0.8688815403625553,3500.0,3743477.4917059788,1093556598.4164014,44139832.40450271,597623209.3799103,1364609088.6221762,34618345.82268391
0.8999999999999999,763851995.1579577,5543047.222666369,186613718.74529758,1543564231.8085895,1216869450.7557068,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,14779061.748336373,14628.63960882737,83260178.2659631,10701.952803692324,18402.057394621246,83145.70833999553,0.8627195299727435,3500.0,3732274.374905952,1090262932.4308913,52481183.88149205,586651325.0329003,1360499043.888121,41373561.32569403
1.05,754497452.1798244,5535157.135119077,186055240.85367042,1785650871.749801,1413927871.263989,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,14599473.229483284,14430.309273594114,71467671.4551044,10686.87149769086,21169.1065948531,83027.35702678615,0.8560566070987281,3500.0,3721104.8170734085,1086982488.1408095,60712129.639493234,577380893.3797092,1356405498.021865,48073547.622975625
1.2,746653734.3696169,5527692.353548194,185498435.8840549,2024728334.6760402,1609372550.697072,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,14448862.701376863,14262.183735879575,62578812.40988084,10672.602732795396,23872.581810817017,82915.38530322291,0.8490687041887327,3500.0,3709968.7176810983,1083714421.539789,68840763.37898538,569377099.470846,1352327397.8188818,54718666.72370046
1.3499999999999999,739965996.5996186,5520642.82680051,184943298.82516617,2260980360.2265124,1803213951.7074842,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,14320429.303111564,14117.382650915039,55645393.98362355,10659.12736202493,26516.491159836365,82809.64240200765,0.8418716092622972,3500.0,3698865.9765033233,1080458152.4483483,76873332.24770142,562354540.3052275,1348264019.2945204,61309274.35805447
1.5,734191464.6783359,5513999.079758187,184389824.68074536,2494554021.210862,1995462391.2622006,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,14209519.080683732,13991.187200802755,50090434.41512923,10646.427333911912,29104.274311860812,82709.9861963728,0.8345450358275622,3500.0,3687796.4936149074,1077213264.1028526,84814836.72116932,556117161.5343369,1344214842.3847563,67845721.30291483
1.65,729156518.3415675,5507752.135332841,183838008.4695099,2725571091.55168,2186128067.021854,0.0195,1.02e-11,3.482115e-12,100000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,1.0,14112803.098163633,13880.21420729848,45542940.077302516,10634.485543795272,31638.9565656266,82616.28202999262,0.8271455102540622,3500.0,3676760.169390198,1073979442.9539623,92669417.11275713,550524166.3424749,1340179475.8228934,74328354.27874304
