Time,X,E,P,Q,K2,K3,cell,r1,r2
0.0,8.0,1.0,0.0,0.0,0.0,0.5,1.0,8.0,0.0
0.01,7.923469820386457,0.923663658805246,0.0763363411947538,0.00019383841183779908,0.0,0.5,1.0,7.3186211247311,0.0381681705973769
0.02,7.8533921252835075,0.8541441325549421,0.14585586744505774,0.0007520072650099611,0.0,0.5,1.0,6.707928804464095,0.07292793372252887
0.03,7.78910474614169,0.7907469390855083,0.2092530609144915,0.001642193174330956,0.0,0.5,1.0,6.159210736227946,0.10462653045724575
0.04,7.730026139979356,0.7328614880784253,0.26713851192157434,0.0028353492513716883,0.0,0.5,1.0,5.665038459830397,0.13356925596078717
0.05,7.675643490852984,0.6799487826578526,0.3200512173421469,0.0043052928286511135,0.0,0.5,1.0,5.219044447721157,0.16002560867107346
0.06,7.625503052329065,0.6315314251928827,0.3684685748071168,0.006028373400155121,0.0,0.5,1.0,4.8157448104500515,0.1842342874035584
0.07,7.579202227168536,0.5871854229457706,0.41281457705422897,0.007983196309937698,0.0,0.5,1.0,4.450397065351483,0.20640728852711449
0.08,7.5363826901193605,0.5465330596230611,0.45346694037693847,0.010150370478167147,0.0,0.5,1.0,4.11888229012121,0.22673347018846923
0.09,7.4967244123718295,0.5092367012540208,0.49076329874597874,0.012512287080858553,0.0,0.5,1.0,3.8176072099667175,0.24538164937298937
0.1,7.459940889307186,0.474993832599914,0.5250061674000855,0.015052932194563802,0.0,0.5,1.0,3.543425913980831,0.26250308370004277
0.11,7.4257752284400125,0.4435329769240174,0.5564670230759822,0.017757726755640045,0.0,0.5,1.0,3.293576193038624,0.2782335115379911
0.12,7.393996603823713,0.4146100144423256,0.5853899855576739,0.02061338245369154,0.0,0.5,1.0,3.0656250386978563,0.2926949927788369
0.13,7.36439707439127,0.38800487574194353,0.6119951242580559,0.023607771074037092,0.0,0.5,1.0,2.857421971763517,0.30599756212902796
0.14,7.336788888391383,0.3635187294622579,0.6364812705377415,0.026729809408779663,0.0,0.5,1.0,2.667060175040847,0.31824063526887075
0.15,7.3110022443761675,0.3409716381970042,0.6590283618029953,0.029969359258023364,0.0,0.5,1.0,2.4928444121269164,0.32951418090149764
0.16,7.2868833653811365,0.3202005427664993,0.6797994572335001,0.03331713922140513,0.0,0.5,1.0,2.3332640086712146,0.33989972861675005
0.17,7.264292781501798,0.301057467612919,0.6989425323870803,0.036764645331845286,0.0,0.5,1.0,2.186969588797739,0.34947126619354013
0.18,7.243103798528834,0.2834079199585838,0.7165920800414155,0.04030407937839313,0.0,0.5,1.0,2.052752981585174,0.35829604002070775
0.19,7.223201158944556,0.2671294864773286,0.7328705135226706,0.043928284672787414,0.0,0.5,1.0,1.9295300163113038,0.3664352567613353
0.2,7.204479880810693,0.25211061352405295,0.7478893864759464,0.04763068874464593,0.0,0.5,1.0,1.8163258428728797,0.3739446932379732
0.21,7.186844239328529,0.23824953663534484,0.7617504633646545,0.051405251982766846,0.0,0.5,1.0,1.7122623098904195,0.38087523168232723
0.22,7.170206859377505,0.22545332709233795,0.7745466729076614,0.05524642124388421,0.0,0.5,1.0,1.6165469923869618,0.3872733364538307
0.23,7.154487903499825,0.21363703851111035,0.786362961488889,0.05914908779999484,0.0,0.5,1.0,1.5284636077672653,0.3931814807444445
0.24,7.139614349388296,0.20272294638660485,0.7972770536133944,0.06310854926982833,0.0,0.5,1.0,1.4473636569720782,0.3986385268066972
0.25,7.125519349422034,0.19263987289128096,0.8073601271087183,0.06712047520779439,0.0,0.5,1.0,1.3726591417570235,0.40368006355435915
0.26,7.112141660448334,0.1833225852412241,0.8166774147587752,0.07118087594520184,0.0,0.5,1.0,1.3038161957952008,0.4083387073793876
0.27,7.099425132159515,0.17471125581130065,0.8252887441886987,0.07528607427383488,0.0,0.5,1.0,1.240349480377898,0.41264437209434934
0.28,7.087318247360813,0.16675097666575092,0.8332490233342484,0.07943267967503158,0.0,0.5,1.0,1.1818172396884137,0.4166245116671242
0.29,7.075773705031375,0.15939131937677029,0.840608680623229,0.08361756473660001,0.0,0.5,1.0,1.1278169064564092,0.4203043403116145
0.3,7.064748070676585,0.15258596490263315,0.8474140350973661,0.08783784485668343,0.0,0.5,1.0,1.0779814011582027,0.42370701754868306
0.31,7.054201390474844,0.14629229579967692,0.8537077042003224,0.09209085620117495,0.0,0.5,1.0,1.0319753164458383,0.4268538521001612
0.32,7.044096949490647,0.14047113919221943,0.8595288608077798,0.0963741408909154,0.0,0.5,1.0,0.9894923230753889,0.4297644304038899
0.33,7.034400907227317,0.13508638209336,0.8649136179066392,0.10068542624887576,0.0,0.5,1.0,0.9502517687515876,0.4324568089533196
0.34,7.025082118729205,0.13010478053045021,0.8698952194695491,0.10502261328131327,0.0,0.5,1.0,0.9139967672656535,0.43494760973477453
0.35000000000000003,7.016111941112314,0.12549575439326596,0.8745042456067332,0.10938376478198153,0.0,0.5,1.0,0.8804922609574914,0.4372521228033666
0.36,7.007463929437933,0.12123106550950752,0.8787689344904916,0.11376708755073538,0.0,0.5,1.0,0.849522318685201,0.4393844672452458
0.37,6.999113763059365,0.1172847384398618,0.8827152615601375,0.11817092683519664,0.0,0.5,1.0,0.8208892270112546,0.44135763078006873
0.38,6.991039009564905,0.11363281050687307,0.8863671894931262,0.12259375239005342,0.0,0.5,1.0,0.7944114110200464,0.4431835947465631
0.39,6.98321895441527,0.11025315070766444,0.8897468492923348,0.12703414775140082,0.0,0.5,1.0,0.7699218918057656,0.4448734246461674
0.4,6.975634502715741,0.10712535511982299,0.8928746448801763,0.1314908038835123,0.0,0.5,1.0,0.7472673232895136,0.44643732244008816
0.41000000000000003,6.968268017337999,0.10423057490143069,0.8957694250985686,0.13596250905718316,0.0,0.5,1.0,0.7263065815143922,0.4478847125492843
0.42,6.961103207814754,0.10155139802293735,0.898448601977062,0.14044814170547665,0.0,0.5,1.0,0.706909762535542,0.449224300988531
0.43,6.954125049798854,0.09907176335794979,0.9009282366420496,0.14494666505023437,0.0,0.5,1.0,0.6889574312952629,0.4504641183210248
0.44,6.947319647937594,0.09677681496058882,0.9032231850394105,0.1494571185060462,0.0,0.5,1.0,0.6723394680405196,0.45161159251970523
0.45,6.940674175933721,0.0946528380221758,0.9053471619778235,0.15397861356590034,0.0,0.5,1.0,0.6569545085393531,0.45267358098891175
0.46,6.93417678381835,0.0926871602198491,0.9073128397801502,0.15851032787758254,0.0,0.5,1.0,0.6427091545545294,0.4536564198900751
0.47000000000000003,6.927816506230979,0.09086805400869287,0.9091319459913064,0.16305149925607215,0.0,0.5,1.0,0.6295172044505105,0.4545659729956532
0.48,6.921583214542618,0.08918468552504041,0.9108153144749589,0.16760142246404128,0.0,0.5,1.0,0.6172992223243817,0.45540765723747945
0.49,6.915467543063782,0.08762703593504827,0.912372964064951,0.17215944435543354,0.0,0.5,1.0,0.60598192290371,0.4561864820324755
0.5,6.909460821179462,0.08618582910888004,0.9138141708911192,0.17672495941386215,0.0,0.5,1.0,0.595497609568675,0.4569070854455596
0.51,6.903555039986128,0.0848524959242385,0.9151475040757607,0.18129740742137787,0.0,0.5,1.0,0.5857838758931792,0.45757375203788037
0.52,6.897742783996364,0.08361910150265096,0.9163808984973483,0.1858762689880498,0.0,0.5,1.0,0.5767830539941702,0.45819044924867414
0.53,6.892017193342311,0.08247830482871943,0.9175216951712798,0.1904610629673397,0.0,0.5,1.0,0.5684418949572625,0.4587608475856399
0.54,6.886371923804125,0.08142331610268079,0.9185766838973184,0.19505134377941488,0.0,0.5,1.0,0.5607112379525293,0.4592883419486592
0.55,6.880801097834505,0.08044784448089777,0.9195521555191015,0.19964669812777391,0.0,0.5,1.0,0.553545616622581,0.45977607775955076
0.56,6.875299278392971,0.07954607011429476,0.9204539298857045,0.20424674320325922,0.0,0.5,1.0,0.5469030384558075,0.46022696494285226
0.5700000000000001,6.869861433852611,0.07871260667629026,0.9212873933237091,0.2088511243060281,0.0,0.5,1.0,0.5407447009634561,0.46064369666185456
0.58,6.864482900299079,0.07794246112020291,0.9220575388797964,0.21345951230345558,0.0,0.5,1.0,0.5350346915668587,0.4610287694398982
0.59,6.859159364326395,0.07723101526411341,0.9227689847358859,0.2180716024198315,0.0,0.5,1.0,0.5297398415652782,0.46138449236794293
0.6,6.853886830106922,0.07657399063807419,0.9234260093619252,0.2226871120129791,0.0,0.5,1.0,0.5248294659630274,0.4617130046809626
0.61,6.848661595275191,0.07596742271062919,0.9240325772893702,0.227305778917146,0.0,0.5,1.0,0.5202751704103225,0.4620162886446851
0.62,6.843480233693912,0.07540764246609334,0.924592357533906,0.23192736025390012,0.0,0.5,1.0,0.5160507106861674,0.462296178766953
0.63,6.838339569112193,0.07489124826301698,0.9251087517369825,0.23655163063265294,0.0,0.5,1.0,0.5121317863771938,0.46255437586849124
0.64,6.833236659848895,0.07441508945507744,0.9255849105449221,0.24117838108810735,0.0,0.5,1.0,0.50849591731037,0.46279245527246105
0.65,6.828168781917889,0.07397624835063013,0.9260237516493693,0.24580741791472596,0.0,0.5,1.0,0.5051223095911774,0.46301187582468467
0.66,6.823133411342087,0.07357202130976079,0.9264279786902387,0.250438561449617,0.0,0.5,1.0,0.5019917167386009,0.46321398934511937
0.67,6.818128211919652,0.07319990565723695,0.9268000943427626,0.2550716452193837,0.0,0.5,1.0,0.4990863418714642,0.4634000471713813
0.68,6.813151008321181,0.07285757093706892,0.9271424290629305,0.25970651409756584,0.0,0.5,1.0,0.49638963289372307,0.46357121453146527
0.6900000000000001,6.808199806817399,0.07254288100950526,0.9274571189904942,0.2643430256735247,0.0,0.5,1.0,0.4938864284748913,0.4637285594952471
0.7000000000000001,6.803272725604355,0.07225381965289476,0.9277461803471048,0.2689810455297729,0.0,0.5,1.0,0.49156244056527487,0.4638730901735524
0.71,6.798368047796981,0.07198854714070832,0.9280114528592912,0.273620450824804,0.0,0.5,1.0,0.48940463868871814,0.4640057264296456
0.72,6.793484170140435,0.07174534544159257,0.9282546545584069,0.27826112678210374,0.0,0.5,1.0,0.4874008685387164,0.46412732727920347
0.73,6.788619596132679,0.07152261084356888,0.9284773891564305,0.2829029661917948,0.0,0.5,1.0,0.48553979753922333,0.46423869457821526
0.74,6.783772967207356,0.07131888721765782,0.9286811127823417,0.2875458714912025,0.0,0.5,1.0,0.48381113915845736,0.46434055639117083
0.75,6.778942993171235,0.07113279175947403,0.9288672082405255,0.29218975006915204,0.0,0.5,1.0,0.482205140282595,0.46443360412026274
0.76,6.774128503687121,0.07096306994960211,0.9290369300503973,0.2968345177434402,0.0,0.5,1.0,0.4807129548547426,0.46451846502519867
0.77,6.769328398514595,0.07080854235975004,0.9291914576402495,0.301480095326153,0.0,0.5,1.0,0.4793262766532796,0.46459572882012473
0.78,6.764541662504747,0.0706681206951773,0.9293318793048221,0.30612640967144544,0.0,0.5,1.0,0.47803744665344083,0.46466593965241104
0.79,6.759767357062943,0.07054079866632933,0.9294592013336701,0.31077339308440927,0.0,0.5,1.0,0.4768393881658022,0.46472960066683505
0.8,6.7550046038289455,0.07042563450810298,0.9295743654918964,0.3154209821601764,0.0,0.5,1.0,0.4757254853298103,0.4647871827459482
0.81,6.750252598572799,0.07032176584889754,0.9296782341511018,0.32006911875709504,0.0,0.5,1.0,0.4746896826577486,0.4648391170755509
0.8200000000000001,6.745510582955453,0.07022837951416917,0.9297716204858303,0.324717748039693,0.0,0.5,1.0,0.4737262772366401,0.46488581024291514
0.8300000000000001,6.740777861913967,0.070144730087351,0.9298552699126484,0.32936681965434494,0.0,0.5,1.0,0.4728300437027462,0.4649276349563242
0.84,6.7360537885202305,0.07007012372675835,0.9299298762732411,0.33401628668747646,0.0,0.5,1.0,0.47199612239171185,0.46496493813662054
