T,V,W,YK,YNA
520.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
530.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
540.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
550.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
560.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
570.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
580.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
590.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
600.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
610.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
620.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
630.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
640.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
650.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
660.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
670.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
680.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
690.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
700.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
710.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
720.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
730.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
740.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
750.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
760.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
770.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
780.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
790.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
800.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
810.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
820.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
830.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
840.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
850.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
860.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
870.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
880.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
890.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
900.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
910.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
920.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
930.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
940.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
950.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
960.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
970.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
980.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
990.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1000.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1010.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1020.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1030.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1040.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1050.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1060.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1070.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1080.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1090.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1100.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1110.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1120.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1130.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1140.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1150.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1160.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1170.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1180.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1190.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1200.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1210.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1220.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1230.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1240.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1250.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1260.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1270.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1280.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1290.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1300.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1310.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1320.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1330.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1340.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1350.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1360.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1370.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1380.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1390.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1400.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1410.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1420.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1430.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1440.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1450.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1460.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1470.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1480.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1490.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1500.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1510.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1520.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1530.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1540.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1550.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1560.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1570.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1580.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1590.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1600.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1610.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1620.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1630.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1640.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1650.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1660.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1670.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1680.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1690.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1700.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1710.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1720.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1730.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1740.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1750.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1760.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1770.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1780.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1790.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1800.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1810.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1820.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1830.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1840.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1850.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1860.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1870.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1880.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1890.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1900.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1910.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1920.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1930.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1940.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1950.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1960.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1970.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1980.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
1990.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2000.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2010.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2020.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2030.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2040.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2050.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2060.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2070.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2080.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2090.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2100.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2110.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2120.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2130.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2140.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2150.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2160.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2170.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2180.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2190.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2200.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2210.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2220.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2230.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2240.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2250.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2260.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2270.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2280.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2290.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2300.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2310.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2320.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2330.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2340.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2350.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2360.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2370.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2380.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2390.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2400.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2410.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2420.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2430.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2440.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2450.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2460.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2470.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2480.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2490.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2500.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2510.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2520.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2530.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2540.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2550.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2560.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2570.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2580.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2590.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2600.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2610.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2620.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2630.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2640.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2650.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2660.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2670.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2680.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2690.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2700.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2710.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2720.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2730.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2740.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2750.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2760.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2770.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2780.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2790.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2800.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2810.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2820.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2830.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2840.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2850.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2860.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2870.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2880.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2890.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2900.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2910.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2920.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2930.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2940.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2950.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2960.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2970.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2980.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
2990.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3000.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3010.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3020.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3030.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3040.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3050.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3060.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3070.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3080.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3090.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3100.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3110.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3120.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3130.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3140.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3150.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3160.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3170.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3180.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3190.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3200.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3210.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3220.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3230.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3240.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3250.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3260.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3270.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3280.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3290.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3300.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3310.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3320.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3330.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3340.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3350.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3360.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3370.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3380.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3390.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3400.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3410.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3420.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3430.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3440.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3450.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3460.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3470.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3480.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3490.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3500.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3510.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3520.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3530.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3540.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3550.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3560.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3570.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3580.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3590.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3600.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3610.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3620.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3630.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3640.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3650.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3660.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3670.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3680.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3690.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3700.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3710.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3720.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3730.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3740.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3750.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3760.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3770.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3780.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3790.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3800.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3810.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3820.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3830.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3840.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3850.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3860.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3870.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3880.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3890.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
3900.0,-69.392761,1.2641002e-05,3.33139e-05,3.33139e-05
