ADP,AMP,ATMA,ATMI,ATP,Abeta,AbetaDimer,AbetaDimer_antiAb,AbetaPlaque,AbetaPlaque_GliaA,Abeta_antiAb,AggAbeta_Proteasome,AggTau,AggTau_Proteasome,DUB,E1,E1_Ub,E2,E2_Ub,GSK3b,GSK3b_p53,GSK3b_p53_P,GliaA,GliaI,GliaM1,GliaM2,IR,MT_Tau,Mdm2,Mdm2DUB,Mdm2_P,Mdm2_P1_p53_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,Mdm2_P_Ub4_Proteasome,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_Ub4_Proteasome,Mdm2_mRNA,Mdm2_p53,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,NFT,PP1,Proteasome,Proteasome_Tau,ROS,Sink,Source,Tau,Tau_P1,Tau_P2,Ub,antiAb,damDNA,degAbetaGlia,disaggPlaque1,disaggPlaque2,p53,p53DUB,p53_P,p53_Ub4_Proteasome,p53_mRNA,Time
1000.0,1000.0,0.0,200.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,0.0,100.0,0.0,500.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,5.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,95.0,0.0,0.0,0.0,0.0,0.0,50.0,500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,5.0,200.0,0.0,0.0,10.0,0.0
1000.0,1000.0,3.1000273477293513e-26,200.0,10000.0,1.8600463892404673e-07,-1.3959532606076593e-15,0.0,4.652380589454142e-19,0.0,0.0,-2.3261914577044887e-22,-5.0379991030618e-15,0.0,200.0,99.46838728578462,0.5316127142153921,99.9997339117811,0.00026608821888685866,499.9999499986413,5.000135858494461e-05,1.0490997964727878e-37,0.0,100.0,6.977865267431262e-26,2.512530032201844e-53,0.0,99.99990005041641,4.999771718278038,200.0,6.213708283387487e-28,2.7337141718478374e-37,1.4626709545161923e-39,1.786975863347672e-48,1.7026707070455985e-57,1.2565949961191892e-66,5.348436061173397e-73,2.0232994456593653e-11,4.129572260453279e-20,5.883587204905937e-29,6.657808165934809e-38,4.983856271320778e-44,9.999975001168048,95.00027777742453,4.215360737516393e-09,1.8867426821887983e-17,5.895001359341237e-26,1.4601421115767678e-34,1.679499523294164e-20,50.0,499.99999999995146,4.847604820579481e-11,1.8600304920160558e-14,1.0,1.0,0.00010069925089402128,5.026749909104639e-08,1.674654324587326e-11,3999.4681211933325,0.0,6.20007591887118e-22,0.0,0.0,0.0,5.000372217001559,200.0,6.214323287592917e-32,1.5971387283035546e-43,10.000000000000009,0.01
1000.0,1000.0,4.960095306399179e-25,200.0,10000.0,3.7201855603236213e-07,-5.5876299007696826e-15,0.0,3.723810746228261e-18,0.0,0.0,-1.861907234778867e-21,-2.0144033530238934e-14,0.0,200.0,98.94020055935904,1.0597994406409619,99.99893795603478,0.0010620439652051835,499.9998999945656,0.00010000543422956695,1.1519570656757328e-35,0.0,100.0,1.1169991003159e-24,3.444480319173597e-50,0.0,99.99980020153143,4.999543428033554,200.0,2.161029471523366e-26,3.68478581192311e-32,2.0492141534604337e-36,1.238780880728278e-43,1.2011095086448609e-51,3.5504327262871536e-60,5.6089393502868974e-67,1.6159512288261526e-10,4.3505439535892285e-18,3.207445688367892e-25,1.1863936499353932e-32,6.711347920495454e-39,9.999950004672161,95.0005555378893,3.3668101632417605e-08,1.987864806079078e-15,3.213936238577367e-22,2.6031772622442836e-29,1.3432011576433567e-19,50.0,499.9999999998062,1.9376867924174856e-10,7.440243939456749e-14,1.0,1.0,0.0002011975992647167,2.005420273894662e-07,1.3354663178195166e-10,3998.9391384815667,0.0,4.960121473201834e-21,0.0,0.0,0.0,5.000744423008404,200.0,2.161681031540982e-30,7.87906079126813e-39,10.000000000000036,0.02
1000.0,1000.0,2.5110681531645773e-24,200.0,10000.0,5.580417518291889e-07,-1.258076380161921e-14,0.0,1.2574298860161784e-17,0.0,0.0,-6.287158858236567e-21,-4.530625008741912e-14,0.0,200.0,98.41541705914612,1.5845829408538887,99.99761558513474,0.0023844148652539354,499.99984998777313,0.0001500122267685808,9.114419602841445e-35,0.0,100.0,5.65689526945057e-24,2.5435851476982966e-49,0.0,99.99970045314451,4.999315129149259,200.0,1.5448740447520698e-25,3.503373480586325e-31,1.5094662458843696e-35,9.125976634758436e-43,1.1836452061313896e-50,1.9419825927336013e-58,6.208267202419827e-65,5.444774149053394e-10,3.464073189793512e-17,2.3092510032101926e-24,9.125819181346932e-32,6.385196229503208e-38,9.99992501051229,95.00083325630428,1.1344518068666101e-07,1.5828096527613053e-14,2.313923829390515e-21,2.0017223494080047e-28,4.531963284222909e-19,50.0,499.9999999995643,4.356752814088025e-10,1.674082330689972e-13,1.0,1.0,0.0003014959343679406,4.500361928413983e-07,4.492873217760261e-10,3998.413032530294,0.0,1.6740614964525547e-20,0.0,0.0,0.0,5.001116618023792,200.0,1.5453927787717925e-29,1.723289605953634e-37,10.000000000000083,0.03
1000.0,1000.0,7.936280450918286e-24,200.0,10000.0,7.440742268187392e-07,-2.238110032135032e-14,0.0,2.98210166877866e-17,0.0,0.0,-1.4910538152898757e-20,-8.051291599467233e-14,0.0,200.0,97.89401417487248,2.1059858251275294,99.99577023677669,0.004229763223304064,499.99979997826387,0.0002000217360367368,4.655189666468478e-34,0.0,100.0,1.7885410995925087e-23,2.3060770905989135e-48,0.0,99.99960080505598,4.999086821508669,200.0,6.352416156761299e-25,2.889794835777341e-29,1.3304239135888294e-34,2.086202127059889e-41,1.066667175178782e-48,4.887563775523158e-56,1.673890412283948e-62,1.2884688102655296e-09,1.7966060830986135e-16,2.653289290431958e-23,3.1445944269829532e-30,5.275581700755487e-36,9.999900018688392,95.00111090774287,2.684700673350046e-07,8.2093367804774e-14,2.6587555827757405e-20,6.881007399743037e-27,1.0739266120487833e-18,50.0,499.999999999226,7.739941166701008e-10,2.976195156890716e-13,1.0,1.0,0.00040159513979086273,7.979686457907117e-07,1.0615942113323599e-09,3997.889784141893,0.0,3.968194361157111e-20,0.0,0.0,0.0,5.001488802050979,200.0,6.355114907118053e-29,3.4049434452551484e-35,10.00000000000015,0.04
1000.0,1000.0,1.9375852701870558e-23,200.0,10000.0,9.301159815051941e-07,-3.4994396321868295e-14,0.0,5.827402532697961e-17,0.0,0.0,-2.913708546877904e-20,-1.2575241734428498e-13,0.0,200.0,97.37596944641214,2.6240305535878505,99.99340533394661,0.0065946660533830505,499.999749966038,0.0002500339618688216,1.680011520226209e-33,0.0,100.0,4.3683197062685933e-23,1.1040682648292904e-47,0.0,99.99950125706707,4.998858504996102,200.0,1.9300417829952817e-24,2.2559836500014076e-28,6.3162127796113285e-34,1.2341260692273819e-40,8.92387060116126e-48,7.57170997543648e-55,5.889683077040044e-61,2.512360153641776e-09,6.543412328309994e-16,1.3654499468096643e-22,2.018638116416143e-29,4.122178319326651e-35,9.999875029200412,95.00138846744112,5.235035232450205e-07,2.9899872654738947e-13,1.3682770873360834e-19,4.4132319120934406e-26,2.0968973606245318e-18,50.0,499.99999999879145,1.208524314196712e-09,4.650381171002504e-13,1.0,1.0,0.0005014960935001526,1.2435640231958887e-06,2.0668456442502576e-09,3997.3693742543446,0.0,7.750474519665103e-20,0.0,0.0,0.0,5.001860975093229,200.0,1.9310268514306592e-28,3.4862796206004796e-34,10.000000000000231,0.05
1000.0,1000.0,4.0178120746566695e-23,200.0,10000.0,1.1161670163927063e-06,-5.042642018824278e-14,0.0,1.0074914241094186e-16,0.0,0.0,-5.03747222362547e-20,-1.8101325801630974e-13,0.0,200.0,96.86126056296526,3.1387394370347335,99.99052428490208,0.00947571509791937,499.99969995109575,0.0003000489040996614,4.9065327594261005e-33,0.0,100.0,9.06185288383652e-23,4.546158538254418e-47,0.0,99.99940180897983,4.998630179496674,200.0,4.796370156651085e-24,3.777616844216333e-27,2.5850719484626278e-33,8.591643463907996e-40,1.7346125305991214e-46,2.799760624143205e-53,2.8777405093452855e-59,4.334147034088384e-09,1.9147918727930348e-15,6.577826332361471e-22,1.9160647097711946e-28,6.917099276330292e-34,9.99985004204831,95.00166591079712,9.031441388911758e-07,8.74982158374637e-13,6.591636902611908e-19,4.17283061456904e-25,3.6223793651933634e-18,50.0,499.99999999826093,1.7390658657956021e-09,6.696658672478285e-13,1.0,1.0,0.0006011996678760626,1.7860529092172295e-06,3.560182721457149e-09,3996.85178394039,0.0,1.3392983974706218e-19,0.0,0.0,0.0,5.002233137153808,200.0,4.79926021853967e-28,9.116031098194966e-33,10.000000000000334,0.06
1000.0,1000.0,7.443558331006249e-23,200.0,10000.0,1.3022273319853923e-06,-6.868295185214808e-14,0.0,1.600679538255058e-16,0.0,0.0,-8.003425683057817e-20,-2.4628405835465056e-13,0.0,200.0,96.34986536205867,3.650134637941335,99.987130483148,0.012869516852001248,499.9996499334373,0.00035006656256410815,1.2230744166259259e-32,0.0,100.0,1.679508218162188e-22,1.4805035272800647e-46,0.0,99.99930246059724,4.9984018448962955,200.0,1.0357284788656122e-23,2.1678301888875123e-26,8.390190346620316e-33,3.733678973574916e-39,1.0477826337917322e-45,2.331337245664542e-52,4.1472279338586505e-58,6.8710332372276595e-09,4.767948682633147e-15,2.3721168456809216e-21,9.344082195343236e-28,3.974113963942204e-33,9.999825057232034,95.00194321337031,1.4318289935279027e-06,2.1788200640754166e-12,2.377140913135792e-18,2.031749728022605e-24,5.7505290147829884e-18,50.0,499.9999999976346,2.3654196203421093e-09,9.115045961769252e-13,1.0,1.0,0.0007007067297539599,2.4246717871782196e-06,5.635521513997478e-09,3996.336994406505,0.0,2.1267822954521415e-19,0.0,0.0,0.0,5.002605288235984,200.0,1.036449877289702e-27,6.273857249576049e-32,10.000000000000455,0.07
1000.0,1000.0,1.2698493585915119e-22,200.0,10000.0,1.48829692878734e-06,-8.976978281578455e-14,0.0,2.3905782566741033e-16,0.0,0.0,-1.1952939055699266e-19,-3.2155355385093763e-13,0.0,200.0,95.84176182854569,4.15823817145432,99.98322730741624,0.016772692583753798,499.9995999130628,0.000400086937097055,2.711456681966426e-32,0.0,100.0,2.8663421946115243e-22,4.254983315427959e-46,0.0,99.99920321172311,4.998173501081671,200.0,2.017598011481955e-23,1.40600971271157e-25,2.402394780844639e-32,1.557877914591317e-38,7.562945350551833e-45,2.8242560311364656e-51,7.68148519408378e-57,1.0239434196788098e-08,1.0547563851219262e-14,7.677889136294415e-21,4.603748163608399e-27,2.585300061940771e-32,9.999800074751537,95.00222035088078,2.1338342982734188e-06,4.82008730989249e-12,7.694359047241242e-18,9.976835610352697e-24,8.581389486333006e-18,50.0,499.9999999969126,3.087387278216256e-09,1.1905561340324828e-12,1.0,1.0,0.00080001814046577,3.158662991646125e-06,8.385565225414895e-09,3995.8249869918814,0.0,3.174710991389164e-19,0.0,0.0,0.0,5.002977428343033,200.0,2.0191979802142398e-27,5.807561904654266e-31,10.000000000000593,0.08
1000.0,1000.0,2.0340710274064703e-22,200.0,10000.0,1.6743758073026068e-06,-1.1369271617455292e-13,0.0,3.405519155788566e-16,0.0,0.0,-1.702767233236763e-19,-4.0681059388614603e-13,0.0,200.0,95.33692809365186,4.663071906348143,99.97881812164484,0.021181878355173094,499.99954988997234,0.00045011002753343054,5.478197891620626e-32,0.0,100.0,4.593209939185794e-22,1.0749020658663395e-45,0.0,99.99910406216212,4.99794514794029,200.0,3.632684204388744e-23,5.963026309283706e-25,6.049413303230214e-32,5.203918883681707e-38,3.402570002390939e-44,1.6789593845645656e-50,5.779382718404301e-56,1.4554980290349258e-08,2.125987239085504e-14,2.1350860035630468e-20,1.6985069046388025e-26,1.0983826541123185e-31,9.999775094606772,95.00249729920853,3.033276015826297e-06,9.715746371295553e-12,2.1397146587482334e-17,3.67318263597223e-23,1.2214891883582803e-17,50.0,499.9999999960952,3.904771385992558e-09,1.5068223110592585e-12,1.0,1.0,0.0008991347558795569,3.987274662669217e-06,1.1901815813088769e-08,3995.315743167449,0.0,4.520298153511449e-19,0.0,0.0,0.0,5.003349557478229,200.0,3.63591729373439e-27,2.895103539998203e-30,10.000000000000751,0.09
