value_component_environment_variable_time,value_component_rate_constants_variable_k1,value_component_rate_constants_variable_k2,value_component_rate_constants_variable_k3,value_component_rate_constants_variable_k4,value_component_rate_constants_variable_k5,value_component_rate_constants_variable_k6,value_component_rate_constants_variable_k7,value_component_rate_constants_variable_k8,value_component_rate_constants_variable_k9,value_component_rate_constants_variable_k10,value_component_rate_constants_variable_k11,value_component_rate_constants_variable_k12,value_component_rate_constants_variable_k13,value_component_rate_constants_variable_k14,value_component_rate_constants_variable_k15,value_component_rate_constants_variable_k16,value_component_rate_constants_variable_k2u,value_component_rate_constants_variable_k7u,value_component_rate_constants_variable_k16u,value_component_rate_constants_variable_az,value_component_rate_constants_variable_bz,value_component_rate_constants_variable_cz,value_component_rate_constants_variable_aw,value_component_rate_constants_variable_bw,value_component_rate_constants_variable_cw,value_component_rate_constants_variable_ai,value_component_rate_constants_variable_bi,value_component_rate_constants_variable_ci,value_component_rate_constants_variable_kplus_z,value_component_rate_constants_variable_kplus_w,value_component_rate_constants_variable_kplus_i,value_component_rate_constants_variable_kminus_z,value_component_rate_constants_variable_kminus_w,value_component_rate_constants_variable_kminus_i,value_component_cyclin_variable_cyclin,value_component_cyclin_CDK_inactive_variable_cyclin_CDK_inactive,value_component_cyclin_CDK_active_variable_cyclin_CDK_active,value_component_Cdc25_variable_Cdc25,value_component_Cdc25_P_variable_Cdc25_P,value_component_Cdc25_2P_variable_Cdc25_2P,value_component_wee1_variable_wee1,value_component_wee1_P_variable_wee1_P,value_component_APC_variable_APC,value_component_APC_variable_tau,value_component_APC_variable_h_x,value_component_APC_variable_a,value_component_CKI_variable_CKI,value_component_cyclin_CDK_CKI_variable_cyclin_CDK_CKI,value_component_cyclin_CDK_CKI_P_variable_cyclin_CDK_CKI_P,value_component_CDK_variable_CDK,value_component_CDK_variable_CDK_T,value_component_cyclin_T_variable_cyclin_T
0.0,300.0,5.0,30.0,30.0,0.1,1.0,10.0,100.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,25.0,10.0,0.1,1.0,10.0,0.1,1.0,10.0,0.1,1.0,0.2,0.2,0.2,10.0,10.0,10.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0006246096189881325,4.0,0.0,0.0,0.0,0.9990000000000001,200.0,0.2
0.1,300.0,5.0,30.0,30.0,0.1,1.0,10.0,100.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,25.0,10.0,0.1,1.0,10.0,0.1,1.0,10.0,0.1,1.0,0.1667779893504031,0.1667779893504031,0.1667779893504031,10.0,10.0,10.0,15.117339413815133,10.615496812913756,0.06677798935040309,9.459332606451575,0.056661029434467096,0.00026455988982674895,0.9459393054704837,0.005686514108344909,1.3033372063460214e-06,25.0,0.0002786285858292687,4.0,0.0,0.0,0.0,0.9465886259886793,200.0,25.79961421607929
0.2,300.0,5.0,30.0,30.0,0.1,1.0,10.0,100.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,25.0,10.0,0.1,1.0,10.0,0.1,1.0,10.0,0.1,1.0,0.21445839303626693,0.21445839303626693,0.21445839303626693,10.0,10.0,10.0,25.33832508639997,20.05230243090564,0.11445839303626693,17.935598785680178,0.18970289621824366,0.0016230096669457652,1.7936179987555898,0.019074470402048925,3.287995239515487e-06,25.0,0.0008181253563855482,4.0,0.0,0.0,0.0,0.8991661958802905,200.0,45.505085910341876
0.30000000000000004,300.0,5.0,30.0,30.0,0.1,1.0,10.0,100.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,25.0,10.0,0.1,1.0,10.0,0.1,1.0,10.0,0.1,1.0,0.2703211058835212,0.2703211058835212,0.2703211058835212,10.0,10.0,10.0,33.48085447131282,26.924555317161385,0.1703211058835212,25.51250833048979,0.4004380650801528,0.005231535280876552,2.551481495534477,0.04033629755158837,8.424614047606418e-06,25.0,0.0018097986347286883,4.0,0.0,0.0,0.0,0.8645256178847756,200.0,60.575730894357726
0.4,300.0,5.0,30.0,30.0,0.1,1.0,10.0,100.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,25.0,10.0,0.1,1.0,10.0,0.1,1.0,10.0,0.1,1.0,0.3190457790423431,0.3190457790423431,0.3190457790423431,10.0,10.0,10.0,39.834890506742134,31.92718180386966,0.2190457790423431,32.28864119859757,0.6674741959585972,0.011879999887543702,3.2294723731491555,0.0673271662960935,1.7932381146628765e-05,25.0,0.0029898498232805337,4.0,0.0,0.0,0.0,0.83926886208544,200.0,71.98111808965415
0.5,300.0,5.0,30.0,30.0,0.1,1.0,10.0,100.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,25.0,10.0,0.1,1.0,10.0,0.1,1.0,10.0,0.1,1.0,0.362820268038447,0.362820268038447,0.362820268038447,10.0,10.0,10.0,44.71159414374459,35.56845608170723,0.262820268038447,38.357177484953674,0.9681038169714455,0.02165272409856359,3.836954918357605,0.09773848424555434,3.235945428694591e-05,25.0,0.004298598112830765,4.0,0.0,0.0,0.0,0.8208436182512716,200.0,80.54287049349027
0.6000000000000001,300.0,5.0,30.0,30.0,0.1,1.0,10.0,100.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,25.0,10.0,0.1,1.0,10.0,0.1,1.0,10.0,0.1,1.0,0.4057999967397389,0.4057999967397389,0.4057999967397389,10.0,10.0,10.0,48.40436806167321,38.2160097404953,0.30579999673973884,43.791284862496916,1.2930253174789765,0.03452619972008148,4.38125709864774,0.13062653932253243,5.2323991102726256e-05,25.0,0.005810641486342977,4.0,0.0,0.0,0.0,0.8073909513138249,200.0,86.92617779890824
0.7000000000000001,300.0,5.0,30.0,30.0,0.1,1.0,10.0,100.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,25.0,10.0,0.1,1.0,10.0,0.1,1.0,10.0,0.1,1.0,0.4513380183896585,0.4513380183896585,0.4513380183896585,10.0,10.0,10.0,51.167924524173095,40.135379487667684,0.35133801838965845,48.64745290107055,1.64318954611225,0.05082715718640109,4.868038816548036,0.1661081438894178,7.885871859787327e-05,25.0,0.0076558361857687746,4.0,0.0,0.0,0.0,0.7975664124697133,200.0,91.65464203023043
0.8,300.0,5.0,30.0,30.0,0.1,1.0,10.0,100.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,25.0,10.0,0.1,1.0,10.0,0.1,1.0,10.0,0.1,1.0,0.5026383732517802,0.5026383732517802,0.5026383732517802,10.0,10.0,10.0,53.211678142603255,41.517873622636266,0.40263837325178015,52.969551275638395,2.026110228558261,0.07144206310260157,5.301725635531986,0.204984721198355,0.00011362953483465725,25.0,0.010030718933567228,4.0,0.0,0.0,0.0,0.7903974400205598,200.0,95.1321901384913
0.9,300.0,5.0,30.0,30.0,0.1,1.0,10.0,100.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,25.0,10.0,0.1,1.0,10.0,0.1,1.0,10.0,0.1,1.0,0.5638258758288776,0.5638258758288776,0.5638258758288776,10.0,10.0,10.0,54.70091219521001,42.50032162910059,0.4638258758288776,56.78906667108521,2.455872386839866,0.09809494359845936,5.685553637028385,0.2487497631242303,0.00015931842123706778,25.0,0.013267509057263769,4.0,0.0,0.0,0.0,0.7851792624753527,200.0,97.66505970013947
