Time,IR_beta,IR_beta_pY1146,IR_beta_refractory,IRS,IRS_p,IRS_pS636,AMPK,AMPK_pT172,Akt,Akt_pT308,Akt_pS473,Akt_pT308_pS473,TSC1_TSC2,TSC1_TSC2_pT1462,TSC1_TSC2_pS1387,mTORC1,mTORC1_pS2448,mTORC2,mTORC2_pS2481,p70_S6K,p70_S6K_pT229,p70_S6K_pT389,p70_S6K_pT229_pT389,PRAS40,PRAS40_pT246,PRAS40_pS183,PRAS40_pT246_pS183,PI3K_variant,PI3K_variant_p,PI3K_PDK1,PI3K_p_PDK1,Insulin,Amino_Acids,IR_beta_pY1146_obs,IRS_pS636_obs,AMPK_pT172_obs,Akt_pT308_obs,Akt_pS473_obs,TSC1_TSC2_pS1387_obs,mTOR_pS2448_obs,mTOR_pS2481_obs,p70_S6K_pT229_obs,p70_S6K_pT389_obs,PRAS40_pT246_obs,PRAS40_pS183_obs,IRS_phos_by_Amino_Acids,AMPK_T172_phos_by_Amino_Acids,mTORC2_S2481_phos_by_Amino_Acids,IR_beta_phos_by_Insulin,IR_beta_pY1146_dephos,IR_beta_ready,IRS_phos_by_IR_beta_pY1146,IRS_p_phos_by_p70_S6K_pT229_pT389,IRS_phos_by_p70_S6K_pT229_pT389,IRS_pS636_turnover,AMPK_T172_phos,AMPK_pT172_dephos,Akt_S473_phos_by_mTORC2_pS2481_first,Akt_S473_phos_by_mTORC2_pS2481_second,Akt_T308_phos_by_PI3K_p_PDK1_first,Akt_T308_phos_by_PI3K_p_PDK1_second,Akt_pT308_dephos_first,Akt_pT308_dephos_second,Akt_pS473_dephos_first,Akt_pS473_dephos_second,TSC1_TSC2_S1387_phos_by_AMPK_pT172,TSC1_TSC2_T1462_phos_by_Akt_pT308,TSC1_TSC2_pS1387_dephos,TSC1_TSC2_pT1462_dephos,mTORC1_pS2448_dephos_by_TSC1_TSC2,mTORC1_S2448_activation_by_Amino_Acids,mTORC2_pS2481_dephos,mTORC2_S2481_phos_by_PI3K_variant_p,p70_S6K_T229_phos_by_PI3K_p_PDK1_first,p70_S6K_T229_phos_by_PI3K_p_PDK1_second,p70_S6K_T389_phos_by_mTORC1_pS2448_first,p70_S6K_T389_phos_by_mTORC1_pS2448_second,p70_S6K_pT229_dephos_first,p70_S6K_pT229_dephos_second,p70_S6K_pT389_dephos_first,p70_S6K_pT389_dephos_second,PRAS40_S183_phos_by_mTORC1_pS2448_first,PRAS40_S183_phos_by_mTORC1_pS2448_second,PRAS40_T246_phos_by_Akt_pT308_first,PRAS40_T246_phos_by_Akt_pT308_second,PRAS40_pS183_dephos_first,PRAS40_pS183_dephos_second,PRAS40_pT246_dephos_first,PRAS40_pT246_dephos_second,PI3K_p_PDK1_dephos,PI3K_PDK1_phos_by_IRS_p,PI3K_variant_p_dephos,PI3K_variant_phos_by_IR_beta_pY1146,scale_IR_beta_pY1146_obs,scale_IRS_pS636_obs,scale_AMPK_pT172_obs,scale_Akt_pT308_obs,scale_Akt_pS473_obs,scale_TSC1_TSC2_pS1387_obs,scale_mTOR_pS2448_obs,scale_mTOR_pS2481_obs,scale_p70_S6K_pT229_obs,scale_p70_S6K_pT389_obs,scale_PRAS40_pT246_obs,scale_PRAS40_pS183_obs,Cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_35,reaction_36,reaction_37,reaction_38,reaction_39,reaction_40,reaction_41,reaction_42,reaction_43,reaction_44,reaction_45,reaction_46,reaction_47,reaction_48
1.06,50.0,0.0,0.0,144.817861921513,5.181703133848392,0.00043494463866276437,44.57718906861006,5.4228109313899715,299.3632921898136,0.5950029365132569,0.04012603784407639,0.0015788358291428768,49.28473353309789,0.3006389779657049,0.4146274889364363,98.67603036244722,1.3239696375530523,98.54673461353491,1.4532653864652343,299.5542259434869,0.0339712010124457,0.41090286035135054,0.0008999951496233208,18.49856023034275,0.2244094359572314,1.2634128826661528,0.013617451033856717,50.0,0.0,49.975795057214086,0.024204942785796896,0.0,1.0,0.0,0.00043494463866276437,5.4228109313899715,0.5965817723423997,0.04170487367321927,0.4146274889364363,1.3239696375530523,1.4532653864652343,0.03487119616206902,0.41180285550097384,0.23802688699108812,1.2770303337000095,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.803202989923206,785.8245197770856,2.647536862780306,0.0,0.0,0.0,0.0,0.0015802755617768264,0.011258047192788313,0.01087361596656911,0.004577963871524247,0.048484191367597816,0.0,0.0,113.32207597223238,898.5814625750439,54.15981838821966,0.005742368855385678,0.007258576730420643,0.13756726726134275,52.934674248076504,0.015127476141178953,0.14045939282028397,0.0005999655092534388,0.4697713966017093,44.81421589275772,0.10497953392381631,44.26578247669242,0.5723151624852639,1.5491347358661314,0.0,2.07106303490547,0.09681137694845744,1.0363311680393519,9.945880505252427e-09,0.004979875650679451,3.39712053937227e-08,0.45214130813224657,0.00014328044573005483,0.0009919320657346571,3.8895002101679617,3.082813524515854,0.21059266335858629,0.02029296779599704,2.3633401383153054,2.6650640204844844,0.025662494996833998,0.16172084847808235
1.07,50.0,0.0,0.0,144.76983408544524,5.2297109792883525,0.00045493526646115,44.57153943856528,5.428460561434748,299.3510762010617,0.6059300500074059,0.04137698714142865,0.00161676178957313,49.27558172329782,0.3061454738328111,0.418272802869405,98.66628369572858,1.3337163042716935,98.54101152473538,1.45898847526477,299.54740125307825,0.03490757174235856,0.4167521072726601,0.0009390679071004341,18.47912180279041,0.22865671327261933,1.2781646866975915,0.0140567972393724,50.0,0.0,49.975354167315984,0.02464583268389498,0.0,1.0,0.0,0.00045493526646115,5.428460561434748,0.607546811796979,0.04299374893100178,0.418272802869405,1.3337163042716935,1.45898847526477,0.03584663964945899,0.4176911751797605,0.24271351051199172,1.292221483936964,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.80161004107878,785.7249258388042,2.6473831074212355,0.0,0.0,0.0,0.0,0.0016641589839182342,0.011742912910232679,0.01137338166152875,0.004661350890558945,0.04893295977377131,0.0,0.0,114.35749584520556,899.5176288719834,55.14408213340078,0.005764747567291817,0.00762120236386547,0.14064536478586764,53.90680927092887,0.015599082775331459,0.14383343417140496,0.0006143775638467372,0.4701734931083308,45.629416532794785,0.10590249095850467,45.076553421669274,0.5764644976727495,1.5489817209959822,0.0,2.0792190659845766,0.0985725378299964,1.0439365423974987,1.0271202995586556e-08,0.005154810105890658,3.490757624439961e-08,0.45857758884425726,0.00014950088159525502,0.0010349962100852613,3.914016337736621,3.1361759630184625,0.21696741611595738,0.020829260109794946,2.390934862936515,2.7155042611542997,0.02649045610151447,0.16693852401478662
1.08,50.0,0.0,0.0,144.7218223346165,5.277702041479581,0.00047562390397862204,44.565893212843335,5.434106787156701,299.33874342339124,0.6169476943412555,0.042653670340948656,0.0016552119266701822,49.26639090218566,0.3116961872716583,0.42191291054271457,98.65657994907036,1.3434200509299175,98.53537093342905,1.4646290665711128,299.5405474217362,0.03586029353575282,0.42261287417634186,0.0009794105520683927,18.459685615991457,0.232936023451303,1.292873540996225,0.014504819561004514,50.0,0.0,49.97490962789912,0.025090372100752677,0.0,1.0,0.0,0.00047562390397862204,5.434106787156701,0.6186029062679257,0.04430888226761884,0.42191291054271457,1.3434200509299175,1.4646290665711128,0.03683970408782121,0.42359228472841026,0.2474408430123075,1.3073783605572296,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.800017625736692,785.6253919132874,2.647231568423318,0.0,0.0,0.0,0.0,0.0017515791776486914,0.012243330297196802,0.011890597599465551,0.004745428155597438,0.0493815596131754,0.0,0.0,115.39229145335933,900.453231059014,56.13640878568033,0.005786796225488287,0.007998059736357878,0.14375635933999992,54.886998406147534,0.016080391064867302,0.1472541083230934,0.0006289888081943025,0.47057474042676567,46.45111184891867,0.10682412982030991,45.8938349176917,0.5805938335410125,1.5488293799364454,0.0,2.0872575290611586,0.10034820474264142,1.0515078728818674,1.0603514566089853e-08,0.005334027345831998,3.586029816066671e-08,0.4650265456907075,0.0001559234852674612,0.001079459964336621,3.9383469434311227,3.189889242684397,0.22345802694859893,0.021373463780387156,2.4184492457875386,2.766324920905329,0.02733476760729984,0.1722592371064896
1.09,50.0,0.0,0.0,144.67382668312848,5.325676289844223,0.0004970270273440734,44.560250392928346,5.439749607071692,299.3262938701295,0.6280556305633681,0.04395631007037057,0.0016941892368674072,49.257161223800715,0.3172909595572976,0.4255478166420208,98.64691891618784,1.353081083812442,98.52981165042652,1.4701883495736363,299.53366476841865,0.03682948230387148,0.42848469926616867,0.0010210500117073624,18.44025299981566,0.23724715575534075,1.3075382833604985,0.014961561068490326,50.0,0.0,49.974461447545366,0.025538552454509377,0.0,1.0,0.0,0.0004970270273440734,5.439749607071692,0.6297498198002355,0.045650499307237975,0.4255478166420208,1.353081083812442,1.4701883495736363,0.03785053231557884,0.42950574927787605,0.25220871682383106,1.3224998444289888,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.798425744364659,785.525918026698,2.6470822138380288,0.0,0.0,0.0,0.0,0.0018426459920944168,0.012759620221211477,0.012425675683601835,0.004830194043522984,0.04982999051407924,0.0,0.0,116.42646251202895,901.3882688902078,57.13677697423412,0.005808519542765755,0.00838954946520813,0.14690012376580092,55.87522039532227,0.016571484940219632,0.15072168184974832,0.0006438003809557991,0.4709751389048602,47.27927847557768,0.10774445169559325,46.71760359425694,0.5847032561196931,1.5486777094490163,0.0,2.095180118860885,0.10213834195221666,1.059045322166807,1.0942879276152038e-08,0.005517584697545479,3.6829487053781965e-08,0.47148767052923485,0.00016255254359019464,0.0011253530063525087,3.9624933249200214,3.243950919658875,0.2300649297548927,0.021925588732345222,2.4458811128541487,2.817523497034851,0.028195510680402075,0.1776834992493911
1.1,50.0,0.0,0.0,144.6258471459996,5.373633692700129,0.000519161300334753,44.55461098043135,5.445389019568693,299.31372755652393,0.6392536198797727,0.0452851268218836,0.0017336967745437985,49.24789284214046,0.322929632014986,0.42917752584458607,98.63730039168755,1.3626996083127434,98.52433250368044,1.475667496319722,299.5267536057727,0.03781525332555901,0.43436712745672107,0.001064013445450294,18.420825249172537,0.24158990074552503,1.3221577867337304,0.015427063348193574,50.0,0.0,49.974009634824114,0.0259903651757569,0.0,1.0,0.0,0.000519161300334753,5.445389019568693,0.6409873166543165,0.047018823596427395,0.42917752584458607,1.3626996083127434,1.475667496319722,0.03887926677100931,0.4354311409021714,0.2570169640937186,1.337584850081924,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.796834397460797,785.426504207436,2.646935012177378,0.0,0.0,0.0,0.0,0.0019374714041419895,0.01329210601570398,0.012979032508368826,0.004915646933574016,0.050278252094794494,0.0,0.0,117.4600087130558,902.3227420986108,58.145165340759014,0.005829922164207294,0.008796078634582002,0.15007652971140206,56.87145399405193,0.017072447526723294,0.15423642648083702,0.0006588134428105161,0.4713746888866812,48.11389305475095,0.10866345776859077,47.54783608825452,0.5887928511644355,1.5485267063091812,0.0,2.1029885056801993,0.10394291377450204,1.0665490522434167,1.1289360580684784e-08,0.005705539506506903,3.781525820260471e-08,0.47796046260178493,0.00016939238038193437,0.0011727052699747257,3.98645677518649,3.2983585670994033,0.2367885397986026,0.0224856441239927,2.473228355864116,2.869097502263781,0.029072763691571236,0.18321180432314688
1.11,50.0,0.0,0.0,144.57788373918683,5.42157421723983,0.0005420435733902372,44.54897497709257,5.45102502290747,299.30104449974914,0.6505414236512406,0.04664033894678794,0.0017737376529626738,49.23858591115921,0.32861204602155525,0.432802042819262,98.62772417106436,1.3722758289359356,98.5189323380383,1.4810676619618584,299.5198142402145,0.038817721250144294,0.44025971029352595,0.0011083282422295396,18.401403624694513,0.24596405027673446,1.3367309585153195,0.01590136651342005,50.0,0.0,49.973554198292454,0.026445801707415527,0.0,1.0,0.0,0.0005420435733902372,5.45102502290747,0.6523151613042032,0.04841407659975062,0.432802042819262,1.3722758289359356,1.4810676619618584,0.039926049492373834,0.4413680385357555,0.2618654167901545,1.3526323250287395,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.795243585554357,785.3271504861787,2.6467899324072692,0.0,0.0,0.0,0.0,0.0020361695304826773,0.013841113441212189,0.01355108933475593,0.005001785207320688,0.050726343963478665,0.0,0.0,118.49292972436348,903.2566503958594,59.161552539302406,0.00585100866816125,0.009218060802475893,0.1532854477039769,57.87567797170208,0.017583361142600108,0.15779861918440602,0.0006740291768140808,0.4717733907123031,48.9549322361466,0.10958114922140895,48.38450904416777,0.5928627041569366,1.5483763673063735,0.0,2.110684335738464,0.10576188457475544,1.0740192244208657,1.1643021325880667e-08,0.005897949131534797,3.8817726256478614e-08,0.48444442844673535,0.00017644735599777473,0.0012215469419884543,4.010238582344915,3.353109775066253,0.24362925387816428,0.02305363836053579,2.5004889309987566,2.921044464681471,0.029966602235535485,0.1888446287133765
1.12,50.0,0.0,0.0,144.52993647960807,5.469497829509392,0.0005656908826058119,44.54334238478376,5.456657615216276,299.28824471891346,0.661918803390551,0.04802216265093248,0.0018143150451715975,49.22924058476681,0.33433804300674697,0.43642137222646976,98.61819005069864,1.3818099493016494,98.51361001499899,1.486389985001179,299.5128469720082,0.03983700010033884,0.44616200587407817,0.0011540220177078603,18.38198935340956,0.2503693974928186,1.3512567398824826,0.0163845092151271,50.0,0.0,49.97309514649526,0.026904853504608243,0.0,1.0,0.0,0.0005656908826058119,5.456657615216276,0.6637331184357226,0.04983647769610408,0.43642137222646976,1.3818099493016494,1.486389985001179,0.0409910221180467,0.44731602789178604,0.2667539067079457,1.3676412490976098,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.793653309206457,785.2278568959221,2.6466469439409597,0.0,0.0,0.0,0.0,0.00213885663932428,0.01440697064647997,0.014142272065145296,0.005088607248641094,0.0511742657179372,0.0,0.0,119.52522518953216,904.1899934717978,60.185917236088194,0.005871783567200167,0.009655916006616912,0.1565267472204077,58.88787111116173,0.018104307297238893,0.1614085422471415,0.0006894487887404328,0.4721712447175961,49.80237267739493,0.11049752723401988,49.22759911427042,0.5969129003050063,1.548226689243928,0.0,2.1182692315250304,0.10759521876722554,1.081455999327739,1.200392374521574e-08,0.00609487093979413,3.9837005238129886e-08,0.490939081811991,0.00018372186688859788,0.0012719084590704034,4.033840029465699,3.408202150408934,0.2505874504994448,0.02362957910699294,2.527660857624172,2.9733619276849645,0.03087709915118347,0.1945824314388494
1.1300000000000001,50.0,0.0,0.0,144.4820053851642,5.517404494387169,0.0005901204487058947,44.53771320551052,5.462286794489522,299.27532823506465,0.6733855207597474,0.04943081199090768,0.001855432184864363,49.21985701682734,0.3401074644545138,0.44003551871817814,98.60869782785339,1.3913021721469085,98.50836441247267,1.4916355875274891,299.505852095344,0.04087320327514893,0.45207357876973553,0.0012011226114949619,18.362583629403524,0.25480573682103924,1.3657341051224212,0.016876528653005828,50.0,0.0,49.972632487965335,0.02736751203453329,0.0,1.0,0.0,0.0005901204487058947,5.462286794489522,0.6752409529446118,0.051286244175772044,0.44003551871817814,1.3913021721469085,1.4916355875274891,0.04207432588664389,0.4532747013812305,0.27168226547404506,1.3826106337754271,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.792063569010818,785.1286234720217,2.646506016632608,0.0,0.0,0.0,0.0,0.0022456511617704993,0.014990008129448503,0.014753011217647367,0.005176111443697164,0.05162201694542476,0.0,0.0,120.55689472737106,905.1227709940918,61.218238109339765,0.005892251309065934,0.010110070769303281,0.15980029675570512,59.90801220859924,0.018635366689760204,0.1650664833510547,0.0007050735074093822,0.4725682512340119,50.6561910442367,0.11141259298425553,50.07708295881816,0.6009435245426343,1.5480776689390359,0.0,2.1257447921413,0.10944288081465489,1.0888595369134015,1.2372129455689958e-08,0.0062963623018937025,4.087320854657945e-08,0.4974439435690402,0.00019122034515794262,0.0013238205047210081,4.057262394408058,3.463633316648899,0.2576634900517412,0.024213473300925152,2.5547422170420013,3.02604744991298,0.031804324542449074,0.2004256542830972
1.1400000000000001,50.0,0.0,0.0,144.43409047476163,5.565294175562446,0.0006153496759981153,44.5320874414146,5.467912558585437,299.2622950711946,0.6849413375673818,0.05086649887096801,0.0018970923672058518,49.21043536115786,0.3459201519042873,0.44364448693788,98.5992473006713,1.4007526993290076,98.50319442454432,1.4968055754558323,299.4988298984147,0.041926443552800556,0.45799399994847767,0.0012496580843506606,18.34318761447217,0.25927286396609184,1.3801620609748126,0.017377460586915444,50.0,0.0,49.97216623122353,0.027833768776334932,0.0,1.0,0.0,0.0006153496759981153,5.467912558585437,0.6868384299345877,0.05276359123817386,0.44364448693788,1.4007526993290076,1.4968055754558323,0.043176101637151215,0.45924365803282835,0.2766503245530073,1.3975395215617281,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.790474365594514,785.0294502522331,2.6463671207709227,0.0,0.0,0.0,0.0,0.002356673702867924,0.015590558698157795,0.015383741899952882,0.005264296180910219,0.05206959722244544,0.0,0.0,121.58793793148942,906.0549826078412,62.258493849099516,0.005912416277601368,0.010580958101200329,0.16310596388923676,60.936080073217155,0.019176619207856068,0.16877273564686468,0.0007209045850000596,0.4729644105883718,51.51636401070647,0.11232634764780185,50.93293724623536,0.6049546615300697,1.5479293032226988,0.0,2.133112593637861,0.11130483522777361,1.0962299964493847,1.274769945429982e-08,0.0065024805870760646,4.192644896006782e-08,0.503958541627962,0.00019894725811674477,0.0013773140061818898,4.080506949660578,3.5194009138586844,0.2648577149867969,0.024805327164968707,2.5817311512594845,3.07909860517491,0.03274834579985976,0.2063747219302078
1.1500000000000001,50.0,0.0,0.0,144.38619176833478,5.613166835513982,0.0006413961513086643,44.52646509477631,5.473534905223727,299.2491452522441,0.6965860157657469,0.05232943304065867,0.0019392989496205815,49.200975771527254,0.3517759469522124,0.44724828152056617,98.58983826817192,1.4101617318283852,98.4980989612405,1.5019010387596474,299.49178066349276,0.04299683309367601,0.4639228466985199,0.0012996567153757642,18.32380243876309,0.2637705759037301,1.3945396459845218,0.017887339348649795,50.0,0.0,49.971696384778895,0.028303615220972474,0.0,1.0,0.0,0.0006413961513086643,5.473534905223727,0.6985253147153674,0.054268731990279255,0.44724828152056617,1.4101617318283852,1.5019010387596474,0.04429648980905177,0.46522250341389565,0.2816579152523799,1.4124269853331717,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.788885699618714,784.9303372767547,2.646230227072895,0.0,0.0,0.0,0.0,0.002472047052320798,0.016208957431572378,0.016034903782716606,0.005353159850936199,0.05251700611455215,0.0,0.0,122.61835436986593,906.9866279351925,63.3066631570452,0.005932282793668441,0.011069017504107341,0.16644361534882082,61.972053527005976,0.019728143926895276,0.17252759782415045,0.0007369432973505691,0.4733597231026526,52.38286825931095,0.11323879239819216,51.79513865329681,0.6089463956539066,1.5477815889396846,0.0,2.1403741893467614,0.1131810465647833,1.103567536530795,1.3130694114737666e-08,0.006713283158498816,4.299683863899176e-08,0.5104824108533734,0.00020690710783612123,0.0014324201313397791,4.1035749621893105,3.575502598537727,0.2721704500006191,0.025405146219172114,2.6086258617786466,3.132512982375108,0.033709227622711,0.21243004210456495
