Time,IR_beta,IR_beta_pY1146,IR_beta_refractory,IRS,IRS_p,IRS_pS636,AMPK,AMPK_pT172,Akt,Akt_pT308,Akt_pS473,Akt_pT308_pS473,TSC1_TSC2,TSC1_TSC2_pT1462,TSC1_TSC2_pS1387,mTORC1,mTORC1_pS2448,mTORC2,mTORC2_pS2481,p70_S6K,p70_S6K_pT229,p70_S6K_pT389,p70_S6K_pT229_pT389,PRAS40,PRAS40_pT246,PRAS40_pS183,PRAS40_pT246_pS183,PI3K_variant,PI3K_variant_p,PI3K_PDK1,PI3K_p_PDK1,Insulin,Amino_Acids,IR_beta_pY1146_obs,IRS_pS636_obs,AMPK_pT172_obs,Akt_pT308_obs,Akt_pS473_obs,TSC1_TSC2_pS1387_obs,mTOR_pS2448_obs,mTOR_pS2481_obs,p70_S6K_pT229_obs,p70_S6K_pT389_obs,PRAS40_pT246_obs,PRAS40_pS183_obs,IRS_phos_by_Amino_Acids,AMPK_T172_phos_by_Amino_Acids,mTORC2_S2481_phos_by_Amino_Acids,IR_beta_phos_by_Insulin,IR_beta_pY1146_dephos,IR_beta_ready,IRS_phos_by_IR_beta_pY1146,IRS_p_phos_by_p70_S6K_pT229_pT389,IRS_phos_by_p70_S6K_pT229_pT389,IRS_pS636_turnover,AMPK_T172_phos,AMPK_pT172_dephos,Akt_S473_phos_by_mTORC2_pS2481_first,Akt_S473_phos_by_mTORC2_pS2481_second,Akt_T308_phos_by_PI3K_p_PDK1_first,Akt_T308_phos_by_PI3K_p_PDK1_second,Akt_pT308_dephos_first,Akt_pT308_dephos_second,Akt_pS473_dephos_first,Akt_pS473_dephos_second,TSC1_TSC2_S1387_phos_by_AMPK_pT172,TSC1_TSC2_T1462_phos_by_Akt_pT308,TSC1_TSC2_pS1387_dephos,TSC1_TSC2_pT1462_dephos,mTORC1_pS2448_dephos_by_TSC1_TSC2,mTORC1_S2448_activation_by_Amino_Acids,mTORC2_pS2481_dephos,mTORC2_S2481_phos_by_PI3K_variant_p,p70_S6K_T229_phos_by_PI3K_p_PDK1_first,p70_S6K_T229_phos_by_PI3K_p_PDK1_second,p70_S6K_T389_phos_by_mTORC1_pS2448_first,p70_S6K_T389_phos_by_mTORC1_pS2448_second,p70_S6K_pT229_dephos_first,p70_S6K_pT229_dephos_second,p70_S6K_pT389_dephos_first,p70_S6K_pT389_dephos_second,PRAS40_S183_phos_by_mTORC1_pS2448_first,PRAS40_S183_phos_by_mTORC1_pS2448_second,PRAS40_T246_phos_by_Akt_pT308_first,PRAS40_T246_phos_by_Akt_pT308_second,PRAS40_pS183_dephos_first,PRAS40_pS183_dephos_second,PRAS40_pT246_dephos_first,PRAS40_pT246_dephos_second,PI3K_p_PDK1_dephos,PI3K_PDK1_phos_by_IRS_p,PI3K_variant_p_dephos,PI3K_variant_phos_by_IR_beta_pY1146,scale_IR_beta_pY1146_obs,scale_IRS_pS636_obs,scale_AMPK_pT172_obs,scale_Akt_pT308_obs,scale_Akt_pS473_obs,scale_TSC1_TSC2_pS1387_obs,scale_mTOR_pS2448_obs,scale_mTOR_pS2481_obs,scale_p70_S6K_pT229_obs,scale_p70_S6K_pT389_obs,scale_PRAS40_pT246_obs,scale_PRAS40_pS183_obs,Cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_35,reaction_36,reaction_37,reaction_38,reaction_39,reaction_40,reaction_41,reaction_42,reaction_43,reaction_44,reaction_45,reaction_46,reaction_47,reaction_48
0.0,50.0,0.0,0.0,150.0,0.0,0.0,50.0,0.0,300.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,300.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.97508,881.42,2.6865799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,50.0,0.0,0.0,149.95025744956155,0.04974255043840596,2.24662002372805e-15,45.95754957440507,4.042450425594903,299.99998534698085,1.4124214928612235e-05,5.286967611181736e-07,1.0739351596894603e-10,49.99770989176968,2.1283675333438984e-06,0.002287979862813932,99.9843361161507,0.015663883849304405,99.97332830188427,0.02667169811582246,299.999938752255,3.1075060439057104e-08,6.121667009694379e-05,1.0761261863150118e-13,19.999752401667433,2.0051899175543702e-07,0.00024739781157427155,2.003480172640749e-12,50.0,0.0,49.99999767305454,2.3269454784793945e-06,0.0,1.0,0.0,2.24662002372805e-15,4.042450425594903,1.4124322322128203e-05,5.288041546341426e-07,0.002287979862813932,0.015663883849304405,0.02667169811582246,3.107516805167573e-08,6.121667020455641e-05,2.0052099523560966e-07,0.0002473978135777517,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.973430178881098,810.1580669174423,2.685863443492762,0.0,0.0,0.0,0.0,1.81389179198546e-15,1.3938344039543644e-12,5.616550059320125e-14,4.401031816417348e-07,0.0004656568004488569,0.0,0.0,1.121538606115983,669.8502053227778,0.005217735187942685,0.00010561351817258589,9.194200934601948e-12,5.993300533722421e-08,0.0012565664308099589,1.9931815024479032e-07,9.554146015309718e-09,4.081007303577933e-11,0.35525852574905037,0.0010763441165374092,0.0005792936214658595,0.0003133787072420223,0.006812019165602828,1.569674089554673,0.0,0.03801010370183975,9.320822973647379e-06,0.012279076461683565,1.4244785769885575e-16,5.38940731853594e-11,3.107506444681791e-14,6.736041037403641e-05,1.713207451190508e-14,1.1860553597754062e-13,0.04975101196115535,7.890991698476412e-05,9.763182995569162e-10,2.1452672003220974e-10,0.00046278234633083235,2.3813434941883945e-06,3.775618489746671e-12,2.3793330530281537e-11
0.02,50.0,0.0,0.0,149.9005313945985,0.09946860540131744,1.3851354666357383e-13,45.306234991689514,4.6937650083104865,299.99990384700817,9.404772237153077e-05,2.1027193640344155e-06,2.549915384483176e-09,49.99377880596047,2.306494712156863e-05,0.006198129092466765,99.96874265280633,0.031257347193684,99.94704107242009,0.05295892758000205,299.9997561457189,2.484597360500904e-07,0.0002436058183327801,3.428328453626263e-12,19.999015338228826,2.692572861755257e-06,0.0009819690917432006,1.0656451549541894e-10,50.0,0.0,49.9999906991109,9.30088910471408e-06,0.0,1.0,0.0,1.3851354666357383e-13,4.6937650083104865,9.405027228691526e-05,2.105269279418899e-06,0.006198129092466765,0.031257347193684,0.05295892758000205,2.4846316437854403e-07,0.00024360582176110855,2.692679426270752e-06,0.000981969198307716,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.971780904870927,798.6764329274994,2.6851572160434234,0.0,0.0,0.0,0.0,1.1555495669172432e-13,4.4390124209178094e-11,3.4628386665893457e-12,1.7591090659143951e-06,0.0009311590513081159,0.0,0.0,2.210921467100171,777.7756369370809,0.0208554792648893,0.00020970457586175952,1.4615945458614612e-10,7.923891783701347e-07,0.008366993239872184,7.927230975216106e-07,2.2685041727362282e-07,9.689805956805293e-10,0.4124649046499605,0.007166538376099639,0.0015693043049216605,0.0033960597492326437,0.01359340767839219,1.5694292846549371,0.0,0.07547229728353673,3.7255659350825256e-05,0.02450293466496124,2.2657507653460694e-15,8.598797231294713e-10,2.484597680940245e-13,0.0002680542385989443,5.457945291707295e-13,3.778541391523832e-12,0.0992746983159218,0.0005254217158268243,2.5803928605806194e-08,5.748387117175484e-09,0.001836871383014831,3.1976726048919256e-05,2.0082402638658185e-10,1.2655601860235953e-09
0.03,50.0,0.0,0.0,149.85082182963947,0.14917817035890982,1.5212310520292915e-12,45.19708650264039,4.8029134973596035,299.99972536270144,0.00026991454731452275,4.708015463072125e-06,1.4735585716122737e-08,49.98955442885485,8.282890529106766e-05,0.010362742239912404,99.95321929324771,0.046780706752286384,99.92113276954782,0.07886723045227031,299.9994538684747,8.380710317581648e-07,0.0005452934287258926,2.5918338060011782e-11,19.997795966879604,1.1612078942346907e-05,0.002192420016614279,1.0248317773124957e-09,50.0,0.0,49.999979088494285,2.0911505731360534e-05,0.0,1.0,0.0,1.5212310520292915e-12,4.8029134973596035,0.0002699292829002389,4.722751048788248e-06,0.010362742239912404,0.046780706752286384,0.07886723045227031,8.380969500962249e-07,0.0005452934546442308,1.161310377412422e-05,0.002192421041446056,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.9701321777880185,796.7523197031458,2.6844611687601176,0.0,0.0,0.0,0.0,1.3101847903995531e-12,3.3548031640619703e-10,3.803077630073229e-11,3.95506482227733e-06,0.001396506674347586,0.0,0.0,3.307844084347813,795.8619781664758,0.04689005640209208,0.0003122950185625527,7.357738001136405e-10,3.3866783654613847e-06,0.024013055667655443,1.774917121562728e-06,1.3109351740905715e-06,5.59959625005522e-09,0.4220206722672967,0.020566608258710987,0.0026237427077234216,0.01219564518615151,0.020344287515424487,1.5691855803285546,0.0,0.11239447878983495,8.376308332277285e-05,0.03667180836117092,1.1402906981010574e-14,4.340873997882057e-09,8.380711398444623e-13,0.0006000193913695951,4.1262344929025444e-12,2.85659657421897e-11,0.14856850648668984,0.0015078963210634773,1.6534905439285263e-07,3.710250094254018e-08,0.004101140883078671,0.00013790388831141763,1.9313262292987177e-09,1.2170902187363199e-08
0.04,50.0,0.0,0.0,149.80112874921213,0.1988712507795221,8.247860142369194e-12,45.17459965263014,4.825400347369861,299.99943766648397,0.0005539457363586245,8.33943535396335e-06,4.834416098147523e-08,49.98524369511494,0.00019311290474300217,0.014563191980370484,99.9377657219868,0.062234278013178906,99.89559793109572,0.10440206890437292,299.99903358618997,1.985386604619294e-06,0.0009644283150904093,1.0873477683773438e-10,19.9961006866487,3.1668364918535415e-05,0.003867640058508637,4.9278688376503985e-09,50.0,0.0,49.99996285151108,3.7148488941624185e-05,0.0,1.0,0.0,8.247860142369194e-12,4.825400347369861,0.000553994080519606,8.387779514944826e-06,0.014563191980370484,0.062234278013178906,0.10440206890437292,1.9854953393961315e-06,0.0009644284238251861,3.167329278737307e-05,0.003867644986377475,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.9684839974508686,796.3559125164252,2.6837751548972313,0.0,0.0,0.0,0.0,7.327580524304007e-12,1.4069683173079915e-09,2.0619650355922985e-10,7.026021162762873e-06,0.001861699591789486,0.0,0.0,4.407533602167636,799.5881391605755,0.08329830924878587,0.0004134063614558179,2.315255543640937e-09,9.200838345445981e-06,0.04928200401343957,3.143958789008829e-06,4.300885103139864e-06,1.8371022893765495e-08,0.42395997633798294,0.04220659793947609,0.0036872545775100034,0.028433750981454897,0.027064773930771436,1.5689429716226153,0.0,0.1487844324163109,0.00014880170061542947,0.0487859307381962,3.5827055606480994e-14,1.3680573845280103e-08,1.9853868606752595e-12,0.001061218896388057,1.7310723616887507e-11,1.1984232565141372e-10,0.19762997525170428,0.0030944950106381705,5.986584682693019e-07,1.3461136332629234e-07,0.007234807493446256,0.00037609033493603473,9.286716660617305e-09,5.852337031593613e-08
0.05,50.0,0.0,0.0,149.7514521478399,0.24854785212961397,3.038501892948586e-11,45.16596376516428,4.834036234835716,299.99903587992014,0.0009509993338159348,1.3003524496270858e-05,1.1722144475521983e-07,49.98087600851616,0.00035944720738028166,0.018764544276507873,99.92238162472286,0.07761837527714766,99.87043117362846,0.12956882637164413,299.9984969423713,3.87543291196916e-06,0.001499181865805236,3.3035842835452334e-10,19.993935825690922,6.74592144916896e-05,0.005996698818375398,1.6276199386470555e-08,50.0,0.0,49.999941998449,5.8001551018379236e-05,0.0,1.0,0.0,3.038501892948586e-11,4.834036234835716,0.00095111655526069,1.3120745941026079e-05,0.018764544276507873,0.07761837527714766,0.12956882637164413,3.8757632703975144e-06,0.0014991821961636643,6.747549069107608e-05,0.005996715094574784,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.966836363677835,796.2036756378219,2.6830990298244672,0.0,0.0,0.0,0.0,2.7823741691948834e-11,4.273239148563852e-09,7.596254732371466e-10,1.0970032336135866e-05,0.0023267377263068087,0.0,0.0,5.5074506025423045,801.0191402572176,0.13005709789536435,0.0005130598070705422,5.636659758318049e-09,1.9603418390159966e-05,0.08460603613266816,4.902315731569617e-06,1.04284768890589e-05,4.454473511420731e-08,0.4246816142325002,0.07245544265259758,0.004750994965369029,0.05292464736746529,0.03375497970474465,1.5687014536028492,0.0,0.18464983015049377,0.00023233014954178859,0.06084553444628683,8.695487592268411e-14,3.330537612671799e-08,3.875433411785022e-12,0.0016496406215175026,5.259350884849476e-11,3.6410542702114343e-10,0.24645673306082866,0.005312162877647821,1.593580234305018e-06,3.576286094446531e-07,0.01121742480965302,0.0008011388853818565,3.067298602978535e-08,1.932961439137243e-07
0.06,50.0,0.0,0.0,149.70179202003854,0.29820797987368364,8.768725493068627e-11,45.15954374433571,4.8404562556642805,299.99851813540147,0.001462908919597998,1.871971022756225e-05,2.3596860572848373e-07,49.97645457538025,0.0005842016685794439,0.022961222951217157,99.90706668832772,0.09293331167229286,99.84562719131215,0.1543728086879801,299.9978455586168,6.692773682246546e-06,0.0021477477915221497,8.183851146194227e-10,19.99130788665808,0.00012322780353862036,0.008568843033369968,4.250500010643291e-08,50.0,0.0,49.9999165395771,8.346042291332845e-05,0.0,1.0,0.0,8.768725493068627e-11,4.8404562556642805,0.0014631448882037265,1.8955678833290734e-05,0.022961222951217157,0.09293331167229286,0.1543728086879801,6.693592067361165e-06,0.002147748609907264,0.0001232703085387268,0.008568885538370074,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.965189276287022,796.0905009426475,2.6824326509963536,0.0,0.0,0.0,0.0,8.269840040143025e-11,1.058243197136717e-08,2.1921813732671565e-09,1.578515612206075e-05,0.0027916210010213174,0.0,0.0,6.606905888547476,802.082963388594,0.18714329995520543,0.0006112762534866015,1.1676181469599375e-08,3.5928506547279476e-05,0.13014827719560373,7.05731203608074e-06,2.0992687443168252e-05,8.966925001985245e-08,0.4252080100859826,0.11145156899577757,0.0058135520390186725,0.08601726947996874,0.04041501689730494,1.5684610213533945,0.0,0.2199982333893273,0.0003343071020291692,0.07285085160114073,1.7925194403666777e-13,6.886635938578198e-08,6.692774545415776e-12,0.0023632969971701403,1.3028801771941737e-10,9.019853469773668e-10,0.2950464998993945,0.008170862265961249,3.502978549116332e-06,7.821797124933439e-07,0.016028877778221862,0.0014634410720443015,8.010194785057601e-08,5.047893812639972e-07
0.07,50.0,0.0,0.0,149.65214836031194,0.3478516394741363,2.138579627551077e-10,45.153480930603294,4.846519069396694,299.99788379420556,0.0020902660128797523,2.552055888829578e-05,4.192225918705452e-07,49.97197935410915,0.0008683035250441762,0.027152342365857354,99.89182060084175,0.1081793991582615,99.82118075479565,0.1788192452044524,299.997081034865,1.0621498703981518e-05,0.0029083418756362177,1.7609905583066779e-09,19.98822361474809,0.00020279691804909157,0.011573493774587782,9.455926405931018e-08,50.0,0.0,49.9998864851458,0.00011351485421619941,0.0,1.0,0.0,2.138579627551077e-10,4.846519069396694,0.0020906852354716228,2.5939781480166325e-05,0.027152342365857354,0.1081793991582615,0.1788192452044524,1.0623259694539825e-05,0.002908343636626776,0.00020289147731315088,0.011573588333851841,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.963542735096138,795.983623237047,2.6817758779221887,0.0,0.0,0.0,0.0,2.0757316582801663e-10,2.2763589639175416e-08,5.346449068877692e-09,2.146945382527554e-05,0.0032563493395010874,0.0,0.0,7.70574450198705,803.08759587531,0.2545338107732974,0.0007080762995716554,2.165030455795452e-08,5.9465748241783786e-05,0.18596135194225233,9.62122518032862e-06,3.7295676740911995e-05,1.5930668102376652e-07,0.4257024719963353,0.15923869630604534,0.0068747015636114244,0.12784814272397946,0.04704499736080994,1.5682216699767348,0.0,0.25483709453331715,0.00045469126462183244,0.08480211377901423,3.3014001331553334e-13,1.2722133165648606e-07,1.0621500073839712e-11,0.0032002247417347016,2.803520799264326e-10,1.9408804624907806e-09,0.34339708965665505,0.011673529879404041,6.760535393057103e-06,1.4984157939350392e-06,0.021649377454743907,0.0024083959190592066,1.7819976989769182e-07,1.1229858199683677e-06
0.08,50.0,0.0,0.0,149.60252116314766,0.397478836391089,4.6120279096606924e-10,45.147477990782946,4.852522009217038,299.99713271472723,0.0028331523418481867,3.345159142723732e-05,6.813394711918791e-07,49.96745018001156,0.001212054229989108,0.03133776575851419,99.87664305147213,0.12335694852789009,99.7970867101083,0.20291328989179694,299.9962049496419,1.5845212928431558e-05,0.003779201727443946,3.41807350557471e-09,19.9846899966703,0.00030957221653085985,0.015000243813941432,1.872992077972854e-07,50.0,0.0,49.999851845386885,0.00014815461312397054,0.0,1.0,0.0,4.6120279096606924e-10,4.852522009217038,0.0028338336813193785,3.41329308984292e-05,0.03133776575851419,0.12335694852789009,0.20291328989179694,1.584863100193713e-05,0.0037792051455174517,0.00030975951573865713,0.01500043111314923,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.961896739922351,795.877801012718,2.6811285721364273,0.0,0.0,0.0,0.0,4.60379031279587e-10,4.416935680875139e-08,1.1530069774151731e-08,2.8020990269771436e-05,0.0037209226657574468,0.0,0.0,8.803934829251363,804.0823070153001,0.3322055435847347,0.0008034802493515918,3.703847489571023e-08,9.146006196580903e-05,0.2520525313534607,1.2611216516477041e-05,6.0614616581167206e-05,2.5891240575027e-07,0.4261911196816391,0.2158216234789608,0.00793440891239821,0.1784616527693663,0.05364503282914524,1.5679833945936712,0.0,0.2891737585576988,0.0005934413794593563,0.09669955200995166,5.599061856055086e-13,2.1641694844830613e-07,1.58452149719939e-11,0.004158484589961398,5.441619275635097e-10,3.767238873050221e-09,0.39150641209585024,0.015820169097840533,1.1876832511933344e-05,2.6082668449474852e-06,0.028059456078358844,0.003676448686298838,3.5297097607021825e-07,2.2243653918005615e-06
0.09,50.0,0.0,0.0,149.55291042301226,0.4470895760821058,9.055593409548837e-10,45.14148770771507,4.858512292284903,299.99626495221713,0.003691440593550794,4.2570916299675276e-05,1.0362729758552945e-06,49.962867033288134,0.0016154904338107343,0.035517476278107384,99.8615337305914,0.138466269408636,99.77333997757309,0.2266600224270112,299.99521886030436,2.254702588140389e-05,0.004758586537952073,6.132081839236462e-09,19.980714234566545,0.0004465705007362533,0.01883885513495785,3.397977433091789e-07,50.0,0.0,49.999812630513595,0.00018736948641012342,0.0,1.0,0.0,9.055593409548837e-10,4.858512292284903,0.003692476866526649,4.360718927553057e-05,0.035517476278107384,0.138466269408636,0.2266600224270112,2.2553157963243125e-05,0.004758592670033912,0.0004469102984795625,0.01883919493270116,0.0331672,17.6284,0.0268658,0.0203796,0.493514,323.611,2.11894,0.338859859949792,0.0863775267376444,25.0,0.490602,165.704,1.31992e-05,0.159093,7.47437,7.47345,88.9654,88.9639,0.376999,0.380005,0.00175772,1.52417,0.25319,147.239,0.00869774,0.0156992,1.42511,0.120736,0.0133520172873009,1.00000002814509e-06,0.00261303413778722,0.110720890919343,1.00000012897033e-06,0.159201353240651,1.10036057608758,1.10215267954479,0.15881,0.0683009,0.279344,0.279401,1.8706,1.88453,11.8759,11.876,0.18913343080532,0.000187226757782201,0.108074886441184,0.000549027801822575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.960251290582132,795.7722019066844,2.680490597169483,0.0,0.0,0.0,0.0,9.290147593896661e-10,7.921429770113097e-08,2.2638983523872093e-08,3.5437833792977424e-05,0.00418534090424128,0.0,0.0,9.901471153188362,805.0749208807777,0.4201354296236294,0.0008975081161474627,5.961190459439108e-08,0.00013311343251454834,0.3284104889814838,1.6049192874061278e-05,9.219088539669284e-05,3.937889121898912e-07,0.42667809934038975,0.2811891403398034,0.008992669818854009,0.23786319598385872,0.060215234898732435,1.5677461903433005,0.0,0.3230154645609579,0.0007505162252311805,0.10854339677099614,8.916139407487611e-13,3.456709049020869e-07,2.254702878930126e-11,0.0052361610242635465,9.762357269888648e-10,6.758490430302411e-09,0.43937247422625875,0.020609532443331063,1.943570263772019e-05,4.223382822848503e-06,0.03523996241545215,0.0053034266096936705,6.403590411984469e-07,4.035437999539809e-06
