_1_task1,l_1_task1,m_2_task1,n_3_task1
0.0,0.0999999999999985,0.899999999999988,0.899999999999988
0.1,0.05846982788722003,0.8035019915203713,0.8745829891489576
0.2,0.04993579678903765,0.7602440159631153,0.8522888071710674
0.3,0.048542677464372457,0.7308511595680209,0.8319770107734178
0.4,0.04909159862833789,0.7070530688821671,0.8132438680953359
0.5,0.05020526703288497,0.6864437135113989,0.7958772844028082
0.6,0.05146951500982677,0.6681323628565958,0.7797304006398947
0.7,0.0527492315834127,0.6516911481095239,0.7646854113606243
0.8,0.053997627517773844,0.6368569182789392,0.7506414707027049
0.9,0.05519787519414778,0.6234370319782241,0.7375098597143492
1.0,0.056343970727277745,0.6112762419575414,0.7252115853944885
1.1,0.05743407657651017,0.6002434394447778,0.7136759010391379
1.2,0.05846807496942208,0.5902254372019169,0.7028392558126249
1.3,0.05944662107789041,0.5811230742127258,0.6926442706053775
1.4,0.06037080212050574,0.572849292599838,0.6830391930026246
1.5,0.06124189084028958,0.5653271526866536,0.6739772196506121
1.6,0.06206128707141227,0.5584884651082218,0.6654159551413512
1.7,0.06283048262221669,0.552272514501122,0.6573168672044687
1.8,0.06355104042226478,0.5466252573244547,0.6496449553186077
1.9,0.06422455114663238,0.5414983492336817,0.6423683233359779
2.0,0.06485262690843377,0.536848511077753,0.6354578905744488
2.1,0.06543689659851407,0.532636898342864,0.6288870891842656
2.2,0.06597898265618599,0.5288285578106384,0.6226316123490541
2.3,0.06648049967626567,0.5253919613223579,0.6166691784176231
2.4,0.06694305435497655,0.5222986654694683,0.6109793596205373
2.5,0.06736822690244057,0.5195229064451417,0.6055433800819571
2.6,0.06775756878041445,0.5170413061925065,0.6003439600127584
2.7,0.0681126081900411,0.5148326231279337,0.5953651756305253
2.8,0.06843483919129695,0.5128775265856472,0.5905923434807635
2.9,0.06872571526459582,0.511158394991352,0.5860119126418619
3.0,0.06898665335933492,0.509659089520183,0.5816113274403489
3.1,0.06921903651322522,0.508364865093305,0.5773789773390754
3.2,0.06942420449042674,0.5072621952953242,0.573304100022716
3.3,0.0696034511492827,0.5063386631414973,0.5693767194165824
3.4,0.06975803019385078,0.5055828105187182,0.5655875458505123
3.5,0.06988915789583003,0.5049841057655061,0.5619279571519982
3.6,0.06999800691372814,0.504532824067157,0.5583899284834337
3.7,0.07008570427470937,0.5042199718986449,0.5549659868039437
3.8,0.07015333301477958,0.5040372281095943,0.551649172378479
3.9,0.0702019409364734,0.5039768503121549,0.5484329678791289
4.0,0.07023253867766499,0.5040316553747697,0.5453112887488949
4.1,0.07024609365538971,0.5041949819213806,0.5422784658395073
4.2,0.07024353012731639,0.5044606207899441,0.5393291982906278
4.3,0.07022573076030973,0.5048228035769318,0.5364585458206791
4.4,0.0701935532687369,0.5052760422771853,0.5336617969312301
4.5,0.07014781493405746,0.5058153167893723,0.5309346213606659
4.6,0.07008929831797583,0.5064359059966934,0.5282729440346555
4.7,0.07001875628102103,0.5071333326344712,0.52567289958602
4.8,0.0699368964022811,0.5079034512738866,0.5231309141812267
4.9,0.06984438993922645,0.5087423959044788,0.5206436592546326
5.0,0.069741899024258,0.5096463721584944,0.5182078688610031
5.1,0.06963003911050876,0.5106119790989737,0.5158206174034342
5.2,0.06950941500335525,0.5116359010666436,0.5134790536926409
5.3,0.06938058808487561,0.5127151172910209,0.5111805923708131
5.4,0.06924409960954377,0.5138467274447854,0.5089227592084425
5.5,0.0691004813375721,0.5150278647391917,0.5067031152806629
5.6,0.0689501972850938,0.5162560266946963,0.5045195654762265
5.7,0.06879372212487707,0.517528663136353,0.5023699673701637
5.8,0.06863148327762804,0.5188434825468706,0.5002524215542749
5.9,0.0684638874243554,0.5201983137757418,0.4981651404953869
6.0,0.06829134161827599,0.5215910030976486,0.4961063494138797
6.1,0.06811421634479328,0.5230196034577381,0.49407446646883213
6.2,0.06793288484774153,0.524482216116201,0.4920679428566709
6.3,0.06774770465421427,0.5259770563265407,0.4900853314781081
6.4,0.06755900390664381,0.5275024232274415,0.48812527775206005
6.5,0.06736707668279913,0.5290566630130554,0.4861864962578819
6.6,0.06717221106728241,0.5306381763246242,0.48426774884166657
6.7,0.06697465470870956,0.5322456108466349,0.4823680199895397
6.8,0.066774690604911,0.533877433873886,0.4804861251086601
6.9,0.0665725920139985,0.5355324033872066,0.4786211018984677
7.0,0.0663685764422289,0.5372092141055195,0.47677199953724936
7.1,0.06616282789800229,0.5389065913749453,0.4749379240258768
7.2,0.06595558081902854,0.5406233527229408,0.4731180038378567
7.3,0.06574701812536293,0.5423584520550992,0.4713114970800881
7.4,0.06553732497387926,0.54411083776854,0.4695176669764019
7.5,0.06532664577665566,0.545879664497785,0.4677359382807279
7.6,0.06511518600269169,0.5476637550172195,0.4659654981403446
7.7,0.06490312892314694,0.5494620645901933,0.46420563119602143
7.8,0.06469058613268852,0.5512738652341068,0.4624558787527167
7.9,0.06447768718577444,0.5530983030829576,0.4607156961693557
8.0,0.06426456938944246,0.5549345383149751,0.45898454906230135
8.1,0.06405134549128402,0.556781847466609,0.45726198830347053
8.2,0.06383812248937618,0.5586395407182264,0.4555475936308007
8.3,0.06362499537212638,0.5605069850440136,0.4538409919342861
