C3_1_task1,C3bB_closed_3_task1,C3bB_open_4_task1,C3bBbH_6_task1,C3bBb_5_task1,C3bH_9_task1,C3b_2_task1,Factor_B_8_task1,Factor_H_7_task1,_1_task1
6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
6.001782732390978,3.721226847051675e-07,8.439118383398753e-09,1.310945284167482e-07,2.7427331310233468e-08,4.821108099949052e-06,1.6471550535006384e-06,2.0010597885609673,3.000081375073046,8.64
6.0035556501986695,3.724209125345092e-07,8.445884154758954e-09,1.314069596317014e-07,2.7491737823149703e-08,4.822560168951332e-06,1.6476038198447812e-06,2.0021168840660635,3.0001675367169987,17.28
6.005321032852975,3.7271651864209527e-07,8.452588282704149e-09,1.3151870933440186e-07,2.7514322785854763e-08,4.823986392368871e-06,1.6480438366890326e-06,2.0031709417168897,3.0002535349666095,25.92
6.0070789151585195,3.7301113368363506e-07,8.459269842386022e-09,1.316207324143066e-07,2.7534880576722313e-08,4.8254056435578955e-06,1.6484815368732487e-06,2.004221970242806,3.0003393699226826,34.56
6.008829329147809,3.73304863636022e-07,8.465931357445001e-09,1.3172532093764376e-07,2.755597308927892e-08,4.826819160761071e-06,1.6489173425718002e-06,2.0052699783489536,3.0004250418818046,43.2
6.010572306483571,3.735976801625879e-07,8.472572149733149e-09,1.318288112226271e-07,2.7576836848936336e-08,4.82822660782186e-06,1.6493511392977043e-06,2.0063149747155378,3.0005105511575003,51.84
6.012307878763064,3.7388959457857383e-07,8.479192485537198e-09,1.3193224709305132e-07,2.7597689197989445e-08,4.829628113388816e-06,1.6497829709633485e-06,2.0073569679977967,3.0005958980575325,60.480000000000004
6.014036077419745,3.7418060941686035e-07,8.485792423022955e-09,1.3203562152980395e-07,2.7618528614725303e-08,4.831023702097079e-06,1.6502128460360039e-06,2.008395966823485,3.0006810828901718,69.12
6.015756933749461,3.7447072278649684e-07,8.492371913711224e-09,1.3213849699042516e-07,2.7639264523650685e-08,4.832413354758769e-06,1.6506407581679344e-06,2.00943197979584,3.000766105963582,77.76
6.017470478910447,3.7475993868415925e-07,8.49893105028445e-09,1.3224100145604712e-07,2.7659923121673754e-08,4.833797109844337e-06,1.651066720471494e-06,2.0104650154910515,3.0008509675846677,86.4
6.0191767439108705,3.7504826002905307e-07,8.505469899187351e-09,1.323431844115791e-07,2.7680514596232062e-08,4.835174997313453e-06,1.651490743220593e-06,2.0114950824575013,3.0009356680597614,95.04
6.0208757595840465,3.7533568883074456e-07,8.51198850619793e-09,1.3244503021889075e-07,2.7701036083810422e-08,4.836547039656462e-06,1.651912834226391e-06,2.0125221892111327,3.0010202076945,103.68
6.022567556960527,3.756222285923296e-07,8.518486950907248e-09,1.3254662717587893e-07,2.772150547999312e-08,4.837913271340042e-06,1.6523330052371773e-06,2.0135463443043378,3.0011045867952664,112.32000000000001
6.02425216565931,3.7590787977919526e-07,8.524965243338208e-09,1.3264780905105277e-07,2.7741888947232417e-08,4.839273698321031e-06,1.65275125847994e-06,2.014567556026352,3.0011888056624874,120.96000000000001
6.025929617088921,3.7619264635016315e-07,8.53142347369103e-09,1.327487087014967e-07,2.7762213556334108e-08,4.840628359956524e-06,1.6531676073563699e-06,2.0155858330001424,3.00127286460417,129.60000000000002
6.027599942120813,3.7647653121560393e-07,8.537861708103092e-09,1.3284936922170996e-07,2.778248809826407e-08,4.841977285579514e-06,1.6535820619144021e-06,2.0166011837485156,3.0013567639260477,138.24
6.029263170470052,3.76759536151249e-07,8.544279986688242e-09,1.3294973711563398e-07,2.7802701701000975e-08,4.843320493260388e-06,1.6539946284226177e-06,2.0176136165778455,3.0014405039288183,146.88
6.030919331539059,3.7704166262606337e-07,8.550678342524493e-09,1.3304973277253311e-07,2.782283817634588e-08,4.844657998024522e-06,1.6544053121277935e-06,2.018623139735991,3.001524084911822,155.52
6.0325684565531885,3.773229138976642e-07,8.557056849713494e-09,1.3314942884761273e-07,2.784291233295211e-08,4.845989832651735e-06,1.654814124234503e-06,2.0196297618119963,3.0016075071823303,164.16000000000003
6.034210575940612,3.7760329244147894e-07,8.563415564416974e-09,1.3324883140914788e-07,2.7862925424338938e-08,4.847316022157707e-06,1.6552210733419349e-06,2.020633491245703,3.0016907710441467,172.8
6.035845717578898,3.7788280033296165e-07,8.569754533552485e-09,1.3334791533612636e-07,2.7882872300682076e-08,4.8486365862695996e-06,1.655626166233663e-06,2.0216343359973377,3.00177387678969,181.44
6.037473911943026,3.7816144005488014e-07,8.576073813451411e-09,1.3344668726921967e-07,2.7902754333017134e-08,4.849951550100147e-06,1.6560294115421968e-06,2.0226323045155445,3.0018568247229718,190.08
6.039095189267345,3.7843921405226686e-07,8.582373459572995e-09,1.335451509065448e-07,2.7922572288256046e-08,4.8512609382631435e-06,1.6564308177287514e-06,2.023627405203718,3.001939615146929,198.72000000000003
6.040709578127047,3.7871612467971325e-07,8.588653525329315e-09,1.3364330789591342e-07,2.794232650812738e-08,4.8525647738364365e-06,1.6568303927174702e-06,2.024619646151223,3.0020222483569925,207.36
6.042317102721421,3.7899217415113924e-07,8.594914061019783e-09,1.3374116499249706e-07,2.7962018369291722e-08,4.853863076944765e-06,1.6572281433872763e-06,2.02560903461802,3.002104724628728,216.0
6.043917796228513,3.792673649691034e-07,8.601155123330571e-09,1.3383871847186977e-07,2.7981647124872044e-08,4.855155873772244e-06,1.6576240787617409e-06,2.026595579565896,3.002187044278457,224.64000000000001
6.045511688320038,3.7954169952344714e-07,8.607376766453736e-09,1.339359687020323e-07,2.8001212857261908e-08,4.856443188136718e-06,1.65801820702692e-06,2.0275792892920514,3.0022692076065876,233.28000000000003
6.047098808667712,3.798151802040115e-07,8.613579044581331e-09,1.3403291605098533e-07,2.8020715648854864e-08,4.857725043856032e-06,1.6584105363688703e-06,2.028560172093687,3.0023512149135247,241.92000000000002
6.0486791869432555,3.800878094006379e-07,8.619762011905411e-09,1.3412956088672959e-07,2.804015558204447e-08,4.8590014647480315e-06,1.6588010749736483e-06,2.0295382362680034,3.0024330664996763,250.56
6.050252852818382,3.8035958950316747e-07,8.62592572261803e-09,1.3422590357726576e-07,2.8059532739224282e-08,4.860272474630561e-06,1.6591898310273107e-06,2.0305134901122,3.002514762665448,259.20000000000005
6.0518198359648085,3.806305229014415e-07,8.632070230911245e-09,1.343219444905946e-07,2.8078847202787854e-08,4.8615380973214655e-06,1.6595768127159136e-06,2.0314859419234788,3.0025963037112464,267.84000000000003
6.053380129887411,3.80900610526529e-07,8.638195558075997e-09,1.344176961803334e-07,2.8098101615429132e-08,4.862798328811946e-06,1.6599620184302992e-06,2.0324555930838737,3.002677689770866,276.48
6.05493378774816,3.8116985571573937e-07,8.644301779673514e-09,1.345131510999618e-07,2.8117294396634315e-08,4.864053210993167e-06,1.660345462718486e-06,2.033422456381965,3.002758921252928,285.12
6.056480840479263,3.814382609097551e-07,8.650388951042523e-09,1.346083091927864e-07,2.813642553956518e-08,4.865302768652793e-06,1.6607271541079142e-06,2.0343865403559604,3.0028399984636454,293.76
6.0580213172315975,3.8170582847740963e-07,8.65645712590127e-09,1.3470317100229294e-07,2.8155495163486132e-08,4.866547025207935e-06,1.6611071006435796e-06,2.035347853203475,3.002920921701025,302.40000000000003
6.059555247156042,3.8197256078753655e-07,8.662506357968001e-09,1.3479773707196695e-07,2.8174503387661585e-08,4.867786004075709e-06,1.6614853103704778e-06,2.0363064031221247,3.003001691263074,311.04
6.061082659403476,3.822384602089692e-07,8.668536700960963e-09,1.348920079452941e-07,2.8193450331355945e-08,4.869019728673228e-06,1.6618617913336045e-06,2.037262198309524,3.0030823074477997,319.68
6.062603583124777,3.825035291105412e-07,8.674548208598403e-09,1.3498598416576002e-07,2.821233611383362e-08,4.870248222417605e-06,1.6622365515779556e-06,2.038215246963288,3.00316277055321,328.32000000000005
6.064118047470825,3.8276776986108595e-07,8.680540934598566e-09,1.350796662768503e-07,2.8231160854359022e-08,4.871471508725955e-06,1.6626095991485268e-06,2.039165557281033,3.0032430808773105,336.96000000000004
6.065626081592497,3.8303118482943697e-07,8.686514932679699e-09,1.3517305482205056e-07,2.8249924672196556e-08,4.872689611015391e-06,1.6629809420903135e-06,2.040113137460373,3.0033232387181097,345.6
6.067127714640673,3.8329377638442773e-07,8.692470256560048e-09,1.3526615034484644e-07,2.826862768661063e-08,4.873902552703027e-06,1.6633505884483118e-06,2.0410579956989237,3.003403244373614,354.24
6.068622975766231,3.8355554689489176e-07,8.698406959957861e-09,1.3535895338872357e-07,2.8287270016865657e-08,4.875110357205978e-06,1.6637185462675173e-06,2.0420001401943004,3.003483098141831,362.88
6.070111894120049,3.8381649872966246e-07,8.704325096591381e-09,1.3545146449716755e-07,2.830585178222604e-08,4.876313047941357e-06,1.664084823592926e-06,2.042939579144118,3.0035628003207675,371.52000000000004
6.071594487903532,3.8407663405034367e-07,8.710224715501325e-09,1.355436861148803e-07,2.832437349606694e-08,4.8775106397427975e-06,1.6644494253986352e-06,2.043876318637734,3.0036423511573807,380.16
