Time,C3,C3b,C3bB_closed,C3bB_open,C3bBb,C3bBbH,Factor_H,Factor_B,C3bH,Bb,Factor_I,iC3b,Factor_D,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k15,k16,k19,k20,k21,k25,ks1,ks2,d1,d2,ks3,d3,Fluid_phase,C3_hydrolysis,C3bB_formation,C3bB_conformational_change,C3_convertase_formation,Factor_H_binding_C3_convertase,Factor_H_induced__C3_convertase_decay,C3_convertase_decay,Factor_H_binding_C3b,C3b_inactivation,C3_synthesis,C3_degradation,Factor_B_synthesis,Factor_B_degradation,Factor_H_synthesis,Factor_H_degradation
0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.4,0.0,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,312.0,195.0,78.0,0.25,0.832,312.0,0.00316,0.000789,0.000392,0.000333,0.00067,0.00022,1.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00316,0.002352,0.000789,0.000666,0.00067,0.00066
8.64,6.001782732390978,1.6471550535006384e-06,3.721226847051675e-07,8.439118383398753e-09,2.7427331310233468e-08,1.310945284167482e-07,3.000081375073046,2.0010597885609673,4.821108099949052e-06,8.675454253282003e-07,0.4,0.005188356517282036,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,312.0,195.0,78.0,0.25,0.832,312.0,0.00316,0.000789,0.000392,0.000333,0.00067,0.00022,1.0,0.0006016631747017935,1.219349618917992e-07,1.218991881093583e-07,1.2189837522032254e-07,1.0924541825234208e-07,1.090706476427345e-07,1.2616572402707396e-08,0.000601662870243725,0.0006016626881502047,0.00316,0.0023526988310972633,0.000789,0.0006663529095908021,0.00067,0.0006600179025160702
17.28,6.0035556501986695,1.6476038198447812e-06,3.724209125345092e-07,8.445884154758954e-09,2.7491737823149703e-08,1.314069596317014e-07,3.0001675367169987,2.0021168840660635,4.822560168951332e-06,1.920794921403431e-06,0.4,0.010387513762027484,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,312.0,195.0,78.0,0.25,0.832,312.0,0.00316,0.000789,0.000392,0.000333,0.00067,0.00022,1.0,0.0006018441705914599,1.2203117109767555e-07,1.2199688070865978e-07,1.2199610302656693e-07,1.0934650744218698e-07,1.0933059041357557e-07,1.2646199398648864e-08,0.0006018440650792915,0.0006018438993714582,0.00316,0.0023533938148778783,0.000789,0.0006667049223939991,0.00067,0.0006600368580777397
25.92,6.005321032852975,1.6480438366890326e-06,3.7271651864209527e-07,8.452588282704149e-09,2.7514322785854763e-08,1.3151870933440186e-07,3.0002535349666095,2.0031709417168897,4.823986392368871e-06,2.975125483069206e-06,0.4,0.015588214553296937,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,312.0,195.0,78.0,0.25,0.832,312.0,0.00316,0.000789,0.000392,0.000333,0.00067,0.00022,1.0,0.0006020221481373013,1.2212785722370797e-07,1.2209371472329864e-07,1.2209294042794693e-07,1.0943427033924111e-07,1.0942356616622234e-07,1.2656588481493192e-08,0.000602022049691606,0.000602021885186107,0.00316,0.002354085844878366,0.000789,0.0006670559235917243,0.00067,0.0006600557776926541
34.56,6.0070789151585195,1.6484815368732487e-06,3.7301113368363506e-07,8.459269842386022e-09,2.7534880576722313e-08,1.316207324143066e-07,3.0003393699226826,2.004221970242806,4.8254056435578955e-06,4.030303042699423e-06,0.4,0.02079044928662193,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,312.0,195.0,78.0,0.25,0.832,312.0,0.00316,0.000789,0.000392,0.000333,0.00067,0.00022,1.0,0.0006021992652216072,1.222242751955663e-07,1.2219022409643275e-07,1.2218945184330707e-07,1.0952088623353135e-07,1.0950844936870308e-07,1.2666045065292264e-08,0.0006021991648757056,0.0006021990008981955,0.00316,0.0023547749347421396,0.000789,0.0006674059160908544,0.00067,0.0006600746613829902
43.2,6.008829329147809,1.6489173425718002e-06,3.73304863636022e-07,8.465931357445001e-09,2.755597308927892e-08,1.3172532093764376e-07,3.0004250418818046,2.0052699783489536,4.826819160761071e-06,5.0863101226285704e-06,0.4,0.025994211261305276,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,312.0,195.0,78.0,0.25,0.832,312.0,0.00316,0.000789,0.000392,0.000333,0.00067,0.00022,1.0,0.0006023756637825795,1.2232038708339296e-07,1.2228644353091213e-07,1.222856737252304e-07,1.0960751083346698e-07,1.0959546702011961e-07,1.2675747621068305e-08,0.0006023755642850267,0.000602375401034471,0.00316,0.002355461097025941,0.000789,0.0006677549027902015,0.00067,0.0006600935092139971
51.84,6.010572306483571,1.6493511392977043e-06,3.735976801625879e-07,8.472572149733149e-09,2.7576836848936336e-08,1.318288112226271e-07,3.0005105511575003,2.0063149747155378,4.82822660782186e-06,6.143148593581327e-06,0.4,0.031199494060201165,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,312.0,195.0,78.0,0.25,0.832,312.0,0.00316,0.000789,0.000392,0.000333,0.00067,0.00022,1.0,0.0006025513056374651,1.2241620457723072e-07,1.223823637480625e-07,1.22381596278247e-07,1.0969387061583274e-07,1.0968157093722575e-07,1.2685344950510715e-08,0.0006025512062349759,0.0006025510436442423,0.00316,0.0023561443441415596,0.000789,0.0006681028865802741,0.00067,0.0006601123212546501
60.480000000000004,6.012307878763064,1.6497829709633485e-06,3.7388959457857383e-07,8.479192485537198e-09,2.7597689197989445e-08,1.3193224709305132e-07,3.0005958980575325,2.0073569679977967,4.829628113388816e-06,7.200814627154932e-06,0.4,0.0364062912181268,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,312.0,195.0,78.0,0.25,0.832,312.0,0.00316,0.000789,0.000392,0.000333,0.00067,0.00022,1.0,0.0006027262057201476,1.225117248449059e-07,1.22477988453474e-07,1.2247722334872072e-07,1.0977987390137724e-07,1.097676295814187e-07,1.2694937031075146e-08,0.000602726106680812,0.000602725944782254,0.00316,0.002356824688475121,0.000789,0.0006684498703432663,0.00067,0.0006601310975726572
69.12,6.014036077419745,1.6502128460360039e-06,3.7418060941686035e-07,8.485792423022955e-09,2.7618528614725303e-08,1.3203562152980395e-07,3.0006810828901718,2.008395966823485,4.831023702097079e-06,8.25930567652525e-06,0.4,0.04161459631717143,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,312.0,195.0,78.0,0.25,0.832,312.0,0.00316,0.000789,0.000392,0.000333,0.00067,0.00022,1.0,0.0006029003670937232,1.2260694771693906e-07,1.2257331847678506e-07,1.225725557768243e-07,1.0986546334596994e-07,1.0985363711279688e-07,1.270452316277364e-08,0.0006029002686819572,0.0006029001075228778,0.00316,0.00235750214234854,0.000789,0.0006687958569522206,0.00067,0.0006601498382358378
77.76,6.015756933749461,1.6506407581679344e-06,3.7447072278649684e-07,8.492371913711224e-09,2.7639264523650685e-08,1.3213849699042516e-07,3.000766105963582,2.00943197979584,4.832413354758769e-06,9.318619722215935e-06,0.4,0.04682440297256051,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,312.0,195.0,78.0,0.25,0.832,312.0,0.00316,0.000789,0.000392,0.000333,0.00067,0.00022,1.0,0.000603073787980608,1.2270187929272426e-07,1.226683531991596e-07,1.2266759286230265e-07,1.0995115788287892e-07,1.0993922949603373e-07,1.2714061680879315e-08,0.0006030736899745384,0.0006030735294715835,0.00316,0.002358176718029789,0.000789,0.0006691408492720148,0.00067,0.0006601685433119881
