_1_task1,damaged_cancer_cells_4_task1,free_virus_3_task1,infected_cancer_cells_2_task1,uninfected_cancer_cells_1_task1
0.0,0.0,0.1,0.0,0.4
0.08,0.0,0.09886750404301212,0.0030447524249749658,0.3968314253606255
0.16,0.0,0.09798005995834028,0.0058008419955338925,0.3937196919743934
0.24,0.0,0.0973128473194354,0.008298345207318075,0.39065659058767194
0.32,0.0,0.09684362119906498,0.010564090699587482,0.3876348859067615
0.4,0.0,0.09655243547133628,0.012622016065049743,0.3846482050432377
0.48,0.0,0.0964213957832273,0.01449348485341756,0.3816909394356199
0.56,0.0,0.09643444055225943,0.016197566243982917,0.3787581592374913
0.64,0.0,0.09657714515846609,0.017751284097562624,0.3758455377550184
0.72,0.0,0.09683654712466493,0.019169838517880133,0.372949284763572
0.8,0.0,0.09720099029735674,0.020466802667537316,0.3700660877243333
0.88,0.0,0.09765998908002249,0.021654293305148408,0.36719306149936803
0.96,0.0,0.09820409790550774,0.02274313548159187,0.36432769928584363
1.04,0.0,0.09882480798203767,0.0237429909718722,0.3614678356148468
1.12,0.0,0.09951444081269992,0.0246624922622835,0.35861160668222464
1.2,0.0,0.10026606643958834,0.025509343838855093,0.35575742145176087
1.28,0.0,0.10107341993361804,0.026290426764454963,0.3529039310434164
1.36,0.0,0.10193083385479167,0.027011882367685834,0.3500500048461268
1.44,0.0,0.10283317311126813,0.027679193405762973,0.3471947070417177
1.52,0.0,0.10377577959769198,0.028297252749893052,0.34433727694007743
1.6,0.0,0.10475442181690028,0.02887042596555369,0.3414771110069728
1.68,0.0,0.105765249109563,0.029402608150193583,0.3386137465513629
1.76,0.0,0.10680475245256527,0.029897272584954036,0.335746847780747
1.84,0.0,0.10786972608620267,0.030357518482925127,0.33287619202277346
1.92,0.0,0.10895724077361683,0.030786104083182237,0.33000166030037453
2.0,0.0,0.11006461016888801,0.031185488630893037,0.3271232251184703
2.08,0.0,0.11118936360598225,0.031557866349662476,0.3242409405711314
2.16,0.0,0.11232922960566041,0.03190518693724482,0.3213549364323779
2.24,0.0,0.11348210782157346,0.0322291908152176,0.31846540771933474
2.32,0.0,0.1146460578923551,0.03253142312119771,0.3155726105504601
2.4,0.0,0.11581927795116129,0.03281326079329235,0.31267685405758244
2.48,0.0,0.11700009234789684,0.03307592818772151,0.30977849560725423
2.56,0.0,0.11818693933834731,0.03332051274636958,0.3068779359925349
2.64,0.0,0.11937835581966307,0.03354798436674416,0.3039756135270295
2.72,0.0,0.12057297150431678,0.03375920317081293,0.30107200139240003
2.8,0.0,0.1217694962464011,0.03395493577698535,0.29816760252918717
2.88,0.0,0.12296671432880518,0.034135862963759846,0.2952629469722923
2.96,0.0,0.12416347592656793,0.03430259082519362,0.2923585881840248
3.04,0.0,0.12535869026083385,0.03445565988267866,0.2894550999297119
3.12,0.0,0.12655132148847256,0.034595550864246476,0.28655307406087077
3.2,0.0,0.1277403814619109,0.03472269428717399,0.2836531172531307
3.28,0.0,0.12892492725699667,0.034837474261068986,0.28075584930247777
3.36,0.0,0.13010405591062252,0.034940235667298196,0.2778619005050953
3.44,0.0,0.13127690155024016,0.03503128844450563,0.27497190980862846
3.52,0.0,0.13244263245670262,0.03511091193459383,0.2720865229549656
3.6,0.0,0.13360044752257652,0.035179359938962006,0.26920639043983524
3.68,0.0,0.13474957496449935,0.03523686308300006,0.2663321661658203
3.76,0.0,0.13588926913870886,0.03528363339961478,0.2634645055459807
3.84,0.0,0.13701881024335852,0.0353198654963206,0.2606040644648651
3.92,0.0,0.13813750261796787,0.03534573934472606,0.25775149785205587
4.0,0.0,0.13924467148443168,0.03536142480042903,0.2549074578830972
4.08,0.0,0.14033966311561238,0.03536708230972548,0.2520725930058042
4.16,0.0,0.14142184367738833,0.03536286494458791,0.2492475467618781
