Time,uninfected_cancer_cells,infected_cancer_cells,free_virus,damaged_cancer_cells,f,h,m,alpha_1,alpha_2,alpha_3,Whole_organism,uninfected_cancer_cell_growth,cancer_cell_infection,infected_cancer_cell_lysis,virus_infection_removal,radiotherapy_uninfected_cells,radiotherapy_infected_cells,damaged_cell_removal
0.8,0.3700660877243333,0.020466802667537316,0.09720099029735674,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.035970790202273686,0.020466802667537316,0.015299564348648983,0.0,0.0,0.0
0.88,0.36719306149936803,0.021654293305148408,0.09765998908002249,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03586007037628831,0.021654293305148408,0.015366199769529139,0.0,0.0,0.0
0.96,0.36432769928584363,0.02274313548159187,0.09820409790550774,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03577847305035537,0.02274313548159187,0.015446184146833268,0.0,0.0,0.0
1.04,0.3614678356148468,0.0237429909718722,0.09882480798203767,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03572198944631999,0.0237429909718722,0.015538160986232051,0.0,0.0,0.0
1.12,0.35861160668222464,0.0246624922622835,0.09951444081269992,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.035687033507925466,0.0246624922622835,0.015640906792063494,0.0,0.0,0.0
1.2,0.35575742145176087,0.025509343838855093,0.10026606643958834,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03567039725565888,0.025509343838855093,0.015753317911051428,0.0,0.0,0.0
1.28,0.3529039310434164,0.026290426764454963,0.10107341993361804,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03566920721857581,0.026290426764454963,0.01587439713441422,0.0,0.0,0.0
1.36,0.3500500048461268,0.027011882367685834,0.10193083385479167,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03568088888483957,0.027011882367685834,0.01600324285591554,0.0,0.0,0.0
1.44,0.3471947070417177,0.027679193405762973,0.10283317311126813,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03570313341253698,0.027679193405762973,0.01613903863494096,0.0,0.0,0.0
1.52,0.34433727694007743,0.028297252749893052,0.10377577959769198,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.0357338693590029,0.028297252749893052,0.016281044326833853,0.0,0.0,0.0
1.6,0.3414771110069728,0.02887042596555369,0.10475442181690028,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03577123732724091,0.02887042596555369,0.01642858801907986,0.0,0.0,0.0
1.68,0.3386137465513629,0.029402608150193583,0.105765249109563,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.035813567255927325,0.029402608150193583,0.016581058711552996,0.0,0.0,0.0
1.76,0.335746847780747,0.029897272584954036,0.10680475245256527,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.035859358963951794,0.029897272584954036,0.016737900047163825,0.0,0.0,0.0
1.84,0.33287619202277346,0.030357518482925127,0.10786972608620267,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03590726365411478,0.030357518482925127,0.016898604186012696,0.0,0.0,0.0
1.92,0.33000166030037453,0.030786104083182237,0.10895724077361683,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03595607035704122,0.030786104083182237,0.017062707523183347,0.0,0.0,0.0
2.0,0.3271232251184703,0.031185488630893037,0.11006461016888801,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03600469024985383,0.031185488630893037,0.017229785330330278,0.0,0.0,0.0
2.08,0.3242409405711314,0.031557866349662476,0.11118936360598225,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03605214383710921,0.031557866349662476,0.017399447417639522,0.0,0.0,0.0
2.16,0.3213549364323779,0.03190518693724482,0.11232922960566041,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03609755243942498,0.03190518693724482,0.01757133548963756,0.0,0.0,0.0
2.24,0.31846540771933474,0.0322291908152176,0.11348210782157346,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.0361401257362469,0.0322291908152176,0.017745118687960956,0.0,0.0,0.0
2.32,0.3155726105504601,0.03253142312119771,0.1146460578923551,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03617915577840968,0.03253142312119771,0.01792049179942146,0.0,0.0,0.0
2.4,0.31267685405758244,0.03281326079329235,0.11581927795116129,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03621400746898983,0.03281326079329235,0.01809717184205399,0.0,0.0,0.0
2.48,0.30977849560725423,0.03307592818772151,0.11700009234789684,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.0362441125934413,0.03307592818772151,0.01827489610405335,0.0,0.0,0.0
2.56,0.3068779359925349,0.03332051274636958,0.11818693933834731,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03626896400542695,0.03332051274636958,0.018453420180860634,0.0,0.0,0.0
2.64,0.3039756135270295,0.03354798436674416,0.11937835581966307,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03628810895213012,0.03354798436674416,0.018632515551992062,0.0,0.0,0.0
2.72,0.30107200139240003,0.03375920317081293,0.12057297150431678,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.036301145844633474,0.03375920317081293,0.018811968642540186,0.0,0.0,0.0
2.8,0.29816760252918717,0.03395493577698535,0.1217694962464011,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03630771875697627,0.03395493577698535,0.01899157881209969,0.0,0.0,0.0
2.88,0.2952629469722923,0.034135862963759846,0.12296671432880518,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.036307514452223015,0.034135862963759846,0.019171157438365238,0.0,0.0,0.0
2.96,0.2923585881840248,0.03430259082519362,0.12416347592656793,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03630025852591255,0.03430259082519362,0.01935052655950344,0.0,0.0,0.0
3.04,0.2894550999297119,0.03445565988267866,0.12535869026083385,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03628571221650746,0.03445565988267866,0.019529517783455224,0.0,0.0,0.0
3.12,0.28655307406087077,0.034595550864246476,0.12655132148847256,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.036263670198987345,0.034595550864246476,0.01970797162725063,0.0,0.0,0.0
3.2,0.2836531172531307,0.03472269428717399,0.1277403814619109,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.036233957400775056,0.03472269428717399,0.019885736367302138,0.0,0.0,0.0
3.28,0.28075584930247777,0.034837474261068986,0.12892492725699667,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03619642744829826,0.034837474261068986,0.020062667637515463,0.0,0.0,0.0
3.36,0.2778619005050953,0.034940235667298196,0.13010405591062252,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03615096023874675,0.034940235667298196,0.02023862759136831,0.0,0.0,0.0
3.44,0.27497190980862846,0.03503128844450563,0.13127690155024016,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03609746033302883,0.03503128844450563,0.020413484439196602,0.0,0.0,0.0
3.52,0.2720865229549656,0.03511091193459383,0.13244263245670262,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.036035855356146694,0.03511091193459383,0.020587111975628326,0.0,0.0,0.0
3.6,0.26920639043983524,0.035179359938962006,0.13360044752257652,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03596609423869945,0.035179359938962006,0.020759389013160465,0.0,0.0,0.0
3.68,0.2663321661658203,0.03523686308300006,0.13474957496449935,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.0358881461902187,0.03523686308300006,0.020930199168479276,0.0,0.0,0.0
3.76,0.2634645055459807,0.03528363339961478,0.13588926913870886,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.035801999102634624,0.03528363339961478,0.021099430352859022,0.0,0.0,0.0
3.84,0.2606040644648651,0.0353198654963206,0.13701881024335852,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.035707658857559325,0.0353198654963206,0.021266974713654966,0.0,0.0,0.0
3.92,0.25775149785205587,0.03534573934472606,0.13813750261796787,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.035605148209323506,0.03534573934472606,0.021432728356881647,0.0,0.0,0.0
4.0,0.2549074578830972,0.03536142480042903,0.13924467148443168,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.035494505231863475,0.03536142480042903,0.02159659082730202,0.0,0.0,0.0
4.08,0.2520725930058042,0.03536708230972548,0.14033966311561238,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03537578278311343,0.03536708230972548,0.021758465123004125,0.0,0.0,0.0
4.16,0.2492475467618781,0.03536286494458791,0.14142184367738833,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03524904759513086,0.03536286494458791,0.021918257503510865,0.0,0.0,0.0
4.24,0.246432957414556,0.035348917819915185,0.14249060004008765,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03511437997165345,0.035348917819915185,0.022075877605446215,0.0,0.0,0.0
4.32,0.24362945575900835,0.035325383241618366,0.14354533636280012,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03497187217481278,0.035325383241618366,0.02223123789791627,0.0,0.0,0.0
4.4,0.24083766455676697,0.035292400716636155,0.14458547448551543,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.034821628003923556,0.035292400716636155,0.022384253732905784,0.0,0.0,0.0
4.48,0.23805819868809946,0.035250104719086905,0.14561045598489153,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03466376286191607,0.035250104719086905,0.02253484365497205,0.0,0.0,0.0
4.56,0.23529166275237046,0.03519863045832661,0.14661973829797065,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.034498402016446925,0.03519863045832661,0.022682928785024533,0.0,0.0,0.0
4.64,0.23253865084349695,0.035138113061242975,0.14761279563207264,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03432568034351901,0.035138113061242975,0.022828432951681275,0.0,0.0,0.0
4.72,0.22979974652970536,0.0350686863912799,0.14858912002960337,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03414574211987482,0.0350686863912799,0.022971282846837998,0.0,0.0,0.0
4.8,0.2270755208940336,0.03499048694788982,0.14954821907876692,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03395873974608605,0.03499048694788982,0.023111407656736756,0.0,0.0,0.0
4.88,0.22436653228543527,0.0349036530293715,0.15048961678931372,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03376483346398234,0.0349036530293715,0.023248739187676705,0.0,0.0,0.0
4.96,0.22167332737556214,0.034808322733094976,0.15141285472053578,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.033564191313333755,0.034808322733094976,0.023383212034347043,0.0,0.0,0.0
5.04,0.21899643725355242,0.03470463916839897,0.15231748969769074,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03335698757519895,0.03470463916839897,0.02351476320615759,0.0,0.0,0.0
5.12,0.2163363797650597,0.034592746914068516,0.15320309544929733,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03314340303830188,0.034592746914068516,0.023643332378160638,0.0,0.0,0.0
5.2,0.21369365815055222,0.03447279297314112,0.15406926251870073,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03292362431617892,0.03447279297314112,0.023768861864128688,0.0,0.0,0.0
5.28,0.21106876007702888,0.034344929071212636,0.15491559698554774,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.032697842972332275,0.034344929071212636,0.023891296407278807,0.0,0.0,0.0
5.36,0.20846215789096023,0.03420931049113483,0.1557417212017,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.032466255275358694,0.03420931049113483,0.024010583285762173,0.0,0.0,0.0
5.44,0.20587430732550163,0.03406609427123413,0.15654727554934048,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03222906191741491,0.03406609427123413,0.02412667257074937,0.0,0.0,0.0
5.52,0.20330564889408098,0.03391544113996837,0.15733191655120057,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03198646738619123,0.03391544113996837,0.024239516830403908,0.0,0.0,0.0
5.6,0.20075660778718088,0.03375751537263431,0.1580953170105281,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03173867955007261,0.03375751537263431,0.024349071142580662,0.0,0.0,0.0
5.68,0.1982275912870596,0.03359248482582445,0.15883716674570306,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03148590897086176,0.03359248482582445,0.024455293191272695,0.0,0.0,0.0
5.76,0.1957189879301504,0.03342052103467727,0.15955717276240794,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.031228368370054643,0.03342052103467727,0.02455814328176228,0.0,0.0,0.0
5.84,0.19323117136704415,0.03324179876471105,0.16025505846020174,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.030966272663758922,0.03324179876471105,0.024657584222305438,0.0,0.0,0.0
5.92,0.19076449841825596,0.033056496080908014,0.16093056406045114,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.030699838333158973,0.033056496080908014,0.02475358137573085,0.0,0.0,0.0
6.0,0.18831930646878947,0.03286479336621793,0.16158344737376534,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03042928274626363,0.03286479336621793,0.02484610276099007,0.0,0.0,0.0
6.08,0.1858959163110467,0.03266687439538471,0.16221348296209423,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.03015482405324487,0.03266687439538471,0.02493511892537903,0.0,0.0,0.0
6.16,0.1834946318964683,0.03246292624113577,0.16282046221192845,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02987668077879064,0.03246292624113577,0.025020602947365078,0.0,0.0,0.0
6.24,0.18111573939516923,0.03225313769217364,0.16340419375732815,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.029595071372629983,0.03225313769217364,0.025102530491051822,0.0,0.0,0.0
6.32,0.17875950702407647,0.03203769883487438,0.16396450357259534,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02931021382808457,0.03203769883487438,0.02518087981245099,0.0,0.0,0.0
6.4,0.17642618595932605,0.03181680327400152,0.16450123448028786,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.029022325384957963,0.03181680327400152,0.025255631679742336,0.0,0.0,0.0
6.48,0.17411601000498816,0.031590646820646634,0.16501424630592462,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.028731622160767953,0.031590646820646634,0.02532676938910405,0.0,0.0,0.0
6.56,0.17182919604301486,0.03135942466621472,0.16550341544986524,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02843831881912343,0.03135942466621472,0.025394278693862255,0.0,0.0,0.0
6.64,0.16956594352650145,0.031123334557019284,0.16596863536908285,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.028142628252164414,0.031123334557019284,0.025458147870405717,0.0,0.0,0.0
6.72,0.16732643453238127,0.03088257646416282,0.16640981652706535,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02784476127066158,0.03088257646416282,0.025518367704473032,0.0,0.0,0.0
6.8,0.16511083482898425,0.030637350292933668,0.16682688565753004,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.027544926362834284,0.030637350292933668,0.025574931375886192,0.0,0.0,0.0
6.88,0.1629192944245473,0.030387854836453336,0.16721978539439453,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.027243329450278977,0.030387854836453336,0.025627834398164757,0.0,0.0,0.0
6.96,0.16075194568702628,0.030134291362372532,0.1675884755401648,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.026940173517804103,0.030134291362372532,0.0256770748013808,0.0,0.0,0.0
7.04,0.1586089043400869,0.029876861871897024,0.16793293238687496,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02663565840850013,0.029876861871897024,0.025722653026201244,0.0,0.0,0.0
7.12,0.1564902724465997,0.029615765470921835,0.16825314661055477,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.026329980753083397,0.029615765470921835,0.02576457160664488,0.0,0.0,0.0
7.2,0.15439613555946985,0.029351201831067434,0.1685491252821658,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02602333359549534,0.029351201831067434,0.02580283546423478,0.0,0.0,0.0
7.28,0.15232656258570418,0.029083371354805064,0.1688208919635427,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02571590616545899,0.029083371354805064,0.025837451917840582,0.0,0.0,0.0
7.36,0.15028160800210638,0.028812473021471198,0.16906848503404084,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.025407883793395716,0.028812473021471198,0.025868430430974042,0.0,0.0,0.0
7.44,0.14826131403648765,0.028538702429145878,0.1692919560101527,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.025099447853872504,0.028538702429145878,0.025895782358600357,0.0,0.0,0.0
7.52,0.1462657060353329,0.0282622559532029,0.16949137311421386,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02479077535544853,0.0282622559532029,0.025919521474241047,0.0,0.0,0.0
7.6,0.14429479431554415,0.0279833291192257,0.1696668198387784,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.024482038870809016,0.0279833291192257,0.02593966375323294,0.0,0.0,0.0
7.68,0.14234857872763645,0.027702113360019136,0.16981839121194472,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02417340663083408,0.027702113360019136,0.02595622681440839,0.0,0.0,0.0
7.76,0.1404270451698687,0.02741879848337376,0.16994619665277103,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.023865042233806068,0.02741879848337376,0.025969230342591774,0.0,0.0,0.0
7.84,0.13853016449660685,0.027133573444872463,0.1700503608654792,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02355710446340219,0.027133573444872463,0.025978696219089926,0.0,0.0,0.0
7.92,0.13665789572124945,0.02684662442431413,0.17013102107420464,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02324974733690835,0.02684662442431413,0.025984648107868862,0.0,0.0,0.0
8.0,0.13481019026882884,0.026558132496167522,0.17018832325908942,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.022943120240090795,0.026558132496167522,0.025987110893665226,0.0,0.0,0.0
8.08,0.1329869833759071,0.026268278340649952,0.17022242976809163,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.022637367437775714,0.026268278340649952,0.025986111813969256,0.0,0.0,0.0
8.16,0.1311881970833932,0.025977240604282262,0.17023351666809236,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.0223326281348528,0.025977240604282262,0.02598168006291091,0.0,0.0,0.0
8.24,0.12941374080738963,0.025685195607724583,0.1702217732360394,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.022029036441343054,0.025685195607724583,0.025973846714232772,0.0,0.0,0.0
8.32,0.12766352149561414,0.0253923124763705,0.17018739284766934,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.021726721885090963,0.0253923124763705,0.025962643364852222,0.0,0.0,0.0
8.4,0.12593743499086332,0.025098757281057336,0.17013058072530346,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02142580895005073,0.025098757281057336,0.025948103287796533,0.0,0.0,0.0
8.48,0.12423536289389485,0.0248046945421294,0.17005155675214112,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.021126416863774006,0.0248046945421294,0.02593026185009665,0.0,0.0,0.0
8.56,0.12255717569160701,0.024510285729660016,0.1699505526659845,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.020828659741970772,0.024510285729660016,0.02590915609473709,0.0,0.0,0.0
8.64,0.12090273635784976,0.024215688106211587,0.1698278085036596,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.020532646757749354,0.024215688106211587,0.025884824210703927,0.0,0.0,0.0
8.72,0.11927190749158471,0.02392105243275095,0.16968356555252195,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.02023848253342265,0.02392105243275095,0.025857304483546745,0.0,0.0,0.0
8.8,0.11766453688724135,0.023626527606094207,0.16951808059884255,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.01994626644767686,0.023626527606094207,0.025826637418779917,0.0,0.0,0.0
8.88,0.11608046255476712,0.02333225904554702,0.169331620970817,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.01965609288744094,0.02333225904554702,0.025792865003371367,0.0,0.0,0.0
8.96,0.11451951346723568,0.023038388486008525,0.1691244637809277,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.01936805130759896,0.023038388486008525,0.02575603059329113,0.0,0.0,0.0
9.04,0.11298151949650914,0.022745051914389428,0.16889688545774387,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.01908222675724376,0.022745051914389428,0.025716177353806456,0.0,0.0,0.0
9.12,0.11146630296823556,0.022452381323592112,0.16864917064356436,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.018798699550297202,0.022452381323592112,0.025673349587540598,0.0,0.0,0.0
9.2,0.10997367558816114,0.0221605053508986,0.1683816154328509,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.01851754515062285,0.0221605053508986,0.025627593217940094,0.0,0.0,0.0
9.28,0.10850344150393429,0.02186954864205078,0.1680945241463155,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.018238834367841416,0.02186954864205078,0.025578955309304156,0.0,0.0,0.0
9.36,0.1070554007272094,0.021579631385877512,0.16778820565070743,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.017962633593235904,0.021579631385877512,0.02552748351947083,0.0,0.0,0.0
9.44,0.10562935592442305,0.02129086839081487,0.16746296605584804,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.017689005245672747,0.02129086839081487,0.02547322501329066,0.0,0.0,0.0
9.52,0.1042250986950548,0.02100337095092966,0.1671191234713211,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.01741800713762949,0.02100337095092966,0.025416228663450755,0.0,0.0,0.0
9.6,0.10284241434403442,0.02071724619691829,0.16675700287411074,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.017149692784348636,0.02071724619691829,0.025356544286803583,0.0,0.0,0.0
9.68,0.10148108257762806,0.020432597031530726,0.1663769353413014,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.016884111514383293,0.020432597031530726,0.025294222531482877,0.0,0.0,0.0
9.76,0.10014088640543618,0.020149521934002965,0.16597924783750467,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.016621309003355296,0.020149521934002965,0.02522931335569281,0.0,0.0,0.0
9.84,0.09882160446974066,0.0198681151285732,0.16556427201480578,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.01636132700336769,0.0198681151285732,0.025161867342288223,0.0,0.0,0.0
9.92,0.09752300832390816,0.01958846664427243,0.16513234733504054,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.01610420328370165,0.01958846664427243,0.025091936165930112,0.0,0.0,0.0
10.0,0.09624486519918242,0.019310662254140954,0.1646838178956687,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.015849971853855338,0.019310662254140954,0.025019572121427407,0.0,0.0,0.0
10.08,0.0949869403434178,0.019034783658586,0.16421902961451343,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.015598663169247748,0.019034783658586,0.02494482770556197,0.0,0.0,0.0
10.16,0.0937490041294458,0.018760909042680483,0.16373832167303393,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.015350304594673783,0.018760909042680483,0.02486775434284856,0.0,0.0,0.0
10.24,0.09253081971030888,0.01848911210832844,0.16324204137639162,0.0,0.0,0.15,0.02,0.0,0.0,0.0,1.0,0.0,0.015104919899741675,0.01848911210832844,0.024788404604453574,0.0,0.0,0.0
