Time,Enz,Ts,Tt,To,Tomax,Tex,e_val,f_val,Ts_norm,To_norm,Tt_norm,Enz_norm,compartment,Enzyme_synthesis,Enzyme_dilution,tryptophan_synthesis,tryptophan_consumption,tryptophan_dilution
0.0,0.0,0.0,13.461538461538463,13.461538461538463,100.0,0.14,0.9,380.0,0.0,0.16416510318949346,0.16416510318949346,0.0,1.0,0.015249807675337682,0.0,0.0,0.0,0.0
0.01,0.00015249035761770024,1.287592118399812e-05,13.461551276057422,13.461538400136238,100.0,0.14,0.9,380.0,1.5702342907314782e-07,0.16416510244068583,0.16416525946411492,0.00015249035761770024,1.0,0.015249781784618612,1.5249035761770024e-06,0.003749937974606457,0.0016093865363287832,1.287592118399812e-07
0.02,0.00030496506029285435,3.796958120376591e-05,13.461576250051712,13.461538280470508,100.0,0.14,0.9,380.0,4.6304367321665745e-07,0.16416510098134768,0.1641655640250209,0.00030496506029285435,1.0,0.015249731326831623,3.0496506029285437e-06,0.007499490746190008,0.00474529676581631,3.796958120376591e-07
0.03,0.00045742396934520506,6.65665887466005e-05,13.46160471068689,13.461538144098144,100.0,0.14,0.9,380.0,8.117876676414695e-07,0.16416509931827006,0.1641659111059377,0.00045742396934520506,1.0,0.015249673824891547,4.5742396934520505e-06,0.01124865485682819,0.008318055070569791,6.656658874660051e-07
0.04,0.0006098670461020883,9.61714170063281e-05,13.461634174336728,13.461538002919722,100.0,0.14,0.9,380.0,1.1728221586137573e-06,0.164165097596582,0.1641662704187406,0.0006098670461020883,1.0,0.015249614296797094,6.098670461020884e-06,0.014997429353159987,0.012015649315686308,9.61714170063281e-07
0.05,0.0007622942805320966,0.00012606925391587615,13.461663929597933,13.461537860344016,100.0,0.14,0.9,380.0,1.5374299258033677e-06,0.16416509585785385,0.16416663328777967,0.0007622942805320966,1.0,0.015249554179883662,7.622942805320967e-06,0.018745813991038078,0.01574872958653903,1.2606925391587615e-06
0.06,0.0009147056708088905,0.00015605529627153928,13.461693772643953,13.461537717347682,100.0,0.14,0.9,380.0,1.9031133691651133e-06,0.16416509411399613,0.16416699722736527,0.0009147056708088905,1.0,0.015249493885964902,9.147056708088906e-06,0.02249380872717819,0.019491703116419058,1.5605529627153928e-06
0.07,0.00106710121745679,0.00018607081897383977,13.461723645029743,13.46153757421077,100.0,0.14,0.9,380.0,2.2691563289492654e-06,0.16416509236842403,0.16416736152475297,0.00106710121745679,1.0,0.015249433533123354,1.06710121745679e-05,0.02624141357518023,0.023237233516374578,1.8607081897383978e-06
0.08,0.0012194809216744772,0.00021609899972987776,13.461753530013223,13.461537431013493,100.0,0.14,0.9,380.0,2.635353655242412e-06,0.1641650906221158,0.164167725975771,0.0012194809216744772,1.0,0.01524937315518472,1.2194809216744772e-05,0.029988628564772933,0.026983219732266545,2.1609899972987775e-06
0.09,0.0013718447848535885,0.00024613501007366974,13.461783422788955,13.461537287778881,100.0,0.14,0.9,380.0,3.0016464643130458e-06,0.16416508887535222,0.16416809052181652,0.0013718447848535885,1.0,0.015249312761857998,1.3718447848535884e-05,0.03373545373024578,0.03072905877325517,2.4613501007366973e-06
0.1,0.0015241928084629706,0.0002761774559501142,13.461813321969537,13.461537144513587,100.0,0.14,0.9,380.0,3.368017755489198e-06,0.16416508712821448,0.16416845514596998,0.0015241928084629706,1.0,0.015249252355946449,1.5241928084629707e-05,0.03748188910771886,0.03447457648961497,2.761774559501142e-06
0.11,0.001676524993929529,0.0003062259557290524,13.46184322717515,13.46153700121942,100.0,0.14,0.9,380.0,3.7344628747445417e-06,0.16416508538072466,0.1641688198435994,0.001676524993929529,1.0,0.015249191938217648,1.676524993929529e-05,0.041227934732255715,0.03821972510688876,3.0622595572905243e-06
0.12,0.0018288413427252274,0.00033628038783003425,13.461873138284801,13.461536857896972,100.0,0.14,0.9,380.0,4.100980339390662e-06,0.1641650836328899,0.1641691846132293,0.0018288413427252274,1.0,0.015249131508916249,1.8288413427252273e-05,0.044973590640020676,0.0419644893050613,3.3628038783003427e-06
0.13,0.001981141856327787,0.00036634072265863193,13.461903055269037,13.461536714546378,100.0,0.14,0.9,380.0,4.4675697885199015e-06,0.16416508188471193,0.16416954945450046,0.001981141856327787,1.0,0.015249071068101963,1.981141856327787e-05,0.048718856867316467,0.04570886523871172,3.6634072265863193e-06
0.14,0.0021334265362053097,0.0003964069522207947,13.461932978119895,13.461536571167674,100.0,0.14,0.9,380.0,4.834231124643838e-06,0.16416508013619116,0.1641699143673158,0.0021334265362053097,1.0,0.015249010615791083,2.1334265362053097e-05,0.05246373345020848,0.04945285175638246,3.964069522207947e-06
0.15,0.002285695383825838,0.0004264790755568607,13.461962906836424,13.461536427760867,100.0,0.14,0.9,380.0,5.200964336059277e-06,0.16416507838732766,0.16417027935166373,0.002285695383825838,1.0,0.015248950151985734,2.2856953838258383e-05,0.056208220424760265,0.05319644858353351,4.264790755568607e-06
0.16,0.0024379484006576105,0.00045655709360907596,13.461992841419562,13.461536284325954,100.0,0.14,0.9,380.0,5.567769434257024e-06,0.16416507663812138,0.16417064440755563,0.0024379484006576105,1.0,0.015248889676684235,2.4379484006576105e-05,0.05995231782704011,0.05693965568258678,4.56557093609076e-06
0.17,0.0025901855881686514,0.0004866410075906635,13.462022781870518,13.461536140862927,100.0,0.14,0.9,380.0,5.9346464340324824e-06,0.1641650748885723,0.16417100953500632,0.0025901855881686514,1.0,0.015248829189884341,2.5901855881686516e-05,0.06369602569311102,0.06068247304969296,4.866410075906635e-06
0.18,0.0027424069478268376,0.000516730818909105,13.46205272819069,13.461535997371781,100.0,0.14,0.9,380.0,6.301595352550061e-06,0.16416507313868026,0.16417137473403282,0.0027424069478268376,1.0,0.015248768691583443,2.7424069478268377e-05,0.06743934405903232,0.06442490070514059,5.16730818909105e-06
0.19,0.002894612481099875,0.000546826529081235,13.462082680381588,13.461535853852507,100.0,0.14,0.9,380.0,6.668616208307744e-06,0.16416507138844522,0.1641717400046535,0.002894612481099875,1.0,0.015248708181778687,2.8946124810998752e-05,0.07118227296085913,0.06816693868276444,5.46826529081235e-06
0.2,0.0030468021894552856,0.0005769281396639177,13.462112638444761,13.461535710305098,100.0,0.14,0.9,380.0,7.0357090202916795e-06,0.16416506963786706,0.16417210534688734,0.0030468021894552856,1.0,0.01524864766046716,3.0468021894552855e-05,0.07492481243464201,0.07190858702130938,5.769281396639177e-06
0.21,0.0031989760743603964,0.0006070356521989436,13.462142602381748,13.46153556672955,100.0,0.14,0.9,380.0,7.402873807304191e-06,0.16416506788694574,0.16417247076075303,0.0031989760743603964,1.0,0.01524858712764596,3.1989760743603964e-05,0.07866696251642676,0.07564984575757695,6.070356521989437e-06
0.22,0.00335113413728236,0.0006371490682108097,13.46217257219406,13.461535423125849,100.0,0.14,0.9,380.0,7.770110587936703e-06,0.16416506613568108,0.16417283624626902,0.00335113413728236,1.0,0.015248526583312235,3.35113413728236e-05,0.08240872324225479,0.07939071492615227,6.371490682108096e-06
0.23,0.003503276379688156,0.0006672683892257491,13.462202547883216,13.46153527949399,100.0,0.14,0.9,380.0,8.137419380801818e-06,0.16416506438407305,0.16417320180345385,0.003503276379688156,1.0,0.015248466027463128,3.503276379688156e-05,0.08615009464816331,0.08313119456177041,6.672683892257491e-06
0.24,0.0036554028030445704,0.0006973936167802284,13.462232529450754,13.461535135833973,100.0,0.14,0.9,380.0,8.504800204636931e-06,0.16416506263212163,0.16417356743232628,0.0036554028030445704,1.0,0.015248405460095737,3.6554028030445704e-05,0.08989107677018471,0.08687128470037085,6.973936167802284e-06
0.25,0.0038075134088182477,0.0007275247524137443,13.462262516898194,13.461534992145781,100.0,0.14,0.9,380.0,8.872253078216394e-06,0.1641650608798266,0.16417393313290482,0.0038075134088182477,1.0,0.015248344881207196,3.8075134088182476e-05,0.09363166964434792,0.09061098537820182,7.275247524137443e-06
0.26,0.003959608198475658,0.0007576617976651735,13.462292510227078,13.461534848429412,100.0,0.14,0.9,380.0,9.239778020306994e-06,0.16416505912718796,0.16417429890520827,0.003959608198475658,1.0,0.0152482842907946,3.9596081984756574e-05,0.09737187330667754,0.09435029663136686,7.576617976651735e-06
0.27,0.0041116871734830866,0.0007878047540727227,13.462322509438929,13.461534704684857,100.0,0.14,0.9,380.0,9.60737504966735e-06,0.1641650573742056,0.16417466474925524,0.0041116871734830866,1.0,0.015248223688855084,4.1116871734830863e-05,0.10111168779319361,0.09808921849581892,7.878047540727228e-06
0.28,0.0042637503353066455,0.0008179536231747907,13.462352514535283,13.461534560912108,100.0,0.14,0.9,380.0,9.975044185058424e-06,0.16416505562087938,0.16417503066506442,0.0042637503353066455,1.0,0.015248163075385747,4.2637503353066454e-05,0.10485111313991193,0.10182775100746733,8.179536231747906e-06
0.29,0.004415797685412265,0.0008481084065104255,13.46238252551767,13.46153441711116,100.0,0.14,0.9,380.0,1.0342785445249092e-05,0.16416505386720928,0.16417539665265451,0.004415797685412265,1.0,0.015248102450383712,4.4157976854122654e-05,0.10859014938284373,0.10556589420223465,8.481084065104255e-06
0.3,0.004567829225265704,0.0008782691056193458,13.462412542387623,13.461534273282004,100.0,0.14,0.9,380.0,1.0710598849016414e-05,0.16416505211319518,0.1641757627120442,0.004567829225265704,1.0,0.015248041813846083,4.5678292252657044e-05,0.11232879655799609,0.10930364811605912,8.782691056193458e-06
0.31,0.0047198449563325435,0.000908435722041832,13.462442565146674,13.461534129424631,100.0,0.14,0.9,380.0,1.1078484415144294e-05,0.16416505035883697,0.1641761288432521,0.0047198449563325435,1.0,0.015247981165769973,4.7198449563325434e-05,0.11606705470137166,0.11304101278488113,9.08435722041832e-06
0.32,0.004871844880078189,0.0009386082573186631,13.462472593796353,13.461533985539035,100.0,0.14,0.9,380.0,1.144644216242272e-05,0.16416504860413458,0.164176495046297,0.004871844880078189,1.0,0.01524792050615251,4.8718448800781895e-05,0.11980492384896879,0.11677798824463549,9.38608257318663e-06
0.33,0.005023828997967872,0.0009687867129911082,13.462502628338202,13.46153384162521,100.0,0.14,0.9,380.0,1.1814472109647661e-05,0.16416504684908792,0.16417686132119758,0.005023828997967872,1.0,0.015247859834990772,5.023828997967872e-05,0.12354240403678149,0.12051457453125025,9.687867129911082e-06
0.34,0.005175797311466646,0.0009989710906009388,13.46253266877375,13.46153369768315,100.0,0.14,0.9,380.0,1.2182574275621206e-05,0.16416504509369695,0.16417722766797258,0.005175797311466646,1.0,0.015247799152281886,5.175797311466646e-05,0.1272794953007994,0.12425077168064823,9.98971090600939e-06
0.35000000000000003,0.005327749822039393,0.0010291613916904368,13.462562715104534,13.461533553712844,100.0,0.14,0.9,380.0,1.2550748679151669e-05,0.1641650433379615,0.16417759408664068,0.005327749822039393,1.0,0.015247738458022958,5.327749822039393e-05,0.13101619767700795,0.1279865797287479,1.0291613916904369e-05
0.36,0.005479686531150836,0.0010593576178023602,13.462592767332087,13.461533409714285,100.0,0.14,0.9,380.0,1.2918995339053173e-05,0.16416504158188153,0.16417796057722056,0.005479686531150836,1.0,0.0152476777522111,5.479686531150836e-05,0.1347525112013886,0.13172199871145934,1.0593576178023602e-05
0.37,0.005631607440265505,0.0010895597704800484,13.462622825457945,13.461533265687466,100.0,0.14,0.9,380.0,1.3287314274146932e-05,0.1641650398254569,0.16417832713973105,0.005631607440265505,1.0,0.015247617034843406,5.631607440265505e-05,0.13848843590991808,0.13545702866469697,1.0895597704800484e-05
0.38,0.00578351255084774,0.0011197678512673494,13.462652889483651,13.461533121632383,100.0,0.14,0.9,380.0,1.3655705503260359e-05,0.1641650380686876,0.16417869377419086,0.00578351255084774,1.0,0.01524755630591698,5.78351255084774e-05,0.14222397183856839,0.13919166962437068,1.1197678512673494e-05
0.39,0.005935401864361711,0.001149981861708583,13.462682959410735,13.461532977549027,100.0,0.14,0.9,380.0,1.4024169045226622e-05,0.1641650363115735,0.16417906048061873,0.005935401864361711,1.0,0.015247495565428943,5.9354018643617115e-05,0.14595911902330738,0.14292592162638126,1.149981861708583e-05
0.4,0.006087275382271421,0.001180201803348565,13.462713035240736,13.461532833437387,100.0,0.14,0.9,380.0,1.439270491888494e-05,0.16416503455411446,0.16417942725903337,0.006087275382271421,1.0,0.015247434813376377,6.087275382271421e-05,0.14969387750009872,0.14665978470662328,1.1802018033485651e-05
