Time,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,ARF,ARF_Mdm2,damDNA,Sink,Source,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totdamDNA,totp53,totMdm2,IR,ksynMdm2,kdegMdm2,ksynp53,kdegp53,kbinMdm2p53,krelMdm2p53,ksynMdm2mRNA,kdegMdm2mRNA,kbinARFMdm2,kdegARFMdm2,kdegARF,kactARF,kdam,krepair,kproteff,cell,Mdm2Synthesis,Mdm2mRNASynthesis,Mdm2mRNADegradation,Mdm2Degradation,p53Synthesis,p53Degradation,P53_Mdm2Binding,P53_Mdm2Release,DNAdamage,DNArepair,ARFactivation,ARF_Mdm2Binding,ARF_Mdm2Degradation,ARFDegradation
0.1,5.0048400614510955,5.005019373652808,94.99494333497663,5.002485153464744e-05,0.0,0.0,0.0,1.0,1.0,0.007837291370520236,0.007799999999999999,0.00021660481014568037,1.237910255764917e-09,2.5008287995250855e-10,5.002510161752743e-05,0.0,99.99996270862944,99.99978339642772,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,2.4762301509650483e-08,0.0005005019373652809,5.002485153464744e-09,0.0021670957466083246,0.078,0.07837082825135572,0.028931966297383892,0.00109719159551898,0.0,0.0,0.0,0.0,0.0,0.0
0.11,5.00532371964871,5.005520997397036,94.99443800503441,5.503006919751368e-05,0.0,0.0,0.0,1.0,1.0,0.008620997568505637,0.008579999999999997,0.00023827681475462907,1.497920979284446e-09,3.0261029884534266e-10,5.503037180781256e-05,0.0,99.99995900243145,99.99976172468313,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,2.723988425276927e-08,0.0005005520997397036,5.5030069197513685e-09,0.0021673051706078915,0.078,0.07837041135415339,0.028937662188979064,0.0010971857589581475,0.0,0.0,0.0,0.0,0.0,0.0
0.12,5.005807314591677,5.0060225641246605,94.99393273627753,6.003578345014237e-05,0.0,0.0,0.0,1.0,1.0,0.00940469959777147,0.009359999999999997,0.00025995091346659116,1.7827087596347625e-09,3.601431837645986e-10,6.003614359332617e-05,0.0,99.99995530040219,99.9997400508692,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,2.9717712807820473e-08,0.0005006022564124661,6.0035783450142375e-09,0.002167514567218196,0.078,0.07836999450742896,0.02894335794562467,0.0010971799231040053,0.0,0.0,0.0,0.0,0.0,0.0
0.13,5.006290846282133,5.006524073837039,94.9934275287041,6.504199423502649e-05,0.0,0.0,0.0,1.0,1.0,0.010188397458822461,0.010139999999999996,0.0002816271060077045,2.0922760545614396e-09,4.226820312245334e-10,6.504241691705774e-05,0.0,99.99995160254115,99.99971837498623,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,3.219578714633811e-08,0.000500652407383704,6.504199423502649e-09,0.0021677239364401636,0.078,0.07836957771118089,0.028949053567135438,0.0010971740879565323,0.0,0.0,0.0,0.0,0.0,0.0
0.14,5.006774314722219,5.007025526535531,94.99292238231227,7.0048701494657e-05,0.0,0.0,0.0,1.0,1.0,0.010972091152163344,0.010919999999999996,0.00030330539210410024,2.4266253216684776e-09,4.902273377108036e-10,7.004919172199475e-05,0.0,99.9999479088478,99.9996966970345,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,3.4674107239855214e-08,0.0005007025526535531,7.0048701494657005e-09,0.002167933278274721,0.078,0.07836916096540762,0.028954749053326165,0.0010971682535157066,0.0,0.0,0.0,0.0,0.0,0.0
0.15,5.007257719914077,5.007526922221498,94.99241729710018,7.505590517152457e-05,0.0,0.0,0.0,1.0,1.0,0.011755780678298857,0.011699999999999993,0.0003249857714819103,2.785759018349403e-09,5.627795996665461e-10,7.505646795112426e-05,0.0,99.99994421932168,99.99967501701425,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,3.7152673059904665e-08,0.0005007526922221498,7.505590517152458e-09,0.0021681425927227954,0.078,0.07836874427010765,0.0289604444040117,0.001097162419781507,0.0,0.0,0.0,0.0,0.0,0.0
0.16,5.007741061859851,5.008028260896302,94.99191227306594,8.006360520812081e-05,0.0,0.0,0.0,1.0,1.0,0.012539466037733728,0.012479999999999995,0.0003466682438672737,3.1696796017342756e-09,6.403393134816719e-10,8.006424554743431e-05,0.0,99.99994053396223,99.99965333492578,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,3.96314845780198e-08,0.0005008028260896302,8.00636052081208e-09,0.0021683518797853156,0.078,0.0783683276252794,0.028966139619006966,0.0010971565867539115,0.0,0.0,0.0,0.0,0.0,0.0
0.17,5.0082243405616875,5.008529542561309,94.99140731020769,8.507180154693873e-05,0.0,0.0,0.0,1.0,1.0,0.01332314723097267,0.013259999999999994,0.00036835280898633887,3.5783895286684876e-09,7.229069754885834e-10,8.507252445391423e-05,0.0,99.999936852769,99.99963165076937,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,4.211054176573467e-08,0.0005008529542561309,8.507180154693873e-09,0.002168561139463211,0.078,0.07836791103092135,0.02897183469812691,0.0010971507544328988,0.0,0.0,0.0,0.0,0.0,0.0
0.18,5.008707556021734,5.009030767217885,94.99090240852357,9.008049413047275e-05,0.0,0.0,0.0,1.0,1.0,0.014106824258520374,0.014039999999999992,0.00039003946656526305,4.011891255727337e-09,8.104830819651187e-10,9.008130461355474e-05,0.0,99.99993317574145,99.9996099645453,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,4.458984459458401e-08,0.0005009030767217886,9.008049413047275e-09,0.002168770371757411,0.078,0.07836749448703194,0.028977529641186543,0.001097144922818447,0.0,0.0,0.0,0.0,0.0,0.0
0.19,5.00919070824214,5.009531934867399,94.99039756801169,9.508968290121886e-05,0.0,0.0,0.0,1.0,1.0,0.014890497120881526,0.014819999999999991,0.0004117282163302136,4.470187239193839e-09,9.030681291300684e-10,9.509058596934801e-05,0.0,99.99992950287908,99.99958827625383,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,4.7069393036103336e-08,0.0005009531934867399,9.508968290121886e-09,0.0021689795766688465,0.078,0.07836707799360965,0.028983224448000947,0.001097139091910535,0.0,0.0,0.0,0.0,0.0,0.0
0.2,5.009673797225056,5.0100330455112205,94.98989278867019,0.00010009936780167458,0.0,0.0,0.0,1.0,1.0,0.015674165818560785,0.01559999999999999,0.0004334190580073679,4.953279935040191e-09,1.0006626131394323e-09,0.00010010036846428773,0.0,99.99992583418141,99.99956658589525,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,4.954918706182892e-08,0.000501003304551122,1.0009936780167458e-08,0.002169188754198449,0.078,0.0783666615506529,0.028988919118385234,0.0010971332617091406,0.0,0.0,0.0,0.0,0.0,0.0
0.21,5.010156822972637,5.010534099150723,94.98938807049718,0.00010510954877433886,0.0,0.0,0.0,1.0,1.0,0.016457830352062795,0.01637999999999999,0.0004551119913229127,5.461171798952635e-09,1.1032670300914412e-09,0.00010511065204136897,0.0,99.9999221696479,99.99954489346982,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,5.2029226643297735e-08,0.0005010534099150724,1.0510954877433887e-08,0.002169397904347152,0.078,0.07836624515816018,0.028994613652154593,0.0010971274322142425,0.0,0.0,0.0,0.0,0.0,0.0
0.22,5.010639785487037,5.01103509578728,94.9888834134908,0.0001101202257617121,0.0,0.0,0.0,1.0,1.0,0.017241490721892194,0.017159999999999988,0.00047680701600304404,5.993865286338194e-09,1.2108818760279177e-09,0.00011012143664358813,0.0,99.99991850927807,99.99952319897784,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,5.450951175204749e-08,0.000501103509578728,1.101202257617121e-08,0.002169607027115887,0.078,0.07836582881612991,0.029000308049124245,0.0010971216034258186,0.0,0.0,0.0,0.0,0.0,0.0
0.23,5.011122684770412,5.011536035422268,94.98837881764915,0.00011513139870629604,0.0,0.0,0.0,1.0,1.0,0.018025146928553597,0.017939999999999987,0.0004985041317739669,6.551362852326254e-09,1.3235076469345964e-09,0.00011513272221394298,0.0,99.99991485307142,99.99950150241956,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,5.6990042359616536e-08,0.0005011536035422269,1.1513139870629604e-08,0.0021698161225055883,0.078,0.07836541252456054,0.029006002309109484,0.0010971157753438476,0.0,0.0,0.0,0.0,0.0,0.0
0.24,5.011605520824923,5.012036918057064,94.98787428297035,0.00012014306755059385,0.0,0.0,0.0,1.0,1.0,0.018808798972551603,0.018719999999999987,0.0005202033383618955,7.13366695176422e-09,1.4411448387402462e-09,0.0001201445086954326,0.0,99.99991120102742,99.99947980379528,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,5.947081843754396e-08,0.0005012036918057064,1.2014306755059386e-08,0.0021700251905171918,0.078,0.07836499628345055,0.029011696431925648,0.0010971099479683076,0.0,0.0,0.0,0.0,0.0,0.0
0.25,5.012088293652729,5.0125377436930485,94.98736980945253,0.0001251552322371102,0.0,0.0,0.0,1.0,1.0,0.0195924468543908,0.019499999999999986,0.0005419046354930535,7.740780039214839e-09,1.5637939473161288e-09,0.00012515679603105752,0.0,99.99990755314558,99.99945810310525,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,6.195183995736955e-08,0.0005012537743693049,1.251552322371102e-08,0.0021702342311516317,0.078,0.07836458009279834,0.02901739041738813,0.0010971041212991767,0.0,0.0,0.0,0.0,0.0,0.0
0.26,5.012571003255992,5.013038512331603,94.9868653970938,0.00013016789270835108,0.0,0.0,0.0,1.0,1.0,0.020376090574575758,0.020279999999999986,0.000563608022893674,8.372704568955215e-09,1.691455468475801e-09,0.00013016958416381958,0.0,99.9999039094254,99.9994364003498,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,6.443310689063379e-08,0.0005013038512331603,1.3016789270835108e-08,0.0021704432444098446,0.078,0.07836416395260239,0.029023084265312384,0.0010970982953364332,0.0,0.0,0.0,0.0,0.0,0.0
0.27,5.013053649636877,5.01353922397411,94.98636104589225,0.00013518104890682404,0.0,0.0,0.0,1.0,1.0,0.02115973013361103,0.021059999999999985,0.0005853135002899994,9.029442994977235e-09,1.8241298979751991e-09,0.00013518287303672204,0.0,99.99990026986636,99.99941469552913,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,6.69146192088779e-08,0.000501353922397411,1.3518104890682405e-08,0.002170652230292768,0.078,0.07836374786286111,0.02902877797551391,0.0010970924700800554,0.0,0.0,0.0,0.0,0.0,0.0
0.28,5.0135362327975495,5.014039878621956,94.98585675584602,0.00014019470077503805,0.0,0.0,0.0,1.0,1.0,0.021943365532001158,0.021839999999999984,0.0006070210674082816,9.710997770988095e-09,1.9618177315127464e-09,0.00014019666259276956,0.0,99.99989663446797,99.99939298864356,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,6.939637688364384e-08,0.0005014039878621957,1.4019470077503805e-08,0.0021708611888013388,0.078,0.07836333182357297,0.02903447154780827,0.0010970866455300215,0.0,0.0,0.0,0.0,0.0,0.0
0.29,5.014018752740177,5.014540476276527,94.98535252695319,0.00014520884825550343,0.0,0.0,0.0,1.0,1.0,0.022726996770250658,0.02261999999999998,0.0006287307239747814,1.0417371350410551e-08,2.1045194647294045e-09,0.00014521095277496816,0.0,99.99989300322972,99.99937127969336,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,7.18783798864742e-08,0.0005014540476276527,1.4520884825550345e-08,0.0021710701199364967,0.078,0.07836291583473638,0.029040164982011063,0.0010970808216863093,0.0,0.0,0.0,0.0,0.0,0.0
0.3,5.01450120946693,5.015041016939213,94.9848483592119,0.00015022349129073208,0.0,0.0,0.0,1.0,1.0,0.023510623848864046,0.02339999999999998,0.0006504424697157697,1.1148566186382991e-08,2.252235593208685e-09,0.00015022574352632529,0.0,99.9998893761511,99.99934956867882,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,7.436062818891238e-08,0.0005015041016939214,1.502234912907321e-08,0.002171279023699181,0.078,0.07836249989634982,0.029045858277937976,0.0010970749985488974,0.0,0.0,0.0,0.0,0.0,0.0
0.31,5.014983602979979,5.015541500611404,94.98434425262022,0.00015523862982323727,0.0,0.0,0.0,1.0,1.0,0.024294246768345816,0.02417999999999998,0.0006721563043575265,1.190458473175927e-08,2.4049666124766203e-09,0.00015524103478984974,0.0,99.99988575323162,99.9993278556002,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,7.684312176250244e-08,0.0005015541500611404,1.552386298232373e-08,0.002171487900090331,0.078,0.07836208400841167,0.029051551435404714,0.0010970691761177634,0.0,0.0,0.0,0.0,0.0,0.0
0.32,5.015465933281497,5.016041927294492,94.98384020717627,0.00016025426379553373,0.0,0.0,0.0,1.0,1.0,0.025077865529200438,0.02495999999999998,0.0006938722276263411,1.2685429439108661e-08,2.5627130180017504e-09,0.0001602568265085517,0.0,99.99988213447077,99.99930614045778,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,7.93258605787892e-08,0.0005016041927294493,1.6025426379553372e-08,0.002171696749110888,0.078,0.07836166817092043,0.029057244454227055,0.0010970633543928858,0.0,0.0,0.0,0.0,0.0,0.0
0.33,5.015948200373661,5.016542296989872,94.98333622287817,0.00016527039315013763,0.0,0.0,0.0,1.0,1.0,0.025861480131932377,0.025739999999999978,0.0007155902392485122,1.3491102760715857e-08,2.725475305195123e-09,0.00016527311862544282,0.0,99.99987851986803,99.99928442325182,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,8.180884460931813e-08,0.0005016542296989872,1.6527039315013762e-08,0.002171905570761795,0.078,0.07836125238387448,0.029062937334220825,0.0010970575333742428,0.0,0.0,0.0,0.0,0.0,0.0
0.34,5.016430404258646,5.01704260969894,94.98283229972398,0.00017028701782956663,0.0,0.0,0.0,1.0,1.0,0.026645090577046074,0.026519999999999978,0.000737310338950348,1.4321607148580997e-08,2.8932539694103023e-09,0.00017028991108353602,0.0,99.99987490942291,99.99926270398262,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,8.429207382563548e-08,0.0005017042609698941,1.7028701782956665e-08,0.002172114365043994,0.078,0.07836083664727228,0.029068630075201916,0.001097051713061812,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,5.016912544938631,5.017542865423096,94.98232843771183,0.0001753041377763398,0.0,0.0,0.0,1.0,1.0,0.02742869686504596,0.027299999999999977,0.0007590325264581661,1.5176945054419696e-08,3.0660495059433725e-09,0.00017530720382584572,0.0,99.99987130313492,99.99924098265046,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,8.67755481992882e-08,0.0005017542865423096,1.753041377763398e-08,0.002172323131958427,0.078,0.07836042096111226,0.029074322676986262,0.0010970458934555715,0.0,0.0,0.0,0.0,0.0,0.0
0.36,5.017394622415797,5.018043064163737,94.9818246368398,0.00018032175293297768,0.0,0.0,0.0,1.0,1.0,0.028212298996436447,0.028079999999999973,0.0007807568014982936,1.605711892966304e-08,3.2438624100329365e-09,0.00018032499679538768,0.0,99.99986770100354,99.9992192592556,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,8.925926770182395e-08,0.0005018043064163737,1.803217529329777e-08,0.0021725318715060398,0.078,0.07836000532539283,0.02908001513938985,0.0010970400745554997,0.0,0.0,0.0,0.0,0.0,0.0
0.37,5.017876636692325,5.018543205922266,94.98132089710599,0.00018533986324200232,0.0,0.0,0.0,1.0,1.0,0.028995896971721943,0.028859999999999972,0.0008024831637970672,1.696213122545761e-08,3.4266931768601225e-09,0.00018534328993517914,0.0,99.99986410302826,99.99919753379831,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,9.174323230479115e-08,0.0005018543205922266,1.8533986324200234e-08,0.0021727405836877768,0.078,0.07835958974011244,0.02908570746222873,0.001097034256361574,0.0,0.0,0.0,0.0,0.0,0.0
0.38,5.0183585877704004,5.019043290700087,94.98081721850848,0.00019035846864593714,0.0,0.0,0.0,1.0,1.0,0.02977949079140682,0.029639999999999972,0.0008242116130808327,1.7891984392665463e-08,3.6145423015485778e-09,0.00019036208318823865,0.0,99.99986050920856,99.99917580627888,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,9.422744197973888e-08,0.0005019043290700087,1.9035846864593717e-08,0.0021729492685045836,0.078,0.0783591742052695,0.029091399645319004,0.001097028438873773,0.0,0.0,0.0,0.0,0.0,0.0
0.39,5.018840475652209,5.019543318498606,94.98031360104537,0.0001953775690873071,0.0,0.0,0.0,1.0,1.0,0.030563080455995453,0.03041999999999997,0.0008459421490759455,1.8846680881864157e-08,3.807410279164476e-09,0.0001953813764975862,0.0,99.99985691954397,99.99915407669758,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,9.671189669821701e-08,0.0005019543318498606,1.953775690873071e-08,0.0021731579259574064,0.078,0.07835875872086243,0.029097091688476823,0.001097022622092074,0.0,0.0,0.0,0.0,0.0,0.0
0.4,5.0193223003399385,5.020043289319229,94.97981004471475,0.00020039716450863856,0.0,0.0,0.0,1.0,1.0,0.031346665965992185,0.03119999999999997,0.0008676747715087706,1.982622314334674e-08,4.005297604716513e-09,0.0002004011698062432,0.0,99.99985333403399,99.99913234505469,0.0,0.000495,0.000433,0.078,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.01,0.001,0.0001,3.3e-05,0.08,2e-05,1.0,1.0,9.919659643177609e-08,0.0005020043289319229,2.0039716450863857e-08,0.0021733665560471935,0.078,0.07835834328688968,0.029102783591518407,0.0010970168060164553,0.0,0.0,0.0,0.0,0.0,0.0
