Time,Fat_Mass,Lean_Mass,Body_Mass,p___Ratio,alpha,rho_F,rho_L,Intake_Rate,Energy_Expenditure_Rate,Psy,Body
0.0,50.0,50.0,100.0,0.03848026328601196,24.98734817813765,39.5,7.6,9.2,11.05,0.001020513097385937,1.0
0.01,49.999549414007845,49.99990767420588,100.0,0.038480596718323455,24.98712299915625,39.5,7.6,9.2,11.049964545089217,0.0010205065204080127,1.0
0.02,49.99909883680397,49.99981534938663,100.0,0.038480930149909935,24.98689782456676,39.5,7.6,9.2,11.049929090754329,0.001020499943469262,1.0
0.03,49.99864826838824,49.99972302554225,100.0,0.03848126358077131,24.98667265436912,39.5,7.6,9.2,11.049893636995328,0.0010204933665697634,1.0
0.04,49.99819770876051,49.99963070267275,100.0,0.038481597010907476,24.986447488563257,39.5,7.6,9.2,11.049858183812212,0.0010204867897095312,1.0
0.05,49.99774715792066,49.99953838077813,100.0,0.038481930440318356,24.986222327149115,39.5,7.6,9.2,11.049822731204973,0.0010204802128885157,1.0
0.06,49.997296615868535,49.999446059858386,100.0,0.03848226386900387,24.98599717012661,39.5,7.6,9.2,11.049787279173602,0.0010204736361067886,1.0
0.07,49.99684608260397,49.99935373991354,100.0,0.038482597296963954,24.98577201749566,39.5,7.6,9.2,11.049751827718095,0.0010204670593642867,1.0
0.08,49.996395558126835,49.99926142094358,100.0,0.03848293072419852,24.9855468692562,39.5,7.6,9.2,11.049716376838445,0.001020460482661003,1.0
0.09,49.99594504243695,49.999169102948514,100.0,0.038483264150707505,24.98532172540814,39.5,7.6,9.2,11.049680926534641,0.0010204539059969668,1.0
0.1,49.99549453553418,49.99907678592835,100.0,0.03848359757649082,24.98509658595142,39.5,7.6,9.2,11.04964547680668,0.0010204473293721644,1.0
0.11,49.99504403741836,49.99898446988309,100.0,0.03848393100154841,24.984871450885947,39.5,7.6,9.2,11.049610027654552,0.0010204407527865252,1.0
0.12,49.994593548089334,49.998892154812744,100.0,0.0384842644258802,24.98464632021165,39.5,7.6,9.2,11.049574579078254,0.001020434176240114,1.0
0.13,49.99414306754696,49.998799840717304,100.0,0.0384845978494861,24.98442119392845,39.5,7.6,9.2,11.049539131077772,0.0010204275997328885,1.0
0.14,49.993692595791074,49.99870752759678,100.0,0.038484931272366046,24.98419607203628,39.5,7.6,9.2,11.049503683653104,0.0010204210232648422,1.0
0.15,49.99324213282158,49.99861521545117,100.0,0.038485264694519926,24.983970954535074,39.5,7.6,9.2,11.049468236804245,0.0010204144468360385,1.0
0.16,49.99279167863831,49.998522904280485,100.0,0.03848559811594767,24.983745841424764,39.5,7.6,9.2,11.049432790531185,0.0010204078704464283,1.0
0.17,49.992341233241135,49.99843059408473,100.0,0.038485931536649184,24.983520732705276,39.5,7.6,9.2,11.04939734483392,0.0010204012940960123,1.0
0.18,49.991890796629896,49.9983382848639,100.0,0.03848626495662441,24.98329562837653,39.5,7.6,9.2,11.049361899712443,0.0010203947177848758,1.0
0.19,49.99144036880445,49.99824597661801,100.0,0.03848659837587326,24.98307052843846,39.5,7.6,9.2,11.049326455166746,0.0010203881415129126,1.0
0.2,49.990989949764646,49.998153669347055,100.0,0.03848693179439565,24.98284543289099,39.5,7.6,9.2,11.049291011196821,0.0010203815652801804,1.0
0.21,49.990539539510344,49.998061363051036,100.0,0.03848726521219151,24.98262034173404,39.5,7.6,9.2,11.049255567802664,0.0010203749890867005,1.0
0.22,49.990089138041405,49.99796905772996,100.0,0.03848759862926074,24.982395254967557,39.5,7.6,9.2,11.049220124984267,0.001020368412932452,1.0
0.23,49.98963874535767,49.997876753383835,100.0,0.03848793204560328,24.982170172591445,39.5,7.6,9.2,11.049184682741622,0.0010203618368173927,1.0
0.24,49.98918836145899,49.99778445001267,100.0,0.03848826546121904,24.981945094605646,39.5,7.6,9.2,11.049149241074725,0.0010203552607415162,1.0
0.25,49.98873798634523,49.997692147616455,100.0,0.038488598876107956,24.981720021010076,39.5,7.6,9.2,11.049113799983566,0.0010203486847049153,1.0
0.26,49.98828762001624,49.9975998461952,100.0,0.03848893229026993,24.98149495180467,39.5,7.6,9.2,11.04907835946814,0.0010203421087074762,1.0
0.27,49.987837262471864,49.99750754574891,100.0,0.03848926570370489,24.981269886989356,39.5,7.6,9.2,11.049042919528443,0.0010203355327493063,1.0
0.28,49.98738691371197,49.99741524627758,100.0,0.038489599116412754,24.981044826564055,39.5,7.6,9.2,11.049007480164462,0.0010203289568303418,1.0
0.29,49.9869365737364,49.99732294778123,100.0,0.03848993252839345,24.98081977052869,39.5,7.6,9.2,11.048972041376194,0.0010203223809505835,1.0
0.3,49.98648624254501,49.99723065025985,100.0,0.03849026593964689,24.9805947188832,39.5,7.6,9.2,11.048936603163632,0.001020315805110067,1.0
0.31,49.98603592013767,49.99713835371345,100.0,0.038490599350173,24.980369671627503,39.5,7.6,9.2,11.048901165526768,0.0010203092293087147,1.0
0.32,49.9855856065142,49.99704605814204,100.0,0.03849093275997171,24.980144628761526,39.5,7.6,9.2,11.048865728465596,0.0010203026535465839,1.0
0.33,49.98513530167448,49.996953763545605,100.0,0.038491266169042915,24.9799195902852,39.5,7.6,9.2,11.04883029198011,0.001020296077823746,1.0
0.34,49.98468500561837,49.996861469924156,100.0,0.03849159957738656,24.97969455619845,39.5,7.6,9.2,11.048794856070302,0.00102028950214013,1.0
0.35,49.98423471834569,49.996769177277706,100.0,0.03849193298500255,24.979469526501198,39.5,7.6,9.2,11.048759420736165,0.0010202829264956514,1.0
0.36,49.98378443985632,49.99667688560626,100.0,0.03849226639189081,24.979244501193378,39.5,7.6,9.2,11.048723985977695,0.001020276350890389,1.0
0.37,49.98333417015011,49.99658459490981,100.0,0.03849259979805126,24.979019480274918,39.5,7.6,9.2,11.048688551794882,0.0010202697753243927,1.0
0.38,49.98288390922691,49.99649230518837,100.0,0.03849293320348382,24.97879446374574,39.5,7.6,9.2,11.048653118187719,0.0010202631997976057,1.0
0.39,49.982433657086574,49.99640001644193,100.0,0.038493266608188415,24.978569451605768,39.5,7.6,9.2,11.0486176851562,0.0010202566243100218,1.0
0.4,49.981983413728955,49.99630772867051,100.0,0.03849360001216497,24.97834444385493,39.5,7.6,9.2,11.04858225270032,0.0010202500488616414,1.0
0.41,49.98153317915391,49.9962154418741,100.0,0.0384939334154134,24.97811944049316,39.5,7.6,9.2,11.048546820820071,0.0010202434734525073,1.0
0.42,49.98108295336128,49.99612315605271,100.0,0.038494266817933616,24.977894441520377,39.5,7.6,9.2,11.048511389515445,0.0010202368980825561,1.0
0.43,49.980632736350934,49.99603087120635,100.0,0.03849460021972555,24.977669446936513,39.5,7.6,9.2,11.048475958786437,0.0010202303227518166,1.0
0.44,49.980182528122725,49.99593858733501,100.0,0.03849493362078912,24.977444456741495,39.5,7.6,9.2,11.048440528633039,0.0010202237474603317,1.0
0.45,49.9797323286765,49.99584630443871,100.0,0.03849526702112424,24.977219470935243,39.5,7.6,9.2,11.048405099055245,0.001020217172208045,1.0
0.46,49.97928213801211,49.99575402251744,100.0,0.03849560042073084,24.976994489517693,39.5,7.6,9.2,11.048369670053049,0.0010202105969949573,1.0
0.47,49.97883195612942,49.995661741571205,100.0,0.03849593381960883,24.97676951248877,39.5,7.6,9.2,11.048334241626442,0.001020204021821111,1.0
0.48,49.978381783028276,49.995569461600006,100.0,0.038496267217758146,24.976544539848394,39.5,7.6,9.2,11.048298813775418,0.0010201974466865068,1.0
0.49,49.97793161870853,49.995477182603864,100.0,0.03849660061517869,24.9763195715965,39.5,7.6,9.2,11.048263386499968,0.001020190871591081,1.0
0.5,49.97748146317005,49.99538490458277,100.0,0.03849693401187039,24.97609460773301,39.5,7.6,9.2,11.048227959800093,0.0010201842965348556,1.0
0.51,49.97703131641267,49.99529262753673,100.0,0.03849726740783318,24.97586964825785,39.5,7.6,9.2,11.048192533675778,0.0010201777215178738,1.0
0.52,49.976581178436255,49.99520035146574,100.0,0.03849760080306696,24.975644693170953,39.5,7.6,9.2,11.048157108127018,0.0010201711465401284,1.0
0.53,49.97613104924065,49.995108076369824,100.0,0.03849793419757166,24.975419742472237,39.5,7.6,9.2,11.04812168315381,0.0010201645716015418,1.0
0.54,49.97568092882572,49.995015802248965,100.0,0.038498267591347196,24.975194796161638,39.5,7.6,9.2,11.048086258756143,0.0010201579967021714,1.0
0.55,49.97523081719132,49.99492352910317,100.0,0.03849860098439349,24.97496985423908,39.5,7.6,9.2,11.04805083493401,0.0010201514218420955,1.0
0.56,49.974780714337285,49.99483125693245,100.0,0.038498934376710474,24.974744916704488,39.5,7.6,9.2,11.048015411687409,0.00102014484702118,1.0
0.57,49.97433062026348,49.9947389857368,100.0,0.038499267768298054,24.974519983557787,39.5,7.6,9.2,11.047979989016328,0.0010201382722394958,1.0
0.58,49.973880534969766,49.99464671551625,100.0,0.03849960115915615,24.97429505479891,39.5,7.6,9.2,11.047944566920764,0.001020131697497015,1.0
0.59,49.97343045845599,49.99455444627077,100.0,0.038499934549284694,24.97407013042778,39.5,7.6,9.2,11.047909145400709,0.0010201251227937526,1.0
0.6,49.972980390722,49.99446217800037,100.0,0.0385002679386836,24.97384521044432,39.5,7.6,9.2,11.047873724456153,0.0010201185481297369,1.0
0.61,49.97253033176764,49.99436991070507,100.0,0.0385006013273528,24.973620294848455,39.5,7.6,9.2,11.047838304087094,0.0010201119735048765,1.0
0.62,49.9720802815928,49.994277644384866,100.0,0.03850093471529219,24.973395383640128,39.5,7.6,9.2,11.047802884293523,0.0010201053989192638,1.0
0.63,49.97163024019731,49.99418537903975,100.0,0.0385012681025017,24.973170476819252,39.5,7.6,9.2,11.047767465075431,0.001020098824372885,1.0
0.64,49.97118020758102,49.99409311466974,100.0,0.038501601488981255,24.97294557438576,39.5,7.6,9.2,11.047732046432817,0.0010200922498657403,1.0
0.65,49.97073018374378,49.99400085127484,100.0,0.038501934874730796,24.972720676339566,39.5,7.6,9.2,11.047696628365669,0.0010200856753977312,1.0
0.66,49.97028016868547,49.99390858885505,100.0,0.03850226825975021,24.972495782680618,39.5,7.6,9.2,11.047661210873983,0.0010200791009689501,1.0
0.67,49.96983016240591,49.99381632741037,100.0,0.03850260164403943,24.972270893408822,39.5,7.6,9.2,11.04762579395775,0.001020072526579433,1.0
