Body_Mass,Fat_Mass,Lean_Mass,Time
100.0,50.0,50.0,0.0
100.0,49.999549414007845,49.99990767420588,0.01
100.0,49.99909883680397,49.99981534938663,0.02
100.0,49.99864826838824,49.99972302554225,0.03
100.0,49.99819770876051,49.99963070267275,0.04
100.0,49.99774715792066,49.99953838077813,0.05
100.0,49.997296615868535,49.999446059858386,0.06
100.0,49.99684608260397,49.99935373991354,0.07
100.0,49.996395558126835,49.99926142094358,0.08
100.0,49.99594504243695,49.999169102948514,0.09
100.0,49.99549453553418,49.99907678592835,0.1
100.0,49.99504403741836,49.99898446988309,0.11
100.0,49.994593548089334,49.998892154812744,0.12
100.0,49.99414306754696,49.998799840717304,0.13
100.0,49.993692595791074,49.99870752759678,0.14
100.0,49.99324213282158,49.99861521545117,0.15
100.0,49.99279167863831,49.998522904280485,0.16
100.0,49.992341233241135,49.99843059408473,0.17
100.0,49.991890796629896,49.9983382848639,0.18
100.0,49.99144036880445,49.99824597661801,0.19
100.0,49.990989949764646,49.998153669347055,0.2
100.0,49.990539539510344,49.998061363051036,0.21
100.0,49.990089138041405,49.99796905772996,0.22
100.0,49.98963874535767,49.997876753383835,0.23
100.0,49.98918836145899,49.99778445001267,0.24
100.0,49.98873798634523,49.997692147616455,0.25
100.0,49.98828762001624,49.9975998461952,0.26
100.0,49.987837262471864,49.99750754574891,0.27
100.0,49.98738691371197,49.99741524627758,0.28
100.0,49.9869365737364,49.99732294778123,0.29
100.0,49.98648624254501,49.99723065025985,0.3
100.0,49.98603592013767,49.99713835371345,0.31
100.0,49.9855856065142,49.99704605814204,0.32
100.0,49.98513530167448,49.996953763545605,0.33
100.0,49.98468500561837,49.996861469924156,0.34
100.0,49.98423471834569,49.996769177277706,0.35
100.0,49.98378443985632,49.99667688560626,0.36
100.0,49.98333417015011,49.99658459490981,0.37
100.0,49.98288390922691,49.99649230518837,0.38
100.0,49.982433657086574,49.99640001644193,0.39
100.0,49.981983413728955,49.99630772867051,0.4
100.0,49.98153317915391,49.9962154418741,0.41
100.0,49.98108295336128,49.99612315605271,0.42
100.0,49.980632736350934,49.99603087120635,0.43
100.0,49.980182528122725,49.99593858733501,0.44
100.0,49.9797323286765,49.99584630443871,0.45
100.0,49.97928213801211,49.99575402251744,0.46
100.0,49.97883195612942,49.995661741571205,0.47
100.0,49.978381783028276,49.995569461600006,0.48
100.0,49.97793161870853,49.995477182603864,0.49
100.0,49.97748146317005,49.99538490458277,0.5
100.0,49.97703131641267,49.99529262753673,0.51
100.0,49.976581178436255,49.99520035146574,0.52
100.0,49.97613104924065,49.995108076369824,0.53
100.0,49.97568092882572,49.995015802248965,0.54
100.0,49.97523081719132,49.99492352910317,0.55
100.0,49.974780714337285,49.99483125693245,0.56
100.0,49.97433062026348,49.9947389857368,0.57
100.0,49.973880534969766,49.99464671551625,0.58
100.0,49.97343045845599,49.99455444627077,0.59
100.0,49.972980390722,49.99446217800037,0.6
100.0,49.97253033176764,49.99436991070507,0.61
100.0,49.9720802815928,49.994277644384866,0.62
100.0,49.97163024019731,49.99418537903975,0.63
100.0,49.97118020758102,49.99409311466974,0.64
100.0,49.97073018374378,49.99400085127484,0.65
100.0,49.97028016868547,49.99390858885505,0.66
100.0,49.96983016240591,49.99381632741037,0.67
100.0,49.969380164904976,49.993724066940814,0.68
100.0,49.96893017618252,49.99363180744636,0.69
100.0,49.96848019623839,49.99353954892705,0.7
100.0,49.968030225072425,49.993447291382864,0.71
100.0,49.96758026268451,49.99335503481381,0.72
100.0,49.96713030907447,49.99326277921988,0.73
100.0,49.96668036424219,49.993170524601105,0.74
100.0,49.96623042818749,49.99307827095747,0.75
100.0,49.965780500910235,49.99298601828898,0.76
100.0,49.96533058241028,49.992893766595635,0.77
100.0,49.9648806726875,49.99280151587745,0.78
100.0,49.9644307717417,49.992709266134426,0.79
100.0,49.96398087957279,49.99261701736656,0.8
100.0,49.96353099618058,49.99252476957386,0.81
100.0,49.96308112156495,49.99243252275634,0.82
100.0,49.96263125572573,49.99234027691398,0.83
100.0,49.9621813986628,49.9922480320468,0.84
100.0,49.96173155037599,49.992155788154804,0.85
100.0,49.961281710865165,49.99206354523799,0.86
100.0,49.960831880130186,49.99197130329637,0.87
100.0,49.960382058170886,49.99187906232993,0.88
100.0,49.95993224498714,49.991786822338696,0.89
100.0,49.95948244057878,49.991694583322655,0.9
100.0,49.95903264494569,49.99160234528182,0.91
100.0,49.958582858087695,49.9915101082162,0.92
100.0,49.95813308000466,49.99141787212578,0.93
100.0,49.95768331069643,49.991325637010576,0.94
100.0,49.957233550162876,49.99123340287059,0.95
100.0,49.95678379840383,49.991141169705834,0.96
100.0,49.95633405541917,49.9910489375163,0.97
100.0,49.955884321208735,49.990956706301986,0.98
100.0,49.955434595772374,49.99086447606292,0.99
100.0,49.95498487910996,49.99077224679908,1.0
100.0,49.954535171221316,49.99068001851049,1.01
100.0,49.954085472106314,49.990587791197136,1.02
100.0,49.953635781764824,49.99049556485903,1.03
100.0,49.95318610019667,49.99040333949618,1.04
100.0,49.95273642740172,49.99031111510859,1.05
100.0,49.952286763379824,49.99021889169626,1.06
100.0,49.95183710813083,49.99012666925918,1.07
100.0,49.95138746165461,49.99003444779738,1.08
100.0,49.950937823951,49.98994222731085,1.09
100.0,49.950488195019865,49.98985000779959,1.1
100.0,49.95003857486105,49.98975778926361,1.11
100.0,49.94958896347441,49.98966557170291,1.12
100.0,49.9491393608598,49.98957335511749,1.13
100.0,49.94868976701708,49.989481139507376,1.14
100.0,49.94824018194609,49.98938892487254,1.15
100.0,49.947790605646695,49.98929671121301,1.16
100.0,49.94734103811874,49.98920449852878,1.17
100.0,49.946891479362094,49.98911228681985,1.18
100.0,49.94644192937659,49.98902007608623,1.19
100.0,49.94599238816209,49.98892786632792,1.2
100.0,49.94554285571846,49.988835657544925,1.21
100.0,49.94509333204554,49.98874344973726,1.22
100.0,49.944643817143174,49.98865124290491,1.23
100.0,49.94419431101124,49.98855903704789,1.24
100.0,49.94374481364957,49.988466832166196,1.25
100.0,49.94329532505803,49.98837462825984,1.26
100.0,49.94284584523648,49.98828242532882,1.27
