Time,x1,x2,x3,y1,y2,y3,y4,y5,y7,x4,y8,cell,v1,v2,v3,v4,v6,v7
0.0,0.05625738310526,0.76876151899652,4.23123848100348,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1956633300798623,3.1956633300798676,2.6630527750665554,0.5326105550133111,1.0,1.0
0.01,0.05625738310525998,0.76876151899652,4.23123848100348,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1956633300798623,3.1956633300798676,2.663052775066554,0.5326105550133109,1.0,1.0
0.02,0.05625738310525997,0.76876151899652,4.23123848100348,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1956633300798623,3.1956633300798676,2.6630527750665536,0.5326105550133108,1.0,1.0
0.03,0.05625738310526002,0.7687615189965201,4.231238481003479,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1956633300798636,3.1956633300798676,2.663052775066556,0.5326105550133112,1.0,1.0
0.04,0.0562573831052601,0.7687615189965201,4.231238481003479,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1956633300798636,3.1956633300798676,2.6630527750665594,0.5326105550133118,1.0,1.0
0.05,0.056257383105260184,0.7687615189965201,4.231238481003479,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1956633300798627,3.1956633300798676,2.6630527750665633,0.5326105550133127,1.0,1.0
0.06,0.05625738310526027,0.7687615189965201,4.231238481003479,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1956633300798627,3.1956633300798676,2.663052775066567,0.5326105550133134,1.0,1.0
0.07,0.05625738310526035,0.7687615189965202,4.231238481003479,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1956633300798627,3.1956633300798676,2.663052775066571,0.5326105550133141,1.0,1.0
0.08,0.05625738310526043,0.7687615189965202,4.231238481003479,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1956633300798627,3.1956633300798676,2.6630527750665745,0.5326105550133149,1.0,1.0
0.09,0.05625738310526052,0.7687615189965202,4.231238481003479,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1956633300798627,3.1956633300798676,2.6630527750665784,0.5326105550133157,1.0,1.0
