Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,parameter_20,parameter_21,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,parameter_27,parameter_28,parameter_29,parameter_30,parameter_31,parameter_32,parameter_33,parameter_34,parameter_35,parameter_36,parameter_37,parameter_38,parameter_39,parameter_40,parameter_41,parameter_42,parameter_43,parameter_44,parameter_45,parameter_46,parameter_47,parameter_48,parameter_49,parameter_50,parameter_51,parameter_52,parameter_53,parameter_54,parameter_55,parameter_56,parameter_57,parameter_58,parameter_59,parameter_60,parameter_61,parameter_62,parameter_63,parameter_64,parameter_65,parameter_66,parameter_67,parameter_68,parameter_69,parameter_70,parameter_71,parameter_72,parameter_73,parameter_74,parameter_75,parameter_76,parameter_77,parameter_78,parameter_79,parameter_80,parameter_81,parameter_82,parameter_83,parameter_84,parameter_85,parameter_86,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29
0.0,0.000897,0.00109,0.002700000000000001,0.0087,3.62e-05,0.000367,0.00093,0.0001,0.01,6.117999999999998e-07,1.87082e-05,6.29e-05,0.000143,0.000242,2.74e-05,0.000153,8.58e-05,5.000000000000013e-06,0.00134,0.00311,0.001,3.41e-05,0.02,0.208403745497308,0.00108,3.67e-06,0.000553,3.07e-05,4.98e-06,5.7900000000000005e-05,0.00183,0.0155,0.0214,6.5e-05,0.0114,1.932e-05,0.001345,0.01775456932773109,0.42,16.62,6.037252132056715e-05,11.55950617283951,49.207966651227416,135.42497838741025,71.72209906797409,0.0018,17486.51079136691,0.0556,0.20387596899224808,17.2,1000.0,0.381,0.3574,11.369,1.6491,58.97953907873194,1.4127,179.83480680891014,3452.5,54.04716389090033,0.00311,1.0,1.0,23.03,86.85,7778.0,1.008,31.02,1056.0,0.1761,14.63,5.976,109.1,73.41,32040.0,107.6,160.9,27.81,340.3,4982000.0,127800.0,9801000.0,0.00013,0.00027,7.9e-05,4e-05,6e-05,3.8e-05,7.364,3e-05,6.3e-05,0.03347,0.00015,0.0101,0.0017,0.004,0.01049,0.0044,0.0015,0.015,0.0046,8e-05,0.00016,9e-06,0.0016,0.00051,2.2e-05,1e-05,0.00019,9e-05,0.029,154.0,0.00012,0.00019,5e-05,0.0004,0.0047,7e-05,2e-06,0.0003,1.0,9.999853500538544,9.866902655696649,9.010266950048184,1.0000492722017202,0.9595778840995789,0.33386270386908284,0.6668279516397779,0.18531451134235216,0.16668181999841009,0.1589325021997141,0.49993161419822757,-0.09033975651617943,0.009998350853780104,9.246374566196778,-9.245547116645941,18.607492239742047,20.842434990510856,0.010002640487772467,0.07877429125966946,10.704756471242423,18.648407963620524,-72.73396567084413,19.505284351143423,16.09777905278629,0.0010118863570526332,2.653497712243765,1.9999291213693757,44.79706456964856,54.026999999999994
0.01,0.0008427918585224179,0.0010180339785959272,0.0023333390903682895,0.009066660909631711,3.1151762929715186e-05,0.00045498993645003854,0.0009693551690091635,0.0001033697982422112,0.01,6.136454305755752e-07,1.8706354569424426e-05,8.763796759061332e-05,0.00013526516794392683,0.0002291966886919906,2.604044665930008e-05,0.0001828653744571662,6.418865737266512e-05,5.087504446839742e-06,0.0013399124955531603,0.00311,0.001,3.5310169085894224e-05,0.02,0.208403745497308,0.00108,3.67e-06,0.0005953783798829252,7.469123871148071e-05,5.2851546006851425e-05,5.396978359423523e-05,0.0017842360397385493,0.0155,0.0214,6.5e-05,0.0114,1.932e-05,0.001345,0.01775456932773109,0.42,16.62,6.037252132056715e-05,11.55950617283951,49.207966651227416,135.42497838741025,71.72209906797409,0.0018,17486.51079136691,0.0556,0.20387596899224808,17.2,1000.0,0.381,0.3574,11.369,1.6491,58.97953907873194,1.4127,179.83480680891014,3452.5,54.04716389090033,0.00311,1.0,1.0,23.03,86.85,7778.0,1.008,31.02,1056.0,0.1761,14.63,5.976,109.1,73.41,32040.0,107.6,160.9,27.81,340.3,4982000.0,127800.0,9801000.0,0.00013,0.00027,7.9e-05,4e-05,6e-05,3.8e-05,7.364,3e-05,6.3e-05,0.03347,0.00015,0.0101,0.0017,0.004,0.01049,0.0044,0.0015,0.015,0.0046,8e-05,0.00016,9e-06,0.0016,0.00051,2.2e-05,1e-05,0.00019,9e-05,0.029,154.0,0.00012,0.00019,5e-05,0.0004,0.0047,7e-05,2e-06,0.0003,1.0,10.08744884379263,10.08725922530702,9.009087033265905,0.9992716672647677,0.9992424059497645,0.3329828830629615,0.6662200205031936,0.16681118958618987,0.16610512796005156,0.1667620285562768,0.4993997066292485,-0.07863248445860946,0.009996089661473646,9.342054127961138,-9.342097559003127,18.850323686445993,18.850333177733322,0.010002375458005287,0.09862553621489405,9.341955346728922,18.850342808321837,18.85035158787001,18.850360872209517,15.760013168279746,0.0007559909133046271,3.090310510366337,1.998514072542768,38.62972269870728,56.303964248812925
0.02,0.0008445547123939265,0.0010205280181590924,0.002333625147642536,0.009066374852357464,3.114105749511041e-05,0.00045408056980796296,0.0009754658710511408,0.00010368997552160504,0.01,6.1360578403575e-07,1.870639421596425e-05,8.755072549375364e-05,0.00013566136603039442,0.00022986185618735562,2.6120714726749336e-05,0.00018270239663469373,6.464642704331247e-05,5.087574703027762e-06,0.0013399124252969723,0.00311,0.001,3.5360401377678544e-05,0.02,0.208403745497308,0.00108,3.67e-06,0.0005949784916554893,7.460268127213636e-05,5.2770830568248785e-05,5.388443214142448e-05,0.0017839597801957378,0.0155,0.0214,6.5e-05,0.0114,1.932e-05,0.001345,0.01775456932773109,0.42,16.62,6.037252132056715e-05,11.55950617283951,49.207966651227416,135.42497838741025,71.72209906797409,0.0018,17486.51079136691,0.0556,0.20387596899224808,17.2,1000.0,0.381,0.3574,11.369,1.6491,58.97953907873194,1.4127,179.83480680891014,3452.5,54.04716389090033,0.00311,1.0,1.0,23.03,86.85,7778.0,1.008,31.02,1056.0,0.1761,14.63,5.976,109.1,73.41,32040.0,107.6,160.9,27.81,340.3,4982000.0,127800.0,9801000.0,0.00013,0.00027,7.9e-05,4e-05,6e-05,3.8e-05,7.364,3e-05,6.3e-05,0.03347,0.00015,0.0101,0.0017,0.004,0.01049,0.0044,0.0015,0.015,0.0046,8e-05,0.00016,9e-06,0.0016,0.00051,2.2e-05,1e-05,0.00019,9e-05,0.029,154.0,0.00012,0.00019,5e-05,0.0004,0.0047,7e-05,2e-06,0.0003,1.0,10.08459255178677,10.084427760846788,9.006148522333568,0.9992876606382559,0.9992568166299627,0.3330022430621357,0.6662170045152991,0.16677681398685582,0.16616239924665982,0.16673396310820365,0.4994327810564768,-0.078758339473651,0.009995995810762964,9.339130634312431,-9.339167925006764,18.84451900338392,18.84452713355715,0.01000236445732153,0.09875200827601345,9.339045884539381,18.844535385730765,18.844542906145538,18.84455085833607,15.753857775159506,0.0007561760743421959,3.090661221709391,1.9985444729221704,38.63398545812528,56.302187833139854
0.03,0.0008461007205821264,0.001022716754778191,0.0023338750861511236,0.009066124913848877,3.113167707050143e-05,0.0004532863679602654,0.0009808308542107614,0.00010397921678802208,0.01,6.135649881884623e-07,1.870643501181154e-05,8.747451494356028e-05,0.0001360135809964408,0.00023045277059351445,2.6190160854332107e-05,0.00018255994932251787,6.504890311539187e-05,5.087635789888592e-06,0.0013399123642101115,0.00311,0.001,3.540439062224351e-05,0.02,0.208403745497308,0.00108,3.67e-06,0.0005946288161001984,7.452534043030417e-05,5.2700354837336184e-05,5.380991095349484e-05,0.0017837181869974385,0.0155,0.0214,6.5e-05,0.0114,1.932e-05,0.001345,0.01775456932773109,0.42,16.62,6.037252132056715e-05,11.55950617283951,49.207966651227416,135.42497838741025,71.72209906797409,0.0018,17486.51079136691,0.0556,0.20387596899224808,17.2,1000.0,0.381,0.3574,11.369,1.6491,58.97953907873194,1.4127,179.83480680891014,3452.5,54.04716389090033,0.00311,1.0,1.0,23.03,86.85,7778.0,1.008,31.02,1056.0,0.1761,14.63,5.976,109.1,73.41,32040.0,107.6,160.9,27.81,340.3,4982000.0,127800.0,9801000.0,0.00013,0.00027,7.9e-05,4e-05,6e-05,3.8e-05,7.364,3e-05,6.3e-05,0.03347,0.00015,0.0101,0.0017,0.004,0.01049,0.0044,0.0015,0.015,0.0046,8e-05,0.00016,9e-06,0.0016,0.00051,2.2e-05,1e-05,0.00019,9e-05,0.029,154.0,0.00012,0.00019,5e-05,0.0004,0.0047,7e-05,2e-06,0.0003,1.0,10.082088033676248,10.081943151590531,9.003567948386795,0.9993014229053961,0.9992743355515249,0.33302059227137937,0.6662207627004141,0.16675301459658026,0.16621223593787243,0.16671526749355337,0.4994612361961362,-0.0788686113474892,0.009995913624672758,9.33657067768841,-9.336603430419837,18.839437444196697,18.83944458082589,0.010002354823861486,0.09886275963870392,9.336496330516741,18.839451821256528,18.83945841921188,18.83946539557639,15.748471277132465,0.0007563378747035294,3.0909661607561647,1.9985757545735092,38.63770945936181,56.300635715001526
0.04,0.0008474607929253868,0.001024643210360898,0.002334094980998864,0.009065905019001137,3.112342474968031e-05,0.0004525891172252055,0.0009855551980827994,0.00010423336184286565,0.01,6.135292364693519e-07,1.870647076353065e-05,8.740757100818199e-05,0.000136322975707334,0.0002309718547377167,2.625115527845163e-05,0.00018243478460643287,6.540374246266147e-05,5.087689516900147e-06,0.0013399123104831,0.00311,0.001,3.544304943809035e-05,0.02,0.208403745497308,0.00108,3.67e-06,0.0005943214632819555,7.445742611905543e-05,5.263848007604049e-05,5.3744485834965336e-05,0.001783505657245811,0.0155,0.0214,6.5e-05,0.0114,1.932e-05,0.001345,0.01775456932773109,0.42,16.62,6.037252132056715e-05,11.55950617283951,49.207966651227416,135.42497838741025,71.72209906797409,0.0018,17486.51079136691,0.0556,0.20387596899224808,17.2,1000.0,0.381,0.3574,11.369,1.6491,58.97953907873194,1.4127,179.83480680891014,3452.5,54.04716389090033,0.00311,1.0,1.0,23.03,86.85,7778.0,1.008,31.02,1056.0,0.1761,14.63,5.976,109.1,73.41,32040.0,107.6,160.9,27.81,340.3,4982000.0,127800.0,9801000.0,0.00013,0.00027,7.9e-05,4e-05,6e-05,3.8e-05,7.364,3e-05,6.3e-05,0.03347,0.00015,0.0101,0.0017,0.004,0.01049,0.0044,0.0015,0.015,0.0046,8e-05,0.00016,9e-06,0.0016,0.00051,2.2e-05,1e-05,0.00019,9e-05,0.029,154.0,0.00012,0.00019,5e-05,0.0004,0.0047,7e-05,2e-06,0.0003,1.0,10.079885059056894,10.079757511727854,9.001297822852939,0.9993134957814214,0.9992896761450764,0.3330366038282356,0.6662240776950826,0.1667322413362332,0.16625570283073915,0.1666989504831016,0.4994861067520457,-0.07896548827874032,0.009995841397943909,9.334318576679216,-9.33434738624807,18.834966705276535,18.834972979455337,0.010002346357758199,0.09896005232600517,9.334253249933862,18.83497934241027,18.834985140340795,18.83499127050973,15.743732339119534,0.000756480240260098,3.091234360226017,1.9986031684620869,38.64098574238222,56.29927016799706
0.05,0.0008486587862286544,0.0010263408320962419,0.002334288683743385,0.009065711316256615,3.111615582124707e-05,0.0004519760672419321,0.0009897201137881847,0.00010445697839060072,0.01,6.134978544133133e-07,1.8706502145586688e-05,8.734868283483841e-05,0.0001365951440949745,0.000231428490508088,2.6304804791441176e-05,0.00018232465241265695,6.571689301200957e-05,5.087736831840307e-06,0.0013399122631681598,0.00311,0.001,3.547707041279092e-05,0.02,0.208403745497308,0.00108,3.67e-06,0.0005940509449877036,7.439770175117319e-05,5.258407559536527e-05,5.3686960713176385e-05,0.0017833184601079837,0.0155,0.0214,6.5e-05,0.0114,1.932e-05,0.001345,0.01775456932773109,0.42,16.62,6.037252132056715e-05,11.55950617283951,49.207966651227416,135.42497838741025,71.72209906797409,0.0018,17486.51079136691,0.0556,0.20387596899224808,17.2,1000.0,0.381,0.3574,11.369,1.6491,58.97953907873194,1.4127,179.83480680891014,3452.5,54.04716389090033,0.00311,1.0,1.0,23.03,86.85,7778.0,1.008,31.02,1056.0,0.1761,14.63,5.976,109.1,73.41,32040.0,107.6,160.9,27.81,340.3,4982000.0,127800.0,9801000.0,0.00013,0.00027,7.9e-05,4e-05,6e-05,3.8e-05,7.364,3e-05,6.3e-05,0.03347,0.00015,0.0101,0.0017,0.004,0.01049,0.0044,0.0015,0.015,0.0046,8e-05,0.00016,9e-06,0.0016,0.00051,2.2e-05,1e-05,0.00019,9e-05,0.029,154.0,0.00012,0.00019,5e-05,0.0004,0.0047,7e-05,2e-06,0.0003,1.0,10.077944866883067,10.077832448033757,8.999298288942176,0.9993241035989109,0.9993031314903912,0.33305060603772085,0.6662270017859415,0.16671404155122888,0.16629370174248378,0.16668468731620098,0.49950788909021343,-0.07905071777573487,0.00999577783646041,9.332334842155717,-9.33236021200934,18.831028491153305,18.831034015405635,0.010002338907332629,0.09904564326843436,9.33227735901375,18.8310396139972,18.831044717211654,18.83105011202157,15.739557932876542,0.0007566056594514519,3.0914705513243055,1.9986272317577545,38.64387172079438,56.29806727395358
0.06,0.0008497153209659625,0.001027838572705004,0.002334459523684638,0.009065540476315363,3.110974520043081e-05,0.0004514362638128475,0.0009933960010123435,0.00010465400387907289,0.01,6.134702622699605e-07,1.870652973773004e-05,8.729680854452164e-05,0.000136834901330233,0.00023183075379864902,2.6352060870774805e-05,0.00018222761491986825,6.599352980366833e-05,5.087778552665886e-06,0.0013399122214473342,0.00311,0.001,3.550705034709519e-05,0.02,0.208403745497308,0.00108,3.67e-06,0.0005938125300491869,7.434510431112046e-05,5.253616991354331e-05,5.363630799113418e-05,0.0017831533716726683,0.0155,0.0214,6.5e-05,0.0114,1.932e-05,0.001345,0.01775456932773109,0.42,16.62,6.037252132056715e-05,11.55950617283951,49.207966651227416,135.42497838741025,71.72209906797409,0.0018,17486.51079136691,0.0556,0.20387596899224808,17.2,1000.0,0.381,0.3574,11.369,1.6491,58.97953907873194,1.4127,179.83480680891014,3452.5,54.04716389090033,0.00311,1.0,1.0,23.03,86.85,7778.0,1.008,31.02,1056.0,0.1761,14.63,5.976,109.1,73.41,32040.0,107.6,160.9,27.81,340.3,4982000.0,127800.0,9801000.0,0.00013,0.00027,7.9e-05,4e-05,6e-05,3.8e-05,7.364,3e-05,6.3e-05,0.03347,0.00015,0.0101,0.0017,0.004,0.01049,0.0044,0.0015,0.015,0.0046,8e-05,0.00016,9e-06,0.0016,0.00051,2.2e-05,1e-05,0.00019,9e-05,0.029,154.0,0.00012,0.00019,5e-05,0.0004,0.0047,7e-05,2e-06,0.0003,1.0,10.076233970161256,10.0761348066137,8.997534968868518,0.9993334384080484,0.999314952474569,0.33306287709655613,0.6662295833839792,0.16669821633424545,0.16632699218733624,0.16667212970801973,0.49952700370441766,-0.07912580306925368,0.009995721825105598,9.330585315438238,-9.330607695932317,18.827555103196758,18.827559966451375,0.010002332341884105,0.09912104463826955,9.33053469523232,18.827564902621244,18.82756939189032,18.82757414038487,15.73587628637518,0.0007567162839793495,3.0916788172035763,1.9986483890045195,38.646417019278175,56.2970063579184
0.07,0.0008506479082274078,0.0010291610567806184,0.0023346103285698874,0.009065389671430113,3.11040866373404e-05,0.00045096046134678974,0.000996642825316277,0.00010482776832400281,0.01,6.134459737818425e-07,1.870655402621816e-05,8.72510673640325e-05,0.00013704631665850193,0.00023218546990613515,2.639372750827086e-05,0.00018214203243126117,6.623807732963851e-05,5.0878153731385555e-06,0.0013399121846268615,0.00311,0.001,3.5533494440917185e-05,0.02,0.208403745497308,0.00108,3.67e-06,0.0005936022112158383,7.429873603642975e-05,5.2493943009371586e-05,5.3591660335537616e-05,0.0017830076544795334,0.0155,0.0214,6.5e-05,0.0114,1.932e-05,0.001345,0.01775456932773109,0.42,16.62,6.037252132056715e-05,11.55950617283951,49.207966651227416,135.42497838741025,71.72209906797409,0.0018,17486.51079136691,0.0556,0.20387596899224808,17.2,1000.0,0.381,0.3574,11.369,1.6491,58.97953907873194,1.4127,179.83480680891014,3452.5,54.04716389090033,0.00311,1.0,1.0,23.03,86.85,7778.0,1.008,31.02,1056.0,0.1761,14.63,5.976,109.1,73.41,32040.0,107.6,160.9,27.81,340.3,4982000.0,127800.0,9801000.0,0.00013,0.00027,7.9e-05,4e-05,6e-05,3.8e-05,7.364,3e-05,6.3e-05,0.03347,0.00015,0.0101,0.0017,0.004,0.01049,0.0044,0.0015,0.015,0.0046,8e-05,0.00016,9e-06,0.0016,0.00051,2.2e-05,1e-05,0.00019,9e-05,0.029,154.0,0.00012,0.00019,5e-05,0.0004,0.0047,7e-05,2e-06,0.0003,1.0,10.074723941894364,10.074636375219574,8.995978498124696,0.9993416623200058,0.99932535294275,0.3330736481211553,0.6662318632218248,0.16668415788715316,0.16635620626535577,0.1666611692828758,0.4995438018622316,-0.0791920183902713,0.00999567241993087,9.329041050918283,-9.329060794515776,18.824489063908402,18.824493356449814,0.010002326550773235,0.09918753520810662,9.328996405303874,18.82449770793475,18.824501669918668,18.824505859181244,15.732626439825468,0.0007568139418483189,3.09186262104756,1.9986670130573916,38.64866378427441,56.296069859581
0.08,0.000851471652738583,0.0010303295414018576,0.0023347435382203366,0.009065256461779664,3.1099088488340355e-05,0.00045054070943291495,0.0009995123908144142,0.00010498113918992501,0.01,6.134245716429956e-07,1.8706575428357006e-05,8.721070126638407e-05,0.000137232892408047,0.00023249851337880454,2.643049636923127e-05,0.00018206649312635186,6.6454365444898e-05,5.087847891691293e-06,0.0013399121521083088,0.00311,0.001,3.555683778100952e-05,0.02,0.208403745497308,0.00108,3.67e-06,0.0005934165363783931,7.425782466866622e-05,5.2456689687080105e-05,5.3552271886658497e-05,0.0017828789471438112,0.0155,0.0214,6.5e-05,0.0114,1.932e-05,0.001345,0.01775456932773109,0.42,16.62,6.037252132056715e-05,11.55950617283951,49.207966651227416,135.42497838741025,71.72209906797409,0.0018,17486.51079136691,0.0556,0.20387596899224808,17.2,1000.0,0.381,0.3574,11.369,1.6491,58.97953907873194,1.4127,179.83480680891014,3452.5,54.04716389090033,0.00311,1.0,1.0,23.03,86.85,7778.0,1.008,31.02,1056.0,0.1761,14.63,5.976,109.1,73.41,32040.0,107.6,160.9,27.81,340.3,4982000.0,127800.0,9801000.0,0.00013,0.00027,7.9e-05,4e-05,6e-05,3.8e-05,7.364,3e-05,6.3e-05,0.03347,0.00015,0.0101,0.0017,0.004,0.01049,0.0044,0.0015,0.015,0.0046,8e-05,0.00016,9e-06,0.0016,0.00051,2.2e-05,1e-05,0.00019,9e-05,0.029,154.0,0.00012,0.00019,5e-05,0.0004,0.0047,7e-05,2e-06,0.0003,1.0,10.073390270253585,10.07331289588835,8.994603754171699,0.9993489140936995,0.9993345113245471,0.3330831154394291,0.6662338770016955,0.166671888462394,0.16638187850716504,0.16665149761608536,0.49955858238863066,-0.0792504570193214,0.009995628808002392,9.327676999002495,-9.327694442845699,18.82178074933426,18.821784537277072,0.010002321438715888,0.09924621536566477,9.327637599044435,18.82178838010924,18.821791874623074,18.821795570719868,15.72975579914031,0.000756900210666205,3.092024950169398,1.9986834239004014,38.65064837815417,56.29524262765171
0.09,0.0008521997563680998,0.0010313626329024868,0.0023348612857663122,0.009065138714233688,3.109467066922568e-05,0.00045017010161953994,0.0010020501048719432,0.00010511661609391223,0.01,6.134056937413496e-07,1.8706594306258652e-05,8.717505068587068e-05,0.00013739767785612907,0.00023277499908918068,2.6462968554657282e-05,0.00018199976749450923,6.664576302846324e-05,5.087876631418688e-06,0.0013399121233685814,0.00311,0.001,3.5577459505984046e-05,0.02,0.208403745497308,0.00108,3.67e-06,0.0005932524962344954,7.422169891414037e-05,5.242379726790807e-05,5.3517494675967136e-05,0.0017827651858152084,0.0155,0.0214,6.5e-05,0.0114,1.932e-05,0.001345,0.01775456932773109,0.42,16.62,6.037252132056715e-05,11.55950617283951,49.207966651227416,135.42497838741025,71.72209906797409,0.0018,17486.51079136691,0.0556,0.20387596899224808,17.2,1000.0,0.381,0.3574,11.369,1.6491,58.97953907873194,1.4127,179.83480680891014,3452.5,54.04716389090033,0.00311,1.0,1.0,23.03,86.85,7778.0,1.008,31.02,1056.0,0.1761,14.63,5.976,109.1,73.41,32040.0,107.6,160.9,27.81,340.3,4982000.0,127800.0,9801000.0,0.00013,0.00027,7.9e-05,4e-05,6e-05,3.8e-05,7.364,3e-05,6.3e-05,0.03347,0.00015,0.0101,0.0017,0.004,0.01049,0.0044,0.0015,0.015,0.0046,8e-05,0.00016,9e-06,0.0016,0.00051,2.2e-05,1e-05,0.00019,9e-05,0.029,154.0,0.00012,0.00019,5e-05,0.0004,0.0047,7e-05,2e-06,0.0003,1.0,10.072211538643225,10.072143119477822,8.993388642343868,0.9993553142797357,0.9993425863814667,0.33309144750535946,0.6662356591026125,0.16666104053593656,0.16640446757876834,0.16664299764802848,0.49957160228134395,-0.0793020730738174,0.009995590280930949,9.32647132665519,-9.326486743313255,18.819386806582326,18.81939015395525,0.010002316922680932,0.09929804306678479,9.326436522481627,18.81939354845832,18.81939663585086,18.81939990107452,15.72721839025896,0.0007569764700485236,3.092168415801079,1.9986978991957203,38.65240259107735,56.294511415391206
