Time,aRc,tCy,tP21,tPcna,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,iRc,Dna,Dam,P53,Skp2,Cdt2,iPcna,kSyMrna,kSyMrnaP53,kDeMrna,kSyP21,kDeP21,kDeP21Cy,kDeP21aRc,kSyCy,kAsCyP21,kDsCyP21,kDeCy,kDeCyCy,kImPc,kExPc,kPhRc,kDpRc,jCy,n,kAsRcPc,kDsRcPc,kAsPcP21,kDsPcP21,kSyDna,kSyP53,kDeP53,jP53,kGeDam,kGeDamArc,kReDam,kReDamP53,jDam,Cell,Synthesis_of_p21_mRNAs,Synthesis_of_p21_mRNAs_by_p53,Synthesis_of_cyclin_mRNAs,Synthesis_of_p53_mRNAs,Degradation_of_p21_mRNAs,Degradation_of_cyclin_mRNAs,Degradation_of_p53_mRNAs,Synthesis_of_p21,Degradation_of_p21,Synthesis_of_cyclins,Degradation_of_cyclins,Association_and_dissociation_of_CDK2_Cyclin_and_p21,Degradation_of_cyclin_in_CDK2_Cyclin_p21_complexes,Degradation_of_p21_in_CDK2_Cyclin_p21_complexes,Import_of_active_PCNA,Export_of_active_PCNA,Export_of_inactive_PCNA,Association_and_dissociation_of_PCNA_and_p21,Degradation_of_p21_in_PCNA_p21_complexes,Phosphorylation_priming_of_replication_complexes,Dephosphorylation_of_replication_complexes,Association_and_dissociation_of_active_PCNA_and_replication_complexes,Association_and_dissociation_of_inactive_PCNA_and_replication_complexes,Association_and_dissociation_of_p21_and_replication_complexes,Degradation_of_p21_in_inactive_replication_complexes,Synthesis_of_DNA,Dissassembly_of_RC,Dissassembly_of_pRC,Dissassembly_of_aRC,Dissassembly_of_iRC,Synthesis_of_p53,Degradation_of_p53,Induction_of_DNA_damage,Induction_of_DNA_damage_by_replication,Repair_of_DNA_damage
12.0,3.350670014192385e-09,0.4495142547063064,0.7033951301948681,0.5000000241948432,1.013439802811177,1.0,1.0,0.0354397265965251,0.2787235938351547,0.1707906608711517,0.0028352781169817976,0.9999792600586712,1.9916103485264304e-05,8.204871740954132e-07,9.359403949586751e-11,0.01191592626129421,0.021492047950420902,1.0,1.0,0.49716392224001726,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0017193638360336722,0.02,0.02,0.020268796056223542,0.02,0.02,0.0018241916450601188,0.00015774465096877351,0.005,0.0005729845560223864,0.001338354917961207,0.0003511019991006011,0.0007602009319814451,0.003,1.7011668701890786e-05,0.0029829835334401035,0.0050765089066943676,0.002212910677355723,1.3784543048717808e-06,1.9916103485264304e-07,5.613262538589555e-10,9.819519407062538e-08,3.6698111808611666e-09,3.652044621436971e-09,2.3454690099346695e-11,0.0,0.0,0.0,0.0,0.05,0.049032944567755005,0.001,1.6753350070961924e-11,1.4417290698730139e-05
13.2,4.034789498043445e-09,0.45439906581090916,0.7018192657463249,0.5000000303666103,1.0152149934599308,1.0,1.0,0.0339036054146455,0.2835121875877986,0.17088687822311055,0.00297124422325192,0.9999777662319675,2.1287457730551604e-05,9.422755128828653e-07,1.245675656088226e-10,0.013097684878916516,0.022651631489991608,1.0,1.0,0.49702783983305604,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0018121305191993286,0.02,0.02,0.020304299869198617,0.02,0.02,0.0018273869882278755,0.00015204374769806262,0.005,0.0005831002072777611,0.0010677414270641537,0.00035146345898123783,0.0007663574737759448,0.003,1.782746533951152e-05,0.0029821670389983362,0.005103310775237236,0.0022289657561271026,1.5267892044036774e-06,2.1287457730551603e-07,6.284675685981655e-10,1.0486231580065266e-07,4.256635978453402e-09,4.22571872786536e-09,2.8243526486304116e-11,0.0,0.0,0.0,0.0,0.05,0.04903441970209736,0.001,2.0173947490217226e-11,1.5988790607831132e-05
14.399999999999999,4.787592481864569e-09,0.45927129873875994,0.7002267678105077,0.500000037402892,1.0170579968331097,1.0,1.0,0.032619043453782366,0.2885682135280259,0.17070308521073405,0.003095393469308194,0.999976098340917,2.2824315739904356e-05,1.0725557511309367e-06,1.615705647588925e-10,0.014277544300135236,0.023809432317320398,1.0,1.0,0.4969035665902402,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.001904754585385632,0.02,0.02,0.020341159936662193,0.02,0.02,0.0018307043942995974,0.0001474374984763003,0.005,0.0005937907498278032,0.0008776648359143224,0.0003512580672900649,0.0007715749206845298,0.003,1.8572360815849164e-05,0.0029814213995414413,0.005127841742289412,0.002245995316993931,1.697610923095383e-06,2.2824315739904355e-07,7.01714786345417e-10,1.1234228321027137e-07,4.891111209184846e-09,4.847932991878643e-09,3.3513147373051984e-11,0.0,0.0,0.0,0.0,0.05,0.04903591570665525,0.001,2.3937962409322846e-11,1.758257121059686e-05
15.6,5.6186061306752625e-09,0.4641309481865946,0.6986166884215008,0.5000000453626009,1.0189670345101107,1.0,1.0,0.03150775404942137,0.2938107125368814,0.17032023564971324,0.0032113410216284854,0.9999742313847029,2.4550624332994514e-05,1.2123723585418266e-06,2.0521815903207077e-10,0.015455477982631591,0.0249654255612625,1.0,1.0,0.4967874863500077,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.001997234044901,0.02,0.02,0.020379340690202214,0.02,0.02,0.0018341406621181992,0.00014357077182709462,0.005,0.0006048863720340488,0.0007413038852116405,0.00035064885325856483,0.000776094914656446,0.003,1.9268046129770914e-05,0.002980724918100046,0.00515033944432871,0.00226370190453555,1.8912603712718295e-06,2.455062433299451e-07,7.827856641406822e-10,1.2075205714857497e-07,5.579242421170458e-09,5.524393613859688e-09,3.9330242914726836e-11,0.0,0.0,0.0,0.0,0.05,0.04903743229315228,0.001,2.8093030653376312e-11,1.9198309338302256e-05
16.8,6.5391248182323965e-09,0.46897801556332197,0.6969884808393492,0.5000000543123007,1.020940367901407,1.0,1.0,0.03051783234493793,0.29918543751268906,0.16979257805063291,0.003321977329397542,0.999972139934996,2.649061500564146e-05,1.3629108739647863e-06,2.562135838027608e-10,0.016631459770908307,0.026119586695713775,1.0,1.0,0.4966767075329044,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.002089566935657102,0.02,0.02,0.020418807358028142,0.02,0.02,0.0018376926622225326,0.00014020821757667373,0.005,0.00061627326022931,0.0006408621195275032,0.00034974504945136303,0.0007800788226748454,0.003,1.9931863976385253e-05,0.0029800602451974263,0.005171187643894839,0.0022818840829824027,2.1085622050019673e-06,2.6490615005641464e-07,8.734731000871603e-10,1.3020980354127274e-07,6.326882748896036e-09,6.261627699981978e-09,4.5773873727626777e-11,0.0,0.0,0.0,0.0,0.05,0.04903896917480714,0.001,3.269562409116198e-11,2.083568356667895e-05
18.0,7.56298548323198e-09,0.4738125068341949,0.695341868016432,0.5000000643271862,1.0229762973367342,1.0,1.0,0.02961489708153508,0.3046559647524478,0.16915654208174707,0.003429627911051003,0.9999697976337737,2.8669302915252156e-05,1.525500326049891e-06,3.1536473579399416e-10,0.01780546389419045,0.027271891537795405,1.0,1.0,0.4965689033528238,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0021817513230236326,0.02,0.02,0.020459525946734686,0.02,0.02,0.0018413573352061216,0.00013719395197081107,0.005,0.0006278749808767446,0.0005645279373321672,0.00034861999406791467,0.0007836344811875587,0.003,2.0577767466306018e-05,0.0029794134201169427,0.005191118727845322,0.0023004047621446038,2.350713793460727e-06,2.866930291525216e-07,9.756874292020148e-10,1.4083734275911689e-07,7.142700411006982e-09,7.0670317674018716e-09,5.2940898382623865e-11,0.0,0.0,0.0,0.0,0.05,0.04904052606634171,0.001,3.78149274161599e-11,2.2494374247227208e-05
19.2,8.705312325502132e-09,0.4786344310399864,0.6936767529018967,0.5000000754920864,1.0250731611746724,1.0,1.0,0.028775775610805295,0.3101977819655316,0.1684366490744548,0.0035357385701375735,0.9999671768091376,3.111286539288337e-05,1.7016201576633097e-06,3.8360304774188057e-10,0.018977464964288454,0.028422316246041156,1.0,1.0,0.4964626265964789,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0022737852996832925,0.02,0.02,0.020501463223493447,0.02,0.02,0.0018451316901144104,0.00013442296191079484,0.005,0.0006396400967183303,0.0005043493150869022,0.0003473230331378301,0.0007868338135919916,0.003,2.1214431420825443e-05,0.0029787757595788732,0.005209735705310049,0.0023191721275464872,2.6192169180149137e-06,3.1112865392883366e-07,1.0913642696456603e-09,1.5276212858127233e-07,8.034009833429602e-09,7.948936797878183e-09,6.093718627851492e-11,0.0,0.0,0.0,0.0,0.05,0.04904210268404869,0.001,4.352656162751066e-11,2.417406353721771e-05
20.4,9.984147859656254e-09,0.4834437993014663,0.6919931592504768,0.500000087902512,1.0272293349332358,1.0,1.0,0.02798522684468338,0.3157942688225082,0.16764953047895806,0.0036416759915288604,0.9999642481514964,3.384895798937951e-05,1.8929063670088907e-06,4.61997183927719e-10,0.020147437973424234,0.02957083731849952,1.0,1.0,0.49635650902046835,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0023656669854799617,0.02,0.02,0.020544586698664716,0.02,0.02,0.0018490128028798244,0.00013182636626509286,0.005,0.000651533741689245,0.00045509772530091287,0.000345887613137124,0.0007897248263073716,0.003,2.1850055949173164e-05,0.0029781390541228103,0.00522774778157256,0.0023381220141378287,2.915830283412506e-06,3.3848957989379506e-07,1.2226852286222675e-09,1.6611859984888015e-07,9.011800600245124e-09,8.916667691412581e-09,6.988903501759378e-11,0.0,0.0,0.0,0.0,0.05,0.04904369874575577,0.001,4.992073929828127e-11,2.5874435428395143e-05
21.599999999999998,1.1419142085204614e-08,0.48824062415079084,0.6902911922075124,0.5000001016657555,1.0294432304405572,1.0,1.0,0.027232903890259192,0.3214340895183294,0.1668065346324614,0.0037483365618215664,0.9999609804427472,3.690697583538744e-05,2.10116227611186e-06,5.517739854853266e-10,0.021315358292027325,0.030717431590871442,1.0,1.0,0.49624965252251574,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.002457394527269715,0.02,0.02,0.020588864608811146,0.02,0.02,0.001852997814793003,0.00012935765637038635,0.005,0.0006635321538175544,0.00041325693528256394,0.0003443365305819814,0.0007923393874657237,0.003,2.2490019370929397e-05,0.0029774979151350944,0.005245312408417972,0.002357210684678117,3.242541495344184e-06,3.690697583538744e-07,1.3719785270152732e-09,1.8104957706356717e-07,1.008601713044052e-08,9.980625965816159e-09,7.99339945964323e-11,0.0,0.0,0.0,0.0,0.05,0.04904531397089569,0.001,5.709571042602307e-11,2.7595175774437732e-05
22.8,1.3033080098555922e-08,0.49302491908407076,0.688571012224457,0.5000001169020567,1.0317132950058527,1.0,1.0,0.026511756941418906,0.32710942756251027,0.16591549152156046,0.0038563401074989115,0.9999573403169256,4.031828205420058e-05,2.328367940881322e-06,6.543375049052259e-10,0.022481201666499837,0.03186207623457966,1.0,1.0,0.49614143539353683,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.002548966098766373,0.02,0.02,0.020634265900117056,0.02,0.02,0.001857083931010535,0.00012698545734088666,0.005,0.0006756189706450753,0.0003764710607059244,0.000342685487334195,0.000794698541381383,0.003,2.313804064499347e-05,0.002976848612361221,0.00526242080741027,0.002376407841186264,3.6015476580691505e-06,4.0318282054200585e-07,1.5417770014121171e-09,1.9770733536884424e-07,1.1269305768282641e-08,1.1152367928085307e-08,9.123156068989146e-11,0.0,0.0,0.0,0.0,0.05,0.04904694808049739,0.001,6.516540049277962e-11,2.9335972317178584e-05
24.0,1.4850873949354707e-08,0.4977966982587084,0.6868328175646824,0.5000001337458438,1.0340380106097455,1.0,1.0,0.025817046755229407,0.3328148045917674,0.16498189366694102,0.003966241752457957,0.9999532920413526,4.411641440476959e-05,2.5766933695319962e-06,7.712949069651897e-10,0.023644944216953945,0.03300474875484287,1.0,1.0,0.4960313004491424,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0026403799003874295,0.02,0.02,0.02068076021219491,0.02,0.02,0.001861268419097542,0.000124689067890628,0.005,0.0006877827480146261,0.00034320068763114657,0.0003409454706742706,0.0007968161012062583,0.003,2.379745051474774e-05,0.0029761878026948545,0.005279351872083586,0.0023956915399338447,3.995242566825018e-06,4.411641440476959e-07,1.7349127738599931e-09,2.1625453071397936e-07,1.257363701533092e-08,1.2444703591894285e-08,1.0395611764548296e-10,0.0,0.0,0.0,0.0,0.05,0.04904860079722101,0.001,7.425436974677354e-11,3.1096514711631635e-05
