Time,aRc,tCy,tP21,tPcna,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,iRc,Dna,Dam,P53,Skp2,Cdt2,iPcna,kSyMrna,kSyMrnaP53,kDeMrna,kSyP21,kDeP21,kDeP21Cy,kDeP21aRc,kSyCy,kAsCyP21,kDsCyP21,kDeCy,kDeCyCy,kImPc,kExPc,kPhRc,kDpRc,jCy,n,kAsRcPc,kDsRcPc,kAsPcP21,kDsPcP21,kSyDna,kSyP53,kDeP53,jP53,kGeDam,kGeDamArc,kReDam,kReDamP53,jDam,Cell,Synthesis_of_p21_mRNAs,Synthesis_of_p21_mRNAs_by_p53,Synthesis_of_cyclin_mRNAs,Synthesis_of_p53_mRNAs,Degradation_of_p21_mRNAs,Degradation_of_cyclin_mRNAs,Degradation_of_p53_mRNAs,Synthesis_of_p21,Degradation_of_p21,Synthesis_of_cyclins,Degradation_of_cyclins,Association_and_dissociation_of_CDK2_Cyclin_and_p21,Degradation_of_cyclin_in_CDK2_Cyclin_p21_complexes,Degradation_of_p21_in_CDK2_Cyclin_p21_complexes,Import_of_active_PCNA,Export_of_active_PCNA,Export_of_inactive_PCNA,Association_and_dissociation_of_PCNA_and_p21,Degradation_of_p21_in_PCNA_p21_complexes,Phosphorylation_priming_of_replication_complexes,Dephosphorylation_of_replication_complexes,Association_and_dissociation_of_active_PCNA_and_replication_complexes,Association_and_dissociation_of_inactive_PCNA_and_replication_complexes,Association_and_dissociation_of_p21_and_replication_complexes,Degradation_of_p21_in_inactive_replication_complexes,Synthesis_of_DNA,Dissassembly_of_RC,Dissassembly_of_pRC,Dissassembly_of_aRC,Dissassembly_of_iRC,Synthesis_of_p53,Degradation_of_p53,Induction_of_DNA_damage,Induction_of_DNA_damage_by_replication,Repair_of_DNA_damage
0.0,0.0,0.4,0.72,0.5,1.0,1.0,1.0,0.72,0.4,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.0018,0.0038160000000000004,0.005,0.0008320000000000002,0.288,0.0,0.0,0.003,0.003,0.0,36.0,0.0,1.2041279009604807e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.001,0.0,0.0
1.2,2.8933515676487337e-11,0.4049994723424544,0.7178452262703915,0.5000000001545606,1.0008296803628975,1.0,1.0,0.14153898093079226,0.32797445928592256,0.07702501305653188,0.0007187678425597011,0.999992352306862,7.62043488524418e-06,2.72293188400291e-08,9.574491949172921e-14,0.0011992082905415626,0.010945919584241516,1.0,1.0,0.49928120505374857,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0008756735667393214,0.02,0.02,0.02001659360725795,0.02,0.02,0.0018014934246532155,0.0006787956515928006,0.005,0.0006774623677606238,0.0425699200858305,0.0001591024735148052,0.00036939819393088427,0.003,4.312607055358207e-06,0.0029956872303224915,0.005180554745634935,0.002394463409894221,3.6591979532501883e-06,7.62043488524418e-08,5.4744301902659937e-11,3.802016980654335e-08,1.37228843959221e-10,1.3058694575089036e-10,2.0253460973541137e-13,0.0,0.0,0.0,0.0,0.05,0.04886916691015576,0.001,1.4466757838243668e-13,1.330158592296772e-06
2.4,1.184565680415099e-10,0.40999120290458146,0.7159928016560441,0.5000000005383332,1.0019068556829567,1.0,1.0,0.1019364334814677,0.29495076931036895,0.1150404335942125,0.0009840658395126904,0.9999893103134155,1.0606780441094203e-05,8.278768657601605e-08,6.690496892521005e-13,0.0023968005695368267,0.012154094715679497,1.0,1.0,0.49901585179267727,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0009723275772543598,0.02,0.02,0.020038137113659135,0.02,0.02,0.001803432340229322,0.00046530470211150835,0.005,0.0006073007298840937,0.024314207796403527,0.00023686712006650728,0.0005251199483457059,0.003,5.904395037076143e-06,0.0029940951107560636,0.005041057681160232,0.0022778354542836326,1.935749338100866e-06,1.0606780441094203e-07,1.0425924642488002e-10,5.284672807932931e-08,3.7962714110047224e-10,3.778972691619368e-10,8.291959762905693e-13,0.0,0.0,0.0,0.0,0.05,0.04902109478774007,0.001,5.922828402075495e-13,2.6867202217292886e-06
3.5999999999999996,2.779108281257252e-10,0.41497298224921886,0.7142977039144922,0.5000000013709842,1.003070418545426,1.0,1.0,0.0785173882583183,0.27792460483419107,0.13704837741502776,0.001268062851927251,0.9999875295153909,1.2318584738139342e-05,1.5162196001634302e-07,2.2820071815007473e-12,0.003592750157866103,0.013327207695676158,1.0,1.0,0.49873178661918616,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0010661766156540927,0.02,0.02,0.020061408370908522,0.02,0.02,0.0018055267533817667,0.0003490468911967692,0.005,0.0005712976268628304,0.014969495233554479,0.00028171457805730327,0.0006092447945784681,0.003,7.608377111563507e-06,0.002992390719715117,0.004969180461880375,0.002217098448151641,1.3549262288972222e-06,1.2318584738139342e-07,1.5592948611939913e-10,6.12850757907044e-08,6.658636391504031e-10,6.740312554303355e-10,1.9453757968800766e-12,0.0,0.0,0.0,0.0,0.05,0.049023220249375825,0.001,1.3895541406286261e-12,4.068147465884786e-06
4.8,5.133324670474074e-10,0.41994371051922397,0.712687929714177,0.5000000027249977,1.004317576566453,1.0,1.0,0.06380711731308758,0.26950744341606053,0.15043626710316343,0.001555456913739157,0.9999862168893873,1.3553675836177165e-05,2.2892144404270614e-07,5.551247197354526e-12,0.0047870270506221255,0.014498546424787845,1.0,1.0,0.49844431637648196,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0011598837139830277,0.02,0.02,0.02008635153132906,0.02,0.02,0.0018077716378196152,0.00027989327744857613,0.005,0.0005535417392434533,0.009674679703640714,0.00030898127295513273,0.000659896601189933,0.003,9.332741482434942e-06,0.0029906658982588917,0.0049404790132759335,0.002186452220552097,1.1266231636564192e-06,1.3553675836177166e-07,2.103082553925638e-10,6.732860542147498e-08,9.862120541239973e-10,1.0041759595090124e-09,3.593327269331852e-12,0.0,0.0,0.0,0.0,0.05,0.0490245482582581,0.001,2.566662335237037e-12,5.474494538997178e-06
6.0,8.248632679892763e-10,0.42490277379630637,0.7111233600414597,0.5000000046500831,1.0056461929292122,1.0,1.0,0.05417447625859935,0.26612238571319624,0.15878038808311015,0.0018315081254695529,0.9999850931951441,1.4593196706647059e-05,3.127832861908711e-07,1.1119556062085834e-11,0.00597960154180269,0.01566828443189147,1.0,1.0,0.49816818291646403,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0012534627545513178,0.02,0.02,0.020112923858584243,0.02,0.02,0.001810163147272582,0.0002363555213999435,0.005,0.0005464089962619291,0.00647802146254586,0.0003260117793024492,0.0006927362109478962,0.003,1.0989048752817317e-05,0.002989009097498784,0.0049404175169035685,0.002173436805480757,1.0443411926392427e-06,1.459319670664706e-07,2.664507201800068e-10,7.238587957673806e-08,1.340820690918862e-09,1.3646289138069176e-09,5.774042875924934e-12,0.0,0.0,0.0,0.0,0.05,0.04902589213787086,0.001,4.124316339946381e-12,6.905430344592883e-06
7.199999999999999,1.207905028536225e-09,0.4298498074547086,0.7095801353912583,0.5000000071866086,1.0070541829027595,1.0,1.0,0.04765159449502362,0.2658358315687127,0.1640139758859959,0.00208544096846488,0.9999840307024654,1.5565630306950125e-05,4.024593227157854e-07,1.960934640058089e-11,0.007170444326091408,0.016836396267431136,1.0,1.0,0.49791416255091603,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.001346911701394491,0.02,0.02,0.02014108365805519,0.02,0.02,0.001812697529224967,0.00020780155253327754,0.005,0.0005458054010065912,0.004466802453859902,0.0003367481101057007,0.0007152406795081076,0.003,1.2512645810789279e-05,0.0029874849753054964,0.00495831711175062,0.002171329985971245,1.037611168861814e-06,1.5565630306950124e-07,3.234041263923873e-10,7.710101846590651e-08,1.7312668336729583e-09,1.7550655540092254e-09,8.455335199753574e-12,0.0,0.0,0.0,0.0,0.05,0.04902725854871249,0.001,6.039525142681124e-12,8.36062056209075e-06
8.4,1.6560024090364968e-09,0.43478458742825765,0.7080434928435008,0.5000000103715228,1.0085395086585693,1.0,1.0,0.043093788938274334,0.2675230783483024,0.16726150907995524,0.002311813890249191,0.9999829579558641,1.6542609082986208e-05,4.977790508948714e-07,3.1594411287345366e-11,0.008359526498493268,0.01800285498234123,1.0,1.0,0.4976876970462203,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0014402283985872986,0.02,0.02,0.020170790173171388,0.02,0.02,0.0018153711155854248,0.00018843462523031833,0.005,0.0005493598761863952,0.0031655076204614094,0.00034347228091956094,0.0007313782462731152,0.003,1.3870883341495146e-05,0.0029861261822773217,0.0049856050146347515,0.0021762206801767513,1.0777558930594048e-06,1.6542609082986208e-07,3.8077833218106296e-10,8.183275112557803e-08,2.15855132068055e-09,2.176620139789332e-09,1.1592016863255477e-11,0.0,0.0,0.0,0.0,0.05,0.04902864729060059,0.001,8.280012045182484e-12,9.839732292117351e-06
9.6,2.163696721880601e-09,0.43970697409274784,0.706504083375309,0.5000000142415696,1.0101001781525973,1.0,1.0,0.03980430373107676,0.2704970872786412,0.16920988681410667,0.002510119247747259,0.9999818278842395,1.757103485050669e-05,5.989172136141503e-07,4.7596805991908823e-11,0.009546819552544666,0.019167633954950494,1.0,1.0,0.49748929391291197,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.0015334107163960395,0.02,0.02,0.02020200356305195,0.02,0.02,0.0018181803206746752,0.0001748794829950077,0.005,0.0005556279094025282,0.002306453879705279,0.00034757392993260624,0.000743420553807895,0.003,1.5060715486483553e-05,0.002984935763477472,0.005016461954726261,0.002185710145888488,1.1516688844810045e-06,1.757103485050669e-07,4.388902310890666e-10,8.681509999736327e-08,2.6232720138255534e-09,2.6313318625362597e-09,1.514587705316421e-11,0.0,0.0,0.0,0.0,0.05,0.049030058070125254,0.001,1.0818483609403006e-11,1.1342434161402709e-05
10.799999999999999,2.7283279897042202e-09,0.444616880725597,0.704955913932515,0.5000000188353523,1.0117342440726518,1.0,1.0,0.03734615092802728,0.27432398855987294,0.17029289216572407,0.002683145268260652,0.9999806050881103,1.8685896578480364e-05,7.062869838186389e-07,6.810365927759266e-11,0.010732295378469352,0.020330706916568464,1.0,1.0,0.49731616455177985,0.02,0.08,0.02,0.0018,0.0025,0.007,1.0,0.005,1.0,0.05,0.002,0.0002,0.003,0.006,0.1,0.01,1.8,6.0,0.01,0.001,100.0,0.01,0.007,0.05,0.05,0.01,0.001,0.005,0.001,0.005,0.5,1.0,0.02,0.001626456553325477,0.02,0.02,0.020234684881453035,0.02,0.02,0.0018211216393307732,0.0001650800947721652,0.005,0.0005636987072596254,0.0017303004716492393,0.0003499288694119077,0.0007527406728452588,0.003,1.6098871609563913e-05,0.002983896987310679,0.005047353169510657,0.0021982720450670575,1.2529502418056462e-06,1.8685896578480366e-07,4.986414218878707e-10,9.222169719239217e-08,3.1263850502791177e-09,3.1219796238125044e-09,1.9098295927929543e-11,0.0,0.0,0.0,0.0,0.05,0.04903149059337168,0.001,1.3641639948521102e-11,1.2868396363820327e-05
