data_generator_I1,data_generator_T
23.600492,2640.0
23.500065,2650.0
23.400084,2660.0
23.300053,2670.0
23.200441,2680.0
23.100004,2690.0
23.000692,2700.0
22.900158,2710.0
22.801035,2720.0
22.70009,2730.0
22.600199,2740.0
22.500111,2750.0
22.400236,2760.0
22.300188,2770.0
22.200779,2780.0
22.100201,2790.0
22.000561,2800.0
21.900185,2810.0
21.800642,2820.0
21.700111,2830.0
21.60059,2840.0
21.500629,2850.0
21.400032,2860.0
21.300177,2870.0
21.200668,2880.0
21.100636,2890.0
21.00016,2900.0
20.900003,2910.0
20.800247,2920.0
20.700754,2930.0
20.600292,2940.0
20.500353,2950.0
20.400532,2960.0
20.300533,2970.0
20.200392,2980.0
20.100969,2990.0
20.000261,3000.0
19.900885,3010.0
19.800222,3020.0
19.700943,3030.0
19.600309,3040.0
19.500961,3050.0
19.400061,3060.0
19.300314,3070.0
19.200384,3080.0
19.100494,3090.0
19.000011,3100.0
18.900253,3110.0
18.800098,3120.0
18.700274,3130.0
18.600283,3140.0
18.500484,3150.0
18.400085,3160.0
18.30023,3170.0
18.200155,3180.0
18.100079,3190.0
18.000298,3200.0
17.900728,3210.0
17.800051,3220.0
17.700344,3230.0
17.600639,3240.0
17.500038,3250.0
17.400394,3260.0
17.300127,3270.0
17.200064,3280.0
17.100037,3290.0
17.000988,3300.0
16.900013,3310.0
16.800686,3320.0
16.700125,3330.0
16.600084,3340.0
16.500013,3350.0
16.400673,3360.0
16.300156,3370.0
16.201262,3380.0
16.100216,3390.0
16.000868,3400.0
15.900401,3410.0
15.80078,3420.0
15.700521,3430.0
15.600604,3440.0
15.500479,3450.0
15.400215,3460.0
15.300572,3470.0
15.200108,3480.0
15.100902,3490.0
15.000066,3500.0
14.901018,3510.0
14.800342,3520.0
14.700295,3530.0
14.600409,3540.0
14.500706,3550.0
14.400195,3560.0
14.301154,3570.0
14.200303,3580.0
14.100557,3590.0
14.000875,3600.0
13.9,3610.0
13.800842,3620.0
13.700183,3630.0
13.600081,3640.0
13.500184,3650.0
13.400544,3660.0
13.300167,3670.0
13.201024,3680.0
13.100971,3690.0
13.000219,3700.0
12.900659,3710.0
12.800056,3720.0
12.700324,3730.0
12.600398,3740.0
12.500521,3750.0
12.400664,3760.0
12.30052,3770.0
12.201027,3780.0
12.100244,3790.0
12.000448,3800.0
11.90008,3810.0
11.800883,3820.0
11.700168,3830.0
11.60042,3840.0
11.500412,3850.0
11.400652,3860.0
11.300381,3870.0
11.200081,3880.0
11.100806,3890.0
11.000712,3900.0
10.900599,3910.0
10.800449,3920.0
10.700485,3930.0
10.600695,3940.0
10.500022,3950.0
10.4002,3960.0
10.300206,3970.0
10.200135,3980.0
10.10043,3990.0
10.000431,4000.0
9.9001513,4010.0
9.8000355,4020.0
9.700964,4030.0
9.6005535,4040.0
9.5003366,4050.0
9.4008417,4060.0
9.3000021,4070.0
9.2000599,4080.0
9.1000748,4090.0
9.0007105,4100.0
8.9000263,4110.0
8.8003321,4120.0
8.7002764,4130.0
8.6002293,4140.0
8.5006418,4150.0
8.4006557,4160.0
8.3001471,4170.0
8.200264,4180.0
8.1000881,4190.0
8.0000114,4200.0
7.9003725,4210.0
7.8001504,4220.0
7.7004504,4230.0
7.6000571,4240.0
7.5005064,4250.0
7.4000487,4260.0
7.3001513,4270.0
7.2010283,4280.0
7.1001253,4290.0
7.000679,4300.0
6.9006886,4310.0
6.8002501,4320.0
6.7002769,4330.0
6.600018,4340.0
6.5003247,4350.0
6.4003153,4360.0
6.3001866,4370.0
6.200429,4380.0
6.1002855,4390.0
6.0008245,4400.0
5.9003096,4410.0
5.8003879,4420.0
5.7005816,4430.0
5.6004806,4440.0
5.5017095,4450.0
5.4001193,4460.0
5.3000493,4470.0
5.2013688,4480.0
5.1006217,4490.0
5.0002255,4500.0
4.9000363,4510.0
4.800262,4520.0
4.700141,4530.0
4.6003428,4540.0
4.5000005,4550.0
4.4010968,4560.0
4.3000722,4570.0
4.2005143,4580.0
4.1005778,4590.0
4.0001683,4600.0
3.9005275,4610.0
3.8006084,4620.0
3.7000184,4630.0
3.601279,4640.0
3.5000234,4650.0
3.4008181,4660.0
3.3016016,4670.0
3.2001486,4680.0
3.1012807,4690.0
3.0005593,4700.0
2.9000766,4710.0
2.8012288,4720.0
2.7007754,4730.0
2.6000457,4740.0
2.5007844,4750.0
2.4000902,4760.0
2.3001692,4770.0
2.2007914,4780.0
2.1003084,4790.0
2.0014582,4800.0
1.9004612,4810.0
1.8001747,4820.0
1.7011582,4830.0
1.6004778,4840.0
1.5000324,4850.0
1.4007335,4860.0
1.3000151,4870.0
1.200187,4880.0
1.1009539,4890.0
1.000263,4900.0
0.90057218,4910.0
0.80077738,4920.0
0.70040768,4930.0
0.60040307,4940.0
0.50019974,4950.0
0.40069309,4960.0
0.30133593,4970.0
0.20055044,4980.0
0.1004014,4990.0
0.00068601494,5000.0
-0.099359132,5010.0
-0.19995424,5020.0
-0.29909787,5030.0
-0.39964318,5040.0
-0.49977645,5050.0
-0.59924406,5060.0
-0.69970942,5070.0
-0.7999332,5080.0
-0.89922035,5090.0
-0.99959016,5100.0
-1.0999267,5110.0
-1.1988037,5120.0
-1.299435,5130.0
-1.3999954,5140.0
-1.4996819,5150.0
-1.5992029,5160.0
-1.6997861,5170.0
-1.7993865,5180.0
-1.8998756,5190.0
-1.9997829,5200.0
-2.0997136,5210.0
-2.1994615,5220.0
-2.2997575,5230.0
-2.3990831,5240.0
-2.4995079,5250.0
-2.5993865,5260.0
-2.6986356,5270.0
-2.7992609,5280.0
-2.8997824,5290.0
-2.9993618,5300.0
-3.0999155,5310.0
-3.1993377,5320.0
-3.2991767,5330.0
-3.3987761,5340.0
-3.4998748,5350.0
-3.5998809,5360.0
-3.6994605,5370.0
-3.7999988,5380.0
-3.8999801,5390.0
-3.9992137,5400.0
-4.0991797,5410.0
-4.1999483,5420.0
-4.2989831,5430.0
-4.3991747,5440.0
-4.4992046,5450.0
-4.5989885,5460.0
-4.6996369,5470.0
-4.7992573,5480.0
-4.8995142,5490.0
-4.999681,5500.0
-5.0999861,5510.0
-5.1999006,5520.0
-5.2995448,5530.0
-5.3996854,5540.0
-5.4994173,5550.0
-5.5987482,5560.0
-5.699193,5570.0
-5.7996335,5580.0
-5.8996015,5590.0
-5.9997487,5600.0
-6.0991144,5610.0
-6.1999602,5620.0
-6.2998533,5630.0
-6.3990889,5640.0
-6.4990416,5650.0
-6.5992084,5660.0
-6.6998429,5670.0
-6.7994485,5680.0
-6.8999653,5690.0
-6.9996753,5700.0
-7.099206,5710.0
-7.1996212,5720.0
-7.2990384,5730.0
-7.3996515,5740.0
-7.4997115,5750.0
-7.5998363,5760.0
-7.6989474,5770.0
-7.7993054,5780.0
-7.8998222,5790.0
-7.9996228,5800.0
-8.0996218,5810.0
-8.1992397,5820.0
-8.2999887,5830.0
-8.3985958,5840.0
-8.4996824,5850.0
-8.5996113,5860.0
-8.6992636,5870.0
-8.7994175,5880.0
-8.8991604,5890.0
-8.9999027,5900.0
-9.0998087,5910.0
-9.1991129,5920.0
-9.2998343,5930.0
-9.3997555,5940.0
-9.4994783,5950.0
-9.5998545,5960.0
-9.6997652,5970.0
-9.7996349,5980.0
-9.8994379,5990.0
-9.9996395,6000.0
-10.099473,6010.0
-10.199913,6020.0
-10.299831,6030.0
-10.399559,6040.0
-10.499965,6050.0
-10.599133,6060.0
-10.699163,6070.0
-10.799352,6080.0
-10.899922,6090.0
-10.998803,6100.0
-11.09943,6110.0
-11.199769,6120.0
-11.299991,6130.0
-11.399746,6140.0
-11.499289,6150.0
-11.599237,6160.0
-11.69955,6170.0
-11.798903,6180.0
-11.899135,6190.0
-11.999949,6200.0
-12.099775,6210.0
-12.199615,6220.0
-12.299886,6230.0
-12.399582,6240.0
-12.499021,6250.0
-12.599783,6260.0
-12.69936,6270.0
-12.799371,6280.0
-12.899865,6290.0
-12.99934,6300.0
-13.099217,6310.0
-13.199615,6320.0
-13.299379,6330.0
-13.398804,6340.0
-13.498819,6350.0
-13.599877,6360.0
-13.699941,6370.0
-13.799136,6380.0
-13.899003,6390.0
-13.999556,6400.0
-14.09977,6410.0
-14.199218,6420.0
-14.29888,6430.0
-14.399349,6440.0
-14.499603,6450.0
-14.598706,6460.0
-14.699398,6470.0
-14.799914,6480.0
-14.899662,6490.0
-14.999557,6500.0
-15.098844,6510.0
-15.199511,6520.0
-15.299829,6530.0
-15.399909,6540.0
-15.499212,6550.0
-15.598583,6560.0
-15.699684,6570.0
-15.799731,6580.0
-15.899909,6590.0
-15.999757,6600.0
-16.099615,6610.0
-16.199589,6620.0
-16.29998,6630.0
-16.398964,6640.0
-16.498781,6650.0
-16.599977,6660.0
-16.699364,6670.0
-16.79999,6680.0
-16.899073,6690.0
-16.998722,6700.0
-17.099297,6710.0
-17.199688,6720.0
-17.299202,6730.0
-17.39913,6740.0
-17.499765,6750.0
-17.599493,6760.0
-17.699949,6770.0
-17.799025,6780.0
-17.898932,6790.0
-17.999514,6800.0
-18.099049,6810.0
-18.199976,6820.0
-18.298712,6830.0
-18.399189,6840.0
-18.499683,6850.0
-18.599552,6860.0
-18.699793,6870.0
-18.799595,6880.0
-18.898933,6890.0
-18.997545,6900.0
-19.099548,6910.0
-19.199335,6920.0
-19.299719,6930.0
-19.399199,6940.0
-19.498814,6950.0
-19.59911,6960.0
-19.699833,6970.0
-19.798904,6980.0
-19.899714,6990.0
-19.998848,7000.0
-20.09973,7010.0
-20.199923,7020.0
-20.299364,7030.0
-20.399162,7040.0
-20.499926,7050.0
-20.599257,7060.0
-20.699829,7070.0
-20.799212,7080.0
-20.899662,7090.0
-20.998974,7100.0
-21.098743,7110.0
-21.19919,7120.0
-21.299812,7130.0
-21.398573,7140.0
-21.498356,7150.0
-21.59893,7160.0
-21.699177,7170.0
-21.799511,7180.0
-21.898956,7190.0
-21.999689,7200.0
-22.097319,7210.0
-22.199074,7220.0
-22.299419,7230.0
-22.399948,7240.0
-22.498154,7250.0
-22.598852,7260.0
-22.698586,7270.0
-22.799788,7280.0
-22.898752,7290.0
-22.999918,7300.0
-23.099998,7310.0
-23.198807,7320.0
-23.298319,7330.0
-23.39971,7340.0
-23.499653,7350.0
-23.599968,7360.0
-23.698717,7370.0
-23.799938,7380.0
-23.898272,7390.0
-23.999027,7400.0
-24.099371,7410.0
-24.199734,7420.0
-24.299072,7430.0
-24.398809,7440.0
-24.499025,7450.0
-24.599102,7460.0
-24.699497,7470.0
-24.799103,7480.0
-24.898153,7490.0
-24.999598,7500.0
-25.099274,7510.0
-25.198311,7520.0
-25.299076,7530.0
-25.399218,7540.0
-25.499802,7550.0
-25.599716,7560.0
-25.69953,7570.0
-25.799089,7580.0
-25.898783,7590.0
-25.999159,7600.0
-26.098959,7610.0
-26.199821,7620.0
-26.298605,7630.0
-26.399717,7640.0
-26.499908,7650.0
-26.599924,7660.0
-26.699238,7670.0
-26.799524,7680.0
-26.899935,7690.0
-26.999449,7700.0
-27.098478,7710.0
-27.198296,7720.0
-27.299538,7730.0
-27.398691,7740.0
-27.499632,7750.0
-27.5994,7760.0
-27.699907,7770.0
-27.799038,7780.0
-27.898191,7790.0
-27.998438,7800.0
-28.099131,7810.0
-28.198746,7820.0
-28.299662,7830.0
-28.399984,7840.0
-28.499981,7850.0
-28.59977,7860.0
-28.699686,7870.0
-28.799374,7880.0
-28.899691,7890.0
-28.9991,7900.0
-29.099003,7910.0
-29.199261,7920.0
-29.299824,7930.0
-29.398829,7940.0
-29.499466,7950.0
-29.599665,7960.0
-29.697601,7970.0
-29.798372,7980.0
-29.899975,7990.0
-29.999294,8000.0
-30.099274,8010.0
-30.19973,8020.0
-30.298565,8030.0
-30.399218,8040.0
-30.499678,8050.0
-30.59915,8060.0
-30.698729,8070.0
-30.799171,8080.0
-30.899496,8090.0
-30.999115,8100.0
-31.099722,8110.0
-31.199984,8120.0
-31.299747,8130.0
-31.399853,8140.0
-31.498831,8150.0
-31.59948,8160.0
-31.697306,8170.0
-31.799706,8180.0
-31.898695,8190.0
-31.999081,8200.0
-32.098934,8210.0
-32.199615,8220.0
-32.29916,8230.0
-32.39793,8240.0
-32.499092,8250.0
-32.597973,8260.0
-32.699032,8270.0
-32.797832,8280.0
-32.898643,8290.0
-32.999676,8300.0
-33.0989,8310.0
-33.199364,8320.0
-33.299511,8330.0
-33.398926,8340.0
-33.499256,8350.0
-33.599373,8360.0
-33.699085,8370.0
-33.799191,8380.0
-33.899776,8390.0
-33.999928,8400.0
-34.099262,8410.0
-34.199455,8420.0
-34.298161,8430.0
-34.399426,8440.0
-34.498619,8450.0
-34.598404,8460.0
-34.69912,8470.0
-34.798107,8480.0
-34.898769,8490.0
-34.999752,8500.0
-35.099194,8510.0
-35.199188,8520.0
-35.298668,8530.0
-35.399616,8540.0
-35.498863,8550.0
-35.598881,8560.0
-35.698341,8570.0
-35.799797,8580.0
-35.898624,8590.0
-35.999439,8600.0
-36.099701,8610.0
-36.199661,8620.0
-36.29966,8630.0
-36.39859,8640.0
-36.498516,8650.0
-36.599625,8660.0
-36.698578,8670.0
-36.798603,8680.0
-36.898754,8690.0
-36.998852,8700.0
-37.099007,8710.0
-37.199123,8720.0
-37.299248,8730.0
-37.399338,8740.0
-37.499439,8750.0
-37.599518,8760.0
-37.699627,8770.0
-37.799767,8780.0
-37.899673,8790.0
-37.999878,8800.0
-38.099327,8810.0
-38.198425,8820.0
-38.29847,8830.0
-38.39859,8840.0
-38.498745,8850.0
-38.598919,8860.0
-38.699043,8870.0
-38.799107,8880.0
-38.899178,8890.0
-38.999237,8900.0
-39.0993,8910.0
-39.199352,8920.0
-39.299408,8930.0
-39.39946,8940.0
-39.499516,8950.0
-39.599571,8960.0
-39.699627,8970.0
-39.799679,8980.0
-39.89962,8990.0
-39.999847,9000.0
-40.098965,9010.0
-40.198631,9020.0
-40.298233,9030.0
-40.39994,9040.0
-40.498016,9050.0
-40.598194,9060.0
-40.698429,9070.0
-40.798878,9080.0
-40.898941,9090.0
-40.999199,9100.0
-41.098301,9110.0
-41.198837,9120.0
-41.299545,9130.0
-41.398457,9140.0
-41.499435,9150.0
-41.598614,9160.0
-41.699692,9170.0
-41.798149,9180.0
-41.899017,9190.0
-41.997829,9200.0
-42.098797,9210.0
-42.197739,9220.0
-42.298862,9230.0
-42.397617,9240.0
-42.49892,9250.0
-42.597481,9260.0
-42.698742,9270.0
-42.797699,9280.0
-42.89764,9290.0
-42.999138,9300.0
-43.099979,9310.0
-43.199947,9320.0
-43.298878,9330.0
-43.398258,9340.0
-43.499947,9350.0
-43.599144,9360.0
-43.697586,9370.0
-43.797596,9380.0
-43.897575,9390.0
-43.999298,9400.0
-44.097446,9410.0
-44.199265,9420.0
-44.297806,9430.0
-44.399704,9440.0
-44.499134,9450.0
-44.598225,9460.0
-44.697929,9470.0
-44.79977,9480.0
-44.898857,9490.0
-44.999882,9500.0
-45.098164,9510.0
-45.197693,9520.0
-45.299652,9530.0
-45.3997,9540.0
-45.499866,9550.0
-45.598206,9560.0
-45.698048,9570.0
-45.797546,9580.0
-45.89772,9590.0
-45.999866,9600.0
-46.099464,9610.0
-46.197636,9620.0
-46.297699,9630.0
-46.397919,9640.0
-46.497509,9650.0
-46.597759,9660.0
-46.699844,9670.0
-46.798615,9680.0
-46.898136,9690.0
-46.998638,9700.0
-47.098068,9710.0
-47.198574,9720.0
-47.298283,9730.0
-47.398685,9740.0
-47.498066,9750.0
-47.598854,9760.0
-47.698029,9770.0
-47.79887,9780.0
-47.897842,9790.0
-47.998085,9800.0
-48.098316,9810.0
-48.197987,9820.0
-48.298622,9830.0
-48.397987,9840.0
-48.498734,9850.0
-48.597916,9860.0
-48.698566,9870.0
-48.798073,9880.0
-48.898808,9890.0
-48.99794,9900.0
-49.098995,9910.0
-49.197811,9920.0
-49.297764,9930.0
-49.398228,9940.0
-49.498219,9950.0
-49.597988,9960.0
-49.698772,9970.0
-49.797932,9980.0
-49.898777,9990.0
-49.997944,10000.0
