Time,R,L,RL,Gabg,RGabg,RGabgL,GaGTP,Gbg,RGS,RGSGaGTP,GaGDPP,Effector,GaGTPEffector,inertGaGTP,RGSinertGaGTP,GaGDP,P,z1,z2,z3,ka,Ligand_conc,compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21
0.1,186.1119052061508,0.0,0.0,182.65905612060257,18.88809479384957,0.0,0.0011998519181318106,3.452849085548022,56.79999145426661,3.187817983858331,0.007907613268904077,204.75864178723702,0.24135821276317904,8.469654862441629e-05,0.012190561875151426,0.002290165314960109,0.304038216118709,0.017690450496698044,0.000874050172364314,3.253446858222155e-05,1.5,0.1,1.0,0.0,169.97512468881283,0.0,0.0,0.0,36.53181122412052,34.07578934813612,7.969544959645828,5.999259590659053e-06,2.4568004910248065,0.24135821276317904,0.24053816190363606,0.0036571685625454275,4.2348274312208146e-07,7.907613268904077,7.907595213513811,3.04038216118709,0.36203731914476855,0.026535675745047067,0.001311075258546471,4.880170287333233e-05
0.11,184.4289809872586,0.0,0.0,180.69509831483686,20.57101901274175,0.0,0.001192018549429281,3.733882672421549,56.54156398529852,3.443770132696554,0.008550779347438997,204.73667905423986,0.26332094576035386,9.285504182329625e-05,0.014665882005021752,0.002290059020188506,0.353487461777752,0.02118480434686037,0.001150147182062514,4.706351522909078e-05,1.5,0.1,1.0,0.0,166.62706425798933,0.0,0.0,0.0,36.13901966296737,33.6992965421092,8.609425331741384,5.9600927471464045e-06,2.440499191812032,0.26332094576035386,0.2625084644304737,0.004399764601506526,4.642752091164813e-07,8.550779347438997,8.550811694304532,3.5348746177775197,0.3949814186405308,0.03177720652029055,0.0017252207730937708,7.059527284363618e-05
0.12,182.77902408643087,0.0,0.0,178.77429868233776,22.220975913569454,0.0,0.0011842118604404282,4.004725404092953,56.292921481314295,3.689727259896365,0.009168936851266112,204.71509674568583,0.2849032543143916,0.00010093583743876206,0.017351258789436014,0.0022895465428752313,0.4042298809412445,0.02495127207406699,0.0014762006261254948,6.585547399865174e-05,1.5,0.1,1.0,0.0,163.380959224469,0.0,0.0,0.0,35.75485973646755,33.33137263850707,9.224318149740911,5.921059302202141e-06,2.4242604557745087,0.2849032543143916,0.28409865857954686,0.005205377636830804,5.046791871938104e-07,9.168936851266112,9.169005204105634,4.042298809412445,0.4273548814715874,0.037426908111100485,0.002214300939188242,9.878321099797761e-05
0.13,181.16103564926522,0.0,0.0,176.89532736878024,23.838964350735086,0.0,0.001176433523117667,4.265708280484813,56.05373828303401,3.926019427339064,0.009762912358042513,204.69389043744863,0.30610956255159344,0.00010893587430759795,0.020242289627033727,0.0022887192109144736,0.4559084351543407,0.028980171671547005,0.0018554454946116759,8.961500767457433e-05,1.5,0.1,1.0,0.0,160.2327035382202,0.0,0.0,0.0,35.37906547375605,32.971748406112674,9.81504856834766,5.882167615588335e-06,2.408087546879894,0.30610956255159344,0.30531314940357923,0.006072686888110118,5.446793715379898e-07,9.762912358042513,9.763008489702537,4.559084351543407,0.45916434382739013,0.0434702575073205,0.0027831682419175137,0.0001344225115118615
0.14,179.57405686265605,0.0,0.0,175.0569053267581,25.425943137344255,0.0,0.0011686851708473957,4.517151535897775,55.823699431373036,4.152965939595714,0.010333505476108727,204.67305571732916,0.3269442826710513,0.00011685228088235652,0.023334629031347334,0.0022876416710841244,0.5082078022052212,0.03326203105934602,0.002290926035187693,0.00011908302249770399,1.5,0.1,1.0,0.0,157.1783933567393,0.0,0.0,0.0,35.01138106535162,32.620164853643935,10.382414848989285,5.8434258542369784e-06,2.391983650888654,0.3269442826710513,0.32615633029235236,0.0070003887094042,5.842614044117826e-07,10.333505476108726,10.333624088121406,5.082078022052212,0.4904164240065769,0.049893046589019024,0.0034363890527815393,0.000178624533746556
0.15,178.01716697564717,0.0,0.0,173.25780196016964,26.982833024353145,0.0,0.0011609683950024037,4.759365015477356,55.60250030034998,4.370875711312533,0.010881489766335926,204.6525881857567,0.34741181424346507,0.00012468237234986428,0.02662398833758061,0.0022863610493492597,0.5608501210031682,0.03778758474889821,0.002785501742275764,0.00015503330628487957,1.5,0.1,1.0,0.0,154.21431530688565,0.0,0.0,0.0,34.65156039203393,32.276372765908995,10.927189278281332,5.804841975012019e-06,2.3759518683910583,0.34741181424346507,0.34663258230158384,0.007987196501274182,6.234118617493214e-07,10.881489766335926,10.881626791022965,5.608501210031682,0.5211177213651976,0.056681377123347323,0.004178252613413646,0.00023254995942731936
0.16,176.48948150694739,0.0,0.0,171.49683298588877,28.510518493052874,0.0,0.0011532847422018064,4.992648521058442,55.38984625710215,4.58004760748297,0.011407613595916414,204.63248345651658,0.3675165434836174,0.00013242364739633443,0.03010613541497842,0.002284912690623268,0.6135912971614338,0.04254777067308869,0.003341852982947707,0.00019826942844251724,1.5,0.1,1.0,0.0,151.33693566881533,0.0,0.0,0.0,34.29936659717776,31.940132280609873,11.450119018707426,5.7664237110090324e-06,2.3599952092926415,0.3675165434836174,0.3667462735043835,0.009031840624493526,6.621182369816722e-07,11.407613595916414,11.407765965587922,6.135912971614338,0.5512748152254261,0.06382165600963303,0.00501277947442156,0.0002974041426637759
0.17,174.9901504135583,0.0,0.0,169.77285824447316,30.009849586441977,0.0,0.001145635711437548,5.2172921690849625,55.18545230745662,4.780770798194149,0.011912601028445973,204.61273715758392,0.38726284241630005,0.0001400737846402919,0.033776894349325196,0.002283323599925812,0.6662173824771284,0.04753372679899108,0.003962486939637757,0.00024962152409603236,1.5,0.1,1.0,0.0,148.54289000170036,0.0,0.0,0.0,33.954571648894635,31.61121245762797,11.951926995485373,5.72817855718774e-06,2.344116587027127,0.38726284241630005,0.3865017580895889,0.010133068304797559,7.003689232014595e-07,11.912601028445973,11.912766337379825,6.662173824771283,0.5808942636244501,0.07130059019848661,0.005943730409456635,0.0003744322861440485
0.18,173.51835657084808,0.0,0.0,168.08477987690992,31.4816434291522,0.0,0.0011380227523537715,5.433576693937967,54.98904279489815,4.973325059946553,0.01239715257993521,204.5933449319022,0.4066550680979895,0.00014763063885381037,0.0376321451553974,0.0022816147661460563,0.7185417144281253,0.052736788167906494,0.004649742733205604,0.00030994358008132653,1.5,0.1,1.0,0.0,145.82897384407082,0.0,0.0,0.0,33.616955975381984,31.289390915374657,12.433312649866382,5.690113761768858e-06,2.328318815126679,0.4066550680979895,0.40590337588851655,0.01128964354661922,7.381531942690519e-07,12.397152579935211,12.397328817875936,7.185417144281253,0.6099826021469843,0.07910518225185974,0.006974614099808406,0.0004649153701219898
0.19,172.07331408952263,0.0,0.0,166.43154030080223,32.926685910477644,0.0,0.0011304472630271562,5.641773788720228,54.80035106126969,5.157981115294244,0.012861946070945521,204.57430243831166,0.42569756168854983,0.00015509223667712084,0.0416678234361601,0.0022798027298859603,0.7704018578825932,0.05814848348794818,0.005405797259427461,0.0003801103924656863,1.5,0.1,1.0,0.0,143.19213354291492,0.0,0.0,0.0,33.286308060160444,30.974453435069815,12.89495278823561,5.652236315135781e-06,2.312604602770791,0.42569756168854983,0.42495545083918745,0.01250034703084803,7.754611833856042e-07,12.861946070945521,12.862131284923434,7.704018578825932,0.6385463425328247,0.08722272523192227,0.00810869588914119,0.0005701655886985295
0.2,170.6542667981457,0.0,0.0,164.8121203794022,34.34573320185459,0.0,0.0011229105880352782,5.8421464187432814,54.61911913468468,5.335000945267878,0.013307637410415605,204.55560535247366,0.444394647526516,0.00016245677261206762,0.045879920047537985,0.002277901129546818,0.8216569910376997,0.0637605319094107,0.006232670634447206,0.0004610147903274659,1.5,0.1,1.0,0.0,140.62945781397303,0.0,0.0,0.0,32.96242407588044,30.666193592748844,13.337502363169696,5.614552940176391e-06,2.2969765509225852,0.444394647526516,0.443662290876745,0.013763976014261395,8.122838630603381e-07,13.307637410415605,13.307831926233218,8.216569910376997,0.666591971289774,0.09564079786411604,0.009349005951670809,0.0006915221854911989
0.21,169.2604870215196,0.0,0.0,163.22553794123712,35.73951297848072,0.0,0.0011154140181737582,6.034949080282257,54.445097470008236,5.504638049197879,0.013734861247501612,204.53724936771127,0.46275063228890445,0.000169722604228464,0.05026448079398297,0.0022759201308471338,0.8721859561802638,0.06956484023380267,0.007132230813691531,0.0005535653555138093,1.5,0.1,1.0,0.0,138.1381702314166,0.0,0.0,0.0,32.64510758824743,30.364412469441902,13.761595122994697,5.577070090868791e-06,2.281437151834468,0.46275063228890445,0.4620281865041177,0.01507934423819489,8.4861302114232e-07,13.734861247501613,13.735062100451785,8.721859561802638,0.6941259484333566,0.10434726035070402,0.010698346220537296,0.0008303480332707139
0.22,167.89127426731295,0.0,0.0,161.67084618171108,37.108725732687326,0.0,0.0011079587892520847,6.220428085601683,54.27804466715041,5.667137726761889,0.014144231679160782,204.51923019592587,0.4807698040742824,0.0001768882476194129,0.05481760608779957,0.002273869960941362,0.9218851826867516,0.07555349985108291,0.008106198628405406,0.000658683958866978,1.5,0.1,1.0,0.0,135.7156218866111,0.0,0.0,0.0,32.33416923634222,30.06891832619327,14.167844316904723,5.539793946260423e-06,2.2659887866664645,0.4807698040742824,0.4800574102690228,0.01644528182633987,8.844412380970645e-07,14.144231679160782,14.144444568045651,9.218851826867516,0.7211547061114236,0.11333024977662437,0.012159297942608109,0.0009880259383004669
0.23,166.54595389792016,0.0,0.0,160.14713205272488,38.45404610208018,0.0,0.0011005460813255802,6.398821845195036,54.11772718249222,5.82273736692328,0.014536342975006257,204.50154356856342,0.4984564314367623,0.00018395237258627076,0.059535450584599005,0.0022717548207381684,0.9706666504860415,0.08171878354425913,0.009156152987972795,0.0007773032545647491,1.5,0.1,1.0,0.0,133.35928435868627,0.0,0.0,0.0,32.02942641054498,29.77952629046932,14.556843417308201,5.502730406627901e-06,2.2506337239941487,0.4984564314367623,0.497754215709798,0.0178606351753797,9.197618629313538e-07,14.536342975006256,14.536554373866522,9.706666504860415,0.7476846471551435,0.12257817531638869,0.013734229481959192,0.0011659548818471236
0.24,165.22387595659862,0.0,0.0,158.6535148153634,39.77612404340171,0.0,0.0010931770181391075,6.570361141235021,53.96391906717066,5.971666710004145,0.01491177023474991,204.4841852375482,0.5158147624520208,0.0001909137976049664,0.0644142228252988,0.0022695849023231384,1.0184562242204804,0.08805314248545196,0.010283535679171401,0.0009103644392248339,1.5,0.1,1.0,0.0,131.06674325965992,0.0,0.0,0.0,31.73070296307268,29.496058066474873,14.929166775010362,5.465885090695537e-06,2.235374118745878,0.5158147624520208,0.5151228361380302,0.019324266847589637,9.54568988024832e-07,14.91177023474991,14.911992448957628,10.184562242204805,0.7737221436780313,0.13207971372817795,0.015425303518757101,0.0013655466588372508
0.25,163.92441409053805,0.0,0.0,157.1891447315727,41.07558590946226,0.0,0.0010858526670532965,6.735269358965167,53.81640172147896,6.114148093644677,0.015271070005195841,204.46715097619696,0.5328490238032424,0.0001977714849640498,0.06945018487646107,0.0022673624828342884,1.0651922177953566,0.09454920333067007,0.01148965593235359,0.0010588151768273668,1.5,0.1,1.0,0.0,128.83569225757918,0.0,0.0,0.0,31.43782894631454,29.21834167023977,15.285370234111692,5.429263335266483e-06,2.220212012122925,0.5328490238032424,0.532167484193937,0.02083505546293832,9.88857424820249e-07,15.271070005195842,15.271297056300964,10.651922177953566,0.7992735357048636,0.1418238049960051,0.017234483898530384,0.0015882227652410502
0.26,162.64696450650382,0.0,0.0,155.75320176750495,42.353035493496535,0.0,0.0010785740391135612,6.893762738998664,53.674963652887605,6.2503966951540315,0.015614780888174511,204.4504365801332,0.5495634198669581,0.00020452453556361715,0.07463965195845676,0.0022650925556280555,1.1108240494964001,0.10119976529662449,0.012775694960353622,0.0012236075762551873,1.5,0.1,1.0,0.0,126.66392739826854,0.0,0.0,0.0,31.15064035350099,28.946211173184285,15.625991737885078,5.392870195567806e-06,2.2051493318076525,0.5495634198669581,0.5488923506250435,0.022391895587537028,1.0226226778180858e-06,15.614780888174511,15.615010660371947,11.108240494964,0.8243451298004372,0.15179964794493672,0.019163542440530434,0.0018354113643827808
0.27,161.39094495961655,0.0,0.0,154.34489434825363,43.609055040383815,0.0,0.0010713420891548197,7.046050611362689,53.53940023794784,6.380620769992665,0.01594342413875923,204.43403786820156,0.5659621317986077,0.00021117218383585927,0.07997899205958986,0.0022627790993384527,1.155310991876297,0.10799779721740004,0.014142710467766407,0.0014056962262099216,1.5,0.1,1.0,0.0,124.54934174278416,0.0,0.0,0.0,30.86897886965073,28.679506451509543,15.951551924981661,5.356710445774099e-06,2.190187892240746,0.5659621317986077,0.5653016034754784,0.023993697617876956,1.0558609191792965e-06,15.94342413875923,15.943656056272419,11.553109918762969,0.8489431976979115,0.16199669582610005,0.02121406570164961,0.002108544339314882
0.28,160.15579377073152,0.0,0.0,152.96345813940533,44.84420622926885,0.0,0.0010641577160463592,7.192335631325942,53.40951348709798,6.505021887368102,0.016257504256224204,204.41795068339133,0.5820493166088715,0.00021771379255193296,0.08546462553401356,0.0022604260493937784,1.1986210202745373,0.11493643456557115,0.015591641151888826,0.0016060362803424788,1.5,0.1,1.0,0.0,122.48992028116261,0.0,0.0,0.0,30.592691627881067,28.4180729437887,16.262554718420255,5.320788580231796e-06,2.17532939518115,0.5820493166088715,0.5813993869814859,0.025639387660204068,1.0885689627596648e-06,16.257504256224205,16.257742817032206,11.986210202745372,0.8730739749133072,0.17240465184835674,0.02338746172783324,0.0024090544205137183
0.29,158.94096897804977,0.0,0.0,151.60815499404416,46.05903102195058,0.0,0.0010570217632006834,7.3328139840054,53.28511183735589,6.623795137920308,0.01655750950497939,204.40217089366956,0.5978291063306267,0.00022414884789709907,0.09109302472389062,0.002258034913757575,1.2407298845662473,0.12200897674721871,0.017123310720382888,0.0018255817994096185,1.5,0.1,1.0,0.0,120.48373529863866,0.0,0.0,0.0,30.321630998808832,28.161761433333766,16.55948784480077,5.285108816003417e-06,2.16057543080074,0.5978291063306267,0.59718982142057,0.027327907417167185,1.1207442394854953e-06,16.55750950497939,16.557749991973974,12.407298845662474,0.89674365949594,0.18301346512082806,0.025684966080574332,0.002738372699114428
0.3,157.74594753451635,0.0,0.0,150.27827194590813,47.254052465484015,0.0,0.0010499350196534968,7.467675588607997,53.16600995201779,6.7371293344094445,0.016843912417944452,204.3866943927914,0.613305607208813,0.00023047695401812084,0.09686071357286281,0.0022556090245223824,1.2816202790155413,0.12920888441669304,0.018738431816214856,0.0020652841780618193,1.5,0.1,1.0,0.0,118.52894200978503,0.0,0.0,0.0,30.055654389181626,27.9104278519349,16.84282333602361,5.2496750982674845e-06,2.145927479942087,0.613305607208813,0.612677001551908,0.029058214071858844,1.1523847700906041e-06,16.843912417944452,16.844156449869693,12.816202790155414,0.9199584108132195,0.19381332662503956,0.028107647724322282,0.003097926267092729
0.31,156.57022445459134,0.0,0.0,148.97312014472197,48.42977554540899,0.0,0.0010428982205924965,7.597104309869184,53.0520285056171,6.84520722718628,0.017117170336986526,204.37151710116757,0.6284828988326232,0.00023669782793424372,0.1027642671967177,0.002253150267313328,1.3212809809275305,0.13652977655179147,0.02043761025421101,0.0023260904742196,1.5,0.1,1.0,0.0,116.62377429379961,0.0,0.0,0.0,29.794624028944398,27.663933063665237,17.1130180679657,5.214491102962483e-06,2.131386915245966,0.6284828988326232,0.6278649957392575,0.03082928015901531,1.1834891396712186e-06,17.117170336986526,17.11741760658899,13.212809809275306,0.9427243482489348,0.2047946648276872,0.030656415381316512,0.0034891357113294
0.32,155.41331191168965,0.0,0.0,147.69203372109735,49.586688088310694,0.0,0.001035912048427164,7.7212781905921295,52.94299395244457,6.948205736160865,0.017377725994724695,204.35663496680485,0.6433650331953383,0.00024281129355177412,0.10880031139465933,0.002250660503826541,1.3597059929517645,0.14396542722021713,0.02222134962945758,0.0026089416468959422,1.5,0.1,1.0,0.0,114.76654051784344,0.0,0.0,0.0,29.538406744219472,27.4221426575719,17.370514340402163,5.17956024213582e-06,2.1169550033814497,0.6433650331953383,0.6427578423048409,0.0326400934183978,1.2140564677588707e-06,17.377725994724695,17.377975862622968,13.597059929517645,0.9650475497930076,0.2159481408303257,0.03333202444418637,0.003913412470343913
0.33,154.2747387702493,0.0,0.0,146.4343691959214,50.725261229751055,0.0,0.001028977132651818,7.840369574327708,52.83873840356487,7.046296074069871,0.017626007823683468,204.3420439658135,0.6579560341866902,0.00024881727940913984,0.11496552236536259,0.002248141469303351,1.3968941446065286,0.1515097637888596,0.02409005380586291,0.0029147716514171507,1.5,0.1,1.0,0.0,112.95562027343506,0.0,0.0,0.0,29.28687383918428,27.18492676771984,17.615740185174676,5.14488566325909e-06,2.102632904801545,0.6579560341866902,0.6573595568493124,0.034489656709608775,1.2440863970456993e-06,17.62600782368347,17.62625997471038,13.968941446065287,0.9869340512800353,0.2272646456832894,0.03613508070879437,0.004372157477125726
0.34,153.1540497473601,0.0,0.0,145.19950442048338,51.84595025264022,0.0,0.0010220940488288074,7.9545453268765405,52.73909940632028,7.139643967490762,0.017862430510587373,204.32774010332642,0.6722598966737526,0.00025471581523521444,0.12125662618906484,0.00224559614757488,1.4328483912799477,0.15915686368909152,0.026044031389392115,0.0032445058287798433,1.5,0.1,1.0,0.0,111.18946061653371,0.0,0.0,0.0,29.039900884096678,26.952159821895425,17.849109918726903,5.110470244144037e-06,2.0884216717024917,0.6722598966737526,0.6716741350025941,0.03637698785671945,1.2735790761760722e-06,17.862430510587373,17.862696341743725,14.328483912799477,1.008389845010629,0.23873529553363726,0.039066047084088174,0.004866758743169765
0.35,152.05080477277002,0.0,0.0,143.9868377713252,52.94919522723029,0.0,0.0010152633298630552,8.063967001444654,52.64391977171528,7.228409829873337,0.018087395430353034,204.31371941420102,0.6862805857991273,0.0002605070166010408,0.12767039841148078,0.002243021583156288,1.4675753041823756,0.16690095181575557,0.028083499263326615,0.0035990596769473406,1.5,0.1,1.0,0.0,109.46657279908139,0.0,0.0,0.0,28.797367554265044,26.723720642237595,18.071024574683342,5.076316649315276e-06,2.0743222710916767,0.6862805857991273,0.6857055240957046,0.038301119523444234,1.302535083005204e-06,18.087395430353034,18.087652030100454,14.675753041823755,1.029420878698691,0.25035142772363334,0.04212524889498992,0.005398589515421011
0.36,150.9645784081183,0.0,0.0,142.79578739526025,54.03542159188197,0.0,0.0010084854559468885,8.168791012857879,52.55304741310566,7.312748923266186,0.0183012910516416,204.29997796361118,0.7000220363890006,0.0002661910901587048,0.13420366362825648,0.002240421975953995,1.5010846080845879,0.1747363980742345,0.030208585903799788,0.003979337712991908,1.5,0.1,1.0,0.0,107.78552921290378,0.0,0.0,0.0,28.55915747905205,26.499491990902154,18.281872308165465,5.0424272797344425e-06,2.060335564265717,0.7000220363890006,0.6994576491028349,0.04026109908847694,1.3309554507935242e-06,18.301291051641602,18.301538902182287,15.010846080845878,1.0500330545835008,0.26210459711135176,0.04531287885569968,0.005969006569487862
0.37,149.89495904516383,0.0,0.0,141.62579019332196,55.105040954836426,0.0,0.0010017608591698368,8.269168851841716,52.466335125160036,7.392811579936704,0.018504493492651097,204.28651184792702,0.7134881520731668,0.00027176832537824375,0.14085329490335402,0.002237802250557961,1.5333885981687596,0.1826577139375136,0.0324193359625778,0.0043862319528529025,1.5,0.1,1.0,0.0,106.1449601038348,0.0,0.0,0.0,28.325158038664394,26.27936047623645,18.48202894984176,5.008804295849184e-06,2.046462316255884,0.7134881520731668,0.7129344017849236,0.04225598847100621,1.3588416268912187e-06,18.504493492651097,18.504764666895184,15.333885981687596,1.0702322281097503,0.2739865709062704,0.048629003943866704,0.006579347929279354
0.38,148.84154850239702,0.0,0.0,140.47630131343547,56.15845149760324,0.0,0.0009950899259494957,8.365247188961426,52.38364046950466,7.468743317087481,0.018697366808770197,204.27331719519853,0.7266828048016402,0.0002772390940696823,0.14761621340794387,0.002235157834837653,1.5645019329721224,0.19065955049884098,0.03471571271658061,0.004820621205803309,1.5,0.1,1.0,0.0,104.54355107690523,0.0,0.0,0.0,28.095260262687095,26.063216457882202,18.671858292718703,4.975449629747479e-06,2.0327032008122794,0.7266828048016402,0.7261396513918711,0.04428486402238316,1.3861954703484116e-06,18.697366808770198,18.697647794760787,15.645019329721224,1.0900242072024602,0.28598932574826147,0.052073569074870915,0.007230931808704964
