Time,mRNA,Hsp70,HSF,S,Hsp70_HSF,Hsp70_S,HSF_3,HSE,HSF_3_HSE,k_1,l_1,k_2,l_2,k_3,l_3,k_4,k_6,l_6,k_10,l_10,k_8,k_7,l_7,Temperature,V_den,F_T,F_T_Scale,compartment,Hsp70_Substrate_Association,Hsp70_Substrate_Dissociation,Hsp70_S_Association,Hsp70_S_Dissociation,Trimer_Formation,Trimer_Dissociation,Hsp70_Synthesis,Hsp70_S_Substrate_Refolding,Hsp70_Degradation,Hsp70_S_Formation,Hsp70_S_Substrate_Dissociation,HSF_HSE_Association,HSF_HSE_Dissociation,mRNA_Transcription,Protein_Denaturation
157.0,9.850516921888355,5.424851399822676,0.29574709524103804,0.3463907054618404,47.92759831595837,55.367068875704355,0.8821121848325197,10.289934021899002,9.71009597810097,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6738412983169709,0.23963799157979185,0.7892296034322962,0.2768353443785218,0.0005949620972317571,0.02751563324396367,0.34476809226609245,0.775138964259861,0.07052306819769479,0.3818385156104003,0.005894873925120018,0.31769066636439325,0.339853359233534,0.339853359233534,0.8850178724594877
158.0,9.845302435477574,5.500058553449518,0.2908181265121736,0.34310467073372203,48.01368110671227,55.47944537056581,0.8773494408203854,10.312222551895214,9.687807448104758,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6717970241730067,0.24006840553356135,0.7925802271789452,0.2773972268528291,0.0005657079122453414,0.0277464714540028,0.3445855852417151,0.7767122351879214,0.07150076119484373,0.3788955196771462,0.005808394210536876,0.3166597941332222,0.33907326068366656,0.33907326068366656,0.8850178724594877
159.0,9.839496391232702,5.5751200817903905,0.2860537529217825,0.3398859651133928,48.10036901638396,55.59019270069264,0.8725780498848057,10.334759006320068,9.665270993679904,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6698092894020091,0.2405018450819198,0.7958601292414014,0.2779509635034632,0.0005383575224278483,0.027972182600843096,0.3443823736931446,0.7782626978096969,0.07247656106327507,0.3760187279452119,0.005724641969164155,0.3156259350917469,0.3382844847787967,0.3382844847787967,0.8850178724594877
160.0,9.833110704572727,5.650009087361405,0.2814480538742887,0.33673366160583007,48.18764695303851,55.699334432343576,0.8677993433239107,10.35753771229486,9.642492287705112,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6678773060441635,0.24093823476519255,0.7990702641992364,0.27849667216171786,0.0005127699734104178,0.028192676510771543,0.34415887466004547,0.7797906820528101,0.07345011813569827,0.3732072644613106,0.005643528940107453,0.31458925488137424,0.33748723006967896,0.33748723006967896,0.8850178724594877
161.0,9.826157074971324,5.724699735044094,0.27699528097395293,0.3336467889301451,48.27549980419361,55.80689384676898,0.8630146336353458,10.380553028691214,9.619476971308758,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6660002208720222,0.24137749902096806,0.8022116273584201,0.2790344692338449,0.0004888154754813089,0.028407872955940782,0.34391549762399637,0.7812965138547657,0.07442109655557322,0.37046020635434207,0.005564968646892962,0.31354992091458794,0.33668169399580655,0.33668169399580655,0.8850178724594877
162.0,9.818646996221112,5.799167231110745,0.2726898590928358,0.3306243379021748,48.36391242592244,55.9128939452911,0.8582252133586239,10.403799341697068,9.596230658302904,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6641771199450995,0.24181956212961223,0.805285246991391,0.27956446972645554,0.00046637450227035956,0.028617701321778568,0.34365264486773894,0.7827805152340754,0.07538917400443969,0.36777659005612556,0.005488876501709076,0.31250810184188976,0.3358680730406017,0.3358680730406017,0.8850178724594877
163.0,9.810591762959689,5.873387807347992,0.26852638781024163,0.32766526742508584,48.45286963943541,56.01735744800744,0.8534323536504234,10.427271062732325,9.572758937267647,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6624070370886661,0.24226434819717707,0.8082921783660857,0.2800867872400372,0.00044533696538202026,0.028822100286878503,0.3433707117035891,0.7842430042721041,0.0763540414955239,0.3651554172221238,0.0054151699140678865,0.311463966982651,0.3350465628043677,0.3350465628043677,0.8850178724594877
164.0,9.802002466195018,5.947338724550308,0.2644996469816908,0.3247685112519903,48.54235624513361,56.12030677079906,0.8486373017750429,10.450962632480163,9.54906736751981,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6606889771121202,0.24271178122566806,0.8112335042630759,0.28060153385399533,0.00042560147676708204,0.029021017555681445,0.3430700863168257,0.7856842947911868,0.077315403419154,0.3625956617191033,0.005343768478576996,0.3104176855282918,0.33421735786319334,0.33421735786319334,0.8850178724594877
165.0,9.792890006130152,6.02099823664974,0.2606045927667067,0.32193298258391184,48.63235701557275,56.221764038066006,0.8438412807024026,10.47486851681558,9.525161483184393,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6590219132746892,0.24316178507786376,0.8141103265919925,0.28110882019033,0.0004070746252354859,0.02921440946294819,0.3427511502145554,0.7871046965329241,0.07827297707644662,0.3600962741145062,0.005274593971835785,0.3093694262546628,0.3333806519114538,0.3333806519114538,0.8850178724594877
166.0,9.783265105913312,6.09434555330896,0.25683635275190486,0.3191575779574911,48.72285668745197,56.32175109854784,0.8390454889513856,10.498983202352706,9.501046797647266,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6574047834150983,0.24361428343725988,0.8169237577326394,0.2816087554927392,0.0003896703109372504,0.029402240581535212,0.34241427870696595,0.7885045153796698,0.07922649219301647,0.35765618542535377,0.005207570327790583,0.30831935730786436,0.33253663791765437,0.33253663791765437,0.8850178724594877
167.0,9.773138303225014,6.1673608434172715,0.2531902303063135,0.31644118310510816,48.813839986563224,56.4202894966376,0.8342510981050985,10.523301203728307,9.476728796271665,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6558365151773227,0.24406919993281612,0.8196749240093731,0.282101447483188,0.0003733091780504317,0.029584483447179656,0.34205984061287553,0.7898840529529264,0.08017569096442452,0.35527431337678456,0.005142623792976919,0.30726764547153657,0.3316855078695083,0.3316855078695083,0.8850178724594877
168.0,9.762519958327198,6.240025203501339,0.24966170043828373,0.3137826765729109,48.90529163099369,56.51740047808727,0.8294592523272851,10.547817062804638,9.452212937195334,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6543160272952344,0.24452645815496846,0.8223649602995707,0.2825870023904363,0.0003579180564533394,0.029761118178847905,0.341688198541452,0.7912436066932218,0.0811203276455174,0.35294956605069555,0.005079682910775866,0.3062144559109621,0.33082745280183673,0.33082745280183673,0.8850178724594877
169.0,9.751420270628099,6.312320611878983,0.24624640187222985,0.3111809321631574,48.99719632133785,56.61310501396036,0.8246710689335108,10.572525343336906,9.427504656663066,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.652842220018427,0.24498598160668927,0.8249950010892297,0.2830655250698018,0.00034342943554481465,0.029932132072083322,0.3412997094719835,0.7925834701954451,0.08206016795442678,0.3506808441670682,0.005018678427060876,0.30515995216756986,0.32996266298320737,0.32996266298320737,0.8850178724594877
170.0,9.739849271248259,6.384229924196327,0.24294013870337888,0.3086348233845881,49.08953876746521,56.70742377629506,0.8198876364568413,10.597420638513071,9.4026093614869,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6514139953853774,0.24544769383732604,0.8275661835423929,0.2835371188814753,0.00032978102334792377,0.030097519303091597,0.34089472449368907,0.7939039328681309,0.08299498901455225,0.3484670459331328,0.004959543383180787,0.3041042955947301,0.3290913276520416,0.3290913276520416,0.8850178724594877
171.0,9.727816827091571,6.455736846639035,0.23973887670789562,0.306143226561072,49.1823036987693,56.8003771378029,0.8151100141338179,10.622497572626255,9.377532427373717,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6500302619727061,0.24591151849384651,0.8300796453848953,0.28400188568901447,0.00031691532032813833,0.030257280575771883,0.340473588948205,0.7952052799292406,0.08392457900630745,0.34630707031309893,0.004902213100176613,0.3030476451295942,0.32821363495808015,0.32821363495808015,0.8850178724594877
172.0,9.715332659839484,6.526825885318561,0.23663873324366996,0.30370502167866537,49.275475850965826,56.89198520340265,0.8103392330768917,10.647750794480093,9.35227920551988,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6486899200335872,0.24637737925482914,0.8325365147372901,0.28445992601701325,0.00030477920472747236,0.030411422723428824,0.340036643094382,0.796487792847637,0.08484873650914129,0.34419981761551494,0.004846625031690295,0.3019901574477502,0.3273297721931958,0.3273297721931958,0.8850178724594877
173.0,9.702406333151462,6.597482346725424,0.23363597985133147,0.3013190966909216,49.36904000240962,56.9822677765958,0.8055762941776893,10.673174988264712,9.32685501173526,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6473918861042035,0.2468452000120481,0.8349379168828347,0.284911338882979,0.000293323602586841,0.0305599584337223,0.3395842216603012,0.7977517488723412,0.08576727050743051,0.34214419437455296,0.004792718867808928,0.30093198639547014,0.32643992541073413,0.32643992541073413,0.8850178724594877
174.0,9.689047263098674,6.66769229973036,0.2307270350319694,0.298984348832225,49.462980974308664,57.07124437454554,0.800822168607005,10.698764871720593,9.301265128279379,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6461350874253574,0.2473149048715433,0.8372849689883796,0.28535622187272774,0.00028250314797261395,0.030702905890677194,0.3391166542084536,0.7989974212436376,0.08667999989649468,0.34013911463180146,0.004740436440044588,0.29987328300957056,0.3255442794897783,0.3255442794897783,0.8850178724594877
175.0,9.67526473143277,6.737442535756639,0.22790845625592765,0.29669968527536966,49.55728362517284,57.158934249762275,0.7960777986442393,10.724515192453874,9.275514807546099,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6449184535236736,0.24778641812586422,0.8395787735663509,0.28579467124881136,0.00027227586993112154,0.030840288428553936,0.33863426560014703,0.8002250794966719,0.0875867529648363,0.3381835004578933,0.004689721607795061,0.29881419560773836,0.32464301826411346,0.32464301826411346,0.8850178724594877
176.0,9.661067869406018,6.806720570161101,0.2251769426027508,0.2944640270928231,49.65193289325604,57.245356351199916,0.791344095633624,10.75042074091993,9.249609259080042,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6437409413988544,0.2482596644662802,0.8418204271617817,0.2862267817559996,0.0002626029438239797,0.0309721342694933,0.3381373754292107,0.8014349889167989,0.0884873674120943,0.3362762865918879,0.0046405203556925375,0.29775486926164824,0.3237363240678015,0.3237363240678015,0.8850178724594877
177.0,9.646465682524545,6.875514586735632,0.22252932233483466,0.29227630804598587,49.74691377139188,57.330529370950174,0.7866219421402719,10.776476340049225,9.223553659950747,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6426015127096114,0.2487345688569594,0.8440110081175134,0.2866526468547509,0.00025344841065553364,0.031098476165232574,0.3376262988883591,0.8026274111933025,0.08938168962756322,0.33441641875704187,0.004592780586005356,0.2966954461813374,0.3228243780982762,0.3228243780982762,0.8850178724594877
178.0,9.631467038320508,6.943813433013832,0.21996255380659624,0.2901354776732941,49.842211342338615,57.41447171458381,0.7819121905042169,10.802676855886,9.197353144113972,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6414991530705537,0.24921105671169308,0.8461515834499159,0.2870723585729191,0.00024477896597696126,0.0312193511381976,0.3371013463412178,0.8038026040041734,0.09026957462917981,0.3326028573103619,0.004546452176566718,0.29563606532932607,0.32190736004398907,0.32190736004398907,0.8850178724594877
179.0,9.616080675052732,7.0116065873645175,0.2174737187471547,0.2880405015550331,49.937810779052526,57.4972015155784,0.7772156635478783,10.829017196147817,9.171012803852156,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6404328667574075,0.24968905389526264,0.8482432048150408,0.287486007577892,0.00023656374053162508,0.03133480018142733,0.33656282362684564,0.8049608212180976,0.09115088563573873,0.3308345774572484,0.0045014868832130555,0.2945768624986394,0.3209854481348255,0.3209854481348255,0.8850178724594877
180.0,9.60031521028603,7.078884128431065,0.2150600159446876,0.2859903615762074,50.03369734407185,57.578736649787835,0.7725331552849172,10.855492308623807,9.144537691376165,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.639401672083012,0.25016848672035924,0.8502869052073518,0.28789368324893916,0.00022877410079534018,0.031444867976890736,0.3360110323600111,0.8061023130970297,0.09202549366960384,0.3291105694717896,0.0044578382479122025,0.2935179703873305,0.3200588191981658,0.3200588191981658,0.8850178724594877
181.0,9.58417912932199,7.145636727321036,0.21271876128058534,0.28398405825010253,50.12985642302832,57.65909470871668,0.7678654298594563,10.882097191295804,9.117932808704168,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6384046171426503,0.2506492821151416,0.8522837049743559,0.2882954735435834,0.00022138348610796445,0.031549602649152346,0.3354462695262697,0.8072273259220335,0.09289327745517346,0.32742984152965066,0.00441546163307934,0.29245951831483574,0.3191276483046459,0.3191276483046459,0.8850178724594877
182.0,9.567680807498602,7.2118556030843175,0.21044737716164177,0.28202060905109017,50.22627349915848,57.73829304326952,0.7632132236014272,10.908826882374841,9.091203117625131,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6374407603777856,0.2511313674957924,0.8542346020195497,0.28869146521634764,0.0002143672261448461,0.03164905548712348,0.3348688282624511,0.8083361026057734,0.09375412284009613,0.325791417579784,0.004374314039788683,0.29140163257125234,0.3181921091168796,0.3181921091168796,0.8850178724594877
183.0,9.550828490652485,7.277532523149179,0.20824339490589322,0.280099051393803,50.3229341996185,57.816348721318796,0.758577243423461,10.93567647493163,9.064353525068341,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.636509193246627,0.25161467099809254,0.8561405816130865,0.289081743606594,0.00020770241292701066,0.03174328072192676,0.334278997172837,0.8094288820984632,0.09460792280093933,0.32419434105131584,0.004334354185964553,0.290344436036355,0.317252373377392,0.317252373377392,0.8850178724594877
184.0,9.533630319999071,7.342659759120898,0.20610444381704104,0.2782184404137734,50.41982426386498,57.89327857747469,0.7539581691187439,10.962641105012791,9.037388894987181,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6356090184323802,0.25209912131932494,0.8580026056020674,0.28946639288737347,0.0002013677433493555,0.03183233527357985,0.33367706119996754,0.8105059000846456,0.09545457686857167,0.32263767207046806,0.004295542313503958,0.28928804856844653,0.31630861132455135,0.31630861132455135,0.8850178724594877
185.0,9.516094312714737,7.407230086218103,0.2040282533418363,0.2763778516914498,50.5169295888516,57.96909917163577,0.7493566519499802,10.989715966014492,9.01031403398548,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6347393709687152,0.252584647944258,0.8598216220495574,0.28984549585817887,0.00019534341282080069,0.03191627854138148,0.3330633009450158,0.8115673884029008,0.09629399112083534,0.3211204908977459,0.0042578402586438725,0.28823258667608526,0.31536099118949185,0.31536099118949185,0.8850178724594877
186.0,9.498228384203362,7.471236744766903,0.20201264339499034,0.27457637914056726,50.614236200378514,58.043826833901,0.7447733167156975,11.016896297973563,8.983133702026409,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6338993993808608,0.2530711810018926,0.8615985558936229,0.290219134169505,0.00018961098340326536,0.031995172179617365,0.33243799344711766,0.812613575674614,0.09712607768196974,0.3196418953039032,0.00422121128093187,0.2871781638514131,0.31440967957092436,0.31440967957092436,0.8850178724594877
187.0,9.48004033183039,7.534673436155633,0.20005552549890618,0.2728131371656254,50.71173029174276,58.117477630278174,0.7402087607580717,11.04417739983866,8.955852600161313,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6330882825677611,0.2535586514587138,0.8633343170071707,0.2905873881513909,0.00018415329292743662,0.03206907989963776,0.3318014116140637,0.8136446868238945,0.09795075467002323,0.3182010033357106,0.004185620110078642,0.28612489033544075,0.31345484100564597,0.31345484100564597,0.8850178724594877
188.0,9.461537853115153,7.597534290751517,0.19815489469067454,0.2710872588632764,50.809398200821775,58.19006739963764,0.7356635556870357,11.071554620857885,8.928475379142087,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6323052150629153,0.2540469910041089,0.8650297928998217,0.29095033699818823,0.00017895434577943915,0.032138067272033534,0.3311538248590304,0.814660943594927,0.09876794577976972,0.3167969511033296,0.004151032803942642,0.28507287337772397,0.3124966382699731,0.3124966382699731,0.8850178724594877
189.0,9.442728533183166,7.65981386062482,0.19630882962970642,0.26939789759114535,50.90722644106056,58.2616117276346,0.7311382468067382,11.099023370370196,8.901006629629778,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6315494195474778,0.2545361322053028,0.8666858549965731,0.291308058638173,0.00017399923447375322,0.0322022015423083,0.3304954986614108,0.8156625641868844,0.09957758018812266,0.3154288948346158,0.004117416771813238,0.28402221708978187,0.31153523203704225,0.31153523203704225,0.8850178724594877
190.0,9.42361985888173,7.721507093117547,0.1945154859716547,0.267744225506413,51.005201684492526,58.33212597564517,0.726633354518033,11.126579111339462,8.87345088866051,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6308201359535621,0.25502600842246265,0.8683033532833936,0.29166062987822583,0.00016927404942789097,0.03226155145578904,0.3298266950608606,0.8166497636590324,0.10037959221052811,0.31409600910169544,0.004084740659488465,0.2829730226394004,0.3105707811031179,0.3105707811031179,0.8850178724594877
191.0,9.404219209825127,7.782609321155456,0.19277309560712919,0.2661254345978181,51.10331078523448,58.40162526253239,0.7221493741061676,11.15421736772007,8.845812632279902,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6301166301108149,0.2555165539261724,0.869883120916961,0.292008126312662,0.00016476581100571564,0.032316187088565124,0.3291476723438795,0.8176227536754535,0.10117392117502093,0.31279748821848147,0.00405297435252452,0.28192538817601176,0.30960344212979657,0.30960344212979657,0.8850178724594877
192.0,9.38453386817546,7.843116241359174,0.1910799612889403,0.26454073530534605,51.2015407692254,58.47012448530281,0.7176867768288937,11.18193372033371,8.818096279666262,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6294381860690993,0.25600770384612703,0.8714259697812723,0.29235062242651405,0.00016046239495269733,0.03236617968944362,0.32845868538614115,0.8185817427942393,0.10196051113766925,0.3115325446087235,0.004022088884356025,0.28087940896612174,0.30863336978831923,0.30863336978831923,0.8850178724594877
193.0,9.364571013264419,7.903023903710518,0.18943445539130752,0.2629893579493986,51.29987884998509,58.53763830767698,0.7132460100219058,11.209723811814074,8.790306188185898,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6287841122404326,0.25649939424992546,0.872932696564143,0.2926881915383849,0.00015635247388550658,0.03241160153196832,0.32775998546425467,0.8195269363074777,0.10273931074823674,0.3103004106377088,0.0039920564277749265,0.2798351773778378,0.30766071658650646,0.30766071658650646,0.8850178724594877
194.0,9.344337731365949,7.962328691667402,0.1878350151582207,0.26147055083119164,51.398312417053766,58.60418118141394,0.7088274981656417,11.237583342236336,8.762446657763636,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6281537348075145,0.25699156208526885,0.8744040769418963,0.2930209059070697,0.0001524254545214224,0.03245252577500089,0.32705182059780824,0.8204585365397952,0.10351027299167621,0.30910033636805667,0.00396285021379656,0.27879278300668453,0.3066856330217273,0.3066856330217273,0.8850178724594877
195.0,9.323841004948205,8.02102731288898,0.18628014181584857,0.25998358093853946,51.49682906121736,58.66976732545085,0.704431642725634,11.26550807707007,8.734521922929902,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6275464042485767,0.2574841453060868,0.8758408695164974,0.29334883662725425,0.00014867142896277352,0.032489026316601985,0.3263344351731872,0.8213767425563119,0.10427335506755675,0.3079315906052481,0.003934444527967616,0.2777523126304279,0.30570826730254663,0.30570826730254663,0.8850178724594877
196.0,9.30308772762855,8.079116781471184,0.18476839581752827,0.2585277335781449,51.59541655196698,58.73441075584512,0.7000588235089378,11.293493839437142,8.706536160562832,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6269614878806592,0.2579770827598349,0.8772438153472988,0.2936720537792256,0.0001450811203681996,0.032521177686911186,0.3256080704669993,0.8222817505818317,0.10502851815912538,0.3067934603966075,0.003906814627672301,0.2767138503689631,0.30472876561969914,0.30472876561969914,0.8850178724594877
197.0,9.282084696016382,8.136594406779212,0.18329839535391498,0.25710231135478223,51.69406285740858,58.7981252718094,0.6957093986829745,11.321536516270507,8.678493483729465,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6263983733314731,0.2584703142870429,0.878613635986518,0.293990626359047,0.0001416458402949827,0.032549054911888815,0.3248729643605734,0.8231737538053315,0.10577572728812974,0.30568525001106034,0.0038799367243708104,0.2756774776665663,0.3037472719305313,0.3037472719305313,0.8850178724594877
198.0,9.260838610937505,8.193457782195024,0.18186881414739076,0.255706635160556,51.79275614574977,58.86092445793277,0.6913837053679458,11.349632058667039,8.650397941332935,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6258564692580981,0.25896378072874887,0.8799510383223675,0.29430462228966386,0.00013835744745529065,0.0325727334070715,0.3241293513828127,0.8240529424110588,0.10651495116853531,0.3046062821935802,0.003853787951082018,0.2746432733549416,0.30276392794665274,0.30276392794665274,0.8850178724594877
199.0,9.239356084009357,8.24970477084693,0.18047837815524045,0.25434004264229804,51.891484777175016,58.922821699263956,0.6870820604818293,11.37777647892529,8.622253521074683,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6253352016668415,0.25945742388587506,0.8812567105455028,0.2946141084963198,0.00013520830698486502,0.032592288875841646,0.32337746294032754,0.8249195037896954,0.10724616202101009,0.30355589637297364,0.0038283463067808844,0.27361131373945885,0.30177887323761393,0.30177887323761393,0.8850178724594877
200.0,9.2176436343758,8.305333494797617,0.17912586348332074,0.25300188797248174,51.99023731356767,58.983830176185805,0.6828047610709838,11.40596585342136,8.594064146578612,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.624834014184479,0.25995118656783833,0.8825313228584525,0.294919150880929,0.00013219125534463035,0.03260779720204822,0.32261752720315306,0.8257736224666012,0.10796933543236902,0.3025334485188097,0.00380359062427062,0.27258167262652105,0.30079224513025143,0.30079224513025143,0.8850178724594877
201.0,9.195707691331704,8.360342325850928,0.177810094758847,0.25169154265941546,52.089002515921585,59.04396286962777,0.6785520849565153,11.43419632185004,8.565833678149932,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6243523696939001,0.26044501257960795,0.8837755320047747,0.2952198143481389,0.00012929956870194674,0.03261933436789901,0.3218497691966097,0.8266154801747888,0.10868445023606206,0.30153831217291693,0.0037795005478030884,0.2715544213897712,0.2998041787352477,0.2998041787352477,0.8850178724594877
