APC_PS_VIIIa_l,APC_PS_Va_l,APC_PS_l,APC_f,APC_l,AT_XIa_l,AT_f,II_f,II_l,IIa_AT_f,IIa_TM_PC_l,IIa_TM_l,IIa_f,IX_f,IX_l,IXa_AT_f,IXa_VIIIa_X_l,IXa_VIIIa_l,IXa_f,IXa_l,LIPID,PC_f,PC_l,PS_f,PS_l,TFPI_Xa_TF_VIIa_l,TFPI_Xa_l,TFPI_f,TF_VII_Xa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VIIa_l,TF_l,TM_l,VIII_IIa_l,VIII_Xa_l,VIII_f,VIII_l,VIII_mIIa_l,VIIIa_f,VIIIa_l,VIIIai_f,VIIIai_l,VII_Xa_l,VII_f,VII_l,VIIa_f,VIIa_l,V_IIa_l,V_Xa_l,V_f,V_l,V_mIIa_l,Va_f,Va_l,Vai_f,Vai_l,XI_IIa_l,XI_f,XIa_IX_l,XIa_l,X_f,X_l,Xa_AT_f,Xa_Va_II_l,Xa_Va_l,Xa_Va_mIIa_l,Xa_f,Xa_l,alpha2M_IIa_l,alpha2M_Xa_l,alpha2M_l,mIIa_AT_l,mIIa_f,mIIa_l,Time
0.0,0.0,0.0,0.0,0.0,0.0,3400.0,1400.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,170000.0,60.0,0.0,300.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,0.0,0.0,0.0,0.0
1.0837247064336942e-82,5.795917796337696e-81,6.790958000704539e-56,2.3889540311540384e-56,1.3217738435239998e-53,6.435686291316773e-56,3400.0,1313.2582865482173,86.74171345178358,1.4363145985546423e-49,6.858622277706358e-51,6.176551555136458e-48,1.0811551236706797e-44,42.6361790234551,47.36382097550178,3.746162134849473e-22,3.0409289759831804e-42,2.1078052153007277e-39,1.4693117877005601e-16,7.860526438601812e-13,133850.79251864797,30.01173095835786,29.988269041642134,142.18201343917664,157.81798656082358,4.699200629797425e-32,6.410309545397842e-21,2.5,1.1168335274822217e-24,7.636670285896784e-07,1.0423878851708816e-09,0.0,4.579447492516598e-09,1.4885063886402056e-11,7.590160224223426e-07,0.004998471680228545,1.0,1.6521127873796927e-49,1.3139180021736549e-18,0.3315894284526324,0.3684105715473679,7.28244841351917e-49,1.2132988298169151e-26,3.6164170597897325e-23,4.019811398995648e-90,2.306635446667614e-86,8.75413382844267e-18,4.750460322487291,5.249538913846738,0.04740050457876448,0.05259873076954652,4.7386712101580635e-48,3.7582105051982903e-17,9.476151801579233,10.523848198420756,2.0878740034803566e-47,3.263805191068657e-25,1.9339783085706017e-21,1.0844163276123258e-88,1.233737030364278e-84,1.8436989014209175e-47,30.0,2.2987913048908104e-54,1.4816704819219568e-50,146.6141131601755,23.385886835230185,1.2532159934517395e-21,1.6431248738978615e-40,3.5185318933986327e-38,1.2328018126887477e-42,1.2279490974768986e-16,2.6153255128062312e-14,4.0203448844221757e-50,5.833383908138535e-22,2600.0,1.6243035483341387e-52,1.244220831289634e-47,4.76674917988831e-44,0.01
5.825604038694438e-73,3.1191961440934175e-71,9.341851591888181e-49,1.7030332475282818e-49,5.297652350339117e-47,1.4836099721527151e-49,3400.0,1246.3937309818343,153.60626901816687,9.464611115354335e-44,1.5024162104406186e-44,4.0585230163670545e-42,3.6966074007696237e-39,23.017301851154826,66.982698138853,3.150854430719714e-20,1.312915204619849e-37,2.565428464249e-35,5.894012559933372e-15,1.6151602656246312e-11,115287.1363012076,19.335870787147496,40.664129212852494,76.88371639956846,223.1162836004318,5.649211803704899e-29,1.2140996911382874e-18,2.5,3.153988716487308e-22,2.379573605978941e-06,9.976067305372217e-09,0.0,4.776153104662673e-08,3.3029872417791833e-10,2.3271117802695387e-06,0.0049952352467166755,1.0,1.8324740614230474e-43,1.8148021420678715e-16,0.1789577931266432,0.521042206873357,8.092787200743791e-43,6.963026966952171e-24,1.0481744840148282e-20,3.96619415519041e-80,1.7094273642147397e-76,1.1253595704833091e-15,2.591445781986878,7.408551838437135,0.025644766141007552,0.07435284867694922,5.274006094023255e-42,5.197435263494118e-15,5.118707266365693,14.88129273363429,2.327252365472608e-41,1.8637029071984995e-22,5.612479193384628e-19,1.0703491894091227e-78,9.153440271376017e-75,1.208002112151114e-41,30.0,1.0721466917246421e-47,1.8393400238809872e-44,130.12598738475145,39.87401256715546,2.3735667453610803e-19,1.5254717035166193e-35,9.338514921209372e-34,2.164501470980833e-37,1.1282930872603864e-14,1.2051499185879194e-12,2.6492107591853926e-44,1.1048315796821402e-19,2600.0,1.9863052202110293e-46,8.023578908367118e-42,1.6328587607555787e-38,0.02
2.6941117791717825e-67,1.4443594296774858e-65,1.052741509681047e-44,1.3676547787672187e-45,2.952703701438798e-43,6.544171160360571e-46,3400.0,1191.0743207766525,208.9256792233486,1.9668099123541038e-40,5.767426413845924e-41,8.405340332835199e-39,5.147978900805427e-36,13.407362089200335,76.59263787762417,3.770635388319769e-19,5.214958308025194e-35,4.937142377462554e-33,4.530192835431532e-14,8.480104553914166e-11,103585.77859021928,15.065653406107854,44.93434659389214,44.942892242013215,255.05710775798707,3.0858867855148598e-27,2.3826617905704673e-17,2.5,7.21338979557635e-21,4.3742940968541704e-06,3.3090721479557506e-08,0.0,1.6640060083629502e-07,1.818531225578963e-09,4.187229417642175e-06,0.0049912371666319625,1.0,4.856897204570646e-40,2.7694128708205325e-15,0.10417575751635676,0.595824242483641,2.148863171518723e-39,2.4593004889182497e-22,2.491999315468518e-19,3.7133567370236785e-74,1.1298775787996254e-70,1.598097219523815e-14,1.5432836975613538,8.456711928140866,0.015007579306990928,0.08498803215009194,1.4029109262967668e-38,7.94224044708172e-14,2.9853386408051676,17.01466135919474,6.199354242642444e-38,6.557817268464292e-21,1.3361417080536233e-17,1.0031048399890618e-72,6.057913713481149e-69,2.496173236710733e-38,30.0,6.302689607190612e-44,5.586769552509604e-41,117.51975171303009,52.48024811874025,4.658109358687527e-18,9.560357663817423e-33,2.862900610458626e-31,1.9945976384335042e-34,1.4372269262380978e-13,1.0257391947097469e-11,5.505238321549254e-41,2.1682248165757794e-18,2600.0,5.9912047875494265e-43,1.6442876627988929e-38,2.2782562911214066e-35,0.03
1.9333528087844785e-63,1.0380259472673033e-61,5.655542773399546e-42,6.735362600557624e-43,1.0853380073463875e-40,2.330762078024059e-43,3400.0,1143.6132109874072,256.38678901259397,3.841892472433714e-38,1.5829823071988958e-38,1.6368496276078317e-36,7.382568717839898e-34,8.236367594500171,81.76363233235492,2.067731952110121e-18,3.089056816217609e-33,1.8103453382399044e-31,1.807114847092484e-13,2.599734565513865e-10,95255.5194815763,13.357689086647001,46.642310913352986,27.78584291497896,272.2141570850213,4.850061934445544e-26,1.8664463993798016e-16,2.5,6.030066668241348e-20,6.559997298331593e-06,7.288482680276849e-08,0.0,3.759523461037314e-07,5.735172237636354e-09,6.131872039354223e-06,0.00498685355831717,1.0,1.010234838528784e-37,1.7618108239830882e-14,0.06392407443630839,0.6360759255636744,4.478307836986921e-37,2.8426182925602795e-21,2.1814969412208787e-18,5.1833830056219295e-70,1.1429798671071658e-66,9.46945799567973e-14,0.9855964922382608,9.01439694776063,0.009296966548600218,0.09069644700333611,2.9296815652361298e-36,5.059977043536056e-13,1.838103585224709,18.161896414774777,1.2965379567321563e-35,7.557219907961113e-20,1.1713087143096423e-16,1.399781585932197e-68,6.1375857072502734e-65,4.8454521918867154e-36,30.0,2.4082212120222567e-41,1.4714277408207363e-38,107.46516311378204,62.534836504484716,3.648908629103322e-17,7.692155492295826e-31,1.456556959975155e-29,2.1002849392480408e-32,8.243885491810982e-13,4.423748582743539e-11,1.0753725377150607e-38,1.6984689782526968e-17,2600.0,1.5629048791460975e-40,3.158326501544803e-36,3.2739017838102335e-33,0.04
1.2130119888568595e-60,6.521187269575826e-59,6.264539558434319e-40,7.105310801158019e-41,9.209749826483645e-39,1.9792480501174407e-41,3400.0,1102.014504048701,297.9854959512999,2.0507555733740117e-36,1.0781833795562702e-36,8.711528038352196e-35,3.09386444270299e-32,5.278648222918877,84.72135164674498,7.460685007436803e-18,6.637941570437111e-32,2.7196328497383146e-30,5.083784021280427e-13,5.993196708889027e-10,88841.05092378634,12.781633820960696,47.21836617903929,17.994252646707835,282.00574735329246,3.890610768955848e-25,8.885408710647138e-16,2.4999999999999996,2.9371623876788247e-19,8.849000722499454e-06,1.297363905116545e-07,0.0,6.754046980096604e-07,1.342076171932995e-08,8.072104394193934e-06,0.004982260333033065,1.0,5.5495032349274646e-36,7.028093843975603e-14,0.040891740804571405,0.6591082591953588,2.464860483280645e-35,1.8014551011726374e-20,1.1173598508944785e-17,4.417496823999178e-67,8.385506867904532e-64,3.5240183500223085e-13,0.6712254817529876,9.32876566924214,0.006040219662644805,0.09395088966741114,1.6158091908111172e-34,2.0215824059581195e-12,1.1824223202845228,18.817577679713448,7.16154990728238e-34,4.777638949475978e-19,6.008194776154012e-16,1.1931754852176356e-65,4.508368590541039e-62,2.570063841229865e-34,30.0,2.1168194903429155e-39,9.895173384749821e-37,99.24089073606852,70.75910857496822,1.7371009870217067e-16,2.065421885344348e-29,2.796431174003949e-28,6.9071007401055305e-31,3.072381937320447e-12,1.3226077528819645e-10,5.740208090143432e-37,8.085738609666253e-17,2600.0,1.0422485557473971e-38,1.659845739361618e-34,1.3748903909192055e-31,0.05
2.3343943688124913e-58,1.2567710392643955e-56,2.7021924454665676e-38,2.955610893891974e-39,3.1971348178090366e-37,6.957544622489254e-40,3400.0,1065.0464908885913,334.9535091114096,4.906106025712743e-35,3.126963046854624e-35,2.07801618966522e-33,6.0594668245926664e-31,3.5114080178942486,86.48859177785921,2.0765124536650695e-17,7.629330098954533e-31,2.3539122615894116e-29,1.1534289890111355e-12,1.1599173730239053e-09,83636.49506733725,12.734505872810013,47.265494127189974,12.160986433640879,287.8390135663595,2.0529392419924014e-24,3.0971204736724493e-15,2.4999999999999973,1.0235465673589237e-18,1.1196227497942077e-05,2.0308553903182463e-07,0.0,1.0548725700043134e-06,2.611281457426875e-08,9.971584352504136e-06,0.004977548117225942,1.0,1.3474875957257874e-34,2.101698506504681e-13,0.027122780550601258,0.672877219449189,5.996929462254886e-34,7.858487423075356e-20,4.104352145690127e-17,1.1901736922211098e-64,1.9247199494196242e-61,9.850128256753813e-13,0.4870013095441554,9.51298749422347,0.004101859464863403,0.09588688487625487,3.9394604584128475e-33,6.055001438369955e-12,0.7910581622489284,19.208941837745,1.7487203434120033e-32,2.0800583197811097e-18,2.2102811355202966e-15,3.216194067453216e-63,1.0362644243727226e-59,6.1085777003397416e-33,30.0,7.610431106065226e-38,2.8637632352858883e-35,92.40227534861984,77.59772357006399,6.054885759784086e-16,2.822071838352132e-28,2.9381107990106992e-27,1.108057777715153e-29,8.749203423584263e-12,3.148024668292651e-10,1.3732533445496868e-35,2.8183867219455336e-16,2600.0,2.9956655346552925e-37,3.915643538649126e-33,2.6985239751967357e-30,0.06
1.8454877719725775e-56,9.950125441863848e-55,6.159873537759063e-37,6.559384617402503e-38,6.072499969716465e-36,1.3468883677230322e-38,3400.0,1031.8756995662736,368.12430043372734,6.81564325757146e-34,5.095527708107761e-34,2.878434367502851e-32,7.07948968439495e-30,2.41991342622196,87.58008627975279,4.847664674256379e-17,5.733083209981067e-30,1.401844843331478e-28,2.264354944181431e-12,1.996218611771789e-09,79260.76635468363,12.941507699571273,47.05849230042872,8.572465069225343,291.427534930775,8.148266848012967e-24,8.725210843552561e-15,2.499999999999991,2.8435215772419756e-18,1.357695955188836e-05,2.920268474009692e-07,0.0,1.5009591020398923e-06,4.485761432622669e-08,1.1818475347579821e-05,0.004972766721536761,1.0,1.8827722381848168e-33,5.173794556615634e-13,0.018612806611604985,0.6813871933878779,8.396376758793088e-33,2.660495395376e-19,1.2033995400273687e-16,1.2841462384618698e-62,1.7872484253575664e-59,2.2712636011052492e-12,0.37620547498226126,9.623780948051785,0.0029109264243009237,0.097075417253419,5.527701494201575e-32,1.4930152797296698e-11,0.5496775712567887,19.450322428728263,2.457603586094012e-31,7.03089353182954e-18,6.4905198928953716e-15,3.4715245512932494e-61,9.636444719208257e-58,8.429274434887773e-32,30.0,1.4934056108221774e-36,4.68538769021709e-34,86.650671006249,83.34932744725411,1.7057838015759532e-15,2.4317207792647576e-27,2.0481033832083123e-26,1.0898592809840924e-28,2.0744272050203696e-11,6.417607955793184e-10,1.9077461533982644e-34,7.939965521402135e-16,2600.0,4.872351141230198e-36,5.367944314251521e-32,3.159703613490639e-29,0.07
7.634133756430809e-55,4.1221635633826665e-53,8.820954797805541e-36,9.197967947469765e-37,7.428340569513982e-35,1.685345616242517e-37,3400.0,1001.8991580977226,398.10084190227803,6.369953805262498e-33,5.456591408934434e-33,2.6824323325729385e-31,5.68096423569249e-29,1.7279405330345217,88.27205906821955,9.97265096512275e-17,3.1709296594350305e-29,6.378667360772889e-28,4.0083917584691936e-12,3.159405980584038e-09,75490.15269491379,13.270640715415503,46.72935928458449,6.3097654841968165,293.69023451580347,2.63349990029551e-23,2.1067004845357036e-14,2.4999999999999787,6.712823236076911e-18,1.5976991442317005e-05,3.955825785063581e-07,0.0,1.9998823336469857e-06,7.048543825935919e-08,1.3612213850158455e-05,0.0049679448443571035,1.0,1.760195927671354e-32,1.107703905007223e-12,0.013212660789323767,0.6867873392095685,7.86621210324131e-32,7.502844659722449e-19,2.999719562850661e-16,7.017252524011036e-61,8.538977590103775e-58,4.564793427552894e-12,0.30853800027925216,9.691446022720104,0.0021613062751749575,0.09782261555776,5.190264669159976e-31,3.201902986071404e-11,0.3969403313682922,19.603059668599663,2.3112929876282735e-30,1.9802687303605493e-17,1.6204269658517223e-14,1.8978633093585925e-59,4.610837845295617e-56,7.823773645166411e-31,30.0,1.8841271882334213e-35,5.0533244105369635e-33,81.77316982001227,88.22682810836912,4.1186136640923416e-15,1.5021283559533002e-26,1.0619804883078803e-25,7.521607254098007e-28,4.30881864231828e-11,1.1701178461341807e-09,1.782994562664983e-33,1.9171040584777643e-15,2600.0,5.22817127715499e-35,4.954010125904796e-31,2.5412079564797715e-28,0.08
1.9321872069528264e-53,1.0448962551228752e-51,8.872579791977216e-35,9.092991343518244e-36,6.504421037943119e-34,1.5123506747435922e-36,3400.0,974.6587565694441,425.34124343055663,4.4085304004276634e-32,4.250427707374967e-32,1.8511332255450077e-30,3.4318949619423923e-28,1.279975950144335,88.7200235323329,1.8656286088761566e-16,1.3925407260854017e-28,2.3707643785324276e-27,6.567957598961966e-12,4.6973777022648845e-09,72183.89084082814,13.656139437399938,46.34386056260005,4.85591937823105,295.14408062176926,7.291205196253194e-23,4.526624826700105e-14,2.4999999999999543,1.4026204353825943e-17,1.8387859767530847e-05,5.128188910411425e-07,0.0,2.5390501211542872e-06,1.0362024244327386e-07,1.535701978903735e-05,0.004963099631188779,1.0,1.2145076315416633e-31,2.135867222115319e-12,0.009712214343408958,0.6902877856544547,5.439145507230549e-31,1.8438651151584323e-18,6.617694727212635e-16,2.281773857691606e-59,2.460789291150987e-56,8.280779499075086e-12,0.26702154339893125,9.732960068727431,0.0016808256952464409,0.09830066179380081,3.5970371254508444e-30,6.184489198302854e-11,0.29832107150044584,19.70167892843766,1.6044243490653307e-29,4.861783177359351e-17,3.5805131312518854e-14,6.1742497744663864e-58,1.330764409555004e-54,5.3765409868180945e-30,30.0,1.699224229592288e-34,3.9706445307893176e-32,77.6113814180392,92.38861593717554,8.849586346568864e-15,7.222757580935433e-26,4.407067815438007e-25,3.974414986339056e-27,8.100165198726362e-11,1.961665868629173e-09,1.2339784515881413e-32,4.119244795589598e-15,2600.0,4.090139404656595e-34,3.38780234597337e-30,1.5386558163062352e-27,0.09
