value_component_environment_variable_time,value_component_parameters_variable_RT,value_component_membrane_variable_V_m,value_component_membrane_variable_C_m,value_component_I_stim_variable_I_stim,value_component_I_stim_variable_I_mag,value_component_I_stim_variable_t_0,value_component_I_stim_variable_t_1,value_component_I_stim_variable_H_0,value_component_I_stim_variable_H_1,value_component_I_Na_variable_I_Na,value_component_I_Na_variable_g_Na,value_component_I_Na_variable_E_Na,value_component_m_variable_m,value_component_m_variable_E_m,value_component_m_variable_V_alpha_m,value_component_m_variable_V_beta_m,value_component_m_variable_alpha_m,value_component_m_variable_beta_m,value_component_m_variable_alpha_m_max,value_component_m_variable_beta_m_max,value_component_h_variable_h,value_component_h_variable_E_h,value_component_h_variable_V_alpha_h,value_component_h_variable_V_beta_h,value_component_h_variable_alpha_h,value_component_h_variable_beta_h,value_component_h_variable_alpha_h_max,value_component_h_variable_beta_h_max,value_component_I_T_variable_I_T,value_component_I_T_variable_R_s,value_component_I_T_variable_C_t,value_component_V_T_variable_V_T,value_component_I_KCa_variable_I_KCa,value_component_I_KCa_variable_g_KCa,value_component_o_variable_o,value_component_o_variable_o_oinf,value_component_o_variable_alpha_Vm,value_component_o_variable_beta_Vm,value_component_o_variable_tau_Vm,value_component_o_variable_d_1,value_component_o_variable_d_2,value_component_o_variable_k_1,value_component_o_variable_k_2,value_component_o_variable_a_bar,value_component_o_variable_b_bar,value_component_w_variable_w,value_component_w_variable_kd,value_component_calcium_handling_variable_c,value_component_calcium_handling_variable_cer,value_component_calcium_handling_variable_j_mem,value_component_calcium_handling_variable_j_leak,value_component_calcium_handling_variable_j_serca,value_component_calcium_handling_variable_j_er,value_component_calcium_handling_variable_alpha,value_component_calcium_handling_variable_k_pmca,value_component_calcium_handling_variable_k_serca,value_component_calcium_handling_variable_p_leak,value_component_calcium_handling_variable_f_er,value_component_calcium_handling_variable_f_cyt,value_component_calcium_handling_variable_v_cytver,value_component_I_Ca_variable_I_Ca,value_component_I_Ca_variable_g_Ca,value_component_I_Ca_variable_g_Ca0,value_component_I_Ca_variable_E_Ca,value_component_d_variable_d,value_component_d_variable_alpha_d,value_component_d_variable_beta_d,value_component_d_variable_tau_d,value_component_d_variable_d_infinity,value_component_I_L_variable_I_L,value_component_I_L_variable_E_L,value_component_I_L_variable_g_Lmax,value_component_I_K_variable_I_K,value_component_I_K_variable_E_K,value_component_I_K_variable_g_K,value_component_n_variable_n,value_component_n_variable_E_n,value_component_n_variable_V_alpha_n,value_component_n_variable_V_beta_n,value_component_n_variable_alpha_n,value_component_n_variable_beta_n,value_component_n_variable_alpha_n_max,value_component_n_variable_beta_n_max
0.0,2577.0,-75.0,0.009,0.0,2.0,5.0,6.0,0.0,0.0,-0.0,0.45,50.0,0.0,-42.0,10.0,18.0,0.2628612152473737,13.0160326809795,0.208,2.081,1.0,-41.0,14.7,7.6,0.0015439525884790007,0.03813748470469905,0.0156,3.382,-0.3333333333333333,15.0,0.04,-70.0,-0.10750160535730666,0.5,0.15,2.193585131962347e-13,5.851684209331251e-14,0.26676348795704785,3.7486389447749042,0.84,1.0,0.18,0.011,0.48,0.28,0.2866709476194844,0.18,0.15,200.0,-0.0,0.099925,0.06,0.039925,4.5e-06,0.2,0.4,0.0005,0.01,0.01,5.0,0.0,-3.750579647962925,0.05,50.0,0.0,0.00025332534218252607,0.021913355963216766,45.112752162698484,0.011428203378411085,0.0,-75.0,0.0024,-0.0,-70.0,0.415,0.0,-40.0,7.0,40.0,0.005437099407402841,0.23067584826787615,0.0229,0.09616
0.1,2577.0,-72.0726650155005,0.009,0.0,2.0,5.0,6.0,0.0,0.0,-0.00031433708034461034,0.45,50.0,0.01791501217695034,-42.0,10.0,18.0,0.3252447896376319,11.062402086795617,0.208,2.081,0.9952068399302726,-41.0,14.7,7.6,0.001884163919563617,0.055761782063220314,0.0156,3.382,-0.10516424492858883,15.0,0.04,-70.49520134157167,-0.043438754764228656,0.5,0.1460772198841777,7.634314226841258e-13,2.0131999085902601e-13,0.2637040929636579,3.792129233796347,0.84,1.0,0.18,0.011,0.48,0.28,0.2869430768465671,0.18,0.1500399169561679,199.99980041521906,-4.733065067300257e-14,0.09992488024913145,0.06001596678246716,0.03990891346666429,4.5e-06,0.2,0.4,0.0005,0.01,0.01,5.0,3.5050413867034515e-07,-3.6044178468443047,0.05,50.0,2.8224080136015997e-05,0.0003039281217359136,0.020290580237436375,48.55663376662373,0.01475772649850859,0.007025603962798789,-75.0,0.0024,-1.6234328081488275e-13,-70.0,0.415,0.0006591196757124473,-40.0,7.0,40.0,0.007595992789279908,0.21439714141908922,0.0229,0.09616
0.2,2577.0,-71.12487064340688,0.009,0.0,2.0,5.0,6.0,0.0,0.0,-0.0010171159846152373,0.45,50.0,0.026619831911161417,-42.0,10.0,18.0,0.3481091589399849,10.494978623984824,0.208,2.081,0.9892560456726963,-41.0,14.7,7.6,0.00200964881144732,0.06303001239689827,0.0156,3.382,-0.03169932362665122,15.0,0.04,-70.64938078900711,-0.022984690298190575,0.5,0.14228485714234168,1.1498404561183847e-12,3.019201946104523e-13,0.26257572779211746,3.8084251290376514,0.84,1.0,0.18,0.011,0.48,0.28,0.28721517824150816,0.18,0.1500798178290685,199.99960091085458,-2.0684990097395743e-13,0.09992476054651275,0.06003192713162741,0.039892833414885344,4.5e-06,0.2,0.4,0.0005,0.01,0.01,5.0,1.5314065983619646e-06,-3.5571086353013803,0.05,50.0,5.9618360587081127e-05,0.00032252717662318447,0.01979990841103202,49.695773438752326,0.01602823749730623,0.00930031045582349,-75.0,0.0024,-2.0395058387039506e-12,-70.0,0.415,0.0014457512229975168,-40.0,7.0,40.0,0.00845302032135658,0.2093767449998138,0.0229,0.09616
0.30000000000000004,2577.0,-70.81188833387061,0.009,0.0,2.0,5.0,6.0,0.0,0.0,-0.001559023441931018,0.45,50.0,0.030785153906105225,-42.0,10.0,18.0,0.3559671881920034,10.314070287834436,0.208,2.081,0.9828935196071669,-41.0,14.7,7.6,0.0020528956315608205,0.06562847449554135,0.0156,3.382,-0.007898118148501491,15.0,0.04,-70.69341656164309,-0.0161752137204939,0.5,0.13860060670922938,1.3233615646090674e-12,3.4696474436422016e-13,0.2621843898468197,3.8141096065365416,0.84,1.0,0.18,0.011,0.48,0.28,0.28748725155548865,0.18,0.15011970262515684,199.99940148687415,-4.902895132028949e-13,0.09992464089212451,0.060047881050062736,0.03987675984206177,4.5e-06,0.2,0.4,0.0005,0.01,0.01,5.0,3.6288782635098496e-06,-3.541487845415145,0.05,50.0,9.209551601186734e-05,0.00032893158849395867,0.019641450461509873,50.07415469048616,0.016470971244833824,0.010051467998710529,-75.0,0.0024,-8.9229572213189e-12,-70.0,0.415,0.0022685121167189664,-40.0,7.0,40.0,0.008755406668458464,0.2077448572951094,0.0229,0.09616
0.4,2577.0,-70.70513728553856,0.009,0.0,2.0,5.0,6.0,0.0,0.0,-0.0018483760122747586,0.45,50.0,0.03266422411481456,-42.0,10.0,18.0,0.3586831336055865,10.253082546416376,0.208,2.081,0.9764162881959367,-41.0,14.7,7.6,0.0020678579728532617,0.06653854472430426,0.0156,3.382,-0.00022370434341970242,15.0,0.04,-70.70178172038726,-0.013697936625007743,0.5,0.13501502638613827,1.3955625005102495e-12,3.657017262058322e-13,0.26204611120721066,3.8161222671526813,0.84,1.0,0.18,0.011,0.48,0.28,0.2877592965402728,0.18,0.15015957135091038,199.9992021432454,-8.9989528581594e-13,0.09992452128594725,0.060063828540364156,0.0398606927455831,4.5e-06,0.2,0.4,0.0005,0.01,0.01,5.0,6.6588073068612814e-06,-3.5361601608529836,0.05,50.0,0.00012490199725590678,0.0003311467930799679,0.01958780397619149,50.2034475401525,0.016624710654479905,0.010307670514707467,-75.0,0.0024,-2.6755897749405466e-11,-70.0,0.415,0.00309224885832651,-40.0,7.0,40.0,0.008860840672463947,0.20719117192236722,0.0229,0.09616
0.5,2577.0,-70.66672892311352,0.009,0.0,2.0,5.0,6.0,0.0,0.0,-0.0019757719578359987,0.45,50.0,0.0334759138905018,-42.0,10.0,18.0,0.3596647967042982,10.231227865310785,0.208,2.081,0.9699278672830212,-41.0,14.7,7.6,0.0020732679652135113,0.06686899829919313,0.0156,3.382,0.002137644465620762,15.0,0.04,-70.69879359009784,-0.012628794841935471,0.5,0.1315233627236849,1.4296683542976425e-12,3.7456346452060544e-13,0.2619932541656368,3.81689216840046,0.84,1.0,0.18,0.011,0.48,0.28,0.2880313129480376,0.18,0.15019942401280403,199.9990028799359,-1.4351868057602907e-12,0.09992440172796153,0.06007976960512162,0.03984463212283992,4.5e-06,0.2,0.4,0.0005,0.01,0.01,5.0,1.0616898279612469e-05,-3.534243319226565,0.05,50.0,0.00015778177425829727,0.00033194768561703035,0.019568551820345167,50.24999496622683,0.016680369531306423,0.010399850584527541,-75.0,0.0024,-6.433819765105576e-11,-70.0,0.415,0.0039049715540505673,-40.0,7.0,40.0,0.008899065127464802,0.20699232056652092,0.0229,0.09616
0.6000000000000001,2577.0,-70.65158943034415,0.009,0.0,2.0,5.0,6.0,0.0,0.0,-0.0020232420515059594,0.45,50.0,0.033818605149324804,-42.0,10.0,18.0,0.3600523941746606,10.222626172059405,0.208,2.081,0.9634633708171563,-41.0,14.7,7.6,0.0020754043185635465,0.0669996951601691,0.0156,3.382,0.0027276113341249205,15.0,0.04,-70.69250360035602,-0.012034246543620444,0.5,0.12812245599143363,1.4502238122459374e-12,3.7991465465029364e-13,0.2619696707788677,3.817235777811333,0.84,1.0,0.18,0.011,0.48,0.28,0.28830330053137215,0.18,0.15023926061731016,199.99880369691337,-2.0952086611966864e-12,0.09992428221814804,0.060095704246924064,0.03982857797122398,4.5e-06,0.2,0.4,0.0005,0.01,0.01,5.0,1.5495347980191313e-05,-3.5334877581568844,0.05,50.0,0.00019064804121589487,0.00033226394058569506,0.019560970351383242,50.26834678178542,0.016702358988444264,0.01043618536717405,-75.0,0.0024,-1.3226752236254399e-10,-70.0,0.415,0.004702813678546593,-40.0,7.0,40.0,0.008914174503232146,0.20691399142223654,0.0229,0.09616
0.7000000000000001,2577.0,-70.6446539515718,0.009,0.0,2.0,5.0,6.0,0.0,0.0,-0.0020356516350048433,0.45,50.0,0.033963964536609735,-42.0,10.0,18.0,0.3602300781041311,10.218688108183972,0.208,2.081,0.9570347918307351,-41.0,14.7,7.6,0.002076383727996542,0.06705965161857078,0.0156,3.382,0.002730574364773967,15.0,0.04,-70.6856125670434,-0.01160924868184794,0.5,0.1248097078693263,1.465958459571391e-12,3.8401725162297354e-13,0.2619564347919432,3.817428652946724,0.84,1.0,0.18,0.011,0.48,0.28,0.28857525904327863,0.18,0.15027908117089842,199.99860459414543,-2.879063179639169e-12,0.09992416275648726,0.06011163246835937,0.03981253028812789,4.5e-06,0.2,0.4,0.0005,0.01,0.01,5.0,2.1286788976637982e-05,-3.5331416325033183,0.05,50.0,0.00022347066057563046,0.00033240892559282636,0.01955749859836813,50.27675462016709,0.01671244198558391,0.010452830516227685,-75.0,0.0024,-2.4208827405302064e-10,-70.0,0.415,0.005484660526922672,-40.0,7.0,40.0,0.008921104202918277,0.2068781183424085,0.0229,0.09616
0.8,2577.0,-70.64094453824976,0.009,0.0,2.0,5.0,6.0,0.0,0.0,-0.0020333266475956106,0.45,50.0,0.034027260524529195,-42.0,10.0,18.0,0.36032514352875816,10.21658247305438,0.208,2.081,0.9506462756801478,-41.0,14.7,7.6,0.0020769077509441808,0.06709174066622044,0.0156,3.382,0.0025368459404527736,15.0,0.04,-70.67899722735655,-0.011254612694158617,0.5,0.12158274784218091,1.4798286443518207e-12,3.876370779772072e-13,0.26194727305499776,3.8175621694239315,0.84,1.0,0.18,0.011,0.48,0.28,0.28884718823717187,0.18,0.1503188856800359,199.99840557159973,-3.7859854608447004e-12,0.09992404334295985,0.06012755427201436,0.03979648907094548,4.5e-06,0.2,0.4,0.0005,0.01,0.01,5.0,2.798484364102999e-05,-3.532956508756271,0.05,50.0,0.00025623882392854545,0.0003324864978612429,0.019555642094805734,50.28125171961698,0.016717837292335048,0.010461733108200586,-75.0,0.0024,-4.0595819128896144e-10,-70.0,0.415,0.006250333494104709,-40.0,7.0,40.0,0.008924812594836563,0.2068589343207351,0.0229,0.09616
0.9,2577.0,-70.63861855040902,0.009,0.0,2.0,5.0,6.0,0.0,0.0,-0.00202504249259474,0.45,50.0,0.03405716674260399,-42.0,10.0,18.0,0.360384765645148,10.215262355760784,0.208,2.081,0.9442994236308547,-41.0,14.7,7.6,0.0020772364070251307,0.06711186977934332,0.0156,3.382,0.0022892931249714364,15.0,0.04,-70.67295794728359,-0.010934129018128803,0.5,0.11843931719745104,1.4929436875384896e-12,3.910614609288381e-13,0.26193986028570304,3.8176702045568285,0.84,1.0,0.18,0.011,0.48,0.28,0.2891190878668803,0.18,0.15035867415118712,199.99820662924395,-4.8152700679620234e-12,0.09992392397754639,0.060143469660474846,0.03978045431707154,4.5e-06,0.2,0.4,0.0005,0.01,0.01,5.0,3.558358109844451e-05,-3.5328404269661338,0.05,50.0,0.00028894796358932027,0.0003325351493765227,0.019554478098473063,50.28407169729881,0.01672122129312104,0.010467315479018349,-75.0,0.0024,-6.363127410686646e-10,-70.0,0.415,0.006999955002072106,-40.0,7.0,40.0,0.008927138678265488,0.20684690588631394,0.0229,0.09616
