Time,S,P,X,Y,batch,r1,r2,r3,r4
0.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.5
0.01,1.0,1.0,1.1172327833457008,0.933939249356795,1.0,7.47151399485436,1.2482090921823814,1.0434275470346865,1.6758491750185511
0.02,1.0,1.0,1.2200684495285499,0.8753093034907342,1.0,7.002474427925874,1.4885670215349995,1.0679372647678549,1.8301026742928248
0.03,1.0,1.0,1.3101113657705754,0.8234388818436463,1.0,6.587511054749171,1.7163917907212425,1.078796638120775,1.965167048655863
0.04,1.0,1.0,1.3888272142601632,0.7776727545270264,1.0,6.2213820362162116,1.9288410310696453,1.080053085275798,2.0832408213902447
0.05,1.0,1.0,1.4575440749210429,0.7373856991448396,1.0,5.899085593158717,2.1244347303374385,1.0747721567200716,2.186316112381564
0.06,1.0,1.0,1.5174570451154723,0.7019913743732589,1.0,5.615930994986071,2.3026758837705805,1.0652417566529946,2.2761855676732083
0.07,1.0,1.0,1.569635591704249,0.6709473593484674,1.0,5.367578874787739,2.463755890744748,1.053142855393335,2.3544533875563736
0.08,1.0,1.0,1.6150320621285057,0.6437571303264276,1.0,5.1500570426114205,2.6083285617030536,1.0396884057010194,2.4225480931927583
0.09,1.0,1.0,1.654491211621749,0.6199701867312086,1.0,4.959761493849669,2.737341169333603,1.0257352254142793,2.4817368174326235
0.1,1.0,1.0,1.6887598049977215,0.5991806749172581,1.0,4.793445399338065,2.851909678975942,1.011872239731672,2.5331397074965825
0.11,1.0,1.0,1.7184961834665184,0.5810251050909705,1.0,4.648200840727764,2.95322913258899,0.9984894255970655,2.5777442751997777
0.12,1.0,1.0,1.744279198498498,0.5651795380153258,1.0,4.521436304122607,3.0425099223145624,0.9858309115771239,2.616418797747747
0.13,1.0,1.0,1.766616802806987,0.5513564768686643,1.0,4.410851814949314,3.120934927959981,0.9740356163726442,2.6499252042104806
0.14,1.0,1.0,1.785953960204011,0.5393016380382085,1.0,4.314413104305668,3.1896315479683905,0.9631678961988487,2.6789309403060164
0.15,1.0,1.0,1.8026798652620755,0.5287907773478736,1.0,4.230326218782989,3.2496546966212945,0.953240487261293,2.704019797893113
0.16,1.0,1.0,1.8171344683885136,0.5196266423548588,1.0,4.15701313883887,3.3019776762056057,0.9442314825160045,2.7257017025827706
0.17,1.0,1.0,1.8296143996922183,0.5116360806603703,1.0,4.093088645282962,3.347488851561116,0.9360967405783027,2.7444215995383274
0.18,1.0,1.0,1.840378215680523,0.504667389796858,1.0,4.037339118374864,3.386991976751426,0.9287788703464885,2.7605673235207844
0.19,1.0,1.0,1.8496511558586346,0.4985878247963048,1.0,3.9887025983704385,3.421209398369183,0.9222135464315276,2.774476733787952
0.2,1.0,1.0,1.8576291980253123,0.4932814500929576,1.0,3.9462516007436608,3.4507862373561653,0.9163340245369439,2.7864437970379683
0.21,1.0,1.0,1.8644828629540373,0.4886470573195959,1.0,3.909176458556767,3.4762963462492835,0.9110740644053057,2.7967242944310557
0.22,1.0,1.0,1.8703603657911247,0.48459643017240733,1.0,3.8767714413792587,3.49824789792231,0.9063699563983371,2.805540548686687
0.23,1.0,1.0,1.8753905209160016,0.48105271232831476,1.0,3.848421698626518,3.5170896059415915,0.9021616967614536,2.8130857813740024
0.24,1.0,1.0,1.879685205352767,0.4779490128671367,1.0,3.8235921029370936,3.533216471222074,0.8983936883993162,2.8195278080291506
0.25,1.0,1.0,1.8833415866490846,0.4752271304735947,1.0,3.8018170437887577,3.546975532001891,0.8950150179248314,2.825012379973627
0.26,1.0,1.0,1.8864439889752598,0.47283647675742185,1.0,3.782691814059375,3.55867092354089,0.8919795293472785,2.8296659834628897
0.27,1.0,1.0,1.8890656259462946,0.4707330697573935,1.0,3.765864558059148,3.5685689391318656,0.8892456610748712,2.833598438919442
0.28,1.0,1.0,1.8912699984980441,0.4688787161857432,1.0,3.751029729485946,3.576902207218792,0.8867762488563754,2.836904997747066
0.29,1.0,1.0,1.8931122211094367,0.4672402335926314,1.0,3.737921868741051,3.5838738817139046,0.8845381964082384,2.839668331664155
0.3,1.0,1.0,1.8946400809454136,0.46578882419679507,1.0,3.7263105935743606,3.589661036324843,0.8825021755796848,2.8419601214181203
0.31,1.0,1.0,1.8958950264162824,0.4644994907332866,1.0,3.715995925866293,3.594417951189996,0.8806422742541341,2.843842539624424
0.32,1.0,1.0,1.8969130081374004,0.4633505358901169,1.0,3.706804287120935,3.598278960440881,0.8789356588573981,2.8453695122061005
0.33,1.0,1.0,1.897725185838989,0.4623231422790418,1.0,3.6985851382323345,3.601360880967625,0.87736227109916,2.8465877787584835
0.34,1.0,1.0,1.8983585733613275,0.4614009867319177,1.0,3.6912078938553416,3.6037652730544547,0.8759045189199121,2.8475378600419914
0.35000000000000003,1.0,1.0,1.898836610025233,0.4605698986482402,1.0,3.6845591891859217,3.6055804715721185,0.8745469850288896,2.8482549150378493
0.36,1.0,1.0,1.8991795931868043,0.4598176009560708,1.0,3.6785408076485666,3.6068831271771953,0.8732762043238829,2.848769389780206
0.37,1.0,1.0,1.8994051226067026,0.4591334433750741,1.0,3.673067547000593,3.607739819784583,0.8720804143066702,2.849107683910054
0.38,1.0,1.0,1.899528463831681,0.4585081838932104,1.0,3.6680654711456833,3.6082083849067454,0.8709493462049238,2.8492926957475215
0.39,1.0,1.0,1.899562838401745,0.4579338144575307,1.0,3.6634705156602454,3.6083389770368934,0.869874056391085,2.8493442576026173
0.4,1.0,1.0,1.8995196995318469,0.4574033948701177,1.0,3.6592271589609418,3.6081750889095576,0.8688467591885327,2.84927954929777
0.41000000000000003,1.0,1.0,1.8994089814423654,0.45691090255572864,1.0,3.655287220445829,3.607754478783924,0.8678606720332884,2.8491134721635483
0.42,1.0,1.0,1.899239289087333,0.45645111817983874,1.0,3.65160894543871,3.607109877212958,0.8669098971949952,2.8488589336309995
0.43,1.0,1.0,1.899018081404789,0.4560195150646424,1.0,3.648156120517139,3.6062696735023256,0.8659893045811995,2.8485271221071837
0.44,1.0,1.0,1.8987518190222248,0.4556121700401723,1.0,3.6448973603213783,3.6052584702402073,0.8650944366324403,2.848127728533337
0.45,1.0,1.0,1.8984461019251295,0.45522568029531035,1.0,3.641805442362483,3.6040976019147193,0.8642214182528472,2.8476691528876943
0.46,1.0,1.0,1.8981057789332925,0.4548570972484679,1.0,3.638856777987743,3.602805548019961,0.8633668848761396,2.847158668399939
0.47000000000000003,1.0,1.0,1.8977350522662912,0.4545038633527874,1.0,3.6360309068222993,3.601398328600143,0.8625279128750333,2.8466025783994366
0.48,1.0,1.0,1.8973375658763068,0.4541637586851647,1.0,3.6333100694813174,3.599889838885429,0.8617019604129447,2.84600634881446
0.49,1.0,1.0,1.896916467479908,0.45383486348067287,1.0,3.630678907845383,3.5982920845964528,0.8608868260529843,2.845374701219862
0.5,1.0,1.0,1.8964744931473263,0.4535155069235771,1.0,3.628124055388617,3.596615503158408,0.8600805911273437,2.8447117397209896
0.51,1.0,1.0,1.896014004020254,0.45320424499410233,1.0,3.6256339599528187,3.594869103440916,0.8592815951902442,2.844021006030381
0.52,1.0,1.0,1.8955370486970964,0.45289982269495366,1.0,3.6231985815596293,3.593060702983298,0.8584883932666307,2.8433055730456447
0.53,1.0,1.0,1.8950454026159462,0.452601150223755,1.0,3.62080920179004,3.5911970779758335,0.8576997289502162,2.8425681039239192
0.54,1.0,1.0,1.8945405933585977,0.45230728771940776,1.0,3.618458301755262,3.5892840598835476,0.8569145172563447,2.8418108900378964
0.55,1.0,1.0,1.8940239541149886,0.4520174128250813,1.0,3.6161393026006503,3.5873267387613765,0.8561318075677876,2.841035931172483
