P,S,X,Y,Time
1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.1172327833457008,0.933939249356795,0.01
1.0,1.0,1.2200684495285499,0.8753093034907342,0.02
1.0,1.0,1.3101113657705754,0.8234388818436463,0.03
1.0,1.0,1.3888272142601632,0.7776727545270264,0.04
1.0,1.0,1.4575440749210429,0.7373856991448396,0.05
1.0,1.0,1.5174570451154723,0.7019913743732589,0.06
1.0,1.0,1.569635591704249,0.6709473593484674,0.07
1.0,1.0,1.6150320621285057,0.6437571303264276,0.08
1.0,1.0,1.654491211621749,0.6199701867312086,0.09
1.0,1.0,1.6887598049977215,0.5991806749172581,0.1
1.0,1.0,1.7184961834665184,0.5810251050909705,0.11
1.0,1.0,1.744279198498498,0.5651795380153258,0.12
1.0,1.0,1.766616802806987,0.5513564768686643,0.13
1.0,1.0,1.785953960204011,0.5393016380382085,0.14
1.0,1.0,1.8026798652620755,0.5287907773478736,0.15
1.0,1.0,1.8171344683885136,0.5196266423548588,0.16
1.0,1.0,1.8296143996922183,0.5116360806603703,0.17
1.0,1.0,1.840378215680523,0.504667389796858,0.18
1.0,1.0,1.8496511558586346,0.4985878247963048,0.19
1.0,1.0,1.8576291980253123,0.4932814500929576,0.2
1.0,1.0,1.8644828629540373,0.4886470573195959,0.21
1.0,1.0,1.8703603657911247,0.48459643017240733,0.22
1.0,1.0,1.8753905209160016,0.48105271232831476,0.23
1.0,1.0,1.879685205352767,0.4779490128671367,0.24
1.0,1.0,1.8833415866490846,0.4752271304735947,0.25
1.0,1.0,1.8864439889752598,0.47283647675742185,0.26
1.0,1.0,1.8890656259462946,0.4707330697573935,0.27
1.0,1.0,1.8912699984980441,0.4688787161857432,0.28
1.0,1.0,1.8931122211094367,0.4672402335926314,0.29
1.0,1.0,1.8946400809454136,0.46578882419679507,0.3
1.0,1.0,1.8958950264162824,0.4644994907332866,0.31
1.0,1.0,1.8969130081374004,0.4633505358901169,0.32
1.0,1.0,1.897725185838989,0.4623231422790418,0.33
1.0,1.0,1.8983585733613275,0.4614009867319177,0.34
1.0,1.0,1.898836610025233,0.4605698986482402,0.35000000000000003
1.0,1.0,1.8991795931868043,0.4598176009560708,0.36
1.0,1.0,1.8994051226067026,0.4591334433750741,0.37
1.0,1.0,1.899528463831681,0.4585081838932104,0.38
1.0,1.0,1.899562838401745,0.4579338144575307,0.39
1.0,1.0,1.8995196995318469,0.4574033948701177,0.4
1.0,1.0,1.8994089814423654,0.45691090255572864,0.41000000000000003
1.0,1.0,1.899239289087333,0.45645111817983874,0.42
1.0,1.0,1.899018081404789,0.4560195150646424,0.43
1.0,1.0,1.8987518190222248,0.4556121700401723,0.44
1.0,1.0,1.8984461019251295,0.45522568029531035,0.45
1.0,1.0,1.8981057789332925,0.4548570972484679,0.46
1.0,1.0,1.8977350522662912,0.4545038633527874,0.47000000000000003
1.0,1.0,1.8973375658763068,0.4541637586851647,0.48
1.0,1.0,1.896916467479908,0.45383486348067287,0.49
1.0,1.0,1.8964744931473263,0.4535155069235771,0.5
1.0,1.0,1.896014004020254,0.45320424499410233,0.51
1.0,1.0,1.8955370486970964,0.45289982269495366,0.52
1.0,1.0,1.8950454026159462,0.452601150223755,0.53
