Time,Z,Y,v0,v1,beta,Vm2,n,K2,Vm3,m,Kr,Ka,kf,k,p,cytosol,store,R0,R1,R2,R3,Rf,R_eff
0.1,0.22608873334546908,1.6420651728338211,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.1609709421887966,0.7986019458548674,1.6420651728338211,2.260887333454691
0.11,0.2280779719110832,1.6493378487263408,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.214076626611781,0.8313337347428502,1.6493378487263408,2.280779719110832
0.12,0.22977518276420691,1.656718832376653,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.2596810600446906,0.8608056211699703,1.656718832376653,2.297751827642069
0.13,0.23124444773034972,1.664169903429434,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.2993786910677523,0.8876418384329584,1.664169903429434,2.3124444773034973
0.14,0.23253541386966547,1.6716616314804056,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.334425275755965,0.9123627664324556,1.6716616314804056,2.325354138696655
0.15,0.2336866128952491,1.679171301621626,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.365808266825123,0.9353966977288516,1.679171301621626,2.336866128952491
0.16,0.2347280753568281,1.6866812945965226,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.3943055417220056,0.9570941431453175,1.6866812945965226,2.347280753568281
0.17,0.23568327116544327,1.694177895010884,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.4205304296729224,0.9777405566492464,1.694177895010884,2.3568327116544325
0.18,0.2365705748553899,1.7016503973365333,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.4449666453203873,0.9975674172848349,1.7016503973365333,2.365705748553899
0.19,0.23740438318966664,1.7090904315228024,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.467995530043989,1.0167616777221757,1.7090904315228024,2.3740438318966666
0.2,0.23819612421504385,1.7164913542299918,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.4899215318641383,1.0354762253993863,1.7164913542299918,2.3819612421504384
0.21,0.23895471789842027,1.7238479774052733,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.510983327238393,1.0538331600640796,1.7238479774052733,2.389547178984203
0.22,0.23968723232109926,1.7311561765173955,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.531370859363035,1.0719315695222364,1.7311561765173955,2.3968723232109928
0.23,0.2403992709087379,1.7384126640145858,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.551235300654622,1.0898517878902871,1.7384126640145858,2.4039927090873787
0.24,0.2410952777438235,1.745614812019557,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.570696977950706,1.107658905132011,1.745614812019557,2.410952777438235
0.25,0.24177879630580165,1.7527604995079553,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.589852172857912,1.1254059621689003,1.7527604995079553,2.4177879630580166
0.26,0.24245264388165821,1.7598480112960395,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.608777688487807,1.1431360251513185,1.7598480112960395,2.4245264388165824
0.27,0.24311906567049868,1.7668759503143714,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.6275349336572362,1.1608841631503504,1.7668759503143714,2.431190656704987
0.28,0.24377986337836016,1.7738431634918073,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.6461733587563496,1.1786791812968114,1.7738431634918073,2.4377986337836015
0.29,0.24443650509297887,1.780748678419157,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.6647334180860867,1.1965451886508938,1.780748678419157,2.4443650509297887
0.3,0.2450901461989476,1.7875916921233486,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.6832470551764382,1.2145016116386531,1.7875916921233486,2.450901461989476
0.31,0.2457417086009033,1.7943715260651583,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.7017398561635506,1.2325643767594574,1.7943715260651583,2.457417086009033
0.32,0.24639196203346722,1.8010875806850166,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.7202332929619293,1.2507472473338157,1.8010875806850166,2.4639196203346723
0.33,0.24704153363136605,1.8077393300469282,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.7387449498129635,1.2690618403306497,1.8077393300469282,2.4704153363136605
0.34,0.24769093073524345,1.8143263089538775,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.757289132481667,1.2875179238359649,1.8143263089538775,2.4769093073524346
0.35,0.2483405759397727,1.8208480927657575,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.7758778366601415,1.3061239963369853,1.8208480927657575,2.4834057593977272
0.36,0.2489908128890517,1.827304294693689,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.7945208893450797,1.3248873100165084,1.827304294693689,2.489908128890517
0.37,0.24964193219828684,1.833694551408623,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.813226671249317,1.3438143229056572,1.833694551408623,2.4964193219828683
0.38,0.2502941527722251,1.8400185334935988,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.8320015630768065,1.3629102418719332,1.8400185334935988,2.502941527722251
0.39,0.25094770014050793,1.8462759025741782,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.850852186551777,1.3821806188944303,1.8462759025741782,2.509477001405079
0.4,0.2516027429695563,1.8524663459209205,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.8697835695908505,1.4016299834980703,1.8524663459209205,2.516027429695563
0.41,0.252259441257743,1.858589549557831,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.8888005270060972,1.4212628323833914,1.858589549557831,2.5225944125774302
0.42,0.25291792604721647,1.8646452097200645,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.907907068767144,1.4410831703141973,1.8646452097200645,2.529179260472165
0.43,0.2535783160216294,1.8706330232310882,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.927106874735107,1.4610948477221957,1.8706330232310882,2.535783160216294
0.44,0.2542407167076932,1.87655268801119,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.946403267858494,1.481301528369004,1.87655268801119,2.542407167076932
0.45,0.25490522314384106,1.8824039025625527,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.965799288393782,1.5017067358666707,1.8824039025625527,2.5490522314384108
0.46,0.25557192619056773,1.88818635885664,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,3.9852978756569284,1.5223139846098586,1.88818635885664,2.5557192619056774
0.47,0.25624091145479383,1.8938997484874909,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.004901835306044,1.5431267546607608,1.8938997484874909,2.5624091145479384
0.48,0.25691225943617646,1.899543754137692,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.024613842165075,1.564148481948512,1.899543754137692,2.5691225943617644
0.49,0.2575860477970956,1.9051180624575212,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.044436505635885,1.5853826188570612,1.9051180624575212,2.5758604779709557
0.5,0.2582623529430981,1.91062235395672,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.06437241555154,1.6068326615526642,1.91062235395672,2.5826235294309807
0.51,0.2589412481824741,1.9160562886465453,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.084424087442535,1.6285020901168092,1.9160562886465453,2.5894124818247413
0.52,0.2596228083658616,1.9214195367459297,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.104594099118945,1.6503945089827843,1.9214195367459297,2.596228083658616
0.53,0.26030710782623406,1.926711761141699,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.124885030020015,1.6725135816438501,1.926711761141699,2.6030710782623405
0.54,0.2609942186718434,1.9319325971694776,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.145299410343149,1.6948629679827993,1.9319325971694776,2.6099421867184343
0.55,0.26168421409761017,1.9370816936223132,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.165839819115402,1.7174464447320688,1.9370816936223132,2.6168421409761016
0.56,0.2623773323666311,1.942157887320675,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.186513780516478,1.7402714660979817,1.942157887320675,2.6237733236663106
0.57,0.2630731917251403,1.9471630447127237,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.2073103261995195,1.7633320375809702,1.9471630447127237,2.630731917251403
0.58,0.2637722681204905,1.9520948290576552,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.228244106722396,1.786640934547719,1.9520948290576552,2.637722681204905
0.59,0.26447458182593614,1.9569531300392622,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.249316198943033,1.8102011216025016,1.9569531300392622,2.6447458182593615
0.6,0.2651802008518126,1.9617375775816757,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.2705291207841425,1.8340166562088682,1.9617375775816757,2.6518020085181258
0.61,0.26588913982408946,1.9664480972808762,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.291883796385503,1.8580904745153486,1.9664480972808762,2.6588913982408946
0.62,0.2666015463828164,1.9710839696025135,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.313385171592947,1.882428640145706,1.9710839696025135,2.666015463828164
0.63,0.26731747218888535,1.975644942773532,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.3350353217750515,1.9070351125230691,1.975644942773532,2.6731747218888535
0.64,0.26803701700425037,1.9801305439827765,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.35683779333953,1.931915071517206,1.9801305439827765,2.6803701700425036
0.65,0.26876030913435345,1.98454016514027,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.378797023796472,1.9570744987598707,1.98454016514027,2.6876030913435347
0.66,0.2694873905081478,1.9888736014495778,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.400914851111878,1.9825173999890262,1.9888736014495778,2.694873905081478
0.67,0.2702184492781606,1.9931299335800248,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.423197584547668,2.0082514248030945,1.9931299335800248,2.7021844927816057
0.68,0.27095350850736294,1.997309048843798,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.445646531789682,2.0342803319525107,1.997309048843798,2.7095350850736293
0.69,0.2716926913621168,2.001410379052224,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.468266072394238,2.0606104600381,2.001410379052224,2.716926913621168
0.7,0.27243618003470893,2.0054330837193786,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.491062427405964,2.0872498000441757,2.0054330837193786,2.724361800347089
0.71,0.27318367260266246,2.0093785374760635,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.514026974532403,2.114194007013336,2.0093785374760635,2.7318367260266245
0.72,0.27393626501983687,2.0132417501619524,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.5371940915302424,2.1414750443076995,2.0132417501619524,2.7393626501983688
0.73,0.27469331832515165,2.0170256311314914,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.56054485924009,2.1690801505976847,2.0170256311314914,2.7469331832515165
0.74,0.27545497772548744,2.0207295311991733,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.584084461675308,2.197016871699257,2.0207295311991733,2.7545497772548746
0.75,0.27622149890177566,2.0243523666018044,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.607821543326909,2.225295981592036,2.0243523666018044,2.7622149890177567
0.76,0.2769930975725291,2.0278932107784957,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.631763571029699,2.2539274334382253,2.0278932107784957,2.7699309757252912
0.77,0.2777699658951826,2.031351232014911,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.655917332473063,2.282920772988646,2.031351232014911,2.777699658951826
0.78,0.2785522289836856,2.0347258739498915,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.680287573276636,2.312283879707434,2.0347258739498915,2.785522289836856
0.79,0.27934003714358413,2.0380164767582922,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.704879858454104,2.342025512828578,2.0380164767582922,2.7934003714358413
0.8,0.2801335528587496,2.0412223333448893,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.729700173102089,2.3721549759976606,2.0412223333448893,2.801335528587496
0.81,0.2809329681201187,2.044342629313188,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.754755470195199,2.402682655170827,2.044342629313188,2.809329681201187
0.82,0.2817384634247434,2.0473765920637477,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.780052391323082,2.433618834172755,2.0473765920637477,2.817384634247434
0.83,0.2825502270811832,2.0503234333934244,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.805597871572063,2.464974280659504,2.0503234333934244,2.8255022708118323
0.84,0.28336849706883704,2.0531822453908752,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.831400463713089,2.496761598988189,2.0531822453908752,2.8336849706883704
0.85,0.28419349134468475,2.055952168399384,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.857468150259605,2.5289930560712413,2.055952168399384,2.8419349134468472
0.86,0.28502543547337605,2.0586323159567015,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.883809213292329,2.5616814467212117,2.0586323159567015,2.8502543547337607
0.87,0.2858646053997007,2.061221643908983,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.91043359591607,2.594841486842916,2.061221643908983,2.858646053997007
0.88,0.2867112521217583,2.063719186186394,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.937350522060601,2.628487453536335,2.063719186186394,2.867112521217583
0.89,0.28756562249472184,2.066123989738448,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.964569152497883,2.6626338326833507,2.066123989738448,2.8756562249472184
0.9,0.28842802819573915,2.068434922251835,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,4.992100788115842,2.6972976279578726,2.068434922251835,2.8842802819573916
0.91,0.2892988076076495,2.070650777559626,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.019957671614257,2.73249718150673,2.070650777559626,2.8929880760764948
0.92,0.2901782628884152,2.072770449673475,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.048150977951637,2.768250073698247,2.072770449673475,2.9017826288841517
0.93,0.29106671403326345,2.074792785175989,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.076692541826694,2.804574939746578,2.074792785175989,2.9106671403326345
0.94,0.29196459514617407,2.076716327236131,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.105597967304971,2.8414948768246493,2.076716327236131,2.9196459514617406
0.95,0.2928722944718431,2.0785397409620856,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.134881501819171,2.879031993536877,2.0785397409620856,2.928722944718431
0.96,0.29379018609286633,2.0802617291188708,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.164557047928059,2.917208474136636,2.0802617291188708,2.9379018609286636
0.97,0.29471878956357356,2.081880626410598,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.194643337551738,2.9560523435296493,2.081880626410598,2.947187895635736
0.98,0.2956585042097022,2.0833950717341136,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.225155348099816,2.9955880198107394,2.0833950717341136,2.956585042097022
0.99,0.2966099353382073,2.084803182829115,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.256114888706487,3.03584816233035,2.084803182829115,2.9660993533820728
1.0,0.2975735393562401,2.086103457003738,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.287539089838416,3.0768608277837526,2.086103457003738,2.9757353935624007
1.01,0.29854995922318867,2.087293950378056,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.319451328364462,3.118661892691874,2.087293950378056,2.9854995922318865
1.02,0.2995398617323142,2.0883726580489967,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.351875961882971,3.161289185413388,2.0883726580489967,2.995398617323142
1.03,0.30054394738128676,2.0893374910294495,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.384838665500335,3.204782938891325,2.0893374910294495,3.0054394738128676
1.04,0.3015629760564859,2.09018622032543,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.4183672943278465,3.2491868935311503,2.09018622032543,3.015629760564859
1.05,0.3025977854020704,2.0909164719000577,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.452492516606391,3.2945492271711196,2.0909164719000577,3.025977854020704
1.06,0.3036492697347869,2.0915257324542265,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.487247150557145,3.3409218425095752,2.0915257324542265,3.036492697347869
1.07,0.304718381675244,2.0920113489793786,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.522666246201349,3.3883605946072173,2.0920113489793786,3.0471838167524403
1.08,0.3058061504608653,2.0923705005945914,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.558787723591949,3.436926226972837,2.0923705005945914,3.058061504608653
1.09,0.3069138162782239,2.092599959883954,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.5956568872193895,3.486690230921964,2.092599959883954,3.069138162782239
1.1,0.30804267326692153,2.0926963718249874,1.0,7.3,0.301,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.0,1.0,1.0,2.1973,5.63332127470235,3.537728703870499,2.0926963718249874,3.080426732669215
