Time,srci,srco,srca,srcc,Cbp_P_CSK,CSK_cytoplasm,PTP,PTP_pY789,Cbp,Cbp_P,k1,k2,k3,k4,kPTP,kCbp,p1,p2,p3,src_background,PTP_background,kCSKon,kCSKoff,rho_srca,rho_srco,rho_srcc,Kser,acsk0,ptp_activity,src_activity,default,v1,v2,v3,v4,CSK_translocation,PTP_phosphorylation,Cbp_phosphorylation
0.1,0.9998604721551559,0.0001395273796548843,4.651887445932539e-10,4.609669766392099e-19,4.981703523682127e-08,0.9999999501829655,0.9965222855456803,0.0034777144543194924,0.9999900000380919,9.950144873096954e-06,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.0034777144543194924,0.00010000046518874506,1.0,0.0027817833661025184,1.392954343482541e-08,2.317304159196068e-17,2.3048348831960497e-19,9.945162673886562e-07,0.03445627551807642,9.999946518790238e-05
0.11,0.99983127765869,0.0001687217225207703,6.187888358418982e-10,8.281827084812833e-19,6.025654668838596e-08,0.9999999397434539,0.9961780414925543,0.0038219585074456526,0.9999890000430125,1.0939700440989367e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.0038219585074456526,0.00010000061878883668,1.0,0.003057050915959721,1.6841337213403337e-08,3.728354615320061e-17,4.1409135424064163e-19,1.0933674127131966e-06,0.03439255609669566,9.999951878633128e-05
0.12,0.999799333200893,0.0002006659962476034,8.028587743643283e-10,1.402366251983475e-18,7.168402939859463e-08,0.9999999283159713,0.9958344340490207,0.0041655659509791864,0.9999880000471674,1.1928268803405124e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.0041655659509791864,0.00010000080285877576,1.0,0.00333178403377012,2.0026617792498208e-08,5.75474786651641e-17,7.011831259917375e-19,1.19210995453989e-06,0.034328954541988164,9.999960285385823e-05
0.13,0.9997646440486991,0.0002353549311473549,1.0201528645341266e-09,2.1953807491871432e-18,8.409839488907804e-08,0.9999999159016058,0.9954914620311843,0.004508537968815589,0.9999870000503753,1.2915851229925346e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.004508537968815589,0.00010000102015286673,1.0,0.0036059814662653985,2.3484725569516492e-08,8.578530008284413e-17,1.0976903745935716e-18,1.290744030423409e-06,0.034265470637525705,9.999972014464233e-05
0.14,0.9997272155707604,0.00027278315584524043,1.2733937900834863e-09,3.309855006704122e-18,9.749855982960552e-08,0.9999999025014408,0.9951491242642928,0.004850875735707099,0.9999860000522796,1.3902449160962703e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.004850875735707099,0.0001000012733937934,1.0,0.0038796419672746125,2.7214993255397464e-08,1.2414121607283036e-16,1.654927503352061e-18,1.389269794951098e-06,0.03420210416853734,9.999987338119391e-05
0.15,0.9996870532727613,0.00031294516198573615,1.565252687224302e-09,4.996671723930776e-18,1.1188345066586525e-07,0.9999998881165499,0.9948074195892513,0.00519258041074859,0.9999850000522676,1.4888064283135171e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.00519258041074859,0.00010000156525269223,1.0,0.004152764292749114,3.121674340246972e-08,1.751051153149031e-16,2.498335861965388e-18,1.487687427234059e-06,0.03413885492309543,0.00010000006523444029
0.16,0.9996441624166428,0.00035583568486524073,1.8984923813538457e-09,7.243009767769317e-18,1.2725197645481302e-07,0.9999998727480242,0.9944663468191147,0.00553365318088518,0.9999840000501817,1.587269784512766e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.00553365318088518,0.0001000018984923886,1.0,0.004425347234007331,3.548931941879569e-08,2.41554843568449e-16,3.6215048838846585e-18,1.585997062765002e-06,0.03407572268420494,0.00010000029846703099
0.17,0.9995985483543577,0.00040144936980197275,2.2758418379846847e-09,1.0133431151538244e-17,1.4360305267488673e-07,0.999999856396948,0.9941259047772227,0.005874095222777169,0.999983000045696,1.6856351257349307e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.005874095222777169,0.00010000227584184812,1.0,0.004697389588417306,4.003205852357374e-08,3.2677021554821163e-16,5.066715575769122e-18,1.6841988531458333e-06,0.034012707236737286,0.00010000057580772852
0.18,0.999550216662143,0.00044978063793962267,2.6999198712078003e-09,1.4186164447072865e-17,1.6093561964773536e-07,0.999999839064381,0.9937860923217454,0.006213907678254547,0.9999820000380146,1.783902637458208e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.006213907678254547,0.0001000026999198854,1.0,0.004968890140508584,4.484428217209032e-08,4.3444275625911505e-16,7.093082223536432e-18,1.7822929941682555e-06,0.03394980837189792,0.00010000089987508842
0.19,0.999499172678983,0.0005008241475587315,3.1734618157614953e-09,1.946069600217808e-17,1.792485914153015e-07,0.9999998207514093,0.9934469082740084,0.0065530917259915954,0.9999810000268389,1.8820724581540383e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.0065530917259915954,0.00010000317346183523,1.0,0.005239847717122448,4.9925331011403514e-08,5.687365382047299e-16,9.73034800108904e-18,1.8802796348810496e-06,0.03388702587418481,0.00010000127340422342
0.2,0.9994454217848576,0.0005545745159643486,3.699182872479372e-09,2.609577942269896e-17,1.9854088656046618e-07,0.999999801459114,0.9931083514617037,0.006891648538296169,0.9999800000117844,1.980144734416283e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.006891648538296169,0.00010000369918289859,1.0,0.005510261154014614,5.5274543925376335e-08,7.342951726992551e-16,1.304788971134948e-17,1.9781589324109885e-06,0.033824359529250815,0.00010000169911009342
0.21,0.9993889695004791,0.0006110262198064202,4.279720444413797e-09,3.469286285771189e-17,2.188114429082431e-07,0.9999997811885577,0.9927704207373471,0.007229579262652849,0.9999789999921509,2.0781196424583904e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.007229579262652849,0.0001000042797204791,1.0,0.005780129281680203,6.089125097984751e-08,9.36251153844588e-16,1.7346431428855946e-17,2.075931073312952e-06,0.033761809127262864,0.00010000217962982003
0.22,0.9993298213906653,0.0006701736916545332,4.9176871775836115e-09,4.6006645621615744e-17,2.400592044721108e-07,0.9999997599407962,0.9924331149613617,0.0075668850386383,0.9999779999671383,2.1759973678515825e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.0075668850386383,0.0001000049176872236,1.0,0.006049450938435525,6.677478051117518e-08,1.1802575700946761e-15,2.3003322810807872e-17,2.1735962534386658e-06,0.033699374459823704,0.00010000271757574815
0.23,0.9992679828230795,0.0007320115611220404,5.6158063845077045e-09,6.010677847169361e-17,2.622830876024704e-07,0.9999997377169131,0.9920964329588216,0.007903567041178393,0.9999769999363929,2.2737780543368694e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.007903567041178393,0.00010000561580644462,1.0,0.0063182250034819944,7.292447662822113e-08,1.4725509915437226e-15,3.0053389235846806e-17,2.271154627087318e-06,0.03363705531209943,0.00010000331567092
0.24,0.9992034592486302,0.0007965343746238421,6.376754650616283e-09,7.735216252253551e-17,2.8548202032999716e-07,0.9999997145179803,0.9917603735697266,0.008239626430273383,0.9999759998993724,2.3714618633173717e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.008239626430273383,0.00010000637675472798,1.0,0.006586450358240243,7.933967903419278e-08,1.819938918468434e-15,3.8676081261267754e-17,2.3686063661043495e-06,0.03357485147196906,0.00010000397659162246
0.25,0.9991362561183394,0.0008637366784612116,7.203208497522454e-09,9.81020939298143e-17,3.096549307013187e-07,0.99999969034507,0.9914249356340968,0.008575064365903145,0.9999749998555343,2.4690489562203326e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.008575064365903145,0.00010000720320859563,1.0,0.0068541258977574794,8.60197290967117e-08,2.229836042711563e-15,4.905104696490715e-17,2.465951642360138e-06,0.03351276272731195,0.0001000047030140678
0.26,0.9990663788833432,0.0009336130188217943,8.097844383022216e-09,1.2271626389028534e-16,3.3480074677901473e-07,0.9999996651992539,0.9910901179919728,0.008909882008027163,0.999973999804336,2.566539494497117e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.008909882008027163,0.00010000809784450574,1.0,0.0071212505306557025,9.296396991608326e-08,2.710289636790705e-15,6.135813194514267e-17,2.563190627749989e-06,0.033450788866007844,0.0001000054976143938
0.27,0.9989938332967263,0.00100615764012539,9.063158478627528e-09,1.533694024811002e-16,3.6091844536837685e-07,0.9999996390815553,0.9907559195413439,0.009244080458656146,0.9999729997445076,2.6639337077187912e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.009244080458656146,0.00010000906315863201,1.0,0.007387823135016159,1.0017172505490888e-07,3.269926860956326e-15,7.66847012405501e-17,2.660323561802297e-06,0.033388929686480814,0.00010000636288837517
0.28,0.9989186248057152,0.0010813650924665968,1.0101829584471464e-08,1.903971210620361e-16,3.880069538960831e-07,0.9999996119930468,0.9904223391214974,0.009577660878502725,0.9999719996755159,2.761231756451705e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.009577660878502725,0.00010001010182977488,1.0,0.007653842647310377,1.076423415335247e-07,3.918121278601888e-15,9.519856053101804e-17,2.7573506155356236e-06,0.03332718497646703,0.00010000730151447195
0.29,0.9988407588696495,0.0011592299138344353,1.1216529272312532e-08,2.3420756531991387e-16,4.160652017418452e-07,0.9999995839347989,0.9900893755740438,0.009910624425956265,0.9999709995967984,2.8584338039933996e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.009910624425956265,0.00010001121652950651,1.0,0.007919308015680165,1.1537516745636126e-07,4.664950599953944e-15,1.1710378265995694e-16,2.8542719626811463e-06,0.03326555452412219,0.00010000831616390247
0.3,0.998760241010043,0.001239746580080644,1.2409891994233398e-08,2.855823880975561e-16,4.450921283201226e-07,0.9999995549078723,0.989757027752525,0.010242972247474991,0.9999699995076429,2.955540027666791e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.010242972247474991,0.00010001240989227982,1.0,0.008184218192636402,1.233695485298658e-07,5.521205069955674e-15,1.4279119404877804e-16,2.951087790895991e-06,0.033204038119770476,0.00010000940947074122
0.31,0.9986770767544807,0.0013229095609895783,1.3684548581445612e-08,3.4533945293613236e-16,4.750866740230475e-07,0.9999995249133267,0.9894252945116466,0.010574705488353407,0.9999689994073226,3.0525506061629196e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.010574705488353407,0.0001000136845489268,1.0,0.008448572143221972,1.3162483209049866e-07,6.498425180659162e-15,1.7266972646806618e-16,3.0477982891965768e-06,0.033142635553944644,0.00010001058406542993
0.32,0.9985912716570698,0.0014087132998400057,1.5043113161534898e-08,4.1457027966597706e-16,5.060477841903291e-07,0.9999994939522164,0.9890941747113793,0.01090582528862077,0.9999679992950458,3.1494657241746006e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.01090582528862077,0.00010001504311357611,1.0,0.008712368841870672,1.401403657600895e-07,7.608917097887197e-15,2.0728513983298853e-16,3.1444036525525484e-06,0.03308134661813231,0.00010001184256169045
0.33,0.9985028314860764,0.001497152025886781,1.6488063125606203e-08,4.968185819315048e-16,5.379744455326907e-07,0.9999994620255551,0.98876366725459,0.011236332745410041,0.9999669991694878,3.246285614909666e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.011236332745410041,0.00010001648806362243,1.0,0.008975607244019785,1.4891548457025306e-07,8.865690682785451e-15,2.484092909657524e-16,3.2409041240356375e-06,0.03302017111162286,0.00010001318743645143
0.34,0.998411761700778,0.00158822027717784,1.8022073790064655e-08,5.920063197839793e-16,5.708655845802377e-07,0.9999994291344161,0.9884337709821236,0.011566229017876451,0.9999659990300934,3.343010441560445e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.011566229017876451,0.00010001802207438207,1.0,0.009238286365317852,1.5794954705225117e-07,1.0282703864973718e-14,2.9600315989198966e-16,3.3372998773050344e-06,0.032959108822418016,0.0001000146213646234
0.35000000000000003,0.9983180678944229,0.0016819124578752015,1.964773503218104e-08,7.015766253765666e-16,6.047201536681374e-07,0.999999395279847,0.988104484761639,0.011895515238360979,0.9999649988759748,3.4396403976657865e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.011895515238360979,0.00010001964773573376,1.0,0.009500405214409,1.6724190480741076e-07,1.187470485554093e-14,3.507883126882833e-16,3.4335911161092376e-06,0.03289815954339518,0.0001000161469356384
0.36,0.9982217556704097,0.0017782229619963104,2.1367630498492933e-08,8.270562092797708e-16,6.395371069011811e-07,0.9999993604628937,0.9877758074627774,0.012224192537222671,0.9999639987062189,3.536175679057027e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.012224192537222671,0.00010002136763132555,1.0,0.00976196281168806,1.7679191108737296e-07,1.365730451486654e-14,4.135281046398854e-16,3.529778046472454e-06,0.03283732306778937,0.00010001776673268506
0.37,0.998122830642288,0.0018771461734140389,2.3184337604804734e-08,9.700553604814387e-16,6.75315400153785e-07,0.9999993246846005,0.9874477379571613,0.012552262042838653,0.9999629985198883,3.632616483857989e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.012552262042838653,0.00010002318433857486,1.0,0.010022958189263773,1.8659892085360258e-07,1.5646999115624494e-14,4.850276802407194e-16,3.6258608766945995e-06,0.032776599189193255,0.00010001948333270885
0.38,0.9980212984486496,0.0019786764509806924,2.510041242035922e-08,1.1332715435939034e-15,7.120539984834683e-07,0.9999992879460022,0.9871202751232889,0.012879724876711154,0.9999619983159596,3.728963017928747e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.012879724876711154,0.00010002510041355364,1.0,0.010283390387168833,1.9666229007425973e-07,1.7861172046947217e-14,5.666357717969517e-16,3.721839822720888e-06,0.03271598770244791,0.00010002129929129162
0.39,0.9979171647465969,0.0020828081350524118,2.7118396297427227e-08,1.3200492352389252e-15,7.497518728794062e-07,0.9999992502481279,0.9867934178443867,0.013206582155613501,0.9999609980933498,3.8252154924780706e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.013206582155613501,0.00010002711839761747,1.0,0.01054325845498896,2.0698137610953706e-07,2.031812174254231e-14,6.600246176194626e-16,3.8177151057867995e-06,0.03265548840325223,0.00010002321714928324
0.4,0.9978104351713823,0.0021895355878089407,2.9240856841127576e-08,1.5316597822364396e-15,7.884079801689948e-07,0.9999992115920205,0.9864671649951482,0.013532835004851963,0.9999599978510835,3.9213741093086806e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.013532835004851963,0.0001000292408583728,1.0,0.010802561461987752,2.17555539838863e-07,2.3037142721230868e-14,7.658298911182198e-16,3.9134869378643525e-06,0.03259510108574857,0.00010002523947378397
0.41000000000000003,0.9977011153843285,0.0022988531453825406,3.1470339266543906e-08,1.77053098720133e-15,8.280212868745e-07,0.9999991719787138,0.98614151545748,0.013858484542520151,0.9999589975880946,4.017439078335345e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.013858484542520151,0.00010003147034103708,1.0,0.011061298484987726,2.2838414326740622e-07,2.6038481316806247e-14,8.85265493600665e-16,4.009155538941527e-06,0.03253482554538933,0.00010002736880948665
0.42,0.9975892110575943,0.002410755133075571,3.3809381861649554e-08,2.039220466284086e-15,8.685907616293459e-07,0.999999131409239,0.9858164681154958,0.014183531884504334,0.9999579973032894,4.113410612016108e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.014183531884504334,0.00010003380938390088,1.0,0.011319468612178692,2.394665503602598e-07,2.934337806262512e-14,1.019610233142043e-15,4.10472113152936e-06,0.032474661578025685,0.00010002960769414452
0.43,0.9974747278741761,0.00252523586536049,3.626051598730757e-08,2.340415649170807e-15,9.101153751781166e-07,0.9999990898846255,0.9854920218555167,0.014507978144483437,0.9999569969955469,4.2092889253522946e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.014507978144483437,0.00010003626051832772,1.0,0.011577070943082503,2.5080212709806136e-07,3.297408935267078e-14,1.1702078245854034e-15,4.200183940661947e-06,0.03241460897990764,0.00010003195865857118
0.44,0.997357671484823,0.0026422896889513325,3.882627894357511e-08,2.6788385687166363e-15,9.525941042150519e-07,0.9999990474058964,0.9851681755625257,0.014831824437474564,0.9999559966637634,4.3050742311842484e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.014831824437474564,0.00010003882628162241,1.0,0.011834104590835483,2.623902452315457e-07,3.695389875958063e-14,1.3394192843583182e-15,4.295544189153769e-06,0.0323546675470405,0.00010003442423951283
0.45,0.9972380475876477,0.002761910903215853,4.1509190195233655e-08,3.057726174008297e-15,9.960259242912388e-07,0.9999990039740764,0.9848449281267186,0.01515507187328155,0.9999549963067698,4.4007667488838996e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.01515507187328155,0.00010004150919325296,1.0,0.012090568677834554,2.7423027550525264e-07,4.13071574828397e-14,1.5288630870041485e-15,4.3908021063632215e-06,0.03229483707637404,0.00010003700695586295
0.46,0.9971158619001615,0.0028840937881324013,4.431175972306027e-08,3.48006669275867e-15,1.0404098123061057e-06,0.9999989595901884,0.9845222784412039,0.015477721558796297,0.9999539959233599,4.496366701301325e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.015477721558796297,0.00010004431176320314,1.0,0.012346462337240429,2.8632159010808245e-07,4.605929881380114e-14,1.740033346379335e-15,4.485957925114231e-06,0.03223511736538488,0.00010003970931701738
0.47000000000000003,0.9969911201375569,0.003008832626001813,4.7236494509601046e-08,3.9495598164194734e-15,1.0857447484423712e-06,0.9999989142552522,0.9842002254002142,0.015799774599786032,0.9999529955123141,4.5918743123933784e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.015799774599786032,0.00010004723649845916,1.0,0.012601784714105054,2.9866356459240326e-07,5.1236854124731994e-14,1.9747799082097367e-15,4.581011879305539e-06,0.03217550821175205,0.00010004253382936316
0.48,0.9968638280248263,0.0031361216893311377,5.028589491980052e-08,4.470080871146453e-15,1.1320297150862502e-06,0.9999988679702856,0.9838787679001043,0.016121232099895924,0.9999519950723861,4.687289808547023e-05,1.0,0.8,1.0,10.0,1.0,1.0,0.05,0.15,0.035,0.0001,0.0,0.1,0.01,1.0,0.0,1.0,1.0,0.0,0.016121232099895924,0.00010005028589938989,1.0,0.012856534964680227,3.112555768868679e-07,5.686747672993566e-14,2.2350404355732266e-15,4.675964205244818e-06,0.03211600941353801,0.00010004548299265754
