APC,HC,HC3,HC36,HC5,HC53,HC536,HC56,LC,LC_APC,Va,Va3,Va36,Va36_APC,Va3_APC,Va5,Va53,Va536,Va536_APC,Va53_APC,Va56,Va56_APC,Va5_APC,VaA3,VaA36,VaA53,VaA536,VaLCA1,VaLCA1_APC,Va_APC,Time
3.5468961415982674e-10,4.464943345061744e-12,1.2889222327804208e-15,1.668362065544866e-19,2.646958669109021e-14,9.12700131781208e-16,2.2977486408760217e-19,4.111430124718503e-18,4.410259884855345e-12,8.335917735009239e-14,1.8710498228916023e-07,1.3230358284291383e-10,2.2293709959010058e-14,4.5623170988583696e-14,1.7722449781183873e-10,2.971649988755688e-09,1.3422047432432106e-10,4.282598946346961e-14,1.4741459854525366e-13,3.3124179643050213e-10,6.195642978120942e-13,1.5713657833152886e-12,4.765711467443693e-09,7.581598846896473e-12,1.1879963602325284e-15,6.989454115975851e-12,2.1210207590615996e-15,6.438404816456291e-12,8.13595716353633e-12,4.361146732221486e-09,1.37
3.5468964091909174e-10,4.497122223033724e-12,1.3117844304398014e-15,1.7069739758927947e-19,2.6983579503385265e-14,9.359750891678067e-16,2.372241848149286e-19,4.21890370890808e-18,4.442016086158936e-12,8.434210276991508e-14,1.8706909276796823e-07,1.334579885074361e-10,2.2599468969904313e-14,4.5761408611385495e-14,1.7700130285438953e-10,3.003968924442479e-09,1.364626925038196e-10,4.3837827237998937e-14,1.4954583276864615e-13,3.336883418769138e-10,6.303911357900586e-13,1.5843247934327047e-12,4.773887656828002e-09,7.668368028866782e-12,1.2070824549619385e-15,7.120468673097806e-12,2.1747209055211485e-15,6.5684926008397445e-12,8.223725904486325e-12,4.350643185441342e-09,1.3800000000000001
3.54689725038847e-10,4.529294945495958e-12,1.3348433718643891e-15,1.7461114205368316e-19,2.7503113035809032e-14,9.596379073506398e-16,2.4484965600324597e-19,4.3282521234177684e-18,4.473767885061269e-12,8.53294025094761e-14,1.870331407755125e-07,1.346103402985804e-10,2.290595106802188e-14,4.589650449116615e-14,1.7677491422332481e-10,3.0363353928474347e-09,1.387203463579027e-10,4.486396249664839e-14,1.5168392093642153e-13,3.3612162697290147e-10,6.413037513476765e-13,1.597233629909929e-12,4.781903406854962e-09,7.755404384303192e-12,1.2262907844445176e-15,7.25278932350332e-12,2.2293057152524263e-15,6.700098094288845e-12,8.311551210018358e-12,4.340316460204459e-09,1.3900000000000001
3.5468987850325403e-10,4.561461508026397e-12,1.358098251258351e-15,1.7857753874390114e-19,2.8028189319629446e-14,9.83691477584885e-16,2.526539742885366e-19,4.439491535732871e-18,4.505515311302004e-12,8.63210465427551e-14,1.8699712692844957e-07,1.357606868122764e-10,2.3213122767756446e-14,4.6028574484474493e-14,1.7654527207960979e-10,3.0687489006752083e-09,1.4099327394417202e-10,4.5904434788528765e-14,1.5382860292884481e-13,3.3854183558296883e-10,6.523015148418427e-13,1.6100926136218263e-12,4.789760107168832e-09,7.842708426443522e-12,1.2456201847128121e-15,7.386414723284604e-12,2.2847815582787597e-15,6.833223860177335e-12,8.399429691294772e-12,4.3301650340991495e-09,1.4000000000000001
3.5469000750286404e-10,4.593621859289319e-12,1.3815515666373702e-15,1.825969234141405e-19,2.855885592952384e-14,1.0081369796130434e-15,2.606379521544826e-19,4.5526275714026305e-18,4.537258410382892e-12,8.731698929148613e-14,1.869610565963506e-07,1.3690856558461415e-10,2.3521026053991346e-14,4.6157175881308896e-14,1.7631399035675253e-10,3.101204162219754e-09,1.4328174833451928e-10,4.695928801438903e-14,1.5598021124888016e-13,3.40947559561005e-10,6.633856375696184e-13,1.6228965674997625e-12,4.797471170923517e-09,7.930266091379544e-12,1.2650729310968976e-15,7.521357888795603e-12,2.3411516329732936e-15,6.967880273177916e-12,8.487349931562291e-12,4.320175398743576e-09,1.41
3.5468999269892025e-10,4.625775936825495e-12,1.4052066089858481e-15,1.86669685399203e-19,2.9095171250099504e-14,1.0329751668323008e-15,2.688019547177823e-19,4.667663266534663e-18,4.568997231412067e-12,8.831718162108546e-14,1.86924936275301e-07,1.3805339200593497e-10,2.3829721357478442e-14,4.628173149499345e-14,1.7608308217792821e-10,3.1336947549444444e-09,1.4558614724364576e-10,4.8028566047279417e-14,1.5813922224008748e-13,3.433370103817715e-10,6.745577718054823e-13,1.6356390056380381e-12,4.805052862683109e-09,8.018059837131806e-12,1.2846521318363927e-15,7.6576352647642e-12,2.3984183422058234e-15,7.104079535072923e-12,8.575298637298105e-12,4.3103312042444e-09,1.42
3.5468998801134335e-10,4.65792380028792e-12,1.4290581152537094e-15,1.9079558490905534e-19,2.963707517393207e-14,1.0582111504363372e-15,2.771512485303751e-19,4.784628672046879e-18,4.600731781851668e-12,8.932161549820845e-14,1.8688876008791935e-07,1.3919590711885354e-10,2.413907527731516e-14,4.6403108393089255e-14,1.7585021499927303e-10,3.1662267280753503e-09,1.4790572316953496e-10,4.911229641701524e-14,1.6030458544291188e-13,3.4571252964634647e-10,6.858147991938429e-13,1.6483277280180046e-12,4.812490153531297e-09,8.106109961873753e-12,1.3043520255189072e-15,7.79522602846082e-12,2.4565921386659616e-15,7.241813397278478e-12,8.663283537221245e-12,4.3006473012028315e-09,1.43
3.5468999410842014e-10,4.690065441247593e-12,1.4531056111387192e-15,1.9497472763467136e-19,3.018457368026946e-14,1.0838475701695973e-15,2.8568836607183096e-19,4.903538593933527e-18,4.632462092116043e-12,9.033026024163992e-14,1.8685252905461126e-07,1.4033611089234918e-10,2.4449063600728886e-14,4.652136427857547e-14,1.756154838809517e-10,3.1987991763151443e-09,1.5024035900964136e-10,5.021051361187897e-14,1.6247610841137662e-13,3.480741503502417e-10,6.971562703077898e-13,1.66096255903746e-12,4.819785462953723e-09,8.194415622283166e-12,1.3241718313093526e-15,7.934130182873864e-12,2.5156788984513908e-15,7.381084962143124e-12,8.751300693744623e-12,4.291121145687864e-09,1.44
3.54690011573078e-10,4.722200851492629e-12,1.4773486196232772e-15,1.992072147891492e-19,3.073767255243745e-14,1.1098870467920896e-15,2.944158476277409e-19,5.024407769030751e-18,4.6641881923746225e-12,9.134308541451068e-14,1.8681624417323053e-07,1.4147400439150886e-10,2.4759662484332314e-14,4.6636556781030526e-14,1.7537897918169266e-10,3.231411215860948e-09,1.5258993761002665e-10,5.1323250717232207e-14,1.6465360030413167e-13,3.5042190905654265e-10,7.085817330785599e-13,1.6735433416601066e-12,4.826941155533024e-09,8.282976014066883e-12,1.3441107751982133e-15,8.07434769523378e-12,2.575684455405066e-15,7.521897263133877e-12,8.839346241398337e-12,4.2817502497982594e-09,1.45
3.5469004089304995e-10,4.754330023022029e-12,1.5017866613783225e-15,2.0349314315722169e-19,3.12963773838594e-14,1.1363321819070818e-15,3.033362410052423e-19,5.147250863791134e-18,4.6959101125541815e-12,9.236006082205622e-14,1.8677990641971397e-07,1.426095897132101e-10,2.5070848461273956e-14,4.674874339196383e-14,1.7514078677246828e-10,3.2640619837695416e-09,1.5495434181860033e-10,5.2450539420911924e-14,1.6683687195020577e-13,3.527558456941601e-10,7.200907330311081e-13,1.6860699366963786e-12,4.8339595425427666e-09,8.371790370105397e-12,1.3641680903754597e-15,8.215878498836712e-12,2.6366146008260175e-15,7.664253265945616e-12,8.927416385688631e-12,4.272532180068372e-09,1.46
3.546900824510401e-10,4.7864529480394565e-12,1.526419255167237e-15,2.07832605144767e-19,3.1860693584076e-14,1.1631855577887971e-15,3.124521012485441e-19,5.272082473058254e-18,4.727627882341106e-12,9.338115650937521e-14,1.8674351674871602e-07,1.4374286992180334e-10,2.5382598448388615e-14,4.685798140014747e-14,1.7490098825017482e-10,3.296750637322571e-09,1.5733345453836011e-10,5.359241001862667e-14,1.690257359147587e-13,3.550760033560826e-10,7.316828135196764e-13,1.6985422220842683e-12,4.840842883541376e-09,8.460857958597463e-12,1.3843430176044598e-15,8.358722494868139e-12,2.6984750831801544e-15,7.808155869610472e-12,9.015507401956844e-12,4.26346455587399e-09,1.47
3.5469013651488924e-10,4.818569618947017e-12,1.5512459182497488e-15,2.1222568882831896e-19,3.2430626384764996e-14,1.190449737210109e-15,3.2176599035445166e-19,5.398917118841232e-18,4.759341531183662e-12,9.44063427591882e-14,1.8670707609424342e-07,1.448738489847947e-10,2.56948897533479e-14,4.696432782694796e-14,1.746596611513126e-10,3.329476353391757e-09,1.5972715878063258e-10,5.4748891419352794e-14,1.7122000656483343e-13,3.573824280976278e-10,7.433575159633642e-13,1.7109600921701554e-12,4.8475933879660665e-09,8.550178081204712e-12,1.4046348055958902e-15,8.502879554226537e-12,2.7612716078110665e-15,7.953607907607214e-12,9.103615634238364e-12,4.2545450478381614e-09,1.48
3.5469020322773997e-10,4.850680028339027e-12,1.5762661667858375e-15,2.1667247800457761e-19,3.3006180845760934e-14,1.2181272632702383e-15,3.312804769878923e-19,5.5277692490892924e-18,4.79105108829426e-12,9.54355900895962e-14,1.8667058537028982e-07,1.4600253170852854e-10,2.6007700081810718e-14,4.70678393616579e-14,1.7441687916566612e-10,3.3622383278041034e-09,1.621353377183136e-10,5.592001115073071e-14,1.734195001351084e-13,3.596751687346948e-10,7.551143800816978e-13,1.7233234569896319e-12,4.854213216726773e-09,8.639750071196246e-12,1.425042711381649e-15,8.648349519347017e-12,2.8250098366508285e-15,8.100612148970636e-12,9.191737494121575e-12,4.24577137623703e-09,1.49
3.546902825982023e-10,4.882784168995794e-12,1.601479516239637e-15,2.2117305223991977e-19,3.3587361861074886e-14,1.246220659222447e-15,3.4099813619744024e-19,5.658653236466308e-18,4.822756582651721e-12,9.646886925183935e-14,1.8663404547147062e-07,1.471289236738701e-10,2.632100754457377e-14,4.716857229682775e-14,1.7417271234998404e-10,3.395035774707106e-09,1.6455787473910893e-10,5.710579536446107e-14,1.756240347936495e-13,3.6195427664201576e-10,7.669529441302002e-13,1.735632241548331e-12,4.8607044838000835e-09,8.729573291593258e-12,1.4455660006887666e-15,8.79513220602498e-12,2.889695387930802e-15,8.249171299400947e-12,9.279869459606824e-12,4.237141309405672e-09,1.5
3.546903744905191e-10,4.914882033877387e-12,1.62688548178334e-15,2.257274869199093e-19,3.4174174164914206e-14,1.2747324283017358e-15,3.509215491308417e-19,5.791583377125356e-18,4.854458043003548e-12,9.750615122805546e-14,1.8659745727365745e-07,1.4825303117188816e-10,2.663479066472206e-14,4.7266582463597487e-14,1.739272273416594e-10,3.4278679259339595e-09,1.6699465349877476e-10,5.830626884170101e-14,1.778334307076625e-13,3.6421980555140813e-10,7.788727451359614e-13,1.7478863851027541e-12,4.867069257823165e-09,8.819647133313628e-12,1.4662039483133185e-15,8.943227405239766e-12,2.955333835892439e-15,8.399288002373156e-12,9.368008073965351e-12,4.22865266214392e-09,1.51
3.5469047861473113e-10,4.946973616117416e-12,1.652483578701102e-15,2.303358532988079e-19,3.476662233770224e-14,1.3036650535525383e-15,3.6105330275054026e-19,5.926573889483268e-18,4.886155497868182e-12,9.854740722903867e-14,1.86560821634613e-07,1.493748611395376e-10,2.694902838477936e-14,4.7361925167028366e-14,1.736804875724096e-10,3.460734030368767e-09,1.694455579743581e-10,5.952145499846041e-14,1.8004751010924497e-13,3.664718113500263e-10,7.908733191332074e-13,1.7600858404410977e-12,4.873309563687702e-09,8.909971013316536e-12,1.4869558384943359e-15,9.092634884978294e-12,3.0219307104980837e-15,8.550964840246461e-12,9.456149944598266e-12,4.220303294122205e-09,1.52
3.546905945168429e-10,4.979058909016807e-12,1.678273322792945e-15,2.3499821854908526e-19,3.536471081209808e-14,1.3330209976564176e-15,3.713959895492019e-19,6.063638912995184e-18,4.91784897553728e-12,9.959260869199804e-14,1.865241393946256e-07,1.5049442109534198e-10,2.7263700073858748e-14,4.7454655121434594e-14,1.734325534819566e-10,3.493633353311748e-09,1.7191047251743747e-10,6.075137589099806e-14,1.822660973611387e-13,3.687103518786137e-10,8.029542013988706e-13,1.7722305731640813e-12,4.879427384133819e-09,9.000544372747068e-12,1.507820965287719e-15,9.24335439205872e-12,3.089491497141778e-15,8.704204335373642e-12,9.54429174189548e-12,4.212091108287382e-09,1.53
3.5469070864884664e-10,5.01113788461301e-12,1.7042555948157598e-15,2.3971482706408577e-19,3.5968464563342987e-14,1.3628021525289084e-15,3.819512062297316e-19,6.202788438739664e-18,4.949538512650208e-12,1.0064171877477511e-13,1.8648741357896926e-07,1.5161150054490502e-10,2.7578808256203336e-14,4.7544610356619303e-14,1.7318421137827029e-10,3.526562995220063e-09,1.743894615855222e-10,6.199607420203165e-14,1.8448923596458844e-13,3.7093480001497456e-10,8.151157293284616e-13,1.7843180966270472e-12,4.885430141005096e-09,9.091360352373247e-12,1.528799863672433e-15,9.39539186494177e-12,3.158020738161972e-15,8.859012826136107e-12,9.632426211781675e-12,4.204008547054813e-09,1.54
3.546908223763155e-10,5.043210540133111e-12,1.730429682962041e-15,2.444857074586455e-19,3.65778842611551e-14,1.393011032327143e-15,3.9272172417416726e-19,6.344037130094016e-18,4.981224135607351e-12,1.016947107935982e-13,1.8645064462386283e-07,1.527261448009872e-10,2.7894329346823402e-14,4.763188061399845e-14,1.7293539357544866e-10,3.559522619774138e-09,1.768823801617931e-10,6.325556558056664e-14,1.8671671818443051e-13,3.7314533261862426e-10,8.273573021398349e-13,1.7963488151586876e-12,4.891318814154378e-09,9.18241950157171e-12,1.549891641071786e-15,9.548745966978766e-12,3.2275239803019457e-15,9.015392065246518e-12,9.720550818926318e-12,4.196054522307975e-09,1.55
3.546909384257788e-10,5.07527687553055e-12,1.7567947130366988e-15,2.493108626067285e-19,3.7192967956896987e-14,1.4236501965299146e-15,4.037104398816945e-19,6.48740005726483e-18,5.0129058695577335e-12,1.0275155930749642e-13,1.8641383268504053e-07,1.538384258575898e-10,2.8210237475028632e-14,4.7716580841941344e-14,1.7268594236896805e-10,3.592512167529625e-09,1.7938906214556968e-10,6.452986168740776e-14,1.889483125118471e-13,3.753422105200346e-10,8.396782224299808e-13,1.8083234402414905e-12,4.897093686775146e-09,9.273723149060201e-12,1.5710952677711967e-15,9.7034145985435e-12,3.298006832936472e-15,9.17334328252464e-12,9.80866356718083e-12,4.188228646427312e-09,1.56
3.5469105451414387e-10,5.107336882931318e-12,1.7833503203931533e-15,2.541903589240888e-19,3.7813721272743045e-14,1.4547219788799766e-15,4.1491988186211596e-19,6.632890693242973e-18,5.0445837426214965e-12,1.0381223592966078e-13,1.8637697872237225e-07,1.5494833474055425e-10,2.852651567759763e-14,4.779874477732951e-14,1.7243596897100124e-10,3.625530781734486e-09,1.8190940886331102e-10,6.58189810219794e-14,1.911838705333777e-13,3.77525440240779e-10,8.520780915602591e-13,1.8202417765683944e-12,4.902757044699798e-09,9.365270288295707e-12,1.592410183196702e-15,9.85939795660127e-12,3.3694745255886854e-15,9.332869093680151e-12,9.896761035926762e-12,4.180528521888765e-09,1.57
3.54691168054617e-10,5.139390554447542e-12,1.810096152473799e-15,2.59124260261721e-19,3.844014985807318e-14,1.4862286880419243e-15,4.263525757219231e-19,6.780522397437167e-18,5.0762577827633614e-12,1.0487671242893226e-13,1.8634008369684834e-07,1.560558612051389e-10,2.88431476127893e-14,4.787840372990833e-14,1.7218558777349868e-10,3.658577603605951e-09,1.844433235406596e-10,6.712294090488752e-14,1.9342324781440917e-13,3.7969502443759334e-10,8.645565169342021e-13,1.832103620788997e-12,4.908311177957862e-09,9.457059883360494e-12,1.6138358470807009e-15,1.001669626956803e-11,3.4419322354765358e-15,9.493972087102871e-12,9.984839833909477e-12,4.172951747936875e-09,1.58
3.54691276143513e-10,5.171437882165694e-12,1.837031869568222e-15,2.6411262800245194e-19,3.9072259400865344e-14,1.5181726072869672e-15,4.380110436198007e-19,6.930308413391812e-18,5.107928017797125e-12,1.0594496072535171e-13,1.8630314857178615e-07,1.57160993614938e-10,2.9160117573395196e-14,4.795558646150487e-14,1.719349167511357e-10,3.6916517711293063e-09,1.8699071140235313e-10,6.844175748902557e-14,1.9566630402127887e-13,3.818509615222522e-10,8.771131124415727e-13,1.8439087601502687e-12,4.9137583837932845e-09,9.549090865464391e-12,1.6353717401555504e-15,1.017530980074736e-11,3.5153850869902817e-15,9.656654825978652e-12,1.007289659706165e-11,4.1654959175614055e-09,1.59
3.546913755470645e-10,5.203478858134802e-12,1.864157145571412e-15,2.6915552115753176e-19,3.9710055639088056e-14,1.550555994177702e-15,4.498978037221313e-19,7.082261866504828e-18,5.139594475390157e-12,1.0701695288570952e-13,1.862661743140367e-07,1.5826371882080095e-10,2.947741049979201e-14,4.803031906524567e-14,1.7168407786425954e-10,3.7247524178566807e-09,1.8955147977213698e-10,6.977544577068014e-14,1.979129030433781e-13,3.839932452814457e-10,8.897474989024204e-13,1.855656971137262e-12,4.919100969681708e-09,9.641362129447053e-12,1.6570173648471615e-15,1.0335238851767413e-11,3.589838151169988e-15,9.820919850405297e-12,1.016092798632676e-11,4.15815861447397e-09,1.6
3.546914626882312e-10,5.235513474354656e-12,1.891471668741978e-15,2.742529964632253e-19,4.03535443720929e-14,1.5833810802528843e-15,4.620153696585003e-19,7.236395761745482e-18,5.1712571830678806e-12,1.0809266111909558e-13,1.8622916189519113e-07,1.59364022039751e-10,2.979501199299394e-14,4.8102624844774545e-14,1.7143319746183686e-10,3.7578786717058345e-09,1.921255381726764e-10,7.112401960063682e-14,2.0016291311525518e-13,3.8612186449665604e-10,9.02459304511139e-13,1.867348018113824e-12,4.924341256347756e-09,9.73387253028024e-12,1.678772245968597e-15,1.0496483766017892e-11,3.665296445183016e-15,9.986769679508456e-12,1.02489306854826e-11,4.1509374100846495e-09,1.61
3.546915336335096e-10,5.267541722764024e-12,1.918975142460365e-15,2.7940510847740337e-19,4.1002731472007093e-14,1.6166500707122005e-15,4.743662499771996e-19,7.392722981372227e-18,5.20291616821828e-12,1.09172057772449e-13,1.8619211229278754e-07,1.6046188673390465e-10,3.0112908327705105e-14,4.8172524193470413e-14,1.7118240668440076e-10,3.791029653758947e-09,1.947127984254686e-10,7.248749169528595e-14,2.0241620693871875e-13,3.882368025640342e-10,9.15248165280523e-13,1.878981651963308e-12,4.929481580782311e-09,9.826620879570092e-12,1.7006359314136667e-15,1.0659044932087003e-11,3.741764931801523e-15,1.0154206813557537e-11,1.0336901398964775e-11,4.143829860478626e-09,1.62
3.546915840797418e-10,5.299563595228861e-12,1.946667285987066e-15,2.846119096761339e-19,4.1657622895125974e-14,1.6503651441010418e-15,4.869529476007328e-19,7.551256282650533e-18,5.234571458096386e-12,1.1025511532610791e-13,1.8615502649151737e-07,1.615572944893905e-10,3.043108646537199e-14,4.8240034473665085e-14,1.7093184186699803e-10,3.824204477061403e-09,1.9731317475075515e-10,7.386587364772838e-14,2.0467266180494104e-13,3.903380371142765e-10,9.281137254858241e-13,1.890557608729282e-12,4.9345242992598005e-09,9.919605942059396e-12,1.7226079928505246e-15,1.0822922787198424e-11,3.81924851887995e-15,1.0323233736081619e-11,1.0424836849690205e-11,4.1368335033927946e-09,1.6300000000000001
3.546916093409255e-10,5.331579083530512e-12,1.9745478352208393e-15,2.898734505502735e-19,4.231822469330553e-14,1.6845284519952746e-15,4.997779592813198e-19,7.712008295570718e-18,5.266223079828767e-12,1.1134180638935929e-13,1.861179054844321e-07,1.6265022489526836e-10,3.074953406723583e-14,4.8305169895861055e-14,1.7068164494213645e-10,3.85740224542058e-09,1.999265838674341e-10,7.525917593888129e-14,2.069321597165611e-13,3.924255396325014e-10,9.4105563810881e-13,1.9020756082562446e-12,4.939471790355475e-09,1.0012826432129863e-11,1.7446880264152657e-15,1.0988117820648265e-11,3.8977520588325256e-15,1.049385291598534e-11,1.0512733776880621e-11,4.1299458551924e-09,1.6400000000000001
3.5469160433502295e-10,5.363588179353934e-12,2.002616543456921e-15,2.951897797020584e-19,4.2984543025354936e-14,1.7191421186860143e-15,5.128437750564012e-19,7.874991520565786e-18,5.297871060418029e-12,1.124321036959888e-13,1.860807502741499e-07,1.6374065542244834e-10,3.106823950738505e-14,4.8367941397949326e-14,1.7043196384273187e-10,3.890622052204641e-09,2.0255294509297213e-10,7.666740794858393e-14,2.0919458750978802e-13,3.94499275078126e-10,9.540735652818187e-13,1.9135353528303335e-12,4.9443264579626905e-09,1.0106281010304402e-11,1.7668756534055214e-15,1.1154630577242031e-11,3.977280348110751e-15,1.0666066809664818e-11,1.0600588933886074e-11,4.1231644078476505e-09,1.6500000000000001
3.546915661629232e-10,5.3955908752599146e-12,2.030873107751968e-15,3.005609414535193e-19,4.365658320982586e-14,1.7542082849768955e-15,5.261529119903646e-19,8.040218573855738e-18,5.3295154265655385e-12,1.1352598027700721e-13,1.860435617746826e-07,1.6482857253464673e-10,3.1387189900838525e-14,4.8428369589131086e-14,1.7018291655753075e-10,3.923863079851977e-09,2.0519217066554633e-10,7.80905785918796e-14,2.11459822656692e-13,3.965592362919982e-10,9.67167138855318e-13,1.924936642646012e-12,4.949090481874827e-09,1.0199968597179331e-11,1.7891704370784467e-15,1.1322461347407018e-11,4.057838212452482e-15,1.0839877711262305e-11,1.0688399241976922e-11,4.116486877042107e-09,1.6600000000000001
3.546916071118273e-10,5.42758720757604e-12,2.0593139261724433e-15,3.059868674598019e-19,4.43343079417809e-14,1.7897310311519308e-15,5.397094084923357e-19,8.207712981557151e-18,5.361156196751114e-12,1.1462341718101354e-13,1.8600633647974602e-07,1.6591446127854194e-10,3.170628457292861e-14,4.848705424374471e-14,1.6993300680000028e-10,3.957128989605026e-09,2.0784373953800618e-10,7.952872358749404e-14,2.1372710905059736e-13,3.9860696032335946e-10,9.803342222463589e-13,1.936284468001403e-12,4.953754814745732e-09,1.0293902209714695e-11,1.8115682255372895e-15,1.149159650983352e-11,4.1394342459577895e-15,1.101528113370706e-11,1.0776168588316225e-11,4.109922148369424e-09,1.67
3.546916404333023e-10,5.459577137106646e-12,2.087941116160908e-15,3.114676784110161e-19,4.5017753501626465e-14,1.825711029547434e-15,5.535146677546112e-19,8.377479161265864e-18,5.392793403270068e-12,1.1572438199321392e-13,1.8596907851028786e-07,1.669979436672032e-10,3.202557568111797e-14,4.8543590537586926e-14,1.6968353028990262e-10,3.990415712628731e-09,2.1050788269385785e-10,8.098182968797676e-14,2.1599679290950239e-13,4.006413112997219e-10,9.935757445272265e-13,1.9475748468352247e-12,4.958329784153168e-09,1.0388070480349084e-11,1.8340713218623945e-15,1.1662046514664788e-11,4.2220704137327055e-15,1.1192284218748253e-11,1.0863888918004997e-11,4.103459833281271e-09,1.68
3.546916658094667e-10,5.491560657493192e-12,2.116754322202589e-15,3.1700341010055917e-19,4.5706924193467506e-14,1.8621504024414547e-15,5.675712332237604e-19,8.549529691413143e-18,5.424427072219675e-12,1.1682884834381608e-13,1.8593178867081693e-07,1.6807901556745294e-10,3.234504961912142e-14,4.8598007771143116e-14,1.694345721249429e-10,4.023722540291999e-09,2.131845064002101e-10,8.244990354281069e-14,2.182687458263819e-13,4.026623112422129e-10,1.0068913091846047e-12,1.958807689664201e-12,4.962817294364653e-09,1.0482472612745974e-11,1.856679245200241e-15,1.1833811379823638e-11,4.305751497575845e-15,1.1370889014264272e-11,1.0951557409052082e-11,4.097097923746117e-09,1.69
3.546916830144755e-10,5.523537762432109e-12,2.145753194070076e-15,3.225940963843631e-19,4.640182428044103e-14,1.8990512526793855e-15,5.818816462371438e-19,8.723877062387697e-18,5.45605722955686e-12,1.1793679000314374e-13,1.8589446776020112e-07,1.691576725231998e-10,3.2664693134512463e-14,4.8650334160715626e-14,1.691862176493575e-10,4.057048769043502e-09,2.158735179324835e-10,8.393295088954964e-14,2.205428417777014e-13,4.04669981180776e-10,1.020280522553168e-12,1.9699829076196507e-12,4.967219236098819e-09,1.0577107807066205e-11,1.8793915253956907e-15,1.2006891128959746e-11,4.390482239042669e-15,1.1551097533746977e-11,1.1039171276047528e-11,4.090834425895296e-09,1.7
3.5469169192177644e-10,5.555508445670772e-12,2.1749373869947175e-15,3.282397692578585e-19,4.710245798854708e-14,1.9364156637066977e-15,5.964484457488695e-19,8.90053367620681e-18,5.487683901101257e-12,1.1904818087858393e-13,1.8585711657209012e-07,1.7023390972295675e-10,3.29844933261182e-14,4.870059682069686e-14,1.6893855257014967e-10,4.090393700004879e-09,2.1857482559719482e-10,8.543097656985543e-14,2.2281895713256454e-13,4.0666434104845176e-10,1.0337429939450893e-12,1.981100412009727e-12,4.9715374875514624e-09,1.0671975258974152e-11,1.9022077030238074e-15,1.2181285792415092e-11,4.476267339599543e-15,1.1732911757219702e-11,1.1126727769216389e-11,4.0846673589805805e-09,1.71
3.546916925113666e-10,5.587472701003472e-12,2.204306561838016e-15,3.339404589329392e-19,4.7808829510479726e-14,1.974245699601675e-15,6.112741680557501e-19,9.079511846187471e-18,5.519307112538271e-12,1.2016299501153437e-13,1.8581973589533815e-07,1.7130772196735937e-10,3.330443764141411e-14,4.874882174584244e-14,1.6869166307332457e-10,4.1237566385639365e-09,2.2128833875474144e-10,8.694398454553525e-14,2.250969706618607e-13,4.0864540957565857e-10,1.0472783357795485e-12,1.9921601138816646e-12,4.9757739154216e-09,1.0767074158643916e-11,1.9251273294216792e-15,1.2356995408189389e-11,4.563111460777814e-15,1.1916333632155274e-11,1.1214224173472508e-11,4.078594754331748e-09,1.72
3.5469168487704875e-10,5.619430522267392e-12,2.2338603852630227e-15,3.396961939149262e-19,4.852094300945807e-14,2.0125434051081484e-15,6.263613465232596e-19,9.26082379661749e-18,5.550926889422134e-12,1.2128120657435088e-13,1.8578232651442654e-07,1.7237910363668387e-10,3.3624513873918906e-14,4.879503379354432e-14,1.6844563594012475e-10,4.157136893967847e-09,2.240139678421859e-10,8.847197791457872e-14,2.273767635474125e-13,4.106132041844739e-10,1.0608861637122394e-12,2.0031619235840183e-12,4.9799303759375185e-09,1.0862403689765507e-11,1.9481499667202405e-15,1.2534020022905521e-11,4.651019224327871e-15,1.2101365074394028e-11,1.1301657807472316e-11,4.072614654314154e-09,1.73
3.54691669233688e-10,5.651381903338572e-12,2.263598529905734e-15,3.4550700107953276e-19,4.923880262305721e-14,2.051310805668232e-15,6.417125113114896e-19,9.444481662426645e-18,5.5825432571789685e-12,1.224027898672948e-13,1.8574488920988655e-07,1.7344804865836547e-10,3.3944710160589364e-14,4.8839256666103936e-14,1.6820055866326541e-10,4.190533778916354e-09,2.2675162439604038e-10,9.001495892719515e-14,2.2965821939112327e-13,4.125677408829153e-10,1.0745660967648798e-12,2.01410575032891e-12,4.9840087158828335e-09,1.0957963028551023e-11,1.9712751878760942e-15,1.2712359692774979e-11,4.739995212373212e-15,1.2288007969061814e-11,1.138902602266862e-11,4.0667251112862965e-09,1.74
3.5469164592446784e-10,5.683326838127887e-12,2.2935206745464863e-15,3.513729057498281e-19,4.996241246703927e-14,2.0905499074550574e-15,6.573301891011067e-19,9.630497488857797e-18,5.614156241109842e-12,1.2352771931548034e-13,1.8570742475872197e-07,1.7451455047451635e-10,3.426501497921516e-14,4.888151289300533e-14,1.6795651956316978e-10,4.22394660915497e-09,2.2950122107505093e-10,9.157292900185082e-14,2.3194122422412465e-13,4.145090341592213e-10,1.088317757454718e-12,2.0249915017542694e-12,4.988010773622537e-09,1.1053751342740838e-11,1.994502576703333e-15,1.2892014484563299e-11,4.830043967564515e-15,1.2476264171488018e-11,1.1476326202364395e-11,4.0609241865573925e-09,1.75
