Time,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC,k1,k2,k3,k5,k6,k7,k8,k9,k10,compartment_1,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33
8.6,3.546912938086832e-10,1.6065905044832557e-07,3.2694629280291496e-09,6.662552607165278e-10,1.355625440689341e-10,2.5737148359823618e-08,5.413954356635116e-09,2.7527124956179533e-09,7.671959699320721e-10,1.6063072892399826e-11,4.2412277321454535e-12,2.0027184045271688e-13,4.494771232834545e-14,3.076133170782072e-12,1.0513942995305565e-12,2.6057352321194514e-11,2.6996798899131057e-11,1.8513651208823874e-12,5.492682751554042e-14,9.694269549686915e-16,1.506790770956151e-17,1.642381039680263e-16,1.1432105089950572e-12,1.7521640552354736e-13,1.2417609039685593e-10,4.212129649981365e-10,3.47646220980947e-14,4.1465738360472145e-13,4.931885221166769e-10,5.264995528393621e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.4098125969387053e-09,-7.126228680521518e-11,-2.8768938045753944e-09,-4.3940086329704427e-10,-2.399116201826969e-12,-2.435993080947978e-14,-6.268682442441396e-13,3.2694629280291496e-09,2.81525626545026e-12,2.71438574857309e-13,3.464930788246474e-10,3.989419043646774e-13,2.0924562739386558e-10,7.049252291584572e-14,4.494771232834545e-14,1.355625440689341e-10,2.763333817597986e-12,4.426788203391155e-13,1.1459586584432682e-14,2.762847849184305e-16,4.734664248398697e-14,3.444674585941459e-18,5.290947887628658e-17,1.5730559672602292e-13,1.865498990755094e-11,7.707541599218545e-11,5.607567468708705e-15,8.613120320594414e-14,3.795734431615545e-12,2.1481430163609525e-11,1.2585312411792693e-15,2.94390403862443e-14,-1.9362001198639695e-11
8.61,3.5469129422831563e-10,1.6062493160632118e-07,3.268765775371651e-09,6.667813606299836e-10,1.3554753549190316e-10,2.5765907698069783e-08,5.4143933482039305e-09,2.7563328794669265e-09,7.674059878349948e-10,1.6087051188937257e-11,4.242685249123376e-12,2.0045921872588584e-13,4.494735818189417e-14,3.08153731783368e-12,1.0519848865768552e-12,2.6084982693738572e-11,2.7027877808334616e-11,1.8557943771231867e-12,5.5041463431124015e-14,9.721921003396529e-16,1.510236961940125e-17,1.6476777638312604e-16,1.144783010030219e-12,1.7569022178234518e-13,1.2440067438800922e-10,4.2219905847984935e-10,3.4833305547680693e-14,4.1581400367585227e-13,4.943408938018168e-10,5.270948637518221e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.409090444917919e-09,-7.12331204674156e-11,-2.8761810289031822e-09,-4.394194638502779e-10,-2.399285973734231e-12,-2.4353036754337772e-14,-6.270899746562706e-13,3.268765775371651e-09,2.8154845410660437e-12,2.7153185594389603e-13,3.465211742850516e-10,3.9905111367419726e-13,2.0920100962378566e-10,7.048471845578963e-14,4.494735818189417e-14,1.3554753549190316e-10,2.762746969421588e-12,4.4317348049077725e-13,1.1468635490305835e-14,2.7669721134308e-16,4.7408913038187125e-14,3.447897488558685e-18,5.300243015449895e-17,1.5730718898714428e-13,1.8669720052044283e-11,7.717678423970592e-11,5.612813870139389e-15,8.628251662590682e-14,3.7953141420374636e-12,2.1487310466868366e-11,1.2585213104557312e-15,2.945557682353826e-14,-1.9362799321372675e-11
8.620000000000001,3.546912946368696e-10,1.605908199905521e-07,3.268068820184986e-09,6.673070213673037e-10,1.355325273077187e-10,2.5794659907806487e-08,5.414832208176261e-09,2.7599524326703665e-09,7.676158930977406e-10,1.611103115933448e-11,4.244142441940304e-12,2.006464755991574e-13,4.494699836088175e-14,3.0869421563046404e-12,1.0525751204894293e-12,2.6112607198433375e-11,2.7058956498832593e-11,1.860228579282416e-12,5.5156189799968016e-14,9.74961370471184e-16,1.5136863748362367e-17,1.6529837866616999e-16,1.1463555260621167e-12,1.7616466072301316e-13,1.2462540140936976e-10,4.231862243119551e-10,3.4902041345949415e-14,4.169723024038731e-13,4.954944355465263e-10,5.2769064518464353e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.4083684107950492e-09,-7.120396998249888e-11,-2.875468413981619e-09,-4.394380150204154e-10,-2.3994554593742838e-12,-2.43461430331582e-14,-6.273114333537182e-13,3.268068820184986e-09,2.8157127482516555e-12,2.716251162841795e-13,3.465492613232807e-10,3.9916026441082507e-13,2.091564044918391e-10,7.047691420001372e-14,4.494699836088175e-14,1.355325273077187e-10,2.7621602455323536e-12,4.436680180310013e-13,1.1477676842324311e-14,2.7710966655737294e-16,4.747116930516243e-14,3.4511183030897573e-18,5.3095393324971506e-17,1.573087629658853e-13,1.8684437897718684e-11,7.727812922067255e-11,5.618056871794508e-15,8.6433849395369e-14,3.794893863355896e-12,2.149318761570392e-11,1.258511220812145e-15,2.9472103373087934e-14,-1.936358887998881e-11
8.63,3.5469129503381537e-10,1.6055671559873042e-07,3.2673720643245153e-09,6.678322430884836e-10,1.3551751966718158e-10,2.582340499112486e-08,5.4152709349061975e-09,2.7635711556834626e-09,7.678256853271138e-10,1.6135012804776156e-11,4.245599308952572e-12,2.00833611125096e-13,4.4946632796807765e-14,3.092347684490691e-12,1.053165002930051e-12,2.6140225836532067e-11,2.7090034970401795e-11,1.864667726137159e-12,5.52710065483215e-14,9.777347655648244e-16,1.5171390075907014e-17,1.6582991089273011e-16,1.1479280571138692e-12,1.7663972218874165e-13,1.248502713363747e-10,4.241744622342149e-10,3.497082945853857e-14,4.181322798547464e-13,4.966491469325335e-10,5.2828689747284445e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.407646493181808e-09,-7.117483545038789e-11,-2.874755958585862e-09,-4.394565165162331e-10,-2.3996246575554755e-12,-2.4339249596137633e-14,-6.275326215603534e-13,3.2673720643245153e-09,2.8159408861512226e-12,2.717183557729646e-13,3.4657733983399663e-10,3.992693563700991e-13,2.0911181211676898e-10,7.046911022693442e-14,4.4946632796807765e-14,1.3551751966718158e-10,2.761573645890931e-12,4.44162432995754e-13,1.1486710643240012e-14,2.7752215058168446e-16,4.753341129274202e-14,3.4543370304387787e-18,5.318836835839072e-17,1.5731031863660754e-13,1.8699143449051003e-11,7.737945094781298e-11,5.62329647514486e-15,8.65852014665863e-14,3.794473599793124e-12,2.149906159910585e-11,1.2585009703304513e-15,2.9488620081422927e-14,-1.9364369912805112e-11
8.64,3.5469129541861685e-10,1.6052261842855974e-07,3.2666755096679178e-09,6.683570259522796e-10,1.3550251272289066e-10,2.585214295011271e-08,5.415709526738425e-09,2.76718904897329e-09,7.680353641162774e-10,1.615899612652182e-11,4.247055848433422e-12,2.010206253561322e-13,4.494626142064545e-14,3.097753900728484e-12,1.0537545355348893e-12,2.6167838609287634e-11,2.7121113222814987e-11,1.8691118164649446e-12,5.538591360249442e-14,9.805122858204795e-16,1.520594858151181e-17,1.663623731371068e-16,1.1495006032127556e-12,1.7711540602250598e-13,1.2507528404451975e-10,4.25163771986484e-10,3.503966985110627e-14,4.1929393609381353e-13,4.978050275426794e-10,5.288836209418338e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.406924690673877e-09,-7.114571697230864e-11,-2.8740436614846232e-09,-4.3947496803653947e-10,-2.399793567025351e-12,-2.433235639310911e-14,-6.277535404806765e-13,3.2666755096679178e-09,2.8161689539039806e-12,2.71811574299739e-13,3.466054097112592e-10,3.993783893404642e-13,2.0906723261874675e-10,7.046130661590314e-14,4.494626142064545e-14,1.3550251272289066e-10,2.7609871704578248e-12,4.4465672542094453e-13,1.1495736895783534e-14,2.7793466343767745e-16,4.759563900895944e-14,3.4575536715075482e-18,5.3281355226146777e-17,1.5731185597059372e-13,1.871383671048342e-11,7.748074943418765e-11,5.628532681657496e-15,8.673657279295998e-14,3.794053355621776e-12,2.1504932405681872e-11,1.2584905570778535e-15,2.9505126994355977e-14,-1.9365142457427047e-11
8.65,3.546912957907312e-10,1.6048852847773512e-07,3.265979158115193e-09,6.688813701162091e-10,1.3548750662924292e-10,2.588087378685446e-08,5.416147982008228e-09,2.7708061130188065e-09,7.682449290447534e-10,1.6182981125905838e-11,4.248512058573004e-12,2.012075183445624e-13,4.494588416284169e-14,3.103160803395582e-12,1.05434371991451e-12,2.6195445517952855e-11,2.7152191255840875e-11,1.873560849043741e-12,5.550091088885752e-14,9.832939314364194e-16,1.5240539244667828e-17,1.6689576547232833e-16,1.1510731643902136e-12,1.775917120670661e-13,1.2530043940935904e-10,4.2615415330871123e-10,3.5108562489331e-14,4.204572711857943e-13,4.989620769609176e-10,5.294808159074108e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.4062030018509173e-09,-7.111661465079026e-11,-2.873331521440182e-09,-4.3949336927017536e-10,-2.3999621864706536e-12,-2.4325463373542165e-14,-6.279741912998185e-13,3.265979158115193e-09,2.8163969506442782e-12,2.7190477174867225e-13,3.466334708485266e-10,3.9948736310327174e-13,2.0902266611937237e-10,7.045350344720631e-14,4.494588416284169e-14,1.3548750662924292e-10,2.7604008191933903e-12,4.451508953424238e-13,1.1504755602664154e-14,2.7834720514830214e-16,4.765785246205261e-14,3.460768227195558e-18,5.3374353900333504e-17,1.5731337493604657e-13,1.8728517686423404e-11,7.758202469318968e-11,5.633765492795712e-15,8.68879633290367e-14,3.793633135164827e-12,2.1510800023657752e-11,1.258479979106817e-15,2.9521624156982936e-14,-1.9365906550748515e-11
8.66,3.546912961496092e-10,1.6045444574394307e-07,3.2652830115886596e-09,6.694052757365504e-10,1.3547250154243334e-10,2.5909597503431202e-08,5.416586299041483e-09,2.7744223483108525e-09,7.684543796784227e-10,1.6206967804337434e-11,4.24996793747838e-12,2.0139429014254894e-13,4.4945500953317044e-14,3.1085683909104582e-12,1.0549325576538754e-12,2.6223046563780338e-11,2.7183269069244097e-11,1.878014822651959e-12,5.5615998333842346e-14,9.8607970260928e-16,1.527516204488058e-17,1.6743008797015104e-16,1.1526457406818402e-12,1.780686401649666e-13,1.2552573730650518e-10,4.2714560594093913e-10,3.51775073389116e-14,4.2162228519478696e-13,5.001202947723139e-10,5.300784826757653e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.405481425276569e-09,-7.108752858966497e-11,-2.872619537208369e-09,-4.39511719896014e-10,-2.4001305145173223e-12,-2.4318570486542812e-14,-6.281945751835393e-13,3.2652830115886596e-09,2.816624875501571e-12,2.719979479986163e-13,3.466615231386549e-10,3.995962774327798e-13,2.089781127416742e-10,7.044570080206534e-14,4.4945500953317044e-14,1.3547250154243334e-10,2.7598145920578374e-12,4.4564494279598543e-13,1.1513766766569845e-14,2.787597757377961e-16,4.772005166046386e-14,3.463980698399993e-18,5.346736435374843e-17,1.573148754980889e-13,1.874318638124374e-11,7.768327673854494e-11,5.6389949100190475e-15,8.703937303050863e-14,3.793212942795595e-12,2.1516664440877302e-11,1.2584692344550707e-15,2.9538111613682734e-14,-1.936666222895191e-11
8.67,3.5469129649469497e-10,1.6042037022486165e-07,3.264587072032956e-09,6.699287429683426e-10,1.354574976204549e-10,2.593831410192067e-08,5.417024476154667e-09,2.778037755352153e-09,7.68663715569525e-10,1.6230956163300673e-11,4.251423483173522e-12,2.0158094080212012e-13,4.494511172146573e-14,3.1139766617324973e-12,1.0555210503123444e-12,2.6250641748022496e-11,2.721434666278523e-11,1.882473736068452e-12,5.573117586394125e-14,9.88869599534062e-16,1.5309816961670038e-17,1.6796534070105925e-16,1.1542183321273918e-12,1.785461901585368e-13,1.2575117761162916e-10,4.2813812962330394e-10,3.524650436556728e-14,4.2278897818426804e-13,5.012796805630466e-10,5.306766215434775e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.404759959498445e-09,-7.105845889406816e-11,-2.871907707538579e-09,-4.395300195829607e-10,-2.4002985497304976e-12,-2.4311677680853573e-14,-6.284146932782289e-13,3.264587072032956e-09,2.8168527276004264e-12,2.720911029231054e-13,3.466895664738987e-10,3.99705132096153e-13,2.089335726101092e-10,7.043789876263654e-14,4.494511172146573e-14,1.354574976204549e-10,2.7592284890112304e-12,4.461388678173654e-13,1.1522770390167265e-14,2.7917237523168413e-16,4.7782236612839924e-14,3.4671910860157346e-18,5.356038655989272e-17,1.5731635761876258e-13,1.8757842799282528e-11,7.778450558431202e-11,5.644220934783289e-15,8.719080185421343e-14,3.792792782937744e-12,2.152252564480238e-11,1.258458321145605e-15,2.955458940811743e-14,-1.9367409527508066e-11
8.68,3.5469129682542623e-10,1.6038630191816029e-07,3.2638913414150403e-09,6.704517719653861e-10,1.3544249502309873e-10,2.5967023584397244e-08,5.4174625116548474e-09,2.7816523346573172e-09,7.688729362566589e-10,1.6254946204354467e-11,4.252878693599309e-12,2.0176747037517018e-13,4.4944716396155633e-14,3.1193856143619957e-12,1.0561091994236724e-12,2.6278231071931557e-11,2.724542403622079e-11,1.8869375880725147e-12,5.584644340570739e-14,9.916636224041309e-16,1.534450397457062e-17,1.6850152373426538e-16,1.1557909387707835e-12,1.7902436188989068e-13,1.2597676020046048e-10,4.291317240960355e-10,3.5315553535037646e-14,4.2395735021709273e-13,5.024402339204069e-10,5.312752327975182e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.4040386030481342e-09,-7.102940567043832e-11,-2.871196031173765e-09,-4.395482679899534e-10,-2.4004662906145136e-12,-2.4304784904853452e-14,-6.286345467109072e-13,3.2638913414150403e-09,2.8170805060605203e-12,2.7218423639035577e-13,3.4671760074591025e-10,3.998139268534626e-13,2.0888904585056258e-10,7.043009741201133e-14,4.4944716396155633e-14,1.3544249502309873e-10,2.7586425100134845e-12,4.466326704422419e-13,1.1531766476101759e-14,2.7958500365677867e-16,4.7844407328031926e-14,3.470399390935357e-18,5.365342049297126e-17,1.5731782125703059e-13,1.8772486944843155e-11,7.788571124488222e-11,5.649443568540468e-15,8.734224975813423e-14,3.792372660065286e-12,2.15283836225129e-11,1.2584472371866738e-15,2.957105758323216e-14,-1.9368148481176307e-11
8.69,3.5469129714123407e-10,1.603522408215e-07,3.2631958217241894e-09,6.70974362880242e-10,1.3542749391195387e-10,2.5995725952931943e-08,5.417900403839694e-09,2.785266086752835e-09,7.690820412647819e-10,1.6278937929132573e-11,4.254333566613532e-12,2.0195387891345929e-13,4.494431490572829e-14,3.1247952473401594e-12,1.0566970064960117e-12,2.630581453675957e-11,2.727650118930324e-11,1.8914063774438836e-12,5.596180088575472e-14,9.94461771411218e-16,1.5379223063131193e-17,1.6903863713770982e-16,1.1573635606600897e-12,1.795031552009269e-13,1.2620248494878707e-10,4.301263890994574e-10,3.538465481308264e-14,4.251274013554946e-13,5.036019544327978e-10,5.318743167152485e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.403317354441205e-09,-7.100036902651708e-11,-2.8704845068504377e-09,-4.3956646476596205e-10,-2.400633735612906e-12,-2.429789210655794e-14,-6.288541365892237e-13,3.2631958217241894e-09,2.8173082099966405e-12,2.7227734826326606e-13,3.467456258457404e-10,3.9992266145768654e-13,2.0884453259034813e-10,7.042229683421601e-14,4.494431490572829e-14,1.3542749391195387e-10,2.7580566550243707e-12,4.4712635070623543e-13,1.1540755026997364e-14,2.7999766104117914e-16,4.790656381509536e-14,3.473605614049128e-18,5.374646612789254e-17,1.5731926636877538e-13,1.8787118822194323e-11,7.798689373497956e-11,5.654662812738866e-15,8.749371670139963e-14,3.791952578702573e-12,2.1534238360706814e-11,1.2584359805717933e-15,2.958751618125521e-14,-1.936887912400442e-11
8.700000000000001,3.546912974415431e-10,1.603181869325332e-07,3.262500514972001e-09,6.714965158642326e-10,1.354124944504075e-10,2.6024421209592453e-08,5.418338150997468e-09,2.7888790121770835e-09,7.692910301052102e-10,1.630293133934361e-11,4.255788099990891e-12,2.0214016646861356e-13,4.4943907177998896e-14,3.1302055592491084e-12,1.0572844730119109e-12,2.6333392143758395e-11,2.7307578121780985e-11,1.8958801029627375e-12,5.6077248230758036e-14,9.9726404674542e-16,1.5413974206915086e-17,1.695766809780611e-16,1.1589361978475441e-12,1.799825699333289e-13,1.2642835173245533e-10,4.3112212437398704e-10,3.5453808165482614e-14,4.2629913166108586e-13,5.047648416897357e-10,5.3247387356442034e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.402596212177204e-09,-7.097134907134921e-11,-2.869773133298671e-09,-4.3958460954998925e-10,-2.4008008831084054e-12,-2.429099923361902e-14,-6.290734640014579e-13,3.262500514972001e-09,2.8175358385186828e-12,2.7237043839941703e-13,3.4677364166383794e-10,4.0003133565470927e-13,2.0880003295820807e-10,7.041449711421189e-14,4.4943907177998896e-14,1.354124944504075e-10,2.757470924003512e-12,4.4761990864490897e-13,1.154973604545681e-14,2.8041034741427285e-16,4.7968706083290164e-14,3.476809756245011e-18,5.383952344026881e-17,1.573206929067986e-13,1.880173843557006e-11,7.808805306966084e-11,5.659878668823005e-15,8.764520264428381e-14,3.791532543424307e-12,2.1540089845700127e-11,1.2584245492797414e-15,2.960396524369792e-14,-1.9369601489328675e-11
8.71,3.5469129772577133e-10,1.6028414024890385e-07,3.261805423192391e-09,6.720182310674407e-10,1.353974968036448e-10,2.605310935644308e-08,5.418775751407028e-09,2.7924911114803194e-09,7.694999022756192e-10,1.6326926436771018e-11,4.257242291422993e-12,2.0232633309212502e-13,4.494349314025632e-14,3.1356165487118697e-12,1.057871600428315e-12,2.6360963894179696e-11,2.7338654833398346e-11,1.9003587634096954e-12,5.6192785367452876e-14,1.0000704485951971e-15,1.5448757385500056e-17,1.7011565532071553e-16,1.160508850389539e-12,1.8046260592856454e-13,1.2665436042737003e-10,4.3211892966013516e-10,3.5523013558038245e-14,4.274725411948566e-13,5.059288952818484e-10,5.330739036031756e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.4018751747396502e-09,-7.094234591528258e-11,-2.8690619092420962e-09,-4.396027019710698e-10,-2.400967731422943e-12,-2.4284106233325168e-14,-6.292925300165188e-13,3.261805423192391e-09,2.8177633907316543e-12,2.7246350665107156e-13,3.468016480900498e-10,4.0013994918332194e-13,2.0875554708431303e-10,7.040669833789529e-14,4.494349314025632e-14,1.353974968036448e-10,2.7568853169103858e-12,4.4811334429376746e-13,1.1558709534061501e-14,2.8082306280673405e-16,4.8030834142080627e-14,3.480011818408665e-18,5.3932592406415894e-17,1.5732210082082174e-13,1.881634578916966e-11,7.818918926431546e-11,5.665091138233654e-15,8.77967075482063e-14,3.7911125588555346e-12,2.15459380634269e-11,1.2584129412745601e-15,2.9620404811354776e-14,-1.937031560977382e-11
8.72,3.546912979933303e-10,1.6025010076824733e-07,3.2611105484415953e-09,6.725395086387108e-10,1.35382501138649e-10,2.60817903955448e-08,5.41921320333783e-09,2.796102385224686e-09,7.697086572600429e-10,1.6350923223273108e-11,4.258696138518358e-12,2.0251237883535165e-13,4.4943072719263095e-14,3.141028214392385e-12,1.0584583901765664e-12,2.6388529789274964e-11,2.7369731323895608e-11,1.9048423575658203e-12,5.6308412222635635e-14,1.0028809771473765e-15,1.5483572578478328e-17,1.7065556022979768e-16,1.1620815183466264e-12,1.8094326302788663e-13,1.2688051090949447e-10,4.3311680469850645e-10,3.559227095657062e-14,4.2864763001717605e-13,5.07094114800877e-10,5.336744070800471e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.4011542405960447e-09,-7.091335966996821e-11,-2.8683508333979046e-09,-4.3962074164827087e-10,-2.4011342788176477e-12,-2.4277213052601373e-14,-6.295113356839457e-13,3.2611105484415953e-09,2.817990865735671e-12,2.725565528651749e-13,3.4682964501362113e-10,4.0024850177522227e-13,2.087110751002621e-10,7.039890059209748e-14,4.4943072719263095e-14,1.35382501138649e-10,2.7562998337043224e-12,4.486066576882587e-13,1.1567675495371547e-14,2.812358072505245e-16,4.809294800113546e-14,3.483211801423437e-18,5.4025673003353355e-17,1.5732349005748602e-13,1.8830940887157764e-11,7.829030233466571e-11,5.6703002224078305e-15,8.794823137573219e-14,3.7906926296716445e-12,2.1551782999439234e-11,1.2584011545055531e-15,2.963683492430334e-14,-1.93710215172531e-11
8.73,3.5469129824362496e-10,1.6021606848819053e-07,3.2604158927981703e-09,6.730603487256476e-10,1.353675076242014e-10,2.6110464328955223e-08,5.4196505050499246e-09,2.7997128339842077e-09,7.699172945288741e-10,1.6374921700783028e-11,4.260149638802414e-12,2.0269830374951741e-13,4.49426458412554e-14,3.1464405549955057e-12,1.0590448436624031e-12,2.64160898302955e-11,2.740080759300899e-11,1.9093308842126162e-12,5.64241287231635e-14,1.0056956325871498e-15,1.5518419765456577e-17,1.711963957681601e-16,1.163654201783517e-12,1.814245410723326e-13,1.2710680305485038e-10,4.341157492297993e-10,3.566158032692118e-14,4.2982439818779157e-13,5.082604998396748e-10,5.34275384233958e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.4004334081978647e-09,-7.088439044836028e-11,-2.867639904476848e-09,-4.3963872819069215e-10,-2.4013005234928456e-12,-2.427031963800908e-14,-6.297298820339073e-13,3.2604158927981703e-09,2.8182182626259603e-12,2.726495768833545e-13,3.468576323231952e-10,4.003569931550145e-13,2.0866661713908292e-10,7.039110396458472e-14,4.49426458412554e-14,1.353675076242014e-10,2.755714474344505e-12,4.4909984886377235e-13,1.1576633931925732e-14,2.8164858077889336e-16,4.815504767032775e-14,3.486409706170374e-18,5.411876520880441e-17,1.573248605603519e-13,1.884552373366429e-11,7.839139229676645e-11,5.675505922778798e-15,8.809977409057205e-14,3.7902727605983765e-12,2.1557624638907283e-11,1.2583891869072865e-15,2.965325562190429e-14,-1.937171924296826e-11
8.74,3.546912984760538e-10,1.601820434063518e-07,3.259721458362991e-09,6.735807514746173e-10,1.3535251643088128e-10,2.6139131158728616e-08,5.420087654793958e-09,2.803322458344795e-09,7.701258135388648e-10,1.639892187130877e-11,4.2616027897175e-12,2.028841078857121e-13,4.494221243194309e-14,3.1518535692669943e-12,1.0596309622659607e-12,2.6443644018492422e-11,2.7431883640470643e-11,1.9138243421320294e-12,5.653993479595446e-14,1.0085144150980738e-15,1.5553298926055924e-17,1.7173816199738333e-16,1.165226900769081e-12,1.8190643990272453e-13,1.2733323673951792e-10,4.351157629948058e-10,3.573094163495174e-14,4.3100284576582906e-13,5.094280499922076e-10,5.34876835294222e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.3997126759805602e-09,-7.085543836471609e-11,-2.8669291211832376e-09,-4.3965666119746545e-10,-2.401466463588063e-12,-2.4263425935746258e-14,-6.29948170077203e-13,3.259721458362991e-09,2.818445580492858e-12,2.7274257854192e-13,3.468856099068133e-10,4.004654230402097e-13,2.0862217333523142e-10,7.038330854405827e-14,4.494221243194309e-14,1.3535251643088128e-10,2.7551292387899714e-12,4.495929178556407e-13,1.1585584846241539e-14,2.8206138342637715e-16,4.821713315973503e-14,3.4896055335282154e-18,5.421186900119595e-17,1.5732621226989852e-13,1.8860094332784482e-11,7.849245916700538e-11,5.680708240776061e-15,8.825133565758194e-14,3.789852956411811e-12,2.1563462966619246e-11,1.2583770363995896e-15,2.9669666942801404e-14,-1.937240881740952e-11
8.75,3.5469129869000874e-10,1.6014802552034097e-07,3.259027247259252e-09,6.741007170307468e-10,1.3533752773106602e-10,2.6167790886915883e-08,5.4205246508111755e-09,2.8069312589042394e-09,7.703342137331257e-10,1.6422923736933182e-11,4.263055588622862e-12,2.030697912948916e-13,4.494177241650967e-14,3.157267255993526e-12,1.0602167473417707e-12,2.6471192355116653e-11,2.7462959466008668e-11,1.918322730106447e-12,5.665583036798732e-14,1.0113373248620705e-15,1.558821003991194e-17,1.72280858977776e-16,1.1667996153763475e-12,1.8238895935966919e-13,1.2755981183963573e-10,4.3611684573441153e-10,3.58003548465445e-14,4.3218297280979283e-13,5.105967648535537e-10,5.354787604805432e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.398992042363564e-09,-7.082650353459604e-11,-2.8662184822149456e-09,-4.396745402577553e-10,-2.401632097182023e-12,-2.425653189164735e-14,-6.301662008052611e-13,3.259027247259252e-09,2.818672818421811e-12,2.728355576718632e-13,3.4691357765191524e-10,4.005737911412253e-13,2.0857774382459215e-10,7.037551442015432e-14,4.494177241650967e-14,1.3533752773106602e-10,2.7545441269996114e-12,4.5008586469913826e-13,1.1594528240815133e-14,2.8247421522879975e-16,4.827920447963915e-14,3.492799284373395e-18,5.4304984359658546e-17,1.5732754512352522e-13,1.8874652688578877e-11,7.859350296210285e-11,5.685907177825377e-15,8.840291604276343e-14,3.7894332219383765e-12,2.1569297966981368e-11,1.2583647008875539e-15,2.9686068924921595e-14,-1.9373090270355628e-11
8.76,3.546912988848751e-10,1.6011401482775937e-07,3.2583332616324677e-09,6.746202455379241e-10,1.3532254169893098e-10,2.6196443515564584e-08,5.420961491333415e-09,2.810539236272218e-09,7.705424945411262e-10,1.6446927299813954e-11,4.264508032794658e-12,2.032553540278776e-13,4.4941325719612325e-14,3.1626816140026848e-12,1.0608022002187613e-12,2.6498734841418945e-11,2.7494035069347097e-11,1.922826046918699e-12,5.677181536630168e-14,1.0141643620594274e-15,1.5623153086674648e-17,1.728244867683747e-16,1.168372345682505e-12,1.8287209928355807e-13,1.2778652823140087e-10,4.37118997189596e-10,3.5869819927602e-14,4.333647793775658e-13,5.11766644019904e-10,5.3608116000301625e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.3982715057502856e-09,-7.079758607486372e-11,-2.865507986263403e-09,-4.3969236495075845e-10,-2.4017974222926482e-12,-2.424963745118332e-14,-6.303839751901403e-13,3.2583332616324677e-09,2.8188999754933753e-12,2.729285140988581e-13,3.4694153544533854e-10,4.0068209716138555e-13,2.0853332874447794e-10,7.03677216834441e-14,4.4941325719612325e-14,1.3532254169893098e-10,2.7539591389321704e-12,4.5057868942948186e-13,1.1603464118121372e-14,2.828870762232725e-16,4.834126164052643e-14,3.495990959580041e-18,5.439811126402641e-17,1.573288590555495e-13,1.8889198805073323e-11,7.869452369911197e-11,5.691102735348743e-15,8.855451521326351e-14,3.789013562054844e-12,2.1575129624017953e-11,1.2583521782615334e-15,2.970246160547482e-14,-1.937376363087381e-11
