Time,Population_of_Eggs,Population_of_Larvae,Population_of_Pupae,Ar,ep,Te,Me,K0,Tl,Tp,Mp,Ml,compartment,reaction_for_E,reaction_for_L,reaction_for_P
4.16,3004.8451996087692,2198.340145020691,1569.8259309591326,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-634.991377039204,-286.5051822814622,-246.22745378264858
4.17,2998.508319185542,2195.478864284863,1567.365977160743,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-632.3869191852577,-285.75164439317314,-245.7634113177043
4.18,2992.197429904232,2192.625109597344,1564.910660830939,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-629.7931436906395,-284.9999847287961,-245.2999579702144
4.19,2985.9124251178055,2189.7788621274467,1562.4599760848912,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-627.210006723418,-284.25019605417015,-244.83709423616716
4.2,2979.653198610679,2186.940103104389,1560.0139170342302,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-624.6374646289889,-283.50227119631006,-244.37482060230417
4.21,2973.41964459659,2184.1088138159516,1557.5724777872267,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-622.0754739291983,-282.7562030418526,-243.91313754636212
4.22,2967.2116577164675,2181.2849756071473,1555.135652448977,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-619.523991321468,-282.0119845355259,-243.45204553731486
4.23,2961.029133036299,2178.468569878883,1552.703435121584,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-616.9829736779188,-281.26960867862783,-242.9915450356154
4.24,2954.871966045004,2175.6595780866237,1550.2758199043415,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-614.4523780444965,-280.52906852751426,-242.5316364934381
4.25,2948.740052652298,2172.857981739056,1547.8528008939143,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-611.9321616400944,-279.7903571921054,-242.07232035492
4.26,2942.63328918761,2170.0637623987745,1545.4343721843047,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-609.4222818561077,-279.0534678361523,-241.61359705605724
4.27,2936.5515728296723,2167.276902517647,1543.0205277765285,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-606.9226964329953,-278.31839439928467,-241.15546688164943
4.28,2930.4948011742813,2164.497384601908,1540.6112616689645,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-604.4333632826294,-277.58513087099584,-240.69793010830261
4.29,2924.462871916987,2161.725190599977,1538.2065679236123,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-601.9542403578814,-276.8536707623249,-240.24098710928752
4.3,2918.455683171388,2158.9603025221345,1535.8064405991006,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-599.4852857834405,-276.1240076427474,-239.78463824842413
4.31,2912.473133467206,2156.2027024395784,1533.4108737508272,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-597.0264578550216,-275.39613513901327,-239.32888388025646
4.32,2906.5151217483585,2153.4523724834826,1531.0198614310982,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-594.5777150385752,-274.67004693399986,-238.87372435022667
4.33,2900.5815473710336,2150.7092948440577,1528.63339768927,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-592.1390159694947,-273.945736765573,-238.41915999484974
4.34,2894.672310101759,2147.973451769607,1526.251476571887,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-589.7103194518229,-273.22319842545755,-237.96519114188777
4.35,2888.78731011548,2145.2448255655872,1523.8740921228225,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-587.2915844574622,-272.50242575812183,-237.51181811052373
4.36,2882.92644799363,2142.523398593666,1521.5012383834191,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-584.882770125382,-271.78341265966435,-237.05904121153668
4.37,2877.089624722206,2139.809153270783,1519.132909392629,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-582.4838357608264,-271.06615307672007,-236.60686074747576
4.38,2871.2767416898355,2137.102072068206,1516.769099187152,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-580.0947408345223,-270.3506410053699,-236.15527701283435
4.39,2865.487700685859,2134.402137510589,1514.4098018015773,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-577.7154449818881,-269.63687049005875,-235.7042902942245
4.4,2859.7224038983964,2131.7093321750353,1512.055011268523,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-575.3459080022408,-268.92483562253005,-235.2539008705515
4.41,2853.980753912422,2129.0236386901524,1509.704721618776,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-572.9860898580055,-268.21453054076414,-234.80410901318794
4.42,2848.2626537078386,2126.345039735112,1507.358926881432,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-570.6359506739216,-267.5059494279276,-234.3549149861483
4.43,2842.568006657549,2123.6735180387086,1505.0176210840352,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-568.2954507362526,-266.79908651133223,-233.9063190462632
4.44,2836.8967165255303,2121.0090563784174,1502.680798252719,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-565.9645504919929,-266.09393606140327,-233.45832144335373
4.45,2831.2486874649085,2118.3516375794566,1500.3484524123446,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-563.6432105480774,-265.3904923906591,-233.01092242040562
4.46,2825.6238240160274,2115.7012445138407,1498.0205775866436,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-561.3313916705872,-264.6887498526952,-232.5641222137441
4.47,2820.022031104526,2113.057860099444,1495.6971677983545,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-559.0290547839602,-263.9887028411821,-232.11792105320768
4.48,2814.443214039409,2110.4214672990556,1493.3782170693648,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-556.736160970197,-263.2903457888692,-231.67231916232276
4.49,2808.8872785111234,2107.7920491194427,1491.0637194208516,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-554.4526714680717,-262.59367316660166,-231.22731675847803
4.5,2803.3541305896274,2105.1695886104044,1488.7536688734197,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-552.1785476723369,-261.89867948233984,-230.78291405309886
4.51,2797.843676867379,2102.5540690895655,1486.4480594201195,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-549.9137511924928,-261.20535945928304,-230.3391112122294
4.52,2792.355824908807,2099.9454748445737,1484.146884942102,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-547.6582440375196,-260.5137085908473,-229.8959082333813
4.53,2786.890482114084,2097.3437893652654,1481.8501394210577,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-545.4119881488884,-259.82372173677106,-229.45330525560888
4.54,2781.4475561736917,2094.7489960537937,1479.5578168539223,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-543.1749455873871,-259.13539368847603,-229.0113024349679
4.55,2776.0269551541746,2092.1610783602778,1477.2699112365995,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-540.9470785683657,-258.44871927659824,-228.56989992073136
4.56,2770.6285874963455,2089.5800197820604,1474.9864165640804,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-538.7283494609978,-257.76369337017593,-228.1290978555296
4.57,2765.2523620134866,2087.0058038629663,1472.7073268305583,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-536.5187207875429,-257.0803108758448,-227.68889637548983
4.58,2759.8981878895506,2084.438414192561,1470.4326360295456,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-534.3181552226054,-256.39856673704276,-227.24929561037533
4.59,2754.565974677359,2081.8778344054085,1468.1623381539885,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-532.1266155923945,-255.71845593321984,-226.8102956837243
4.6,2749.255632296806,2079.324048180327,1465.8964271963841,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-529.9440648739874,-255.03997347905567,-226.37189671299058
4.61,2743.9670710330583,2076.77703923965,1463.6348971488958,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-527.770466194587,-254.36311442368708,-225.93409880968153
4.62,2738.7002015347584,2074.236791348483,1461.37774200347,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-525.6057828307858,-253.68787384993823,-225.49690207949874
4.63,2733.454934812222,2071.7032883139627,1459.124955751952,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-523.449978207823,-253.01424687356587,-225.0603066224765
4.64,2728.23118223564,2069.176513984511,1456.876532386201,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-521.3030158988479,-252.34222864250137,-224.62431253312178
4.65,2723.0288555332827,2066.656452249098,1454.632465898207,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-519.1648596241791,-251.67181433610972,-224.18891990055323
4.66,2717.8478667896993,2064.1430870364975,1452.3927502802082,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-517.0354732505664,-251.00299916445022,-223.7541288086411
4.67,2712.688128443916,2061.636402314545,1450.157379524804,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-514.9148207904493,-250.33577836754637,-223.31993933614592
4.68,2707.54955328764,2059.1363820893957,1447.926347625073,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-512.80286640122,-249.67014721466103,-222.8863515568587
4.69,2702.4320544634606,2056.643010404783,1445.699648574689,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-510.6995743844823,-249.0061010035813,-222.45336553973948
4.7,2697.3355454630505,2054.1562713412777,1443.4772763680367,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-508.6049091853138,-248.34363505990848,-222.02098134905742
4.71,2692.259940125365,2051.676149015542,1441.2592250003281,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-506.51883539152504,-247.68274473635324,-221.58919904453046
4.72,2687.2051526348446,2049.202627579592,1439.0454884677167,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-504.4413177329211,-247.02342541204496,-221.1580186814631
4.73,2682.1710975196147,2046.7356912200526,1436.836060767417,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-502.3723210805615,-246.36567249183622,-220.72744031088814
4.74,2677.157689649689,2044.2753241574173,1434.6309358978174,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-500.31181044602204,-245.70948140562564,-220.29746397970422
4.75,2672.164844235169,2041.8215106453065,1432.4301078585975,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-498.2597509806544,-245.05484760768127,-219.86808973081577
4.76,2667.1924768244444,2039.3742349697222,1430.2335706508443,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-496.21610797484664,-244.40176657596953,-219.43931760327314
4.77,2662.2405033023956,2036.9334814483102,1428.0413182771679,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-494.18084685728445,-243.75023381149595,-219.01114763241077
4.78,2657.308839888594,2034.4992344296152,1425.8533447418172,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-492.15393319421196,-243.1002448376479,-218.5835798499876
4.79,2652.397403135504,2032.0714782923408,1423.6696440507972,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-490.1353326886922,-242.45179519954672,-218.15661428432594
4.8,2647.5061099266836,2029.650197444606,1421.4902102119831,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-488.125011179867,-241.80488046340486,-217.73025096045103
4.81,2642.6348774751123,2027.2353763233748,1419.3150372352163,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-486.12293464227105,-241.15949621601283,-217.30448990019983
4.82,2637.78362418471,2024.8270005432014,1417.1441189807426,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-484.1290695399157,-240.51563889507872,-216.87933091607687
4.83,2632.9522688794477,2022.4250558714632,1414.9774492944516,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-482.143382509453,-239.87330504379418,-216.4547737951625
4.84,2628.1407299596012,2020.029527106578,1412.8150221559117,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-480.16584001339606,-239.23249050138998,-216.03081850043014
4.85,2623.3489261584104,2017.6403990871358,1410.6568315452332,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-478.1964086511066,-238.59319113445497,-215.60746498965665
4.86,2618.576776540508,2015.2576566914638,1408.5028714431448,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-476.2350551581487,-237.95540283648927,-215.18471321550732
4.87,2613.8242005003503,2012.8812848371826,1406.3531358310706,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-474.28174640564384,-237.31912152745645,-214.76256312562134
4.88,2609.0911177606417,2010.5112684807693,1404.207618691205,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-472.3364493996237,-236.68434315334844,-214.34101466269703
4.89,2604.377448370765,2008.1475926171165,1402.0663140065888,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-470.3991312803844,-236.05106368574923,-213.92006776457623
4.9,2599.6831127052096,2005.7902422790933,1399.9292157611862,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-468.46975932184114,-235.41927912140534,-213.49972236433018
4.91,2595.0080314620004,2003.4392025371062,1397.796317939961,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-466.5483009308821,-234.78898548180234,-213.07997839034437
4.92,2590.352125661124,2001.094458498659,1395.6676145289516,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-464.6347236467218,-234.1601788127457,-212.66083576640358
4.93,2585.715316642959,1998.755995307913,1393.5430995153476,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-462.7289951402561,-233.53285518394387,-212.24229441177698
4.94,2581.0975260667024,1996.423798145249,1391.4227668875665,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-460.83108321341456,-232.9070106886013,-211.8243542413033
4.95,2576.4986759088,1994.0978522268267,1389.3066106353294,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-458.9409557985168,-232.28264144301068,-211.40701516547625
4.96,2571.918688461374,1991.778142804144,1387.1946247497374,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-457.0585809576246,-231.65974358615188,-210.99027709052928
4.97,2567.3574863306485,1989.4646551635997,1385.0868032233461,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-455.18392688189647,-231.0383132792988,-210.57413991852042
4.98,2562.814992435383,1987.1573746260526,1382.9831400502444,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-453.31696189094237,-230.41834670562434,-210.15860354741818
4.99,2558.2911300052956,1984.8562865463832,1380.8836292261292,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-451.45765443217647,-229.79984006981726,-209.74366787118618
5.0,2553.7858225794944,1982.5613763130527,1378.788264748381,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-449.60597308017213,-229.1827895976968,-209.3293327798682
5.01,2549.298994004904,1980.2726293476642,1376.6970406161408,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-447.7618865360155,-228.56719153583697,-208.91559815967355
5.02,2544.830568434697,1977.990031104523,1374.6099508303864,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-445.9253636266603,-227.95304215119154,-208.50246389306204
5.03,2540.380470326716,1975.713567070197,1372.5269893940078,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-444.0963733042802,-227.34033773072736,-208.0899298588293
5.04,2535.948624441908,1973.443222763079,1370.448150311884,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-442.27488464562407,-226.72907458105954,-207.6779959321915
5.05,2531.534955842751,1971.1789837329436,1368.3734275909587,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-440.4608668513706,-226.11924902809005,-207.26666198487084
5.06,2527.13938989168,1968.920835560511,1366.3028152403162,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-438.6542892454804,-225.51085741665395,-206.8559278851805
5.07,2522.7618522495163,1966.6687638570052,1364.2363072712583,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-436.85512127455104,-224.90389611016747,-206.44579349810982
5.08,2518.4022688738996,1964.4227542637163,1362.1738976973797,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-435.0633325071726,-224.29836149028154,-206.03625868540934
5.09,2514.06056601771,1962.1827924515596,1360.1155805346448,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-433.2788926332787,-223.69424995653912,-205.62732330567616
5.1,2509.7366702274994,1959.948864120637,1358.061349801463,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-431.5017714635021,-223.091557926037,-205.2189872144387
5.11,2505.4305083419204,1957.7209549997963,1356.0111995187656,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-429.7319389285292,-222.49028183309213,-204.81125026424206
5.12,2501.1420076326854,1955.4990509534712,1353.9651236954278,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-427.9693651370337,-221.89041818112003,-204.4041122853098
5.13,2496.8710965512214,1953.2831385443976,1351.923116251425,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-426.214020682552,-221.29196381540328,-203.99757298366666
5.14,2492.617703142387,1951.0732038404315,1349.8851711808227,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-424.465875991521,-220.69491534145493,-203.59163215717558
5.15,2488.3817555677347,1948.8692328091295,1347.8512824979005,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-422.72490153833894,-220.09926931821747,-203.18628962410338
5.16,2484.1631822817353,1946.671211451126,1345.8214442189478,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-420.9910679177932,-219.50502232296492,-202.7815451989767
5.17,2479.9619120303814,1944.47912579983,1343.7956503623218,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-419.2643458444867,-218.91217095103525,-202.37739869264266
5.18,2475.777873849798,1942.2929619211193,1341.773894948506,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-417.54470615226705,-218.32071181556387,-201.97384991233037
5.19,2471.61099706485,1940.1127059130379,1339.756172000166,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-415.8321197936533,-217.73064154722147,-201.5708986617102
5.2,2467.4612112877517,1937.9383439054907,1337.74247554221,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-414.12655783926584,-217.14195679395368,-201.16854474095567
5.21,2463.3284464166704,1935.7698620599388,1335.732799601843,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-412.42799147725145,-216.55465422072768,-200.76678794680316
5.22,2459.212632634338,1933.6072465690968,1333.7271382086276,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-410.73639201271294,-215.96873050927945,-200.36562807261328
5.23,2455.1137004066577,1931.4504836566266,1331.7254853945396,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-409.05173086713626,-215.38418235786503,-199.96506490843097
5.24,2451.031580481314,1929.2995595768346,1329.7278351940267,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-407.37397957782,-214.8010064810145,-199.56509824104643
5.25,2446.966203886375,1927.1544606143666,1327.7341816440662,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-405.70310979730004,-214.21919960929358,-199.16572785405572
5.26,2442.917501928907,1925.0151730839038,1325.7445187842209,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-404.03909329278065,-213.63875848906184,-198.76695352792098
5.27,2438.8854061935785,1922.8816833298583,1323.7588406566997,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-402.3819019455607,-213.05967988223904,-198.36877504003206
5.28,2434.8698485412688,1920.7539777260686,1321.7771413064122,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-400.73150775046145,-212.48196056607424,-197.97119216476585
5.29,2430.8707611076766,1918.6320426754967,1319.7994147810293,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-399.08788281525506,-211.90559733291752,-197.57420467354808
5.3,2426.8880763019283,1916.5158646099214,1317.8256551310383,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-397.4509993600925,-211.33058698999344,-197.17781233491326
5.31,2422.921726805183,1914.4054299896363,1315.855856409802,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-395.8208297169301,-210.756926359182,-196.78201491456554
5.32,2418.9716455692446,1912.3007253031442,1313.890012673616,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-394.1973463289595,-210.18461227679802,-196.38681217543945
5.33,2415.0377658151665,1910.2017370668532,1311.928117981766,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-392.5805217500334,-209.61364159337722,-195.9922038777601
5.34,2411.1200210318616,1908.1084518247726,1309.9701663965866,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-390.97032864409505,-209.0440111734648,-195.5981897791046
5.35,2407.2183449747085,1906.0208561482075,1308.0161519835171,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-389.3667397846051,-208.4757178954045,-195.20476963446185
5.36,2403.33267166416,1903.9389366354558,1306.0660688111604,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-387.76972805396974,-207.9087586511357,-194.81194319629373
5.37,2399.462935384353,1901.8626799115045,1304.1199109513416,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-386.17926644296904,-207.34313034599063,-194.4197102145956
5.38,2395.6090706817126,1899.792072627723,1302.1776724791628,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-384.59532805018387,-206.77882989849354,-194.0280704369567
5.39,2391.771012363563,1897.7271014615608,1300.2393474730634,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-383.0178860814243,-206.21585424016666,-193.63702360862123
5.4,2387.9486954967347,1895.6677531162422,1298.3049300148768,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-381.4469138491579,-205.65420031533552,-193.24656947254863
5.41,2384.142055406173,1893.6140143204627,1296.3744141898878,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-379.88238477193704,-205.09386508094042,-192.85670776947438
5.42,2380.3510276735424,1891.5658718280847,1294.4477940868906,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-378.3242723738258,-204.53484550635022,-192.46743823797044
5.43,2376.575548653998,1889.5233127303425,1292.5250637507481,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-376.7725504967931,-203.97713867985243,-192.07876055626687
5.44,2372.8155552247013,1887.4863243047093,1290.6062172053737,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-375.2271931973521,-203.42074175584042,-191.69067437042023
5.45,2369.0709838845128,1885.454893472433,1288.6912485361934,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-373.6881743765347,-202.86565176979468,-191.30317939541263
5.46,2365.34177138779,1883.4290071813323,1286.7801518319725,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-372.1554680403815,-202.31186576950307,-190.91627534381604
5.47,2361.6278547466845,1881.4086524077152,1284.8729211845387,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-370.62904830088723,-201.75938081563032,-190.52996192543975
5.48,2357.929171229914,1879.393816156174,1282.9695506888233,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-369.10888937549464,-201.208193981566,-190.14423884737238
5.49,2354.2456583615367,1877.38448545938,1281.0700344429047,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-367.59496558659157,-200.65830235327326,-189.75910581402377
5.5,2350.577253919718,1875.3806473778793,1279.1743665480496,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-366.08725136100395,-200.10970302914427,-189.37456252716728
5.51,2346.92389593551,1873.3822889998874,1277.282541108756,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-364.5857212294944,-199.56239311985178,-188.99060868598158
5.52,2343.285522691621,1871.3893974410842,1275.3945522327965,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-363.0903498262561,-199.01636974820923,-188.60724398709314
5.53,2339.662072721188,1869.4019598444086,1273.5103940312597,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-361.60111188840824,-198.47163004902995,-188.2244681246182
5.54,2336.0534848065513,1867.419963379856,1271.6300606185946,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-360.1179822554925,-197.92817116899113,-187.84228079020517
