Time,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,compartment_0,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11
0.0,999.999903688753,0.0,3999.9996147550105,0.0,0.0,999.999903688753,0.0,0.0,99.9999903688752,499.99995184437705,499.99995184437705,99.9999903688752,0.0,1.0,5.911330040847376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666452641658,0.0
0.01,999.9408199493148,0.059083739437654936,3999.999585404158,2.935085304740212e-05,1.0778624249259625e-13,999.999903688753,2.144573355856022e-17,6.371103326778904e-36,99.9999903688752,499.99995184437705,499.99995184437705,99.99932373630254,0.0006666325726461728,1.0,5.911324879016597,0.005878979002567638,4.313826666451786e-11,1.0567278655788889e-14,2.2662306431745885e-34,0.005904884548122119,5.389303696545378e-14,1.4675403573511687e-05,3.1855513565850025e-36,1.0722865746547451e-17,0.06666651638516748,6.666236847849333e-06
0.02,999.8817952459841,0.11810844276826303,3999.999497585965,0.00011716904399820657,1.718687802646526e-12,999.999903688753,7.256052889621791e-16,2.1877518204778597e-33,99.9999903688752,499.99995184437705,499.99995184437705,99.99865717186933,0.001333197005876153,1.0,5.911319721743372,0.011752083507662337,3.4424514063336903e-10,1.6849880386282938e-13,1.22263635042033e-31,0.011796909992622092,8.593387841635169e-13,5.858417314417192e-05,1.093875804886378e-33,3.628026095391148e-16,0.06666636825774401,1.3331614585388555e-05
0.03,999.8228294503541,0.17707423839841518,3999.99935165057,0.00026310443270624324,8.677723500684063e-12,999.999903688753,5.175188959575373e-15,2.897753377611795e-32,99.9999903688752,499.99995184437705,499.99995184437705,99.99799067556677,0.0019996933084185727,1.0,5.911314569018175,0.017619326036449036,1.1589308832196107e-09,8.507572043428002e-13,4.40282971523609e-30,0.017676122275519682,4.338804254527366e-12,0.00013155047310747672,1.4488765492627784e-32,2.587594230573238e-15,0.06666622014414457,1.9996133361504182e-05
0.04,999.7639224344762,0.23598125427635472,3999.9991479462265,0.000466808757595215,2.7347342612164543e-11,999.999903688753,2.1430646232565188e-14,3.9945695537388565e-31,99.9999903688752,499.99995184437705,499.99995184437705,99.99732424738619,0.0026661214890005003,1.0,5.911309420831512,0.02348071906703982,2.740251907492278e-09,2.6811120157372832e-12,5.745796865299408e-29,0.023542567109716202,1.3673350847139201e-11,0.00023339890868509248,1.9972845845084407e-31,1.0715322084276463e-14,0.06666607204436763,2.665979332504748e-05
0.05,999.7050740708582,0.29482961789440204,3999.9988868193136,0.0007279356306189404,6.656712318981965e-11,999.9999036887529,6.514188793127932e-14,2.7589873295621743e-30,99.9999903688752,499.99995184437705,499.99995184437705,99.99665788731885,0.0033324815563476272,1.0,5.911304277173925,0.029336275034714452,5.338731452594571e-09,6.5261885356971135e-12,4.251282831554164e-28,0.0293962899804748,3.3282347018904474e-11,0.00036395453348042275,1.379493531920329e-30,3.257094082869136e-14,0.06666592395841164,3.332259462483633e-05
0.06,999.6462842324618,0.35361945629091324,3999.9985686143405,0.0010461405328529305,1.3762151800715214e-10,999.9999036887529,1.6154298399159552e-13,1.5167233300600618e-29,99.9999903688752,499.99995184437705,499.99995184437705,99.99599159535602,0.0039987735191839985,1.0,5.911299138035989,0.03518600633209475,9.202380146344791e-09,1.3492305661496074e-11,2.179587527403567e-27,0.035237336146844336,6.880715327825292e-11,0.0005230428572286488,7.58361591991268e-30,8.077148421659408e-14,0.06666577588627506,3.9984537409652575e-05
0.07,999.5875527927,0.4123508960527405,3999.9981936739473,0.001421080809219699,2.5419918060041114e-10,999.9999036887526,3.480342975778514e-13,6.708522169605939e-29,99.9999903688752,499.99995184437705,499.99995184437705,99.99532537148896,0.00466499738623221,1.0,5.91129400340831,0.04102992530936894,1.4576716447791129e-08,2.4921488247094817e-11,8.673533492031153e-27,0.041065750643123414,1.2709054776054758e-10,0.0007104898529930258,3.354260761749847e-29,1.7401713202911428e-13,0.0666656278279563,4.6645621828243944e-05
0.08,999.5288796254354,0.4710240633173857,3999.997762338915,0.0018524156635100044,4.3235778281685137e-10,999.9999036887524,6.76334140678396e-13,2.413284894429112e-28,99.9999903688752,499.99995184437705,499.99995184437705,99.99465921570899,0.005331153166213339,1.0,5.9112888732815305,0.0468680442744856,2.1704786975023668e-08,4.2388017843172793e-11,2.8668466384118545e-26,0.04688157828028393,2.1615884978133737e-10,0.0009261219643890936,1.2066423310012776e-28,3.3816703776989475e-13,0.06666547978345387,5.330584802932341e-05
0.09,999.4702646049775,0.5296390837752715,3999.9972749481676,0.0023398061532097975,6.904868717594732e-10,999.9999036887517,1.214764626440417e-12,7.721096145179736e-28,99.9999903688752,499.99995184437705,499.99995184437705,99.99399312800735,0.005997240867846978,1.0,5.91128374764632,0.052700375493359444,3.082718671537773e-08,6.769479122112924e-11,8.223324568968362e-26,0.05268486364739671,3.452030172098045e-10,0.0011697661125922873,3.8605477007754386e-28,6.073822547224242e-13,0.06666533175276615,5.996521616156951e-05
