data_set_value_component_environment_variable_time,data_set_value_component_membrane_variable_V,data_set_value_component_membrane_variable_Cm,data_set_value_component_K_current_variable_i_K,data_set_value_component_K_current_variable_V_K,data_set_value_component_K_current_variable_g_K,data_set_value_component_K_channel_n_gate_variable_n,data_set_value_component_K_channel_n_gate_variable_n_infinity,data_set_value_component_K_channel_n_gate_variable_tau_n,data_set_value_component_K_channel_n_gate_variable_Vn,data_set_value_component_K_channel_n_gate_variable_Sn,data_set_value_component_K_channel_n_gate_variable_lambda_n,data_set_value_component_K_ATP_current_variable_i_K_ATP,data_set_value_component_K_ATP_current_variable_g_K_ATP,data_set_value_component_fast_Ca_current_variable_i_Ca_f,data_set_value_component_fast_Ca_current_variable_V_Ca,data_set_value_component_fast_Ca_current_variable_g_Ca_f,data_set_value_component_fast_Ca_channel_m_gate_variable_m_f_infinity,data_set_value_component_fast_Ca_channel_m_gate_variable_Vm_f,data_set_value_component_fast_Ca_channel_m_gate_variable_Sm_f,data_set_value_component_slow_Ca_current_variable_i_Ca_s,data_set_value_component_slow_Ca_current_variable_g_Ca_s,data_set_value_component_slow_Ca_channel_m_gate_variable_m_s_infinity,data_set_value_component_slow_Ca_channel_m_gate_variable_Vm_s,data_set_value_component_slow_Ca_channel_m_gate_variable_Sm_s,data_set_value_component_slow_Ca_channel_j_gate_variable_jm,data_set_value_component_slow_Ca_channel_j_gate_variable_j,data_set_value_component_slow_Ca_channel_j_gate_variable_jm_infinity,data_set_value_component_slow_Ca_channel_j_gate_variable_Vj,data_set_value_component_slow_Ca_channel_j_gate_variable_tau_j,data_set_value_component_slow_Ca_channel_j_gate_variable_Sj,data_set_value_component_Ca_current_total_variable_i_Ca,data_set_value_component_K_Ca_current_variable_i_K_Ca,data_set_value_component_K_Ca_current_variable_g_K_Ca,data_set_value_component_K_Ca_current_variable_kdkca,data_set_value_component_CRAC_current_variable_i_CRAC,data_set_value_component_CRAC_current_variable_g_CRAC,data_set_value_component_CRAC_current_variable_V_CRAC,data_set_value_component_CRAC_r_gate_variable_r_infinity,data_set_value_component_CRAC_r_gate_variable_Ca_er_bar,data_set_value_component_leak_current_variable_i_leak,data_set_value_component_leak_current_variable_g_leak,data_set_value_component_ER_parameters_variable_J_er_p,data_set_value_component_ER_parameters_variable_IP3,data_set_value_component_ER_parameters_variable_kerp,data_set_value_component_ER_parameters_variable_verp,data_set_value_component_ER_parameters_variable_dact,data_set_value_component_ER_parameters_variable_dinh,data_set_value_component_ER_parameters_variable_dip3,data_set_value_component_ER_parameters_variable_a_infinity,data_set_value_component_ER_parameters_variable_b_infinity,data_set_value_component_ER_parameters_variable_h_infinity,data_set_value_component_ER_parameters_variable_O,data_set_value_component_Ca_equations_variable_Ca_er,data_set_value_component_Ca_equations_variable_Ca_i,data_set_value_component_Ca_equations_variable_J_er_tot,data_set_value_component_Ca_equations_variable_J_er_IP3,data_set_value_component_Ca_equations_variable_J_er_leak,data_set_value_component_Ca_equations_variable_perl,data_set_value_component_Ca_equations_variable_lambda_er,data_set_value_component_Ca_equations_variable_sigma_er,data_set_value_component_Ca_membrane_flux_variable_k_Ca,data_set_value_component_Ca_membrane_flux_variable_gamma,data_set_value_component_Ca_membrane_flux_variable_J_mem_tot,data_set_value_component_Ca_membrane_flux_variable_f
0.0,-61.0,6158.0,17.55,-70.0,3900.0,0.0005,0.00046795672563293525,9.085746273363997,-15.0,6.0,1.85,1350.0,150.0,-548.7020358915785,100.0,810.0,0.00420751503635901,-20.0,7.5,-793.8813162702453,510.0,0.01098694263059318,-16.0,10.0,0.12,0.88,0.01798620996209155,-53.0,8145.055720851992,2.0,-1342.5833521618238,3.454894433781189,1200.0,0.55,-11.312250941604093,75.0,0.0,0.0024726231566347743,3.0,-0.0,0.0,0.13140271493212669,0.0,0.1,0.24,0.1,0.4,0.2,0.5238095238095238,0.0,0.7843137254901962,0.0,9.0,0.11,0.04639728506787333,0.0,0.1778,0.02,250.0,5.0,0.07,3.607e-06,-2.8573018487523035e-05,0.01
0.1,-61.00027736833782,6158.0,17.527095411966,-70.0,3900.0,0.0004993628373499328,0.0004679351035255669,9.085746469908953,-15.0,6.0,1.85,1349.958394749327,150.0,-548.6827745601965,100.0,810.0,0.004207360089713457,-20.0,7.5,-793.8620363480087,510.0,0.010986641239873524,-16.0,10.0,0.11999874743457273,0.8800012525654273,0.017983760588098696,-53.0,8144.611527999309,2.0,-1342.5448109082054,3.4572519985641583,1200.0,0.55,-11.312344244336044,75.0,0.0,0.0024726323075612146,3.0,-0.0,0.0,0.1314196769190006,0.0,0.1,0.24,0.1,0.4,0.2,0.5238451027631863,0.0,0.784289594758643,0.0,8.9999962899351,0.11001569149096752,0.046379935049882026,0.0,0.17779961196888264,0.02,250.0,5.0,0.07,3.607e-06,-2.8585392714218307e-05,0.01
0.2,-61.00055435395604,6158.0,17.5046293456864,-70.0,3900.0,0.0004987381084819349,0.00046791351224943317,9.085746666173653,-15.0,6.0,1.85,1349.916846906594,150.0,-548.6635404760469,100.0,810.0,0.004207205362537292,-20.0,7.5,-793.8427851206712,510.0,0.010986340273179048,-16.0,10.0,0.11999749478466294,0.8800025052153371,0.01798131492058397,-53.0,8144.167975433544,2.0,-1342.5063255967182,3.4596096538466505,1200.0,0.55,-11.312437460666333,75.0,0.0,0.002472641455032437,3.0,-0.0,0.0,0.1314366270199774,0.0,0.1,0.24,0.1,0.4,0.2,0.5238806575084873,0.0,0.7842654783268032,0.0,8.999992581284738,0.11003137464801194,0.04636259711275714,0.0,0.17779922413273455,0.02,250.0,5.0,0.07,3.607e-06,-2.859775908933474e-05,0.01
0.30000000000000004,-61.00083108946076,6158.0,17.482450300011283,-70.0,3900.0,0.0004981215052931872,0.00046789194146431147,9.085746862252089,-15.0,6.0,1.85,1349.875336580886,150.0,-548.644324428548,100.0,810.0,0.004207050780735684,-20.0,7.5,-793.8235528026822,510.0,0.010986039586394608,-16.0,10.0,0.11999624207954245,0.8800037579204576,0.01797887178752977,-53.0,8143.724850710133,2.0,-1342.4678772312302,3.4619678013355393,1200.0,0.55,-11.312530620716124,75.0,0.0,0.002472650600257284,3.0,-0.0,0.0,0.1314535683598979,0.0,0.1,0.24,0.1,0.4,0.2,0.5239161945999163,0.0,0.7842413717522937,0.0,8.999988873558804,0.11004705235869894,0.04634526806410422,0.0,0.17779883642400213,0.02,250.0,5.0,0.07,3.607e-06,-2.861012031935879e-05,0.01
0.4,-61.001107546225214,6158.0,17.46059038696376,-70.0,3900.0,0.0004975139419871416,0.0004678703933986861,9.085747058124005,-15.0,6.0,1.85,1349.833868066218,150.0,-548.6251284035551,100.0,810.0,0.004206896360282849,-20.0,7.5,-793.8043415057316,510.0,0.010985739210601073,-16.0,10.0,0.11999498931176444,0.8800050106882356,0.017976431440689056,-53.0,8143.282199588389,2.0,-1342.4294699092866,3.464326334855314,1200.0,0.55,-11.312623717757905,75.0,0.0,0.0024726597429258067,3.0,-0.0,0.0,0.1314705001420979,0.0,0.1,0.24,0.1,0.4,0.2,0.5239517123662765,0.0,0.7842172761717956,0.0,8.999985166882947,0.11006272388262649,0.04632794871790852,0.0,0.17779844886000643,0.02,250.0,5.0,0.07,3.607e-06,-2.8622475738210576e-05,0.01
0.5,-61.001383611276296,6158.0,17.439176409552047,-70.0,3900.0,0.0004969190263916952,0.00046784887685444613,9.085747253709394,-15.0,6.0,1.85,1349.7924583085555,150.0,-548.605960243009,100.0,810.0,0.004206742164261437,-20.0,7.5,-793.7851595669829,510.0,0.010985439268516204,-16.0,10.0,0.11999373645194071,0.8800062635480593,0.017973994876076316,-53.0,8142.840202855826,2.0,-1342.3911198099918,3.4666848371013015,1200.0,0.55,-11.312716725243947,75.0,0.0,0.0024726688818148394,3.0,-0.0,0.0,0.1314874192140881,0.0,0.1,0.24,0.1,0.4,0.2,0.5239872041942712,0.0,0.7841931960755941,0.0,8.999981461753057,0.1100783862978595,0.04631064229501586,0.0,0.17779806150910396,0.02,250.0,5.0,0.07,3.607e-06,-2.8634822716955252e-05,0.01
0.6000000000000001,-61.001659356466305,6158.0,17.418127658683087,-70.0,3900.0,0.0004963344638835116,0.0004678273862275446,9.085747449059191,-15.0,6.0,1.85,1349.7510965300542,150.0,-548.5868149553603,100.0,810.0,0.0042065881525164195,-20.0,7.5,-793.7660016810148,510.0,0.010985139682041642,-16.0,10.0,0.11999248351876253,0.8800075164812374,0.017971561458224317,-53.0,8142.39874536631,2.0,-1342.352816636375,3.469043571542173,1200.0,0.55,-11.312809660057239,75.0,0.0,0.0024726780177022744,3.0,-0.0,0.0,0.13150432758807024,0.0,0.1,0.24,0.1,0.4,0.2,0.5240226743045756,0.0,0.7841691286040691,0.0,8.999977757853742,0.11009404146278497,0.046293346739748886,0.0,0.17779767432781912,0.02,250.0,5.0,0.07,3.607e-06,-2.864716292787544e-05,0.01
0.7000000000000001,-61.00193478179524,6158.0,17.397444098767895,-70.0,3900.0,0.0004957602544625908,0.0004678059215145026,9.085747644173432,-15.0,6.0,1.85,1349.7097827307136,150.0,-548.5676925382774,100.0,810.0,0.004206434325028049,-20.0,7.5,-793.7468678461389,510.0,0.010984840451149046,-16.0,10.0,0.11999123051222987,0.8800087694877701,0.017969131185966214,-53.0,8141.957827024293,2.0,-1342.3145603844164,3.4714025370666426,1200.0,0.55,-11.312902522196758,75.0,0.0,0.0024726871505880736,3.0,-0.0,0.0,0.13152122526824053,0.0,0.1,0.24,0.1,0.4,0.2,0.5240581227057161,0.0,0.7841450737550318,0.0,8.999974055185003,0.1101096893774029,0.04627606204791149,0.0,0.17779728731615202,0.02,250.0,5.0,0.07,3.607e-06,-2.865949637111614e-05,0.01
0.8,-61.00220987482361,6158.0,17.377133905776695,-70.0,3900.0,0.0004951966314471262,0.00046778448368122523,9.085747839043337,-15.0,6.0,1.85,1349.668518776458,150.0,-548.5485938530443,100.0,810.0,0.004206280688723796,-20.0,7.5,-793.727758989225,510.0,0.010984541589324237,-16.0,10.0,0.11998997741751878,0.8800100225824812,0.017966704167877046,-53.0,8141.517467646436,2.0,-1342.2763528422693,3.4737614972667883,1200.0,0.55,-11.312995306439658,75.0,0.0,0.002472696279835085,3.0,-0.0,0.0,0.1315381106147728,0.0,0.1,0.24,0.1,0.4,0.2,0.524093545957237,0.0,0.7841210338670347,0.0,8.999970354005141,0.11012532851889927,0.046258789894952024,0.0,0.17779690050972483,0.02,250.0,5.0,0.07,3.607e-06,-2.8671821916208844e-05,0.01
0.9,-61.002484640447996,6158.0,17.357193811255765,-70.0,3900.0,0.0004946435029957209,0.00046776307234254824,9.085748033672406,-15.0,6.0,1.85,1349.6273039328007,150.0,-548.5295185573123,100.0,810.0,0.004206127240848677,-20.0,7.5,-793.7086747430226,510.0,0.01098424309121843,-16.0,10.0,0.11998872424046444,0.8800112757595355,0.017964280359558216,-53.0,8141.07765929622,2.0,-1342.2381933003348,3.476120543323511,1200.0,0.55,-11.313088014840346,75.0,0.0,0.00247270540569406,3.0,-0.0,0.0,0.1315549842797222,0.0,0.1,0.24,0.1,0.4,0.2,0.5241289454266136,0.0,0.7840970080161289,0.0,8.99996665421248,0.11014095948670168,0.046241529614793386,0.0,0.1777965138945156,0.02,250.0,5.0,0.07,3.607e-06,-2.8684140008348104e-05,0.01
