Time,_5mTHF,THF,DHF,_5_10_CH2THF,_5_10_CHTHF,_10fTHF,Ser,Gly,dUMP,GAR,AICAR,HCOOH,NADPH,Hcy,NE_k1,NE_k2,MS_Vmax,MS_Km_5mTHF,MS_Km_Hcy,MS_Kd,MTHFR_Vmax,MTHFR_Km_NADPH,MTHFR_Km_5_10_CH2THF,FTD_Vmax,FTD_Km_10fTHF,FTS_Vmax,FTS_Km_HCOOH,FTS_Km_THF,AICART_Vmax,AICART_Km_AICAR,AICART_Km_10fTHF,PGT_Vmax,PGT_Km_GAR,PGT_Km_10fTHF,TS_Vmax,TS_Km_dUMP,TS_Km_5_10_CH2THF,DHFR_Vmax,DHFR_Km_NADPH,DHFR_Km_DHF,MTCH_VmaxF,MTCH_Km_5_10_CHTHF,MTCH_VmaxR,MTCH_Km_10fTHF,SHMT_VmaxF,SHMT_Km_Ser,SHMT_Km_THF,SHMT_VmaxR,MTD_VmaxF,MTD_Km_5_10_CH2THF,MTD_VmaxR,MTD_Km_5_10_CHTHF,compartment,V_NE,V_MS,V_MTHFR,V_FTD,V_FTS,V_AICART,V_PGT,V_TS,V_DHFR,V_MTCH,V_SHMT,V_MTD
0.1,5.161598385287278,6.7278584876444585,0.02723869631885228,0.9397717449027763,1.152703950968901,5.9908287348776685,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9836348931685,83.85273462336194,83.85765391627446,3226.9691414548165,1320.1412944862634,466.3165687217687,168.13770709005325,2.391787945359775,2.3918023549997343,2541.2801528634777,1730.5452423051836,2541.279807550003
0.11,5.161642990704292,6.727838389815509,0.02723854454888004,0.939768371450183,1.1527008213969885,5.990810882084106,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9809621676915,83.8533255814351,83.85735844996032,3226.96174158196,1320.1400783069232,466.31587921161594,168.13748165561412,2.3917798997480086,2.391789716728318,2541.273408284689,1730.5409959453496,2541.2731250565776
0.12,5.161679553453491,6.727821909481805,0.02723843559610302,0.9397656050898688,1.1526982550198155,5.990796241358851,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9787705189652,83.85380998424043,83.85711615623853,3226.9556730840254,1320.1390810292182,466.315313756341,168.13729678070808,2.391773302035539,2.391780643949111,2541.2678775795885,1730.537513943467,2541.2676453503227
0.13,5.1617095362670735,6.7278083841405785,0.02723837295986738,0.9397633345550809,1.1526961486150535,5.990784223462243,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9769718443172,83.854207211604,83.85691728974388,3226.9506917286435,1320.138262565035,466.3148495991256,168.1371450250466,2.391767886854929,2.39177542806626,2541.263338363893,1730.5346563478715,2541.26314810216
0.14,5.1617341172193205,6.727797299070195,0.027238313038554614,0.9397614737396214,1.1526944223125979,5.990774374619608,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9754976896008,83.85453287176217,83.85675430881109,3226.9466094313716,1320.137591768204,466.3144692147765,168.1370206588053,2.3917634488455954,2.391770438260964,2541.259618179337,1730.5323143009973,2541.2594622762335
0.15,5.161754262657266,6.727788221259809,0.027238246687835626,0.9397599500039611,1.152693008726552,5.990766310664498,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9742904700266,83.8547997676885,83.85662085125921,3226.943266958976,1320.137042436639,466.31415776630985,168.1369188310603,2.3917598147643218,2.39176491306078,2541.256571758973,1730.5303962995802,2541.2564439117923
0.16,5.1617707582819,6.7277808017245535,0.027238158865568348,0.939758704860974,1.1526918536016886,5.9907597226652936,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.973303774483,83.85501830894157,83.85651179445352,3226.9405362619914,1320.1365934526166,466.31390332233656,168.13683564086435,2.3917568451208537,2.3917575998657377,2541.2540820751674,1730.5288285758784,2541.2539769993746
0.17,5.161784276382308,6.727774717719163,0.027238096081468283,0.9397576837781031,1.1526909063358832,5.990754319703116,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9724946867499,83.85519740245871,83.85642236212136,3226.938296756662,1320.136225286025,466.31369464706086,168.13676741469078,2.391754409856335,2.3917523716643396,2541.252040476381,1730.5275430696167,2541.251954094565
0.18,5.161795360147194,6.72776972095269,0.02723806516840916,0.9397568450167122,1.1526901282051416,5.990749880509951,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9718301884127,83.85534424473916,83.85634889855422,3226.936456728879,1320.135922912102,466.3135231946994,168.1367113585077,2.391752409425059,2.3917497974500486,2541.2503635730527,1730.5264873435826,2541.250292654753
0.19,5.161804466964959,6.727765598085641,0.027238082399766564,0.9397561526368803,1.1526894858629542,5.9907462140499,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.971281909919,83.85546489552316,83.85628825592767,3226.9349369954025,1320.1356734210244,466.31338158706046,168.1366650600248,2.391750758111077,2.3917512323519605,2541.248979643765,1730.5256163699205,2541.2489217161274
0.2,5.161811939307212,6.727762217073782,0.02723809187807628,0.9397555848758735,1.1526889591347387,5.990743207730396,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9708322864501,83.85556389205962,83.85623852813669,3226.9336908873024,1320.1354688223962,466.3132654755962,168.13662709748994,2.391749404010734,2.391752021636503,2541.2478447659655,1730.5249021038246,2541.2477974600333
0.21,5.161818062744957,6.727759454704067,0.02723807924353244,0.9397551211498065,1.1526885289282958,5.990740753229427,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9704649312513,83.85564501773788,83.85619791232628,3226.932673505692,1320.135301660187,466.3131706766793,168.1365961030713,2.3917482980318767,2.3917509695237835,2541.246917688727,1730.524318476747,2541.246878937869
0.22,5.161823076907456,6.7277571991588285,0.027238053130886147,0.9397547426215418,1.1526881777648006,5.990738750416594,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9701649749833,83.85571144728101,83.85616475863151,3226.9318433470075,1320.1351651679147,466.3130933230498,168.1365708123724,2.391747395248291,2.391748795052772,2541.2461608182894,1730.5238418881668,2541.2461289987623
0.23,5.161827182099216,6.727755354017665,0.02723802802264301,0.9397544329953055,1.1526878905230282,5.990737112342271,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9699195964411,83.8557658344143,83.85613763977454,3226.9311643710225,1320.1350535108254,466.3130300565125,168.13655012743496,2.3917466567948575,2.391746704220937,2541.245541689542,1730.5234520064398,2541.2455155275165
0.24,5.161830543790311,6.72775384465094,0.02723800353921185,0.939754179743167,1.152687655580472,5.990735772696066,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9697188709589,83.85581037135763,83.85611545848694,3226.9306090923683,1320.1349621727984,466.3129783160043,168.13653321092198,2.3917460527926893,2.3917446654187065,2541.2450352563346,1730.5231330638815,2541.24501371722
0.25,5.161833296571233,6.727752611627056,0.027237976246309813,0.9397539729110929,1.1526874637037081,5.990734678940839,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9695548947195,83.85584684122288,83.856097342937,3226.93015573462,1320.1348875573992,466.31293607241594,168.13651939941818,2.3917455595015924,2.391742392663934,2541.2446215955133,1730.5228724956014,2541.2446037996124
0.26,5.1618355611025475,6.727751590024361,0.02723797166688513,0.9397538014108859,1.152687304600929,5.990733771194685,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9694190363581,83.85587684257038,83.85608232195634,3226.9297794769577,1320.1348257359607,466.3129010129616,168.13650793676047,2.391745150476408,2.391742011322664,2541.2442787357004,1730.5226566540855,2541.244264055771
0.27,5.161837421058013,6.727750758582618,0.02723794912770763,0.9397536619720425,1.1526871752452694,5.990733034014757,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.969308464989,83.85590148394392,83.85607010909536,3226.9294739183915,1320.1347754219444,466.31287254120286,168.1364986279439,2.391744817917043,2.3917401344233555,2541.2439998289283,1730.5224809389433,2541.243987662361
0.28,5.161838950889383,6.727750066683271,0.027237950319478697,0.9397535457892695,1.1526870674595715,5.990732418859511,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9692164527703,83.85592175170969,83.85605993313558,3226.9292189386265,1320.1347335522155,466.31284878234425,168.13649086000584,2.391744540823022,2.391740233665414,2541.243767589801,1730.5223347675737,2541.24375757666
0.29,5.161840215839663,6.727749492429535,0.02723795659543844,0.9397534493227845,1.1526869779637423,5.990731907849379,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9691400861137,83.85593851023216,83.85605148404241,3226.9290071266487,1320.134698801711,466.31282904583253,168.1364844071705,2.3917443107520233,2.391740756281859,2541.2435748012554,1730.5222134641742,2541.243566604695
0.3,5.1618412587273035,6.727749018718091,0.027237962431377903,0.939753369741353,1.1526869041323484,5.9907314862500955,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9690770900461,83.8559523267867,83.85604451383995,3226.9288323751603,1320.1346701354394,466.312812762594,168.1364790833798,2.3917441209516004,2.3917412422565927,2541.243415761992,1730.5221134006663,2541.243409083603
0.31,5.161842108038508,6.7277486293776585,0.027237975926535218,0.939753304270224,1.1526868433896285,5.99073113899798,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9690253147412,83.8559635787695,83.85603877949941,3226.928688440319,1320.1346465748106,466.31279935083177,168.13647469841575,2.3917439648040184,2.391742366035426,2541.2432849868505,1730.5220311822566,2541.243279592658
0.32,5.16184281498982,6.7277483056872205,0.027237986203514104,0.9397532498455884,1.1526867928958666,5.990730850378495,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9689822696276,83.8559729447163,83.85603401267474,3226.9285688085047,1320.134626986938,466.31278820361064,168.13647105384143,2.3917438350021434,2.391743221827659,2541.2431762696287,1730.521962824897,2541.243171937509
0.33,5.161843384895265,6.72774804572543,0.02723799208107689,0.9397532061533349,1.1526867523601807,5.99073061878519,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9689476990931,83.8559804950295,83.85603018585422,3226.92847281385,1320.1346112555534,466.31277925888566,168.13646812937134,2.3917437307968252,2.391743711268426,2541.2430889740244,1730.5219079195847,2541.2430854709382
0.34,5.161843851402212,6.727747833458119,0.027237995591312673,0.9397531704865787,1.152686719270547,5.990730429791682,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9689194710072,83.85598667548182,83.85602706195321,3226.928394476668,1320.1345984103625,466.3127719594735,168.13646574283482,2.3917436457321877,2.3917440035753783,2541.243017703513,1730.5218630841812,2541.2430148694984
0.35000000000000003,5.161844231930576,6.727747661117652,0.027237996474654542,0.9397531415431163,1.1526866924187795,5.9907302765156585,468.0,1850.0,20.0,10.0,2.1,900.0,50.0,1.0,0.15,12.0,500.0,25.0,0.1,1.0,6000.0,16.0,50.0,14000.0,20.0,2000.0,43.0,3.0,45000.0,100.0,5.9,16200.0,520.0,4.9,50.0,6.3,14.0,50.0,4.0,0.5,800000.0,250.0,20000.0,100.0,40000.0,600.0,50.0,25000.0,200000.0,2.0,594000.0,10.0,1.0,896.9688965523657,83.85599171685874,83.85602452691718,3226.928330944264,1320.134587981313,466.3127660395616,168.13646380732476,2.3917435767024973,2.3917440771336755,2541.2429598525696,1730.5218266769132,2541.2429575590577
