AICAR,DHF,GAR,Gly,HCOOH,Hcy,NADPH,Ser,THF,_10fTHF,_5_10_CH2THF,_5_10_CHTHF,_5mTHF,dUMP,Time
2.1,0.027237996474654542,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747661117652,5.9907302765156585,0.9397531415431163,1.1526866924187795,5.161844231930576,20.0,0.35000000000000003
2.1,0.027237994847704117,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747525313174,5.990730155932827,0.9397531187527227,1.1526866712758737,5.161844533878133,20.0,0.36
2.1,0.027237994692880654,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747416723858,5.990730059416329,0.939753100521005,1.1526866543619771,5.161844774284358,20.0,0.37
2.1,0.027237993906934238,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747330435754,5.990729982778473,0.9397530860384748,1.1526866409263732,5.161844965914371,20.0,0.38
2.1,0.02723799244944591,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747260191643,5.990729920460646,0.9397530742548623,1.1526866299946366,5.161845122649128,20.0,0.39
2.1,0.02723799066158931,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747203477139,5.990729870198344,0.9397530647454373,1.1526866211727158,5.1618452497451255,20.0,0.4
2.1,0.02723798945273462,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747163350983,5.9907298346320275,0.9397530580169063,1.1526866149307442,5.161845339616931,20.0,0.41000000000000003
2.1,0.027237988461494885,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277471304077565,5.9907298054323235,0.9397530524928414,1.152686609806128,5.161845413399763,20.0,0.42
2.1,0.027237987837238194,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277471002517535,5.990729778678959,0.9397530474340878,1.1526866051130937,5.161845480685159,20.0,0.43
2.1,0.027237987360254186,10.0,1850.0,900.0,1.0,50.0,468.0,6.72774707648639,5.99072975759391,0.9397530434472873,1.1526866014144939,5.161845533697938,20.0,0.44
2.1,0.027237986450084403,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747070533653,5.9907297523801954,0.939753042454501,1.1526866004936236,5.161845547688186,20.0,0.45
2.1,0.027237985703933598,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747068291777,5.990729750451201,0.9397530420835974,1.1526866001496379,5.161845553320063,20.0,0.46
2.1,0.027237985208324426,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277470667271215,5.990729749102812,0.93975304182458,1.1526865999093752,5.161845557227959,20.0,0.47000000000000003
2.1,0.02723798504977955,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747062806047,5.990729745630916,0.9397530411674516,1.152686599299674,5.161845566046265,20.0,0.48
2.1,0.027237985314821623,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747053494913,5.9907297373313995,0.9397530396022157,1.1526865978473728,5.161845586409371,20.0,0.49
2.1,0.0272379860899733,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747035760078,5.990729721500148,0.939753036618875,1.15268659507931,5.161845624951667,20.0,0.5
2.1,0.027237986104854332,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747036735103,5.990729722365719,0.9397530367825391,1.1526865952310639,5.161845622780725,20.0,0.51
2.1,0.027237986119380525,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747038415207,5.990729723858066,0.9397530370645771,1.1526865954926564,5.161845619050073,20.0,0.52
2.1,0.027237986194148855,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277470383431375,5.990729723787663,0.9397530370519598,1.1526865954808934,5.161845619142111,20.0,0.53
2.1,0.027237986330692875,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747035374766,5.990729721137313,0.9397530365525676,1.1526865950175436,5.161845625586982,20.0,0.54
2.1,0.027237986530546134,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747028365965,5.990729714889824,0.9397530353742811,1.1526865939243758,5.161845640914828,20.0,0.55
2.1,0.02723798679524218,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747016172604,5.990729704027996,0.9397530333249808,1.1526865920231582,5.161845667655793,20.0,0.56
2.1,0.027237986903004347,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747011585372,5.990729699941035,0.9397530325539806,1.152686591307841,5.1618456777084925,20.0,0.5700000000000001
2.1,0.027237986850465697,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747015998107,5.990729703868269,0.9397530332953414,1.1526865919955658,5.161845667991924,20.0,0.58
2.1,0.027237986807762515,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747019285564,5.99072970679435,0.9397530338476845,1.1526865925079381,5.16184566075632,20.0,0.59
2.1,0.027237986774894803,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747021447742,5.990729708719277,0.9397530342110096,1.152686592844958,5.161845656001683,20.0,0.6
2.1,0.02723798675186256,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277470224846425,5.990729709643051,0.939753034385317,1.1526865930066252,5.161845653728013,20.0,0.61
2.1,0.027237986738665784,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747022396264,5.99072970956567,0.9397530343706063,1.15268659299294,5.161845653935308,20.0,0.62
2.1,0.02723798673530448,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747021182608,5.990729708487137,0.9397530341668778,1.152686592803902,5.16184565662357,20.0,0.63
2.1,0.02723798674177864,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747018843672,5.99072970640745,0.9397530337741314,1.1526865924395118,5.161845661792798,20.0,0.64
2.1,0.027237986758088275,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747015379458,5.990729703326609,0.9397530331923672,1.152686591899769,5.161845669442993,20.0,0.65
2.1,0.027237986784233375,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747010789965,5.990729699244615,0.939753032421585,1.1526865911846738,5.161845679574154,20.0,0.66
2.1,0.027237986820213944,10.0,1850.0,900.0,1.0,50.0,468.0,6.727747005075194,5.990729694161467,0.939753031461785,1.1526865902942258,5.16184569218628,20.0,0.67
2.1,0.027237986866029983,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746998235146,5.990729688077166,0.9397530303129672,1.1526865892284255,5.161845707279374,20.0,0.68
2.1,0.02723798692168149,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746990269818,5.990729680991711,0.9397530289751314,1.1526865879872725,5.161845724853434,20.0,0.6900000000000001
2.1,0.027237986987168467,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746981179211,5.990729672905102,0.9397530274482777,1.1526865865707672,5.161845744908459,20.0,0.7000000000000001
2.1,0.027237987056652806,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746971565809,5.9907296643534105,0.9397530258336092,1.1526865850727994,5.161845766116646,20.0,0.71
2.1,0.02723798705753131,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746968922129,5.990729662003234,0.939753025389697,1.152686584660992,5.161845771965301,20.0,0.72
2.1,0.02723798705745679,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746966266524,5.99072965964253,0.9397530249437847,1.1526865842473353,5.161845777841214,20.0,0.73
2.1,0.02723798705642924,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746963598994,5.990729657271298,0.9397530244958722,1.1526865838318294,5.161845783744384,20.0,0.74
2.1,0.027237987054448666,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746960919538,5.990729654889538,0.9397530240459596,1.1526865834144744,5.1618457896748104,20.0,0.75
2.1,0.027237987051515065,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746958228158,5.99072965249725,0.9397530235940469,1.1526865829952702,5.161845795632495,20.0,0.76
2.1,0.027237987047628434,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746955524853,5.990729650094435,0.9397530231401341,1.152686582574217,5.161845801617436,20.0,0.77
2.1,0.027237987042788778,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746952809622,5.990729647681092,0.9397530226842211,1.1526865821513144,5.161845807629634,20.0,0.78
2.1,0.027237987036996095,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746950082467,5.990729645257221,0.939753022226308,1.1526865817265626,5.16184581366909,20.0,0.79
2.1,0.027237987030250384,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746947343386,5.990729642822822,0.9397530217663949,1.1526865812999618,5.161845819735802,20.0,0.8
2.1,0.027237987022551646,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746944592379,5.990729640377896,0.9397530213044815,1.1526865808715117,5.161845825829772,20.0,0.81
2.1,0.027237987013899883,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746941829448,5.990729637922441,0.9397530208405681,1.1526865804412125,5.161845831950998,20.0,0.8200000000000001
2.1,0.02723798700429509,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746939054592,5.990729635456459,0.9397530203746546,1.152686580009064,5.161845838099483,20.0,0.8300000000000001
2.1,0.027237986993737272,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746936267811,5.990729632979948,0.9397530199067409,1.1526865795750665,5.1618458442752235,20.0,0.84
2.1,0.027237986982226427,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746933469104,5.990729630492911,0.9397530194368271,1.1526865791392198,5.161845850478222,20.0,0.85
2.1,0.027237986977593533,10.0,1850.0,900.0,1.0,50.0,468.0,6.72774693142262,5.990729628674043,0.9397530190932085,1.1526865788204834,5.1618458550105375,20.0,0.86
2.1,0.02723798697785811,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746929935102,5.990729627351698,0.9397530188434386,1.152686578588772,5.161845858301584,20.0,0.87
2.1,0.027237986977936043,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746928510443,5.990729626085246,0.9397530186042244,1.1526865783668536,5.161845861453717,20.0,0.88
2.1,0.027237986977827342,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746927148644,5.990729624874688,0.9397530183755659,1.1526865781547282,5.161845864466936,20.0,0.89
2.1,0.027237986977532,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277469258497025,5.990729623720023,0.9397530181574629,1.1526865779523956,5.161845867341242,20.0,0.9
2.1,0.027237986977050013,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746924613621,5.990729622621252,0.9397530179499156,1.1526865777598558,5.161845870076633,20.0,0.91
2.1,0.027237986976381388,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746923440398,5.990729621578375,0.939753017752924,1.1526865775771091,5.161845872673112,20.0,0.92
2.1,0.02723798697552612,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746922330034,5.990729620591391,0.9397530175664879,1.1526865774041553,5.161845875130678,20.0,0.93
2.1,0.027237986974484214,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746921282529,5.990729619660301,0.9397530173906075,1.1526865772409944,5.16184587744933,20.0,0.9400000000000001
2.1,0.02723798697325567,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746920297883,5.990729618785104,0.9397530172252826,1.1526865770876262,5.161845879629067,20.0,0.9500000000000001
2.1,0.027237986971840482,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746919376096,5.9907296179658,0.9397530170705134,1.1526865769440513,5.161845881669892,20.0,0.96
2.1,0.027237986970238656,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746918517168,5.9907296172023905,0.9397530169262999,1.152686576810269,5.161845883571803,20.0,0.97
2.1,0.02723798696845019,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746917721098,5.990729616494875,0.9397530167926419,1.1526865766862797,5.161845885334801,20.0,0.98
2.1,0.027237986966475083,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746916987888,5.990729615843252,0.9397530166695396,1.1526865765720835,5.161845886958885,20.0,0.99
2.1,0.027237986964313333,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746916317536,5.990729615247522,0.9397530165569928,1.1526865764676801,5.161845888444055,20.0,1.0
2.1,0.027237986961964944,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915710044,5.9907296147076865,0.9397530164550018,1.1526865763730696,5.161845889790312,20.0,1.01
2.1,0.027237986959429916,10.0,1850.0,900.0,1.0,50.0,468.0,6.72774691516541,5.990729614223745,0.9397530163635663,1.1526865762882519,5.161845890997656,20.0,1.02
2.1,0.027237986956708246,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746914683635,5.990729613795696,0.9397530162826866,1.1526865762132272,5.1618458920660855,20.0,1.03
2.1,0.027237986953799937,10.0,1850.0,900.0,1.0,50.0,468.0,6.72774691426472,5.990729613423541,0.9397530162123624,1.1526865761479956,5.1618458929956015,20.0,1.04
2.1,0.027237986950704986,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746913908663,5.99072961310728,0.9397530161525938,1.1526865760925566,5.161845893786205,20.0,1.05
2.1,0.027237986947423395,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746913615465,5.990729612846911,0.9397530161033808,1.1526865760469107,5.161845894437894,20.0,1.06
2.1,0.027237986943955166,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277469133851255,5.990729612642437,0.9397530160647235,1.1526865760110578,5.16184589495067,20.0,1.07
2.1,0.027237986940300295,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746913217646,5.990729612493856,0.9397530160366219,1.1526865759849978,5.161845895324531,20.0,1.08
2.1,0.02723798693645878,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746913113025,5.990729612401168,0.9397530160190758,1.1526865759687306,5.16184589555948,20.0,1.09
2.1,0.02723798693243063,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746913071263,5.990729612364374,0.9397530160120853,1.1526865759622562,5.1618458956555155,20.0,1.1
2.1,0.02723798692821584,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746913092359,5.990729612383474,0.9397530160156504,1.1526865759655749,5.161845895612637,20.0,1.11
2.1,0.027237986923814406,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746913176315,5.990729612458467,0.9397530160297712,1.1526865759786866,5.1618458954308455,20.0,1.12
2.1,0.027237986919226333,10.0,1850.0,900.0,1.0,50.0,468.0,6.72774691332313,5.990729612589353,0.9397530160544477,1.152686576001591,5.161845895110139,20.0,1.1300000000000001
2.1,0.027237986914451617,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746913532803,5.990729612776134,0.9397530160896798,1.1526865760342884,5.16184589465052,20.0,1.1400000000000001
2.1,0.027237986909490263,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746913805335,5.990729613018807,0.9397530161354675,1.1526865760767788,5.1618458940519885,20.0,1.1500000000000001
2.1,0.02723798690434227,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277469141407265,5.990729613317375,0.9397530161918107,1.1526865761290621,5.161845893314542,20.0,1.16
2.1,0.027237986899007634,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746914538977,5.990729613671835,0.9397530162587097,1.1526865761911382,5.1618458924381825,20.0,1.17
2.1,0.02723798689348636,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915000086,5.9907296140821895,0.9397530163361643,1.1526865762630074,5.161845891422909,20.0,1.18
2.1,0.02723798688832531,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915473842,5.990729614503756,0.9397530164157402,1.1526865763368437,5.16184589037933,20.0,1.19
2.1,0.027237986888362802,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915491002,5.990729614519004,0.9397530164186194,1.152686576339517,5.161845890341345,20.0,1.2
2.1,0.02723798688840029,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277469155081615,5.990729614534251,0.9397530164214987,1.1526865763421903,5.1618458903033595,20.0,1.21
2.1,0.02723798688843778,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915525322,5.990729614549498,0.939753016424378,1.1526865763448635,5.161845890265374,20.0,1.22
2.1,0.02723798688847527,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915542482,5.990729614564747,0.9397530164272573,1.152686576347537,5.161845890227389,20.0,1.23
2.1,0.02723798688851276,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915559641,5.990729614579994,0.9397530164301365,1.15268657635021,5.1618458901894035,20.0,1.24
2.1,0.02723798688855025,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915576801,5.990729614595241,0.9397530164330158,1.1526865763528835,5.161845890151418,20.0,1.25
2.1,0.02723798688858774,10.0,1850.0,900.0,1.0,50.0,468.0,6.72774691559396,5.990729614610489,0.939753016435895,1.1526865763555567,5.161845890113433,20.0,1.26
2.1,0.02723798688862523,10.0,1850.0,900.0,1.0,50.0,468.0,6.72774691561112,5.990729614625736,0.9397530164387743,1.15268657635823,5.161845890075448,20.0,1.27
2.1,0.02723798688866272,10.0,1850.0,900.0,1.0,50.0,468.0,6.72774691562828,5.990729614640984,0.9397530164416535,1.1526865763609033,5.161845890037462,20.0,1.28
2.1,0.02723798688870021,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915645439,5.990729614656232,0.9397530164445328,1.1526865763635765,5.161845889999477,20.0,1.29
2.1,0.0272379868887377,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915662599,5.990729614671479,0.939753016447412,1.15268657636625,5.161845889961492,20.0,1.3
2.1,0.02723798688877519,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277469156797585,5.990729614686726,0.9397530164502913,1.1526865763689231,5.161845889923506,20.0,1.31
2.1,0.02723798688881268,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915696919,5.990729614701974,0.9397530164531706,1.1526865763715963,5.161845889885521,20.0,1.32
2.1,0.02723798688885017,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915714079,5.990729614717222,0.9397530164560498,1.1526865763742697,5.161845889847536,20.0,1.33
2.1,0.02723798688888766,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915731238,5.990729614732469,0.9397530164589291,1.152686576376943,5.16184588980955,20.0,1.34
2.1,0.027237986888925148,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915748398,5.990729614747717,0.9397530164618083,1.1526865763796164,5.161845889771565,20.0,1.35
2.1,0.02723798688896264,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915765557,5.990729614762964,0.9397530164646876,1.1526865763822896,5.16184588973358,20.0,1.36
2.1,0.02723798688900013,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915782717,5.990729614778212,0.9397530164675668,1.1526865763849627,5.161845889695594,20.0,1.37
2.1,0.02723798688903762,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915799877,5.99072961479346,0.9397530164704461,1.1526865763876362,5.161845889657609,20.0,1.3800000000000001
2.1,0.027237986889075107,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915817036,5.990729614808707,0.9397530164733253,1.1526865763903094,5.161845889619624,20.0,1.3900000000000001
2.1,0.0272379868891126,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915834196,5.990729614823954,0.9397530164762046,1.1526865763929826,5.161845889581638,20.0,1.4000000000000001
2.1,0.02723798688915009,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915851356,5.990729614839202,0.9397530164790838,1.152686576395656,5.161845889543653,20.0,1.41
2.1,0.02723798688918758,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915868516,5.99072961485445,0.9397530164819631,1.1526865763983292,5.161845889505668,20.0,1.42
2.1,0.027237986889225067,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277469158856755,5.990729614869697,0.9397530164848423,1.1526865764010026,5.161845889467682,20.0,1.43
2.1,0.027237986889262558,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915902835,5.990729614884945,0.9397530164877216,1.1526865764036758,5.1618458894296975,20.0,1.44
2.1,0.02723798688930005,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915919995,5.990729614900192,0.9397530164906008,1.152686576406349,5.161845889391712,20.0,1.45
2.1,0.027237986889337536,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915937154,5.990729614915439,0.9397530164934802,1.1526865764090224,5.161845889353726,20.0,1.46
2.1,0.027237986889375027,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915954314,5.990729614930688,0.9397530164963595,1.1526865764116956,5.1618458893157415,20.0,1.47
2.1,0.027237986889412518,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915971474,5.990729614945935,0.9397530164992387,1.152686576414369,5.161845889277756,20.0,1.48
2.1,0.02723798688945001,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746915988633,5.990729614961182,0.939753016502118,1.1526865764170422,5.16184588923977,20.0,1.49
2.1,0.027237986889487496,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746916005794,5.99072961497643,0.9397530165049972,1.1526865764197154,5.161845889201785,20.0,1.5
2.1,0.027237986889524987,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746916022953,5.990729614991678,0.9397530165078765,1.1526865764223888,5.1618458891638,20.0,1.51
2.1,0.027237986889562478,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746916040113,5.990729615006925,0.9397530165107557,1.152686576425062,5.161845889125814,20.0,1.52
2.1,0.02723798688959997,10.0,1850.0,900.0,1.0,50.0,468.0,6.7277469160572725,5.990729615022173,0.939753016513635,1.1526865764277354,5.161845889087829,20.0,1.53
2.1,0.027237986889637456,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746916074432,5.99072961503742,0.9397530165165142,1.1526865764304086,5.161845889049844,20.0,1.54
2.1,0.027237986889674947,10.0,1850.0,900.0,1.0,50.0,468.0,6.727746916091592,5.990729615052667,0.9397530165193935,1.1526865764330818,5.161845889011858,20.0,1.55
