data_set_value_component_environment_variable_time,data_set_value_component_v1_variable_v1,data_set_value_component_v2_variable_v2,data_set_value_component_v3_variable_v3,data_set_value_component_v4_variable_v4,data_set_value_component_v5_variable_v5,data_set_value_component_v6_variable_v6,data_set_value_component_v7_variable_v7,data_set_value_component_v8_variable_v8,data_set_value_component_v9_variable_v9,data_set_value_component_v10_variable_v10,data_set_value_component_v11_variable_v11,data_set_value_component_v12_variable_v12,data_set_value_component_v13_variable_v13,data_set_value_component_v14_variable_v14,data_set_value_component_v15_variable_v15,data_set_value_component_v16_variable_v16,data_set_value_component_v17_variable_v17,data_set_value_component_v18_variable_v18,data_set_value_component_v19_variable_v19,data_set_value_component_v20_variable_v20,data_set_value_component_pM9_variable_pM9,data_set_value_component_M3_variable_M3,data_set_value_component_M3_pM9_variable_M3_pM9,data_set_value_component_T1_variable_T1,data_set_value_component_M3_T1_variable_M3_T1,data_set_value_component_pM9_T1_variable_pM9_T1,data_set_value_component_M3_pM9_T1_variable_M3_pM9_T1,data_set_value_component_M9_T1_star_variable_M9_T1_star,data_set_value_component_M9_variable_M9,data_set_value_component_M9_T1_variable_M9_T1,data_set_value_component_pM9_T1_M3_variable_pM9_T1_M3,data_set_value_component_M3_pM9_T1_M3_variable_M3_pM9_T1_M3,data_set_value_component_M9_T1_M3_variable_M9_T1_M3,data_set_value_component_Tr_variable_Tr,data_set_value_component_Tr_pM9_variable_Tr_pM9,data_set_value_component_Tr_pM9_T1_variable_Tr_pM9_T1,data_set_value_component_Tr_pM9_T1_M3_variable_Tr_pM9_T1_M3,data_set_value_component_kinetic_parameters_variable_kon_pM9T1,data_set_value_component_kinetic_parameters_variable_koff_pM9T1,data_set_value_component_kinetic_parameters_variable_kon_pM9T1M3,data_set_value_component_kinetic_parameters_variable_koff_pM9T1M3,data_set_value_component_kinetic_parameters_variable_kon_M3pM9,data_set_value_component_kinetic_parameters_variable_koff_M3pM9,data_set_value_component_kinetic_parameters_variable_kon_M3pM9T1,data_set_value_component_kinetic_parameters_variable_koff_M3pM9T1,data_set_value_component_kinetic_parameters_variable_kon_M3pM9T1M3,data_set_value_component_kinetic_parameters_variable_koff_M3pM9T1M3,data_set_value_component_kinetic_parameters_variable_kon_M3T1,data_set_value_component_kinetic_parameters_variable_koff_M3T1,data_set_value_component_kinetic_parameters_variable_kon_M9T1_star,data_set_value_component_kinetic_parameters_variable_koff_M9T1_star,data_set_value_component_kinetic_parameters_variable_kon_M9T1,data_set_value_component_kinetic_parameters_variable_koff_M9T1,data_set_value_component_kinetic_parameters_variable_kon_M3_pM9T1,data_set_value_component_kinetic_parameters_variable_koff_M3_pM9T1,data_set_value_component_kinetic_parameters_variable_kon_TrpM9,data_set_value_component_kinetic_parameters_variable_koff_TrpM9,data_set_value_component_kinetic_parameters_variable_kon_TrpM9T1,data_set_value_component_kinetic_parameters_variable_koff_TrpM9T1,data_set_value_component_kinetic_parameters_variable_kon_TrpM9T1M3,data_set_value_component_kinetic_parameters_variable_koff_TrpM9T1M3,data_set_value_component_kinetic_parameters_variable_kon_M9_M3T1,data_set_value_component_kinetic_parameters_variable_koff_M9_M3T1,data_set_value_component_kinetic_parameters_variable_kact_M3pM9T1,data_set_value_component_kinetic_parameters_variable_kact_M3pM9T1M3,data_set_value_component_kinetic_parameters_variable_kact_M9T1M3,data_set_value_component_kinetic_parameters_variable_kact_TrpM9,data_set_value_component_kinetic_parameters_variable_kact_TrpM9T1,data_set_value_component_kinetic_parameters_variable_kact_TrpM9T1M3,data_set_value_component_kinetic_parameters_variable_kact_M3pM9
0.0,1.5e-10,0.0,2.85e-08,3.0599999999999994e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,3e-07,5e-08,0.0,3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,0.0,34000.0,7.48e-05,34000.0,7.48e-05,10000.0,0.001,10000.0,0.001,10000.0,0.001,1900000.0,0.000126,5600000.0,1.6e-05,0.00063,0.00025,1900000.0,0.000126,10000.0,0.007,10000.0,0.007,10000.0,0.007,7.48e-05,34000.0,0.00057,0.00057,0.000126,0.002,0.0006,0.0006,0.0019
0.1,1.418391731538125e-10,2.6663182436884373e-14,2.671823520076592e-08,3.0264061494458904e-09,1.415770417084387e-13,8.566161047464359e-18,1.3319419254585136e-14,1.6092193060840823e-18,-7.188036667737764e-19,2.6901734420541598e-11,2.690114616256365e-11,2.8506652227861675e-15,3.229104499800167e-19,4.1444907167546686e-23,2.993517386652228e-10,5.982513069991697e-14,2.9875447611794073e-13,2.187351475017287e-17,6.01293911437308e-15,7.030386606076818e-19,2.9965086987064186e-07,4.733949428178338e-08,1.4033253914149671e-11,2.970543807488485e-07,2.6404843479098607e-09,2.990992451637561e-10,1.5028352714849754e-14,2.556183733832357e-15,8.006867366908463e-15,4.7057849212112795e-18,6.0229450601560665e-12,5.665095613684503e-16,3.2892783466306893e-19,9.997005073003522e-08,2.9912565349958485e-11,3.6455857916954787e-14,1.1717311010128031e-15,34000.0,7.48e-05,34000.0,7.48e-05,10000.0,0.001,10000.0,0.001,10000.0,0.001,1900000.0,0.000126,5600000.0,1.6e-05,0.00063,0.00025,1900000.0,0.000126,10000.0,0.007,10000.0,0.007,10000.0,0.007,7.48e-05,34000.0,0.00057,0.00057,0.000126,0.002,0.0006,0.0006,0.0019
0.2,1.3417755083713316e-10,5.1873537872992906e-14,2.5069765190569618e-08,2.9945733552254134e-09,2.6577893265048644e-13,2.3574848580674978e-17,3.606984851227127e-14,4.934314398352358e-18,-3.807979106348473e-18,5.050375219156562e-11,5.207120184959674e-11,7.48316649724643e-15,9.921299544238795e-19,1.298297790911975e-22,2.9870582088439906e-10,1.195065324030209e-13,5.917586970591868e-13,6.154675177543395e-17,1.6657605810652188e-14,2.1616283219966822e-18,2.993032465584779e-07,4.483909020109831e-08,2.730186203841732e-11,2.9427342389581207e-07,5.1170265560418924e-09,5.928315914568895e-10,4.135938347486838e-14,7.838009227971136e-15,2.188803421740132e-14,1.452566107783295e-17,1.669281656372792e-11,1.740578867410315e-15,1.0303950721523612e-18,9.99401433787544e-08,5.975326620151044e-11,1.0257791962572326e-13,3.602713869994471e-15,34000.0,7.48e-05,34000.0,7.48e-05,10000.0,0.001,10000.0,0.001,10000.0,0.001,1900000.0,0.000126,5600000.0,1.6e-05,0.00063,0.00025,1900000.0,0.000126,10000.0,0.007,10000.0,0.007,10000.0,0.007,7.48e-05,34000.0,0.00057,0.00057,0.000126,0.002,0.0006,0.0006,0.0019
0.30000000000000004,1.268470240111236e-10,7.613444831439599e-14,2.3514357103942076e-08,2.9639101183180776e-09,3.7472341247889563e-13,4.2793817729147235e-17,6.467827694730554e-14,9.380773513751037e-18,-1.0081652111566966e-17,7.120788263696297e-11,7.609372937847696e-11,1.2899253727666635e-14,1.887670378925614e-18,2.488910480778833e-22,2.980615055290525e-10,1.7909400482225386e-13,8.809475525534513e-13,1.1285239772947578e-16,3.032424729091068e-14,4.1139879463964665e-18,2.9895660797552774e-07,4.244331497893539e-08,4.007076227073473e-11,2.916000764264301e-07,7.486430081543276e-09,8.830565886244207e-10,7.507687320903024e-14,1.4901103876870546e-14,3.960813394887885e-14,2.7687714709626684e-17,3.039952330888703e-11,3.311702419167744e-15,1.975325778395899e-18,9.991026342203505e-08,8.954700241112693e-11,1.880873295491263e-13,6.856646577327445e-15,34000.0,7.48e-05,34000.0,7.48e-05,10000.0,0.001,10000.0,0.001,10000.0,0.001,1900000.0,0.000126,5600000.0,1.6e-05,0.00063,0.00025,1900000.0,0.000126,10000.0,0.007,10000.0,0.007,10000.0,0.007,7.48e-05,34000.0,0.00057,0.00057,0.000126,0.002,0.0006,0.0006,0.0019
0.4,1.1979193073206091e-10,9.954127225961218e-14,2.2037451722161857e-08,2.9342199482641886e-09,4.697489120472784e-13,6.323932143496572e-17,9.568175759159371e-14,1.7681570710612987e-17,-1.9632909828844225e-17,8.926758699297526e-11,9.916928898094906e-11,1.842502493774808e-14,2.8158976191647847e-18,1.8290235870391218e-21,2.9741925759659173e-10,2.385317113741215e-13,1.1672197476540003e-12,1.8093466282177386e-16,4.576739806577441e-14,8.475466687228677e-18,2.9861118466399e-07,4.0133902221448726e-08,5.2390143294532725e-11,2.8901517007139766e-07,9.76803606152722e-09,1.1707305599955532e-09,1.1094617795608023e-13,2.8094896830884408e-14,5.911837917805113e-14,7.285717137676648e-17,4.5921189041917445e-11,4.940171261692605e-15,1.4516060214596205e-17,9.988042441277256e-08,1.1926585568706075e-10,3.0155777136962315e-13,1.4125777812047795e-14,34000.0,7.48e-05,34000.0,7.48e-05,10000.0,0.001,10000.0,0.001,10000.0,0.001,1900000.0,0.000126,5600000.0,1.6e-05,0.00063,0.00025,1900000.0,0.000126,10000.0,0.007,10000.0,0.007,10000.0,0.007,7.48e-05,34000.0,0.00057,0.00057,0.000126,0.002,0.0006,0.0006,0.0019
0.5,1.128607166156496e-10,1.223577343883031e-13,2.0605291091706432e-08,2.9049678218887556e-09,5.520578494318519e-13,7.665947078142211e-17,1.1991778667822763e-13,3.7395053899757845e-17,-3.05328024749125e-17,1.0490899984825023e-10,1.2184421729021351e-10,2.2664542938969865e-14,3.241294726712599e-18,8.826145699096819e-21,2.9678036448800147e-10,2.9766522969119975e-13,1.4530533549331152e-12,2.800204404145486e-16,5.954948642335734e-14,2.0543178590677126e-17,2.982676142143094e-07,3.786033415685691e-08,6.439880757279111e-11,2.8646569282066136e-07,1.2015334591461984e-08,1.4584983255660473e-09,1.3449029961653003e-13,5.944822481885037e-14,7.475261738840008e-14,2.2931094447157245e-16,5.987857721229524e-11,5.68648197668877e-15,7.00487753896573e-17,9.985066383302724e-08,1.4883261484559987e-10,4.667007340242477e-13,3.423863098446188e-14,34000.0,7.48e-05,34000.0,7.48e-05,10000.0,0.001,10000.0,0.001,10000.0,0.001,1900000.0,0.000126,5600000.0,1.6e-05,0.00063,0.00025,1900000.0,0.000126,10000.0,0.007,10000.0,0.007,10000.0,0.007,7.48e-05,34000.0,0.00057,0.00057,0.000126,0.002,0.0006,0.0006,0.0019
0.6000000000000001,1.0623007331876267e-10,1.4427317320813566e-13,1.925324222522608e-08,2.8767775508710784e-09,6.218637697488723e-13,9.277479753187542e-17,1.482079661446852e-13,5.961766636983967e-17,-4.4870198422326665e-17,1.181754333887864e-10,1.4348122245647037e-10,2.720179707370452e-14,3.794688117140295e-18,1.6580278328923492e-20,2.961433058049661e-10,3.566764657034732e-13,1.7355337604935306e-12,3.933507835300527e-16,7.571824205806552e-14,3.4077247446604076e-17,2.9792514555988373e-07,3.568211953644973e-08,7.593324905691351e-11,2.840140915797436e-07,1.416531559241019e-08,1.743244349361455e-09,1.6276280268750073e-13,9.4791400066352e-14,9.31854434598117e-14,4.0366268784840263e-16,7.625234928515015e-11,6.657347573930341e-15,1.3158951054701185e-16,9.982093752981041e-08,1.783382328517366e-10,6.555846392167546e-13,5.6795412411006794e-14,34000.0,7.48e-05,34000.0,7.48e-05,10000.0,0.001,10000.0,0.001,10000.0,0.001,1900000.0,0.000126,5600000.0,1.6e-05,0.00063,0.00025,1900000.0,0.000126,10000.0,0.007,10000.0,0.007,10000.0,0.007,7.48e-05,34000.0,0.00057,0.00057,0.000126,0.002,0.0006,0.0006,0.0019
0.7000000000000001,9.989894917603234e-11,1.6528758871910982e-13,1.7978757430328128e-08,2.849645440707102e-09,6.801786784843512e-13,1.1158530168632517e-16,1.8046734023884172e-13,8.43494081208587e-17,-6.307585118290342e-17,1.2925916865692602e-10,1.6408394557801066e-10,3.1925724126448486e-14,4.476077790447893e-18,2.5091421476519192e-20,2.955080802127578e-10,4.1556541941094184e-13,2.0146639518947728e-12,5.209256921682872e-16,9.427152690216372e-14,4.9077673255009824e-17,2.975837787007131e-07,3.359925836022717e-08,8.699346774689991e-11,2.816603663486443e-07,1.621797906437184e-08,2.0249686313817793e-09,1.9576368716899151e-13,1.341244225733897e-13,1.1441685739228628e-13,5.95912401507261e-16,9.504250526048218e-11,7.852768053417356e-15,1.9913826568666026e-16,9.979124550312208e-08,2.0778270970547092e-10,8.682094869471454e-13,8.179612209168305e-14,34000.0,7.48e-05,34000.0,7.48e-05,10000.0,0.001,10000.0,0.001,10000.0,0.001,1900000.0,0.000126,5600000.0,1.6e-05,0.00063,0.00025,1900000.0,0.000126,10000.0,0.007,10000.0,0.007,10000.0,0.007,7.48e-05,34000.0,0.00057,0.00057,0.000126,0.002,0.0006,0.0006,0.0019
0.8,9.386629882568925e-11,1.854009809212256e-13,1.677939540870678e-08,2.8235678188919914e-09,7.27997293115157e-13,1.330909832447716e-16,2.1662015673956708e-13,1.1159027915281496e-16,-8.552495453077984e-17,1.38349201973274e-10,1.8365600587943098e-10,3.673908551335264e-14,5.285463746635383e-18,3.4359575141883845e-20,2.948746863789143e-10,4.743320908136056e-13,2.290446910481874e-12,6.627451663292511e-16,1.1520720785743177e-13,6.55444560158942e-17,2.972435136367973e-07,3.1611750628189225e-08,9.757946364275032e-11,2.794045171273636e-07,1.817332500734692e-08,2.3036711716270186e-09,2.334929530610028e-13,1.7744729233996348e-13,1.3844685918582342e-13,8.060600854481467e-16,1.1624904513829133e-10,9.272743415149795e-15,2.7269504080860193e-16,9.976158775296226e-08,2.371660454068028e-10,1.1045752772154185e-12,1.0924076002649034e-13,34000.0,7.48e-05,34000.0,7.48e-05,10000.0,0.001,10000.0,0.001,10000.0,0.001,1900000.0,0.000126,5600000.0,1.6e-05,0.00063,0.00025,1900000.0,0.000126,10000.0,0.007,10000.0,0.007,10000.0,0.007,7.48e-05,34000.0,0.00057,0.00057,0.000126,0.002,0.0006,0.0006,0.0019
0.9,8.813108320956236e-11,2.0461334981448303e-13,1.5652821256143134e-08,2.7985410349201364e-09,7.662970431090183e-13,1.572918422072147e-16,2.5659986695672803e-13,1.4134027946570825e-16,-1.125371425024142e-16,1.4563124493669885e-10,2.02201000711634e-10,4.1558467282222246e-14,6.2228459857027655e-18,4.438473932501752e-20,2.9424312297323945e-10,5.329764799114648e-13,2.5628856113853815e-12,8.188092060129443e-16,1.385231567951647e-13,8.347759572925732e-17,2.969043503681366e-07,2.971959634033591e-08,1.0769123674446476e-10,2.772465439159014e-07,2.0031353421335446e-08,2.579351970097174e-09,2.7595060036353456e-13,2.2476000936607302e-13,1.6527544884042342e-13,1.0341057396710597e-15,1.398719689185776e-10,1.091727365912766e-14,3.5225983591283746e-16,9.973196427933094e-08,2.664882399557324e-10,1.364682010021574e-12,1.3912932621542887e-13,34000.0,7.48e-05,34000.0,7.48e-05,10000.0,0.001,10000.0,0.001,10000.0,0.001,1900000.0,0.000126,5600000.0,1.6e-05,0.00063,0.00025,1900000.0,0.000126,10000.0,0.007,10000.0,0.007,10000.0,0.007,7.48e-05,34000.0,0.00057,0.00057,0.000126,0.002,0.0006,0.0006,0.0019
