Time,V_membrane,h1,x1,n1,c,i_Na,V_I,V_K,V_L,V_Ca,g_I,g_K,g_T,g_K_Ca,g_L,K_p,K_c,f,tau_x,a,b,Vs,m_infinity,alpha_m,beta_m,h_infinity,alpha_h,beta_h,tau_h,g_Ca,x_infinity,i_Ca,n_infinity,i_K,alpha_n,beta_n,tau_n,i_K_Ca,i_L,COMpartment
0.0,-55.0,0.9,0.27,0.03,0.4,0.0003800799270842096,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.218999999999994,0.010749406897095134,0.08841203443607094,8.136417045200217,0.9065028870613095,0.1326276054589972,0.013679270505786349,85.43685946112869,0.004,0.320821300824607,0.2295,0.030962365332392855,-4.859999999999999e-06,0.006016737885270515,0.18830749479781195,64.32548235188904,-0.26666666666666666,0.045,1.0
0.01,-54.99991791152579,0.9000007608388187,0.2700021626359706,0.03000014963163626,0.40000014258708766,0.0003800945944601312,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.219099244965307,0.010749545600695066,0.08841270017153584,8.136372184300145,0.9065016368282001,0.13262694732952496,0.013679404409209292,85.43716558746408,0.004,0.3208239838306628,0.22950161659991938,0.030962634910679455,-4.860116909922929e-06,0.006016784480486937,0.18830726119082197,64.3255442568504,-0.266667813989897,0.044999753734577375,1.0
0.02,-54.99983582062864,0.9000015214347665,0.2700043252945344,0.03000029928214578,0.4000002851841325,0.0003801092627151518,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.219198492859974,0.01074968431011111,0.08841336593126245,8.136327322323293,0.9065003865433063,0.132626289183893,0.013679538317877216,85.43747172236702,0.004,0.32082666692775,0.22950323320895033,0.03096290449907593,-4.860233834911815e-06,0.006016831077415616,0.1883070275772266,64.32560616355066,-0.2666689613495379,0.04499950746188592,1.0
0.03,-54.99975372814805,0.9000022818719938,0.27000648796786314,0.030000448944989287,0.40000042778768463,0.0003801239317381364,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.219297742669,0.010749823023924842,0.08841403170844252,8.136282459728482,0.906499136219414,0.13262563102883237,0.013679672230420747,85.43777786270665,0.004,0.32082935008843083,0.22950484982270536,0.030963174094825383,-4.8603507705257246e-06,0.0060168776755800315,0.18830679395941496,64.32566807135669,-0.2666701087331182,0.04499926118444415,1.0
0.04,-54.99967163274102,0.9000030420156611,0.27000865066861757,0.03000059863065538,0.4000005704032959,0.00038013860170692064,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.219396996016101,0.010749961744405775,0.08841469751396853,8.13623759578178,0.9064978858360663,0.132624972853576,0.01367980614903082,85.4380840134913,0.004,0.3208320333566015,0.2295064664483197,0.030963443702338632,-4.860467723888674e-06,0.006016924275742565,0.18830656033356508,64.32572998128131,-0.266671256160601,0.04499901489822306,1.0
0.05,-54.99958953078952,0.9000038015025126,0.270010813430905,0.030000748367400104,0.4000007130459232,0.0003801532731005392,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.219496257275466,0.010750100477667762,0.08841536337718389,8.136192728506032,0.9064966353381553,0.13262431462911797,0.013679940079609576,85.43839018821325,0.004,0.32083471685051823,0.22950808310501516,0.030963713333497865,-4.8605847141925195e-06,0.006016970879956982,0.18830632668938097,64.32579189605292,-0.26667240368576656,0.044998768592368565,1.0
0.06,-54.99950742672977,0.9000045607779513,0.2700129762129049,0.03000089812057753,0.4000008556972274,0.0003801679453318024,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.219595521083704,0.010750239216214914,0.08841602926211083,8.136147860325595,0.9064953847932462,0.1326236563910247,0.013680074014920555,85.43869637032881,0.004,0.3208374004251856,0.22950969976922217,0.03096398297373445,-4.8607017179080186e-06,0.0060170174857051735,0.18830609303948714,64.32585381232606,-0.26667355124267283,0.044998522280189315,1.0
0.07,-54.99942532056177,0.9000053198419772,0.2700151390146172,0.030001047890187656,0.40000099835720837,0.0003801826184007629,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.219694787440815,0.01075037796004738,0.0884166951687496,8.136102991240483,0.9064941342013382,0.1326229981392964,0.013680207954963863,85.43900255983795,0.004,0.3208400840806043,0.2295113164409406,0.030964252623048565,-4.860818735035846e-06,0.006017064092987162,0.18830585938388364,64.3259157301007,-0.26667469883132,0.04499827596168531,1.0
0.08,-54.99934321228552,0.9000060786945904,0.27001730183604206,0.030001197676230485,0.40000114102586615,0.0003801972923074747,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.2197940563468,0.010750516709165325,0.08841736109710073,8.136058121250715,0.9064928835624297,0.13262233987393335,0.013680341899739618,85.43930875674053,0.004,0.3208427678167752,0.2295129331201703,0.030964522281440397,-4.860935765576672e-06,0.006017110701802981,0.18830562572257048,64.32597764937688,-0.266675846451708,0.04499802963685655,1.0
0.09,-54.99926110190101,0.9000068373357907,0.2700194646771794,0.030001347478706017,0.40000128370320076,0.00038021196705199174,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.219893327801671,0.010750655463568912,0.08841802704716464,8.136013250356303,0.9064916328765197,0.13262168159493568,0.01368047584924795,85.43961496103658,0.004,0.32084545163369893,0.2295145498069111,0.03096479194891017,-4.861052809531174e-06,0.006017157312152664,0.1883053920555476,64.32603957015456,-0.2666769941038369,0.04499778330570304,1.0
0.1,-54.99917898940826,0.9000075957655781,0.2700216275380292,0.03000149729761425,0.40000142638921216,0.00038022664263436483,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.219992601805416,0.010750794223258274,0.08841869301894156,8.135968378557271,0.9064903821436066,0.1326210233023037,0.013680609803488954,85.43992117272597,0.004,0.3208481355313765,0.22951616650116274,0.03096506162545801,-4.861169866900021e-06,0.0060172039240362326,0.18830515838281517,64.32610149243372,-0.2666781417877067,0.044997536968224776,1.0
0.11,-54.99909687480725,0.9000083539839528,0.27002379041859154,0.030001647132955188,0.4000015690839004,0.00038024131905464747,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.220091878358033,0.010750932988233567,0.08841935901243198,8.135923505853636,0.9064891313636891,0.13262036499603766,0.013680743762462746,85.44022739180862,0.004,0.32085081950980854,0.2295177832029251,0.030965331311084136,-4.8612869376838875e-06,0.006017250537453719,0.1883049247043731,64.32616341621438,-0.26667928950331765,0.04499729062442175,1.0
0.12,-54.99901475809799,0.9000091119909147,0.2700259533188663,0.030001796984728824,0.40000171178726546,0.0003802559963128919,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.220191157459524,0.010751071758494941,0.08842002502763618,8.135878632245417,0.9064878805367667,0.1326197066761378,0.013680877726169422,85.44053361828452,0.004,0.32085350356899583,0.22951939991219794,0.030965601005788677,-4.861404021883445e-06,0.006017297152405142,0.18830469102022146,64.32622534149651,-0.2666804372506696,0.044997044274293976,1.0
0.13,-54.99893263928048,0.9000098697864638,0.2700281162388536,0.03000194685293516,0.4000018544993073,0.0003802706744091519,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.220290439109888,0.010751210534042556,0.08842069106455462,8.135833757732629,0.9064866296628372,0.13261904834260432,0.013681011694609094,85.44083985215354,0.004,0.32085618770893926,0.22952101662898117,0.03096587070957181,-4.861521119499369e-06,0.00601734376889053,0.18830445733036028,64.32628726828013,-0.26668158502976275,0.04499679791784145,1.0
0.14,-54.99885051835472,0.9000106273706,0.2700302791785533,0.030002096737574202,0.40000199722002594,0.0003802853533434814,30.0,-75.0,-40.0,140.0,4.0,0.3,0.01,0.03,0.003,0.5,0.0085,0.0003,235.0,1.209,78.714,12.22038972330914,0.010751349314876573,0.08842135712318774,8.135788882315287,0.9064853787418995,0.1326183899954374,0.013681145667781912,85.44114609341568,0.004,0.3208588719296395,0.22952263335327447,0.03096614042243381,-4.861638230532331e-06,0.006017390386909928,0.18830422363478952,64.3263491965652,-0.266682732840597,0.044996551555064164,1.0
