Time,GLCi,ATP,G6P,ADP,F6P,F16bP,F26bP,AMP,DHAP,GAP,NAD,BPG,NADH,P3G,P2G,PEP,PYR,AcAld,GLCo,CO2,EtOH,Glycerol,Glycogen,Trehalose,Succinate,WGD_E,fV_HXT,fV_HXK,fV_TDH,fV_ENO,fV_PFK,fV_FBA,fV_PYK,fV_PGK,fV_GPM,fV_PGI,cyto,HXT,HXK,PGI,PFK,FBA,TPI,TDH,PGK,GPM,ENO,PYK,PDC,ADH,ATPase,AK,G3PDH,glycogen_branch,trehalose_synth,succinate_syn
0.1,0.09420142968214368,2.5546164934163453,2.652132945901296,1.2639123359696458,0.6209793142078481,6.166415086479596,0.02,0.28147117061400434,1.0063926645758654,0.04528173708117407,1.5035887971277384,0.0007523894718929214,0.08641120287226729,0.8837456778485568,0.12746631341646053,0.06407722539227717,1.813066875540705,0.1784233780951842,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.42254606231901,88.42415982078722,77.61558817388702,77.61337332417442,78.35510913934625,59.32824739872012,137.68423790838182,137.6842457134462,137.7141123381626,137.71835358888015,137.71814103198776,137.7314459560561,-130.09394034070957,100.90735148994564,-0.01874180144307047,19.046449574626234,6.0,2.4,3.818260291236941
0.11,0.09419183213286332,2.5548375661921865,2.6522076767025156,1.2638115309770528,0.6209929449761061,6.159080616380657,0.02,0.28135090283075603,1.0061701464842243,0.04527172430579577,1.5036010918580096,0.0007522370963458878,0.08639890814199624,0.8834358901389043,0.12742200594004813,0.06407386669551435,1.8129388467426526,0.17843122308843792,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.42316886917209,88.42351714478029,77.61825623721249,77.61795777980515,78.34213109894345,59.3228599432623,137.66610249693534,137.66611296921033,137.69814200545196,137.70274998961048,137.70360013328025,137.71593409481883,-130.07850127552715,100.91608386459137,-0.005704221035017554,19.043971953716255,6.0,2.4,3.8184281740925714
0.12,0.09419365975158676,2.5547646347552155,2.6522174683248467,1.2638856633002185,0.6209813070265305,6.151949956020139,0.02,0.28134970194456005,1.0059026284725963,0.045259686514488216,1.5036105151242831,0.0007518984834926549,0.08638948487572252,0.8831066477077765,0.12737436918905917,0.06406082888179945,1.8128195662331446,0.17843479589593222,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.42305027016876,88.4223759927831,77.62633862019126,77.62907715112492,78.33055672147174,59.31766778614838,137.64951148376997,137.6495826877371,137.68330554564085,137.6882112122106,137.6899360775631,137.70148245462815,-130.06433220723724,100.91320307283101,0.0050867926242119665,19.04149561071291,6.0,2.4,3.8185046321729494
0.13,0.09420458785688425,2.5544534161181627,2.6521137043267933,1.2641008314988922,0.6209355094932982,6.145062956037122,0.02,0.28144575238293823,1.0056014511521112,0.045246134038307684,1.5036171446261861,0.0007514097194545143,0.0863828553738197,0.8827621532382091,0.12732410602334954,0.06403996985649567,1.8127073581343707,0.17843401076846394,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.42234112302629,88.42086311529572,77.63811399785217,77.64459729660423,78.32024946475454,59.31263537314953,137.63430157082806,137.63419225560517,137.66942056888874,137.6745548273368,137.6769622976516,137.68788793652183,-130.05120831927977,100.90090993666743,0.013784686174261651,19.039080551414592,6.0,2.4,3.818487830445128
0.14,0.09422253249433488,2.553955058200635,2.651863773178857,1.2644259517432008,0.6208501354442062,6.138442549051519,0.02,0.2816189900561574,1.0052765108253496,0.04523151221901498,1.5036211842870146,0.000750805347188016,0.08637881571299114,0.8824064484822467,0.12727189102261594,0.06401303452434837,1.8126007841882976,0.17842903315141453,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.42117668273681,88.41909568497653,77.65211397758004,77.66273598546,78.31106177516487,59.30768125754548,137.62024501295514,137.62038005421442,137.6563171325123,137.6616150261228,137.66456281747728,137.67497624747233,-130.03890847993094,100.88122479892509,0.020560020948707347,19.03676635108614,6.0,2.4,3.8183813094402708
0.15,0.09424564158206364,2.553315301669787,2.6514490371802104,1.2648333922129742,0.6207226568824337,6.13209737504409,0.02,0.28185130611723197,1.00493622795477,0.045216199976805926,1.5036229023314607,0.0007501145334335388,0.08637709766854519,0.8820432814118159,0.1272183449775028,0.06398154941803062,1.8124986852786726,0.17842022332066204,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.41967716153987,88.41716374608175,77.66717365204013,77.68204390447896,78.30284193728141,59.30281158728758,137.60720789686687,137.60733340642733,137.64385639012943,137.6492582294525,137.6525896814993,137.6626069263743,-130.0272769771772,100.85595441595659,0.02563268208970726,19.03457780153082,6.0,2.4,3.8181927790621675
0.16,0.0942723225141172,2.5525743147051325,2.650862489796832,1.2652989516558666,0.6205529838266288,6.126024386062528,0.02,0.2821267336389937,1.0045876149618178,0.0452005128748148,1.5036226246799191,0.0007493641187055698,0.08637737532008663,0.8816760252867424,0.12716402677933397,0.06394687990404692,1.8124000951047097,0.17840805831405895,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.41794592914731,88.4151465486523,77.68236096298179,77.70138937376544,78.29543886856855,59.29798466997454,137.59500108034968,137.59519406817526,137.6319127876788,137.63736640839593,137.64095641726823,137.65066288178673,-130.01616141208348,100.82668543085273,0.029219289909391932,19.032525947619515,6.0,2.4,3.817932447920861
0.17,0.09430122848738176,2.551766515185699,2.6501060966482477,1.265801993070006,0.6203428171555135,6.120211955074194,0.02,0.28243149174428783,1.0042363457719667,0.045184706239532114,1.5036206913378858,0.0007485762070358681,0.08637930866212003,0.8813076035980272,0.12710941962370942,0.06391018305260336,1.8123042413539447,0.1783930821630232,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.41607039603,88.41310705192996,77.69697469517689,77.71991896913714,78.28870817013458,59.293202063883655,137.5834902781071,137.58351698249987,137.62038218560951,137.62584317489728,137.62957853709528,137.63905053134957,-130.0054467776693,100.79477734983512,0.03153850799797908,19.030612598422238,6.0,2.4,3.817611958288696
0.18,0.09433125456907263,2.5509205975238753,2.649188397478119,1.2663254118665208,0.6200951329109841,6.114642557062924,0.02,0.2827539906095971,1.0038868509788161,0.0451689794514062,1.5036174434015364,0.000747770069169608,0.0863825565984694,0.8809404389291933,0.12705492514286695,0.06387243093360763,1.812210493485827,0.1783758480934001,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.41412226782751,88.41109476798697,77.71050367163724,77.7370226863792,78.28251665459617,59.288426405284554,137.57250632868505,137.57260171491166,137.60917352073244,137.614606025181,137.6184072515701,137.62769347375678,-129.99502469712738,100.76136360219307,0.032804325441745164,19.02883211014299,6.0,2.4,3.8172431491987617
0.19,0.09436151542100567,2.5500598556332688,2.6481225071365158,1.2668554177313132,0.6198137217857473,6.109294966008254,0.02,0.28308472663541195,1.0035424609844057,0.045153482377430824,1.503613196556824,0.0007469602646506029,0.08638680344318175,0.8805764639263705,0.12700086372243638,0.06383439540277168,1.812118361502335,0.17835689561420068,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.41215899193472,88.40914533148693,77.72261054346676,77.75229485861138,78.27674472845526,59.28366867429577,137.56194777799982,137.56202999857143,137.59821428335087,137.60359007087888,137.60738646610375,137.6165323382062,-129.98482117023738,100.72736429751411,0.03321951099491116,19.02717471716007,6.0,2.4,3.8168375661438945
0.2,0.09439132683128265,2.549202649539967,2.646924449174523,1.2673812248161467,0.6195028498907148,6.104145986508047,0.02,0.28341612564388063,1.0032055597878826,0.04513832229848409,1.503608239622076,0.0007461585811284902,0.08639176037792999,0.8802171515758899,0.12694748095641983,0.06379668441682552,1.8120274566869927,0.1783367212657568,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.41022495802915,88.40728408279686,77.73309268166908,77.7654991529962,78.27128743286595,59.2789197062375,137.55170378629057,137.55178391502918,137.58744372994335,137.5927417585102,137.59648055833665,137.6055200268546,-129.97477144424428,100.6935046568287,0.03296876436816376,19.02562757414869,6.0,2.4,3.8164058350871954
0.21,0.09442018112373732,2.54836293831355,2.6456118280904737,1.267894714419133,0.6191669765736092,6.099171812117965,0.02,0.2837423472673117,1.0028777312596835,0.04512357048883185,1.5036028257630554,0.0007453737214338802,0.08639717423695066,0.8798635629463347,0.1268949550575579,0.0637597540276804,1.8119374802214552,0.17831576780554154,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.4083530961229,88.40552739057789,77.74185798924685,77.77653487802799,78.26605474256063,59.27417853905354,137.5416867423681,137.54176480502767,137.57681306151622,137.58201875066564,137.585661719501,137.59462033483283,-129.96482612368277,100.66033606338523,0.03221712772784713,19.02417644018819,6.0,2.4,3.8159574310385884
0.22,0.09444772682921299,2.5475507459490117,2.644202962948152,1.268390140835148,0.6188105771113973,6.094348876883448,0.02,0.2840591132158348,1.0025598757128065,0.04510926746256508,1.5035971714288505,0.0007446117895869433,0.08640282857115558,0.8795163891832242,0.12684340379149342,0.06372392597065962,1.811848208844041,0.17829441891515124,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.40656619799378,88.4038838319948,77.74890530540834,77.78541213248126,78.26097125406034,59.26944511209149,137.53182392593618,137.53190052384258,137.5662839479229,137.57138829778452,137.57490972912015,137.58380621210983,-129.95494809967997,100.62825446498596,0.03110914488981109,19.022806461689015,6.0,2.4,3.8155005647842364
0.23,0.09447374978592687,2.5467726010768654,2.6427161602201825,1.2688638566356216,0.6184379959472831,6.089654556496476,0.02,0.28436354228750677,1.002252315123328,0.04509542770849626,1.503591455256413,0.0007438765833416164,0.08640854474359323,0.8791759935973474,0.12679289133279584,0.06368940301039487,1.8117594837000612,0.17827299557204035,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.40487814557164,88.40235527040262,77.75430683581055,77.79222965401131,78.25597574261029,59.264720534964,137.52205736686213,137.52213160948153,137.55582741778156,137.56082611775003,137.56421005976784,137.57305841218056,-129.94511109159046,100.59751774253618,0.02976907613155788,19.021502891636413,6.0,2.4,3.8150421052416634
0.24,0.09449813898751148,2.546032342156498,2.6411685230095294,1.2693138098511314,0.618053209800187,6.085068293505079,0.02,0.28465384799236415,1.0019549796472713,0.045082048083464714,1.5035858176825867,0.0007431701506200445,0.08641418231741926,0.8788424894411266,0.1267434409540302,0.0636562978239643,1.811671190139695,0.17825175209633473,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.40329612820126,88.4009392226806,77.75817719534267,77.79713729679402,78.25102004068714,59.26000662497245,137.51234236046344,137.5124119929508,137.54542173130997,137.5503142133483,137.55355307045434,137.56236304433753,-129.93529653169358,100.56827751518168,0.028299323759853223,19.02025223069286,6.0,2.4,3.814587494861563
0.25,0.0945208690812792,2.5453315634752807,2.639575755468254,1.2697392701563004,0.6176598009299703,6.080571697283611,0.02,0.2849291663684115,1.0016674906287648,0.04506911154777743,1.5035803650216106,0.0007424931096819065,0.08641963497839561,0.8785157869896338,0.12669504266267007,0.06362464895793112,1.8115832504921867,0.17823088279548457,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.40182177924417,88.39962997435445,77.76066144720168,77.80032191178046,78.24606758741876,59.255305169848725,137.502645281686,137.5027158929293,137.535051267179,137.53983989908144,137.54293357115836,137.55171069800576,-129.9254922505449,100.54059675727359,0.026781586745741492,19.01904233343113,6.0,2.4,3.8141408918233695
0.26,0.09454197695446942,2.5446701703803623,2.6379518876923242,1.2701404976730661,0.6172609137206766,6.07614870759966,0.02,0.28518933194656343,1.001389262247293,0.04505659173925362,1.5035751732025764,0.0007418449882474754,0.08642482679742988,0.8781956526575471,0.126647662618703,0.0635944384372207,1.8114956172711747,0.17821052849669036,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.40045269570622,88.39841924518456,77.76192150505878,77.8019887187748,78.24109173323417,59.25061874568928,137.49294293248104,137.4930119566447,137.5247058012687,137.52939509823872,137.53234781729853,137.54109561938176,-129.91569169222248,100.51447173002431,0.025281180800959646,19.017862660155068,6.0,2.4,3.8137053098291736
0.27,0.09456155765259083,2.5440465039990925,2.6363092819290332,1.2705186628219092,0.6168592623924852,6.071785552869774,0.02,0.2854348331789888,1.0011195229117744,0.04504445393607203,1.5035702901514376,0.0007412243437711623,0.08642970984856858,0.8778817193536477,0.12660124496153582,0.06356559758251495,1.8114082693426117,0.17819078002150568,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.39918270356719,88.39729679340502,77.76213266477288,77.802358523252,78.2360752278663,59.24594957818044,137.48322076398827,137.48328535801318,137.5143796827762,137.51897563124652,137.5217951000216,137.53051524699973,-129.9058927373136,100.48983690796415,0.023846319187668996,19.016704177116914,6.0,2.4,3.8132826924602212
0.28,0.09457973489334846,2.5434580716625366,2.634658368829845,1.2708754049061537,0.6164570981603593,6.067470852788415,0.02,0.2856665234312992,1.000857446432023,0.04503266095949518,1.5035657423863051,0.0007406292489720665,0.08643425761370108,0.8775735618139071,0.12655572397374285,0.06353803189717507,1.8113212009258226,0.17817168920754883,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.3980037705853,88.396252005648,77.76146539081891,77.80164554162914,78.23100774176626,59.241299458546564,137.47347040721633,137.47353544609055,137.50407027457587,137.5085797978908,137.51127672970793,137.5199688792423,-129.8960959049563,100.46659383067019,0.0225107832808078,19.015559521091134,6.0,2.4,3.8128741490415448
0.29,0.09459665063882866,2.5429018065922624,2.633007824320749,1.2712126828383976,0.6160562569232753,6.063195352321617,0.02,0.28588551056932876,1.000602185275872,0.045021174670301554,1.503561538872723,0.0007400574167515725,0.0864384611272832,0.8772707224864286,0.1265110281825353,0.06351162834118061,1.8112344195230012,0.1781532765560151,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.39690668268919,88.3952739493006,77.76008274283876,77.80005302093925,78.22588454206031,59.23667112685507,137.46369005596372,137.46374486043953,137.49377772641577,137.4982081678021,137.5007936869768,137.5094574234204,-129.88630444836008,100.44462136039436,0.021297694884097496,19.014422836073404,6.0,2.4,3.8124801182987227
0.3,0.09461245863441418,2.542374255119001,2.63136464523057,1.2715326596740133,0.615658184997614,6.058951785006965,0.02,0.2860930852069742,1.000352899175003,0.04500995725628775,1.5035576745275523,0.000739506389482262,0.08644232547245366,0.8769727274647573,0.12646708314215802,0.06348626361913966,1.8111479408294082,0.17813553628282508,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.3958814629827,88.39435211733586,77.75813616694906,77.79777001097156,78.22070557882344,59.23206587386085,137.4538807194892,137.45392574039948,137.48350382034243,137.48786263623575,137.49034924291217,137.49898277916873,-129.87652263125594,100.42378307720054,0.02021926801737095,19.013289615899275,6.0,2.4,3.8121004764524566
0.31,0.09462730502161246,2.5418720569570064,2.629734144660388,1.271837417234752,0.6152639543457622,6.0547347520570165,0.02,0.28629052580823133,1.0001088332137622,0.04499897474613276,1.5035541352722628,0.0007389738145990182,0.0864458647277433,0.8766791350695776,0.12642381921412235,0.06346181928051857,1.8110617825923079,0.17811844560341356,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.3949186289741,88.39347721131985,77.75575598020548,77.79495907089404,78.21547356053422,59.22748486540513,137.4440459682527,137.44409228346404,137.47325121915398,137.4775457160395,137.47994690100006,137.48854709456253,-129.86675518013465,100.40394624980175,0.019279942179210252,19.01215669946595,6.0,2.4,3.81173473591305
0.32,0.09464134326061424,2.541391593313225,2.6281204688908555,1.2721291755774387,0.6148743651734967,6.050540235680361,0.02,0.28647923110932716,0.9998692372133295,0.044988193381552924,1.5035508973239409,0.000738457167097002,0.08644910267606531,0.8763894967352981,0.1263811652440963,0.06343816861898804,1.810975971024583,0.17810196468192405,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.39400822463533,88.39263995992799,77.75306506508716,77.79177227516502,78.21019447715437,59.22293046908453,137.43419408909458,137.43423418102992,137.463024308125,137.46726131429364,137.46958942661885,137.47815354291723,-129.8570085453358,100.3849679358724,0.018477810981963216,19.011021854060136,6.0,2.4,3.8113820441931745
0.33,0.0946547169287867,2.5409294181170363,2.6265265135615086,1.2724100346720506,0.6144899435857207,6.046365577875117,0.02,0.28666054721090506,0.9996334398781308,0.044977582954212426,1.5035479320167604,0.0007379541157629126,0.0864520679832457,0.8761033995198004,0.12633905557818587,0.06341519264010693,1.810890533083375,0.17808604366326297,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.39314093584233,88.3918320844553,77.75016831272227,77.78833923593656,78.20487599567672,59.218403034610674,137.42433252615612,137.42437554195166,137.45282771598013,137.45701353167206,137.4592806611136,137.46780538752247,-129.84728864202145,100.36671201562294,0.017806592864189952,19.009883769276335,6.0,2.4,3.811041334393827
0.34,0.0946675598199896,2.5404822699414438,2.624954180350054,1.272681970562217,0.6141109989282565,6.042209189927903,0.02,0.2868357594963312,0.9994008389453343,0.044967116362189516,1.5035452072827553,0.0007374624542852377,0.0864547927172506,0.875820465109058,0.12629742984678555,0.06339277912313368,1.8108054972485874,0.17807062643414875,50.0,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.39230808377191,88.39104615904076,77.74715568769348,77.78477045750152,78.19952696357365,59.21390350529691,137.41447069473423,137.41452417755997,137.44266655596732,137.44680680853983,137.4490237115974,137.45750607592728,-129.8376016902912,100.34904966268702,0.017256780173994457,19.00874186022598,6.0,2.4,3.810711405690783
