X0,X1,X2,X3,X4,X5,X6,X7,Time
1.0,0.03,1.0,0.1,0.7,1.0,0.02,0.05,0.0
1.0,0.029998683023596803,0.9996865920553786,0.09996406878541512,0.7000045601083885,0.9999980975801284,0.01999471362922564,0.049999999134739674,0.01
1.0,0.029996393148911796,0.9994395180613366,0.09993999002825384,0.7000059784380102,0.9999905374312558,0.01998937938656687,0.049999736021250955,0.02
1.0,0.029993711124475384,0.9992465177994841,0.09992169640480719,0.7000052527400888,0.9999789038931571,0.019984110716045667,0.049999219393784364,0.03
1.0,0.02999078613944639,0.9990964717440153,0.09990756536572858,0.7000028615220696,0.9999641273429276,0.01997898152165785,0.04999846151921326,0.04
1.0,0.029987737137346423,0.9989801662099718,0.09989661617750042,0.6999991630039587,0.999946928798079,0.019974044466894908,0.04999747709797311,0.05
1.0,0.029984662752252284,0.9988894668465426,0.09988806822664387,0.6999944670686162,0.9999279331027459,0.019969338799351824,0.049996283848413405,0.06
1.0,0.02998162807933934,0.9988185084550738,0.09988138115156345,0.6999889983026732,0.9999075875861202,0.019964885023020087,0.049994899892352625,0.07
1.0,0.02997867575009675,0.9987629512460308,0.09987614928069564,0.6999829268918882,0.999886223927885,0.01996069134939418,0.049993343465502056,0.08
1.0,0.029975835254298634,0.9987193661586276,0.09987204669213284,0.6999763903491937,0.9998641048750567,0.019956759106225373,0.04999163249452369,0.09
1.0,0.02997312534145717,0.998685093282024,0.09986882078848533,0.699969497700067,0.9998414341476523,0.019953084155271264,0.04998978434834779,0.1
1.0,0.029970557013830217,0.9986580543665337,0.0998662752004981,0.6999623360407562,0.9998183707371069,0.019949658758641346,0.04998781555984642,0.11
1.0,0.029968136319375328,0.9986365604524353,0.09986425096491064,0.6999549776866448,0.9997950437320877,0.01994647300226328,0.04998574192487232,0.12
1.0,0.02996586303618771,0.9986194298231276,0.0998626373064635,0.6999474755926636,0.9997715433432491,0.019943514439061047,0.049983578049833846,0.13
1.0,0.02996373467206535,0.9986057114876851,0.09986134458673104,0.6999398736145812,0.999747942214111,0.019940770157240578,0.04998133747826507,0.14
1.0,0.02996174475594118,0.9985948031185189,0.0998603162293513,0.6999322020828487,0.9997242862784047,0.01993822590753287,0.04997903262961481,0.15
1.0,0.02995988845002065,0.9985860611966174,0.09985949123352225,0.6999244921839033,0.9997006247202598,0.019935869044657467,0.04997667495677568,0.16
1.0,0.029958159691073113,0.9985789929024071,0.09985882322419053,0.6999167688780293,0.9996769951398251,0.01993368696547307,0.04997427495898792,0.17
1.0,0.0299565517580941,0.9985732133846277,0.09985827600640364,0.6999090525575065,0.9996534268775823,0.019931667360186076,0.04997184226050205,0.18
1.0,0.029955057549005387,0.9985684337406329,0.09985782242881498,0.6999013594058516,0.9996299419446762,0.019929798441497285,0.04996938550020856,0.19
1.0,0.029953669963183518,0.9985644162245381,0.09985744011227556,0.6998937032444293,0.9996065584399252,0.01992806894628196,0.049966912627217204,0.2
1.0,0.029952381375439537,0.9985610264754704,0.09985711647853192,0.6998860934348671,0.9995832865524008,0.01992646802993739,0.049964430641871234,0.21
1.0,0.02995118499899876,0.9985581142334912,0.09985683736730196,0.6998785395273964,0.9995601376936794,0.019924985726180566,0.04996194600249184,0.22
1.0,0.029950073712790695,0.9985556138422053,0.09985659660693073,0.6998710473664311,0.9995371168037079,0.01992361252666407,0.049959464310600825,0.23
