Time,X0,X1,X2,X3,X4,X5,X6,X7,heat_shock,X8,X9,X10,X11,X12r,X12f,X13,X14,X15r,X15f,X16,X17,X18,X19,flux_X1_in,flux_X1_out,flux_X2_in,flux_X2_out,flux_X3_in,flux_X3_out,flux_X4_in,flux_X4_out,flux_X5_in,flux_X5_out,flux_X6_in,flux_X6_out,flux_X7_in,flux_X7_out,cell,external
0.0,1.0,0.03,1.0,0.1,0.7,1.0,0.02,0.05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.999882873229925,30.999713619480676,44.98546841003074,45.02050168302362,19.506526413580644,19.511317136760976,3.500641369806396,3.499957791801158,5.000009314367659,4.999826068258744,0.4997257229870603,0.5002459963033024,0.5002459963033024,0.5002328451525481,1.0,1.0
0.01,1.0,0.029998683023596803,0.9996865920553786,0.09996406878541512,0.7000045601083885,0.9999980975801284,0.01999471362922564,0.049999999134739674,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.00176804903498,31.001970984811866,44.98729521902516,45.01514564731963,19.506863569095547,19.50967891672984,3.5000124018211447,3.4997384145712225,4.999376870570995,4.999885077056659,0.49968628981630453,0.5002195486487638,0.5002195486487638,0.5002328425555582,1.0,1.0
0.02,1.0,0.029996393148911796,0.9994395180613366,0.09993999002825384,0.7000059784380102,0.9999905374312558,0.01998937938656687,0.049999736021250955,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.00325314274144,31.003504867936883,44.988839961994515,45.01060316531518,19.506803630230436,19.50887871292789,3.499590845229391,3.4995674913218497,4.998943682854238,4.999924657229838,0.4996609832838945,0.5001928558209306,0.5001928558209306,0.5002320528460399,1.0,1.0
0.03,1.0,0.029993711124475384,0.9992465177994841,0.09992169640480719,0.7000052527400888,0.9999789038931571,0.019984110716045667,0.049999219393784364,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.004411651962485,31.00469485557659,44.99008154904364,45.00701897308785,19.506716434864344,19.508313200123922,3.4992705373773916,3.4994348831539557,4.998611408784535,4.999948947547303,0.49964528194131763,0.5001664855250765,0.5001664855250765,0.5002305022305366,1.0,1.0
0.04,1.0,0.02999078613944639,0.9990964717440153,0.09990756536572858,0.7000028615220696,0.9999641273429276,0.01997898152165785,0.04999846151921326,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0053103695231,31.00561059601013,44.991045543967296,45.004229013795396,19.506640726544717,19.50788405267891,3.4990230932342636,3.4993324518202606,4.998352430731817,4.999961193519076,0.49963687871091894,0.5001408079796429,0.5001408079796429,0.5002282275110916,1.0,1.0
0.05,1.0,0.029987737137346423,0.9989801662099718,0.09989661617750042,0.6999991630039587,0.999946928798079,0.019974044466894908,0.04999747709797311,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.00600472266682,31.00631148086008,44.991784764386956,45.00206943737955,19.506580784211074,19.507551869140208,3.498831353439341,3.49925339868359,4.99814963262012,4.9999640345767284,0.4996338762093753,0.5001160873334786,0.5001160873334786,0.5002252727880626,1.0,1.0
0.06,1.0,0.029984662752252284,0.9988894668465426,0.09988806822664387,0.6999944670686162,0.9999279331027459,0.019969338799351824,0.049996283848413405,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.006543717493702,31.00684949931212,44.992352423033104,45.00038902430518,19.506533858270355,19.507291718273674,3.4986816562853,3.4991917373030743,4.9979892539317765,4.9999597894216405,0.49963462897005056,0.500092520730856,0.500092520730856,0.5002216912159083,1.0,1.0
0.07,1.0,0.02998162807933934,0.9988185084550738,0.09988138115156345,0.6999889983026732,0.9999075875861202,0.019964885023020087,0.049994899892352625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.006962735453374,31.007262289244352,44.992788899338706,44.99907702478089,19.506496241634565,19.507088224721446,3.4985645435064123,3.4991431822753802,4.997861732129469,4.999950126005036,0.49963798056156594,0.5000702115399103,0.5000702115399103,0.5002175371578749,1.0,1.0
0.08,1.0,0.02997867575009675,0.9987629512460308,0.09987614928069564,0.6999829268918882,0.999886223927885,0.01996069134939418,0.049993343465502056,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.007287993634304,31.007577719130776,44.993123613297385,44.99805195505952,19.506465636713507,19.50692933292369,3.498472913427789,3.499104597337845,4.997759901402434,4.99993627845457,0.4996431035811357,0.5000492015768668,0.5000492015768668,0.5002128653184015,1.0,1.0
0.09,1.0,0.029975835254298634,0.9987193661586276,0.09987204669213284,0.6999763903491937,0.9998641048750567,0.019956759106225373,0.04999163249452369,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.007540234940723,31.007817756783087,44.99337931838159,44.9972498547089,19.506440638685483,19.50680489219892,3.498401059724678,3.499073530622199,4.997678016054945,4.999919222075568,0.499649365670242,0.5000294981509086,0.5000294981509086,0.5002077294749783,1.0,1.0
0.1,1.0,0.02997312534145717,0.998685093282024,0.09986882078848533,0.699969497700067,0.9998414341476523,0.019953084155271264,0.04998978434834779,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.007735574081753,31.007999449298822,44.993573692468026,44.996621108227735,19.50642013995282,19.506707053094193,3.4983445594513496,3.499048105038695,4.997611624821978,4.999899712733656,0.49965629728883554,0.5000110811400127,0.5000110811400127,0.5002021817327769,1.0,1.0
0.11,1.0,0.029970557013830217,0.9986580543665337,0.0998662752004981,0.6999623360407562,0.9998183707371069,0.019949658758641346,0.04998781555984642,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.007886621946597,31.0081360831217,44.993720599355214,44.996126888894835,19.506403198405312,19.506629796821155,3.498299973961284,3.499026875672646,4.997557267540464,4.999878340304723,0.4996635501070577,0.49999391232658064,0.49999391232658064,0.5001962716900055,1.0,1.0
0.12,1.0,0.029968136319375328,0.9986365604524353,0.09986425096491064,0.6999549776866448,0.9997950437320877,0.01994647300226328,0.04998574192487232,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.008003643002674,31.008238464340305,44.99383136797125,44.995735607302514,19.50638900005819,19.506568303736508,3.498264519453879,3.499008685536361,4.997512143683706,4.999855583633392,0.49967085575569037,0.49997794252409417,0.49997794252409417,0.5001900467357977,1.0,1.0
0.13,1.0,0.02996586303618771,0.9986194298231276,0.0998626373064635,0.6999474755926636,0.9997715433432491,0.019943514439061047,0.049983578049833846,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.008093840865047,31.008314117962776,44.993913929302394,44.99542514891089,19.50637694043023,19.50651925329269,3.4982362559519675,3.4989927518788724,4.997474303572363,4.999831776962181,0.49967804917360964,0.49996310978537084,0.49996310978537084,0.5001835506924391,1.0,1.0
0.14,1.0,0.02996373467206535,0.9986057114876851,0.09986134458673104,0.6999398736145812,0.999747942214111,0.019940770157240578,0.04998133747826507,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.008163023960993,31.008369103954834,44.99397463127064,44.995177765545016,19.506366570302177,19.506479916185487,3.4982136135814375,3.498978458691748,4.99744217166161,4.999807188996411,0.49968500932401294,0.4999493497712863,0.4999493497712863,0.5001768241954387,1.0,1.0
0.15,1.0,0.02996174475594118,0.9985948031185189,0.0998603162293513,0.6999322020828487,0.9997242862784047,0.01993822590753287,0.04997903262961481,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.008214894283796,31.008407232677662,44.99401748656147,44.99498222579897,19.50635758927046,19.506448586654923,3.498195601491465,3.498965445200504,4.997414756122385,4.999781989105349,0.4996916845153927,0.49993659137830826,0.49993659137830826,0.5001699045097513,1.0,1.0
0.16,1.0,0.02995988845002065,0.9985860611966174,0.09985949123352225,0.6999244921839033,0.9997006247202598,0.019935869044657467,0.04997667495677568,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.008253396558,31.008432589985947,44.99404674989911,44.9948265613674,19.50634971922233,19.506423377845618,3.4981811512931773,3.498953313200297,4.9973909869558595,4.999756358739921,0.49969800889183824,0.49992477149308123,0.49992477149308123,0.5001628260025819,1.0,1.0
0.17,1.0,0.029958159691073113,0.9985789929024071,0.09985882322419053,0.6999167688780293,0.9996769951398251,0.01993368696547307,0.04997427495898792,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.008281562234178,31.008448289039407,44.99406569360582,44.99470159240918,19.506342720764767,19.50640288418455,3.4981694507450762,3.498941771606702,4.997370051403924,4.9997304364748745,0.49970394402644214,0.4999138271675641,0.4999138271675641,0.5001556201819459,1.0,1.0
0.18,1.0,0.0299565517580941,0.9985732133846277,0.09985827600640364,0.6999090525575065,0.9996534268775823,0.019931667360186076,0.04997184226050205,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.008301767264957,31.00845675384415,44.99407686912716,44.99460015867284,19.506336405144893,19.506386010346624,3.4981598658976596,3.498930604779195,4.99735131611091,4.999704330245588,0.49970947002558036,0.49990369688379555,0.49990369688379555,0.5001483159325996,1.0,1.0
0.19,1.0,0.029955057549005387,0.9985684337406329,0.09985782242881498,0.6999013594058516,0.9996299419446762,0.019929798441497285,0.04996938550020856,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.00831580378189,31.008459790780375,44.99408218166614,44.994516893939654,19.506330628906625,19.506371936359734,3.4981519211945167,3.4989196628197727,4.997334306936197,4.999678120813547,0.4997145824187966,0.49989432170821835,0.49989432170821835,0.5001409391843461,1.0,1.0
0.2,1.0,0.029953669963183518,0.9985644162245381,0.09985744011227556,0.6998937032444293,0.9996065584399252,0.01992806894628196,0.049966912627217204,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.00832515166414,31.008458883948386,44.99408319465779,44.99444739125429,19.506325276571236,19.506359983317857,3.4981452246604623,3.4989088296347264,4.997318633698864,4.999651874480374,0.49971928391605863,0.49988564530486973,0.49988564530486973,0.5001335137991992,1.0,1.0
0.21,1.0,0.029952381375439537,0.9985610264754704,0.09985711647853192,0.6998860934348671,0.9995832865524008,0.01992646802993739,0.049964430641871234,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.008330662320184,31.008454852046466,44.994080780027275,44.99438917313226,19.506320277136165,19.50634977555885,3.498139555985445,3.498898060686379,4.997304078769918,4.999625628227923,0.4997235944319874,0.4998776134095632,0.4998776134095632,0.5001260607933887,1.0,1.0
0.22,1.0,0.02995118499899876,0.9985581142334912,0.09985683736730196,0.6998785395273964,0.9995601376936794,0.019924985726180566,0.04996194600249184,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.00833327971277,31.008448620006067,44.99407591322106,44.99433946716167,19.50631555862328,19.50634088211426,3.4981346671465183,3.4988872956881103,4.997290396216816,4.999599423697879,0.49972752735095904,0.49987017614057905,0.49987017614057905,0.5001185995583594,1.0,1.0
