_1_task1,pmTORC1_1_task1
0.0,0.0
3.6,0.0017301675934313164
7.2,0.0052944402782736716
10.8,0.010063715813734591
14.4,0.017244068775895866
18.0,0.02782536472468169
21.6,0.04246492987947976
25.2,0.061636547814458834
28.8,0.08575720878513414
32.4,0.11528058979173145
36.0,0.1507703086663879
39.6,0.19296440190475989
43.2,0.2428418885144422
46.800000000000004,0.3017004418771042
50.4,0.37126071026883883
54.0,0.45383696455857286
57.6,0.5525071455714171
61.2,0.6714948707075065
64.8,0.8166406376730779
68.4,0.9961707862215965
72.0,1.221885582936015
75.60000000000001,1.5111799082249218
79.2,1.889741919557149
82.8,2.396181411819251
86.4,3.087615196762767
90.0,4.046336521109294
93.60000000000001,5.383240892528845
97.2,7.234382956313217
100.8,9.746666640979043
104.4,13.056565908215898
108.0,17.270144375255068
111.60000000000001,22.449782640368674
115.2,28.608477040671453
118.8,35.70788453746133
122.4,43.656664607334335
126.0,52.30990833214474
129.6,61.4674813901996
133.20000000000002,70.87083892235161
136.8,80.19223448490156
140.4,89.00304344545813
144.0,96.7297169484107
147.6,102.75667064330226
151.20000000000002,106.98478313311143
154.8,110.08841599374465
158.4,112.71780383464042
162.0,115.14596613975363
165.6,117.45413278654969
169.20000000000002,119.66486342028394
172.8,121.78489436541254
176.4,123.81658481338111
180.0,125.76078240451491
183.6,127.61753526052725
187.20000000000002,129.38629853486557
190.8,131.0658665666765
194.4,132.65450553089786
198.0,134.14978559438543
201.6,135.54852375561472
205.20000000000002,136.84675037136716
208.8,138.03959155870268
212.4,139.1211890556074
216.0,140.08461590859247
219.6,140.9217559172202
223.20000000000002,141.6231996356642
226.8,142.1781947246167
230.4,142.57460741471525
234.0,142.7988601143231
237.6,142.8359516517178
241.20000000000002,142.66952663708142
244.8,142.28210227805397
248.4,141.65530701013688
252.0,140.77019410716747
255.6,139.60752348477425
259.2,138.14814973724668
262.8,136.37357524339336
266.40000000000003,134.26654086104725
270.0,131.81144278097162
273.6,128.99442412597637
277.2,125.8034356787854
280.8,122.22881617433977
284.40000000000003,118.26421080768955
288.0,113.90636155318492
291.6,109.15425818704902
295.2,104.00955237995683
298.8,98.47727701611717
302.40000000000003,92.5672336586527
306.0,86.2918118387199
309.6,79.66621599237845
313.2,72.71224342823864
316.8,65.45646000897015
320.40000000000003,57.93227410665437
324.0,50.183361047197806
327.6,42.26435413997726
331.2,34.24911865992277
334.8,26.240040421283858
338.40000000000003,18.395229258573814
342.0,11.011928421332637
345.6,4.855113131830128
349.2,1.883467891625331
352.8,1.6093507411051458
356.40000000000003,1.6934104736532551
360.0,1.8260276093686787
363.6,2.0001448770884362
367.2,2.223406302435706
370.8,2.507125851885468
374.40000000000003,2.867071767032645
