Time,pmTORC1,IR,pIR,IRS,pIRS,iIRS,Akt,pAkt,mTORC1,mTORC2,pmTORC2,imTORC2,mTORC1_DEPTOR,mTORC2_DEPTOR,DEPTOR,pDEPTOR,V1,Km1,V2,Km2,k3c,Km3,V4,Km4,k5ca,Km5a,k5cb,Km5b,V6,Km6,k7c,Km7,V8,Km8,k9c,Km9,V10,Km10,k11ca,Km11a,k11cb,Km11b,V12,Km12,k13f,k13r,k14f,k14r,k15c,Km15,V16,Km16,ks17,kd18,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18
0.0,0.0,50.0,0.0,100.0,0.0,0.0,100.0,0.0,250.0,200.0,0.0,0.0,0.0,0.0,350.0,0.0,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.3448275862068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,490.00000000000006,0.0,0.0,0.0,0.0
3.6,0.0017301675934313164,48.82845088554819,1.1715491144517898,99.86000459679036,0.13986230239963998,0.0001331008100373483,99.88621159247104,0.11378840752895428,158.2519273875472,9.295263027316054,0.037512415751964776,0.0,91.74634244485986,190.6672245569,67.58138549059501,0.005047507728059945,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.3394909045109826,0.032388690645923014,0.07806679325100399,0.0027894432887771675,0.06063720990501632,0.006671109415912366,0.011236828847785828,0.01036307570283857,0.01929739256760803,0.015991054879562813,0.0042914097590358745,0.0028822118465243636,10.144406454738318,3.25330392985725,0.00011529063027732578,2.662009114435577e-06,0.0,0.0
7.2,0.0052944402782736716,47.78206718515601,2.217932814843978,99.47309961549266,0.5259741584522865,0.0009262260551222778,99.66804641035287,0.33195358964714505,133.88445149801643,5.075373237544058,0.0433626984894569,0.0,116.11025406170563,194.8812640639432,39.000962502556284,0.007519371876316565,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.334650338989654,0.05959312210804408,0.14760157673787722,0.010409975605869608,0.08710722049964947,0.0193378794352819,0.0327067768112928,0.031599340846696376,0.020457630893733477,0.01846960053558932,0.004569064273706051,0.004292173294015851,4.52496094817922,0.2163235048838752,0.0003523405793843635,1.8524177950920198e-05,0.0,0.0
10.8,0.010063715813734591,46.84266780428028,3.157332195719693,98.883184504048,1.1142083282756408,0.0026071676764446356,99.37606086350476,0.6239391364952744,121.71060363058467,5.193603851351582,0.056891573894044555,0.0,128.27933265360198,194.74950457473003,26.962433715126927,0.008729056623399454,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.33024384361492354,0.08274509809870481,0.20969934454984254,0.021798407227981598,0.13407977711177643,0.036040909963223275,0.061385206039695654,0.05978067911662576,0.029779481050201655,0.02418553833440211,0.005478968384792181,0.004981819986406984,2.511938086896114,-0.18827163035551553,0.0006683980268965609,5.2140634741342175e-05,0.0,0.0
14.4,0.017244068775895866,45.9957426483113,4.004257351688662,98.1268299542213,1.8676457065418821,0.005524339236899335,98.94041362724185,1.059586372758175,114.56312268927284,6.0576366194687035,0.08291280273180356,0.0,135.41963324195154,193.8594505777752,20.7096397010638,0.011276479292131813,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.32622079067337134,0.10266205854359897,0.26526259987034595,0.03600791362516619,0.2067485984882868,0.060444887255229535,0.10414058994092795,0.10171050963204874,0.04382153653604784,0.03511809549589188,0.0073371415949420446,0.006433338822359663,1.5600431944718984,-0.28499640066248244,0.001142335797650012,0.00011047457875698456,0.0,0.0
18.0,0.02782536472468169,45.229487690363,4.770512309636958,97.23423951145809,2.7555008763493083,0.010259612192686703,98.31071431237672,1.6892856876233042,109.94566106232219,7.09519806611111,0.11840909255921607,0.0,140.0265135729534,192.78639284130537,17.172017839287726,0.015075746536003251,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.3225390638966965,0.11995098963009826,0.3150470556622807,0.05223153662795798,0.29928669212534387,0.09466626496305204,0.1659105229147422,0.1624324462870312,0.06076966323168105,0.0499026219283973,0.009780916722464048,0.008596198861258229,1.0478297716767582,-0.30384628269605396,0.0018376012176996527,0.00020515014863440884,0.0,0.0
21.6,0.04246492987947976,44.534145921961404,5.465854078038544,96.23032676921254,3.7521415379653353,0.017531692822189342,97.46245888973998,2.5375411102600274,106.7429366329596,8.133229626238924,0.16017203020086415,0.0,143.2145984371611,191.7065983435358,15.059129442889182,0.019673776496396404,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.3191630667010242,0.13507324144197289,0.3596934614203588,0.06980450323667911,0.4058218241015442,0.1389004860837483,0.2490870656273209,0.24441069620091202,0.07932110699180477,0.06710957342586538,0.012565708074563612,0.011210650023235595,0.7481681092468895,-0.2928840859493027,0.002794505195207149,0.0003505109554357566,0.0,0.0
25.2,0.061636547814458834,43.9015430488491,6.098456951150845,95.13565421625073,4.836222153544915,0.028123630204407266,96.38869634270335,3.611303657296637,104.39230798445925,9.101614589277386,0.2055398726277716,0.0,145.54605546772652,190.69284553807043,13.736353277880287,0.024745716405233244,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.31606231352958936,0.1483865187055417,0.39975062977489584,0.08819393392935028,0.5214642933949055,0.19203288937824625,0.35434171018546007,0.3483483002239161,0.09847180624529801,0.08557576930851694,0.01554340042127342,0.014090597669574493,0.5606932891614562,-0.2689961194464582,0.0040402431309006295,0.0005621564065102707,0.0,0.0
28.8,0.08575720878513414,43.324751789004765,6.675248210995185,93.96721234822645,5.989939040498471,0.04284861127508495,95.0928595510813,4.907140448918691,102.58801507125702,9.972222980655111,0.2524186734987118,0.0,147.32622771995804,189.77535834582184,12.868340718140292,0.03007321616147009,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.31321040687707624,0.16017296830961772,0.43569258297681457,0.10698241761195429,0.6423061790776075,0.2522488361930012,0.48133029199135674,0.47390268150881815,0.11749048599341887,0.10441427261545837,0.01861091737049064,0.017111182337239177,0.43618016521489833,-0.24037040884856153,0.00559736186932091,0.0008562384529291322,0.0,0.0
32.4,0.11528058979173145,42.7978433298165,7.202156670183443,92.739054095356,7.19840266423297,0.0625432404109311,93.5837186673925,6.416281332607499,101.15397818139475,10.73822558572372,0.299255674975142,0.0,148.73074122881363,188.9625187392769,12.27124069838831,0.03549933360152719,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.3105842754547376,0.17065849801159313,0.46793164020350764,0.1258497148336319,0.7653555126734317,0.3175097322687578,0.6291879318342485,0.6201879106311303,0.1358893992768915,0.12299432502458318,0.021692719241846528,0.020182978872292666,0.34890036649053247,-0.21137565658360857,0.007489900308361199,0.0012493021001866648,0.0,0.0
36.0,0.1507703086663879,42.31569992813613,7.6843000718638255,91.46280296781637,8.449117074980823,0.08807995720262561,91.87208754817249,8.127912451827493,99.98334251804371,11.403807010384785,0.3449745548401105,0.0,149.8658871732899,188.2512184347507,11.841981735665017,0.04091265637610688,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.3081635963715872,0.18002638110327313,0.4968285716623018,0.14455508479524104,0.8884187497550922,0.38586827491733017,0.7968515588552701,0.7861011404149638,0.15337513773678046,0.14090228043585926,0.024737238682856388,0.023242814318429138,0.2848055929296739,-0.184201590270327,0.009748057260033208,0.0017585013695451065,0.0,0.0
39.6,0.19296440190475989,41.87387093627119,8.12612906372876,90.14805431759886,9.731552254655602,0.12039342774526712,89.96889807190833,10.03110192809165,99.00758729431422,11.97816161978043,0.38888214918048825,0.0,150.79944830378105,187.63295623101476,11.521354155195898,0.04624131008816672,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.3059303477708157,0.18842704504548827,0.5227006024420061,0.16292146926245507,1.009945245159929,0.45563710599265517,0.9832481167081626,0.9705121205460674,0.16979380350116988,0.157892144439042,0.027714455426311332,0.026250199533735877,0.23590478744658128,-0.1597652423384316,0.012412134773453563,0.0024020846508084398,0.0,0.0
43.2,0.2428418885144422,41.46846046810569,8.53153953189426,88.8026863601032,11.036794963708527,0.16051867618786775,87.88425190921157,12.115748090788427,98.18028379168759,12.472086502956673,0.43056790064554085,0.0,151.57687431979807,187.0973455963735,11.274332239369377,0.051447844536453013,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.3038684566812224,0.19598524710212595,0.5458277855329718,0.18082199385257405,1.1288642313240618,0.5254494871008516,1.1873869197412927,1.172354540470352,0.18508403510852567,0.17383647107570394,0.030612191349350944,0.029184272887342096,0.19745589290426968,-0.13828294491082416,0.015536451509948371,0.0032001000074201574,0.0,0.0
46.800000000000004,0.3017004418771042,41.09603857879262,8.903961421207333,87.43309423678362,12.357264549484553,0.20964121373134567,85.62710394078115,14.372896059218844,97.46820195281519,12.896249466674822,0.4698195556388222,0.0,152.23009760530695,186.63393097766183,11.079448367459287,0.05652304968872276,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.3019635178800603,0.2028054219477874,0.5664581026458055,0.19816880420850178,1.2444478876263183,0.5942541063335685,1.4083901269385668,1.3906445699997156,0.19924268123295105,0.18868711036700928,0.033432407427179144,0.03204017008983828,0.16651332537346852,-0.11962027516668461,0.01919377811611546,0.004175317900379916,0.0,0.0
50.4,0.37126071026883883,40.75357014027524,9.246429859724719,86.04435602013258,13.686481511937915,0.26916246792915444,83.20530801189162,16.794691988108404,96.84628448257223,13.260402725086081,0.5065581163909831,0.0,152.7824548071588,186.2330391584985,10.923026204546815,0.06147982988430016,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.30020256629836145,0.20897572728554253,0.5848115467925776,0.21490402966243957,1.356204390586723,0.6612774418256233,1.6454877657685707,1.6244644398630177,0.21230133679839058,0.2024462244360244,0.03618834855543384,0.03482546512367932,0.14115977437317928,-0.10349214980827615,0.02348123043482369,0.005354425152813623,0.0,0.0
54.0,0.45383696455857286,40.438357225358715,9.561642774641241,84.64033720994266,15.018878330241726,0.3407844598155877,80.62583380573771,19.37416619426229,96.29459829130116,13.573078801393125,0.5407891100927025,0.0,153.25156474413828,185.8861320884896,10.795953414731109,0.06634975282111563,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.29857389039408155,0.21457114637798988,0.6010833643893182,0.23099257809337062,1.4637962096142672,0.7259754137890405,1.8979960072439688,1.8729897875297354,0.2243105873569406,0.2151455645546044,0.03890296322735427,0.03755814820494933,0.12008260877830346,-0.08957650749073598,0.028530018948688254,0.006769550047191221,0.0,0.0
57.6,0.5525071455714171,40.14799197877661,9.852008021223346,83.22372823467599,16.34964374707663,0.4266280182473695,77.89505162064776,22.10494837935224,95.79644487792292,13.841612292443232,0.5725725884121605,0.0,153.65104797650366,185.58581511912,10.691955115127541,0.07118178942869191,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.29706687750922245,0.2196558962658152,0.6154465491911729,0.24641645114781793,1.566986538727467,0.7879856953040995,2.165288801239421,2.1352834883142298,0.23533089724641637,0.22683411022893316,0.04160860054658648,0.04026585176192618,0.1023450009645196,-0.07755760925211552,0.03451465076082737,0.008460371732430532,0.0,0.0
61.2,0.6714948707075065,39.8803176721153,10.119682327884652,81.79601484522352,17.674592916881178,0.5293922378952759,75.01902847875613,24.980971521243866,95.3368950443051,14.072214570000652,0.6020003825588234,0.0,153.99161008498544,185.3257850474159,10.606561246106931,0.07604362167178316,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.29567188423341045,0.22428531864087467,0.6280536531341092,0.2611702879186779,1.6655968483877734,0.8470857931611444,2.446768266998406,2.4103987962222497,0.24542631594022116,0.2375691997885131,0.04434894822425671,0.04298651943800037,0.0872469557911777,-0.067150070349004,0.04167470805349108,0.01047691678939788,0.0,0.0
64.8,0.8166406376730779,39.63339626651036,10.366603733489578,80.35735614799066,18.990057014365814,0.6525868376435348,72.00381177310975,27.996188226890233,94.90162354188897,14.270112741909948,0.629182317786388,0.0,154.28173582043598,185.10070494027912,10.536532910672348,0.08102632879262651,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.2943801268153037,0.22850737944566396,0.6390378670394292,0.2752578826020032,1.7594774256019643,0.903158372396423,2.741836120596756,2.6972003842843915,0.2546608853923547,0.24741143607993327,0.04718237780957509,0.045770951853778614,0.07424366480273481,-0.058101641832701834,0.05034091247748065,0.01288358361114444,0.0,0.0
68.4,0.9961707862215965,39.40548117930869,10.594518820691244,78.90634120987289,20.292786403753375,0.8008723863736708,68.85569745826402,31.14430254173598,94.47568674355907,14.439674790519959,0.6542363122731066,0.0,154.52814247021735,184.90608889718237,10.479515179231946,0.08625345354829549,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.2931835877045693,0.2323638694895788,0.6485132610030643,0.2886894579366086,1.8484830339643534,0.956163511668047,3.0498662099195877,2.994245161078149,0.26309623630610857,0.2564212622586834,0.05018813975794978,0.04868776095221706,0.06289053847618553,-0.050190995330106736,0.060977754254100555,0.015764933725596588,0.0,0.0
72.0,1.221885582936015,39.19499424981753,10.8050057501824,77.43957537915455,21.579861568474062,0.9805630523714093,65.58149039228455,34.41850960771547,94.04204866422705,14.584517747992201,0.6772814645791565,0.0,154.73606575283492,184.73820078740403,10.433837912578202,0.09189554736284913,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.2920749352010261,0.2358913741679723,0.656573952615597,0.3014795096778797,1.9324517344253767,1.0061169062307123,3.3701771260576585,3.299590921296875,0.2707899878467407,0.2646567542315382,0.053476446431009114,0.05183130335134215,0.05280309821232698,-0.043221745214729435,0.07424875704659105,0.019234056935857977,0.0,0.0
75.60000000000001,1.5111799082249218,39.00050612791374,10.999493872086193,75.95099014912972,22.848605357345864,1.200404493524411,62.18876998190539,37.81123001809461,93.57940901945535,14.707589016822059,0.6984327912146449,0.0,154.90941107231774,184.5939781919387,10.398415376349098,0.0981953595744485,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.29104745388562014,0.23912206300950195,0.6632916896763306,0.31364506218432187,2.0111841362246308,1.0530728970543224,3.702002968727026,3.6106849292844094,0.27779451855658005,0.27217206806495253,0.05720602075393056,0.055335394195369404,0.04362109922365953,-0.037014530680813174,0.09112719970462801,0.023445215040756806,0.0,0.0
79.2,1.889741919557149,38.820719473413945,11.179280526585964,74.43076898076286,24.096488463197286,1.4727425560399054,58.68617923513523,41.31382076486477,93.05947474255424,14.811215437100019,0.7177967034707581,0.0,155.05078333788663,184.4709878594047,10.372723516391362,0.10550528649744768,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.2900949839918207,0.24208433737182022,0.6687111661056293,0.3252041893343661,2.0844207460987523,1.0971112697588277,4.044460029259195,3.923690015570838,0.2841557938322664,0.2790161743239332,0.061607896922351454,0.05939354471971967,0.034975502057800645,-0.0313974284612053,0.11303871654893247,0.028612086376327953,0.0,0.0
82.8,2.396181411819251,38.654454481170575,11.345545518829343,72.86366116212339,25.32101713172058,1.8153217061560671,55.08376027703326,44.91623972296674,92.44244244480286,14.897113825965132,0.7354664312798275,0.0,155.16137614337586,184.36741974273053,10.356854765123929,0.1143493489497698,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.2892118682555116,0.24480336549755052,0.672841730878095,0.3361746574324595,2.1518149612589115,1.1383269116887462,4.396505213060395,4.2333099229861375,0.28991195906157485,0.2852315776224544,0.06702676192817668,0.0642922315681055,0.026444693673895903,-0.026193808251099293,0.14210430392709206,0.035034457885849475,0.0,0.0
86.4,3.087615196762767,38.50063634397197,11.499363656027942,71.22653163672503,26.51958715065343,2.2538812126215504,51.39336595321706,48.60663404678294,91.67167918430314,14.96635276022714,0.7515165489019454,0.0,155.24070561893205,184.28213069084643,10.351656145622014,0.12550754477963375,1.0,95.0,1.0,35.0,0.1,50.0,1.0,50.0,0.05,7.0,1.5,4.0,2.0,34.0,0.1,2.0,6.0,1.0,0.3,160.0,3.0,7.0,0.1,120.0,0.13,11.0,4.0,7.0,0.001,0.006,0.007,0.006,0.1,50.0,1.0,50.0,0.0,0.0,1.0,0.28839290507030163,0.2473015274164343,0.6756440015150527,0.34657253310111424,2.2128988106816516,1.1768215617950335,4.756882551233471,4.532151459669743,0.29509136518968154,0.2908527166887373,0.07397240088845695,0.0704553571747093,0.017509467494089104,-0.021207021449412666,0.18141253282184341,0.04313327853007676,0.0,0.0
