Time,PRPP,IMP,SAMP,ATP,SAM,Ade,XMP,GTP,dATP,dGTP,RNA,DNA,HX,Xa,Gua,UA,R5P,Pi,cell,ada,ade,adna,adrnr,ampd,aprt,arna,asuc,asli,dada,den,dgnuc,dnaa,dnag,gdna,gdrnr,gmpr,gmps,gnuc,gprt,grna,gua,hprt,hx,hxd,impd,inuc,mat,polyam,prpps,pyr,rnaa,rnag,trans,ua,x,xd
0.0,5.01742,98.2634,0.198189,2475.35,3.9918700000000005,0.9847299999999999,24.793,410.223,6.01413,3.02581,28680.5,5179.34,9.51785,5.05941,5.50638,100.293,18.0,1400.0,1.0,2.0794669994464603,0.009915724298751512,10.038261345694096,0.20115950028718801,5.6407279199401765,0.9980753286683745,1985.620823828966,8.003186138781018,8.003185262537153,0.20045095289999998,2.4030084997884047,0.10085024729999999,10.03756092,6.82637012,6.82585851851522,0.10034403641447856,0.5138721115048225,1.595762825453485,4.807078190398487,3.753641890288532,1323.5317972991775,1.1542766547027623,3.6838266805699726,0.04730928250105545,1.1912809374632687,1.5957622716192865,2.6425054304246114,14.988491735925095,1.0079912182001638,20.88274437557219,10.044156786123164,1985.551015,1323.605075,13.980503774609431,2.314825320335122,0.030717155457719997,2.314840881004437
0.01,5.017420342528881,98.26339981687839,0.19818900767458192,2475.350021033309,3.9918699681522805,0.9847300014702534,24.792999994443296,410.22301384030186,6.014130080647072,3.0258100535053405,28680.49996541286,5179.340001889196,9.517850063371371,5.059409995641998,5.506380098688955,100.29300015556063,18.0,1400.0,1.0,2.0794670165858267,0.009915724306894094,10.038261460807007,0.20115950274355154,5.640727952574774,0.9980753570696758,1985.6208333815061,8.003186170497324,8.003185504746078,0.20045095558796688,2.403008806834514,0.100850249083333,10.037560923661262,6.82637012248996,6.825858596790175,0.10034403546196398,0.513872123566435,1.5957628270233848,4.807078336363661,3.7536420740775416,1323.5318036665012,1.154276665046614,3.6838269750890675,0.04730928285384737,1.1912809426188993,1.5957622695902427,2.6425054264849974,14.988491833145076,1.0079912109624531,20.88274422477216,10.044157656954297,1985.5510126055322,1323.6050734038033,13.980503737801728,2.3148253282699875,0.03071715540480259,2.314840879907779
0.02,5.017420667382178,98.26339963973511,0.19818901360421423,2475.350041949211,3.99186993767677,0.9847300025993315,24.792999988851136,410.2230276022101,6.01413016019685,3.0258101062392693,28680.499931022237,5179.340003780234,9.51785012400765,5.059409991447246,5.5063801969917066,100.29300031103207,18.0,1400.0,1.0,2.0794670336295216,0.009915724313147174,10.038261574306153,0.20115950516535416,5.640727985027677,0.9980753834914666,1985.6208428800082,8.003186202193612,8.003185677556429,0.20045095823936102,2.4030090970613602,0.10085025084095484,10.037560927326094,6.826370124982348,6.825858673967794,0.10034403453372577,0.5138721355568815,1.5957628285838372,4.807078481502066,3.7536422427485667,1323.5318099978056,1.1542766753499867,3.6838272546252693,0.047309283191412886,1.1912809475520143,1.5957622675851155,2.642505422673999,14.988491927131488,1.0079912040365908,20.882744076784483,10.044158482847779,1985.5510102246694,1323.6050718166762,13.980503702579943,2.314825336200303,0.030717155353867463,2.314840878852201
0.03,5.01742097531031,98.26339946832107,0.19818901835039213,2475.3500627466283,3.9918699085375944,0.984730003405844,24.792999983223485,410.22304128523353,6.01413023865405,3.0258101582052097,28680.499896829024,5179.3400056731025,9.517850182027482,5.059409987414513,5.506380295041479,100.2930004664139,18.0,1400.0,1.0,2.079467050576667,0.009915724317613816,10.038261686198584,0.20115950755273773,5.640728017297122,0.9980754080228782,1985.6208523241198,8.00318623386069,8.003185803418841,0.20045096085433947,2.4030093711889426,0.10085025257297964,10.037560930994474,6.826370127477149,6.825858750052872,0.10034403362957717,0.5138721474759432,1.5957628301347577,4.80707862580852,3.7536423970188286,1323.5318162928552,1.1542766856268438,3.6838275198149915,0.04730928351441249,1.1912809522722658,1.5957622656033557,2.6425054189862576,14.988492017963848,1.0079911974144238,20.882743931520544,10.04415926571144,1985.5510078574732,1323.6050702386594,13.980503668902616,2.3148253441260485,0.030717155304899667,2.314840877837394
0.04,5.017421267266759,98.26339930231849,0.1981890223225406,2475.350083425908,3.9918698806825987,0.9847300039124359,24.79299997756069,410.2230548897158,6.014130316035706,3.025810209415255,28680.499862832014,5179.340007567775,9.517850237581026,5.059409983540966,5.506380392977361,100.29300062170655,18.0,1400.0,1.0,2.079467067427546,0.009915724320419431,10.038261796509483,0.20115950990623369,5.6407280493836005,0.9980754307758468,1985.6208617140715,8.003186265489276,8.003185898700144,0.20045096343347008,2.4030096301305472,0.10085025427981044,10.037560934666347,6.826370129974326,6.825858825062533,0.10034403274905429,0.5138721593241602,1.595762831676178,4.807078769286649,3.7536425377803644,1323.5318225518042,1.1542766958917636,3.68382777146679,0.047309283823682144,1.1912809567918707,1.5957622636441477,2.642505415414936,14.988492105760075,1.0079911910840995,20.882743788859273,10.044160007969369,1985.5510055038603,1323.6050686696974,13.980503636709464,2.314825352047245,0.030717155257864788,2.314840876862645
0.05,5.017421544040372,98.2633991414643,0.19818902574640745,2475.3501039874786,3.9918698540678728,0.9847300041378515,24.792999971863043,410.2230684159611,6.014130392356443,3.025810259879787,28680.499829030163,5179.340009464226,9.51785029079253,5.059409979824345,5.506380490913393,100.29300077691047,18.0,1400.0,1.0,2.079467084182508,0.009915724321667832,10.038261905260466,0.20115951222629924,5.640728081287767,0.9980754518429434,1985.6208710500712,8.003186297071654,8.003185972423912,0.20045096597724024,2.403009874641709,0.1008502559617933,10.03756093834167,6.8263701324738495,6.825858899011479,0.10034403189175987,0.5138721711019946,1.5957628332081328,4.8070789119396595,3.7536426657706694,1323.5318287747912,1.154276706156699,3.6838280102496213,0.04730928411991353,1.191280961120937,1.5957622617068132,2.6425054119543754,14.988492190619608,1.0079911850356387,20.882743648699925,10.044160711627102,1985.5510031637582,1323.6050671097419,13.980503605949744,2.3148253599639155,0.030717155212735412,2.3148408759273855
0.06,5.017421806489853,98.26339898547197,0.19818902881867112,2475.3501244318973,3.991869828644672,0.9847300041025042,24.79299996613087,410.2230818643274,6.014130467632881,3.0258103096106037,28680.499795422274,5179.340011362427,9.517850341797278,5.059409976262319,5.506380588972331,100.29300093202613,18.0,1400.0,1.0,2.079467100842006,0.00991572432147207,10.038262012476103,0.20115951451345448,5.640728113010492,0.9980754713249128,1985.6208803323675,8.003186328599455,8.003186032451206,0.2004509684862039,2.403010105544812,0.10085025761932141,10.037560942020383,6.826370134975678,6.825858971916411,0.10034403105724361,0.5138721828099722,1.5957628347306696,4.807079053771328,3.753642781791858,1323.5318349619818,1.1542767164345165,3.683828236891692,0.04730928440385977,1.1912809652704703,1.59576225979061,2.642505408598411,14.988492272652936,1.0079911792579637,20.882743510932443,10.044161378867763,1985.551000837084,1323.6050655587378,13.980503576567118,2.3148253678760837,0.030717155169483208,2.3148408750310283
0.07,5.017422055297685,98.26339883411363,0.19818903165123813,2475.350144759677,3.9918698043735468,0.984730003822625,24.792999960364455,410.22309523511905,6.014130541878754,3.0258103586174534,28680.499762007337,5179.340013262356,9.517850390702804,5.0594099728531186,5.506380687250709,100.29300108705388,18.0,1400.0,1.0,2.079467117406459,0.009915724319922038,10.038262118176695,0.20115951676812965,5.640728144552583,0.9980754893018087,1985.620889561172,8.003186360066044,8.003186083254215,0.20045097096081887,2.403010323493438,0.10085025925271972,10.037560945702445,6.826370137479785,6.825859043791136,0.10034403024513414,0.5138721944485262,1.5957628362438305,4.807079194784863,3.7536428864809244,1323.5318411135165,1.154276726735334,3.6838284519717734,0.04730928467611954,1.1912809692492203,1.5957622578949464,2.6425054053421406,14.98849235194956,1.0079911737421097,20.88274337546904,10.044162011426474,1985.550998523768,1323.6050640166386,13.980503548515992,2.314825375783768,0.03071715512808671,2.314840874173129
0.08,5.01742229119371,98.26339868714551,0.19818903433021212,2475.350164971429,3.9918697812117174,0.9847300033155754,24.792999954564085,410.22310852867867,6.0141306151091944,3.0258104069110754,28680.49972878424,5179.340015163987,9.517850437624135,5.0594099695949355,5.5063807858508715,100.29300124199418,18.0,1400.0,1.0,2.0794671338763644,0.009915724317113888,10.038262222384605,0.20115951899079892,5.640728175915013,0.9980755058592223,1985.6208987367243,8.003186391464338,8.003186128273297,0.20045097340158943,2.4030105291864836,0.10085026086234614,10.037560949387807,6.8263701399861345,6.825859114650863,0.10034402945502317,0.5138722060181351,1.5957628377476658,4.80707933498388,3.7536429805186216,1323.5318472295562,1.1542767370698785,3.68382865610881,0.047309284937333176,1.1912809730665441,1.5957622560191869,2.6425054021803205,14.98849242860659,1.0079911684783538,20.882743242215565,10.044162611158747,1985.5509962237331,1323.6050624833927,13.980503521746924,2.3148253836869914,0.030717155088523948,2.3148408733532313
0.09,5.017422514916789,98.26339854432062,0.19818903690247058,2475.350185067853,3.991869759114871,0.9847300025989377,24.792999948730074,410.22312174538314,6.014130687340299,3.0258104545028934,28680.49969575179,5179.340017067292,9.517850482677739,5.05940996648607,5.50638088487488,100.29300139684747,18.0,1400.0,1.0,2.079467150252293,0.009915724313144993,10.038262325123625,0.20115952118196737,5.640728207098907,0.9980755210837813,1985.6209078592901,8.003186422787222,8.003186169380363,0.20045097580905216,2.4030107233314295,0.10085026244858143,10.037560953076412,6.8263701424946905,6.825859184511768,0.10034402868647752,0.513872217519308,1.595762839242233,4.807079474372351,3.753643064593345,1323.5318533102773,1.1542767474488473,3.6838288499294065,0.04730928518814908,1.1912809767319177,1.5957622541626841,2.6425053991076353,14.988492502724705,1.007991163456626,20.882743111076344,10.044163179943036,1985.5509939368965,1323.605060958945,13.980503496208701,2.3148253915857775,0.03071715505077429,2.314840872570909
