ATP,Ade,DNA,GTP,Gua,HX,IMP,PRPP,Pi,R5P,RNA,SAM,SAMP,UA,XMP,Xa,dATP,dGTP,Time
2475.35,0.9847299999999999,5179.34,410.223,5.50638,9.51785,98.2634,5.01742,1400.0,18.0,28680.5,3.9918700000000005,0.198189,100.293,24.793,5.05941,6.01413,3.02581,0.0
2475.350021033309,0.9847300014702534,5179.340001889196,410.22301384030186,5.506380098688955,9.517850063371371,98.26339981687839,5.017420342528881,1400.0,18.0,28680.49996541286,3.9918699681522805,0.19818900767458192,100.29300015556063,24.792999994443296,5.059409995641998,6.014130080647072,3.0258100535053405,0.01
2475.350041949211,0.9847300025993315,5179.340003780234,410.2230276022101,5.5063801969917066,9.51785012400765,98.26339963973511,5.017420667382178,1400.0,18.0,28680.499931022237,3.99186993767677,0.19818901360421423,100.29300031103207,24.792999988851136,5.059409991447246,6.01413016019685,3.0258101062392693,0.02
2475.3500627466283,0.984730003405844,5179.3400056731025,410.22304128523353,5.506380295041479,9.517850182027482,98.26339946832107,5.01742097531031,1400.0,18.0,28680.499896829024,3.9918699085375944,0.19818901835039213,100.2930004664139,24.792999983223485,5.059409987414513,6.01413023865405,3.0258101582052097,0.03
2475.350083425908,0.9847300039124359,5179.340007567775,410.2230548897158,5.506380392977361,9.517850237581026,98.26339930231849,5.017421267266759,1400.0,18.0,28680.499862832014,3.9918698806825987,0.1981890223225406,100.29300062170655,24.79299997756069,5.059409983540966,6.014130316035706,3.025810209415255,0.04
2475.3501039874786,0.9847300041378515,5179.340009464226,410.2230684159611,5.506380490913393,9.51785029079253,98.2633991414643,5.017421544040372,1400.0,18.0,28680.499829030163,3.9918698540678728,0.19818902574640745,100.29300077691047,24.792999971863043,5.059409979824345,6.014130392356443,3.025810259879787,0.05
2475.3501244318973,0.9847300041025042,5179.340011362427,410.2230818643274,5.506380588972331,9.517850341797278,98.26339898547197,5.017421806489853,1400.0,18.0,28680.499795422274,3.991869828644672,0.19818902881867112,100.29300093202613,24.79299996613087,5.059409976262319,6.014130467632881,3.0258103096106037,0.06
2475.350144759677,0.984730003822625,5179.340013262356,410.22309523511905,5.506380687250709,9.517850390702804,98.26339883411363,5.017422055297685,1400.0,18.0,28680.499762007337,3.9918698043735468,0.19818903165123813,100.29300108705388,24.792999960364455,5.0594099728531186,6.014130541878754,3.0258103586174534,0.07
2475.350164971429,0.9847300033155754,5179.340015163987,410.22310852867867,5.5063807858508715,9.517850437624135,98.26339868714551,5.01742229119371,1400.0,18.0,28680.49972878424,3.9918697812117174,0.19818903433021212,100.29300124199418,24.792999954564085,5.0594099695949355,6.0141306151091944,3.0258104069110754,0.08
2475.350185067853,0.9847300025989377,5179.340017067292,410.22312174538314,5.50638088487488,9.517850482677739,98.26339854432062,5.017422514916789,1400.0,18.0,28680.49969575179,3.991869759114871,0.19818903690247058,100.29300139684747,24.792999948730074,5.05940996648607,6.014130687340299,3.0258104545028934,0.09
